component,height_kpc,inner_kpc,outer_kpc,unchanged_lift_relative_image_rms,refitted_source_relative_image_rms
stellar_luminosity,0.1,13,14,0.1312339012058165,0.033865733274171424
stellar_luminosity,0.1,14,15,0.21247183379409038,0.12268143179490894
stellar_luminosity,0.2,0,1,0.20800752081584561,0.05542396234311021
stellar_luminosity,0.2,1,2,0.1143477817502586,0.014140231537994706
stellar_luminosity,0.2,2,3,0.111949729986048,0.01885848383510606
stellar_luminosity,0.2,3,4,0.11709881551794338,0.026081545512455107
stellar_luminosity,0.2,4,5,0.09374227945432455,0.02123693855438654
stellar_luminosity,0.2,5,6,0.10125497691952132,0.04165606608287918
stellar_luminosity,0.2,6,7,0.08274659028454329,0.021702504872836138
stellar_luminosity,0.2,7,8,0.07294922104065987,0.023949696296560415
stellar_luminosity,0.2,8,9,0.04797875615319893,0.008575785770546207
stellar_luminosity,0.2,9,10,0.06273695415095511,0.010767171836177699
stellar_luminosity,0.2,10,11,0.08207406426918802,0.02548385037123423
stellar_luminosity,0.2,11,12,0.09776785314761338,0.03679763406388465
stellar_luminosity,0.2,12,13,0.10085899930536792,0.042833250146737105
stellar_luminosity,0.2,13,14,0.17678844967007587,0.08680902202639457
stellar_luminosity,0.2,14,15,0.2809045041505264,0.20259584347448462
stellar_luminosity,0.4,0,1,0.3117438897640089,0.11992571846043613
stellar_luminosity,0.4,1,2,0.19097925382735192,0.05323333378856278
stellar_luminosity,0.4,2,3,0.19414474307488044,0.05828471454502452
stellar_luminosity,0.4,3,4,0.17668835082036163,0.07292108172082591
stellar_luminosity,0.4,4,5,0.13229190908543992,0.06024927215191082
stellar_luminosity,0.4,5,6,0.13849100557637228,0.07322128948670324
stellar_luminosity,0.4,6,7,0.11074048733697356,0.05476893131855727
stellar_luminosity,0.4,7,8,0.10350454086413816,0.05092074981938358
stellar_luminosity,0.4,8,9,0.07458497818089087,0.025232545225353026
stellar_luminosity,0.4,9,10,0.08631219184862206,0.030871520014682786
stellar_luminosity,0.4,10,11,0.11179154704516799,0.05091316996506722
stellar_luminosity,0.4,11,12,0.13514759400990714,0.06389292168928119
stellar_luminosity,0.4,12,13,0.1435989525867428,0.07197562049996416
stellar_luminosity,0.4,13,14,0.22119654524666169,0.14222600118793646
stellar_luminosity,0.4,14,15,0.3349980230407433,0.2633462133311913
stellar_luminosity,0.8,0,1,0.45515045934746245,0.21707455233769674
stellar_luminosity,0.8,1,2,0.25810224237302726,0.16643011282254525
stellar_luminosity,0.8,2,3,0.2912939328325447,0.12715148002869858
stellar_luminosity,0.8,3,4,0.26152079660547145,0.13742629067398457
stellar_luminosity,0.8,4,5,0.21345329267943494,0.11714607619786215
stellar_luminosity,0.8,5,6,0.23516197347464865,0.1088748212684762
stellar_luminosity,0.8,6,7,0.19068704119757712,0.08490514119794693
stellar_luminosity,0.8,7,8,0.20894469401670035,0.0772622836784641
stellar_luminosity,0.8,8,9,0.1792463946631979,0.043192001322873236
stellar_luminosity,0.8,9,10,0.16265797712184146,0.053469769838884004
stellar_luminosity,0.8,10,11,0.19119741544685892,0.07543981041287175
stellar_luminosity,0.8,11,12,0.23106194853400813,0.09503261798923164
stellar_luminosity,0.8,12,13,0.26619448514251115,0.10435820952509808
stellar_luminosity,0.8,13,14,0.3234284865147312,0.18673426933980178
stellar_luminosity,0.8,14,15,0.40686943786321095,0.3134173237100182
atomic_helium,0.0,0,1,0.0,1.9015806712949483e-05
atomic_helium,0.0,1,2,0.0,1.3610125824853387e-05
atomic_helium,0.0,2,3,0.0,1.1261162944662537e-05
atomic_helium,0.0,3,4,0.0,1.2580411749050452e-05
atomic_helium,0.0,4,5,0.0,1.0962872667052982e-05
atomic_helium,0.0,5,6,0.0,1.1181178331880054e-05
atomic_helium,0.0,6,7,0.0,1.2468284274836648e-05
atomic_helium,0.0,7,8,0.0,1.1868411515116568e-05
atomic_helium,0.0,8,9,0.0,1.2801775647674693e-05
atomic_helium,0.0,9,10,0.0,1.1437928712285363e-05
atomic_helium,0.0,10,11,0.0,1.0624223704103881e-05
atomic_helium,0.0,11,12,0.0,1.0828001217317376e-05
atomic_helium,0.0,12,13,0.0,1.122558209188629e-05
atomic_helium,0.0,13,14,0.0,1.0778295700476389e-05
atomic_helium,0.0,14,15,0.0,1.0145810069711536e-05
atomic_helium,0.1,0,1,0.015418743301599204,0.00011344804780074556
atomic_helium,0.1,1,2,0.01822634961943611,0.00013309098328880375
atomic_helium,0.1,2,3,0.01752205822024248,0.00012202649990127284
atomic_helium,0.1,3,4,0.014174787792171371,0.00010774462139015137
atomic_helium,0.1,4,5,0.011672770138717748,7.914670915992038e-05
atomic_helium,0.1,5,6,0.013581751457835866,8.083135948521774e-05
atomic_helium,0.1,6,7,0.012933300999731697,0.0001023934376748964
atomic_helium,0.1,7,8,0.013446872066006116,0.00012356056922652962
atomic_helium,0.1,8,9,0.01261520955450989,0.00011071107444533591
atomic_helium,0.1,9,10,0.012401273751427296,0.00011439802990157003
atomic_helium,0.1,10,11,0.013605741185427367,0.00011404359217479399
atomic_helium,0.1,11,12,0.01584235059789007,0.00010542228965553658
atomic_helium,0.1,12,13,0.013668295795349525,0.00010506766699889191
atomic_helium,0.1,13,14,0.014510837322630511,0.00010204542828315147
atomic_helium,0.1,14,15,0.013493671240877412,8.867908984282149e-05
atomic_helium,0.2,0,1,0.03914988322375596,0.0009392212058326375
atomic_helium,0.2,1,2,0.049900870378376296,0.001149381811359141
atomic_helium,0.2,2,3,0.04835905358144151,0.0010490139166929066
atomic_helium,0.2,3,4,0.034926075477788525,0.0009221216891161361
atomic_helium,0.2,4,5,0.029391687541926313,0.0006873367187969682
atomic_helium,0.2,5,6,0.03519232799935482,0.0007010724324249921
atomic_helium,0.2,6,7,0.03234399919177194,0.0008836884306856524
atomic_helium,0.2,7,8,0.03525055154243301,0.0010663764770168812
atomic_helium,0.2,8,9,0.03301928253351034,0.001051546814583805
atomic_helium,0.2,9,10,0.031251107673753845,0.001041339483857005
atomic_helium,0.2,10,11,0.03562327389554245,0.0009959970572760554
atomic_helium,0.2,11,12,0.041459449777684655,0.0009070863912032896
atomic_helium,0.2,12,13,0.035193297645131114,0.000904785947549319
atomic_helium,0.2,13,14,0.0378169174879851,0.0008826405853733288
atomic_helium,0.2,14,15,0.03548068007601574,0.0007661098414254125
atomic_helium,0.4,0,1,0.0858397086183358,0.003141144772571593
atomic_helium,0.4,1,2,0.1199810548634475,0.004299773559651686
atomic_helium,0.4,2,3,0.11342327174887046,0.003896817547720236
atomic_helium,0.4,3,4,0.0713351266430924,0.0032197859375616873
atomic_helium,0.4,4,5,0.06438027036335893,0.0026545177330042215
atomic_helium,0.4,5,6,0.07782923200248182,0.0026080241014562683
atomic_helium,0.4,6,7,0.06856317084353182,0.003309708327608936
atomic_helium,0.4,7,8,0.08235410259263165,0.003971605805571241
atomic_helium,0.4,8,9,0.08094146769162364,0.0039190583488922
atomic_helium,0.4,9,10,0.0697481373555072,0.003847076469150609
atomic_helium,0.4,10,11,0.08281815800436126,0.003600537808841507
atomic_helium,0.4,11,12,0.09467492033506819,0.0034709147402369406
atomic_helium,0.4,12,13,0.08114433999952078,0.003398082154163202
atomic_helium,0.4,13,14,0.08573473429964483,0.003339705648489607
atomic_helium,0.4,14,15,0.08117691829620263,0.002864755082242126
atomic_helium,0.8,0,1,0.19471800771196135,0.03007928422319454
atomic_helium,0.8,1,2,0.22428704749892253,0.04057692789910507
atomic_helium,0.8,2,3,0.19351530486168864,0.03478096723595754
atomic_helium,0.8,3,4,0.11671509933540429,0.019434538446322442
atomic_helium,0.8,4,5,0.12144335836018195,0.007862489355574235
atomic_helium,0.8,5,6,0.14174779397753984,0.00770926543286148
atomic_helium,0.8,6,7,0.12257610300578649,0.021253885012842175
atomic_helium,0.8,7,8,0.15344469012508657,0.032603031543434045
atomic_helium,0.8,8,9,0.1581921872415504,0.029836272684588907
atomic_helium,0.8,9,10,0.1312654918728673,0.023901869574665904
atomic_helium,0.8,10,11,0.1576836865263287,0.023280713326959
atomic_helium,0.8,11,12,0.17661063837425467,0.031384958494599886
atomic_helium,0.8,12,13,0.15789552679033655,0.021896377038477972
atomic_helium,0.8,13,14,0.15993834003097263,0.022109810468740502
atomic_helium,0.8,14,15,0.1540620127513059,0.017276948435790855
co21,0.0,0,1,0.0,4.163387434580071e-05
co21,0.0,1,2,0.0,3.259229418919962e-05
co21,0.0,2,3,0.0,2.750781310783332e-05
co21,0.0,3,4,0.0,2.959201614206042e-05
co21,0.0,4,5,0.0,2.8464302212272565e-05
co21,0.0,5,6,0.0011435291222124538,0.0011443565413967118
co21,0.0,6,7,0.07347078268343632,0.07347080438776248
co21,0.0,7,8,0.24125849350628406,0.24125850439809177
co21,0.0,8,9,0.3784422308264037,0.37844224523850184
co21,0.0,9,10,0.448499492932782,0.4484995056611409
co21,0.0,10,11,0.49745456984353714,0.4974545849019254
co21,0.0,11,12,0.6246200403785402,0.6246200505807735
co21,0.0,12,13,0.647514497966543,0.6475145101433533
co21,0.0,13,14,0.6539458616228958,0.6539458721593747
co21,0.0,14,15,0.7836474989476191,0.783647504705953
co21,0.1,0,1,0.057949966126423405,0.0006537582891947152
co21,0.1,1,2,0.07201685371137927,0.0005534099922479988
co21,0.1,2,3,0.052191471794474226,0.00046115900748955124
co21,0.1,3,4,0.034774891244470266,0.0004310392796909373
co21,0.1,4,5,0.03643789155779484,0.0004819583531396388
co21,0.1,5,6,0.04612746346262017,0.004498256763349314
co21,0.1,6,7,0.11102519385436829,0.08188292775695022
co21,0.1,7,8,0.26492283717147713,0.2482457071062005
co21,0.1,8,9,0.4180004556111833,0.3949180430748995
co21,0.1,9,10,0.47853015753220346,0.46007427640838905
co21,0.1,10,11,0.5427713755439958,0.5182159948608702
co21,0.1,11,12,0.6582985114916915,0.6405993345646616
co21,0.1,12,13,0.6870226107238202,0.6641927811838685
co21,0.1,13,14,0.6852828092682808,0.6671910303081232
co21,0.1,14,15,0.8125200589634696,0.7988490847701393
co21,0.2,0,1,0.14249646928930032,0.007595595779697337
co21,0.2,1,2,0.17244370117505123,0.011950324921840182
co21,0.2,2,3,0.1337723182912486,0.004812365349781298
co21,0.2,3,4,0.08305093618950286,0.004304486135426214
co21,0.2,4,5,0.07874191207734034,0.006149102024303965
co21,0.2,5,6,0.09073913755158483,0.01674078146690733
co21,0.2,6,7,0.17054419118400005,0.10504908594801768
co21,0.2,7,8,0.3177989462768693,0.2707008704934709
co21,0.2,8,9,0.49471233424788946,0.43851411720607536
co21,0.2,9,10,0.537385521650761,0.49240613671945505
co21,0.2,10,11,0.6147689004908063,0.5667262147659592
co21,0.2,11,12,0.7160451700486817,0.679365624376246
co21,0.2,12,13,0.7478717082725914,0.701599970295225
co21,0.2,13,14,0.7353258647014632,0.6962045926883398
co21,0.2,14,15,0.8619053094208516,0.8346778113082071
co21,0.4,0,1,0.29988498492346943,0.04228483960945701
co21,0.4,1,2,0.31224719714893817,0.10905839392254336
co21,0.4,2,3,0.2868999874003667,0.04975854588574326
co21,0.4,3,4,0.17140067233574077,0.03097722598121228
co21,0.4,4,5,0.15778204784494726,0.025755364358956163
co21,0.4,5,6,0.1670195104424659,0.05553417585767939
co21,0.4,6,7,0.27811094353798765,0.16709803742914003
co21,0.4,7,8,0.4466952222393537,0.3424761070989926
co21,0.4,8,9,0.6514325279353863,0.542168512581276
co21,0.4,9,10,0.6381953016037039,0.570017258916517
co21,0.4,10,11,0.7143091635548392,0.6575935409267072
co21,0.4,11,12,0.7979075482729983,0.7530340994187206
co21,0.4,12,13,0.8335661703353254,0.7661724942834398
co21,0.4,13,14,0.8091540261219302,0.7632061775271376
co21,0.4,14,15,0.9329702584842687,0.895979694508419
co21,0.8,0,1,0.49417755502111466,0.17125675072153562
co21,0.8,1,2,0.41652773655447456,0.3590371392481941
co21,0.8,2,3,0.4500426649843353,0.2880389565059205
co21,0.8,3,4,0.294266097963766,0.1669704226197303
co21,0.8,4,5,0.2893250850304445,0.13896124651815117
co21,0.8,5,6,0.345864563932513,0.17181356711756246
co21,0.8,6,7,0.557316592373606,0.3003231150101
co21,0.8,7,8,0.8328706725368182,0.5175051764020893
co21,0.8,8,9,1.1078235987747282,0.7441953433216862
co21,0.8,9,10,0.8683851939867023,0.7010940290812827
co21,0.8,10,11,0.8605040124213507,0.7621769421379078
co21,0.8,11,12,0.8949650890601626,0.8324727086560347
co21,0.8,12,13,0.9202590294619425,0.8354326589434985
co21,0.8,13,14,0.8823688946425624,0.8414384413113621
co21,0.8,14,15,0.9934073702260027,0.9487796750597134
