Name	Rin	Rout	nelec	neerr	Kitpl	Kflat	Kerr	Pitpl	Pflat	Perr	Mgrav	Merr	Tx	Txerr	Lambda	tcool5/2	t52err	tcool3/2	t32err
ABELL_1063S	7.4018e-01	7.6485e-01	7.8630e-04	1.9187e-04	1.4852e+03	1.4852e+03	4.5989e+02	1.6117e-11	1.6117e-11	5.7878e-12	1.6287e+14	3.1466e+13	1.3159e+01	4.1359e+00	3.0330e-23	1.6107e+02	6.4094e+01	9.6644e+01	3.8457e+01
ABELL_1063S	7.1551e-01	7.4018e-01	7.7490e-04	2.0395e-04	1.4939e+03	1.4939e+03	4.6646e+02	1.5822e-11	1.5822e-11	5.8342e-12	2.1090e+14	3.9944e+13	1.3081e+01	4.0132e+00	3.0245e-23	1.6294e+02	6.5865e+01	9.7766e+01	3.9519e+01
ABELL_1063S	6.9084e-01	7.1551e-01	6.2439e-04	2.2483e-04	1.7185e+03	1.7185e+03	5.9940e+02	1.2699e-11	1.2699e-11	5.5886e-12	3.6385e+14	6.7517e+13	1.3004e+01	3.8905e+00	3.0160e-23	2.0159e+02	9.4377e+01	1.2096e+02	5.6626e+01
ABELL_1063S	6.6616e-01	6.9084e-01	7.1316e-04	2.1737e-04	1.5666e+03	1.5666e+03	5.0198e+02	1.4447e-11	1.4447e-11	5.6746e-12	6.8770e+14	1.2495e+14	1.2927e+01	3.7678e+00	3.0074e-23	1.7595e+02	7.4204e+01	1.0557e+02	4.4523e+01
ABELL_1063S	6.4149e-01	6.6616e-01	8.7389e-04	2.0766e-04	1.3626e+03	1.3626e+03	3.9465e+02	1.7633e-11	1.7633e-11	5.9861e-12	1.1292e+15	2.0078e+14	1.2849e+01	3.6451e+00	2.9989e-23	1.4313e+02	5.2968e+01	8.5881e+01	3.1781e+01
ABELL_1063S	6.1682e-01	6.4149e-01	9.7543e-04	2.2236e-04	1.2613e+03	1.2613e+03	3.5522e+02	1.9604e-11	1.9604e-11	6.4478e-12	1.1721e+15	2.0380e+14	1.2772e+01	3.5225e+00	2.9903e-23	1.2783e+02	4.5738e+01	7.6697e+01	2.7443e+01
ABELL_1063S	5.9215e-01	6.1682e-01	1.1793e-03	2.0448e-04	1.1070e+03	1.1070e+03	2.8665e+02	2.3606e-11	2.3606e-11	6.8314e-12	8.0612e+14	1.3697e+14	1.2695e+01	3.3998e+00	2.9818e-23	1.0539e+02	3.3625e+01	6.3236e+01	2.0175e+01
ABELL_1063S	5.6747e-01	5.9215e-01	1.2417e-03	2.1649e-04	1.0653e+03	1.0653e+03	2.7099e+02	2.4756e-11	2.4756e-11	7.0713e-12	7.6871e+14	1.2755e+14	1.2617e+01	3.2771e+00	2.9733e-23	9.9773e+01	3.1211e+01	5.9864e+01	1.8727e+01
ABELL_1063S	5.4280e-01	5.6747e-01	1.5558e-03	2.0479e-04	9.1296e+02	9.1296e+02	2.1705e+02	3.0896e-11	3.0896e-11	7.9463e-12	6.3089e+14	1.0223e+14	1.2540e+01	3.1544e+00	2.9647e-23	7.9366e+01	2.2532e+01	4.7620e+01	1.3519e+01
ABELL_1063S	5.1813e-01	5.4280e-01	1.5544e-03	2.3480e-04	9.1075e+02	9.1075e+02	2.1969e+02	3.0773e-11	3.0773e-11	8.1919e-12	6.3298e+14	1.0174e+14	1.2463e+01	3.0317e+00	2.9562e-23	7.9178e+01	2.2672e+01	4.7507e+01	1.3603e+01
ABELL_1063S	4.9345e-01	5.1813e-01	1.7767e-03	2.3031e-04	8.3055e+02	8.3055e+02	1.9431e+02	3.5068e-11	3.5068e-11	8.8766e-12	4.0874e+14	6.5169e+13	1.2385e+01	2.9090e+00	2.9477e-23	6.9039e+01	1.8521e+01	4.1424e+01	1.1113e+01
ABELL_1063S	4.6878e-01	4.9345e-01	2.0408e-03	2.2096e-04	7.5494e+02	7.5494e+02	1.7166e+02	4.0157e-11	4.0157e-11	9.6892e-12	4.4272e+14	7.0006e+13	1.2308e+01	2.7863e+00	2.9391e-23	5.9904e+01	1.5032e+01	3.5943e+01	9.0193e+00
ABELL_1063S	4.4411e-01	4.6878e-01	2.2499e-03	2.3800e-04	7.0523e+02	7.0523e+02	1.5879e+02	4.4136e-11	4.4136e-11	1.0529e-11	3.9677e+14	6.2216e+13	1.2241e+01	2.6948e+00	2.9373e-23	5.4073e+01	1.3207e+01	3.2444e+01	7.9241e+00
ABELL_1063S	4.1944e-01	4.4411e-01	2.3949e-03	2.5978e-04	6.7440e+02	6.7440e+02	1.5107e+02	4.6835e-11	4.6835e-11	1.1154e-11	3.0050e+14	4.6722e+13	1.2191e+01	2.6548e+00	2.9467e-23	5.0432e+01	1.2269e+01	3.0259e+01	7.3616e+00
ABELL_1063S	3.9476e-01	4.1944e-01	2.5665e-03	2.6979e-04	6.4200e+02	6.4200e+02	1.4225e+02	5.0037e-11	5.0037e-11	1.1759e-11	2.8248e+14	4.3542e+13	1.2141e+01	2.6147e+00	2.9560e-23	4.6718e+01	1.1196e+01	2.8031e+01	6.7176e+00
ABELL_1063S	3.7009e-01	3.9476e-01	2.9573e-03	2.6675e-04	5.8231e+02	5.8231e+02	1.2629e+02	5.7476e-11	5.7476e-11	1.3050e-11	2.8132e+14	4.2986e+13	1.2091e+01	2.5747e+00	2.9654e-23	4.0250e+01	9.3082e+00	2.4150e+01	5.5849e+00
ABELL_1063S	3.4542e-01	3.7009e-01	3.1481e-03	2.9144e-04	5.5679e+02	5.5679e+02	1.2001e+02	6.0996e-11	6.0996e-11	1.3805e-11	2.9832e+14	4.5180e+13	1.2041e+01	2.5346e+00	2.9747e-23	3.7535e+01	8.6314e+00	2.2521e+01	5.1789e+00
ABELL_1063S	3.2075e-01	3.4542e-01	3.5866e-03	3.0245e-04	5.2348e+02	5.2348e+02	1.1067e+02	7.1267e-11	7.1267e-11	1.5719e-11	2.5896e+14	3.8704e+13	1.1991e+01	2.4945e+00	2.9841e-23	3.2706e+01	7.3420e+00	1.9624e+01	4.4052e+00
ABELL_1063S	2.9607e-01	3.2075e-01	4.0439e-03	3.1330e-04	4.9527e+02	4.9527e+02	1.0289e+02	8.2357e-11	8.2357e-11	1.7758e-11	2.5067e+14	3.6990e+13	1.2098e+01	2.4835e+00	3.0010e-23	2.9103e+01	6.3856e+00	1.7462e+01	3.8313e+00
ABELL_1063S	2.7140e-01	2.9607e-01	4.8580e-03	3.2044e-04	4.4892e+02	4.4892e+02	9.1387e+01	1.0134e-10	1.0134e-10	2.1223e-11	2.2005e+14	3.2074e+13	1.2455e+01	2.5183e+00	3.0298e-23	2.4703e+01	5.2539e+00	1.4822e+01	3.1523e+00
ABELL_1063S	2.4673e-01	2.7140e-01	5.5304e-03	3.4190e-04	4.2153e+02	4.2153e+02	8.4599e+01	1.1811e-10	1.1811e-10	2.4320e-11	1.8417e+14	2.6527e+13	1.2812e+01	2.5531e+00	3.0586e-23	2.2111e+01	4.6135e+00	1.3267e+01	2.7681e+00
ABELL_1063S	2.2205e-01	2.4673e-01	6.1478e-03	3.7810e-04	3.8737e+02	3.8737e+02	7.9962e+01	1.2947e-10	1.2947e-10	2.7377e-11	1.4594e+14	2.1652e+13	1.3168e+01	2.5879e+00	3.0874e-23	2.0254e+01	4.1707e+00	1.2152e+01	2.5024e+00
ABELL_1063S	1.9738e-01	2.2205e-01	7.0417e-03	4.0273e-04	3.4855e+02	3.4855e+02	7.3908e+01	1.4608e-10	1.4608e-10	3.1594e-11	1.1869e+14	1.8156e+13	1.2974e+01	2.6354e+00	3.0934e-23	1.7388e+01	3.6693e+00	1.0433e+01	2.2016e+00
ABELL_1063S	1.7271e-01	1.9738e-01	7.7157e-03	4.5030e-04	3.2162e+02	3.2162e+02	6.9901e+01	1.5697e-10	1.5697e-10	3.4792e-11	1.0219e+14	1.6024e+13	1.2745e+01	2.6838e+00	3.0979e-23	1.5565e+01	3.4014e+00	9.3392e+00	2.0408e+00
ABELL_1063S	1.4804e-01	1.7271e-01	9.4067e-03	4.6334e-04	2.5335e+02	2.5335e+02	4.9598e+01	1.7204e-10	1.7204e-10	3.4267e-11	7.3711e+13	1.0432e+13	1.2017e+01	2.4691e+00	3.0036e-23	1.2416e+01	2.6234e+00	7.4496e+00	1.5740e+00
ABELL_1063S	1.2336e-01	1.4804e-01	1.0944e-02	5.4468e-04	2.0330e+02	2.0330e+02	3.4591e+01	1.7766e-10	1.7766e-10	3.0940e-11	5.3854e+13	6.5908e+12	1.0699e+01	1.9431e+00	2.7923e-23	1.0221e+01	1.9247e+00	6.1326e+00	1.1548e+00
ABELL_1063S	9.8690e-02	1.2336e-01	1.3231e-02	6.2797e-04	2.0245e+02	2.0245e+02	3.3510e+01	2.4274e-10	2.4274e-10	4.1086e-11	4.0835e+13	4.8653e+12	1.0406e+01	1.7161e+00	2.7311e-23	8.4069e+00	1.4427e+00	5.0442e+00	8.6562e-01
ABELL_1063S	7.4020e-02	9.8690e-02	1.5908e-02	7.5570e-04	2.0068e+02	2.0068e+02	3.2631e+01	3.2713e-10	3.2713e-10	5.4440e-11	3.0940e+13	3.6188e+12	1.1306e+01	1.8375e+00	2.8448e-23	7.2933e+00	1.2349e+00	4.3760e+00	7.4094e-01
ABELL_1063S	4.9350e-02	7.4020e-02	1.8760e-02	1.0262e-03	1.9917e+02	1.9917e+02	3.2120e+01	4.2735e-10	4.2735e-10	7.1086e-11	2.0538e+13	2.3660e+12	1.2207e+01	1.9589e+00	2.9585e-23	6.4208e+00	1.0886e+00	3.8525e+00	6.5316e-01
ABELL_1063S	2.4670e-02	4.9350e-02	2.3239e-02	1.5212e-03	1.8948e+02	1.8948e+02	3.0533e+01	5.8090e-10	5.8090e-10	9.7802e-11	1.0415e+13	1.1848e+12	1.3107e+01	2.0803e+00	3.0722e-23	5.3596e+00	9.2015e-01	3.2158e+00	5.5209e-01
ABELL_1063S	0.0000e+00	2.4670e-02	3.0027e-02	3.8364e-03	1.7389e+02	1.7389e+02	3.0520e+01	8.1713e-10	8.1713e-10	1.6317e-10	5.6695e+12	6.3806e+11	1.4008e+01	2.2017e+00	3.1859e-23	4.2748e+00	8.6590e-01	2.5649e+00	5.1954e-01
