Name	Rin	Rout	nelec	neerr	Kitpl	Kflat	Kerr	Pitpl	Pflat	Perr	Mgrav	Merr	Tx	Txerr	Lambda	tcool5/2	t52err	tcool3/2	t32err
ABELL_2029	4.2478e-01	4.3163e-01	1.1177e-03	7.5546e-05	7.7616e+02	7.7616e+02	7.3806e+01	1.5137e-11	1.5137e-11	1.6289e-12	2.8660e+14	1.7599e+13	8.3528e+00	6.9796e-01	2.4852e-23	8.7786e+01	9.4347e+00	5.2672e+01	5.6608e+00
ABELL_2029	4.1793e-01	4.2478e-01	1.2873e-03	1.0515e-04	7.0389e+02	7.0389e+02	7.0485e+01	1.7371e-11	1.7371e-11	2.0357e-12	2.5865e+14	1.5940e+13	8.3184e+00	6.9960e-01	2.4569e-23	7.6782e+01	9.0017e+00	4.6069e+01	5.4010e+00
ABELL_2029	4.1108e-01	4.1793e-01	1.2046e-03	8.1589e-05	7.3830e+02	7.3830e+02	7.0936e+01	1.6311e-11	1.6311e-11	1.7704e-12	2.1356e+14	1.3282e+13	8.4294e+00	7.2185e-01	2.4674e-23	8.2794e+01	9.0397e+00	4.9677e+01	5.4238e+00
ABELL_2029	4.0423e-01	4.1108e-01	1.2042e-03	8.5539e-05	7.5102e+02	7.5102e+02	7.4029e+01	1.6582e-11	1.6582e-11	1.8555e-12	3.4749e+14	2.2030e+13	8.5869e+00	7.5069e-01	2.4902e-23	8.3596e+01	9.4166e+00	5.0157e+01	5.6500e+00
ABELL_2029	3.9738e-01	4.0423e-01	1.4255e-03	7.8731e-05	6.8233e+02	6.8233e+02	6.5114e+01	1.9958e-11	1.9958e-11	2.0742e-12	2.6234e+14	1.6938e+13	8.7444e+00	7.7953e-01	2.5131e-23	7.1257e+01	7.4726e+00	4.2754e+01	4.4836e+00
ABELL_2029	3.9052e-01	3.9738e-01	1.3481e-03	8.0610e-05	7.1983e+02	7.1983e+02	7.0576e+01	1.9185e-11	1.9185e-11	2.0662e-12	3.5434e+14	2.3276e+13	8.9020e+00	8.0839e-01	2.5360e-23	7.6012e+01	8.2646e+00	4.5607e+01	4.9588e+00
ABELL_2029	3.8367e-01	3.9052e-01	1.3833e-03	8.3679e-05	7.1902e+02	7.1902e+02	7.1610e+01	2.0003e-11	2.0003e-11	2.1869e-12	3.5922e+14	2.3989e+13	9.0053e+00	8.2340e-01	2.5534e-23	7.4432e+01	8.1603e+00	4.4659e+01	4.8962e+00
ABELL_2029	3.7682e-01	3.8367e-01	1.5338e-03	9.0123e-05	6.7680e+02	6.7680e+02	6.7224e+01	2.2366e-11	2.2366e-11	2.4279e-12	2.9950e+14	2.0047e+13	8.9470e+00	7.9715e-01	2.5541e-23	6.6673e+01	7.1159e+00	4.0004e+01	4.2695e+00
ABELL_2029	3.6997e-01	3.7682e-01	1.6550e-03	9.0820e-05	6.3942e+02	6.3942e+02	6.1578e+01	2.3988e-11	2.3988e-11	2.5098e-12	2.7757e+14	1.8133e+13	8.8887e+00	7.7090e-01	2.5548e-23	6.1369e+01	6.2983e+00	3.6821e+01	3.7790e+00
ABELL_2029	3.6312e-01	3.6997e-01	1.6830e-03	9.8590e-05	6.2846e+02	6.2846e+02	5.9854e+01	2.4244e-11	2.4244e-11	2.5401e-12	3.6218e+14	2.3071e+13	8.8303e+00	7.4465e-01	2.5556e-23	5.9936e+01	6.1541e+00	3.5962e+01	3.6925e+00
ABELL_2029	3.5627e-01	3.6312e-01	1.6915e-03	9.1405e-05	6.2250e+02	6.2250e+02	5.7250e+01	2.4217e-11	2.4217e-11	2.4314e-12	2.9416e+14	1.8254e+13	8.6510e+00	7.0901e-01	2.5461e-23	5.8641e+01	5.7567e+00	3.5185e+01	3.4540e+00
ABELL_2029	3.4942e-01	3.5627e-01	1.9310e-03	1.0207e-04	5.5976e+02	5.5976e+02	5.0112e+01	2.7152e-11	2.7152e-11	2.6558e-12	1.7248e+14	1.0409e+13	8.4455e+00	6.7135e-01	2.5344e-23	5.0381e+01	4.8095e+00	3.0229e+01	2.8857e+00
ABELL_2029	3.4257e-01	3.4942e-01	1.7834e-03	1.0694e-04	5.7630e+02	5.7630e+02	5.1463e+01	2.4485e-11	2.4485e-11	2.4450e-12	1.5071e+14	8.8253e+12	8.2401e+00	6.3368e-01	2.5227e-23	5.3471e+01	5.2143e+00	3.2083e+01	3.1286e+00
ABELL_2029	3.3571e-01	3.4257e-01	2.0377e-03	9.3605e-05	5.1454e+02	5.1454e+02	4.2775e+01	2.7299e-11	2.7299e-11	2.4545e-12	1.7746e+14	1.0058e+13	8.2339e+00	6.3347e-01	2.5022e-23	4.7145e+01	4.2245e+00	2.8287e+01	2.5347e+00
ABELL_2029	3.2886e-01	3.3571e-01	2.1367e-03	1.0419e-04	4.9617e+02	4.9617e+02	4.1416e+01	2.8493e-11	2.8493e-11	2.5940e-12	1.0656e+14	6.0079e+12	8.2492e+00	6.3731e-01	2.4808e-23	4.5432e+01	4.1506e+00	2.7259e+01	2.4904e+00
ABELL_2029	3.2201e-01	3.2886e-01	2.0265e-03	1.0812e-04	5.1493e+02	5.1493e+02	4.3766e+01	2.7072e-11	2.7072e-11	2.5403e-12	1.1744e+14	6.6480e+12	8.3048e+00	6.4623e-01	2.4703e-23	4.8430e+01	4.5692e+00	2.9058e+01	2.7415e+00
ABELL_2029	3.1516e-01	3.2201e-01	2.0261e-03	1.0080e-04	5.1658e+02	5.1658e+02	4.3579e+01	2.7149e-11	2.7149e-11	2.5018e-12	7.2064e+13	4.0991e+12	8.4541e+00	6.6695e-01	2.4853e-23	4.9012e+01	4.5713e+00	2.9407e+01	2.7428e+00
ABELL_2029	3.0831e-01	3.1516e-01	2.1377e-03	9.5020e-05	5.0781e+02	5.0781e+02	4.2702e+01	2.9182e-11	2.9182e-11	2.6375e-12	9.1300e+13	5.2690e+12	8.6033e+00	6.8768e-01	2.5003e-23	4.6991e+01	4.2978e+00	2.8194e+01	2.5787e+00
ABELL_2029	3.0146e-01	3.0831e-01	2.2532e-03	1.0051e-04	4.9934e+02	4.9934e+02	4.2518e+01	3.1326e-11	3.1326e-11	2.8635e-12	4.4602e+13	2.6097e+12	8.7107e+00	7.1645e-01	2.4781e-23	4.5542e+01	4.2613e+00	2.7325e+01	2.5568e+00
ABELL_2029	2.9461e-01	3.0146e-01	2.0970e-03	1.0199e-04	5.3093e+02	5.3093e+02	4.6793e+01	2.9549e-11	2.9549e-11	2.8159e-12	1.8287e+14	1.0990e+13	8.8129e+00	7.4625e-01	2.4512e-23	5.0052e+01	4.8877e+00	3.0032e+01	2.9326e+00
ABELL_2029	2.8776e-01	2.9461e-01	2.2809e-03	9.2024e-05	5.0797e+02	5.0797e+02	4.5006e+01	3.2524e-11	3.2524e-11	3.0431e-12	8.8872e+13	5.5018e+12	8.6273e+00	7.1637e-01	2.4081e-23	4.5853e+01	4.2331e+00	2.7512e+01	2.5398e+00
ABELL_2029	2.8090e-01	2.8776e-01	2.4904e-03	1.0372e-04	4.7177e+02	4.7177e+02	4.1525e+01	3.4971e-11	3.4971e-11	3.2640e-12	1.3617e+14	8.3406e+12	8.1950e+00	6.3531e-01	2.3511e-23	4.0859e+01	3.5957e+00	2.4515e+01	2.1574e+00
ABELL_2029	2.7405e-01	2.8090e-01	2.1613e-03	9.4105e-05	4.9237e+02	4.9237e+02	4.0979e+01	2.8818e-11	2.8818e-11	2.5743e-12	1.4971e+14	8.5634e+12	7.9094e+00	5.7531e-01	2.3317e-23	4.5819e+01	3.8843e+00	2.7492e+01	2.3306e+00
ABELL_2029	2.6720e-01	2.7405e-01	2.7663e-03	9.4359e-05	4.0126e+02	4.0126e+02	3.0644e+01	3.5434e-11	3.5434e-11	2.8521e-12	1.4416e+14	7.7073e+12	7.9389e+00	5.6054e-01	2.3930e-23	3.5012e+01	2.7455e+00	2.1007e+01	1.6473e+00
ABELL_2029	2.6035e-01	2.6720e-01	2.4861e-03	1.0231e-04	4.3244e+02	4.3244e+02	3.2841e+01	3.1962e-11	3.1962e-11	2.6178e-12	1.2004e+14	6.2340e+12	8.0750e+00	5.6554e-01	2.4467e-23	3.8755e+01	3.1481e+00	2.3253e+01	1.8889e+00
ABELL_2029	2.5350e-01	2.6035e-01	2.9235e-03	1.0790e-04	3.9270e+02	3.9270e+02	2.9013e+01	3.8026e-11	3.8026e-11	2.9979e-12	1.8865e+14	9.6373e+12	8.4769e+00	6.1985e-01	2.4816e-23	3.4110e+01	2.7939e+00	2.0466e+01	1.6763e+00
ABELL_2029	2.4665e-01	2.5350e-01	2.8257e-03	1.0739e-04	4.2195e+02	4.2195e+02	3.2527e+01	3.8606e-11	3.8606e-11	3.1706e-12	1.0168e+14	5.4286e+12	8.4197e+00	6.0329e-01	2.5025e-23	3.4760e+01	2.8193e+00	2.0856e+01	1.6916e+00
ABELL_2029	2.3980e-01	2.4665e-01	3.1524e-03	1.0733e-04	3.9461e+02	3.9461e+02	2.9930e+01	4.3327e-11	4.3327e-11	3.4653e-12	1.6698e+14	8.8622e+12	7.7897e+00	4.9829e-01	2.5058e-23	2.8788e+01	2.0861e+00	1.7273e+01	1.2517e+00
ABELL_2029	2.3294e-01	2.3980e-01	3.3219e-03	1.1932e-04	3.5266e+02	3.5266e+02	2.4354e+01	4.2253e-11	4.2253e-11	3.1295e-12	6.9891e+13	3.3199e+12	7.9301e+00	5.1430e-01	2.5192e-23	2.7664e+01	2.0509e+00	1.6598e+01	1.2306e+00
ABELL_2029	2.2609e-01	2.3294e-01	3.3685e-03	1.1805e-04	3.5156e+02	3.5156e+02	2.4136e+01	4.3110e-11	4.3110e-11	3.1667e-12	1.3298e+14	6.2953e+12	8.2896e+00	5.6787e-01	2.5246e-23	2.8457e+01	2.1897e+00	1.7075e+01	1.3138e+00
ABELL_2029	2.1924e-01	2.2609e-01	3.5671e-03	1.1576e-04	3.5563e+02	3.5563e+02	2.5549e+01	4.7978e-11	4.7978e-11	3.6369e-12	8.4752e+13	4.2578e+12	7.9155e+00	5.4162e-01	2.3972e-23	2.7023e+01	2.0465e+00	1.6214e+01	1.2279e+00
ABELL_2029	2.1239e-01	2.1924e-01	3.7797e-03	1.4075e-04	3.2735e+02	3.2735e+02	2.3829e+01	4.8636e-11	4.8636e-11	3.7890e-12	7.1436e+13	3.5848e+12	8.0287e+00	5.6436e-01	2.3976e-23	2.5864e+01	2.0574e+00	1.5518e+01	1.2344e+00
ABELL_2029	2.0554e-01	2.1239e-01	3.5659e-03	1.1672e-04	3.4284e+02	3.4284e+02	2.5177e+01	4.6227e-11	4.6227e-11	3.5771e-12	8.7538e+13	4.5011e+12	8.4863e+00	6.1791e-01	2.4949e-23	2.7848e+01	2.2231e+00	1.6709e+01	1.3339e+00
ABELL_2029	1.9869e-01	2.0554e-01	4.2527e-03	1.3723e-04	3.2335e+02	3.2335e+02	2.4532e+01	5.8474e-11	5.8474e-11	4.6539e-12	8.4282e+13	4.4967e+12	8.5507e+00	5.9644e-01	2.5509e-23	2.3010e+01	1.7685e+00	1.3806e+01	1.0611e+00
ABELL_2029	1.9184e-01	1.9869e-01	4.0921e-03	1.2034e-04	3.3416e+02	3.3416e+02	2.4237e+01	5.6673e-11	5.6673e-11	4.2942e-12	7.2092e+13	3.6919e+12	8.6698e+00	6.1101e-01	2.5457e-23	2.4296e+01	1.8554e+00	1.4578e+01	1.1132e+00
ABELL_2029	1.8499e-01	1.9184e-01	4.2499e-03	1.3061e-04	3.3055e+02	3.3055e+02	2.4274e+01	5.9709e-11	5.9709e-11	4.5932e-12	1.0763e+14	5.5662e+12	8.7435e+00	6.2174e-01	2.5206e-23	2.3828e+01	1.8459e+00	1.4297e+01	1.1075e+00
ABELL_2029	1.7813e-01	1.8499e-01	4.6482e-03	1.2657e-04	3.1381e+02	3.1381e+02	2.2984e+01	6.5816e-11	6.5816e-11	5.0021e-12	6.7211e+13	3.4973e+12	8.6869e+00	5.9886e-01	2.5065e-23	2.1767e+01	1.6134e+00	1.3060e+01	9.6803e-01
ABELL_2029	1.7128e-01	1.7813e-01	4.8848e-03	1.2599e-04	3.0092e+02	3.0092e+02	2.1366e+01	6.8555e-11	6.8555e-11	5.0428e-12	7.2740e+13	3.6747e+12	8.3053e+00	5.6568e-01	2.5027e-23	1.9833e+01	1.4444e+00	1.1899e+01	8.6665e-01
ABELL_2029	1.6443e-01	1.7128e-01	5.0347e-03	1.2788e-04	2.8207e+02	2.8207e+02	1.9785e+01	6.7583e-11	6.7583e-11	4.9100e-12	7.7012e+13	3.8441e+12	7.9171e+00	5.0504e-01	2.4126e-23	1.9028e+01	1.3065e+00	1.1417e+01	7.8390e-01
ABELL_2029	1.5758e-01	1.6443e-01	5.5473e-03	1.3084e-04	2.5095e+02	2.5095e+02	1.6312e+01	7.0671e-11	7.0671e-11	4.7589e-12	6.6597e+13	3.0803e+12	7.9606e+00	5.2902e-01	2.4219e-23	1.7298e+01	1.2198e+00	1.0379e+01	7.3186e-01
ABELL_2029	1.5073e-01	1.5758e-01	5.7878e-03	1.3411e-04	2.4798e+02	2.4798e+02	1.7111e+01	7.4954e-11	7.4954e-11	5.3315e-12	6.1190e+13	3.0177e+12	8.0978e+00	5.3445e-01	2.4905e-23	1.6400e+01	1.1472e+00	9.8401e+00	6.8830e-01
ABELL_2029	1.4388e-01	1.5073e-01	5.7666e-03	1.5020e-04	2.5162e+02	2.5162e+02	1.6870e+01	7.5587e-11	7.5587e-11	5.2762e-12	6.1602e+13	2.9256e+12	8.1182e+00	4.9742e-01	2.5200e-23	1.6309e+01	1.0858e+00	9.7855e+00	6.5150e-01
ABELL_2029	1.3703e-01	1.4388e-01	6.4557e-03	1.3481e-04	2.3476e+02	2.3476e+02	1.4806e+01	8.5123e-11	8.5123e-11	5.5296e-12	5.6624e+13	2.5542e+12	8.3921e+00	5.6054e-01	2.5141e-23	1.5095e+01	1.0564e+00	9.0569e+00	6.3382e-01
ABELL_2029	1.3017e-01	1.3703e-01	7.0971e-03	1.5279e-04	2.2975e+02	2.2975e+02	1.6180e+01	9.7555e-11	9.7555e-11	7.0462e-12	5.8434e+13	2.9544e+12	8.6653e+00	6.1735e-01	2.5539e-23	1.3957e+01	1.0387e+00	8.3739e+00	6.2323e-01
ABELL_2029	1.2332e-01	1.3017e-01	7.3797e-03	1.6186e-04	2.2710e+02	2.2710e+02	1.6019e+01	1.0291e-10	1.0291e-10	7.4514e-12	6.6061e+13	3.3430e+12	8.2895e+00	5.1931e-01	2.5766e-23	1.2727e+01	8.4476e-01	7.6363e+00	5.0686e-01
ABELL_2029	1.1647e-01	1.2332e-01	7.8476e-03	1.5650e-04	2.0704e+02	2.0704e+02	1.3025e+01	1.0394e-10	1.0394e-10	6.7193e-12	4.9606e+13	2.2369e+12	8.2056e+00	5.0443e-01	2.5285e-23	1.2072e+01	7.8019e-01	7.2433e+00	4.6811e-01
ABELL_2029	1.0962e-01	1.1647e-01	8.7815e-03	1.6189e-04	1.9556e+02	1.9556e+02	1.2451e+01	1.1842e-10	1.1842e-10	7.7129e-12	4.8858e+13	2.2382e+12	7.9615e+00	4.8384e-01	2.4697e-23	1.0717e+01	6.8062e-01	6.4303e+00	4.0837e-01
ABELL_2029	1.0277e-01	1.0962e-01	9.5349e-03	1.6873e-04	1.7244e+02	1.7244e+02	1.0474e+01	1.1977e-10	1.1977e-10	7.4444e-12	4.1266e+13	1.8031e+12	7.6318e+00	4.6638e-01	2.4842e-23	9.4062e+00	5.9843e-01	5.6437e+00	3.5906e-01
ABELL_2029	9.5920e-02	1.0277e-01	1.0547e-02	1.6564e-04	1.5865e+02	1.5865e+02	9.7423e+00	1.3036e-10	1.3036e-10	8.1491e-12	3.9052e+13	1.7328e+12	7.6300e+00	4.2394e-01	2.4707e-23	8.5484e+00	4.9359e-01	5.1291e+00	2.9615e-01
ABELL_2029	8.9070e-02	9.5920e-02	1.0978e-02	1.7574e-04	1.5447e+02	1.5447e+02	8.9797e+00	1.3569e-10	1.3569e-10	8.0522e-12	3.2544e+13	1.3638e+12	7.5723e+00	4.4556e-01	2.4355e-23	8.2683e+00	5.0420e-01	4.9610e+00	3.0252e-01
ABELL_2029	8.2220e-02	8.9070e-02	1.2891e-02	1.9160e-04	1.3666e+02	1.3666e+02	8.1349e+00	1.5689e-10	1.5689e-10	9.5001e-12	2.9667e+13	1.2770e+12	7.8329e+00	4.4000e-01	2.5258e-23	7.0231e+00	4.0809e-01	4.2138e+00	2.4485e-01
ABELL_2029	7.5360e-02	8.2220e-02	1.3323e-02	1.8650e-04	1.3929e+02	1.3929e+02	7.8895e+00	1.6895e-10	1.6895e-10	9.7310e-12	2.6090e+13	1.0689e+12	7.4869e+00	4.2080e-01	2.4860e-23	6.5990e+00	3.8223e-01	3.9594e+00	2.2934e-01
ABELL_2029	6.8510e-02	7.5360e-02	1.5015e-02	1.9370e-04	1.2131e+02	1.2131e+02	6.5246e+00	1.7959e-10	1.7959e-10	9.8128e-12	2.3741e+13	9.2435e+11	7.6212e+00	4.4841e-01	2.4309e-23	6.0955e+00	3.6716e-01	3.6573e+00	2.2030e-01
ABELL_2029	6.1660e-02	6.8510e-02	1.6451e-02	1.9735e-04	1.1444e+02	1.1444e+02	6.5268e+00	1.9726e-10	1.9726e-10	1.1388e-11	1.8131e+13	7.5086e+11	7.0673e+00	3.6346e-01	2.3890e-23	5.2497e+00	2.7723e-01	3.1498e+00	1.6634e-01
ABELL_2029	5.4810e-02	6.1660e-02	1.8930e-02	2.0716e-04	1.0296e+02	1.0296e+02	5.8098e+00	2.2427e-10	2.2427e-10	1.2787e-11	1.7280e+13	7.0903e+11	7.1653e+00	3.9180e-01	2.3943e-23	4.6152e+00	2.5736e-01	2.7691e+00	1.5442e-01
ABELL_2029	4.7960e-02	5.4810e-02	2.0909e-02	2.0289e-04	9.6088e+01	9.6088e+01	5.5320e+00	2.4703e-10	2.4703e-10	1.4334e-11	1.3914e+13	5.8373e+11	7.1845e+00	3.7799e-01	2.4278e-23	4.1316e+00	2.2104e-01	2.4790e+00	1.3262e-01
ABELL_2029	4.1110e-02	4.7960e-02	2.3843e-02	2.1471e-04	8.5650e+01	8.5650e+01	4.3185e+00	2.7406e-10	2.7406e-10	1.3940e-11	1.1674e+13	4.2859e+11	6.9555e+00	3.5133e-01	2.3937e-23	3.5577e+00	1.8254e-01	2.1347e+00	1.0952e-01
ABELL_2029	3.4260e-02	4.1110e-02	2.7222e-02	2.1592e-04	7.3862e+01	7.3862e+01	3.7115e+00	2.9476e-10	2.9476e-10	1.4914e-11	8.5481e+12	3.1324e+11	6.9950e+00	3.4844e-01	2.4413e-23	3.0728e+00	1.5499e-01	1.8437e+00	9.2996e-02
ABELL_2029	2.7410e-02	3.4260e-02	3.2063e-02	2.2594e-04	6.3215e+01	6.3215e+01	3.0859e+00	3.3139e-10	3.3139e-10	1.6270e-11	6.9584e+12	2.4794e+11	6.3879e+00	3.2578e-01	2.3211e-23	2.5058e+00	1.2901e-01	1.5034e+00	7.7404e-02
ABELL_2029	2.0550e-02	2.7410e-02	3.7570e-02	2.1012e-04	5.5917e+01	5.5917e+01	2.5759e+00	3.8176e-10	3.8176e-10	1.7658e-11	5.4714e+12	1.8423e+11	6.2461e+00	2.8386e-01	2.3866e-23	2.0337e+00	9.3120e-02	1.2202e+00	5.5872e-02
ABELL_2029	1.3700e-02	2.0550e-02	4.8156e-02	2.1552e-04	4.5112e+01	4.5112e+01	1.9418e+00	4.6583e-10	4.6583e-10	2.0111e-11	3.3041e+12	1.0404e+11	5.7500e+00	2.2875e-01	2.3516e-23	1.4823e+00	5.9342e-02	8.8939e-01	3.5605e-02
ABELL_2029	6.8500e-03	1.3700e-02	6.4681e-02	2.0263e-04	3.5424e+01	3.5424e+01	1.5409e+00	5.9810e-10	5.9810e-10	2.6053e-11	2.8411e+12	9.0522e+10	5.3873e+00	2.2047e-01	2.3328e-23	1.0423e+00	4.2781e-02	6.2539e-01	2.5669e-02
ABELL_2029	0.0000e+00	6.8500e-03	1.2773e-01	1.5563e-04	1.3102e+01	1.6481e+01	4.3383e-01	6.8767e-10	8.6496e-10	2.2778e-11	8.2704e+11	2.0076e+10	4.1800e+00	1.1000e-01	2.4084e-23	3.9667e-01	1.0450e-02	2.3800e-01	6.2699e-03
