kind,branch,coarse_nr,fine_nr,aperture,profile_L1,centroid_km_s,passed
rotation,boxcar_hanning_full,256,512,11,4.230665636298132e-06,4.028777311759768e-12,True
rotation,boxcar_hanning_full,256,512,12,4.230638489300303e-06,1.3865353309938655e-11,True
rotation,boxcar_hanning_full,256,512,13,4.23068906905339e-06,2.0445334314445063e-10,True
rotation,boxcar_hanning_full,256,512,14,4.23070214615841e-06,1.1114309472759487e-10,True
rotation,boxcar_hanning_decimated,256,512,0,1.6193580311420268e-05,1.668847144742358e-05,True
rotation,boxcar_hanning_decimated,256,512,1,3.0321177244617266e-06,6.081693380011188e-07,True
rotation,boxcar_hanning_decimated,256,512,2,4.230642348059196e-06,7.863576456657029e-11,True
rotation,boxcar_hanning_decimated,256,512,3,4.230637807464752e-06,7.585594374859284e-10,True
rotation,boxcar_hanning_decimated,256,512,4,4.230675031303584e-06,3.447420127145051e-11,True
rotation,boxcar_hanning_decimated,256,512,5,4.2307219549496135e-06,2.1513102410608553e-10,True
rotation,boxcar_hanning_decimated,256,512,6,4.230659371843358e-06,1.4361134503815265e-10,True
rotation,boxcar_hanning_decimated,256,512,7,4.230663463403182e-06,2.4499513529008254e-11,True
rotation,boxcar_hanning_decimated,256,512,8,4.2306892038035775e-06,6.036771083017811e-11,True
rotation,boxcar_hanning_decimated,256,512,9,4.230680014479508e-06,1.7616663683384104e-10,True
rotation,boxcar_hanning_decimated,256,512,10,4.230666693015883e-06,1.2231993196110125e-11,True
rotation,boxcar_hanning_decimated,256,512,11,4.230665635915162e-06,4.0394354527961696e-12,True
rotation,boxcar_hanning_decimated,256,512,12,4.230638488333481e-06,1.3865797399148505e-11,True
rotation,boxcar_hanning_decimated,256,512,13,4.23068906820447e-06,2.0446400128548703e-10,True
rotation,boxcar_hanning_decimated,256,512,14,4.2307021464602006e-06,1.1113954201391607e-10,True
warp,boxcar_independent,128,256,0,3.5190402461893334e-05,0.00016907092034657012,True
warp,boxcar_independent,128,256,1,2.6435338416070256e-05,3.573134061873873e-05,True
warp,boxcar_independent,128,256,2,1.6921946634949613e-05,1.9210588675377949e-10,True
warp,boxcar_independent,128,256,3,1.6830212928037273e-05,3.661184191372513e-07,True
warp,boxcar_independent,128,256,4,1.3850597119034436e-05,3.988385713693532e-06,True
warp,boxcar_independent,128,256,5,1.692196043553635e-05,1.7763568394002505e-13,True
warp,boxcar_independent,128,256,6,1.6922086486295856e-05,1.3845280477653432e-10,True
warp,boxcar_independent,128,256,7,1.6921993210525576e-05,1.807620719773695e-11,True
warp,boxcar_independent,128,256,8,1.692210378440531e-05,2.7259261514700484e-10,True
warp,boxcar_independent,128,256,9,1.6921373240200224e-05,7.408402780129109e-10,True
warp,boxcar_independent,128,256,10,1.6922036837962397e-05,9.031708714246633e-11,True
warp,boxcar_independent,128,256,11,1.6921900062794816e-05,8.958522812463343e-10,True
warp,boxcar_independent,128,256,12,1.2548158216366323e-05,6.504598971357467e-05,True
warp,boxcar_independent,128,256,13,1.7175694602464238e-05,1.407154623933593e-06,True
warp,boxcar_independent,128,256,14,1.692250979073979e-05,4.458577507193695e-09,True
warp,boxcar_hanning_full,128,256,0,3.20038421590145e-05,0.00016907092035012283,True
warp,boxcar_hanning_full,128,256,1,2.6416559090444337e-05,3.573134061696237e-05,True
warp,boxcar_hanning_full,128,256,2,1.6921946635118444e-05,1.9209167589906428e-10,True
warp,boxcar_hanning_full,128,256,3,1.6830212928429293e-05,3.6611842624267865e-07,True
warp,boxcar_hanning_full,128,256,4,1.3850597118626103e-05,3.988385714137621e-06,True
warp,boxcar_hanning_full,128,256,5,1.692196043556205e-05,1.6697754290362354e-13,True
warp,boxcar_hanning_full,128,256,6,1.6922086486460807e-05,1.3845991020389192e-10,True
warp,boxcar_hanning_full,128,256,7,1.69219932104532e-05,1.807975991141575e-11,True
warp,boxcar_hanning_full,128,256,8,1.6922103784509488e-05,2.7257840429228963e-10,True
warp,boxcar_hanning_full,128,256,9,1.6921373240357945e-05,7.408402780129109e-10,True
warp,boxcar_hanning_full,128,256,10,1.6922036837861488e-05,9.031708714246633e-11,True
warp,boxcar_hanning_full,128,256,11,1.6921900063276087e-05,8.958522812463343e-10,True
warp,boxcar_hanning_full,128,256,12,1.083054027980312e-05,6.504598971179831e-05,True
warp,boxcar_hanning_full,128,256,13,1.7175694602414863e-05,1.4071546274863067e-06,True
warp,boxcar_hanning_full,128,256,14,1.6922509790463558e-05,4.458581059907374e-09,True
warp,boxcar_hanning_decimated,128,256,0,3.469453614928604e-05,0.00016907092034657012,True
warp,boxcar_hanning_decimated,128,256,1,2.6419114595268607e-05,3.57313406116333e-05,True
warp,boxcar_hanning_decimated,128,256,2,1.6921946634543508e-05,1.9210233404010069e-10,True
warp,boxcar_hanning_decimated,128,256,3,1.68302129286268e-05,3.6611842624267865e-07,True
warp,boxcar_hanning_decimated,128,256,4,1.3850597119133255e-05,3.988385713249443e-06,True
warp,boxcar_hanning_decimated,128,256,5,1.6921960435808276e-05,1.7053025658242404e-13,True
warp,boxcar_hanning_decimated,128,256,6,1.6922086486971666e-05,1.3845280477653432e-10,True
warp,boxcar_hanning_decimated,128,256,7,1.6921993210063187e-05,1.807620719773695e-11,True
warp,boxcar_hanning_decimated,128,256,8,1.6922103784489722e-05,2.7258550971964723e-10,True
warp,boxcar_hanning_decimated,128,256,9,1.6921373240343044e-05,7.408402780129109e-10,True
warp,boxcar_hanning_decimated,128,256,10,1.6922036837722304e-05,9.031708714246633e-11,True
warp,boxcar_hanning_decimated,128,256,11,1.692190006328193e-05,8.958593866736919e-10,True
warp,boxcar_hanning_decimated,128,256,12,1.2297240620188645e-05,6.50459897082456e-05,True
warp,boxcar_hanning_decimated,128,256,13,1.7175694602510035e-05,1.4071546168281657e-06,True
warp,boxcar_hanning_decimated,128,256,14,1.692250979060728e-05,4.458584612621053e-09,True
warp,boxcar_independent,256,512,0,9.54496511798206e-06,2.7651440586140552e-05,True
warp,boxcar_independent,256,512,1,5.731266453549636e-06,1.8862787014128912e-05,True
warp,boxcar_independent,256,512,2,4.230690039824786e-06,5.213962595007615e-11,True
warp,boxcar_independent,256,512,3,4.230683982495105e-06,1.0816414430792065e-10,True
warp,boxcar_independent,256,512,4,4.230619169688831e-06,2.258473408289774e-10,True
warp,boxcar_independent,256,512,5,4.230661844680243e-06,9.738698736327933e-11,True
warp,boxcar_independent,256,512,6,4.230651531851558e-06,1.0935252703347942e-11,True
warp,boxcar_independent,256,512,7,4.230669363892574e-06,5.88578075166879e-11,True
warp,boxcar_independent,256,512,8,4.230675733191995e-06,5.766764843428973e-11,True
warp,boxcar_independent,256,512,9,4.230664348169108e-06,2.787103881018993e-11,True
warp,boxcar_independent,256,512,10,4.230663734475679e-06,1.092281820547214e-10,True
warp,boxcar_independent,256,512,11,4.230633649962827e-06,1.6128609559018514e-10,True
warp,boxcar_independent,256,512,12,4.216606130131359e-06,2.7148788106501343e-08,True
warp,boxcar_independent,256,512,13,4.230664075539674e-06,6.392752993633621e-11,True
warp,boxcar_independent,256,512,14,4.230676202506459e-06,8.01492205937393e-12,True
warp,boxcar_hanning_full,256,512,0,9.404544524024991e-06,2.765144058258784e-05,True
warp,boxcar_hanning_full,256,512,1,5.681637572596508e-06,1.886278701590527e-05,True
warp,boxcar_hanning_full,256,512,2,4.230690039822298e-06,5.214317866375495e-11,True
warp,boxcar_hanning_full,256,512,3,4.230683982167622e-06,1.0815703888056305e-10,True
warp,boxcar_hanning_full,256,512,4,4.230619170482621e-06,2.258473408289774e-10,True
warp,boxcar_hanning_full,256,512,5,4.230661844462689e-06,9.738698736327933e-11,True
warp,boxcar_hanning_full,256,512,6,4.230651532138296e-06,1.092637091915094e-11,True
warp,boxcar_hanning_full,256,512,7,4.230669364436893e-06,5.88542548030091e-11,True
warp,boxcar_hanning_full,256,512,8,4.230675732300138e-06,5.765343757957453e-11,True
warp,boxcar_hanning_full,256,512,9,4.230664348880129e-06,2.787459152386873e-11,True
warp,boxcar_hanning_full,256,512,10,4.230663734698537e-06,1.092317347684002e-10,True
warp,boxcar_hanning_full,256,512,11,4.230633649478277e-06,1.6129320101754274e-10,True
warp,boxcar_hanning_full,256,512,12,4.216606129790163e-06,2.7148785441966083e-08,True
warp,boxcar_hanning_full,256,512,13,4.230664075886044e-06,6.392397722265741e-11,True
warp,boxcar_hanning_full,256,512,14,4.230676202807007e-06,8.01492205937393e-12,True
warp,boxcar_hanning_decimated,256,512,0,9.520883095956838e-06,2.7651440586140552e-05,True
warp,boxcar_hanning_decimated,256,512,1,5.727993358165915e-06,1.8862787014128912e-05,True
warp,boxcar_hanning_decimated,256,512,2,4.230690040290075e-06,5.213962595007615e-11,True
warp,boxcar_hanning_decimated,256,512,3,4.230683981190637e-06,1.0815348616688425e-10,True
warp,boxcar_hanning_decimated,256,512,4,4.230619169521172e-06,2.258482290073971e-10,True
warp,boxcar_hanning_decimated,256,512,5,4.2306618449842126e-06,9.738698736327933e-11,True
warp,boxcar_hanning_decimated,256,512,6,4.230651532080316e-06,1.0935252703347942e-11,True
warp,boxcar_hanning_decimated,256,512,7,4.230669364128005e-06,5.88507020893303e-11,True
warp,boxcar_hanning_decimated,256,512,8,4.230675733193918e-06,5.766054300693213e-11,True
warp,boxcar_hanning_decimated,256,512,9,4.2306643483113065e-06,2.787281516702933e-11,True
warp,boxcar_hanning_decimated,256,512,10,4.230663735162695e-06,1.092317347684002e-10,True
warp,boxcar_hanning_decimated,256,512,11,4.2306336500152e-06,1.6127899016282754e-10,True
warp,boxcar_hanning_decimated,256,512,12,4.216606129399107e-06,2.714879343557186e-08,True
warp,boxcar_hanning_decimated,256,512,13,4.230664076044274e-06,6.393108265001501e-11,True
warp,boxcar_hanning_decimated,256,512,14,4.230676202647303e-06,8.01492205937393e-12,True
streaming,boxcar_independent,128,256,0,6.53491641517585e-05,8.058374942621072e-05,True
streaming,boxcar_independent,128,256,1,4.7998950160537506e-05,7.386106130624626e-05,True
streaming,boxcar_independent,128,256,2,1.6921691644223156e-05,2.3374937541120744e-09,True
streaming,boxcar_independent,128,256,3,1.6917769256488445e-05,3.93831136591416e-08,True
streaming,boxcar_independent,128,256,4,1.6931983016105776e-05,8.816802932187784e-08,True
streaming,boxcar_independent,128,256,5,1.6921931050424244e-05,5.296882932270819e-10,True
streaming,boxcar_independent,128,256,6,1.6922010933329855e-05,1.7570567223401667e-10,True
streaming,boxcar_independent,128,256,7,1.692213467894501e-05,1.4417977922676073e-10,True
streaming,boxcar_independent,128,256,8,1.6922069078443603e-05,6.413003461602784e-10,True
streaming,boxcar_independent,128,256,9,1.692200640665812e-05,5.10631537053996e-11,True
streaming,boxcar_independent,128,256,10,1.69219803359848e-05,9.15107989385433e-11,True
streaming,boxcar_independent,128,256,11,1.6921924000915724e-05,7.041478511382593e-12,True
streaming,boxcar_independent,128,256,12,1.6426825064998393e-05,1.9051622004440105e-06,True
streaming,boxcar_independent,128,256,13,1.6947496359040782e-05,3.7660101526171275e-07,True
streaming,boxcar_independent,128,256,14,1.6947031427151628e-05,1.397163629235365e-08,True
streaming,boxcar_hanning_full,128,256,0,6.534916415192597e-05,8.058374942976343e-05,True
streaming,boxcar_hanning_full,128,256,1,4.7998919045170584e-05,7.386106130624626e-05,True
streaming,boxcar_hanning_full,128,256,2,1.6921691644017926e-05,2.3374937541120744e-09,True
streaming,boxcar_hanning_full,128,256,3,1.691776925614872e-05,3.938312076456896e-08,True
streaming,boxcar_hanning_full,128,256,4,1.6931983015970308e-05,8.8168027545521e-08,True
streaming,boxcar_hanning_full,128,256,5,1.692193105012638e-05,5.296811877997243e-10,True
streaming,boxcar_hanning_full,128,256,6,1.6922010933808707e-05,1.7570478405559697e-10,True
streaming,boxcar_hanning_full,128,256,7,1.692213467922215e-05,1.4418333194043953e-10,True
streaming,boxcar_hanning_full,128,256,8,1.6922069078106714e-05,6.413003461602784e-10,True
streaming,boxcar_hanning_full,128,256,9,1.692200640714557e-05,5.10631537053996e-11,True
streaming,boxcar_hanning_full,128,256,10,1.6921980335615372e-05,9.15179043659009e-11,True
streaming,boxcar_hanning_full,128,256,11,1.6921924000626788e-05,7.041478511382593e-12,True
streaming,boxcar_hanning_full,128,256,12,1.6426825065163348e-05,1.9051622075494379e-06,True
streaming,boxcar_hanning_full,128,256,13,1.6947496359258795e-05,3.7660101170899907e-07,True
streaming,boxcar_hanning_full,128,256,14,1.6947031427127524e-05,1.3971629186926293e-08,True
streaming,boxcar_hanning_decimated,128,256,0,6.53491641516778e-05,8.058374942621072e-05,True
streaming,boxcar_hanning_decimated,128,256,1,4.7998945852008055e-05,7.386106131335168e-05,True
streaming,boxcar_hanning_decimated,128,256,2,1.692169164377419e-05,2.3374937541120744e-09,True
streaming,boxcar_hanning_decimated,128,256,3,1.6917769255884365e-05,3.93831136591416e-08,True
streaming,boxcar_hanning_decimated,128,256,4,1.693198301631528e-05,8.816802221645048e-08,True
streaming,boxcar_hanning_decimated,128,256,5,1.692193105026118e-05,5.296953986544395e-10,True
streaming,boxcar_hanning_decimated,128,256,6,1.6922010933873596e-05,1.7570211952033787e-10,True
streaming,boxcar_hanning_decimated,128,256,7,1.6922134679076642e-05,1.4418333194043953e-10,True
streaming,boxcar_hanning_decimated,128,256,8,1.6922069078038582e-05,6.412932407329208e-10,True
streaming,boxcar_hanning_decimated,128,256,9,1.6922006406920538e-05,5.1064930062239e-11,True
streaming,boxcar_hanning_decimated,128,256,10,1.6921980336196e-05,9.15179043659009e-11,True
streaming,boxcar_hanning_decimated,128,256,11,1.6921924000899736e-05,7.048583938740194e-12,True
streaming,boxcar_hanning_decimated,128,256,12,1.6426825064949695e-05,1.9051622075494379e-06,True
streaming,boxcar_hanning_decimated,128,256,13,1.694749635910512e-05,3.766010259198538e-07,True
streaming,boxcar_hanning_decimated,128,256,14,1.6947031427004383e-05,1.3971643397781008e-08,True
streaming,boxcar_independent,256,512,0,1.6193580311729353e-05,1.4444606147634431e-05,True
streaming,boxcar_independent,256,512,1,3.0321177245279163e-06,5.693938582851388e-07,True
streaming,boxcar_independent,256,512,2,4.230642348546966e-06,6.871658797535929e-11,True
streaming,boxcar_independent,256,512,3,4.230637807440646e-06,7.065814600082376e-10,True
streaming,boxcar_independent,256,512,4,4.230675031281509e-06,3.682565363760659e-11,True
streaming,boxcar_independent,256,512,5,4.2307219550989675e-06,1.652793457651569e-10,True
streaming,boxcar_independent,256,512,6,4.2306593720478536e-06,1.8190071671142505e-10,True
streaming,boxcar_independent,256,512,7,4.230663463929611e-06,4.2312819914513966e-11,True
streaming,boxcar_independent,256,512,8,4.230689203964245e-06,7.879918939579511e-11,True
streaming,boxcar_independent,256,512,9,4.230680014431946e-06,2.0021317936880223e-10,True
streaming,boxcar_independent,256,512,10,4.23066669199641e-06,5.8619775700208265e-12,True
streaming,boxcar_independent,256,512,11,4.230665636100723e-06,3.161915174132446e-12,True
streaming,boxcar_independent,256,512,12,4.230638489720388e-06,1.6068923969214666e-11,True
streaming,boxcar_independent,256,512,13,4.230689068546131e-06,1.8257750866723654e-10,True
streaming,boxcar_independent,256,512,14,4.2307021463047785e-06,8.907363735488616e-11,True
streaming,boxcar_hanning_full,256,512,0,1.6193580311561123e-05,1.4444606147634431e-05,True
streaming,boxcar_hanning_full,256,512,1,3.032117724358655e-06,5.693938582851388e-07,True
streaming,boxcar_hanning_full,256,512,2,4.230642348413206e-06,6.872369340271689e-11,True
streaming,boxcar_hanning_full,256,512,3,4.230637807629325e-06,7.0657435458088e-10,True
streaming,boxcar_hanning_full,256,512,4,4.230675031384128e-06,3.682920635128539e-11,True
streaming,boxcar_hanning_full,256,512,5,4.230721955398596e-06,1.652793457651569e-10,True
streaming,boxcar_hanning_full,256,512,6,4.230659371848664e-06,1.8190338124668415e-10,True
streaming,boxcar_hanning_full,256,512,7,4.230663463607081e-06,4.231992534187157e-11,True
streaming,boxcar_hanning_full,256,512,8,4.230689203920381e-06,7.879208396843751e-11,True
streaming,boxcar_hanning_full,256,512,9,4.230680013612113e-06,2.0021406754722193e-10,True
streaming,boxcar_hanning_full,256,512,10,4.230666693596645e-06,5.8761884247360285e-12,True
streaming,boxcar_hanning_full,256,512,11,4.230665636365527e-06,3.161915174132446e-12,True
streaming,boxcar_hanning_full,256,512,12,4.230638488926413e-06,1.6065371255535865e-11,True
streaming,boxcar_hanning_full,256,512,13,4.230689067935296e-06,1.8256685052620014e-10,True
streaming,boxcar_hanning_full,256,512,14,4.230702146282859e-06,8.905942650017096e-11,True
streaming,boxcar_hanning_decimated,256,512,0,1.619358031180917e-05,1.4444606147634431e-05,True
streaming,boxcar_hanning_decimated,256,512,1,3.032117724773077e-06,5.693938653905661e-07,True
streaming,boxcar_hanning_decimated,256,512,2,4.230642348051455e-06,6.872369340271689e-11,True
streaming,boxcar_hanning_decimated,256,512,3,4.2306378080448035e-06,7.065814600082376e-10,True
streaming,boxcar_hanning_decimated,256,512,4,4.230675031286755e-06,3.682210092392779e-11,True
streaming,boxcar_hanning_decimated,256,512,5,4.2307219555820236e-06,1.652864511925145e-10,True
streaming,boxcar_hanning_decimated,256,512,6,4.230659370959656e-06,1.8189894035458565e-10,True
streaming,boxcar_hanning_decimated,256,512,7,4.2306634635842995e-06,4.2312819914513966e-11,True
streaming,boxcar_hanning_decimated,256,512,8,4.230689203698338e-06,7.879918939579511e-11,True
streaming,boxcar_hanning_decimated,256,512,9,4.230680014023874e-06,2.0021495572564163e-10,True
streaming,boxcar_hanning_decimated,256,512,10,4.230666692411958e-06,5.8619775700208265e-12,True
streaming,boxcar_hanning_decimated,256,512,11,4.23066563607188e-06,3.161915174132446e-12,True
streaming,boxcar_hanning_decimated,256,512,12,4.230638488975905e-06,1.6061818541857065e-11,True
streaming,boxcar_hanning_decimated,256,512,13,4.230689068345921e-06,1.8257750866723654e-10,True
streaming,boxcar_hanning_decimated,256,512,14,4.230702146904327e-06,8.905942650017096e-11,True
asymmetric,boxcar_independent,128,256,0,6.631897009240252e-05,9.244427832300062e-05,True
asymmetric,boxcar_independent,128,256,1,4.86740847289428e-05,7.876980283327839e-05,True
asymmetric,boxcar_independent,128,256,2,1.6921660203959708e-05,2.963425060897862e-09,True
asymmetric,boxcar_independent,128,256,3,1.6917339365418333e-05,4.3417497153086515e-08,True
asymmetric,boxcar_independent,128,256,4,1.6932722672844306e-05,8.310147681100943e-08,True
asymmetric,boxcar_independent,128,256,5,1.692193455878267e-05,6.302691701876029e-10,True
asymmetric,boxcar_independent,128,256,6,1.692201016525164e-05,1.4489387467619963e-10,True
asymmetric,boxcar_independent,128,256,7,1.6922135198573106e-05,6.558664722433605e-11,True
asymmetric,boxcar_independent,128,256,8,1.6922069227675572e-05,5.884501774744422e-10,True
asymmetric,boxcar_independent,128,256,9,1.6922005087996978e-05,6.177813816066191e-11,True
asymmetric,boxcar_independent,128,256,10,1.6921979647794746e-05,1.262989712813578e-10,True
asymmetric,boxcar_independent,128,256,11,1.692192323946013e-05,8.073897106442018e-11,True
asymmetric,boxcar_independent,128,256,12,1.6443075137687486e-05,1.909514712128413e-06,True
asymmetric,boxcar_independent,128,256,13,1.694437254738797e-05,3.8326686535583576e-07,True
asymmetric,boxcar_independent,128,256,14,1.6947016352075566e-05,4.722924273892204e-09,True
asymmetric,boxcar_hanning_full,128,256,0,6.631897009223218e-05,9.244427832122426e-05,True
asymmetric,boxcar_hanning_full,128,256,1,4.867399423517773e-05,7.876980283416657e-05,True
asymmetric,boxcar_hanning_full,128,256,2,1.6921660204127735e-05,2.9634286136115406e-09,True
asymmetric,boxcar_hanning_full,128,256,3,1.6917339365581797e-05,4.3417497153086515e-08,True
asymmetric,boxcar_hanning_full,128,256,4,1.6932722672365665e-05,8.310147414647417e-08,True
asymmetric,boxcar_hanning_full,128,256,5,1.692193455857389e-05,6.302727229012817e-10,True
asymmetric,boxcar_hanning_full,128,256,6,1.6922010164815148e-05,1.4489032196252083e-10,True
asymmetric,boxcar_hanning_full,128,256,7,1.692213519830603e-05,6.557954179697845e-11,True
asymmetric,boxcar_hanning_full,128,256,8,1.6922069228012305e-05,5.884643883291574e-10,True
asymmetric,boxcar_hanning_full,128,256,9,1.6922005087610222e-05,6.177991451750131e-11,True
asymmetric,boxcar_hanning_full,128,256,10,1.692197964734592e-05,1.263025239950366e-10,True
asymmetric,boxcar_hanning_full,128,256,11,1.692192323942702e-05,8.073897106442018e-11,True
asymmetric,boxcar_hanning_full,128,256,12,1.6443075137666917e-05,1.9095147112402344e-06,True
asymmetric,boxcar_hanning_full,128,256,13,1.69443725472075e-05,3.8326686535583576e-07,True
asymmetric,boxcar_hanning_full,128,256,14,1.6947016352145067e-05,4.722924273892204e-09,True
asymmetric,boxcar_hanning_decimated,128,256,0,6.63189700923302e-05,9.244427831767155e-05,True
asymmetric,boxcar_hanning_decimated,128,256,1,4.8674037823405014e-05,7.876980283594293e-05,True
asymmetric,boxcar_hanning_decimated,128,256,2,1.6921660203942455e-05,2.9634321663252194e-09,True
asymmetric,boxcar_hanning_decimated,128,256,3,1.6917339365759514e-05,4.3417497153086515e-08,True
asymmetric,boxcar_hanning_decimated,128,256,4,1.6932722673187507e-05,8.310147370238496e-08,True
asymmetric,boxcar_hanning_decimated,128,256,5,1.6921934558771594e-05,6.302691701876029e-10,True
asymmetric,boxcar_hanning_decimated,128,256,6,1.6922010164678593e-05,1.4488676924884203e-10,True
