case,level,component,model,r,theta,z,phi,gx,gy,gz
f1-stars-h0p1,0,stellar_luminosity,log_extra,1.0,4.71238898038469,0.4,-2842.0366909942654,-2.5955190983317373,551.7150577777634,-438.9440215676532
f1-stars-h0p1,0,stellar_luminosity,log_extra,1.0,5.235987755982989,0.4,-2863.141275024943,-196.95682842609727,502.9704266914259,-465.5397129538473
f1-stars-h0p1,0,stellar_luminosity,log_extra,1.0,5.759586531581287,0.4,-2914.727040445794,-367.1270340846077,321.25222676659814,-543.7883864372775
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,0.0,0.0,-1954.1105800909022,-400.07674253629676,-4.313965947620718,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,0.5235987755982988,0.0,-1941.207106776861,-336.9477596742318,-207.0315163313133,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,1.0471975511965976,0.0,-1935.262976498906,-194.91132497891957,-335.4394279408414,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,1.5707963267948966,0.0,-1952.492376899162,-16.2857841443499,-395.25674395051465,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,2.0943951023931953,0.0,-1968.6639188721667,190.51443518569943,-350.7857613116952,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,2.6179938779914944,0.0,-1992.7143964571696,355.44015527570735,-228.98804076355447,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,3.141592653589793,0.0,-1997.1523318354325,412.32067900922254,10.594904396659839,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,3.665191429188092,0.0,-1953.221802652672,328.0393656862683,227.58385086835057,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,4.1887902047863905,0.0,-1910.1795958139662,172.86383119907106,336.35398744409974,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,4.71238898038469,0.0,-1900.2026384535748,-0.5597972523290391,365.75425849839314,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,5.235987755982989,0.0,-1899.46787566625,-177.64527147580063,333.37098439904537,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,5.759586531581287,0.0,-1936.8152762935852,-319.72393765233,218.409294104556,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,0.0,0.4,-1932.9935916390639,-383.4917670757614,-3.0164570896600513,-96.94090017672377
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,0.5235987755982988,0.4,-1921.579859581539,-325.0820973435588,-197.43099680114773,-90.0702774690633
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,1.0471975511965976,0.4,-1916.435777966749,-188.91789094597578,-322.9608546345236,-86.54458562752228
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,1.5707963267948966,0.4,-1932.1425889993839,-14.65717494935403,-380.0532511093198,-92.85526713799412
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,2.0943951023931953,0.4,-1948.164523752825,183.5282015232208,-336.5036447549761,-94.23908568502247
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,2.6179938779914944,0.4,-1969.4222217459999,337.95513901981565,-212.63128315419112,-104.52168150323712
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,3.141592653589793,0.4,-1973.1303220328082,393.823930261705,11.158686649759012,-108.3486888243213
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,3.665191429188092,0.4,-1932.7708593394523,314.11138926170526,217.21910341576776,-93.51935145312173
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,4.1887902047863905,0.4,-1892.128282363754,166.06094111197686,323.72381937273803,-82.82541259656732
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,4.71238898038469,0.4,-1880.68339364177,-1.2645461009061105,352.81971202204994,-87.36037636326114
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,5.235987755982989,0.4,-1882.237036066659,-171.61223796672988,321.39374867168766,-79.84591016902543
f1-stars-h0p1,0,stellar_luminosity,log_extra,3.0,5.759586531581287,0.4,-1916.2806919660773,-309.5621133164813,209.35434141157685,-93.92996293768239
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,0.0,0.0,-1183.4558327729314,-158.83567193114934,0.775613017495724,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,0.5235987755982988,0.0,-1184.7728082640979,-137.7308954868772,-79.76471269329627,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,1.0471975511965976,0.0,-1183.8970943006896,-78.53982353173514,-136.23019701692664,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,1.5707963267948966,0.0,-1188.1796093417581,-1.850469093435141,-158.62771030974196,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,2.0943951023931953,0.0,-1195.0882892013387,79.08416441243062,-140.0569005731085,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,2.6179938779914944,0.0,-1201.8837883933006,140.28327740633733,-83.60404040131115,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,3.141592653589793,0.0,-1207.3179391457645,169.49561339259878,4.219600086078043,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,3.665191429188092,0.0,-1188.8531487989826,135.09776936106084,83.62409056125358,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,4.1887902047863905,0.0,-1175.8001431123012,74.93779103276783,135.15538683665852,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,4.71238898038469,0.0,-1171.7898914782922,0.7183873074184259,154.81128081955046,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,5.235987755982989,0.0,-1170.7191813156137,-76.3633653311022,133.2356471619925,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,5.759586531581287,0.0,-1177.4616325303036,-133.93794168357502,81.16984198674571,0.0
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,0.0,0.4,-1180.8404673000928,-157.37931668938498,0.706874307496902,-12.966985987180779
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,0.5235987755982988,0.4,-1182.009330498127,-136.1221416855207,-78.70752103140786,-13.506741674929968
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,1.0471975511965976,0.4,-1181.3600846029904,-77.91138325083644,-135.001980414232,-12.59437931126583
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,1.5707963267948966,0.4,-1185.5730651077404,-1.9249736006296407,-157.10942822546244,-12.900785200610946
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,2.0943951023931953,0.4,-1192.409956283158,78.24438054984012,-138.73527957580924,-13.260253488806965
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,2.6179938779914944,0.4,-1199.0458177862633,138.66611256667,-82.67268745122504,-13.942752502851036
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,3.141592653589793,0.4,-1203.8380772167145,166.22949518696117,3.8165556351535477,-16.72549073091682
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,3.665191429188092,0.4,-1186.2578854470396,133.91286628494373,82.876418493288,-12.885210334138023
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,4.1887902047863905,0.4,-1173.3234001771489,74.25119232088521,134.03596502535947,-12.29540480522707
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,4.71238898038469,0.4,-1169.1873032961053,0.47512570882901956,153.19932589038396,-12.850106311932928
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,5.235987755982989,0.4,-1168.2534637248748,-75.64747171431675,132.11770833408494,-12.234580617383253
f1-stars-h0p1,0,stellar_luminosity,log_extra,6.0,5.759586531581287,0.4,-1174.9269936367405,-132.8227595831722,80.38704487506907,-12.577072606381709
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,0.0,0.0,-8221.059406426326,-2311.246231918529,-1406.418375313677,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,0.5235987755982988,0.0,-7738.60742872935,-2236.5003011886624,-1882.2407630570679,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,1.0471975511965976,0.0,-7385.7916470714135,-1226.6217851930592,-3524.548220661039,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,1.5707963267948966,0.0,-7504.681347115227,-835.7463871213888,-3916.8586417854012,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,2.0943951023931953,0.0,-7884.952159564688,833.7098136103513,-3769.61767511209,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,2.6179938779914944,0.0,-8359.235393680243,2154.0942315755433,-2348.026579410732,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,3.141592653589793,0.0,-8278.944271566927,3138.559220727144,-643.8791473122526,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,3.665191429188092,0.0,-7941.911226594575,2433.018702470954,2851.040932055334,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,4.1887902047863905,0.0,-7290.404577646812,721.5648444698753,3053.3538816033865,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,4.71238898038469,0.0,-7172.654662321515,-243.79417989857967,3452.60308991283,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,5.235987755982989,0.0,-7364.651571350431,-814.9934431253131,3471.585307262544,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,5.759586531581287,0.0,-8071.1215800958935,-1393.762097381522,2302.0705170166166,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,0.0,0.4,-6867.368685752658,-1867.1880597738182,-312.05051655211275,-3906.958481151438
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,0.5235987755982988,0.4,-6652.434203025757,-1594.5117323545353,-1414.0744086395307,-3288.997175865777
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,1.0471975511965976,0.4,-6486.638789816232,-1032.4993123143895,-2045.6001283754472,-2848.108364941928
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,1.5707963267948966,0.4,-6556.111978405038,-292.19298404287616,-2177.3765919194275,-2953.3345332091917
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,2.0943951023931953,0.4,-6738.941694306186,734.8176141334218,-2173.4426412255207,-3380.263875819834
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,2.6179938779914944,0.4,-6953.897056177772,1562.7052300373693,-1216.2436710237305,-3930.2594560377297
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,3.141592653589793,0.4,-6920.43463948883,1974.9871562320184,233.2155674924664,-3804.558908493127
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,3.665191429188092,0.4,-6693.449356251609,1555.1794595503673,1618.0412786902757,-3477.4106961160446
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,4.1887902047863905,0.4,-6390.568703603027,810.1931923576786,2214.168606168962,-2835.559726031038
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,4.71238898038469,0.4,-6289.989017806668,-9.319926963535552,2383.822757099046,-2707.667104344693
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,5.235987755982989,0.4,-6421.280874092976,-706.1708291792678,2258.440725155225,-2934.9889540078048
f1-stars-h0p1,0,stellar_luminosity,newton,1.0,5.759586531581287,0.4,-6765.285823402349,-1378.1523768961092,1544.9192998315864,-3766.741819516726
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,0.0,0.0,-3335.0122943199876,-1119.5995643271724,-64.02461808550049,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,0.5235987755982988,0.0,-3273.3272312386025,-898.3280913328804,-604.6220448448294,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,1.0471975511965976,0.0,-3242.5064616441205,-485.82485060629955,-906.9577705109749,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,1.5707963267948966,0.0,-3308.682487654006,-41.82130688166622,-1073.6258999677232,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,2.0943951023931953,0.0,-3343.6404872878124,509.8635558425574,-998.5232345808831,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,2.6179938779914944,0.0,-3454.6225819806505,1105.5059029546815,-840.5660139036993,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,3.141592653589793,0.0,-3480.0066390246425,1182.0324164019598,-12.44971563776026,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,3.665191429188092,0.0,-3316.008760361256,946.8083788665822,670.3407027019916,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,4.1887902047863905,0.0,-3177.0000329707295,484.03292311709174,919.6325935573653,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,4.71238898038469,0.0,-3184.4908494403853,-7.325324900724453,987.6603222117824,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,5.235987755982989,0.0,-3141.243065016372,-460.01867632297234,902.6473038212358,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,5.759586531581287,0.0,-3288.127444178818,-848.9451708310993,587.7855930829918,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,0.0,0.4,-3233.314155228363,-1022.2921156366373,-22.78762220657988,-387.81565376436913
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,0.5235987755982988,0.4,-3179.1825959200078,-844.8545865219213,-537.0427757684879,-352.3183843984994
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,1.0471975511965976,0.4,-3152.5240866091194,-481.3016294487509,-839.0990955907832,-332.0184510520171
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,1.5707963267948966,0.4,-3206.974126180617,-56.45811420910202,-996.9221518154701,-372.61175331475295
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,2.0943951023931953,0.4,-3245.706255154514,482.4689005729632,-885.8752075506968,-368.93293256000857
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,2.6179938779914944,0.4,-3326.0869726824194,923.6093545333555,-624.1234188992509,-447.31253204900355
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,3.141592653589793,0.4,-3351.5190476218654,1077.011145736441,24.131620969551243,-464.2343371764519
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,3.665191429188092,0.4,-3214.468398072774,828.5935982616841,594.2661551609135,-371.69061191076145
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,4.1887902047863905,0.4,-3090.3937777502556,422.24510971354897,830.1676948610982,-318.481979298184
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,4.71238898038469,0.4,-3080.1861799931617,6.5334695579537,875.4048066163757,-376.7885305975962
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,5.235987755982989,0.4,-3062.984772803459,-432.62656077149927,823.4594804656332,-293.9491152603462
f1-stars-h0p1,0,stellar_luminosity,newton,3.0,5.759586531581287,0.4,-3186.8161332853047,-778.4924108760843,572.0286976329999,-379.1252503953876
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,0.0,0.0,-1574.0540042349312,-284.82532659398925,2.334102841831038,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,0.5235987755982988,0.0,-1578.6374769086633,-254.41129858381242,-151.11567314323295,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,1.0471975511965976,0.0,-1570.8022740441072,-137.83158340245745,-243.24246532894443,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,1.5707963267948966,0.0,-1578.9058922441313,-1.6140446336726988,-284.8489297902377,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,2.0943951023931953,0.0,-1592.0442706860736,144.2875503693801,-251.886245212118,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,2.6179938779914944,0.0,-1607.5220085355434,259.2803506644315,-155.22047520670773,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,3.141592653589793,0.0,-1633.5014226285157,344.28011539727436,16.06985649975559,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,3.665191429188092,0.0,-1580.9621382104335,240.69512870410338,149.86717467586044,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,4.1887902047863905,0.0,-1556.6655606319973,133.5231990489497,238.11494806866443,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,4.71238898038469,0.0,-1554.1549392811066,6.963170245033162,280.06078801924895,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,5.235987755982989,0.0,-1548.9585517525252,-136.35844258741378,234.73727345353439,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,5.759586531581287,0.0,-1562.215027850548,-236.672992749045,146.593770308219,0.0
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,0.0,0.4,-1568.8286954381729,-280.58876533185037,1.6429618085958921,-25.611176233262427
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,0.5235987755982988,0.4,-1571.7951987508245,-245.377006336949,-143.42574348384318,-30.471137392662044
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,1.0471975511965976,0.4,-1565.870914499235,-136.31172422376127,-239.8019988347311,-24.32139143125726
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,1.5707963267948966,0.4,-1573.5679939746958,-2.508882445255678,-279.79922487965223,-25.965635506056877
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,2.0943951023931953,0.4,-1586.5589180391808,141.19072700464957,-247.81340743896067,-26.749599633302164
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,2.6179938779914944,0.4,-1600.9699323578304,250.82663587567782,-150.7706707760946,-30.1580524868872
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,3.141592653589793,0.4,-1622.7601573186328,320.40440934183636,12.716944936308906,-46.62225417650121
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,3.665191429188092,0.4,-1575.9178591509767,237.54041904963685,147.77780350888554,-24.864584618197846
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,4.1887902047863905,0.4,-1551.8649644825446,131.4912568703978,235.21241904218792,-23.675308952487804
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,4.71238898038469,0.4,-1548.537564231855,5.170036065028894,274.21524790623357,-27.181830453182087
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,5.235987755982989,0.4,-1544.1290215867314,-134.15328693662275,231.7334958665256,-23.781428260828243
f1-stars-h0p1,0,stellar_luminosity,newton,6.0,5.759586531581287,0.4,-1557.2484254700894,-233.82452868285569,144.0813654278147,-24.399290304121603
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,0.0,0.0,-11301.563443651421,-2836.0016248805673,-1473.2441962435785,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,0.5235987755982988,0.0,-10776.9008985703,-2691.1476478305535,-2238.7250830755006,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,1.0471975511965976,0.0,-10391.686166564648,-1513.9100236724362,-4074.3422188425925,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,1.5707963267948966,0.0,-10528.358304792075,-907.7135264432216,-4518.709578736229,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,2.0943951023931953,0.0,-10951.557750791464,1045.7267279484533,-4343.759122244494,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,2.6179938779914944,0.0,-11473.422228829313,2586.328413020673,-2670.124923581314,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,3.141592653589793,0.0,-11382.77988312783,3681.6058246119496,-595.2567203088009,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,3.665191429188092,0.0,-10990.799169952335,2865.968383487544,3275.935166009477,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,4.1887902047863905,0.0,-10265.242171656586,947.2551680416461,3646.564295677877,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,4.71238898038469,0.0,-10122.22863335181,-251.48682135875094,4101.183980351504,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,5.235987755982989,0.0,-10342.36284891225,-1029.692088560166,4074.4469062751664,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,5.759586531581287,0.0,-11125.851723937902,-1793.5672868064212,2702.7259253884977,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,0.0,0.4,-9803.24475106825,-2323.391649407424,-331.78437054873126,-4467.9996107223515
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,0.5235987755982988,0.4,-9564.625854203134,-1990.8840367882894,-1706.4023037289876,-3793.9216935382487
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,1.0471975511965976,0.4,-9379.76671198614,-1284.593640910901,-2494.803780717518,-3311.3646626949494
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,1.5707963267948966,0.4,-9463.495013752035,-340.5733132196446,-2670.9257870398087,-3428.796788528862
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,2.0943951023931953,0.4,-9676.039029559748,922.9566752803321,-2632.806382375474,-3895.53185035402
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,2.6179938779914944,0.4,-9921.60518734802,1937.500666452866,-1472.3110018575785,-4495.697707093692
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,3.141592653589793,0.4,-9881.29678630562,2426.17494262213,286.6099966618277,-4361.738503496411
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,3.665191429188092,0.4,-9610.017575583337,1927.2440082042428,1959.3293856057421,-3994.38239618881
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,4.1887902047863905,0.4,-9253.882989448974,1011.6570903818667,2717.742478372597,-3291.5000479487267
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,4.71238898038469,0.4,-9132.025708800933,-11.91544606186729,2935.5378148768095,-3146.6111259123463
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,5.235987755982989,0.4,-9284.42214911792,-903.1276576053651,2761.411151846651,-3400.528666961652
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,1.0,5.759586531581287,0.4,-9680.012863848144,-1745.2794109807169,1866.1715265981845,-4310.530205954004
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,0.0,0.0,-5289.12287441089,-1519.676306863469,-68.33858403312121,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,0.5235987755982988,0.0,-5214.534338015464,-1235.2758510071121,-811.6535611761426,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,1.0471975511965976,0.0,-5177.7694381430265,-680.7361755852191,-1242.3971984518164,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,1.5707963267948966,0.0,-5261.174864553168,-58.10709102601612,-1468.8826439182378,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,2.0943951023931953,0.0,-5312.304406159979,700.3779910282568,-1349.3089958925784,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,2.6179938779914944,0.0,-5447.33697843782,1460.9460582303889,-1069.5540546672537,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,3.141592653589793,0.0,-5477.158970860075,1594.3530954111825,-1.8548112411004212,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,3.665191429188092,0.0,-5269.230563013928,1274.8477445528506,897.9245535703421,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,4.1887902047863905,0.0,-5087.1796287846955,656.8967543161627,1255.986581001465,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,4.71238898038469,0.0,-5084.69348789396,-7.8851221530534925,1353.4145807101754,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,5.235987755982989,0.0,-5040.710940682622,-637.6639477987729,1236.0182882202812,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,5.759586531581287,0.0,-5224.942720472403,-1168.6691084834292,806.1948871875478,0.0
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,0.0,0.4,-5166.307746867426,-1405.7838827123987,-25.80407929623993,-484.7565539410929
f1-stars-h0p1,0,stellar_luminosity,newton_plus_log,3.0,0.5235987755982988,0.4,-5100.762455501546,-1169.93668386548,-734.4737725696357,-442.3886618675627
