case,cache,aperture,positive_centroid_km_s,signed_centroid_km_s,stored_window_capture,parent_window_capture
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,6,-0.5613658096007152,-0.5613658096007149,1.0000000000000009,1.000000000000001
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,7,21.00529184659045,21.005291846581976,0.9999999999999937,1.000000000000006
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,8,-26.472969612250342,-26.472969610049084,0.9999999999923886,1.0000000000000018
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,9,-11.416866603214473,-11.416866603214453,1.000000000000001,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,10,-43.231821660550885,-43.231823460166886,0.9999999981251521,1.0000000000000033
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,11,-46.95022513881778,-46.950260760233355,0.9999999621411508,1.0000000000000047
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,12,-41.432701538458815,-41.43270274377453,0.9999999984837785,1.0000000000000038
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,13,-53.379337083648075,-53.37957256347677,0.9999997977526763,1.0000000000000064
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z24,14,-53.69758413409167,-53.69784130764606,0.999999782966259,1.0000000000000002
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,0,53.07298567829457,53.07298567829457,1.0000000000000024,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,1,48.10989650021416,48.10989650021416,1.0000000000000013,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,2,54.97625571924928,54.97625571924929,1.0000000000000042,1.000000000000004
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,3,48.46847061456893,48.46847061456894,1.0000000000000029,1.0000000000000029
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,4,32.0639151401886,32.063915140188605,0.9999999999999972,0.9999999999999972
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,5,41.95858751852089,41.9585875185209,1.000000000000002,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,6,-0.5608372665083863,-0.5608372665083864,1.0000000000000009,1.0000000000000007
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,7,21.004885388392342,21.004885388392342,1.0000000000000062,1.000000000000006
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,8,-26.476742775102693,-26.47674277510269,1.000000000000002,1.000000000000002
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,9,-11.415070635287927,-11.415070635287927,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,10,-43.231731880753564,-43.23173188075358,1.0000000000000013,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,11,-46.94845720590311,-46.948457205903104,1.0000000000000033,1.0000000000000033
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,12,-41.43678492613001,-41.43678492613002,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,13,-53.37966260728444,-53.37966260728442,1.0000000000000047,1.0000000000000047
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig3,p0p03125_z48,14,-53.696978324865306,-53.69697832486529,1.0000000000000102,1.0000000000000102
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,0,53.07314244748821,53.07323736584886,0.9999999006494363,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,1,48.11018393959874,48.110225365208784,0.9999999429297921,1.000000000000001
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,2,54.976410798587146,54.976666578271285,0.9999997253225572,1.000000000000004
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,3,48.468756839753,48.4687691632608,0.9999999864707761,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,4,32.0639970292077,32.063997032596966,0.9999999999881697,0.9999999999999976
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,5,41.958380776548516,41.958381608009525,0.9999999988338448,1.000000000000002
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,6,-0.5608850977312329,-0.5608850977312336,1.0000000000000018,1.0000000000000018
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,7,21.004845019334073,21.004845019326225,0.9999999999999943,1.0000000000000056
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,8,-26.476990284062683,-26.476990281902708,0.9999999999925628,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,9,-11.415081798177155,-11.415081798177134,1.0000000000000002,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,10,-43.2316794842613,-43.231681283587655,0.9999999981254516,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,11,-46.94852047149699,-46.94855605896269,0.9999999621861521,1.0000000000000033
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,12,-41.43664729688069,-41.43664850188513,0.9999999984857859,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,13,-53.379794870486016,-53.380030346002584,0.9999997977592783,1.0000000000000038
h0p1_newton_p5_boxcar_hanning_full_s1_sys0_sig10,p0p03125_z48,14,-53.69782713050281,-53.69808425038063,0.9999997830217257,1.0000000000000084
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,0,-53.07777708246855,-53.07777708246855,0.9999999999999998,0.9999999999999998
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,1,-48.1073441180546,-48.107344118054606,0.9999999999999981,0.9999999999999981
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,2,-54.989137056192575,-54.98913705619257,1.0000000000000018,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,3,-48.471104327735695,-48.47110432773571,1.0000000000000013,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,4,-32.05577922908894,-32.05577922908894,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,5,-41.96566962799378,-41.96566962799379,1.000000000000002,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,6,0.5636035524588554,0.5636035524588556,1.000000000000001,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,7,-21.005592637342012,-21.005592637342016,1.0000000000000002,1.0000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,8,26.461625552604424,26.461625552604417,1.0000000000000002,1.0000000000000007
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,9,11.428735303067128,11.428735303067127,1.000000000000001,1.000000000000001
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,10,43.23665739811117,43.23665739811116,1.0000000000000007,1.0000000000000007
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,11,46.951278990060835,46.951278990060835,1.0000000000000013,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,12,41.437416349276674,41.43741634927669,1.0,0.9999999999999998
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,13,53.380763546809334,53.380763546809334,1.0000000000000024,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z24,14,53.69789869061656,53.69789869061656,1.0000000000000002,1.0000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,0,-53.07777448418704,-53.07783893687042,0.9999999548675235,1.0000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,1,-48.10734243957786,-48.10737080580086,0.9999999731712366,0.9999999999999981
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,2,-54.9891296665225,-54.98931495664489,0.9999998673100099,1.0000000000000018
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,3,-48.47110397926176,-48.4711114923073,0.9999999943916111,1.0000000000000018
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,4,-32.0557792287921,-32.055779229777926,0.9999999999962182,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,5,-41.965669597448546,-41.965670043218246,0.9999999995547925,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,6,0.5636035524595325,0.5636035524595325,1.0000000000000016,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,7,-21.005592637341746,-21.005592637337358,0.9999999999999966,1.0
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,8,26.461625552532254,26.461625552438413,0.9999999999991516,1.0000000000000007
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,9,11.428735303067352,11.42873530306735,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,10,43.23665738064669,43.23665763067857,0.999999999743803,1.0000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,11,46.95127856347194,46.95128468497413,0.9999999933877477,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,12,41.43741633403794,41.437416511811485,0.9999999997822325,1.0000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,13,53.38076129834452,53.38080443850648,0.9999999613098789,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z24,14,53.697896301901466,53.697943248941975,0.9999999586691986,0.9999999999999999
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,0,-53.078119573047594,-53.07811957304759,0.9999999999999997,0.9999999999999997
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,1,-48.10068760168043,-48.100687601680434,0.999999999999999,0.999999999999999
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,2,-54.989769189437894,-54.98976918943789,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,3,-48.471721978207036,-48.47172197820702,0.999999999999998,0.999999999999998
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,4,-32.06118679958055,-32.061186799580554,0.9999999999999984,0.9999999999999984
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,5,-41.96554652732189,-41.9655465273219,0.9999999999999987,0.9999999999999986
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,6,0.5630301653582642,0.5630301653582642,0.9999999999999998,1.0
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,7,-21.005167968549884,-21.00516796854988,1.0000000000000018,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,8,26.466032113120228,26.466032113120235,1.000000000000003,1.0000000000000029
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,9,11.426818993588368,11.426818993588363,1.0000000000000016,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,10,43.236472177614274,43.23647217761426,1.000000000000002,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,11,46.94959831549052,46.94959831549053,1.0000000000000022,1.0000000000000022
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,12,41.4415128283804,41.44151282838041,1.0000000000000013,1.000000000000001
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,13,53.381208979198014,53.38120897919802,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p0625_z48,14,53.69815222229098,53.698152222290986,1.0000000000000002,1.0000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,0,-53.07811697487887,-53.07818142635572,0.9999999548692131,1.0
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,1,-48.10068593517503,-48.100714103947055,0.9999999733653397,0.9999999999999991
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,2,-54.98976179998174,-54.98994709098129,0.9999998673123466,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,3,-48.471721629711205,-48.47172914357873,0.9999999943912004,0.9999999999999988
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,4,-32.06118679928222,-32.06118680027454,0.9999999999961962,0.9999999999999982
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,5,-41.96554649672778,-41.96554694315583,0.9999999995540777,0.999999999999999
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,6,0.563030165358942,0.5630301653589418,1.0000000000000004,1.0000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,7,-21.00516796854964,-21.005167968545614,0.9999999999999989,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,8,26.46603211305016,26.46603211295877,0.9999999999991783,1.000000000000003
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,9,11.426818993588583,11.426818993588583,1.000000000000002,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,10,43.23647216015297,43.23647241013826,0.9999999997438526,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,11,46.94959788949303,46.94960400426904,0.9999999933970743,1.0000000000000018
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,12,41.44151281317792,41.44151299075741,0.9999999997827375,1.000000000000001
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,13,53.38120673088673,53.3812498689492,0.9999999613122261,1.0000000000000007
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p0625_z48,14,53.69814983430886,53.698196769522355,0.9999999586816899,0.9999999999999999
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,0,-53.072896511290445,-53.07289651129045,1.0000000000000042,1.0000000000000042
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,1,-48.116682086919724,-48.116682086919724,1.0000000000000022,1.0000000000000022
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,2,-54.9758013164104,-54.975801316410404,1.0,1.0
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,3,-48.468171084674424,-48.468171084674424,1.0000000000000029,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,4,-32.05871080375024,-32.05871080375023,1.0000000000000056,1.0000000000000056
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,5,-41.958480792967165,-41.958480792967165,1.0000000000000024,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,6,0.5613658096007434,0.5613658096007436,1.000000000000001,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,7,-21.005291846591525,-21.005291846591522,1.0000000000000058,1.0000000000000058
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,8,26.472969612890527,26.472969612890523,1.0000000000000018,1.0000000000000018
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,9,11.416866603214483,11.41686660321448,1.0000000000000013,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,10,43.23182178687196,43.23182178687196,1.0000000000000033,1.0000000000000038
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,11,46.95022755183986,46.95022755183984,1.0000000000000053,1.0000000000000053
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,12,41.432701643366485,41.432701643366485,1.0000000000000042,1.000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,13,53.37934868166546,53.37934868166544,1.000000000000007,1.000000000000007
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z24,14,53.69759651042815,53.69759651042816,1.0000000000000007,1.0000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,0,-53.07289392234539,-53.07295815018019,0.9999999550334195,1.0000000000000047
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,1,-48.11668040035098,-48.11670890755638,0.9999999730379538,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,2,-54.975793983704015,-54.97597778425597,0.9999998683641634,0.9999999999999996
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,3,-48.46817073659437,-48.46817823986795,0.9999999943982154,1.000000000000003
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,4,-32.058710803454005,-32.058710804439,0.9999999999962299,1.000000000000005
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,5,-41.95848076236227,-41.958481208660054,0.9999999995539703,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,6,0.5613658096007316,0.5613658096007312,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,7,-21.00529184659126,-21.00529184658688,1.0000000000000029,1.0000000000000058
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,8,26.472969612818563,26.47296961272562,0.9999999999991539,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,9,11.416866603214485,11.416866603214489,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,10,43.23182176940101,43.23182201938614,0.9999999997437233,1.0000000000000033
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,11,46.95022712618919,46.95023323477432,0.9999999934023976,1.0000000000000049
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,12,41.43270162813401,41.432701805750675,0.9999999997823438,1.0000000000000038
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,13,53.3793464320508,53.37938958445779,0.9999999612910767,1.0000000000000062
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z24,14,53.69759412331052,53.69764104226395,0.9999999586970361,0.9999999999999999
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,0,-53.07314825646976,-53.07314825646976,1.0000000000000024,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,1,-48.110187561055795,-48.110187561055795,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,2,-54.97642634630018,-54.97642634630019,1.0000000000000049,1.000000000000005
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,3,-48.46875769242616,-48.46875769242616,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,4,-32.063997030145906,-32.06399703014592,0.9999999999999972,0.9999999999999972
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,5,-41.95838085759457,-41.958380857594584,1.000000000000002,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,6,0.5608850977312653,0.5608850977312653,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,7,-21.004845019335058,-21.004845019335058,1.0000000000000053,1.0000000000000053
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,8,26.476990284688235,26.476990284688235,1.0000000000000024,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,9,11.415081798177155,11.415081798177157,1.0000000000000009,1.0000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,10,43.23167961056233,43.23167961056233,1.0000000000000027,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,11,46.94852288170997,46.94852288170997,1.000000000000004,1.000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,12,41.43664740164293,41.436647401642944,1.0000000000000027,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,13,53.379806468032626,53.379806468032626,1.0000000000000042,1.0000000000000042
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig3,p0p03125_z48,14,53.697839503620806,53.69783950362082,1.0000000000000089,1.0000000000000089
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,0,-53.07314566766292,-53.07320989333953,0.9999999550356202,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,1,-48.11018588649379,-48.11021419653633,0.9999999732325898,1.000000000000001
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,2,-54.97641901375088,-54.97660281631937,0.999999868365516,1.0000000000000047
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,3,-48.46875734432104,-48.46876484844572,0.9999999943977579,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,4,-32.063997029848096,-32.0639970308398,0.9999999999962011,0.9999999999999972
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,5,-41.95838082693947,-41.9583812739084,0.9999999995532395,1.000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,6,0.5608850977312513,0.5608850977312507,1.0000000000000016,1.0000000000000018
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,7,-21.004845019334816,-21.004845019330777,1.0000000000000029,1.0000000000000056
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,8,26.476990284618303,26.476990284527734,0.9999999999991785,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,9,11.415081798177166,11.415081798177166,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,10,43.23167959309429,43.23167984303722,0.9999999997437661,1.0000000000000024
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,11,46.94852245670674,46.94852855773918,0.9999999934125927,1.0000000000000036
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,12,41.436647386443525,41.43664756389062,0.9999999997828026,1.0000000000000027
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,13,53.37980421849374,53.37984737023122,0.9999999612920746,1.000000000000003
h0p1_newton_p5_boxcar_hanning_decimated_s-1_sys0_sig10,p0p03125_z48,14,53.6978371172073,53.69788402482037,0.9999999587090452,1.0000000000000087
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,0,53.07777708246801,53.07777708246802,1.0000000000000004,1.0000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,1,48.10734411805461,48.10734411805463,0.9999999999999986,0.9999999999999983
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,2,54.98913705619172,54.989137056191716,1.0000000000000016,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,3,48.47110432773576,48.471104327735745,1.0000000000000016,1.0000000000000016
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,4,32.05577922908914,32.05577922908915,1.0000000000000016,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,5,41.96566962799383,41.96566962799384,1.0000000000000016,1.0000000000000013
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,6,-0.5636035524601185,-0.5636035524601186,1.0000000000000013,1.000000000000001
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,7,21.005592637342115,21.00559263734211,1.0000000000000002,1.0000000000000002
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,8,-26.46162555260443,-26.46162555260443,1.0000000000000007,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,9,-11.428735303067244,-11.428735303067246,1.0000000000000009,1.0000000000000009
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,10,-43.23665739811044,-43.23665739811044,1.0000000000000007,1.0000000000000004
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,11,-46.9512789900608,-46.95127899006081,1.0000000000000009,1.0000000000000007
h0p1_newton_p5_boxcar_hanning_decimated_s1_sys0_sig3,p0p0625_z24,12,-41.43741634927712,-41.43741634927713,1.0000000000000002,1.0000000000000004
