case,comparison,aperture,positive_centroid_delta_km_s,positive_centroid_criterion_pass,old_signed_centroid_delta_km_s,signed_profile_L1,old_combined_gate_pass,new_diagnostic_combined_pass,coarse_capture,fine_capture
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,joint,14,5.9185122907479126e-05,True,5.921848246259742e-05,7.621027316124891e-05,True,True,0.9999999670255413,0.9999999670579741
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,0,0.00025174529119453837,True,0.0002517434681692521,0.00033218992248676605,True,True,0.9999999640838767,0.9999999640856607
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,1,0.006494516047375498,True,0.0064946830938978906,0.0011125104370072057,True,True,0.9999999782455821,0.9999999784047183
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,2,0.0006250300137295994,True,0.0006250317743479172,0.00023804023881070774,True,True,0.9999998932265249,0.9999998932275598
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,3,0.0005866077322238539,True,0.0005866084213650424,0.00010774988603335518,True,True,0.9999999956323999,0.9999999956320433
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,4,0.0052862263944888355,True,0.0052862263996757974,0.0005683166399458676,True,True,0.9999999999972663,0.9999999999972428
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,5,9.993541132047312e-05,True,9.9934871009566e-05,0.00019876621263742805,True,True,0.9999999996596175,0.9999999996590533
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,6,0.00048071186948006606,True,0.0004807118694808432,0.00027608669953832965,True,True,1.0000000000000007,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,7,0.0004468272564501774,True,0.0004468272561908293,0.0007747882182711333,True,True,1.0000000000000036,1.0000000000000038
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,8,0.004020671799249698,True,0.004020671801093556,0.0006523821010208311,True,True,0.9999999999993875,0.9999999999994059
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,9,0.0017848050373174829,True,0.0017848050373210356,0.0003280674595342175,True,True,1.0000000000000013,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,10,0.0001421763074134219,True,0.0001421763407876142,7.361548723178686e-05,True,True,0.9999999998071892,0.9999999998072211
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,11,0.0017046695987303906,True,0.001704676030136909,0.00019124563298558248,True,True,0.9999999948149996,0.9999999948233594
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,12,0.003945758303331104,True,0.0039457581520565554,0.0004091620345451596,True,True,0.9999999998346871,0.9999999998350596
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,13,0.00045778642527238844,True,0.0004577859009557983,0.00020151607663189774,True,True,0.9999999690825504,0.9999999690833048
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_planar_vertical,14,0.0002429937660650694,True,0.0002429841591364834,5.491905995190838e-05,True,True,0.9999999670481876,0.9999999670579741
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,0,0.004971308973658495,True,0.004971499185764117,0.002798497861740016,True,True,0.9999999639505169,0.9999999640856607
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,1,0.009499952774291387,True,0.009500072371132262,0.0015111432931619242,True,True,0.9999999785134561,0.9999999784047183
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,2,0.013342796663920353,True,0.013344059616912318,0.0010707136771417715,True,True,0.9999998923674279,0.9999998932275598
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,3,0.002964285474511996,True,0.002964293385794292,0.000429731699720975,True,True,0.9999999956269018,0.9999999956320433
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,4,0.0028102305657426996,True,0.002810230565280847,0.0003975337961113991,True,True,0.9999999999972398,0.9999999999972428
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,5,0.007165669774117589,True,0.0071656693390451665,0.0007713668235110635,True,True,0.9999999996596975,0.9999999996590533
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,6,0.002145067627689845,True,0.002145067627689845,0.000356517145270139,True,True,1.0000000000000002,1.000000000000002
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,7,0.0003229492148264512,True,0.0003229492148264512,0.0002464030997239563,True,True,0.9999999999999997,1.0000000000000038
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,8,0.010958171568116626,True,0.010958171568749009,0.00088441165894896,True,True,0.9999999999994061,0.9999999999994059
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,9,0.011737195411422263,True,0.011737195411420487,0.0019858348647969104,True,True,1.000000000000002,1.0000000000000004
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,10,0.004792567057329222,True,0.004792567084734856,0.0006738772059130723,True,True,0.9999999998072933,0.9999999998072211
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,11,0.001075432991470393,True,0.001075444334745157,0.0007844981499937996,True,True,0.9999999948110427,0.9999999948233594
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,12,0.004865426735399581,True,0.0048654268379166865,0.0004879870141106204,True,True,0.9999999998350128,0.9999999998350596
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,13,0.0014025121886191982,True,0.0014025001417508065,0.0004163216832387082,True,True,0.9999999691001373,0.9999999690833048
h0p1_newton_p5_boxcar_independent_s-1_sys0_sig10,fine_vertical_planar,14,0.00031271739405269727,True,0.0003127407371223967,2.8438291306864445e-05,True,True,0.9999999670357155,0.9999999670579741
