galaxy,selected,exclusion,published_radii,valid_radii,newton_rms_fractional_error,mond_rms_fractional_error,median_log10_vobs_over_mond,median_log10_gbar,spread_log10_gbar,sensitivity_fraction_bracketing_observed,gas_mass_fraction_proxy,effective_stellar_surface_brightness,disk_scale_length,hubble_type,quality,inclination_deg,exposure
F563-V1,False,quality,6,6,0.20890318133627014,1.1472112935421341,-0.3221798234074742,-11.525031705398078,0.2711273204941751,0.0,0.5130588756086764,9.75,3.79,10,3,60.0,legacy_and_current_development_reanalysis
F563-V2,False,inclination,10,10,0.6373567666219937,0.2529186400719563,0.08977679677571351,-11.067051327688269,0.6612285812355285,0.7,0.658958784952156,23.6,2.43,10,1,29.0,legacy_and_current_development_reanalysis
F565-V2,True,,7,7,0.6281451729624458,0.13183887004815723,0.036124289555708816,-11.46918998903639,0.14879585261860306,1.0,0.7688497068236889,6.93,2.17,10,2,60.0,legacy_and_current_development_reanalysis
F567-2,False,quality;inclination,5,5,0.4629593104705614,0.41466124970706364,-0.14444635577558956,-11.445743424755682,0.11387767373296853,1.0,0.7532474440181585,11.5,3.08,9,3,20.0,legacy_and_current_development_reanalysis
F568-1,False,inclination,12,12,0.6378716416779547,0.28062172576037353,0.12666830346970373,-11.072850951683751,0.24877445092190698,0.4166666666666667,0.6567980554085597,20.36,5.18,5,1,26.0,legacy_and_current_development_reanalysis
F568-3,True,,18,18,0.5170685340730619,0.26062633006914065,-0.006918581278150085,-11.143165172579831,0.239180867059142,0.8888888888888888,0.5045325829489394,23.81,4.99,7,1,40.0,legacy_and_current_development_reanalysis
F568-V1,True,,15,15,0.6492404731149143,0.2565897345388947,0.13755582727557106,-11.212363792491118,0.5235121416779585,0.4,0.6340084163711623,31.39,2.85,7,1,40.0,legacy_and_current_development_reanalysis
F571-8,False,inclination,13,13,0.5681772845774299,0.6445051494980988,-0.002159694711996815,-10.533829509571321,1.644290746579582,0.23076923076923078,0.31804091754494734,825.71,3.56,5,1,85.0,legacy_and_current_development_reanalysis
F571-V1,True,,7,7,0.5340043002829509,0.135351930172503,-0.03652216099694679,-11.304713626281583,0.4063301381797988,1.0,0.6364687331652976,15.3,2.47,7,2,30.0,legacy_and_current_development_reanalysis
F574-1,True,,14,14,0.557747934197777,0.1401604442576121,0.03180088485801813,-11.202874507038057,0.350008608952896,0.7142857142857143,0.5891480273825895,29.98,4.46,7,1,65.0,legacy_and_current_development_reanalysis
F574-2,False,quality,5,5,0.11118283536713006,1.3722725993784235,-0.3599422029947926,-11.387061693008489,0.2702551139963383,0.0,0.6113034103160643,10.89,3.76,9,3,30.0,legacy_and_current_development_reanalysis
F579-V1,False,inclination,14,14,0.5626334933296347,0.21634304020289552,0.05344559620274479,-10.876712439986337,0.43205436043601253,0.7857142857142857,0.3351178751606368,56.6,3.37,5,1,26.0,legacy_and_current_development_reanalysis
F583-1,True,,25,25,0.6303410755628231,0.3190505208860758,0.06080661586732499,-11.550333961718684,0.3994883741297546,0.52,0.8515319612838721,11.19,2.36,9,1,63.0,legacy_and_current_development_reanalysis
F583-4,True,,12,12,0.5231106676451762,0.09659061849925876,-0.04286284843652416,-11.250686115124498,0.5906428892832256,1.0,0.4985468091203078,24.94,1.93,5,1,55.0,legacy_and_current_development_reanalysis
IC2574,True,,34,34,0.4889943920569919,0.414521803696566,-0.11765973657303877,-11.517772766738503,0.28500206294119756,0.0,0.7306297325386557,15.88,2.78,9,2,75.0,legacy_and_current_development_reanalysis
IC4202,False,inclination,32,32,0.5098526987264347,0.4965833727012575,0.004847526647116502,-10.089915088724375,1.2915569030601084,0.90625,0.15426626697311177,391.59,4.78,4,1,90.0,legacy_and_current_development_reanalysis
KK98-251,True,,15,15,0.37170794706371546,0.6376558796624717,-0.19958887576892392,-11.329482455750757,0.766767389651708,0.0,0.7825530826298286,7.89,1.34,10,2,59.0,legacy_and_current_development_reanalysis
NGC0024,True,,29,29,0.5166993229274568,0.2364789372106748,0.1162391549589235,-10.433919302047922,1.0944480685107791,0.06896551724137931,0.3161789012442063,151.65,1.34,5,1,64.0,legacy_and_current_development_reanalysis
NGC0055,True,,21,21,0.37638940734493354,0.2783255634582009,-0.08999791526068765,-10.984172715420659,0.45184229200825676,0.0,0.4735465083211048,54.55,6.11,9,2,77.0,legacy_and_current_development_reanalysis
NGC0100,False,inclination,21,21,0.4662554083903545,0.3082051245933993,-0.009278230895223455,-10.998212098263464,0.6075650913277375,0.8571428571428571,0.620897553193985,64.99,1.66,6,1,89.0,legacy_and_current_development_reanalysis
NGC0247,True,,26,26,0.5119932205103077,0.06548105249843612,-0.02108232158091941,-11.072434010888577,0.2610233503794195,0.8461538461538461,0.3877939540895564,33.79,3.74,7,2,74.0,legacy_and_current_development_reanalysis
NGC0289,True,,28,28,0.4186855235417207,0.14148675189004756,-0.04595800424593009,-11.029758906888375,2.179223561142832,1.0,0.5034538774006161,1587.93,6.74,4,2,46.0,legacy_and_current_development_reanalysis
NGC0300,True,,25,25,0.5441642378635696,0.07379662445893893,0.019575760367993744,-11.110259308992008,0.7708416773257287,1.0,0.46006474788238944,147.51,1.75,7,2,42.0,legacy_and_current_development_reanalysis
NGC0801,True,,13,13,0.24744411737504202,0.16933071724672535,-0.06540978219045973,-10.24370184475582,1.7056511458505543,0.46153846153846156,0.1648869606357899,818.14,8.72,5,1,80.0,legacy_and_current_development_reanalysis
NGC0891,False,inclination,18,18,0.19884965390895556,0.15604566726999672,-0.031520348293015574,-9.883750976145123,1.6497005922293209,0.6666666666666666,0.07901607973747497,1617.45,2.55,3,1,90.0,legacy_and_current_development_reanalysis
NGC1003,True,,36,36,0.5414768654147263,0.1035327918217937,-0.025970615037323647,-11.369596066201586,1.448162925135053,1.0,0.6963598803248326,140.87,1.61,6,1,67.0,legacy_and_current_development_reanalysis
NGC1090,True,,24,24,0.35394547548700883,0.2690948927613657,-0.04958028041768921,-10.553034432155142,1.2085405777507816,0.9166666666666666,0.24487290239852558,283.68,3.53,4,1,64.0,legacy_and_current_development_reanalysis
NGC1705,False,quality,14,14,0.6356210384266784,0.24714203982981853,0.11859285016684282,-11.200518682770106,1.6069643997167429,0.0,0.40957529299687623,347.4,0.39,11,3,80.0,legacy_and_current_development_reanalysis
NGC2366,False,quality,26,26,0.4078577309587373,0.3912035434075106,-0.09666227200311497,-11.164403503954443,0.6481485658644708,0.0,0.8794084884160611,31.98,0.65,10,3,68.0,legacy_and_current_development_reanalysis
NGC2403,True,,73,73,0.41240687958053673,0.054343357776759915,0.021954331827273514,-10.311585683780958,1.4583945586994247,0.9178082191780822,0.4587161205670624,341.06,1.39,6,1,63.0,legacy_and_current_development_reanalysis
NGC2683,True,,11,11,0.3780764206392507,0.09008691668698707,-0.02916238568791388,-10.653164629493311,1.7633574209264111,0.7272727272727273,0.04444134962454976,1139.8,2.18,3,2,80.0,legacy_and_current_development_reanalysis
NGC2841,True,,50,50,0.44300131162420814,0.17390258664351144,0.08517235039258295,-10.012959468981816,1.9242158106379055,0.02,0.12143282466812223,983.63,3.64,3,1,76.0,legacy_and_current_development_reanalysis
NGC2903,True,,34,34,0.5273281965902744,0.4586525787320003,-0.0014323243426865697,-10.114538183419208,2.2750753760179077,0.9411764705882353,0.07657325350598278,632.16,2.33,4,1,66.0,legacy_and_current_development_reanalysis
NGC2915,True,,30,30,0.7025038061837288,0.472928689500159,0.10705663317339542,-11.479590691797561,1.7499567451863225,0.06666666666666667,0.6782580761740318,347.4,0.55,11,2,56.0,legacy_and_current_development_reanalysis
NGC2955,True,,24,24,0.16595363023517634,0.09563941905816586,-0.028384405132749126,-9.681581023378946,1.5343453381280803,1.0,0.19424627536101663,974.61,18.76,3,1,56.0,legacy_and_current_development_reanalysis
NGC2976,True,,27,27,0.2374801600601961,0.3392631523241032,-0.040395768378723905,-10.327324438509656,0.5539539222441867,0.7777777777777778,0.1195030978028063,308.2,1.01,5,2,61.0,legacy_and_current_development_reanalysis
NGC2998,True,,13,13,0.4033775775310876,0.21010979808920138,-0.006080453430183279,-10.21054516756765,1.2528590916922457,0.6153846153846154,0.29247549929984606,479.55,6.2,5,1,58.0,legacy_and_current_development_reanalysis
NGC3109,True,,25,25,0.6279096239411127,0.1482856639556407,0.026768634470852412,-11.549759668299064,0.8233047254706491,0.32,0.8673794451812253,11.4,1.56,9,1,70.0,legacy_and_current_development_reanalysis
NGC3198,True,,43,43,0.4125631593677152,0.23070676680588523,-0.013527645807592189,-10.35291797612667,1.8186092373174372,0.7906976744186046,0.430291823819246,178.99,3.14,5,1,73.0,legacy_and_current_development_reanalysis
NGC3521,True,,41,41,0.1685277027510538,0.03275535310396396,-0.0027767904252902578,-9.486012097604753,1.721162272489238,1.0,0.1152376935691309,2232.7,2.4,4,1,75.0,legacy_and_current_development_reanalysis
NGC3726,True,,12,12,0.30681103651749114,0.18605793381030594,-0.0680238095340106,-10.426979755263385,1.137024681343071,0.5833333333333334,0.19688680144966084,198.08,3.4,5,2,53.0,legacy_and_current_development_reanalysis
NGC3741,True,,21,21,0.6404096228201346,0.11173920122532241,0.020170285466240213,-11.761405364944647,1.0776325006744116,0.38095238095238093,0.9453253143794422,42.94,0.2,10,1,70.0,legacy_and_current_development_reanalysis
NGC3769,True,,12,12,0.42287062906566586,0.14877238164281356,-0.050290773803193155,-10.844645690766649,1.918378425610241,0.6666666666666666,0.4405163340236398,626.37,3.38,3,2,70.0,legacy_and_current_development_reanalysis
NGC3877,True,,13,13,0.32864805149304466,0.38124429511670854,-0.053007352728864324,-10.084763630741545,0.5536316447526168,0.6153846153846154,0.051579384773334874,598.18,2.53,5,2,76.0,legacy_and_current_development_reanalysis
NGC3893,True,,10,10,0.32339914413897575,0.04331654609171206,0.005986426523688696,-10.274207347208318,1.3975390192483719,1.0,0.2085905216933418,1573.37,2.38,5,1,49.0,legacy_and_current_development_reanalysis
NGC3917,True,,17,17,0.4090730772573952,0.18804365477934665,-0.0013792494806562743,-10.643941111012516,0.44503377392046417,0.8235294117647058,0.18608511609569853,112.94,2.63,6,1,79.0,legacy_and_current_development_reanalysis
NGC3949,True,,7,7,0.1744523817690607,0.07584016185457902,-0.030672513044867556,-9.856117926733223,0.566249038152348,1.0,0.19064690841874343,1058.84,3.59,4,2,55.0,legacy_and_current_development_reanalysis
NGC3953,True,,8,8,0.23236536553088524,0.04864594983104856,-0.006273732467455204,-9.98602918930597,0.5663116206236776,1.0,0.050614200561000404,587.26,4.89,4,1,62.0,legacy_and_current_development_reanalysis
NGC3972,True,,10,10,0.38890216266355043,0.10569131621180314,0.026974453825290207,-10.47822449913241,0.3520539136286729,0.9,0.18366488001528816,164.75,2.18,4,1,77.0,legacy_and_current_development_reanalysis
NGC3992,True,,9,9,0.41926088787467636,0.07248158764193696,0.021479556738952913,-10.546073075669916,0.9475110999229148,0.8888888888888888,0.1628761629086988,360.44,4.96,4,1,56.0,legacy_and_current_development_reanalysis
NGC4010,False,inclination,12,12,0.32931455628847806,0.1607140508611899,-0.02710962083880525,-10.551897933033604,0.44693403530698106,0.6666666666666666,0.3046624379401216,14.75,2.81,7,2,89.0,legacy_and_current_development_reanalysis
NGC4013,False,inclination,36,36,0.3744973497948088,0.08230189038083881,-0.024741872976644697,-10.688568261095297,1.3339631269641927,0.9166666666666666,0.09072954313913172,746.16,3.53,3,2,89.0,legacy_and_current_development_reanalysis
NGC4051,True,,7,7,0.16052776221699644,0.16943589233712636,-0.05771006894988511,-10.129220284934743,0.8011586479050496,0.7142857142857143,0.07003005212119012,319.76,4.65,4,2,49.0,legacy_and_current_development_reanalysis
NGC4068,True,,6,6,0.2668046050146008,0.8418809777216602,-0.1657235659294521,-11.048189143637632,0.42309451016138233,0.0,0.6344712223530141,30.26,0.59,10,2,44.0,legacy_and_current_development_reanalysis
NGC4085,False,inclination,7,7,0.272445448440654,0.3995071872853681,-0.05749354130259414,-9.98589175826725,0.4922951211160669,0.7142857142857143,0.1417624763257763,856.7,1.65,5,2,82.0,legacy_and_current_development_reanalysis
NGC4088,True,,12,12,0.15294952869016007,0.26438976458980346,-0.10381862458018457,-10.097288990658553,0.9292724084987878,0.08333333333333333,0.1694018820263603,457.96,2.58,4,1,69.0,legacy_and_current_development_reanalysis
NGC4100,True,,24,24,0.38033061538257845,0.05895932749632824,0.009156905828169352,-10.482902979154684,1.0181319397950457,0.9166666666666666,0.12197917017762648,388.0,2.15,4,1,73.0,legacy_and_current_development_reanalysis
NGC4138,True,,7,7,0.34747589458403866,0.06153306633339634,-0.013564201377958562,-10.483434276162397,1.5290252630346899,1.0,0.08208752412300874,1909.11,1.51,0,2,53.0,legacy_and_current_development_reanalysis
NGC4157,False,inclination,17,17,0.28579015053356926,0.145179315250407,-0.054497384177743545,-10.410543052688482,1.3426727977252675,0.8823529411764706,0.17161537981301506,848.85,2.32,3,1,82.0,legacy_and_current_development_reanalysis
NGC4183,False,inclination,23,23,0.4665626521546896,0.09770327850626226,-0.03830498370938807,-10.883636430377791,0.8745494359888486,0.7391304347826086,0.46250637275614515,86.46,2.79,6,1,82.0,legacy_and_current_development_reanalysis
NGC4214,False,inclination,14,14,0.5642781529725351,0.21047375989011238,0.09872367473236004,-10.888087325409309,1.3559961649663101,1.0,0.5311780947998159,363.77,0.51,10,2,15.0,legacy_and_current_development_reanalysis
NGC4217,False,inclination,19,19,0.49708942316955324,0.5683978759385478,-0.06936112529753967,-9.95108428407464,1.3143784273957664,0.47368421052631576,0.0739836063865266,483.98,2.94,3,1,86.0,legacy_and_current_development_reanalysis
NGC4389,False,quality,6,6,0.5910882698793156,0.9599928978226181,-0.22634398117219467,-9.999813380808956,0.3481689252310076,0.0,0.06298903335158033,207.41,2.79,4,3,50.0,legacy_and_current_development_reanalysis
NGC4559,True,,32,32,0.33582209455044953,0.17349218454415077,-0.06633833084496685,-10.741041279954183,1.05482129250489,0.96875,0.4437372862233905,211.27,2.1,6,1,67.0,legacy_and_current_development_reanalysis
NGC5005,True,,18,18,0.12305174419121016,0.05944137444924654,-0.011502995994597656,-9.405832548421218,1.4147724233368635,1.0,0.018694872966229754,1789.91,9.45,4,1,68.0,legacy_and_current_development_reanalysis
NGC5033,True,,22,22,0.39463750055475877,0.07259511380081815,0.0018805677270912523,-10.604563946846831,2.640340726565416,1.0,0.21404219389116572,2036.24,5.16,5,1,66.0,legacy_and_current_development_reanalysis
NGC5055,True,,28,28,0.2944741478186101,0.15915263847786223,-0.06361841114881298,-10.275829691044164,2.299832460757923,0.75,0.16936498207629097,1383.02,3.2,4,1,55.0,legacy_and_current_development_reanalysis
NGC5371,True,,19,19,0.2100666009271695,0.2043151136615272,-0.08325684182832584,-10.134892699162616,1.6959361360234482,0.7894736842105263,0.08034651440378807,560.83,7.44,4,1,53.0,legacy_and_current_development_reanalysis
NGC5585,True,,24,24,0.3836594436107452,0.21186879444144063,-0.029307225496948787,-10.739468014638923,0.9826624519131943,0.75,0.6033575119477936,90.54,1.53,7,1,51.0,legacy_and_current_development_reanalysis
NGC5907,False,inclination,19,19,0.39345334865237436,0.08591702647360491,-0.022737210417440402,-10.657701953335263,1.129073051289673,0.6842105263157895,0.2417382208457693,449.6,5.34,5,1,88.0,legacy_and_current_development_reanalysis
NGC5985,True,,33,33,0.4776440094403542,0.24741749168670976,0.09687875536444247,-10.251709020872072,0.89393566173929,0.21212121212121213,0.12865446395517935,288.95,7.01,3,1,60.0,legacy_and_current_development_reanalysis
NGC6015,True,,44,44,0.43547487359615356,0.08720955330216502,0.012469368551737883,-10.611226353431597,1.3802420785233238,0.9772727272727273,0.3256930487765975,331.76,2.3,6,2,60.0,legacy_and_current_development_reanalysis
NGC6195,True,,23,23,0.13202124245084787,0.15026305100131876,-0.06258373647871193,-9.88152874367151,1.5664609478466147,0.9130434782608695,0.12449974660200655,686.8,13.94,3,1,62.0,legacy_and_current_development_reanalysis
NGC6503,True,,31,31,0.49264913867367033,0.04343797122341016,-0.0027273943420915254,-11.076923794293487,1.8080655878291623,0.9354838709677419,0.26532998094261967,774.16,2.16,6,1,74.0,legacy_and_current_development_reanalysis
NGC6674,True,,15,15,0.47860248254410165,0.09171808783942191,0.02064626114181748,-10.849385035272014,1.966933435930276,0.9333333333333333,0.2849940825327626,560.83,6.04,3,1,54.0,legacy_and_current_development_reanalysis
NGC6789,False,insufficient_valid_radii,4,4,0.5961994256480179,0.2972136541955909,0.13144059426615565,-10.725043520382268,0.27539447002589235,0.25,0.3113896157554056,59.27,0.31,11,2,43.0,legacy_and_current_development_reanalysis
NGC6946,True,,58,58,0.2554118826245866,0.11182279963231882,-0.04431957277063628,-10.255782068755803,2.665683077824415,1.0,0.18561519755043368,571.26,2.44,6,1,38.0,legacy_and_current_development_reanalysis
NGC7331,True,,36,36,0.24903416809561352,0.1201897956479646,-0.043438517061905615,-10.184408683068535,1.6722553645769676,0.8333333333333334,0.10511051517906896,2470.76,5.02,3,1,75.0,legacy_and_current_development_reanalysis
NGC7793,True,,46,46,0.3339804886678493,0.29148930930139966,-0.011481763168295482,-10.169047030517628,0.9192249456275423,0.9130434782608695,0.2452030243269459,233.79,1.21,7,1,47.0,legacy_and_current_development_reanalysis
NGC7814,False,inclination,18,18,0.3395816856928355,0.08987010817320178,0.03945356601486748,-10.166998104671041,2.363891060209694,0.3888888888888889,0.036784396033871326,2709.13,2.54,2,1,90.0,legacy_and_current_development_reanalysis
PGC51017,False,quality,6,6,0.23229231672459344,1.1570310066986607,-0.3415886690262026,-11.247761513698286,0.5739126453432188,0.16666666666666666,0.7752515732389873,15.03,0.53,11,3,66.0,legacy_and_current_development_reanalysis
UGC00128,True,,22,22,0.6087611321854053,0.10847712662415444,-0.02487833003363453,-11.4536696482206,1.0363606623189003,0.9545454545454546,0.621851568246354,20.36,5.95,8,1,57.0,legacy_and_current_development_reanalysis
UGC00191,True,,9,9,0.5051510835322132,0.10945245139047913,0.004964446145020615,-10.899912465698346,0.4562665967969721,1.0,0.6406270734777759,50.21,1.58,9,1,45.0,legacy_and_current_development_reanalysis
UGC00634,False,insufficient_valid_radii,4,4,0.556649612260677,0.03096965766581084,0.002609059025957254,-11.22708986509598,0.4894274243252923,1.0,0.7652478916291907,26.11,2.45,9,2,37.0,legacy_and_current_development_reanalysis
UGC00731,True,,12,12,0.6454994305738889,0.21564295185611498,0.03735409823542775,-11.528584496651291,0.644478783397469,0.6666666666666666,0.9370323727683532,25.63,2.3,10,1,57.0,legacy_and_current_development_reanalysis
UGC00891,True,,5,5,0.5122943823377316,0.2524147463848024,-0.05528431379021041,-11.28881679085531,0.3615236225270433,0.8,0.7527240029620226,19.09,1.43,9,2,60.0,legacy_and_current_development_reanalysis
UGC01230,False,inclination,11,11,0.5329257223471673,0.2524641560668461,-0.006349424722130134,-11.124273355694578,0.8316765692107619,1.0,0.6917949506143877,28.63,4.34,9,1,22.0,legacy_and_current_development_reanalysis
UGC01281,False,inclination,25,23,0.5651726878882994,0.17803529525796702,-0.022583601436145895,-11.382376563918083,0.677137023139613,0.5652173913043478,0.6889977445728784,13.83,1.63,8,1,90.0,legacy_and_current_development_reanalysis
UGC02023,False,inclination,5,5,0.3020743202540288,0.5177130299322008,-0.16641134238733427,-11.016682709879564,0.26300261576811046,1.0,0.4923976063520153,27.59,1.55,10,2,19.0,legacy_and_current_development_reanalysis
UGC02259,True,,8,8,0.6046178509124072,0.196324647300179,0.05960268565704081,-11.049356759291086,0.3669396495191446,0.625,0.4323865431188797,47.08,1.62,8,2,41.0,legacy_and_current_development_reanalysis
UGC02455,False,quality,8,8,0.6297728914592154,1.2962299212418011,-0.3663260991076936,-10.340053683412997,0.4530460662663014,0.0,0.36922858851715995,254.0,0.99,10,3,51.0,legacy_and_current_development_reanalysis
UGC02487,True,,17,17,0.4810029181944786,0.16794583371606248,0.07395281996392924,-10.57105463389454,1.4847386096542845,1.0,0.08885685255036956,818.14,7.89,0,1,36.0,legacy_and_current_development_reanalysis
UGC02885,True,,19,19,0.39484573200068446,0.050222677349744345,0.006534122865800136,-10.62144993172014,2.0446336593985457,0.9473684210526315,0.20896761476855163,421.53,11.4,5,1,64.0,legacy_and_current_development_reanalysis
UGC02916,True,,43,43,0.2005942138699736,0.1522639442924035,-0.03377165375876999,-9.815890558274107,1.967936976327577,0.9069767441860465,0.3327230615549311,2425.66,6.15,2,2,50.0,legacy_and_current_development_reanalysis
UGC02953,True,,115,115,0.31694169558386737,0.11160496407653872,0.037526552617276866,-9.523964891567573,2.834149773746219,0.9739130434782609,0.07295624785580188,1544.65,3.55,2,2,50.0,legacy_and_current_development_reanalysis
UGC03205,True,,48,48,0.3264075124760087,0.09383956755361951,0.016583654038325738,-9.925484825685775,2.1028690865792115,0.9583333333333334,0.18467713596266744,587.26,3.19,2,1,67.0,legacy_and_current_development_reanalysis
UGC03546,True,,30,30,0.25412737625623594,0.1423731976522035,-0.046737708024305505,-9.595426360322652,2.7411101039685697,1.0,0.0656099731216258,2403.42,3.79,1,1,55.0,legacy_and_current_development_reanalysis
UGC03580,True,,47,47,0.34410171357721553,0.3627092002211216,-0.09475383529876522,-10.02404684317764,2.3148184128671936,0.574468085106383,0.4670191480984484,614.94,2.43,1,2,63.0,legacy_and_current_development_reanalysis
UGC04278,False,inclination,25,25,0.5585697868464089,0.16963978762790868,0.001331788828996244,-11.248277701440374,0.7463187325759009,0.76,0.6943090495747926,34.11,2.21,7,1,90.0,legacy_and_current_development_reanalysis
UGC04305,False,quality,22,22,0.21011765939104227,1.0227915157346152,-0.2816859730432726,-11.077428400569147,0.6905074887029663,0.13636363636363635,0.7137745974955277,76.71,1.16,10,3,40.0,legacy_and_current_development_reanalysis
UGC04325,True,,8,8,0.5727174878050663,0.22071891215205558,0.08977614856007066,-10.854790005319705,0.21744976866209775,0.5,0.4709464470371957,41.0,1.86,9,1,41.0,legacy_and_current_development_reanalysis
UGC04483,True,,8,8,0.4128944710223305,0.33245912970596,-0.10542446145902432,-11.193293450672233,0.3203069947565442,0.0,0.8675091724419078,29.71,0.18,10,2,58.0,legacy_and_current_development_reanalysis
UGC04499,True,,9,9,0.4369429904626784,0.19498886916662025,-0.044612255524404044,-11.01926875826407,0.3993333125802323,0.8888888888888888,0.6534167038856633,33.79,1.73,8,1,50.0,legacy_and_current_development_reanalysis
UGC05005,True,,11,11,0.4701189150885455,0.3455741928503621,-0.08581328479707565,-11.279109399296322,0.5658827111823186,0.9090909090909091,0.6674070240391714,25.63,3.2,10,1,41.0,legacy_and_current_development_reanalysis
UGC05253,True,,73,73,0.22425911719619895,0.06765827074194111,-0.010825311074879804,-9.440381954007389,2.836644515674248,0.9863013698630136,0.20266868207567304,1488.78,8.07,2,2,37.0,legacy_and_current_development_reanalysis
UGC05414,True,,6,6,0.3903171897184561,0.22445076695127894,-0.0677889776337143,-10.971612200127414,0.1708163380211225,0.8333333333333334,0.5762008272197566,32.87,1.47,10,1,55.0,legacy_and_current_development_reanalysis
UGC05716,True,,12,12,0.5915283474823837,0.08829088509426977,0.005258715004464248,-11.428307989784303,0.5287897972452811,1.0,0.83190586728568,27.59,1.14,9,2,54.0,legacy_and_current_development_reanalysis
UGC05721,True,,23,23,0.5695115517812219,0.21571011535746684,0.09811344581369161,-10.791223070669222,1.2333786145910537,0.4782608695652174,0.7378968567366925,233.79,0.38,7,1,61.0,legacy_and_current_development_reanalysis
UGC05750,True,,11,11,0.45197673563687757,0.8166919781584127,-0.08387928949171829,-11.431506177882635,0.6817417767577734,0.5454545454545454,0.46703646071311034,6.87,3.46,8,1,64.0,legacy_and_current_development_reanalysis
UGC05764,True,,10,10,0.6521687429256443,0.21451546635102062,0.08828566122312079,-11.310711989505275,0.486422934897476,0.6,0.8360908635118979,9.31,1.17,10,2,60.0,legacy_and_current_development_reanalysis
UGC05829,True,,11,11,0.5594079274062461,0.14590498708584718,-0.056490708894352794,-11.347191161511333,0.7681543025544126,1.0,0.8283199094113565,10.59,1.99,10,2,34.0,legacy_and_current_development_reanalysis
UGC05918,True,,8,8,0.6157699931196047,0.1085949613080505,-0.023897792172266986,-11.552671603463244,0.19449262752769236,1.0,0.7722429669019178,5.36,1.66,10,2,46.0,legacy_and_current_development_reanalysis
UGC05986,False,inclination,15,15,0.51183828252661,0.15189527847206336,0.074832876139996,-10.693099159021045,0.6317209514339961,0.5333333333333333,0.6017548234743265,76.71,1.67,9,2,90.0,legacy_and_current_development_reanalysis
