group,branch,center,amplitude,kind,n,true_flux_fraction_retained_mean,true_flux_fraction_retained_sd,true_flux_fraction_retained_min,true_flux_fraction_retained_max,true_flux_fraction_retained_conditional_mc_se,peak_selected_mean,peak_selected_sd,peak_selected_min,peak_selected_max,peak_selected_conditional_mc_se,paired_selected_flux_difference_over_reference_mean,paired_selected_flux_difference_over_reference_sd,paired_selected_flux_difference_over_reference_min,paired_selected_flux_difference_over_reference_max,paired_selected_flux_difference_over_reference_conditional_mc_se,selected_noisy_flux_over_reference_mean,selected_noisy_flux_over_reference_sd,selected_noisy_flux_over_reference_min,selected_noisy_flux_over_reference_max,selected_noisy_flux_over_reference_conditional_mc_se,adequate_recovery
gaussian,boxcar_hanning_full,20,10,rotation,16,0.931707016418003,0.024934015262597836,0.8594908139639462,0.9699727269835002,0.006233503815649459,1.0,0.0,1.0,1.0,0.0,1.0623381951781123,0.10031915181701578,0.8957842294551898,1.293001258666431,0.025079787954253946,1.2047285466830537,0.1973365127111589,0.9775144757827182,1.604950451598358,0.049334128177789725,True
gaussian,boxcar_hanning_full,20,10,warp,16,0.9292558899254744,0.02485862162470729,0.8565971209301811,0.9644561827857098,0.0062146554061768226,1.0,0.0,1.0,1.0,0.0,1.0648061874976786,0.10436509340810772,0.879502960511126,1.302345103720374,0.02609127335202693,1.20719653900262,0.20267923861955292,0.9612332068386545,1.6142942966523008,0.05066980965488823,True
gaussian,boxcar_hanning_full,20,10,streaming,16,0.9167924063496312,0.023506461741024026,0.8636585391942722,0.963756776181012,0.0058766154352560065,1.0,0.0,1.0,1.0,0.0,1.0575383087314698,0.113101885275155,0.862488296649083,1.3116228197375377,0.02827547131878875,1.1999286602364112,0.21156123246636493,0.9442185429766113,1.6235720126694646,0.052890308116591234,True
gaussian,boxcar_hanning_full,30,5,rotation,16,0.7920789729972451,0.08773007774637943,0.593349306602783,0.9083358389617033,0.02193251943659486,1.0,0.0,1.0,1.0,0.0,1.014108103661738,0.210209182010287,0.6215703819380094,1.3123044980090979,0.05255229550257175,1.2988888066716209,0.3772303271750083,0.6215703819380094,1.9794408453091539,0.09430758179375208,False
gaussian,boxcar_hanning_full,30,5,warp,16,0.7845012599360714,0.08700894530180213,0.5862094829660477,0.8966723468959946,0.021752236325450532,1.0,0.0,1.0,1.0,0.0,1.0116414336444883,0.2109938463789352,0.6308444502171225,1.3308703502088113,0.0527484615947338,1.296422136654371,0.38000638670572595,0.6308444502171225,1.9882268131758392,0.09500159667643149,False
gaussian,boxcar_hanning_full,30,5,streaming,16,0.750971838149863,0.09727440179136056,0.5216242517985157,0.8865857631951463,0.02431860044784014,1.0,0.0,1.0,1.0,0.0,0.9896001751612721,0.2288306890273225,0.5714975785799604,1.35946349052713,0.05720767225683063,1.274380878171155,0.3905704445451664,0.5714975785799604,1.965162430502892,0.0976426111362916,False
gaussian,boxcar_hanning_full,30,10,rotation,16,0.9368153462333464,0.021520720945499304,0.8957141723420141,0.9703885436076666,0.005380180236374826,1.0,0.0,1.0,1.0,0.0,1.1015561827621057,0.11561516687274143,0.8884323165602708,1.284560059664102,0.028903791718185357,1.243946534267047,0.1857594309664149,0.8884323165602708,1.5332713234250428,0.046439857741603724,False
gaussian,boxcar_hanning_full,30,10,warp,16,0.9337014323466022,0.022463074429245212,0.8889903228289989,0.9648423307582203,0.005615768607311303,1.0,0.0,1.0,1.0,0.0,1.1008480592592296,0.11594480071035125,0.875239255321495,1.2906141151575108,0.028986200177587813,1.2432384107641707,0.1854455357821197,0.875239255321495,1.5177868458111838,0.046361383945529924,False
gaussian,boxcar_hanning_full,30,10,streaming,16,0.9220524690701908,0.027026844137872374,0.8707995485849348,0.9713679140725298,0.006756711034468094,1.0,0.0,1.0,1.0,0.0,1.0980882271826002,0.11994757671438018,0.8607849306020101,1.3120082018747812,0.029986894178595045,1.2404785786875419,0.18637106405950835,0.8607849306020101,1.5191795163821074,0.046592766014877086,True
gaussian,boxcar_hanning_decimated,10,5,rotation,16,0.7220289482058702,0.0874869114738206,0.43906314334822605,0.814495336735168,0.02187172786845515,1.0,0.0,1.0,1.0,0.0,0.8257076099999958,0.14333744992100297,0.4629658279749433,1.0479234107371123,0.035834362480250743,0.8316501665436526,0.14645051473618217,0.4629658279749433,1.0479234107371123,0.036612628684045544,False
gaussian,boxcar_hanning_decimated,10,5,warp,16,0.7119153381325519,0.09017638741518125,0.42225064396860945,0.8024008346280888,0.022544096853795312,1.0,0.0,1.0,1.0,0.0,0.8190996818299123,0.14405104112749892,0.44967163007141336,1.0407273056772903,0.03601276028187473,0.8250422383735692,0.14724260539571257,0.44967163007141336,1.0407273056772903,0.03681065134892814,False
gaussian,boxcar_hanning_decimated,10,5,streaming,16,0.6426614591654982,0.12800106845677106,0.2585903651951898,0.808570827371864,0.032000267114192765,1.0,0.0,1.0,1.0,0.0,0.7596349857877703,0.18288028613283439,0.2787329761712774,1.0249671575005799,0.045720071533208596,0.7655775423314273,0.18318510512680683,0.2787329761712774,1.0249671575005799,0.04579627628170171,False
gaussian,boxcar_hanning_decimated,10,10,rotation,16,0.9305590905847532,0.02484452441567504,0.8916273624666328,0.9652583296979136,0.00621113110391876,1.0,0.0,1.0,1.0,0.0,0.9921079033508173,0.07898568400582015,0.7958787972958399,1.1113858863177546,0.019746421001455038,0.9950791816226456,0.07820351741169236,0.7958787972958399,1.1201833539049466,0.01955087935292309,True
gaussian,boxcar_hanning_decimated,10,10,warp,16,0.9269005770991862,0.025553592489904086,0.8866138986017468,0.9628150686749041,0.0063883981224760215,1.0,0.0,1.0,1.0,0.0,0.9893717009139475,0.07918353571593409,0.7966511870210538,1.1002651849950724,0.019795883928983522,0.9923429791857759,0.07844386897272826,0.7966511870210538,1.1090626525822642,0.019610967243182065,True
gaussian,boxcar_hanning_decimated,10,10,streaming,16,0.9181112284856237,0.027610188572884206,0.8712578738632527,0.9628014641342282,0.0069025471432210515,1.0,0.0,1.0,1.0,0.0,0.9796922730771025,0.08825749826240609,0.7820319577634008,1.120645738028094,0.02206437456560152,0.9826635513489308,0.08697903995127765,0.7820319577634008,1.120645738028094,0.021744759987819412,True
gaussian,boxcar_hanning_decimated,20,5,rotation,16,0.7139585373690466,0.10747027387558004,0.5023019389082203,0.8849451741592893,0.02686756846889501,1.0,0.0,1.0,1.0,0.0,0.8494399943895361,0.27290125547808,0.46211612018393405,1.3607879603379747,0.06822531386952,0.8553825509331929,0.2787245487710441,0.46211612018393405,1.3607879603379747,0.06968113719276102,False
gaussian,boxcar_hanning_decimated,20,5,warp,16,0.7009556500173034,0.11301109050926751,0.45857527184096214,0.8755184998013252,0.028252772627316878,1.0,0.0,1.0,1.0,0.0,0.8348119819237758,0.27450327659879925,0.4293131871819295,1.3527695564299742,0.06862581914969981,0.8407545384674326,0.28017173204858453,0.4293131871819295,1.3527695564299742,0.07004293301214613,False
gaussian,boxcar_hanning_decimated,20,5,streaming,16,0.6277788743840285,0.16044914228243487,0.2319416668794646,0.8448347635603874,0.04011228557060872,1.0,0.0,1.0,1.0,0.0,0.761959297639686,0.3134573015651715,0.20541702000016193,1.342039924839396,0.07836432539129287,0.7679018541833429,0.318773243936435,0.20541702000016193,1.342039924839396,0.07969331098410876,False
gaussian,boxcar_hanning_decimated,20,10,rotation,16,0.9316403789916845,0.02444809307829782,0.8709007228491891,0.9546932062952935,0.006112023269574455,1.0,0.0,1.0,1.0,0.0,1.005012496334124,0.12877963964314768,0.7820374963594494,1.2552594557180223,0.03219490991078692,1.0079837746059523,0.13044558569464046,0.7820374963594494,1.2552594557180223,0.032611396423660115,True
gaussian,boxcar_hanning_decimated,20,10,warp,16,0.927989444045014,0.02530392168510644,0.8643729672746814,0.9507071927849157,0.00632598042127661,1.0,0.0,1.0,1.0,0.0,1.003126237162216,0.13122966619632745,0.7773048556277724,1.2650578829478052,0.03280741654908186,1.0060975154340446,0.13282865026694538,0.7773048556277724,1.2650578829478052,0.033207162566736344,True
gaussian,boxcar_hanning_decimated,20,10,streaming,16,0.9189433765697319,0.01633842700064531,0.8764835660309209,0.9360376057362704,0.004084606750161327,1.0,0.0,1.0,1.0,0.0,0.9996460606530779,0.12823649539242038,0.7905956562448131,1.258210256856008,0.032059123848105095,1.0026173389249062,0.12991921056872358,0.7905956562448131,1.258210256856008,0.032479802642180894,True
gaussian,boxcar_hanning_decimated,30,5,rotation,16,0.6848940152160599,0.18237752671052293,0.06868062201772349,0.8238625250977687,0.04559438167763073,1.0,0.0,1.0,1.0,0.0,0.7736645130342092,0.22715967219000852,0.07388010086004133,0.9856286343535422,0.05678991804750213,0.7796070695778661,0.2314288126924315,0.07388010086004133,1.0017543250275855,0.05785720317310788,False
gaussian,boxcar_hanning_decimated,30,5,warp,16,0.6705435606993668,0.1954261432364696,0.007053949379173083,0.8216470612770801,0.0488565358091174,0.9375,0.25,0.0,1.0,0.0625,0.7571856123965452,0.24176387798971308,0.007712485296577727,0.9788712795311204,0.06044096949742827,0.7631281689402021,0.24597060607451673,0.007712485296577727,0.9939146655570593,0.061492651518629184,False
gaussian,boxcar_hanning_decimated,30,5,streaming,16,0.6123618737070103,0.1937545557617158,0.0,0.7958845460239522,0.04843863894042895,0.9375,0.25,0.0,1.0,0.0625,0.7052391807513618,0.24140106733931618,0.0,0.9563706581796385,0.060350266834829046,0.7111817372950187,0.2463288923026292,0.0,0.9742276129175024,0.0615822230756573,False
gaussian,boxcar_hanning_decimated,30,10,rotation,16,0.9285064249180914,0.024063620027046168,0.8842783090767343,0.9608411065807481,0.006015905006761542,1.0,0.0,1.0,1.0,0.0,0.9784589040666183,0.08586877973597697,0.7429438849500467,1.0651220874420215,0.02146719493399424,0.9814301823384466,0.08779016486381057,0.7429438849500467,1.0651220874420215,0.021947541215952642,True
gaussian,boxcar_hanning_decimated,30,10,warp,16,0.9254347966360971,0.023784994141581053,0.8859173861681165,0.9592464360271288,0.005946248535395263,1.0,0.0,1.0,1.0,0.0,0.9800697579072275,0.08630082484710395,0.7495243000883822,1.0645638458331868,0.02157520621177599,0.9830410361790558,0.08875596243229245,0.7495243000883822,1.0709599756439119,0.02218899060807311,True
gaussian,boxcar_hanning_decimated,30,10,streaming,16,0.9193393334465835,0.019422319794336323,0.8773559632577823,0.9439453489134972,0.004855579948584081,1.0,0.0,1.0,1.0,0.0,0.9789926846723396,0.08901486209600133,0.7316528157215983,1.0766629396612555,0.022253715524000333,0.9819639629441681,0.091918909904043,0.7316528157215983,1.0816806688099094,0.02297972747601075,True
noiseless,boxcar_independent,10,5,rotation,1,0.8148591983636015,0.0,0.8148591983636015,0.8148591983636015,,1.0,0.0,1.0,1.0,,0.8148591983635942,0.0,0.8148591983635942,0.8148591983635942,,0.8148591983635942,0.0,0.8148591983635942,0.8148591983635942,,False
noiseless,boxcar_independent,10,5,warp,1,0.805922460777188,0.0,0.805922460777188,0.805922460777188,,1.0,0.0,1.0,1.0,,0.8059224607771786,0.0,0.8059224607771786,0.8059224607771786,,0.8059224607771786,0.0,0.8059224607771786,0.8059224607771786,,False
noiseless,boxcar_independent,10,5,streaming,1,0.7922785804262319,0.0,0.7922785804262319,0.7922785804262319,,1.0,0.0,1.0,1.0,,0.792278580426007,0.0,0.792278580426007,0.792278580426007,,0.792278580426007,0.0,0.792278580426007,0.792278580426007,,False
noiseless,boxcar_independent,10,10,rotation,1,0.9589419700084619,0.0,0.9589419700084619,0.9589419700084619,,1.0,0.0,1.0,1.0,,0.9589419700084157,0.0,0.9589419700084157,0.9589419700084157,,0.9589419700084157,0.0,0.9589419700084157,0.9589419700084157,,True
noiseless,boxcar_independent,10,10,warp,1,0.9554614950577799,0.0,0.9554614950577799,0.9554614950577799,,1.0,0.0,1.0,1.0,,0.9554614950577281,0.0,0.9554614950577281,0.9554614950577281,,0.9554614950577281,0.0,0.9554614950577281,0.9554614950577281,,True
noiseless,boxcar_independent,10,10,streaming,1,0.9356889210701879,0.0,0.9356889210701879,0.9356889210701879,,1.0,0.0,1.0,1.0,,0.9356889210683903,0.0,0.9356889210683903,0.9356889210683903,,0.9356889210683903,0.0,0.9356889210683903,0.9356889210683903,,True
noiseless,boxcar_independent,20,5,rotation,1,0.6587802360203319,0.0,0.6587802360203319,0.6587802360203319,,1.0,0.0,1.0,1.0,,0.6587802360203319,0.0,0.6587802360203319,0.6587802360203319,,0.6587802360203319,0.0,0.6587802360203319,0.6587802360203319,,False
noiseless,boxcar_independent,20,5,warp,1,0.6423861651365104,0.0,0.6423861651365104,0.6423861651365104,,1.0,0.0,1.0,1.0,,0.6423861651365104,0.0,0.6423861651365104,0.6423861651365104,,0.6423861651365104,0.0,0.6423861651365104,0.6423861651365104,,False
noiseless,boxcar_independent,20,5,streaming,1,0.5998507888687284,0.0,0.5998507888687284,0.5998507888687284,,1.0,0.0,1.0,1.0,,0.5998507888687284,0.0,0.5998507888687284,0.5998507888687284,,0.5998507888687284,0.0,0.5998507888687284,0.5998507888687284,,False
noiseless,boxcar_independent,20,10,rotation,1,0.9495336607419961,0.0,0.9495336607419961,0.9495336607419961,,1.0,0.0,1.0,1.0,,0.9495336607419961,0.0,0.9495336607419961,0.9495336607419961,,0.9495336607419961,0.0,0.9495336607419961,0.9495336607419961,,True
noiseless,boxcar_independent,20,10,warp,1,0.9435683307463789,0.0,0.9435683307463789,0.9435683307463789,,1.0,0.0,1.0,1.0,,0.9435683307463789,0.0,0.9435683307463789,0.9435683307463789,,0.9435683307463789,0.0,0.9435683307463789,0.9435683307463789,,True
noiseless,boxcar_independent,20,10,streaming,1,0.9182484069678037,0.0,0.9182484069678037,0.9182484069678037,,1.0,0.0,1.0,1.0,,0.9182484069678037,0.0,0.9182484069678037,0.9182484069678037,,0.9182484069678037,0.0,0.9182484069678037,0.9182484069678037,,True
noiseless,boxcar_independent,30,5,rotation,1,0.8068340604841102,0.0,0.8068340604841102,0.8068340604841102,,1.0,0.0,1.0,1.0,,0.8068340604841102,0.0,0.8068340604841102,0.8068340604841102,,0.8068340604841102,0.0,0.8068340604841102,0.8068340604841102,,False
noiseless,boxcar_independent,30,5,warp,1,0.8010622035972614,0.0,0.8010622035972614,0.8010622035972614,,1.0,0.0,1.0,1.0,,0.8010622035972614,0.0,0.8010622035972614,0.8010622035972614,,0.8010622035972614,0.0,0.8010622035972614,0.8010622035972614,,False
noiseless,boxcar_independent,30,5,streaming,1,0.7923285266374847,0.0,0.7923285266374847,0.7923285266374847,,1.0,0.0,1.0,1.0,,0.7923285266374845,0.0,0.7923285266374845,0.7923285266374845,,0.7923285266374845,0.0,0.7923285266374845,0.7923285266374845,,False
noiseless,boxcar_independent,30,10,rotation,1,0.9585788253398362,0.0,0.9585788253398362,0.9585788253398362,,1.0,0.0,1.0,1.0,,0.9585788253398362,0.0,0.9585788253398362,0.9585788253398362,,0.9585788253398362,0.0,0.9585788253398362,0.9585788253398362,,True
noiseless,boxcar_independent,30,10,warp,1,0.9550920723898304,0.0,0.9550920723898304,0.9550920723898304,,1.0,0.0,1.0,1.0,,0.9550920723898304,0.0,0.9550920723898304,0.9550920723898304,,0.9550920723898304,0.0,0.9550920723898304,0.9550920723898304,,True
noiseless,boxcar_independent,30,10,streaming,1,0.9338859655329779,0.0,0.9338859655329779,0.9338859655329779,,1.0,0.0,1.0,1.0,,0.9338859655329774,0.0,0.9338859655329774,0.9338859655329774,,0.9338859655329774,0.0,0.9338859655329774,0.9338859655329774,,True
noiseless,boxcar_hanning_full,10,5,rotation,1,0.7944609097529686,0.0,0.7944609097529686,0.7944609097529686,,1.0,0.0,1.0,1.0,,0.7944609097485238,0.0,0.7944609097485238,0.7944609097485238,,0.7944609097485238,0.0,0.7944609097485238,0.7944609097485238,,False
noiseless,boxcar_hanning_full,10,5,warp,1,0.7875300621613962,0.0,0.7875300621613962,0.7875300621613962,,1.0,0.0,1.0,1.0,,0.7875300621553983,0.0,0.7875300621553983,0.7875300621553983,,0.7875300621553983,0.0,0.7875300621553983,0.7875300621553983,,False
noiseless,boxcar_hanning_full,10,5,streaming,1,0.7689904861485938,0.0,0.7689904861485938,0.7689904861485938,,1.0,0.0,1.0,1.0,,0.7689904860649596,0.0,0.7689904860649596,0.7689904860649596,,0.7689904860649596,0.0,0.7689904860649596,0.7689904860649596,,False
noiseless,boxcar_hanning_full,10,10,rotation,1,0.9413037220428394,0.0,0.9413037220428394,0.9413037220428394,,1.0,0.0,1.0,1.0,,0.9413037220198229,0.0,0.9413037220198229,0.9413037220198229,,0.9413037220198229,0.0,0.9413037220198229,0.9413037220198229,,True
noiseless,boxcar_hanning_full,10,10,warp,1,0.9377811186180585,0.0,0.9377811186180585,0.9377811186180585,,1.0,0.0,1.0,1.0,,0.9377811185929692,0.0,0.9377811185929692,0.9377811185929692,,0.9377811185929692,0.0,0.9377811185929692,0.9377811185929692,,True
noiseless,boxcar_hanning_full,10,10,streaming,1,0.9218641212034053,0.0,0.9218641212034053,0.9218641212034053,,1.0,0.0,1.0,1.0,,0.9218641207290489,0.0,0.9218641207290489,0.9218641207290489,,0.9218641207290489,0.0,0.9218641207290489,0.9218641207290489,,True
noiseless,boxcar_hanning_full,20,5,rotation,1,0.6264089312541435,0.0,0.6264089312541435,0.6264089312541435,,1.0,0.0,1.0,1.0,,0.6264089312541435,0.0,0.6264089312541435,0.6264089312541435,,0.6264089312541435,0.0,0.6264089312541435,0.6264089312541435,,False
noiseless,boxcar_hanning_full,20,5,warp,1,0.6122095693713681,0.0,0.6122095693713681,0.6122095693713681,,1.0,0.0,1.0,1.0,,0.6122095693713681,0.0,0.6122095693713681,0.6122095693713681,,0.6122095693713681,0.0,0.6122095693713681,0.6122095693713681,,False
noiseless,boxcar_hanning_full,20,5,streaming,1,0.5846980300292443,0.0,0.5846980300292443,0.5846980300292443,,1.0,0.0,1.0,1.0,,0.5846980300292443,0.0,0.5846980300292443,0.5846980300292443,,0.5846980300292443,0.0,0.5846980300292443,0.5846980300292443,,False
noiseless,boxcar_hanning_full,20,10,rotation,1,0.9301336036395529,0.0,0.9301336036395529,0.9301336036395529,,1.0,0.0,1.0,1.0,,0.9301336036395529,0.0,0.9301336036395529,0.9301336036395529,,0.9301336036395529,0.0,0.9301336036395529,0.9301336036395529,,True
noiseless,boxcar_hanning_full,20,10,warp,1,0.9249977623541961,0.0,0.9249977623541961,0.9249977623541961,,1.0,0.0,1.0,1.0,,0.9249977623541961,0.0,0.9249977623541961,0.9249977623541961,,0.9249977623541961,0.0,0.9249977623541961,0.9249977623541961,,True
noiseless,boxcar_hanning_full,20,10,streaming,1,0.9048410873575073,0.0,0.9048410873575073,0.9048410873575073,,1.0,0.0,1.0,1.0,,0.9048410873575073,0.0,0.9048410873575073,0.9048410873575073,,0.9048410873575073,0.0,0.9048410873575073,0.9048410873575073,,True
noiseless,boxcar_hanning_full,30,5,rotation,1,0.7801254116737286,0.0,0.7801254116737286,0.7801254116737286,,1.0,0.0,1.0,1.0,,0.780125411673727,0.0,0.780125411673727,0.780125411673727,,0.780125411673727,0.0,0.780125411673727,0.780125411673727,,False
noiseless,boxcar_hanning_full,30,5,warp,1,0.7724814510240582,0.0,0.7724814510240582,0.7724814510240582,,1.0,0.0,1.0,1.0,,0.7724814510240557,0.0,0.7724814510240557,0.7724814510240557,,0.7724814510240557,0.0,0.7724814510240557,0.7724814510240557,,False
noiseless,boxcar_hanning_full,30,5,streaming,1,0.7679323448832283,0.0,0.7679323448832283,0.7679323448832283,,1.0,0.0,1.0,1.0,,0.7679323448831099,0.0,0.7679323448831099,0.7679323448831099,,0.7679323448831099,0.0,0.7679323448831099,0.7679323448831099,,False
noiseless,boxcar_hanning_full,30,10,rotation,1,0.9410257022202987,0.0,0.9410257022202987,0.9410257022202987,,1.0,0.0,1.0,1.0,,0.941025702220282,0.0,0.941025702220282,0.941025702220282,,0.941025702220282,0.0,0.941025702220282,0.941025702220282,,True
noiseless,boxcar_hanning_full,30,10,warp,1,0.9373132788603702,0.0,0.9373132788603702,0.9373132788603702,,1.0,0.0,1.0,1.0,,0.9373132788603508,0.0,0.9373132788603508,0.9373132788603508,,0.9373132788603508,0.0,0.9373132788603508,0.9373132788603508,,True
noiseless,boxcar_hanning_full,30,10,streaming,1,0.9119119315834626,0.0,0.9119119315834626,0.9119119315834626,,1.0,0.0,1.0,1.0,,0.9119119315828745,0.0,0.9119119315828745,0.9119119315828745,,0.9119119315828745,0.0,0.9119119315828745,0.9119119315828745,,True
noiseless,boxcar_hanning_decimated,10,5,rotation,1,0.8115070120681377,0.0,0.8115070120681377,0.8115070120681377,,1.0,0.0,1.0,1.0,,0.8115070120681079,0.0,0.8115070120681079,0.8115070120681079,,0.8115070120681079,0.0,0.8115070120681079,0.8115070120681079,,False
noiseless,boxcar_hanning_decimated,10,5,warp,1,0.8017642890154105,0.0,0.8017642890154105,0.8017642890154105,,1.0,0.0,1.0,1.0,,0.8017642890153732,0.0,0.8017642890153732,0.8017642890153732,,0.8017642890153732,0.0,0.8017642890153732,0.8017642890153732,,False
noiseless,boxcar_hanning_decimated,10,5,streaming,1,0.788913012289371,0.0,0.788913012289371,0.788913012289371,,1.0,0.0,1.0,1.0,,0.7889130122885928,0.0,0.7889130122885928,0.7889130122885928,,0.7889130122885928,0.0,0.7889130122885928,0.7889130122885928,,False
noiseless,boxcar_hanning_decimated,10,10,rotation,1,0.9565474971164808,0.0,0.9565474971164808,0.9565474971164808,,1.0,0.0,1.0,1.0,,0.9565474971163047,0.0,0.9565474971163047,0.9565474971163047,,0.9565474971163047,0.0,0.9565474971163047,0.9565474971163047,,True
noiseless,boxcar_hanning_decimated,10,10,warp,1,0.9531900092046139,0.0,0.9531900092046139,0.9531900092046139,,1.0,0.0,1.0,1.0,,0.9531900092044168,0.0,0.9531900092044168,0.9531900092044168,,0.9531900092044168,0.0,0.9531900092044168,0.9531900092044168,,True
noiseless,boxcar_hanning_decimated,10,10,streaming,1,0.9327571416814653,0.0,0.9327571416814653,0.9327571416814653,,1.0,0.0,1.0,1.0,,0.9327571416755902,0.0,0.9327571416755902,0.9327571416755902,,0.9327571416755902,0.0,0.9327571416755902,0.9327571416755902,,True
noiseless,boxcar_hanning_decimated,20,5,rotation,1,0.6547878083420917,0.0,0.6547878083420917,0.6547878083420917,,1.0,0.0,1.0,1.0,,0.6547878083420917,0.0,0.6547878083420917,0.6547878083420917,,0.6547878083420917,0.0,0.6547878083420917,0.6547878083420917,,False
noiseless,boxcar_hanning_decimated,20,5,warp,1,0.6381174357103979,0.0,0.6381174357103979,0.6381174357103979,,1.0,0.0,1.0,1.0,,0.6381174357103979,0.0,0.6381174357103979,0.6381174357103979,,0.6381174357103979,0.0,0.6381174357103979,0.6381174357103979,,False
noiseless,boxcar_hanning_decimated,20,5,streaming,1,0.596595339594432,0.0,0.596595339594432,0.596595339594432,,1.0,0.0,1.0,1.0,,0.596595339594432,0.0,0.596595339594432,0.596595339594432,,0.596595339594432,0.0,0.596595339594432,0.596595339594432,,False
noiseless,boxcar_hanning_decimated,20,10,rotation,1,0.9469958733696204,0.0,0.9469958733696204,0.9469958733696204,,1.0,0.0,1.0,1.0,,0.9469958733696204,0.0,0.9469958733696204,0.9469958733696204,,0.9469958733696204,0.0,0.9469958733696204,0.9469958733696204,,True
noiseless,boxcar_hanning_decimated,20,10,warp,1,0.9413846205584901,0.0,0.9413846205584901,0.9413846205584901,,1.0,0.0,1.0,1.0,,0.9413846205584901,0.0,0.9413846205584901,0.9413846205584901,,0.9413846205584901,0.0,0.9413846205584901,0.9413846205584901,,True
noiseless,boxcar_hanning_decimated,20,10,streaming,1,0.9154674341548749,0.0,0.9154674341548749,0.9154674341548749,,1.0,0.0,1.0,1.0,,0.9154674341548749,0.0,0.9154674341548749,0.9154674341548749,,0.9154674341548749,0.0,0.9154674341548749,0.9154674341548749,,True
noiseless,boxcar_hanning_decimated,30,5,rotation,1,0.8041956558803536,0.0,0.8041956558803536,0.8041956558803536,,1.0,0.0,1.0,1.0,,0.8041956558803536,0.0,0.8041956558803536,0.8041956558803536,,0.8041956558803536,0.0,0.8041956558803536,0.8041956558803536,,False
noiseless,boxcar_hanning_decimated,30,5,warp,1,0.7972298337461982,0.0,0.7972298337461982,0.7972298337461982,,1.0,0.0,1.0,1.0,,0.7972298337461982,0.0,0.7972298337461982,0.7972298337461982,,0.7972298337461982,0.0,0.7972298337461982,0.7972298337461982,,False
noiseless,boxcar_hanning_decimated,30,5,streaming,1,0.7893428675934224,0.0,0.7893428675934224,0.7893428675934224,,1.0,0.0,1.0,1.0,,0.7893428675934219,0.0,0.7893428675934219,0.7893428675934219,,0.7893428675934219,0.0,0.7893428675934219,0.7893428675934219,,False
noiseless,boxcar_hanning_decimated,30,10,rotation,1,0.9563657207707534,0.0,0.9563657207707534,0.9563657207707534,,1.0,0.0,1.0,1.0,,0.9563657207707534,0.0,0.9563657207707534,0.9563657207707534,,0.9563657207707534,0.0,0.9563657207707534,0.9563657207707534,,True
noiseless,boxcar_hanning_decimated,30,10,warp,1,0.9530601646536677,0.0,0.9530601646536677,0.9530601646536677,,1.0,0.0,1.0,1.0,,0.9530601646536677,0.0,0.9530601646536677,0.9530601646536677,,0.9530601646536677,0.0,0.9530601646536677,0.9530601646536677,,True
noiseless,boxcar_hanning_decimated,30,10,streaming,1,0.9311091863226395,0.0,0.9311091863226395,0.9311091863226395,,1.0,0.0,1.0,1.0,,0.9311091863226372,0.0,0.9311091863226372,0.9311091863226372,,0.9311091863226372,0.0,0.9311091863226372,0.9311091863226372,,True
