group,branch,draw,center,kind,amplitude,peak_selected,true_flux_fraction_retained,reference_flux_jy_kms,post_continuum_flux_over_reference,selected_noisy_flux_over_reference,paired_selected_flux_difference_over_reference,selected_voxel_fraction
gaussian,boxcar_independent,10,30,warp,5,True,0.8230932499315794,0.2594832572510335,1.0,1.0964890878086344,1.0964890878086344,0.012882763225698753
gaussian,boxcar_independent,10,30,warp,10,True,0.9350454764258401,0.518966514502067,1.0,1.1209814101199385,1.1209814101199385,0.0231962317010328
gaussian,boxcar_independent,10,30,streaming,5,True,0.7759905363273756,0.25948325725103355,0.9999999999999921,1.0334113730795123,1.0334113730795123,0.012124313221706911
gaussian,boxcar_independent,10,30,streaming,10,True,0.9362676861354637,0.5189665145020671,0.9999999999999921,1.1232516663477492,1.1232516663477492,0.024448218549727466
gaussian,boxcar_independent,11,10,rotation,5,True,0.5813295877375829,0.25948325725103355,0.999999999999415,0.5669641446407065,0.5669641446407065,0.004848273709727757
gaussian,boxcar_independent,11,10,rotation,10,True,0.9048041267776772,0.5189665145020671,0.999999999999415,0.8651471721277639,0.8651471721277639,0.015684310608864792
gaussian,boxcar_independent,11,10,warp,5,True,0.565244249597516,0.2594832572510335,0.999999999999415,0.5523871177210781,0.5523871177210781,0.004757550025039737
gaussian,boxcar_independent,11,10,warp,10,True,0.8990824709822558,0.518966514502067,0.999999999999415,0.8594498625573043,0.8594498625573043,0.015880273767790914
gaussian,boxcar_independent,11,10,streaming,5,True,0.47737451854494267,0.25948325725103305,0.9999999999810905,0.4651832516398326,0.4651832516398326,0.003962810547172687
gaussian,boxcar_independent,11,10,streaming,10,True,0.8967098282088268,0.5189665145020661,0.9999999999810905,0.8578555108336073,0.8578555108336073,0.016384697454656302
gaussian,boxcar_independent,11,20,rotation,5,True,0.855090617075131,0.2594832572510335,1.0000000000000002,1.1076340607440953,1.1076340607440953,0.011993671115756164
gaussian,boxcar_independent,11,20,rotation,10,True,0.9561244663595921,0.518966514502067,1.0000000000000002,1.1473633116591695,1.1473633116591695,0.02442281591801482
gaussian,boxcar_independent,11,20,warp,5,True,0.8483958164377382,0.25948325725103355,1.0,1.0911978471578658,1.0911978471578658,0.01211705532693187
gaussian,boxcar_independent,11,20,warp,10,True,0.9520103943945631,0.5189665145020671,1.0,1.1419482262510838,1.1419482262510838,0.024825629078029626
gaussian,boxcar_independent,11,20,streaming,5,True,0.7952448090877301,0.25948325725103355,0.9999999999999997,1.031456403165279,1.031456403165279,0.01145658690240309
gaussian,boxcar_independent,11,20,streaming,10,True,0.9314385240466513,0.5189665145020671,0.9999999999999997,1.097502836535065,1.097502836535065,0.02494538434181781
gaussian,boxcar_independent,11,30,rotation,5,True,0.7571843345222701,0.2594832572510335,1.0,0.8927702029852052,0.8927702029852052,0.008488107939411094
gaussian,boxcar_independent,11,30,rotation,10,True,0.9500983152071655,0.518966514502067,1.0,0.997875343453599,0.997875343453599,0.019991871157851955
gaussian,boxcar_independent,11,30,warp,5,True,0.6880963753728934,0.2594832572510335,1.0,0.8114907848268532,0.8114907848268532,0.00776594740929446
gaussian,boxcar_independent,11,30,warp,10,True,0.943513347838825,0.518966514502067,1.0,0.9905281633015501,0.9905281633015501,0.0199301790522641
gaussian,boxcar_independent,11,30,streaming,5,True,0.6572608406912456,0.25948325725103355,0.9999999999999921,0.7608737586038448,0.7608737586038448,0.0074828895130678395
gaussian,boxcar_independent,11,30,streaming,10,True,0.9238682519421604,0.5189665145020671,0.9999999999999921,0.9795238800919526,0.9795238800919526,0.020144286948127827
gaussian,boxcar_independent,12,10,rotation,5,True,0.7730719706602593,0.25948325725103355,0.999999999999415,0.9042382331898327,0.9042382331898327,0.009562276366117244
gaussian,boxcar_independent,12,10,rotation,10,True,0.934579977215241,0.5189665145020671,0.999999999999415,1.01949871868303,1.01949871868303,0.02109144221627075
gaussian,boxcar_independent,12,10,warp,5,True,0.7617091465148051,0.2594832572510335,0.999999999999415,0.90058490554573,0.90058490554573,0.009417118470616413
gaussian,boxcar_independent,12,10,warp,10,True,0.935063107280676,0.518966514502067,0.999999999999415,1.0172807770811731,1.0172807770811731,0.02146885274457291
gaussian,boxcar_independent,12,10,streaming,5,True,0.740946780176211,0.25948325725103305,0.9999999999810905,0.8954882034729886,0.8954882034729886,0.009271960575115581
gaussian,boxcar_independent,12,10,streaming,10,True,0.918620514799352,0.5189665145020661,0.9999999999810905,0.9961635213240244,0.9961635213240244,0.02174828169341201
gaussian,boxcar_independent,12,20,rotation,5,True,0.7103383074488043,0.2594832572510335,1.0000000000000002,0.7593885858657945,0.7593885858657945,0.0068550816150267455
gaussian,boxcar_independent,12,20,rotation,10,True,0.9420155511026569,0.518966514502067,1.0000000000000002,0.9652157830542961,0.9652157830542961,0.019175357995659777
gaussian,boxcar_independent,12,20,warp,5,True,0.7076093162430885,0.25948325725103355,1.0,0.7616410692745286,0.7616410692745286,0.006934918457552203
gaussian,boxcar_independent,12,20,warp,10,True,0.9379561286795897,0.5189665145020671,1.0,0.965893289534653,0.965893289534653,0.01946204483927392
gaussian,boxcar_independent,12,20,streaming,5,True,0.676380140816829,0.25948325725103355,0.9999999999999997,0.71156226429139,0.71156226429139,0.006488557928887147
gaussian,boxcar_independent,12,20,streaming,10,True,0.9334426543742214,0.5189665145020671,0.9999999999999997,0.978260470180683,0.978260470180683,0.020830158004369253
gaussian,boxcar_independent,12,30,rotation,5,True,0.7519309902403245,0.2594832572510335,1.0,0.9624249110655574,0.9624249110655574,0.01094853426815018
gaussian,boxcar_independent,12,30,rotation,10,True,0.933779054134346,0.518966514502067,1.0,1.1072173816598974,1.1072173816598974,0.021875294851975237
gaussian,boxcar_independent,12,30,warp,5,True,0.7210742273049384,0.2594832572510335,1.0,0.9285533541409411,0.9285533541409411,0.010650960582373477
gaussian,boxcar_independent,12,30,warp,10,True,0.9305022463393305,0.518966514502067,1.0,1.0957084448737207,1.0957084448737207,0.022009565905313506
gaussian,boxcar_independent,12,30,streaming,5,True,0.6530326346297957,0.25948325725103355,0.9999999999999921,0.8427779568840134,0.8427779568840134,0.009794528998918573
gaussian,boxcar_independent,12,30,streaming,10,True,0.9248399249586952,0.5189665145020671,0.9999999999999921,1.1008552160730956,1.1008552160730956,0.022865997488768407
gaussian,boxcar_independent,13,10,rotation,5,True,0.6326098443568815,0.25948325725103355,0.999999999999415,0.6664233714649905,0.6664233714649905,0.006713552666913435
gaussian,boxcar_independent,13,10,rotation,10,True,0.9085816988615678,0.5189665145020671,0.999999999999415,0.9023735960264683,0.9023735960264683,0.017473381670912533
gaussian,boxcar_independent,13,10,warp,5,True,0.636900373910199,0.2594832572510335,0.999999999999415,0.672116685384057,0.672116685384057,0.006699036877363352
gaussian,boxcar_independent,13,10,warp,10,True,0.9064419318847016,0.518966514502067,0.999999999999415,0.9050232415905597,0.9050232415905597,0.018046755358140817
gaussian,boxcar_independent,13,10,streaming,5,True,0.6084197095546499,0.25948325725103305,0.9999999999810905,0.639649577994892,0.639649577994892,0.006201871085273006
gaussian,boxcar_independent,13,10,streaming,10,True,0.9209893989325508,0.5189665145020661,0.9999999999810905,0.9274391511744814,0.9274391511744814,0.019955581683976747
