path,atlas_identity_id,object_group_id,original_role,effective_measurement_role,units,reason,original_asset_sha256
work/private/things-observable-12gal-003/IC_2574_RO_MOM1_THINGS.FITS,NAME:IC2574,NAME:IC2574,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,776251d6c91a766fb744ba6f703fa70df05e86e2234a5a1a539acdd0567a1027
work/private/things-observable-12gal-003/IC_2574_RO_MOM0_THINGS.FITS,NAME:IC2574,NAME:IC2574,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,7c8d4c8967a14033e6e9e66759dcce267b2d364fea92cff70ce2ba8a4dfef20e
work/private/things-observable-12gal-003/IC_2574_RO_MOM2_THINGS.FITS,NAME:IC2574,NAME:IC2574,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,1ea3297c7417e14bab0c3c13aa0e098e2cbfb85b81bbde641edf51fea4d6a42c
work/private/things-observable-12gal-003/NGC_3521_NA_MOM0_THINGS.FITS,NAME:NGC3521,NAME:NGC3521,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,a0cf218db067384daaba2b6e1e7a2996e6b859b07f6fd96c80c6edbfc32ccbd6
work/private/things-observable-12gal-003/NGC_3521_NA_MOM1_THINGS.FITS,NAME:NGC3521,NAME:NGC3521,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,c61b37981844c63fef7bd1135fc8df86be67e10e5abad799bfdd4f62721fc99d
work/private/things-observable-12gal-003/NGC_3521_RO_MOM0_THINGS.FITS,NAME:NGC3521,NAME:NGC3521,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,6696af339d6eb4ca7650001031f3888250df415a699192e94c750f6ecb00fc8b
work/private/things-observable-12gal-003/NGC_3521_NA_MOM2_THINGS.FITS,NAME:NGC3521,NAME:NGC3521,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,3147dbe7b1ff0f28e7484f5da0151fe94cdd5a792896801c96a766794a6d80b6
work/private/things-observable-12gal-003/NGC_3521_RO_MOM1_THINGS.FITS,NAME:NGC3521,NAME:NGC3521,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,887de19a002aedccd633b3f0b8e0acae406ebaf6f634b262b6543e4944def71e
work/private/things-observable-12gal-003/NGC_3521_RO_MOM2_THINGS.FITS,NAME:NGC3521,NAME:NGC3521,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,56885c8e0019bb232ad5e18f95fcf43654d4be5d95713f1c674e85725a730aa8
work/private/things-observable-12gal-003/NGC_4214_NA_MOM0_THINGS.FITS,NAME:NGC4214,NAME:NGC4214,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,8a17fe1cefb8f421c121a8513a877185611918f4332a402a03094803da69c0bc
work/private/things-observable-12gal-003/NGC_4214_NA_MOM1_THINGS.FITS,NAME:NGC4214,NAME:NGC4214,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,34f62d37830d8d7ef733689c9fca731b451fba0657bf40ca72601c15db340a53
work/private/things-observable-12gal-003/NGC_4214_NA_MOM2_THINGS.FITS,NAME:NGC4214,NAME:NGC4214,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,477f4a102f83b7faab437f220af0f22ab3b68eea38db070867cea1dcc4c4e480
work/private/things-observable-12gal-003/NGC_4214_RO_MOM0_THINGS.FITS,NAME:NGC4214,NAME:NGC4214,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,c5fdb6ef80974a66ad7efb909e4b12c918d4bf40190a73f084e67a22672ad940
work/private/things-observable-12gal-003/NGC_4214_RO_MOM1_THINGS.FITS,NAME:NGC4214,NAME:NGC4214,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,babfaea56ff8cc9abc7e3b671067d9e87090fd5761dc3c772b2a4cb598581223
work/private/things-observable-12gal-003/NGC_4214_RO_MOM2_THINGS.FITS,NAME:NGC4214,NAME:NGC4214,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,4c1be126d2faa1ecc880b57fd6f617aa703d01516b816d652f8eb2d6ca1da1b1
work/private/things-observable-12gal-003/DDO154_NA_MOM0_THINGS.FITS,NAME:DDO154,NAME:DDO154,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,49d84c9f3e9efa826ecf3c03fdba7bac4e22b627f3e5f704efe703b389031a7c
work/private/things-observable-12gal-003/DDO154_NA_MOM1_THINGS.FITS,NAME:DDO154,NAME:DDO154,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,56d82ee0d57be4f02ab5664c2088797e8f1c1b0345c1ce52c01b9d9c984aa24c
work/private/things-observable-12gal-003/DDO154_NA_MOM2_THINGS.FITS,NAME:DDO154,NAME:DDO154,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,5d3a3e441ba879829b4c2024aff9d83e078caf244d95943557161904c1754bcc
work/private/things-observable-12gal-003/DDO154_RO_MOM0_THINGS.FITS,NAME:DDO154,NAME:DDO154,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,f35b204c9abb3c1c28f210b51fe7e49ea38cfa70d48a15ff79968e68feb8d1e2
work/private/things-observable-12gal-003/DDO154_RO_MOM2_THINGS.FITS,NAME:DDO154,NAME:DDO154,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,326a640af7d864d564d7fa4efd4e1c2c86b8b8002ca16cc2609dc8a1c3812232
work/private/things-observable-12gal-003/NGC_5055_NA_MOM0_THINGS.FITS,NAME:NGC5055,NAME:NGC5055,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,3580b3caba14dc98e5893c904c77d480769d07500ea4781b8ef29e7505335214
work/private/things-observable-12gal-003/DDO154_RO_MOM1_THINGS.FITS,NAME:DDO154,NAME:DDO154,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,913b418c0c60068ab079c883a42fb691606fb631f418f9b703971524d48647d7
work/private/things-observable-12gal-003/NGC_5055_NA_MOM1_THINGS.FITS,NAME:NGC5055,NAME:NGC5055,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,8a8f9e904b6e182b921b0015c44394d4735e2b242644bb5610d45e5a375debe3
work/private/things-observable-12gal-003/NGC_5055_RO_MOM0_THINGS.FITS,NAME:NGC5055,NAME:NGC5055,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,baf543e5fcbdc82069047868d8a4fe994724592b2e218f605612024ad366d4cb
work/private/things-observable-12gal-003/NGC_5055_NA_MOM2_THINGS.FITS,NAME:NGC5055,NAME:NGC5055,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,ff5d9972b9c0db085cc20d7b15ffd4246849a393d118d0e5079238199757127d
work/private/things-observable-12gal-003/NGC_5055_RO_MOM1_THINGS.FITS,NAME:NGC5055,NAME:NGC5055,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,b2d896046e457719cb23af241c94be4e2fbde29f2cd87003728306d6cf1b2f6f
work/private/things-observable-12gal-003/NGC_5055_RO_MOM2_THINGS.FITS,NAME:NGC5055,NAME:NGC5055,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,020644c57ac0b5d271479143f07bf88be33addf5342839eceed655d13727a6fb
work/private/things-observable-12gal-003/NGC_6946_NA_MOM0_THINGS.FITS,NAME:NGC6946,NAME:NGC6946,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,cdf3731514960e428edd0a700a4844319cd4322d64fd4cbfad476ceabdb17652
work/private/things-observable-12gal-003/NGC_6946_NA_MOM1_THINGS.FITS,NAME:NGC6946,NAME:NGC6946,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,b0d5a8b9e8d0f5a662565271ccc5e88cab536478c635fa2b1c32fb3aae483f1f
work/private/things-observable-12gal-003/NGC_6946_RO_MOM0_THINGS.FITS,NAME:NGC6946,NAME:NGC6946,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,6d14eadba12e4871f48afc3b20cbd9485f8a2687fa26593ea2ff73af29f948d4
work/private/things-observable-12gal-003/NGC_6946_NA_MOM2_THINGS.FITS,NAME:NGC6946,NAME:NGC6946,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,77032def857872ad7ff071b90b936dfa9337f86bbea38905afffda2987b3518c
work/private/things-observable-12gal-003/NGC_6946_RO_MOM1_THINGS.FITS,NAME:NGC6946,NAME:NGC6946,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,ed2110a7dde281cfb5c1ba8b4a7e8a324946d28570e01716ed62ce5634b73703
work/private/things-observable-12gal-003/NGC_6946_RO_MOM2_THINGS.FITS,NAME:NGC6946,NAME:NGC6946,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,6646fa1ede5824e567cbb8ef4de0b106eba16412304ea88f7806371033deecb6
work/private/things-observable-12gal-003/NGC_7331_NA_MOM0_THINGS.FITS,NAME:NGC7331,NAME:NGC7331,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,a2e0a9bf84084ae46f98b63bbd3ead88304e0888510809f271991a0042a425c8
work/private/things-observable-12gal-003/NGC_7331_NA_MOM1_THINGS.FITS,NAME:NGC7331,NAME:NGC7331,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,49aade673411f53e6c84d169a1304e7277eac97dd8f9f1a0666538582c089116
work/private/things-observable-12gal-003/NGC_7331_NA_MOM2_THINGS.FITS,NAME:NGC7331,NAME:NGC7331,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,bbe1fe945a67c8811bdcfb719c90f23b7b34c3fe1e991facd7dd42dc63e4ccf9
work/private/things-observable-12gal-003/NGC_7331_RO_MOM0_THINGS.FITS,NAME:NGC7331,NAME:NGC7331,HI_MOMENT_0,HI_MOMENT_0,JY/B*M/S,unchanged,f8de3c11162dc8103bb9ed4f17cac05543303d91a03a8a59d954f9ff6958fe18
work/private/things-observable-12gal-003/NGC_7331_RO_MOM2_THINGS.FITS,NAME:NGC7331,NAME:NGC7331,HI_MOMENT_2,HI_MOMENT_2,METR/SEC,unchanged,f90eae32c9004a91d18d8db4fab3d80236e79c3fbe5a6268705d1bc5334d39d1
work/private/things-observable-12gal-003/NGC_7331_RO_MOM1_THINGS.FITS,NAME:NGC7331,NAME:NGC7331,HI_MOMENT_1,HI_MOMENT_1,METR/SEC,unchanged,bab6e9a80ea9244e575065fcf8efdb042c16352b441edf73520bbd00a98fe07c
