case,model,material,pressure_reference_km_s,r_kpc,raw_sigma_HI,pressure,pressure_gradient,inward_force,pressure_support_km2_s2,rotation_squared,speed_km_s,whole_profile_feasible
f4-stars-h0p1,newton,baseline,5.0,0.8500000000000001,8.08462334068085,206.56499604095916,85.2075654038398,2704.924801045086,-8.958541114565321,2308.144622002889,48.043153747468416,True
f4-stars-h0p1,newton,baseline,5.0,0.8562500000000001,8.059600278553836,207.09721507114543,85.09254050532381,2713.9876136095068,-9.040211088577353,2332.8921052417177,48.30002179338761,True
f4-stars-h0p1,newton,baseline,5.0,0.8625,8.034025953830433,207.62852526980762,84.91630498460164,2720.3970635921655,-9.116265427833186,2355.458732776076,48.53306844591712,True
f4-stars-h0p1,newton,baseline,5.0,0.86875,8.009584183621518,208.1585360079719,84.67629190747515,2723.9934547291236,-9.184313056481027,2375.6536268524073,48.74067733272084,True
f4-stars-h0p1,newton,baseline,5.0,0.875,7.985773071165299,208.6868408623026,84.37001456776098,2725.093263106286,-9.244410289261868,2393.701015507262,48.92546387626041,True
f4-stars-h0p1,newton,baseline,5.0,0.8812500000000001,7.938120379562991,209.21301812688426,83.99506979239904,2726.848531743303,-9.324708081414435,2412.3599766802004,49.11578134042255,True
f4-stars-h0p1,newton,baseline,5.0,0.8875000000000001,7.886850838432943,209.7366313454878,83.54914119091778,2727.3242813167913,-9.401707262625566,2429.9020069312783,49.29403622073646,True
f4-stars-h0p1,newton,baseline,5.0,0.89375,7.843454511328681,210.2572298639664,83.03000234710998,2726.0950760943824,-9.461145531034475,2445.908619790389,49.45612823291355,True
f4-stars-h0p1,newton,baseline,5.0,0.9,7.8132626114018615,210.7743494024117,82.43551995011266,2723.682874066733,-9.495644987899597,2460.8102316479594,49.606554321459974,True
f4-stars-h0p1,newton,baseline,5.0,0.90625,7.797695205354017,211.28751264668105,81.76365686147174,2720.586067985238,-9.50259173759853,2475.0337158492202,49.74971071121138,True
f4-stars-h0p1,newton,baseline,5.0,0.9125000000000001,7.777900292506253,211.79622985888383,81.01247511421231,2720.331942380135,-9.504349601002462,2491.807247022876,49.91800523882015,True
f4-stars-h0p1,newton,baseline,5.0,0.9187500000000001,7.766657020755749,212.2999995063877,80.18013883942609,2720.606536438404,-9.484840435448321,2509.042095788232,50.09033934590813,True
f4-stars-h0p1,newton,baseline,5.0,0.925,7.774106598535367,212.79830890887666,79.26491711543942,2721.0873619521835,-9.431315020248743,2526.4371248260186,50.263675997941284,True
f4-stars-h0p1,newton,baseline,5.0,0.93125,7.799727715353994,213.29063490296124,78.2651867342309,2722.349295292006,-9.344487116233214,2544.532268356914,50.44335702901735,True
f4-stars-h0p1,newton,baseline,5.0,0.9375,7.840623479848159,213.77644452380488,77.17943487943806,2724.7995786093534,-9.228312057764368,2563.7279170040333,50.63326887535539,True
f4-stars-h0p1,newton,baseline,5.0,0.9437500000000001,7.910362256902866,214.2551957031966,76.00626171001778,2730.2505975783292,-9.067967706059772,2585.741969170608,50.8501914369121,True
f4-stars-h0p1,newton,baseline,5.0,0.9500000000000001,7.9881826613916385,214.72633798346044,74.74438284341383,2737.4848659070335,-8.889026041484238,2609.4996486531663,51.08326192260207,True
f4-stars-h0p1,newton,baseline,5.0,0.95625,8.07561585929869,215.18931324655463,73.39263173193062,2745.945725114094,-8.690569897879397,2634.501169538232,51.327392000161396,True
f4-stars-h0p1,newton,baseline,5.0,0.9625,8.177720805718169,215.64355645767256,71.94996192591495,2754.7541282017733,-8.468354447277004,2659.9192028414836,51.57440453210763,True
f4-stars-h0p1,newton,baseline,5.0,0.96875,8.296510462551307,216.088496422618,70.41544921730781,2763.3071043599666,-8.22212745191787,2685.1758848006357,51.81868277755269,True
f4-stars-h0p1,newton,baseline,5.0,0.9750000000000001,8.459018746832431,216.523556558187,68.78829365713835,2770.3759525812834,-7.928648502029204,2709.045202268781,52.04848895279075,True
f4-stars-h0p1,newton,baseline,5.0,0.9812500000000001,8.642063170363308,216.94815567474896,67.06782144059495,2777.4376207405385,-7.615114410904864,2732.9757797625584,52.27787084190172,True
f4-stars-h0p1,newton,baseline,5.0,0.9875,8.830250213594343,217.36170877017855,65.25348665341649,2784.7032476574705,-7.297394355943108,2757.1918514176955,52.50896924733617,True
f4-stars-h0p1,newton,baseline,5.0,0.99375,9.0176724688018,217.7636278342539,63.34487287350052,2792.8057465739525,-6.980622509391863,2782.331333167257,52.74780879967676,True
f4-stars-h0p1,newton,baseline,5.0,1.0,9.201848054291524,218.1533226625966,61.3416946218152,2802.3576241933233,-6.666236419020947,2809.0238606123444,53.00022509963844,True
f4-stars-h0p1,newton,baseline,5.0,1.00625,9.384840296398515,218.53020167919416,59.24379865693141,2811.0769489340146,-6.352166953913374,2834.9983468187656,53.2447025235259,True
f4-stars-h0p1,newton,baseline,5.0,1.0125,9.56514702500323,218.8936727665106,57.0511651077516,2820.5263191764247,-6.039039914452229,2861.821938080582,53.49599927172669,True
f4-stars-h0p1,newton,baseline,5.0,1.01875,9.735198812203691,219.2431441021571,54.76390843929823,2831.5030989264837,-5.73082612885089,2890.3246081602065,53.76173925906979,True
f4-stars-h0p1,newton,baseline,5.0,1.0250000000000001,9.892936349544751,219.57802500106487,52.38227824673972,2844.2329117638096,-5.4272900689772445,2920.7660246268824,54.04411184048529,True
f4-stars-h0p1,newton,baseline,5.0,1.03125,10.037745942294968,219.8977267620721,49.9066598731608,2858.6276413635405,-5.127270932146161,2953.087026088297,54.34231340390559,True
f4-stars-h0p1,newton,baseline,5.0,1.0375,10.167986661758952,220.2016635178099,47.33757484693377,2872.0633842585194,-4.830133588629021,2984.595894756843,54.631455177002586,True
f4-stars-h0p1,newton,baseline,5.0,1.04375,10.285629984167382,220.48925308674896,44.675681134909496,2885.406397442385,-4.5335329247055824,3016.1764602551943,54.919727423351205,True
f4-stars-h0p1,newton,baseline,5.0,1.05,10.388310570289676,220.75991782624294,41.92177320801219,2899.129246702727,-4.2372493169681364,3048.322958354832,55.211619776590794,True
f4-stars-h0p1,newton,baseline,5.0,1.0562500000000001,10.475067934650845,221.0130854853886,39.07678191620309,2913.2432660295085,-3.9402943404743938,3081.053494084143,55.50723821344513,True
f4-stars-h0p1,newton,baseline,5.0,1.0625,10.544051774984329,221.2481900565012,36.141774170151145,2927.643634980384,-3.6419239847523097,3114.2632861514103,55.80558472188434,True
f4-stars-h0p1,newton,baseline,5.0,1.06875,10.58432745155012,221.46467262399034,33.117952427329975,2940.997285248688,-3.3440775352736454,3146.5349261448096,56.093982976294434,True
f4-stars-h0p1,newton,baseline,5.0,1.075,10.60574664954105,221.66198220940777,30.006653980636163,2953.5939624503144,-3.04147874686218,3178.15498838095,56.37512739126139,True
f4-stars-h0p1,newton,baseline,5.0,1.08125,10.61052209682336,221.8395766114277,26.809350047991703,2966.076921094337,-2.731968274027676,3209.8026392072798,56.65512014996773,True
f4-stars-h0p1,newton,baseline,5.0,1.0875000000000001,10.599911599705154,221.9969232395122,23.527644661764775,2978.4320107065732,-2.41382329739249,3241.458634940791,56.93380924319741,True
f4-stars-h0p1,newton,baseline,5.0,1.09375,10.577458555304652,222.13349994000774,20.163273357194,2990.5006402786316,-2.0849602122402975,3272.945035516994,57.209658585915314,True
f4-stars-h0p1,newton,baseline,5.0,1.1,10.517726043552798,222.2487958134148,16.718101659355582,3002.5541038659476,-1.7484684188521789,3304.5579826713947,57.48528492293828,True
f4-stars-h0p1,newton,baseline,5.0,1.10625,10.432001204131968,222.3423120215711,13.194123368551386,3014.7280865617017,-1.3991561821023086,3336.4421019409847,57.7619433705358,True
f4-stars-h0p1,newton,baseline,5.0,1.1125,10.337933866610326,222.41356258348915,9.593458644324587,3026.6234970908818,-1.0323845054070315,3368.151025019013,58.03577366606749,True
f4-stars-h0p1,newton,baseline,5.0,1.1187500000000001,10.2457694357327,222.46207515859092,5.91835188863583,3037.9588587021913,-0.6462331811137267,3399.3627063541903,58.304053944423025,True
f4-stars-h0p1,newton,baseline,5.0,1.125,10.160771204977573,222.48739181608664,2.171169429039606,3048.548398890972,-0.24039175357801473,3429.8573405059215,58.56498391108736,True
f4-stars-h0p1,newton,baseline,5.0,1.13125,10.065684862654283,222.4890697892516,-1.6456029969916395,3058.642042528778,0.18494403666993986,3459.9038665740104,58.82094751509882,True
f4-stars-h0p1,newton,baseline,5.0,1.1375,9.962349011336025,222.46668221336208,-5.529362955151586,3068.3393694939605,0.6313421015794587,3489.6046906978004,59.07287609976173,True
f4-stars-h0p1,newton,baseline,5.0,1.14375,9.858527500353345,222.41981884606213,-9.477394223062717,3077.3364422980235,1.0995323228787939,3518.6040235554856,59.3178221410352,True
f4-stars-h0p1,newton,baseline,5.0,1.1500000000000001,9.759242803979584,222.3480867689442,-13.486869892695625,3085.4254550715223,1.589252433628909,3546.6500208986217,59.5537574036989,True
f4-stars-h0p1,newton,baseline,5.0,1.15625,9.668788876058478,222.25111106914048,-17.554855664149738,3092.5073261246994,2.099311725787482,3573.612284105896,59.77969792585018,True
f4-stars-h0p1,newton,baseline,5.0,1.1625,9.582827588151845,222.12853549973676,-21.678313328215257,3098.556329726569,2.62981244441971,3599.441920862717,59.99534916027005,True
f4-stars-h0p1,newton,baseline,5.0,1.16875,9.498546161558622,221.98002311783728,-25.85410443485866,3104.0400077160875,3.1812220569640033,3624.665536961213,60.205195265535124,True
f4-stars-h0p1,newton,baseline,5.0,1.175,9.410152328842146,221.80525689912952,-30.07899414449794,3109.3529404774717,3.7558178533900275,3649.7338872076393,60.4130274626892,True
f4-stars-h0p1,newton,baseline,5.0,1.1812500000000001,9.318850512882214,221.6039403278152,-34.349655258642976,3114.6653124831582,4.354134688412603,3674.8442656823186,60.62049377629911,True
f4-stars-h0p1,newton,baseline,5.0,1.1875,9.229346909283915,221.37579796079945,-38.662672426197126,3120.0969558763486,4.974558217106967,3700.140576886057,60.82878082689194,True
f4-stars-h0p1,newton,baseline,5.0,1.19375,9.159744305724903,221.12057596505173,-43.014546521416605,3125.3455860871427,5.605900470152626,3725.275392921374,61.03503414368976,True
f4-stars-h0p1,newton,baseline,5.0,1.2000000000000002,9.123188463830225,220.83804262707912,-47.40169918922209,3130.3929779057344,6.234885890232449,3750.2366875966495,61.239176085220556,True
f4-stars-h0p1,newton,baseline,5.0,1.20625,9.117490840268815,220.52798883348083,-51.820477553251244,3134.816200432815,6.855883065166464,3774.516158706917,61.437091066447124,True
f4-stars-h0p1,newton,baseline,5.0,1.2125000000000001,9.134724782899335,220.19022852158102,-56.26715908171352,3138.4329469454756,7.468635564619996,3797.88131260677,61.62695280968198,True
f4-stars-h0p1,newton,baseline,5.0,1.21875,9.167747549392116,219.82459909917074,-60.73795660577866,3141.2367406817325,8.074435319524158,3820.307842386337,61.80863889770052,True
f4-stars-h0p1,newton,baseline,5.0,1.225,9.224011927829423,219.43096183242318,-65.22902348488772,3143.1250928548257,8.662776500527649,3841.665462246634,61.98117022327534,True
f4-stars-h0p1,newton,baseline,5.0,1.2312500000000002,9.291448894177545,219.00920220108122,-69.73645891301403,3144.562586157354,9.241079191691437,3862.5016050145514,62.14902738590968,True
f4-stars-h0p1,newton,baseline,5.0,1.2375,9.367009026240323,218.5592302200576,-74.2563133595366,3145.5547562498123,9.810195284856015,3882.8138155742868,62.31222845938257,True
f4-stars-h0p1,newton,baseline,5.0,1.2437500000000001,9.450288760611688,218.08098072662597,-78.78459413800431,3145.8221526854495,10.368819561107292,3902.247482841421,62.467971656212924,True
f4-stars-h0p1,newton,baseline,5.0,1.25,9.541200031586914,217.57441363242611,-83.31727109567291,3145.2296670486817,10.915460164843566,3920.6216236460086,62.614867432950845,True
f4-stars-h0p1,newton,baseline,5.0,1.25625,9.641291592665711,217.0395141395512,-87.85028241629907,3143.6569861605126,11.44679799638358,3937.7722908677606,62.75167161811517,True
f4-stars-h0p1,newton,baseline,5.0,1.2625000000000002,9.749131045615224,216.47629292003478,-92.37954052824979,3141.5418431744074,11.96303233295552,3954.2335446747343,62.88269670326436,True
f4-stars-h0p1,newton,baseline,5.0,1.26875,9.860955770971412,215.8847862581045,-96.90093810957198,3139.3034566300767,12.467662170074638,3970.5235984293354,63.012090890791235,True
f4-stars-h0p1,newton,baseline,5.0,1.2750000000000001,9.96886355181308,215.26505615462335,-101.41035418122814,3137.382007627216,12.97020476898291,3987.1918549557176,63.1442147386102,True
f4-stars-h0p1,newton,baseline,5.0,1.28125,10.066470502594065,214.61719039319732,-105.90366027927023,3135.8157489468626,13.479308830026252,4004.2846195081415,63.279417028826536,True
f4-stars-h0p1,newton,baseline,5.0,1.2875,10.148434580915978,213.94130256748537,-110.37672669628802,3134.907972356088,14.003148415491314,4022.1908659929722,63.42074476062996,True
f4-stars-h0p1,newton,baseline,5.0,1.2937500000000002,10.220259096380708,213.23753206930905,-114.82542878202197,3134.867399017346,14.535384777020845,4041.1993127016713,63.570427973246105,True
f4-stars-h0p1,newton,baseline,5.0,1.3,10.280620751465381,212.50604403722707,-119.24565329260271,3135.1330653785312,15.078792713785045,4060.594192278306,63.722791780322254,True
f4-stars-h0p1,newton,baseline,5.0,1.3062500000000001,10.328634380101965,211.7470292653027,-123.63330477744239,3135.0982395573374,15.635755746825055,4079.5863196749474,63.871639400245144,True
f4-stars-h0p1,newton,baseline,5.0,1.3125,10.360631157086932,210.9607040718654,-127.98431199238192,3134.568632660645,16.213240964098905,4097.908089402998,64.01490521279398,True
f4-stars-h0p1,newton,baseline,5.0,1.31875,10.380610630682241,210.1473101281386,-132.29463432729474,3133.222319836969,16.80667498532827,4115.130259299675,64.14928105052834,True
f4-stars-h0p1,newton,baseline,5.0,1.3250000000000002,10.383167193044553,209.30711424668206,-136.56026823594487,3131.094118834192,17.42650889160642,4131.273198563699,64.27498112456898,True
f4-stars-h0p1,newton,baseline,5.0,1.33125,10.367317497797053,208.44040812967236,-140.77725365553334,3127.9366074234963,18.076973042327623,4145.988635590202,64.38935188049497,True
f4-stars-h0p1,newton,baseline,5.0,1.3375000000000001,10.33361753122023,207.54750807712742,-144.94168040300954,3123.4106853145295,18.760080577138766,4158.801711031045,64.48877197645373,True
f4-stars-h0p1,newton,baseline,5.0,1.34375,10.284270515475438,206.62875465526142,-149.04969453490293,3117.52739792476,19.47493764675799,4169.702503314638,64.5732336445577,True
f4-stars-h0p1,newton,baseline,5.0,1.35,10.224674115599186,205.68451232523935,-153.09750465714066,3109.759979951993,20.214006720450666,4177.96196621474,64.63715623551782,True
f4-stars-h0p1,newton,baseline,5.0,1.3562500000000002,10.148865433439926,204.71516903268773,-157.08138817105356,3100.4727585885207,20.991669867355963,4184.024508968326,64.68403596690861,True
f4-stars-h0p1,newton,baseline,5.0,1.3625,10.052094825838553,203.72113575840362,-160.9976974415569,3090.463303755545,21.822253626205935,4188.933997740724,64.72197461249714,True
f4-stars-h0p1,newton,baseline,5.0,1.3687500000000001,9.936618114126667,202.7028460307923,-164.84286587331246,3080.301021513894,22.706787165678154,4193.455236031465,64.75689334759247,True
f4-stars-h0p1,newton,baseline,5.0,1.375,9.806610226474474,201.6607554006546,-168.6134138805402,3070.299390800016,23.641547765388417,4198.020114584634,64.7921300358665,True
f4-stars-h0p1,newton,baseline,5.0,1.38125,9.66054572987182,200.59534087903148,-172.30595473606868,3060.5490722903473,24.63604092709499,4202.747365173948,64.82859990138572,True
f4-stars-h0p1,newton,baseline,5.0,1.3875000000000002,9.504823488141476,199.50710033890851,-175.91720028516843,3050.9651257641995,25.68013132492147,4207.533980672905,64.86550686360899,True
f4-stars-h0p1,newton,baseline,5.0,1.39375,9.346293591578943,198.3965518816679,-179.4439665097351,3041.745865893506,26.759273702709773,4212.674026886364,64.90511556793011,True
f4-stars-h0p1,newton,baseline,5.0,1.4000000000000001,9.188461852243154,197.26423316926994,-182.8831789284579,3033.1797642869396,27.8649957541409,4218.586674247575,64.9506479894356,True
f4-stars-h0p1,newton,baseline,5.0,1.40625,9.03445988601264,196.11070072323344,-186.23187781873455,3025.6263998204618,28.987740439033598,4225.7993843084905,65.00614881923471,True
f4-stars-h0p1,newton,baseline,5.0,1.4125,8.877556367016837,194.93652919157188,-189.48722324628758,3019.734918930283,30.14914147206041,4235.226431516965,65.07861731411451,True
f4-stars-h0p1,newton,baseline,5.0,1.4187500000000002,8.722859589315096,193.74231058493245,-192.6464998886729,3015.4160435569775,31.333442768223573,4246.788069028238,65.16738500989769,True
f4-stars-h0p1,newton,baseline,5.0,1.425,8.579853582921256,192.52865348326708,-195.70712163918657,3011.99098550439,32.50435985189473,4259.582794491861,65.26547934775213,True
f4-stars-h0p1,newton,baseline,5.0,1.4312500000000001,8.453944604879068,191.29618221444912,-198.66663597803617,3009.4349610501995,33.63419516369445,4273.6195928394045,65.37292706342133,True
f4-stars-h0p1,newton,baseline,5.0,1.4375,8.345500526508065,190.04553600633173,-201.5227280980714,3007.8692788865815,34.71198889998628,4289.100099499475,65.49122154532984,True
f4-stars-h0p1,newton,baseline,5.0,1.44375,8.249555544131645,188.77736811381837,-204.27322477285804,3008.1422135581192,35.749740296688586,4307.255580527846,65.6296852082032,True
f4-stars-h0p1,newton,baseline,5.0,1.4500000000000002,8.161746014571438,187.49234492259455,-206.91609795541933,3010.0477900994674,36.760313479457395,4327.808982164771,65.78608501928635,True
f4-stars-h0p1,newton,baseline,5.0,1.45625,8.082860290169618,186.191145031237,-209.44946809657793,3012.500042669906,37.735501662276164,4349.217685475775,65.94859881358948,True
f4-stars-h0p1,newton,baseline,5.0,1.4625000000000001,8.00794940315788,184.8744583134878,-211.87160717248602,3015.1634046327936,38.6943285839904,4370.98215069147,66.11340371431099,True
f4-stars-h0p1,newton,baseline,5.0,1.46875,7.934785278905519,183.54298496253998,-214.1809414116446,3017.8855913196703,39.64546571091893,4392.873996539847,66.27875976917377,True
f4-stars-h0p1,newton,baseline,5.0,1.475,7.860427384028077,182.19743451924208,-216.3760537124795,3021.965778912382,40.60271326650898,4416.796810629256,66.45898592838485,True
f4-stars-h0p1,newton,baseline,5.0,1.4812500000000002,7.779247713695582,180.8385248861814,-218.45568574334936,3027.5881129404743,41.59624380358161,4443.018648489497,66.65597233923977,True
f4-stars-h0p1,newton,baseline,5.0,1.4875,7.687211230298651,179.46698132965332,-220.41873971772054,3034.147926020803,42.651732274224415,4470.64330768172,66.86286942452979,True
f4-stars-h0p1,newton,baseline,5.0,1.4937500000000001,7.584979672384596,178.08353547156796,-222.26427983814068,3041.4255280801017,43.771675383257154,4499.357707186395,67.07725178617856,True
f4-stars-h0p1,newton,baseline,5.0,1.5,7.47362481840771,176.68892427338167,-223.99153340358055,3049.313926984184,44.95640445822573,4529.01448601805,67.29795305964402,True
f4-stars-h0p1,newton,baseline,5.0,1.50625,7.357810006795398,175.28388901417082,-225.5998915756815,3059.1234980599324,46.183556842597824,4561.621212110176,67.53977503745608,True
f4-stars-h0p1,newton,baseline,5.0,1.5125000000000002,7.230968170735906,173.86917426499255,-227.08890980044401,3071.2050592510386,47.50013662945165,4597.697515487745,67.80632356563615,True
f4-stars-h0p1,newton,baseline,5.0,1.51875,7.094559284913959,172.44552686169277,-228.45830788291948,3084.4815724935197,48.90663974504964,4635.649748479484,68.08560603005222,True
f4-stars-h0p1,newton,baseline,5.0,1.5250000000000001,6.950297841438125,171.01369487833534,-229.70796971350774,3098.4505866624027,50.40138736566947,4674.735757294495,68.37203929454273,True
f4-stars-h0p1,newton,baseline,5.0,1.53125,6.801723149708385,169.57442660343304,-230.83794264552085,3112.7480947963663,51.96780167259651,4714.4277184843395,68.66169032644288,True
f4-stars-h0p1,newton,baseline,5.0,1.5375,6.666573154727168,168.12846952115524,-231.84843652474632,3126.293608200419,53.470795697191456,4753.205626910953,68.94349589998285,True
f4-stars-h0p1,newton,baseline,5.0,1.5437500000000002,6.52735687163947,166.67656929968555,-232.7398223728123,3139.25749178967,55.04404123345964,4791.1847117168445,69.21838420330862,True
f4-stars-h0p1,newton,baseline,5.0,1.55,6.38006703550111,165.2194687888816,-233.51263072723475,3150.5341449919656,56.73052894479276,4826.597395792754,69.47371730224857,True
f4-stars-h0p1,newton,baseline,5.0,1.5562500000000001,6.227971051210144,163.75790702937348,-234.16754964209488,3159.4517193848583,58.5139600255046,4858.3827782671815,69.7021002428706,True
f4-stars-h0p1,newton,baseline,5.0,1.5625,6.07487385337108,162.29261827520526,-234.7054223543557,3165.70546824,60.367874507414804,4886.0469196175845,69.90026408832505,True
f4-stars-h0p1,newton,baseline,5.0,1.56875,5.9394337869183875,160.8243310320911,-235.1272446218708,3163.5625614368837,62.10286674345381,4900.735901510658,70.0052562420184,True
f4-stars-h0p1,newton,baseline,5.0,1.5750000000000002,5.822296579871866,159.3537671133175,-235.43416174016656,3153.311302139658,63.68772178708267,4902.777579082879,70.0198370398195,True
f4-stars-h0p1,newton,baseline,5.0,1.58125,5.713575732433671,157.88164071527285,-235.62746524607917,3139.6969180478964,65.21063986346454,4899.435111799772,69.99596496798777,True
f4-stars-h0p1,newton,baseline,5.0,1.5875000000000001,5.61213514967775,156.40865751453464,-235.7085893173029,3124.1661578808166,66.67469252993745,4892.939083105859,69.94954669692906,True
f4-stars-h0p1,newton,baseline,5.0,1.59375,5.519096071703247,154.93551378838447,-235.67910687784828,3107.837512755229,68.05708248355472,4885.058953470091,69.89319676098734,True
f4-stars-h0p1,newton,baseline,5.0,1.6,5.427685413123321,153.46289556055407,-235.5407254203104,3088.1216019390035,69.43386213233615,4871.56070097007,69.79656654141426,True
f4-stars-h0p1,newton,baseline,5.0,1.6062500000000002,5.352229104441183,151.99147777393762,-235.29528255671627,3068.020755740996,70.61413856389578,4857.394200345079,69.69500843206119,True
f4-stars-h0p1,newton,baseline,5.0,1.6125,5.2894443299448985,150.5219234919259,-234.94474131053633,3052.121115483426,71.62347719938786,4849.921821517637,69.64138009486628,True
f4-stars-h0p1,newton,baseline,5.0,1.6187500000000001,5.234682829145051,149.0548831299402,-234.49118516322036,3042.106469282406,72.51300955037193,4851.896837600523,69.6555585549389,True
f4-stars-h0p1,newton,baseline,5.0,1.625,5.185310775089372,147.590993718656,-233.93681286934162,3039.2581347467026,73.3123504841671,4865.4821184792245,69.75300795291358,True
f4-stars-h0p1,newton,baseline,5.0,1.63125,5.129150721611433,146.1308782003166,-233.28393305509968,3045.063808746589,74.19248067574337,4893.06785734213,69.95046717029223,True
f4-stars-h0p1,newton,baseline,5.0,1.6375000000000002,5.075088767073753,144.6751447594436,-232.53495861555064,3057.332130238268,75.02844033061434,4931.35292293455,70.22359235281651,True
f4-stars-h0p1,newton,baseline,5.0,1.64375,5.029118869717964,143.2243861891519,-231.69240092648806,3074.098771227854,75.72785489643293,4977.322000309352,70.55013820191533,True
f4-stars-h0p1,newton,baseline,5.0,1.6500000000000001,4.9931889565632925,141.7791792941772,-230.75886388739656,3092.7786870336654,76.25429935186511,5026.830534253683,70.90014481123211,True
f4-stars-h0p1,newton,baseline,5.0,1.65625,4.964152476342317,140.3400843316194,-229.73703781233837,3110.7633850312586,76.64993585310792,5075.551920604914,71.24290786179992,True
f4-stars-h0p1,newton,baseline,5.0,1.6625,4.9282042208677534,138.90764449029794,-228.62969318600577,3122.4348982037804,77.12684943376951,5113.9211688300165,71.51168554040673,True
f4-stars-h0p1,newton,baseline,5.0,1.6687500000000002,4.890559379166946,137.48238540950777,-227.43967430249032,3128.177086451091,77.60665540818589,5142.538857607072,71.7114973878462,True
f4-stars-h0p1,newton,baseline,5.0,1.675,4.856632449868544,136.06481473785337,-226.16989280456394,3129.101923955561,78.00354965257844,5163.242172972986,71.85570383047532,True
f4-stars-h0p1,newton,baseline,5.0,1.6812500000000001,4.8263979360927145,134.65542173272584,-224.82332114145746,3125.735051509984,78.3160057819597,5176.826049569201,71.95016365213634,True
f4-stars-h0p1,newton,baseline,5.0,1.6875,4.797630625338311,133.25467690087726,-223.40298596324527,3118.5112877700158,78.57890034758404,5183.908897764318,71.999367342806,True
f4-stars-h0p1,newton,baseline,5.0,1.69375,4.763643881357824,131.86303168043003,-221.91196147000204,3104.7553361140526,78.90249441414589,5179.776856129031,71.9706666366863,True
f4-stars-h0p1,newton,baseline,5.0,1.7000000000000002,4.722618553798091,130.48091816454874,-220.35336273389942,3087.2065103256286,79.32055328634628,5168.930514267223,71.89527463100217,True
f4-stars-h0p1,newton,baseline,5.0,1.70625,4.676636593315701,129.108748866886,-218.73033901234575,3068.4596752617063,79.80278849830681,5155.75653241698,71.80359693230542,True
f4-stars-h0p1,newton,baseline,5.0,1.7125000000000001,4.624511055261854,127.7469165288021,-217.0460670701451,3049.8612304463545,80.37420289755957,5142.513154241823,71.71131817392443,True
f4-stars-h0p1,newton,baseline,5.0,1.71875,4.567238124891983,126.39579396824713,-215.30374452847516,3032.3366285120906,81.02343271560176,5130.805147539553,71.62963875058671,True
