model,galaxy,rar_chi_square,candidate_chi_square,absolute_gain,fractional_gain
Interior matter / exterior vacancy focusing,UGC07577,154.005565846,157.7166403666,-3.7110745205999933,-0.024097015586507658
Interior matter / exterior vacancy focusing,UGC07603,67.58823257809,66.12492255566,1.4633100224299938,0.021650366737128637
Interior matter / exterior vacancy focusing,UGC07608,10.51526931531,10.31151002211,0.20375929320000097,0.01937746786031737
Interior matter / exterior vacancy focusing,UGC07866,27.60495140331,28.7901594443,-1.1852080409899983,-0.042934617912346144
Interior matter / exterior vacancy focusing,UGC08286,461.7759476979,437.8778716065,23.898076091400014,0.05175253542446186
Interior matter / exterior vacancy focusing,UGC08490,173.8998907964,171.1896455767,2.710245219699999,0.015585088681125873
Interior matter / exterior vacancy focusing,UGC08550,28.2771403765,27.58498619564,0.6921541808600011,0.024477516879154542
Interior matter / exterior vacancy focusing,UGC08699,264.1922716241,110.5838465288,153.6084250953,0.5814266411012139
Interior matter / exterior vacancy focusing,UGC08837,294.3739745084,315.5947130579,-21.22073854949997,-0.07208768568939654
Interior matter / exterior vacancy focusing,UGC09037,1003.896427889,1088.851264501,-84.95483661200001,-0.08462510100832174
Interior matter / exterior vacancy focusing,UGC09133,4644.758934299,5783.603204046,-1138.844269747,-0.24518910149184683
Interior matter / exterior vacancy focusing,UGC09992,36.57503246186,37.24916571323,-0.6741332513700016,-0.018431514779186583
Interior matter / exterior vacancy focusing,UGC10310,17.37662786557,17.93029219092,-0.5536643253499989,-0.03186258747285644
Interior matter / exterior vacancy focusing,UGC11455,244.5471645745,798.1294170949,-553.5822525204,-2.2637034188623932
Interior matter / exterior vacancy focusing,UGC11820,1329.099413624,1341.744096255,-12.644682631000023,-0.009513722225279067
Interior matter / exterior vacancy focusing,UGC11914,4537.985830629,2352.739071441,2185.246759188,0.4815455227820991
Interior matter / exterior vacancy focusing,UGC12506,245.0788853697,223.4325175278,21.646367841900002,0.08832408311816249
Interior matter / exterior vacancy focusing,UGCA281,23.46130060609,35.11405326712,-11.65275266103,-0.49667973897428436
Interior matter / exterior vacancy focusing,UGCA442,35.49389501915,35.93646404821,-0.44256902905999596,-0.012468877501925808
Interior matter / exterior vacancy focusing,UGCA444,72.33090473908,72.57962450717,-0.24871976808999818,-0.003438637591873177
