model,galaxy,rar_chi_square,candidate_chi_square,absolute_gain,fractional_gain
Acceleration-only adjustment,UGCA281,23.46130060609,26.63687226682,-3.17557166073,-0.1353536069481884
Acceleration-only adjustment,UGCA442,35.49389501915,108.4637601132,-72.96986509405,-2.0558427035038167
Acceleration-only adjustment,UGCA444,72.33090473908,66.60648776235,5.724416976729998,0.07914206240582425
Local brightness-gradient adjustment,CamB,973.7369268584,825.0884336208,148.64849323760006,0.1526577550234124
Local brightness-gradient adjustment,D564-8,109.7939620361,81.75820814623,28.035753889869994,0.2553487766536005
Local brightness-gradient adjustment,D631-7,480.808503893,424.6417796417,56.166724251300025,0.11681724386430459
Local brightness-gradient adjustment,DDO064,5.584811063593,4.489844758797,1.0949663047960003,0.19606147680339814
Local brightness-gradient adjustment,DDO161,4637.528979521,3620.127864778,1017.4011147430001,0.21938431419744683
Local brightness-gradient adjustment,DDO168,300.5865260231,269.3265486032,31.259977419899997,0.10399660235435061
Local brightness-gradient adjustment,DDO170,1219.383837196,938.0045603792,281.37927681680003,0.23075529479203027
Local brightness-gradient adjustment,ESO079-G014,119.8828027567,145.3057401457,-25.422937389000012,-0.21206492344523684
Local brightness-gradient adjustment,ESO116-G012,193.2659643065,241.2026005589,-47.93663625240001,-0.2480345487857211
Local brightness-gradient adjustment,ESO563-G021,1606.162756172,1670.021392943,-63.858636770999965,-0.039758509233021655
Local brightness-gradient adjustment,F561-1,241.1836488739,222.2243600225,18.959288851400004,0.07860934578244415
Local brightness-gradient adjustment,F563-1,47.21975974153,56.19338377529,-8.973624033760004,-0.19003959534905596
Local brightness-gradient adjustment,F563-V1,206.2056864229,187.3402868626,18.865399560299977,0.09148826052066088
Local brightness-gradient adjustment,F565-V2,7.657242481903,11.68926504835,-4.032022566447,-0.5265632603350638
Local brightness-gradient adjustment,F567-2,28.21807210951,18.51673821236,9.70133389715,0.3437986074846153
Local brightness-gradient adjustment,F568-1,82.85374704761,98.35532516514,-15.501578117530002,-0.1870956796754452
Local brightness-gradient adjustment,F568-3,50.06045212275,47.10406080032,2.956391322430001,0.05905642472386835
Local brightness-gradient adjustment,F568-V1,141.000779343,152.953269081,-11.952489737999997,-0.08476896222626006
Local brightness-gradient adjustment,F571-8,527.4028458951,555.5320438086,-28.12919791349998,-0.0533353168880982
Local brightness-gradient adjustment,F571-V1,5.483267645783,2.988902855688,2.494364790095,0.45490480334537997
Local brightness-gradient adjustment,F574-2,110.4533455871,100.2029346468,10.2504109403,0.09280308247627367
Local brightness-gradient adjustment,F579-V1,48.80719418056,54.62825754953,-5.821063368969995,-0.11926650295518391
Local brightness-gradient adjustment,F583-1,91.2206059779,128.8194322552,-37.59882627730002,-0.41217470410588025
