sohn_objID,RAJ2000,DEJ2000,z,rmag,member_Mm,simard_matched,match_sep_arcsec,objID_agrees,simard_objID,simard_z,simard_Sp,simard_Scale,simard_gg2d,simard_rg2d,simard_Rhlr,simard_Rchl_r,simard_Rhlg,simard_Rchl_g,simard_e,simard_e_e,simard_phi,simard_e_phi,simard_ng,simard_e_ng
1237655744019890893,227.387026,+05.725650,0.32119,20.69,N,0,142.516,,,,,,,,,,,,,,,,,
1237655744019890909,227.393069,+05.738393,0.60951,21.26,N,0,168.696,,,,,,,,,,,,,,,,,
1237655744019890912,227.393291,+05.725762,0.40219,20.53,N,0,164.923,,,,,,,,,,,,,,,,,
1237655744019890924,227.394875,+05.693250,0.64004,20.98,N,0,153.778,,,,,,,,,,,,,,,,,
1237655744019890928,227.400441,+05.720519,0.08308,19.44,Y,0,192.045,,,,,,,,,,,,,,,,,
1237655744019890929,227.390271,+05.589591,0.09811,19.77,N,0,49.737,,,,,,,,,,,,,,,,,
1237655744019890938,227.409628,+05.741530,0.21059,19.91,N,0,73.562,,,,,,,,,,,,,,,,,
1237655744019890944,227.399375,+05.576362,0.56058,20.57,N,0,28.676,,,,,,,,,,,,,,,,,
1237655744019890967,227.425480,+05.742407,0.07203,20.20,N,0,97.192,,,,,,,,,,,,,,,,,
1237655744019890972,227.420038,+05.624516,0.33689,20.58,N,0,34.401,,,,,,,,,,,,,,,,,
1237655744019890975,227.421008,+05.620190,0.37946,20.27,N,0,37.696,,,,,,,,,,,,,,,,,
1237655744019890977,227.430573,+05.723706,0.54682,20.58,N,0,219.898,,,,,,,,,,,,,,,,,
1237655744019890979,227.423048,+05.637102,0.55477,21.00,N,0,69.285,,,,,,,,,,,,,,,,,
1237655744019890982,227.432080,+05.731608,0.23879,19.79,N,0,216.600,,,,,,,,,,,,,,,,,
1237655744019891006,227.440144,+05.742071,0.36103,20.09,N,0,139.663,,,,,,,,,,,,,,,,,
1237655744019891007,227.441014,+05.741292,0.34671,20.25,N,0,143.773,,,,,,,,,,,,,,,,,
1237655744019891133,227.362551,+05.688574,0.40306,20.86,N,0,253.792,,,,,,,,,,,,,,,,,
1237655744019891161,227.384630,+05.701959,0.68618,21.59,N,0,162.201,,,,,,,,,,,,,,,,,
1237655744019955857,227.443700,+05.747950,0.17131,18.37,N,0,142.081,,,,,,,,,,,,,,,,,
1237655744019955867,227.453395,+05.757587,0.32129,19.86,N,0,168.524,,,,,,,,,,,,,,,,,
1237655744019955895,227.462095,+05.626628,0.05340,16.96,N,1,0.034,0,587730022795051208,0.0535,2,1.041,17.67,17.10,3.26,2.74,3.26,2.74,0.31,0.01,98.28,1.29,0.59,0.02
1237655744019955921,227.471363,+05.578309,0.09625,17.35,N,1,0.025,0,587730022795051226,0.0965,2,1.787,18.02,17.47,4.18,3.07,4.18,3.07,0.53,0.01,175.95,1.08,1.64,0.09
1237655744019955944,227.482728,+05.558598,0.17009,20.51,N,0,81.805,,,,,,,,,,,,,,,,,
1237655744019955945,227.484122,+05.560474,0.54929,21.29,N,0,78.807,,,,,,,,,,,,,,,,,
1237655744019955946,227.485317,+05.559487,0.29222,20.40,N,0,84.197,,,,,,,,,,,,,,,,,
1237655744019956092,227.446764,+05.625324,0.17161,19.28,N,0,55.141,,,,,,,,,,,,,,,,,
1237655744019956093,227.447245,+05.624657,0.07832,19.59,Y,0,53.688,,,,,,,,,,,,,,,,,
1237655744019956099,227.463186,+05.655564,0.32226,18.32,N,0,67.487,,,,,,,,,,,,,,,,,
1237655744019956158,227.431705,+05.605589,0.17030,18.33,N,0,96.324,,,,,,,,,,,,,,,,,
1237655744019956161,227.446728,+05.709941,0.52508,20.82,N,0,168.942,,,,,,,,,,,,,,,,,
1237655744019956162,227.445000,+05.660495,0.08348,17.77,Y,1,0.040,0,587730022795051370,0.0961,-1,1.781,18.54,17.87,8.44,5.15,8.44,5.15,0.78,0.01,54.00,0.67,0.67,0.08
1237655744019956167,227.483126,+05.594531,0.03909,20.44,N,0,72.001,,,,,,,,,,,,,,,,,
1237655744019956215,227.442530,+05.721532,0.45033,20.53,N,0,177.167,,,,,,,,,,,,,,,,,
1237655744019956216,227.442312,+05.715284,0.32325,19.41,N,0,180.130,,,,,,,,,,,,,,,,,
1237655744019956230,227.444443,+05.704076,0.32371,20.78,N,0,183.651,,,,,,,,,,,,,,,,,
1237655744019956232,227.435905,+05.582171,0.52934,20.26,N,0,127.826,,,,,,,,,,,,,,,,,
1237655744019956233,227.451573,+05.740769,0.23383,20.47,N,0,157.843,,,,,,,,,,,,,,,,,
1237655744019956236,227.446912,+05.673948,0.32374,20.28,N,0,48.926,,,,,,,,,,,,,,,,,
1237655744019956239,227.448301,+05.680705,0.32377,20.71,N,0,73.249,,,,,,,,,,,,,,,,,
1237655744019956242,227.445615,+05.630756,0.33494,20.33,N,0,60.908,,,,,,,,,,,,,,,,,
1237655744019956250,227.451995,+05.682867,0.32145,19.37,N,0,61.462,,,,,,,,,,,,,,,,,
1237655744019956257,227.454410,+05.690594,0.44739,20.37,N,0,64.878,,,,,,,,,,,,,,,,,
1237655744019956259,227.454513,+05.666727,0.32257,20.41,N,0,40.781,,,,,,,,,,,,,,,,,
1237655744019956262,227.456364,+05.675055,0.36100,20.51,N,0,47.824,,,,,,,,,,,,,,,,,
1237655744019956266,227.446431,+05.553822,0.48943,20.99,N,0,112.481,,,,,,,,,,,,,,,,,
1237655744019956267,227.459086,+05.692788,0.07377,19.89,Y,0,58.615,,,,,,,,,,,,,,,,,
1237655744019956280,227.448728,+05.563696,0.09831,19.31,N,0,96.693,,,,,,,,,,,,,,,,,
1237655744019956281,227.446364,+05.562794,0.09748,19.90,N,0,105.583,,,,,,,,,,,,,,,,,
1237655744019956284,227.454582,+05.602958,0.37150,20.35,N,0,89.340,,,,,,,,,,,,,,,,,
1237655744019956289,227.459479,+05.638643,0.36157,20.54,N,0,44.290,,,,,,,,,,,,,,,,,
1237655744019956301,227.466354,+05.645136,0.32155,20.67,N,0,68.378,,,,,,,,,,,,,,,,,
1237655744019956315,227.468781,+05.639451,0.14423,20.87,N,0,52.025,,,,,,,,,,,,,,,,,
1237655744019956320,227.473080,+05.630252,0.32180,20.32,N,0,41.453,,,,,,,,,,,,,,,,,
1237655744019956338,227.475558,+05.612800,0.54861,20.00,N,0,69.283,,,,,,,,,,,,,,,,,
1237655744019956341,227.476329,+05.617482,0.55461,21.09,N,0,60.671,,,,,,,,,,,,,,,,,
1237655744019956345,227.475627,+05.579579,0.54924,20.33,N,0,15.922,,,,,,,,,,,,,,,,,
1237655744019956360,227.484277,+05.606496,0.54945,20.67,N,0,107.525,,,,,,,,,,,,,,,,,
1237655744019956442,227.518144,+05.548535,0.20655,20.34,N,0,114.342,,,,,,,,,,,,,,,,,
1237655744019956493,227.527512,+05.552898,0.08031,20.70,Y,0,81.762,,,,,,,,,,,,,,,,,
1237655744019956681,227.432272,+05.618331,0.54798,21.27,N,0,78.589,,,,,,,,,,,,,,,,,
1237655744019956690,227.451233,+05.751995,0.54816,20.38,N,0,163.911,,,,,,,,,,,,,,,,,
1237655744020152415,228.025991,+05.621344,0.49796,20.25,N,0,61.752,,,,,,,,,,,,,,,,,
1237655744020152561,227.957501,+05.538383,0.07442,19.67,Y,0,74.092,,,,,,,,,,,,,,,,,
1237655744020152608,227.972826,+05.505136,0.07959,18.19,Y,0,61.918,,,,,,,,,,,,,,,,,
1237655744020152613,227.979527,+05.540503,0.03583,16.56,N,1,0.036,0,587730022795247903,0.0358,2,0.711,17.11,16.67,2.06,1.51,2.06,1.48,0.53,0.01,150.40,0.41,0.68,0.02
1237655744020152614,227.972697,+05.537661,0.22910,19.05,N,0,20.230,,,,,,,,,,,,,,,,,
1237655744020152615,227.978022,+05.535752,0.03473,16.47,N,1,0.052,0,587730022795247905,0.0350,-1,0.696,16.95,16.60,6.64,5.26,6.64,5.26,0.41,0.02,155.09,1.71,1.05,0.06
1237655744020152627,227.985279,+05.559851,0.03563,18.70,N,0,3.485,,,,,,,,,,,,,,,,,
1237655744020152628,227.980302,+05.553819,0.07479,17.91,Y,1,0.043,0,587730022795247915,0.0806,-1,1.520,16.45,15.99,25.23,16.73,25.23,16.73,0.65,0.00,36.22,0.12,0.50,0.00
1237655744020152674,227.994041,+05.603508,0.26403,18.53,N,0,103.165,,,,,,,,,,,,,,,,,
1237655744020152693,228.009889,+05.627432,0.04160,16.90,N,1,0.043,0,587730022795247960,0.0416,2,0.821,17.83,17.00,4.92,2.87,4.92,2.87,0.85,0.00,149.69,0.24,1.23,0.09
1237655744020152721,228.016630,+05.511696,0.08135,17.52,Y,1,0.039,0,587730022795247980,0.0814,2,1.533,18.22,17.66,5.38,3.33,5.38,3.33,0.76,0.01,23.00,0.47,1.22,0.09
1237655744020152724,228.025153,+05.501284,0.11742,17.26,N,1,0.056,0,587730022795313265,0.1024,-1,1.884,18.14,17.16,8.50,7.21,8.50,7.21,0.31,0.03,-4.29,3.29,4.10,0.23
1237655744020152832,227.939890,+05.532551,0.08074,20.36,Y,0,119.920,,,,,,,,,,,,,,,,,
1237655744020152840,227.953748,+05.519164,0.07942,18.85,Y,0,57.985,,,,,,,,,,,,,,,,,
1237655744020152841,227.953909,+05.517714,0.12402,20.69,N,0,52.733,,,,,,,,,,,,,,,,,
1237655744020152844,227.973705,+05.562953,0.55247,19.67,N,0,40.469,,,,,,,,,,,,,,,,,
1237655744020152855,227.986335,+05.576874,0.09452,19.52,N,0,51.724,,,,,,,,,,,,,,,,,
1237655744020152858,228.001376,+05.509329,0.26496,19.79,N,0,55.288,,,,,,,,,,,,,,,,,
1237655744020152859,228.014618,+05.585950,0.13928,20.12,N,0,134.901,,,,,,,,,,,,,,,,,
1237655744020152860,228.026293,+05.665892,0.26517,19.39,N,0,118.015,,,,,,,,,,,,,,,,,
1237655744020152992,227.910346,+05.519988,0.43615,20.66,N,0,173.207,,,,,,,,,,,,,,,,,
1237655744020153011,227.915849,+05.515333,0.27018,19.61,N,0,148.949,,,,,,,,,,,,,,,,,
1237655744020153049,227.923468,+05.510395,0.29559,19.63,N,0,117.737,,,,,,,,,,,,,,,,,
1237655744020153059,227.926574,+05.511183,0.44352,20.69,N,0,107.791,,,,,,,,,,,,,,,,,
1237655744020153073,227.930325,+05.510631,0.22865,20.43,N,0,94.386,,,,,,,,,,,,,,,,,
1237655744020153173,227.964907,+05.560883,0.07962,19.05,Y,0,60.700,,,,,,,,,,,,,,,,,
1237655744020153174,227.962083,+05.557376,0.53600,20.57,N,0,66.481,,,,,,,,,,,,,,,,,
1237655744020153198,227.972215,+05.572837,0.32355,21.20,N,0,59.493,,,,,,,,,,,,,,,,,
1237655744020153231,227.985373,+05.540482,0.31954,20.17,N,0,20.973,,,,,,,,,,,,,,,,,
1237655744020153237,227.986592,+05.527726,0.31923,20.41,N,0,42.216,,,,,,,,,,,,,,,,,
1237655744020153245,227.996517,+05.601758,0.41022,20.21,N,0,104.116,,,,,,,,,,,,,,,,,
1237655744020153246,227.988105,+05.505215,0.52227,20.52,N,0,83.613,,,,,,,,,,,,,,,,,
1237655744020153273,227.999511,+05.597563,0.26299,19.32,N,0,136.063,,,,,,,,,,,,,,,,,
1237655744020153275,228.005041,+05.624831,0.32232,20.54,N,0,19.717,,,,,,,,,,,,,,,,,
1237655744020153293,228.011935,+05.596279,0.26400,19.37,N,0,154.636,,,,,,,,,,,,,,,,,
1237655744020153300,228.020049,+05.665943,0.26405,20.52,N,0,106.208,,,,,,,,,,,,,,,,,
1237655744020153305,228.021766,+05.670052,0.26521,21.54,N,0,96.452,,,,,,,,,,,,,,,,,
1237655744020153311,228.020847,+05.651506,0.36697,19.31,N,0,95.130,,,,,,,,,,,,,,,,,
1237655744020153313,228.012881,+05.558217,0.52177,20.47,N,0,100.367,,,,,,,,,,,,,,,,,
1237655744020153326,228.018408,+05.574328,0.07714,20.21,Y,0,126.279,,,,,,,,,,,,,,,,,
1237655744020153331,228.021829,+05.570296,0.47621,20.64,N,0,134.136,,,,,,,,,,,,,,,,,
1237655744020153332,228.021063,+05.572405,0.47559,20.36,N,0,133.270,,,,,,,,,,,,,,,,,
1237655744020217897,228.102477,+05.638482,0.80049,18.22,N,0,183.814,,,,,,,,,,,,,,,,,
1237655744020217977,228.039140,+05.503498,0.07675,16.71,Y,1,0.007,0,587730022795313300,0.0767,2,1.454,17.71,16.78,3.22,2.36,3.22,2.36,0.55,0.01,172.57,0.72,3.53,0.14
1237655744020217978,228.037302,+05.506783,0.25795,19.41,N,0,13.530,,,,,,,,,,,,,,,,,
1237655744020218007,228.061217,+05.513713,0.04321,18.26,N,0,12.583,,,,,,,,,,,,,,,,,
1237655744020218009,228.063977,+05.515870,0.04289,15.92,N,1,0.011,0,587730022795313180,0.0429,2,0.845,16.48,16.07,2.01,1.87,2.01,1.87,0.15,0.01,34.86,1.52,1.10,0.02
1237655744020218037,228.099680,+05.648714,2.72347,19.47,N,0,330.701,,,,,,,,,,,,,,,,,
1237655744020218038,228.095603,+05.565988,0.07837,18.36,Y,0,53.738,,,,,,,,,,,,,,,,,
1237655744020218069,228.123997,+05.643981,0.22924,19.92,N,0,322.775,,,,,,,,,,,,,,,,,
1237655744020218074,228.134340,+05.690813,0.05257,16.03,N,1,0.011,0,587730022795313378,0.0525,2,1.023,16.99,16.11,5.19,3.34,5.19,3.34,0.71,0.00,129.68,0.23,2.96,0.07
1237655744020218083,228.137387,+05.657364,0.07860,18.77,Y,0,260.956,,,,,,,,,,,,,,,,,
1237655744020218178,228.044109,+05.659355,0.08290,21.08,Y,0,168.039,,,,,,,,,,,,,,,,,
1237655744020218185,228.049111,+05.621083,0.22839,18.85,N,0,142.403,,,,,,,,,,,,,,,,,
1237655744020218194,228.103117,+05.658669,0.07508,18.42,Y,0,352.430,,,,,,,,,,,,,,,,,
1237655744020218198,228.112420,+05.689933,0.22801,18.37,N,0,78.587,,,,,,,,,,,,,,,,,
1237655744020218199,228.115080,+05.688913,0.22779,18.52,N,0,69.332,,,,,,,,,,,,,,,,,
1237655744020218203,228.111044,+05.661765,0.27177,18.64,N,0,133.784,,,,,,,,,,,,,,,,,
1237655744020218243,228.136165,+05.680120,0.22890,18.82,N,0,39.035,,,,,,,,,,,,,,,,,
1237655744020218244,228.139267,+05.679257,0.22800,18.57,N,0,45.181,,,,,,,,,,,,,,,,,
1237655744020218258,228.054624,+05.511605,0.22889,19.51,N,0,36.875,,,,,,,,,,,,,,,,,
1237655744020218273,228.127729,+05.623149,0.39027,19.81,N,0,81.640,,,,,,,,,,,,,,,,,
1237655744020218317,228.045326,+05.697304,0.51463,20.17,N,0,138.898,,,,,,,,,,,,,,,,,
1237655744020218322,228.027677,+05.510566,0.29508,19.48,N,0,34.660,,,,,,,,,,,,,,,,,
1237655744020218323,228.029207,+05.510882,0.29768,21.20,N,0,37.519,,,,,,,,,,,,,,,,,
1237655744020218326,228.034326,+05.542331,0.55501,20.86,N,0,187.422,,,,,,,,,,,,,,,,,
1237655744020218327,228.033225,+05.526880,0.32362,20.60,N,0,80.788,,,,,,,,,,,,,,,,,
1237655744020218338,228.040493,+05.566419,0.03565,20.23,N,0,198.569,,,,,,,,,,,,,,,,,
1237655744020218345,228.052795,+05.681895,0.22877,19.93,N,0,168.784,,,,,,,,,,,,,,,,,
1237655744020218346,228.053351,+05.687250,0.39773,20.47,N,0,167.525,,,,,,,,,,,,,,,,,
1237655744020218354,228.041617,+05.530038,0.39792,20.12,N,0,94.988,,,,,,,,,,,,,,,,,
1237655744020218359,228.042812,+05.535571,0.42815,20.35,N,0,103.843,,,,,,,,,,,,,,,,,
1237655744020218364,228.041439,+05.522735,0.55482,20.76,N,0,69.734,,,,,,,,,,,,,,,,,
1237655744020218365,228.042209,+05.526403,0.38167,20.20,N,0,83.181,,,,,,,,,,,,,,,,,
1237655744020218373,228.057753,+05.663118,0.07770,18.84,Y,0,210.517,,,,,,,,,,,,,,,,,
1237655744020218374,228.055439,+05.662625,0.23067,20.05,N,0,204.306,,,,,,,,,,,,,,,,,
1237655744020218375,228.059664,+05.661001,0.29105,20.62,N,0,220.281,,,,,,,,,,,,,,,,,
1237655744020218378,228.053029,+05.604953,0.22838,19.92,N,0,174.507,,,,,,,,,,,,,,,,,
1237655744020218387,228.056879,+05.629150,0.67835,20.16,N,0,168.493,,,,,,,,,,,,,,,,,
1237655744020218396,228.058907,+05.606594,0.53858,20.09,N,0,191.012,,,,,,,,,,,,,,,,,
1237655744020218406,228.063849,+05.633133,0.07700,19.55,Y,0,194.433,,,,,,,,,,,,,,,,,
1237655744020218413,228.053186,+05.500243,0.24080,20.61,N,0,51.680,,,,,,,,,,,,,,,,,
1237655744020218416,228.066347,+05.635787,0.22895,20.40,N,0,204.518,,,,,,,,,,,,,,,,,
1237655744020218443,228.068401,+05.539036,0.29331,20.02,N,0,84.889,,,,,,,,,,,,,,,,,
1237655744020218470,228.083649,+05.630696,0.22962,20.35,N,0,241.858,,,,,,,,,,,,,,,,,
1237655744020218481,228.081299,+05.581429,0.24091,20.61,N,0,99.064,,,,,,,,,,,,,,,,,
1237655744020218496,228.088250,+05.577062,0.07999,19.45,Y,0,71.500,,,,,,,,,,,,,,,,,
1237655744020218498,228.099798,+05.689256,0.05266,19.49,N,0,123.865,,,,,,,,,,,,,,,,,
1237655744020218501,228.095446,+05.636216,0.52118,20.63,N,0,205.014,,,,,,,,,,,,,,,,,
1237655744020218522,228.103406,+05.663777,0.27237,20.36,N,0,147.485,,,,,,,,,,,,,,,,,
1237655744020218525,228.104063,+05.653361,0.22872,19.40,N,0,350.076,,,,,,,,,,,,,,,,,
1237655744020218530,228.109470,+05.681567,0.22728,20.68,N,0,95.103,,,,,,,,,,,,,,,,,
1237655744020218568,228.122877,+05.667358,0.22650,20.41,N,0,93.884,,,,,,,,,,,,,,,,,
1237655744020218579,228.126538,+05.668175,0.22900,20.58,N,0,86.146,,,,,,,,,,,,,,,,,
1237655744020218608,228.132132,+05.648298,0.22959,20.21,N,0,289.879,,,,,,,,,,,,,,,,,
1237655744020218625,228.139553,+05.693236,0.31050,20.39,N,0,20.616,,,,,,,,,,,,,,,,,
1237655744020218646,228.143548,+05.680294,0.29783,19.06,N,0,50.212,,,,,,,,,,,,,,,,,
1237655744020218827,228.039303,+05.543845,0.55417,20.86,N,0,202.859,,,,,,,,,,,,,,,,,
1237655744020218882,228.105794,+05.610897,0.43203,20.76,N,0,162.723,,,,,,,,,,,,,,,,,
1237655744020218894,228.117562,+05.642345,0.51532,20.65,N,0,346.307,,,,,,,,,,,,,,,,,
1237655744556761424,227.460486,+06.003101,0.12834,20.28,N,0,79.246,,,,,,,,,,,,,,,,,
1237655744556761471,227.414074,+05.986280,0.17303,20.40,N,0,75.291,,,,,,,,,,,,,,,,,
1237655744556761551,227.448921,+05.999806,0.03931,20.18,N,0,103.424,,,,,,,,,,,,,,,,,
1237655744556761556,227.460915,+05.995063,0.07248,20.45,Y,0,57.938,,,,,,,,,,,,,,,,,
1237655744556761836,227.434460,+05.974210,0.12665,19.99,N,0,53.685,,,,,,,,,,,,,,,,,
1237655744556761868,227.452486,+06.018604,0.39777,20.31,N,0,115.552,,,,,,,,,,,,,,,,,
1237655744556761881,227.461698,+06.012656,0.35777,20.54,N,0,87.711,,,,,,,,,,,,,,,,,
1237655744556826644,227.490436,+06.008564,0.08435,18.01,Y,0,49.806,,,,,,,,,,,,,,,,,
1237655744556826738,227.595972,+06.079738,0.07411,16.70,Y,1,0.030,0,587730023331922047,0.0741,2,1.408,16.21,15.16,34.58,20.35,34.58,20.35,0.84,0.00,9.55,0.24,0.50,0.00
1237655744556826787,227.471067,+06.003021,0.35850,18.21,N,0,63.094,,,,,,,,,,,,,,,,,
1237655744556826788,227.466240,+06.001065,0.35837,18.73,N,0,61.901,,,,,,,,,,,,,,,,,
1237655744556826789,227.471109,+06.000060,0.35618,19.88,N,0,52.597,,,,,,,,,,,,,,,,,
1237655744556826814,227.473792,+05.969956,0.07674,17.06,Y,1,0.036,0,587730023331922136,0.0767,2,1.454,18.02,17.10,2.67,1.72,2.67,1.72,0.74,0.01,14.52,0.54,3.55,0.19
1237655744556826824,227.484660,+06.021158,0.07953,16.74,Y,1,0.029,0,587730023331922150,0.0796,2,1.503,17.84,16.85,2.21,2.23,2.21,2.23,0.01,0.01,34.92,7.31,2.93,0.14
1237655744556826836,227.485888,+05.973640,0.07709,17.26,Y,1,0.037,0,587730023331922161,0.0727,-1,1.384,18.10,17.27,4.44,3.94,4.44,3.94,0.23,0.02,137.15,4.22,3.29,0.23
1237655744556826837,227.488277,+05.972405,0.18896,18.56,N,0,9.617,,,,,,,,,,,,,,,,,
1237655744556826853,227.519199,+06.041050,0.08299,16.62,Y,1,0.004,0,587730023331922174,0.0831,2,1.562,17.58,16.63,4.05,2.91,4.05,2.91,0.57,0.01,38.47,0.81,4.30,0.22
1237655744556826866,227.533470,+06.090238,0.32322,20.70,N,0,121.166,,,,,,,,,,,,,,,,,
1237655744556826867,227.535009,+06.089958,0.32331,20.40,N,0,119.370,,,,,,,,,,,,,,,,,
1237655744556826888,227.555312,+06.025627,0.09392,17.40,N,1,0.026,0,587730023331922019,0.1114,-1,2.028,18.32,17.37,4.94,4.08,4.94,4.08,0.36,0.03,82.57,2.97,4.52,0.21
1237655744556826889,227.550686,+06.025392,0.07637,16.44,Y,1,0.023,0,587730023331922020,0.0764,2,1.448,17.16,16.60,5.13,3.96,5.13,3.96,0.45,0.01,11.56,0.42,0.63,0.02
1237655744556826890,227.548664,+06.022501,0.17637,20.37,N,0,12.659,,,,,,,,,,,,,,,,,
1237655744556826896,227.563059,+06.112635,0.38588,20.07,N,0,40.223,,,,,,,,,,,,,,,,,
1237655744556826910,227.573509,+06.108531,0.09360,17.02,N,1,0.005,0,587730023331922218,0.0936,2,1.739,17.93,16.99,3.04,2.82,3.04,2.82,0.18,0.02,132.59,3.25,4.84,0.37
1237655744556826912,227.565074,+06.014393,0.12778,17.91,N,0,53.437,,,,,,,,,,,,,,,,,
1237655744556826925,227.584146,+06.090579,0.07634,17.97,Y,0,57.593,,,,,,,,,,,,,,,,,
1237655744556826950,227.596658,+06.037167,0.07731,16.17,Y,1,0.038,0,587730023331922245,0.0774,2,1.465,17.19,16.22,4.84,4.15,4.84,4.15,0.29,0.01,38.87,1.58,3.43,0.09
1237655744556826955,227.595852,+06.024520,0.07970,17.97,Y,0,45.594,,,,,,,,,,,,,,,,,
1237655744556826990,227.613658,+06.040810,0.09366,17.05,N,1,0.037,0,587730023331922286,0.0938,2,1.742,17.77,16.99,8.35,6.83,8.35,6.83,0.36,0.02,56.11,1.54,1.44,0.07
1237655744556826997,227.622921,+06.113515,0.07324,15.35,Y,1,0.018,0,587730023331922290,0.0733,2,1.394,16.25,15.39,9.13,6.66,9.13,6.66,0.54,0.00,19.07,0.24,3.39,0.04
1237655744556827006,227.620830,+06.070695,0.08133,17.90,Y,1,0.018,0,587730023331922296,0.0717,-1,1.366,18.85,18.05,2.70,1.95,2.70,1.95,0.56,0.02,13.02,1.26,1.33,0.13
1237655744556827026,227.474113,+05.985768,0.12794,17.73,N,1,0.038,0,587730023331922134,0.1417,-1,2.493,18.55,17.79,6.14,5.06,6.14,5.06,0.35,0.03,80.33,2.68,0.92,0.06
1237655744556827034,227.483639,+06.056393,0.08285,19.64,Y,0,126.927,,,,,,,,,,,,,,,,,
1237655744556827044,227.494781,+05.971929,0.17297,19.06,N,0,32.418,,,,,,,,,,,,,,,,,
1237655744556827045,227.505775,+06.086253,0.22395,18.51,N,0,122.630,,,,,,,,,,,,,,,,,
1237655744556827046,227.499729,+06.018391,0.27366,18.76,N,0,54.856,,,,,,,,,,,,,,,,,
1237655744556827055,227.536759,+05.996510,0.12752,18.70,N,0,164.392,,,,,,,,,,,,,,,,,
1237655744556827064,227.551646,+06.004167,0.05234,18.87,N,0,76.481,,,,,,,,,,,,,,,,,
1237655744556827066,227.580145,+06.090162,0.27392,18.44,N,0,67.966,,,,,,,,,,,,,,,,,
1237655744556827067,227.578901,+06.091186,0.38767,21.49,N,0,65.353,,,,,,,,,,,,,,,,,
1237655744556827068,227.581419,+06.090867,0.38564,20.84,N,0,65.731,,,,,,,,,,,,,,,,,
1237655744556827077,227.610378,+06.092441,0.23128,18.18,N,0,68.949,,,,,,,,,,,,,,,,,
1237655744556827078,227.613255,+06.091411,0.08231,20.39,Y,0,74.812,,,,,,,,,,,,,,,,,
1237655744556827096,227.468716,+06.028994,0.12681,20.17,N,0,63.684,,,,,,,,,,,,,,,,,
1237655744556827111,227.508685,+05.996786,0.39999,20.34,N,0,116.661,,,,,,,,,,,,,,,,,
1237655744556827114,227.517220,+06.084771,0.09408,20.00,N,0,163.917,,,,,,,,,,,,,,,,,
1237655744556827125,227.522261,+06.006679,0.22196,19.57,N,0,122.023,,,,,,,,,,,,,,,,,
1237655744556827126,227.530202,+06.094266,0.07687,19.29,Y,0,115.872,,,,,,,,,,,,,,,,,
1237655744556827127,227.524403,+06.014223,0.22183,19.88,N,0,102.306,,,,,,,,,,,,,,,,,
1237655744556827133,227.538263,+06.055304,0.17319,19.55,N,0,85.384,,,,,,,,,,,,,,,,,
1237655744556827136,227.533620,+05.979848,0.45473,20.25,N,0,105.255,,,,,,,,,,,,,,,,,
1237655744556827144,227.550962,+06.083113,0.24357,19.46,N,0,122.014,,,,,,,,,,,,,,,,,
1237655744556827149,227.567457,+06.033612,0.31630,19.64,N,0,52.143,,,,,,,,,,,,,,,,,
1237655744556827152,227.578026,+06.033589,0.20401,19.78,N,0,67.903,,,,,,,,,,,,,,,,,
1237655744556827154,227.585326,+06.108795,0.16651,20.09,N,0,42.307,,,,,,,,,,,,,,,,,
1237655744556827160,227.611680,+06.087466,0.20367,20.39,N,0,62.755,,,,,,,,,,,,,,,,,
1237655744556827164,227.613006,+06.029750,0.12087,19.48,N,0,39.849,,,,,,,,,,,,,,,,,
1237655744556827188,227.467147,+05.970231,0.18692,19.56,N,0,23.842,,,,,,,,,,,,,,,,,
1237655744556827191,227.475611,+06.056350,0.09334,20.61,N,0,130.795,,,,,,,,,,,,,,,,,
1237655744556827193,227.470301,+05.993111,0.39762,19.97,N,0,29.787,,,,,,,,,,,,,,,,,
1237655744556827211,227.479638,+06.026088,0.35790,20.47,N,0,25.284,,,,,,,,,,,,,,,,,
1237655744556827244,227.494147,+05.994178,0.35836,20.22,N,0,77.844,,,,,,,,,,,,,,,,,
1237655744556827248,227.498555,+06.056961,0.07877,20.10,Y,0,93.505,,,,,,,,,,,,,,,,,
1237655744556827249,227.499914,+06.055262,0.09416,19.99,N,0,85.933,,,,,,,,,,,,,,,,,
1237655744556827254,227.492641,+05.975438,0.54433,20.58,N,0,25.033,,,,,,,,,,,,,,,,,
1237655744556827261,227.502731,+06.042302,0.35707,19.73,N,0,59.131,,,,,,,,,,,,,,,,,
1237655744556827269,227.500127,+05.999669,0.05308,20.60,N,0,105.722,,,,,,,,,,,,,,,,,
1237655744556827309,227.517563,+06.045518,0.35765,20.78,N,0,17.119,,,,,,,,,,,,,,,,,
1237655744556827310,227.512662,+05.995081,0.22104,20.49,N,0,123.090,,,,,,,,,,,,,,,,,
1237655744556827311,227.513124,+06.002149,0.22247,20.57,N,0,122.737,,,,,,,,,,,,,,,,,
1237655744556827315,227.523207,+06.093789,0.23178,19.19,N,0,134.220,,,,,,,,,,,,,,,,,
1237655744556827320,227.517123,+06.010048,0.36309,20.64,N,0,122.904,,,,,,,,,,,,,,,,,
1237655744556827329,227.525705,+06.072377,0.35760,19.99,N,0,115.156,,,,,,,,,,,,,,,,,
1237655744556827340,227.520738,+06.010659,0.50254,20.67,N,0,119.599,,,,,,,,,,,,,,,,,
