sohn_objID,RAJ2000,DEJ2000,z,rmag,member_Mm,simard_matched,match_sep_arcsec,objID_agrees,simard_objID,simard_z,simard_Sp,simard_Scale,simard_gg2d,simard_rg2d,simard_Rhlr,simard_Rchl_r,simard_Rhlg,simard_Rchl_g,simard_e,simard_e_e,simard_phi,simard_e_phi,simard_ng,simard_e_ng
1237655744557023563,227.954360,+05.947133,0.25076,19.01,N,0,62.836,,,,,,,,,,,,,,,,,
1237655744557023637,227.956993,+05.945433,0.22249,18.87,N,0,62.831,,,,,,,,,,,,,,,,,
1237655744557023726,227.915538,+05.945327,0.24148,19.49,N,0,38.727,,,,,,,,,,,,,,,,,
1237655744557023729,227.916442,+05.951258,0.24357,20.53,N,0,53.751,,,,,,,,,,,,,,,,,
1237655744557023748,227.927041,+05.933136,0.18666,19.52,N,0,21.465,,,,,,,,,,,,,,,,,
1237655744557023752,227.929021,+05.944559,0.48514,21.05,N,0,33.216,,,,,,,,,,,,,,,,,
1237655744557023767,227.935562,+05.957947,0.07548,19.84,Y,0,18.847,,,,,,,,,,,,,,,,,
1237655744557023777,227.934537,+05.948183,0.24125,19.57,N,0,31.315,,,,,,,,,,,,,,,,,
1237655744557023778,227.934592,+05.944283,0.35841,19.79,N,0,44.412,,,,,,,,,,,,,,,,,
1237655744557023780,227.934807,+05.946021,0.35829,20.87,N,0,38.812,,,,,,,,,,,,,,,,,
1237655744557023840,227.959786,+05.952402,0.24276,20.59,N,0,66.740,,,,,,,,,,,,,,,,,
1237655744557023864,227.963122,+05.943078,0.25071,20.51,N,0,72.249,,,,,,,,,,,,,,,,,
1237655744557023881,227.969026,+05.937690,0.07417,19.00,Y,0,82.699,,,,,,,,,,,,,,,,,
1237662267537096797,227.677198,+05.516417,0.45090,19.55,N,0,90.212,,,,,,,,,,,,,,,,,
1237662267537096810,227.703815,+05.524450,0.07680,18.59,Y,0,154.379,,,,,,,,,,,,,,,,,
1237662267537096900,227.626370,+05.501862,0.07340,16.02,Y,1,0.007,0,587736546312192224,0.0734,2,1.396,16.82,15.96,7.54,6.05,7.54,6.05,0.40,0.01,141.94,0.56,4.21,0.06
1237662267537096935,227.649159,+05.512932,0.08010,17.99,Y,0,12.850,,,,,,,,,,,,,,,,,
1237662267537096946,227.652481,+05.511606,0.07899,17.39,Y,1,0.035,0,587736546312192263,0.0791,2,1.494,18.34,17.38,1.32,0.99,1.32,0.99,0.60,0.01,65.89,0.99,3.87,0.14
1237662267537096950,227.658406,+05.495388,0.07991,17.37,Y,1,0.016,0,587736546312192268,0.0803,2,1.516,18.35,17.40,1.70,1.68,1.70,1.68,0.06,0.02,24.96,7.21,3.42,0.27
1237662267537096962,227.665186,+05.524167,0.71865,20.57,N,0,64.134,,,,,,,,,,,,,,,,,
1237662267537096978,227.681392,+05.480890,0.07371,17.30,Y,1,0.029,0,587736546312192303,0.0738,2,1.403,18.13,17.21,2.68,2.45,2.68,2.45,0.20,0.02,20.82,3.37,5.21,0.22
1237662267537096993,227.703304,+05.480357,0.07646,18.32,Y,0,78.517,,,,,,,,,,,,,,,,,
1237662267537097052,227.726468,+05.481517,0.23969,19.14,N,0,67.334,,,,,,,,,,,,,,,,,
1237662267537097058,227.730084,+05.499864,0.07574,17.66,Y,1,0.030,0,587736546312192382,0.0655,-1,1.256,18.53,17.66,4.11,3.26,4.11,3.26,0.42,0.02,129.88,2.09,3.23,0.31
1237662267537097118,227.705515,+05.504030,0.25198,19.31,N,0,89.326,,,,,,,,,,,,,,,,,
1237662267537097207,227.701225,+05.481899,0.32192,20.73,N,0,71.136,,,,,,,,,,,,,,,,,
1237662267537097219,227.718316,+05.485330,0.25203,20.44,N,0,67.232,,,,,,,,,,,,,,,,,
1237662267537097288,227.587945,+05.521841,0.32311,20.11,N,0,105.997,,,,,,,,,,,,,,,,,
1237662267537097333,227.598115,+05.520162,0.39208,20.27,N,0,109.528,,,,,,,,,,,,,,,,,
1237662267537097473,227.628526,+05.523470,0.27292,21.76,N,0,64.450,,,,,,,,,,,,,,,,,
1237662267537097475,227.630533,+05.520926,0.07460,20.50,Y,0,68.450,,,,,,,,,,,,,,,,,
1237662267537097497,227.636126,+05.527925,0.27227,20.79,N,0,37.432,,,,,,,,,,,,,,,,,
1237662267537097527,227.642095,+05.508868,0.27277,20.77,N,0,38.535,,,,,,,,,,,,,,,,,
1237662267537097590,227.658250,+05.486846,0.32340,19.88,N,0,30.764,,,,,,,,,,,,,,,,,
1237662267537097692,227.683971,+05.518528,0.07949,19.74,Y,0,115.523,,,,,,,,,,,,,,,,,
1237662267537097712,227.689784,+05.486955,0.36576,20.15,N,0,37.140,,,,,,,,,,,,,,,,,
1237662267537097800,227.710775,+05.499655,0.07395,19.24,Y,0,69.218,,,,,,,,,,,,,,,,,
1237662267537097817,227.712234,+05.490748,0.07395,18.86,Y,0,71.922,,,,,,,,,,,,,,,,,
1237662267537097855,227.721739,+05.509835,0.08034,19.41,Y,0,46.717,,,,,,,,,,,,,,,,,
1237662267537097861,227.720796,+05.479178,0.25208,19.91,N,0,81.598,,,,,,,,,,,,,,,,,
1237662267537162528,227.771389,+05.520203,0.03498,15.41,N,1,0.079,0,587730022795182367,0.0351,2,0.698,15.96,15.46,6.29,5.35,6.29,5.35,0.29,0.01,98.81,0.30,1.27,0.02
1237662267537162650,227.790554,+05.502340,0.04306,18.88,N,0,62.838,,,,,,,,,,,,,,,,,
1237662267537162651,227.792357,+05.501912,0.07448,19.05,Y,0,65.436,,,,,,,,,,,,,,,,,
1237662267537162687,227.810201,+05.492149,0.07945,17.82,Y,1,0.032,0,587736546312257971,0.0616,-1,1.188,18.80,17.91,2.38,1.55,2.38,1.55,0.71,0.01,133.25,0.88,2.56,0.18
1237662267537162824,227.767397,+05.507029,0.22771,19.25,N,0,49.583,,,,,,,,,,,,,,,,,
1237662267537162938,227.804988,+05.482458,0.09507,20.10,N,0,39.593,,,,,,,,,,,,,,,,,
1237662267537162946,227.814383,+05.489774,0.22070,19.37,N,0,17.227,,,,,,,,,,,,,,,,,
1237662267537163035,227.728608,+05.476928,0.32251,19.11,N,0,82.762,,,,,,,,,,,,,,,,,
1237662267537163071,227.738737,+05.502615,0.08236,19.28,Y,0,32.523,,,,,,,,,,,,,,,,,
1237662267537163136,227.750601,+05.499363,0.08341,19.66,Y,0,73.522,,,,,,,,,,,,,,,,,
1237662267537163159,227.755631,+05.488276,0.32278,20.47,N,0,100.594,,,,,,,,,,,,,,,,,
1237662267537163183,227.762291,+05.489732,0.22358,19.88,N,0,121.026,,,,,,,,,,,,,,,,,
1237662267537163451,227.822038,+05.485001,0.63058,21.09,N,0,49.588,,,,,,,,,,,,,,,,,
1237662267537163492,227.830969,+05.493239,0.25396,19.94,N,0,74.492,,,,,,,,,,,,,,,,,
1237662267537163547,227.841503,+05.501423,0.22918,20.49,N,0,64.375,,,,,,,,,,,,,,,,,
1237662267537163565,227.846863,+05.505663,0.47671,20.76,N,0,47.713,,,,,,,,,,,,,,,,,
1237662267537163585,227.853880,+05.507022,0.63704,21.22,N,0,46.691,,,,,,,,,,,,,,,,,
1237662267537163622,227.861532,+05.498511,0.07655,20.04,Y,0,69.866,,,,,,,,,,,,,,,,,
1237662268073902155,227.516924,+05.876024,0.22194,18.47,N,0,121.119,,,,,,,,,,,,,,,,,
1237662268073902188,227.534861,+05.852928,0.31922,19.88,N,0,45.752,,,,,,,,,,,,,,,,,
1237662268073902236,227.563018,+05.866543,0.08314,19.77,Y,0,91.526,,,,,,,,,,,,,,,,,
1237662268073902351,227.464218,+05.802130,0.09777,19.22,N,0,12.121,,,,,,,,,,,,,,,,,
1237662268073902358,227.471136,+05.853419,0.17154,18.07,N,0,90.112,,,,,,,,,,,,,,,,,
1237662268073902361,227.466776,+05.799924,0.09839,17.81,N,1,0.026,0,587736546848997709,0.0983,2,1.817,18.73,17.90,6.78,4.11,6.78,4.11,0.79,0.01,60.78,0.38,0.54,0.04
1237662268073902375,227.479506,+05.868152,0.07866,18.30,Y,0,123.732,,,,,,,,,,,,,,,,,
1237662268073902376,227.481015,+05.869550,0.17192,20.74,N,0,128.677,,,,,,,,,,,,,,,,,
1237662268073902414,227.520440,+05.816099,0.08546,18.51,N,0,120.703,,,,,,,,,,,,,,,,,
1237662268073902415,227.523086,+05.816773,0.46794,19.82,N,0,122.848,,,,,,,,,,,,,,,,,
1237662268073902423,227.526126,+05.843643,0.07777,16.43,Y,1,0.029,0,587736546848997788,0.0779,2,1.474,17.25,16.54,4.11,3.72,4.11,3.72,0.20,0.01,166.59,1.81,1.47,0.03
1237662268073902428,227.522757,+05.782652,0.07104,17.25,N,1,0.013,0,587736546848997499,0.0711,2,1.356,17.88,17.40,2.65,2.00,2.65,2.00,0.49,0.01,114.98,0.62,0.72,0.03
1237662268073902469,227.570713,+05.946455,0.08558,16.58,N,1,0.021,0,587736546848997834,0.0857,2,1.607,17.53,16.62,4.32,3.51,4.32,3.51,0.38,0.01,166.01,1.07,2.74,0.10
1237662268073902472,227.565539,+05.893275,0.08389,18.16,Y,0,248.671,,,,,,,,,,,,,,,,,
1237662268073902509,227.602326,+05.923843,0.09492,18.90,N,0,52.887,,,,,,,,,,,,,,,,,
1237662268073902555,227.470484,+05.773281,0.20960,17.88,N,0,91.418,,,,,,,,,,,,,,,,,
1237662268073902568,227.524618,+05.939467,0.20871,18.78,N,0,47.002,,,,,,,,,,,,,,,,,
1237662268073902572,227.513048,+05.770361,0.17244,18.32,N,0,56.279,,,,,,,,,,,,,,,,,
1237662268073902573,227.511570,+05.769295,0.36820,19.55,N,0,62.593,,,,,,,,,,,,,,,,,
1237662268073902576,227.517212,+05.805485,0.28971,18.82,N,0,84.573,,,,,,,,,,,,,,,,,
1237662268073902582,227.539484,+05.928782,0.20899,18.00,N,0,103.014,,,,,,,,,,,,,,,,,
1237662268073902596,227.616465,+05.928031,0.09366,17.82,N,1,0.063,0,587736546848997906,0.0661,-1,1.268,18.38,17.82,4.86,3.60,4.86,3.60,0.51,0.02,40.62,1.42,1.00,0.06
1237662268073902606,227.477370,+05.824960,0.17219,18.76,N,0,65.195,,,,,,,,,,,,,,,,,
1237662268073902608,227.477905,+05.823990,0.25934,20.92,N,0,68.201,,,,,,,,,,,,,,,,,
1237662268073902625,227.593532,+05.940554,0.21055,19.18,N,0,84.439,,,,,,,,,,,,,,,,,
1237662268073902646,227.458164,+05.787822,0.36369,20.34,N,0,42.064,,,,,,,,,,,,,,,,,
1237662268073902659,227.479729,+05.860154,0.08050,20.10,Y,0,130.809,,,,,,,,,,,,,,,,,
1237662268073902661,227.472699,+05.767821,0.21082,20.38,N,0,107.700,,,,,,,,,,,,,,,,,
1237662268073902677,227.495537,+05.794491,0.26954,19.43,N,0,104.841,,,,,,,,,,,,,,,,,
1237662268073902683,227.513873,+05.930626,0.17628,19.25,N,0,60.432,,,,,,,,,,,,,,,,,
1237662268073902685,227.512979,+05.922077,0.09663,19.72,N,0,70.780,,,,,,,,,,,,,,,,,
1237662268073902688,227.528560,+05.821515,0.28962,19.47,N,0,80.160,,,,,,,,,,,,,,,,,
1237662268073902701,227.584182,+05.951962,0.22195,19.70,N,0,52.146,,,,,,,,,,,,,,,,,
1237662268073902704,227.586141,+05.937723,0.03147,18.74,N,0,63.579,,,,,,,,,,,,,,,,,
1237662268073902719,227.607510,+05.936983,0.18867,19.92,N,0,45.477,,,,,,,,,,,,,,,,,
1237662268073902788,227.459203,+05.783329,0.35746,19.52,N,0,43.043,,,,,,,,,,,,,,,,,
1237662268073902792,227.458824,+05.768268,0.39204,20.17,N,0,69.331,,,,,,,,,,,,,,,,,
1237662268073902796,227.459318,+05.780027,0.17112,19.74,N,0,45.365,,,,,,,,,,,,,,,,,
1237662268073902811,227.467362,+05.813742,0.09833,20.42,N,0,49.767,,,,,,,,,,,,,,,,,
1237662268073902832,227.473059,+05.829601,0.17125,19.15,N,0,46.393,,,,,,,,,,,,,,,,,
1237662268073902881,227.486816,+05.882863,0.79540,21.54,N,0,154.314,,,,,,,,,,,,,,,,,
1237662268073902883,227.486970,+05.877680,0.32273,20.65,N,0,151.169,,,,,,,,,,,,,,,,,
1237662268073902942,227.491793,+05.801617,0.39182,20.79,N,0,89.791,,,,,,,,,,,,,,,,,
1237662268073902959,227.504610,+05.894743,0.46792,20.38,N,0,228.232,,,,,,,,,,,,,,,,,
1237662268073902960,227.503488,+05.892843,0.21013,20.62,N,0,222.074,,,,,,,,,,,,,,,,,
1237662268073902974,227.505355,+05.874087,0.46790,20.18,N,0,132.443,,,,,,,,,,,,,,,,,
1237662268073902979,227.509842,+05.914400,0.72673,21.05,N,0,83.932,,,,,,,,,,,,,,,,,
1237662268073902984,227.508717,+05.889120,0.46805,20.85,N,0,235.899,,,,,,,,,,,,,,,,,
1237662268073902986,227.501248,+05.804559,0.26899,19.69,N,0,110.259,,,,,,,,,,,,,,,,,
1237662268073902987,227.500824,+05.789179,0.35993,20.44,N,0,82.007,,,,,,,,,,,,,,,,,
1237662268073902996,227.510019,+05.864486,0.32111,20.67,N,0,94.632,,,,,,,,,,,,,,,,,
1237662268073903000,227.515271,+05.911741,0.36745,19.34,N,0,103.010,,,,,,,,,,,,,,,,,
1237662268073903002,227.509891,+05.860015,0.22773,19.34,N,0,82.782,,,,,,,,,,,,,,,,,
1237662268073903021,227.518002,+05.892292,0.17267,20.27,N,0,270.989,,,,,,,,,,,,,,,,,
1237662268073903031,227.514518,+05.837969,0.26855,20.76,N,0,46.343,,,,,,,,,,,,,,,,,
1237662268073903040,227.521923,+05.887973,0.40020,20.50,N,0,280.920,,,,,,,,,,,,,,,,,
1237662268073903057,227.524207,+05.890999,0.54740,20.20,N,0,291.306,,,,,,,,,,,,,,,,,
1237662268073903058,227.525520,+05.892184,0.45518,20.50,N,0,296.897,,,,,,,,,,,,,,,,,
1237662268073903059,227.527784,+05.929292,0.20991,19.50,N,0,84.916,,,,,,,,,,,,,,,,,
1237662268073903061,227.522483,+05.847218,0.09686,19.76,N,0,18.319,,,,,,,,,,,,,,,,,
1237662268073903071,227.518530,+05.772432,0.36336,20.42,N,0,39.783,,,,,,,,,,,,,,,,,
1237662268073903074,227.521796,+05.806000,0.22216,19.26,N,0,84.131,,,,,,,,,,,,,,,,,
1237662268073903075,227.521895,+05.807688,0.68726,21.41,N,0,90.190,,,,,,,,,,,,,,,,,
1237662268073903097,227.535057,+05.921081,0.20926,19.68,N,0,120.517,,,,,,,,,,,,,,,,,
1237662268073903110,227.533248,+05.866047,0.40032,20.76,N,0,84.563,,,,,,,,,,,,,,,,,
1237662268073903116,227.540261,+05.935967,0.31813,21.05,N,0,84.857,,,,,,,,,,,,,,,,,
1237662268073903124,227.544664,+05.949844,0.07423,20.59,Y,0,76.967,,,,,,,,,,,,,,,,,
1237662268073903170,227.549240,+05.848183,0.31940,19.90,N,0,84.356,,,,,,,,,,,,,,,,,
1237662268073903176,227.553193,+05.926089,0.21089,20.05,N,0,96.501,,,,,,,,,,,,,,,,,
1237662268073903181,227.546205,+05.835643,0.17217,19.70,N,0,77.459,,,,,,,,,,,,,,,,,
1237662268073903201,227.557549,+05.931182,0.20924,20.04,N,0,72.429,,,,,,,,,,,,,,,,,
1237662268073903208,227.554201,+05.881672,0.52626,21.81,N,0,291.384,,,,,,,,,,,,,,,,,
1237662268073903309,227.583244,+05.925373,0.20949,20.28,N,0,88.188,,,,,,,,,,,,,,,,,
1237662268073903310,227.585150,+05.941856,0.07773,18.93,Y,0,54.296,,,,,,,,,,,,,,,,,
1237662268073903322,227.587315,+05.955908,0.20924,20.36,N,0,68.497,,,,,,,,,,,,,,,,,
1237662268073903399,227.602933,+05.947739,0.20930,18.87,N,0,85.919,,,,,,,,,,,,,,,,,
1237662268073903400,227.602889,+05.951589,0.32306,19.71,N,0,97.751,,,,,,,,,,,,,,,,,
1237662268073903425,227.606702,+05.921911,0.46141,21.24,N,0,41.385,,,,,,,,,,,,,,,,,
1237662268073903639,227.564537,+05.911794,0.55391,20.26,N,0,194.979,,,,,,,,,,,,,,,,,
1237662268073903698,227.607191,+05.928861,0.58872,20.77,N,0,33.393,,,,,,,,,,,,,,,,,
1237662268074033704,227.901511,+05.910752,0.07370,18.07,Y,0,123.374,,,,,,,,,,,,,,,,,
1237662268074033806,227.916808,+05.922023,0.07772,18.60,Y,0,60.101,,,,,,,,,,,,,,,,,
1237662268074034495,227.891439,+05.921184,0.07756,20.39,Y,0,127.433,,,,,,,,,,,,,,,,,
1237662268074034532,227.899432,+05.905807,0.08086,19.02,Y,0,142.031,,,,,,,,,,,,,,,,,
1237662268074034541,227.902186,+05.922638,0.51454,21.56,N,0,91.830,,,,,,,,,,,,,,,,,
1237662268074034583,227.909540,+05.929956,0.45747,20.97,N,0,55.393,,,,,,,,,,,,,,,,,
1237662268074034608,227.914122,+05.895299,0.54779,20.35,N,0,118.091,,,,,,,,,,,,,,,,,
1237662268074098792,227.928863,+05.888635,0.08407,18.15,Y,0,137.283,,,,,,,,,,,,,,,,,
1237662268074098823,227.944539,+05.832570,0.05299,19.22,N,0,1.987,,,,,,,,,,,,,,,,,
1237662268074098825,227.945075,+05.832370,0.05336,17.28,N,1,0.065,0,587736546849194176,0.0533,2,1.037,17.48,16.90,4.19,3.30,4.19,3.30,0.43,0.01,111.76,1.02,1.23,0.05
1237662268074098881,227.967715,+05.816071,0.07941,18.61,Y,0,100.153,,,,,,,,,,,,,,,,,
1237662268074098890,227.984066,+05.905611,0.17364,18.48,N,0,161.857,,,,,,,,,,,,,,,,,
1237662268074098898,227.980713,+05.833872,0.18072,18.03,N,0,127.799,,,,,,,,,,,,,,,,,
1237662268074098913,227.995658,+05.888684,0.07981,18.55,Y,0,361.035,,,,,,,,,,,,,,,,,
1237662268074098917,227.986799,+05.752799,0.17475,16.83,N,1,0.032,0,587736546849194250,0.1767,-1,2.990,17.65,16.43,21.69,17.09,21.69,17.09,0.43,0.01,24.86,1.13,4.56,0.04
1237662268074098918,227.987432,+05.753634,0.17513,18.59,N,0,3.782,,,,,,,,,,,,,,,,,
1237662268074098936,228.016950,+05.859114,0.07779,15.84,Y,1,0.039,0,587736546849194280,0.0778,2,1.472,16.80,15.87,4.33,4.09,4.33,4.09,0.12,0.01,158.47,2.01,2.97,0.04
1237662268074098949,228.026217,+05.821441,0.14229,18.60,N,0,64.122,,,,,,,,,,,,,,,,,
1237662268074098952,228.022508,+05.769559,0.07521,17.48,Y,1,0.029,0,587736546849194295,0.0753,2,1.428,18.39,17.54,1.44,1.19,1.44,1.19,0.41,0.02,73.71,1.39,2.91,0.21
1237662268074098968,228.033306,+05.779988,0.22852,20.50,N,0,53.919,,,,,,,,,,,,,,,,,
1237662268074099058,227.987066,+05.908591,0.17299,19.09,N,0,165.271,,,,,,,,,,,,,,,,,
1237662268074099060,227.979524,+05.794006,0.07497,18.28,Y,0,177.306,,,,,,,,,,,,,,,,,
1237662268074099062,227.977348,+05.794058,0.07915,19.34,Y,0,184.202,,,,,,,,,,,,,,,,,
1237662268074099066,227.976421,+05.755455,0.17473,19.21,N,0,38.350,,,,,,,,,,,,,,,,,
1237662268074099067,227.977902,+05.723563,0.17392,19.35,N,0,109.963,,,,,,,,,,,,,,,,,
1237662268074099072,227.991043,+05.769553,0.17485,18.42,N,0,62.205,,,,,,,,,,,,,,,,,
1237662268074099110,227.936335,+05.908157,0.36653,20.50,N,0,91.046,,,,,,,,,,,,,,,,,
1237662268074099119,227.949609,+05.925950,0.48535,20.23,N,0,21.181,,,,,,,,,,,,,,,,,
1237662268074099126,227.963739,+05.902979,0.07901,20.17,Y,0,118.086,,,,,,,,,,,,,,,,,
1237662268074099127,227.959720,+05.854545,0.12459,20.00,N,0,95.517,,,,,,,,,,,,,,,,,
1237662268074099137,227.978516,+05.857052,0.20577,19.32,N,0,137.804,,,,,,,,,,,,,,,,,
1237662268074099143,227.990991,+05.852945,0.38245,19.70,N,0,95.543,,,,,,,,,,,,,,,,,
1237662268074099156,227.997177,+05.732980,0.07952,20.90,Y,0,80.470,,,,,,,,,,,,,,,,,
1237662268074099162,228.007534,+05.770595,2.74718,21.16,N,0,53.734,,,,,,,,,,,,,,,,,
1237662268074099174,228.017337,+05.764512,0.49022,20.44,N,0,25.927,,,,,,,,,,,,,,,,,
1237662268074099178,228.019588,+05.761094,0.51461,21.15,N,0,32.213,,,,,,,,,,,,,,,,,
1237662268074099185,228.028154,+05.798117,0.26875,19.57,N,0,104.781,,,,,,,,,,,,,,,,,
1237662268074099249,227.922697,+05.897750,0.29927,20.63,N,0,143.102,,,,,,,,,,,,,,,,,
1237662268074099250,227.922717,+05.893678,0.12468,19.84,N,0,132.199,,,,,,,,,,,,,,,,,
1237662268074099298,227.935366,+05.855715,0.64099,21.06,N,0,90.897,,,,,,,,,,,,,,,,,
1237662268074099320,227.943301,+05.881523,0.45348,20.60,N,0,173.043,,,,,,,,,,,,,,,,,
1237662268074099324,227.940871,+05.852581,0.50905,20.37,N,0,74.255,,,,,,,,,,,,,,,,,
1237662268074099343,227.946355,+05.859098,0.20550,19.19,N,0,96.297,,,,,,,,,,,,,,,,,
1237662268074099351,227.949798,+05.866624,0.24327,20.01,N,0,188.406,,,,,,,,,,,,,,,,,
1237662268074099367,227.956521,+05.909745,0.42838,20.79,N,0,84.504,,,,,,,,,,,,,,,,,
1237662268074099426,227.958400,+05.756423,0.08008,20.60,Y,0,32.398,,,,,,,,,,,,,,,,,
1237662268074099432,227.966946,+05.823338,0.12492,19.23,N,0,84.873,,,,,,,,,,,,,,,,,
1237662268074099434,227.975364,+05.919278,0.07599,20.78,Y,0,110.616,,,,,,,,,,,,,,,,,
1237662268074099436,227.967442,+05.827244,0.32298,19.71,N,0,82.264,,,,,,,,,,,,,,,,,
1237662268074099441,227.960980,+05.747597,0.32287,21.10,N,0,51.709,,,,,,,,,,,,,,,,,
1237662268074099452,227.976793,+05.896355,0.24204,20.48,N,0,303.826,,,,,,,,,,,,,,,,,
1237662268074099463,227.963618,+05.723521,0.49030,20.88,N,0,112.566,,,,,,,,,,,,,,,,,
1237662268074099464,227.980527,+05.909132,0.45332,20.60,N,0,144.261,,,,,,,,,,,,,,,,,
1237662268074099480,227.970990,+05.754866,0.17470,20.16,N,0,57.080,,,,,,,,,,,,,,,,,
1237662268074099492,227.976764,+05.775827,0.08144,20.14,Y,0,90.341,,,,,,,,,,,,,,,,,
1237662268074099504,227.988628,+05.874587,0.29906,20.36,N,0,115.689,,,,,,,,,,,,,,,,,
1237662268074099508,227.984105,+05.815567,0.03518,19.70,N,0,152.376,,,,,,,,,,,,,,,,,
1237662268074099514,227.994376,+05.909707,0.17362,19.67,N,0,186.806,,,,,,,,,,,,,,,,,
1237662268074099538,227.995647,+05.864029,0.22373,20.73,N,0,78.283,,,,,,,,,,,,,,,,,
1237662268074099583,227.993457,+05.730058,0.07920,20.54,Y,0,85.283,,,,,,,,,,,,,,,,,
1237662268074099591,228.003273,+05.853478,0.26910,19.49,N,0,52.978,,,,,,,,,,,,,,,,,
1237662268074099592,228.005160,+05.853314,0.26985,20.84,N,0,47.065,,,,,,,,,,,,,,,,,
1237662268074099603,227.995689,+05.729518,0.29669,20.21,N,0,89.672,,,,,,,,,,,,,,,,,
1237662268074099607,227.994577,+05.710948,0.27670,20.64,N,0,80.076,,,,,,,,,,,,,,,,,
1237662268074099608,228.008291,+05.857262,0.07912,19.41,Y,0,31.680,,,,,,,,,,,,,,,,,
1237662268074099636,228.011799,+05.852029,0.09518,19.21,N,0,31.445,,,,,,,,,,,,,,,,,
1237662268074099650,228.003764,+05.712637,0.44522,21.36,N,0,73.805,,,,,,,,,,,,,,,,,
1237662268074099684,228.023155,+05.826939,0.24160,19.71,N,0,59.752,,,,,,,,,,,,,,,,,
1237662268074099710,228.030109,+05.789563,0.09719,20.43,N,0,76.995,,,,,,,,,,,,,,,,,
1237662268074099715,228.029633,+05.766352,0.22807,19.70,N,0,28.038,,,,,,,,,,,,,,,,,
1237662268074099907,227.948679,+05.904432,0.51507,20.72,N,0,96.472,,,,,,,,,,,,,,,,,
1237655744019890249,227.391380,+05.575820,0.03786,17.66,N,1,0.036,0,587730022794985565,0.0379,2,0.752,18.12,17.70,4.82,3.17,4.82,3.17,0.68,0.02,134.92,1.15,1.28,0.11
1237655744019890380,227.347278,+05.727425,0.08279,16.07,Y,1,0.019,0,587730022794985688,0.0830,2,1.560,17.01,16.03,5.02,3.82,5.02,3.82,0.49,0.01,30.64,0.53,4.73,0.08
1237655744019890428,227.376435,+05.612576,0.03878,15.76,N,1,0.023,0,587730022794985727,0.0388,2,0.768,16.57,15.70,2.72,2.47,2.72,2.47,0.20,0.01,158.18,0.49,5.10,0.02
1237655744019890460,227.406525,+05.761728,0.07725,17.88,Y,1,0.019,0,587730022794985752,0.0749,-1,1.422,18.82,17.89,1.22,0.99,1.22,0.99,0.55,0.03,100.49,1.93,3.69,0.46
1237655744019890463,227.410688,+05.622285,0.07965,17.90,Y,1,0.047,0,587730022794985755,0.0644,-1,1.238,18.84,18.02,1.63,1.52,1.63,1.52,0.17,0.04,161.06,6.61,2.23,0.21
1237655744019890479,227.430882,+05.670016,0.08383,17.01,Y,1,0.066,0,587730022794985766,0.0840,2,1.577,17.80,17.00,8.03,5.32,8.03,5.32,0.67,0.01,19.78,0.80,2.50,0.14
1237655744019890532,227.352615,+05.661211,0.07685,18.41,Y,0,282.239,,,,,,,,,,,,,,,,,
1237655744019890619,227.357064,+05.747410,0.03901,18.16,N,0,80.011,,,,,,,,,,,,,,,,,
1237655744019890625,227.361049,+05.742681,0.22488,20.05,N,0,73.803,,,,,,,,,,,,,,,,,
1237655744019890628,227.361569,+05.729793,0.08407,18.75,Y,0,51.886,,,,,,,,,,,,,,,,,
1237655744019890635,227.377174,+05.764206,0.25461,19.40,N,0,104.257,,,,,,,,,,,,,,,,,
1237655744019890639,227.377309,+05.627493,0.54818,19.67,N,0,53.777,,,,,,,,,,,,,,,,,
1237655744019890794,227.341408,+05.714548,0.08327,19.35,Y,0,50.922,,,,,,,,,,,,,,,,,
1237655744019890811,227.348008,+05.691777,0.21077,20.19,N,0,307.096,,,,,,,,,,,,,,,,,
1237655744019890820,227.351417,+05.714347,0.08206,20.46,Y,0,49.375,,,,,,,,,,,,,,,,,
1237655744019890826,227.352220,+05.706626,0.29321,20.90,N,0,76.957,,,,,,,,,,,,,,,,,
1237655744019890831,227.359077,+05.718398,0.59061,21.06,N,0,53.319,,,,,,,,,,,,,,,,,
1237655744019890834,227.359217,+05.707293,0.08251,19.27,Y,0,84.165,,,,,,,,,,,,,,,,,
1237655744019890835,227.356710,+05.706922,0.29312,20.35,N,0,81.190,,,,,,,,,,,,,,,,,
1237655744019890840,227.359230,+05.673586,0.58884,20.71,N,0,257.069,,,,,,,,,,,,,,,,,
1237655744019890842,227.365705,+05.741305,0.54720,20.20,N,0,82.769,,,,,,,,,,,,,,,,,
1237655744019890847,227.367362,+05.739509,0.52700,20.09,N,0,84.055,,,,,,,,,,,,,,,,,
1237655744019890855,227.360946,+05.634533,0.23934,20.64,N,0,96.577,,,,,,,,,,,,,,,,,
1237655744019890864,227.365578,+05.625878,0.17667,20.50,N,0,61.694,,,,,,,,,,,,,,,,,
1237655744019890870,227.378062,+05.734005,0.27399,19.85,N,0,112.773,,,,,,,,,,,,,,,,,
1237655744019890877,227.377905,+05.712655,0.21172,20.39,N,0,121.917,,,,,,,,,,,,,,,,,
1237655744019890885,227.379248,+05.684378,0.08313,19.88,Y,0,192.117,,,,,,,,,,,,,,,,,
1237655744019890886,227.379963,+05.665157,0.07964,20.00,Y,0,183.315,,,,,,,,,,,,,,,,,
1237655744019890892,227.384378,+05.697451,0.08317,19.45,Y,0,193.713,,,,,,,,,,,,,,,,,
