recno	Cl	ID	xpos	ypos	RAJ2000	DEJ2000	zspec	FlF814W	FlF160W	ClF814W	ClF160W	FRad	S/G	BandTot	FF225W	e_FF225W	w_FF225W	f_FF225W	FF275W	e_FF275W	w_FF275W	f_FF275W	FF336W	e_FF336W	w_FF336W	f_FF336W	FF390W	e_FF390W	w_FF390W	f_FF390W	FF435W	e_FF435W	w_FF435W	f_FF435W	FF475W	e_FF475W	w_FF475W	f_FF475W	FF555W	e_FF555W	w_FF555W	f_FF555W	FF606W	e_FF606W	w_FF606W	f_FF606W	FF625W	e_FF625W	w_FF625W	f_FF625W	FF775W	e_FF775W	w_FF775W	f_FF775W	FF814W	e_FF814W	w_FF814W	f_FF814W	FF850LP	e_FF850LP	w_FF850LP	f_FF850LP	FF105W	e_FF105W	w_FF105W	f_FF105W	FF110W	e_FF110W	w_FF110W	f_FF110W	FF125W	e_FF125W	w_FF125W	f_FF125W	FF140W	e_FF140W	w_FF140W	f_FF140W	FF160W	e_FF160W	w_FF160W	f_FF160W	FKs	e_FKs	w_FKs	f_FKs	UseKs	Fch1	e_Fch1	w_Fch1	f_Fch1	Usech1	Fch2	e_Fch2	w_Fch2	f_Fch2	Usech2	Fch3	e_Fch3	w_Fch3	f_Fch3	Usech3	Fch4	e_Fch4	w_Fch4	f_Fch4	Usech4	r_zspec	theta	Rad	Aimg	Bimg	Use	zpF225W	zpF275W	zpF336W	zpF390W	zpF435W	zpF475W	zpF555W	zpF606W	zpF625W	zpF775W	zpF814W	zpF850LP	zpF105W	zpF110W	zpF125W	zpF140W	zpF160W	zpKs	zpch1	zpch2	zpch3	zpch4	mwF225W	mwF275W	mwF336W	mwF390W	mwF435W	mwF475W	mwF555W	mwF606W	mwF625W	mwF775W	mwF814W	mwF850LP	mwF105W	mwF110W	mwF125W	mwF140W	mwF160W	mwKs	mwch1	mwch2	mwch3	mwch4
   16814	M0416-clu	20042	1622.0910	4108.4940	064.0509430	-24.0456380	 0.3865	 0	 0	 0.0300	 0.0000	  6.3500	0	bcg  	            	            	 0.0000e+00	 -1	            	            	 0.0000e+00	-1	            	            	 0.0000e+00	 -1	            	            	 0.0000e+00	 -1	 6.48669e+00	 1.76058e-01	 9.5610e-01	  0	 1.04489e+01	 4.82498e-01	 9.6610e-01	  0	            	            	           	  	 3.64176e+01	 2.25001e-01	 8.9630e-01	  0	 4.84518e+01	 7.64047e-01	 9.6960e-01	  0	 8.00076e+01	 8.18489e-01	 9.5390e-01	  0	 8.78120e+01	 2.46008e-01	 9.9640e-01	  0	 1.07818e+02	 1.03722e+00	 7.4800e-01	  0	            	            	 0.00000e+00	 -1	            	            	 0.0000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	 3.13926e+02	 7.39071e+00	 7.5790e-01	  0	2	 1.19306e+02	 2.33957e+01	 7.7480e-01	  0	2	 9.27784e+01	 2.24501e+01	 8.3730e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	 12.6000	 28.8884	 7.6980	 7.3520	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   16815	M0416-clu	20043	1364.2550	3229.8430	064.0556510	-24.0602820	 0.4049	 0	 0	 0.0300	 0.0300	  7.6480	0	bcg  	 9.05052e-03	 4.40770e-01	 5.9280e-01	  4	 5.79545e-01	 1.22612e-01	 9.1160e-01	 4	 7.77693e-01	 7.83445e-02	 8.6840e-01	  4	 2.19452e+00	 1.63844e-01	 6.0370e-01	  0	 5.81716e+00	 1.79507e-01	 1.0000e+00	  0	 1.09206e+01	 4.81904e-01	 9.2820e-01	  0	            	            	           	  	 3.22954e+01	 2.36207e-01	 9.1980e-01	  0	 4.32899e+01	 9.69182e-01	 9.2660e-01	  0	 7.49530e+01	 8.49705e-01	 9.2630e-01	  0	 7.81595e+01	 3.16181e-01	 9.7720e-01	  0	 1.02074e+02	 1.15365e+00	 8.8620e-01	  0	 1.23313e+02	 5.14480e-01	 3.60200e-01	  0	 1.38519e+02	 8.16520e-01	 7.3980e-01	  0	 1.54510e+02	 6.80226e-01	 3.41100e-01	  0	 1.52418e+02	 8.59727e+00	 3.49200e-01	  0	 1.94765e+02	 2.34120e-01	 4.01400e-01	  0	 2.76971e+02	 6.53952e+00	 8.2370e-01	  0	2	 1.11478e+02	 1.39452e+01	 9.1360e-01	  0	2	 8.52450e+01	 1.39397e+01	 9.1420e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	 41.6000	 31.9730	 9.8580	 8.3220	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   16816	M0416-clu	20044	1442.7360	1762.8540	064.0542210	-24.0847320	 0.4059	 0	 0	 0.0300	 0.0000	 13.9610	0	bcg  	            	            	 0.0000e+00	 -1	 5.68634e-01	 1.23096e-01	 9.0430e-01	 4	 1.21541e+00	 7.65121e-02	 9.1600e-01	  4	            	            	 0.0000e+00	 -1	 1.45011e+01	 5.11162e-01	 9.0310e-01	  0	 2.53629e+01	 9.13836e-01	 8.9610e-01	  0	            	            	           	  	 9.32599e+01	 1.04112e+00	 6.8670e-01	  0	 1.23725e+02	 3.19102e+00	 9.1310e-01	  0	 2.13981e+02	 4.51255e+00	 8.6090e-01	  0	 2.35788e+02	 2.32252e+00	 9.3420e-01	  0	 2.98103e+02	 5.21856e+00	 9.5650e-01	  0	 3.93781e+02	 9.96045e+00	 1.70000e-03	  0	            	            	 0.0000e+00	 -1	            	            	 0.00000e+00	 -1	 5.89336e+02	 3.19092e+00	 6.50000e-03	  0	            	            	 0.00000e+00	 -1	 9.95980e+02	 2.41809e+01	 8.8870e-01	  0	2	 5.36007e+02	 7.95297e+01	 9.0670e-01	  0	2	 4.30022e+02	 7.08604e+01	 8.4130e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	 -6.2000	 53.3569	17.0070	12.7040	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   16817	M0416-clu	20045	3206.7170	1505.1780	064.0220180	-24.0890270	 0.3944	 3	 3	 0.0300	 0.0300	 11.9800	0	bcg  	 4.36918e-01	 3.83068e-01	 7.8590e-01	  4	 2.57792e-01	 1.33232e-01	 7.6960e-01	 4	 9.07560e-01	 8.33245e-02	 7.6790e-01	  4	 2.48499e+00	 1.66024e-01	 8.0580e-01	  0	 1.19131e+01	 3.40370e-01	 9.3270e-01	  0	 2.18414e+01	 7.95347e-01	 9.4200e-01	  0	            	            	           	  	 7.35429e+01	 5.21096e-01	 8.1470e-01	  0	 9.94434e+01	 1.90696e+00	 9.4950e-01	  0	 1.69540e+02	 2.60660e+00	 9.5070e-01	  0	 1.84196e+02	 7.06898e-01	 9.6500e-01	  0	 2.50269e+02	 4.79830e+00	 7.9360e-01	  0	 2.95555e+02	 1.40492e+00	 4.28100e-01	  0	            	            	 0.0000e+00	 -1	 3.76728e+02	 1.03245e+00	 3.71000e-01	  0	 4.32573e+02	 2.53541e+00	 4.16100e-01	  0	 4.90867e+02	 4.79474e-01	 4.06500e-01	  0	 7.04885e+02	 1.66800e+01	 1.0000e+00	  0	2	 3.38944e+02	 2.49960e+01	 9.0850e-01	  0	2	 2.70844e+02	 3.18909e+01	 6.9470e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	 38.9000	 48.8625	14.9020	12.7850	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   16818	M0416-clu	20046	3170.8610	1457.2740	064.0226720	-24.0898250	 0.4063	 3	 3	 0.0300	 0.0300	 11.4830	0	bcg  	 1.93565e-01	 4.09605e-01	 6.8680e-01	  4	 2.96425e-01	 1.29948e-01	 8.0930e-01	 4	 4.30075e-01	 7.76711e-02	 8.7990e-01	  4	 9.10963e-01	 1.39865e-01	 7.5420e-01	  4	 5.36773e+00	 2.20573e-01	 9.2280e-01	  0	 1.00404e+01	 5.23587e-01	 9.3800e-01	  0	            	            	           	  	 3.00632e+01	 3.78162e-01	 9.8420e-01	  0	 3.99062e+01	 1.22146e+00	 9.4240e-01	  0	 6.78766e+01	 1.51576e+00	 9.3310e-01	  0	 7.30149e+01	 5.38729e-01	 9.6880e-01	  0	 1.00786e+02	 2.75160e+00	 9.6430e-01	  0	 1.16318e+02	 1.30128e+00	 3.80700e-01	  0	            	            	 0.0000e+00	 -1	 1.45375e+02	 1.56033e+00	 3.66100e-01	  0	 1.65823e+02	 2.69320e+00	 3.78700e-01	  0	 1.83594e+02	 1.74844e+00	 3.57000e-01	  0	 2.61715e+02	 6.43431e+00	 8.7600e-01	  0	2	 1.28186e+02	 1.73936e+01	 9.0240e-01	  0	2	 9.83112e+01	 1.97567e+01	 6.8220e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	-54.4000	 38.4375	11.0130	10.1810	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   16819	M0416-clu	20047	3478.1910	1472.4170	064.0170610	-24.0895720	 0.3956	 0	 0	 0.0300	 0.0000	  5.2110	0	bcg  	-4.90930e-01	 4.02891e-01	 7.1050e-01	  4	 4.02557e-01	 1.30509e-01	 8.0300e-01	 4	 6.35975e-01	 8.20799e-02	 7.8930e-01	  4	            	            	 0.0000e+00	 -1	 6.43434e+00	 3.95931e-01	 8.9200e-01	  0	 1.15325e+01	 2.76927e-01	 9.4600e-01	  0	            	            	           	  	 4.29418e+01	 1.12301e+00	 9.6100e-01	  0	 5.78094e+01	 1.00590e+00	 9.6660e-01	  0	 1.01370e+02	 2.37465e+00	 9.6550e-01	  0	 1.12251e+02	 2.92804e+00	 9.6990e-01	  0	 1.47079e+02	 1.87851e+00	 9.2260e-01	  0	            	            	 0.00000e+00	 -1	            	            	 0.0000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	 4.70534e+02	 1.11546e+01	 6.5650e-01	  0	2	 1.25930e+02	 1.62578e+01	 9.3940e-01	  0	2	 1.01765e+02	 1.67428e+01	 7.0090e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	 61.9000	 22.0734	 9.9910	 3.9810	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   16820	M0416-clu	20048	3599.0490	 958.2120	064.0148540	-24.0981420	 0.4000	 2	 0	 0.0300	 0.0000	 10.1120	0	bcg  	            	            	 0.0000e+00	 -1	            	            	 0.0000e+00	-1	            	            	 0.0000e+00	 -1	            	            	 0.0000e+00	 -1	 1.56895e+01	 3.78159e-01	 8.7400e-01	  0	 2.75247e+01	 1.00977e+00	 4.5820e-01	  0	            	            	           	  	 9.57557e+01	 3.52167e-01	 7.0070e-01	  0	 1.24120e+02	 1.47939e+00	 4.5780e-01	  0	 2.16835e+02	 1.68108e+00	 4.7130e-01	  0	 2.35270e+02	 5.12821e-01	 9.6810e-01	  0	 3.28484e+02	 4.68265e+00	 4.4220e-01	  0	            	            	 0.00000e+00	 -1	            	            	 0.0000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	 9.12481e+02	 2.14571e+01	 4.0740e-01	  0	2	 3.86922e+02	 4.76906e+01	 8.0000e-01	  0	2	 3.13337e+02	 5.01428e+01	 6.4010e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	 54.7000	 48.1369	13.3660	12.3940	0	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   16821	M0416-clu	20049	3603.2640	 886.3670	064.0147760	-24.0993390	 0.3952	 3	 0	 0.0300	 0.0000	  8.0720	0	bcg  	            	            	 0.0000e+00	 -1	            	            	 0.0000e+00	-1	            	            	 0.0000e+00	 -1	            	            	 0.0000e+00	 -1	 6.09331e+00	 2.77419e-01	 4.3110e-01	  0	 1.02843e+01	 6.74710e-01	 3.3610e-01	  0	            	            	           	  	 3.65674e+01	 3.51882e-01	 4.4400e-01	  0	 4.65657e+01	 7.21891e-01	 4.5180e-01	  0	 8.22343e+01	 9.65086e-01	 4.7200e-01	  0	 8.93539e+01	 6.21458e-01	 4.7290e-01	  0	 1.23582e+02	 4.24894e+00	 4.3790e-01	  0	            	            	 0.00000e+00	 -1	            	            	 0.0000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	            	            	 0.00000e+00	 -1	 3.59821e+02	 8.51045e+00	 3.4560e-01	  0	2	 1.43497e+02	 1.70363e+01	 7.8880e-01	  0	2	 1.12595e+02	 1.95948e+01	 6.0250e-01	  0	2	            	            	            	   	 	            	            	            	   	 	balestra 	 83.3000	 31.9105	 9.6550	 7.4600	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	       	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 0.9505	 1.0464	 1.0193	       	       	 1.3014	 1.2303	 1.1825	 1.1588	 1.1460	 1.1314	       	 1.0975	 1.0874	 1.0637	 1.0588	 1.0481	 1.0375	 1.0337	 1.0280	 1.0233	 1.0195	 1.0120	 1.0065	 1.0055	       	
   23157	M0717-clu	20001	1594.9670	1886.6210	109.4050380	+37.7396880	       	 0	 0	 0.0300	 0.0300	 33.8390	0	bcg  	 2.27643e+00	 4.52886e-01	 6.0120e-01	  4	 7.26831e+00	 1.13875e+00	 9.2680e-01	 0	 3.60426e+01	 6.59649e-01	 9.7440e-01	  0	 1.08064e+02	 1.01532e+00	 6.2810e-01	  0	 3.96098e+02	 2.87931e+00	 8.0410e-01	  0	 7.28892e+02	 5.09777e+00	 9.0960e-01	  0	 1.08096e+03	 5.22567e+00	 9.6490e-01	 0	 1.68067e+03	 4.83863e+00	 9.1720e-01	  0	 1.86485e+03	 7.97478e+00	 9.1360e-01	  0	 2.74232e+03	 1.44328e+01	 9.0930e-01	  0	 3.16211e+03	 9.41540e+00	 9.4430e-01	  0	 3.88542e+03	 1.55156e+01	 8.9860e-01	  0	 4.73572e+03	 1.80504e+01	 5.99000e-02	  0	            	            	 0.0000e+00	 -1	 5.77820e+03	 1.43542e+01	 5.02900e-01	  0	 6.40289e+03	 1.59865e+01	 4.30600e-01	  0	 6.93497e+03	 1.57050e+01	 7.00800e-01	  0	 8.08964e+03	 3.73072e+02	 8.0200e-01	  0	2	 3.51181e+03	 1.77150e+02	 9.1910e-01	  0	2	 2.57149e+03	 1.47733e+02	 8.4920e-01	  0	2	            	            	            	   	 	            	            	            	   	 	none     	 30.7000	150.9602	43.9820	36.6500	0	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	 1.0287	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 1.0221	 1.0464	 1.0193	       	       	 1.6368	 1.4723	 1.3690	 1.3158	 1.2894	 1.2589	 1.2179	 1.1901	 1.1695	 1.1220	 1.1138	 1.0914	 1.0705	 1.0637	 1.0529	 1.0442	 1.0366	 1.0224	 1.0130	 1.0102	       	
   23158	M0717-clu	20002	1901.5690	2791.9400	109.3985780	+37.7547780	 0.5443	 3	 3	 0.0300	 0.0300	 27.3390	0	bcg  	-3.23257e-01	 4.64426e-01	 5.6870e-01	  4	 8.66105e-01	 1.24543e-01	 8.1120e-01	 4	 1.51509e+00	 1.80737e-01	 8.6400e-01	  0	 2.83988e+00	 1.88933e-01	 7.3650e-01	  0	 3.46629e+01	 1.33012e+00	 8.5290e-01	  0	 7.73966e+01	 2.69172e+00	 9.3550e-01	  0	 9.41604e+01	 2.20520e+00	 9.4920e-01	 0	 2.02494e+02	 2.64213e+00	 8.6340e-01	  0	 2.40388e+02	 5.03111e+00	 9.4500e-01	  0	 5.44825e+02	 9.90361e+00	 9.5020e-01	  0	 6.33483e+02	 5.44054e+00	 1.0000e+00	  0	 8.37864e+02	 9.89045e+00	 9.3730e-01	  0	 1.06217e+03	 5.70260e+00	 4.87800e-01	  0	 1.19006e+03	 1.18205e+01	 7.0520e-01	  0	 1.37108e+03	 5.79458e+00	 8.31800e-01	  0	 1.59837e+03	 8.18919e+00	 8.26200e-01	  0	 1.84684e+03	 9.27598e+00	 9.18000e-01	  0	 2.61221e+03	 1.21373e+02	 1.0000e+00	  0	2	 1.81578e+03	 1.14955e+02	 9.2510e-01	  0	2	 1.28737e+03	 9.09857e+01	 8.2910e-01	  0	2	            	            	            	   	 	            	            	            	   	 	ebeling  	 30.3000	108.8716	26.0190	20.2760	0	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	 1.0287	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 1.0221	 1.0464	 1.0193	       	       	 1.6368	 1.4723	 1.3690	 1.3158	 1.2894	 1.2589	 1.2179	 1.1901	 1.1695	 1.1220	 1.1138	 1.0914	 1.0705	 1.0637	 1.0529	 1.0442	 1.0366	 1.0224	 1.0130	 1.0102	       	
   23159	M0717-clu	20003	2521.5220	2086.4040	109.3855100	+37.7430190	       	 0	 0	 0.0300	 0.0300	 25.9770	0	bcg  	-4.88531e-01	 4.59827e-01	 5.8040e-01	  4	 2.09342e-01	 1.19724e-01	 8.7280e-01	 4	 5.90486e-01	 7.21976e-02	 8.2340e-01	  4	 1.10800e+00	 1.27875e-01	 6.9660e-01	  4	 1.75564e+01	 1.08924e+00	 9.0800e-01	  0	 4.67534e+01	 2.43323e+00	 9.2400e-01	  0	 5.63422e+01	 1.94582e+00	 8.2160e-01	 0	 1.31324e+02	 1.13447e+00	 9.4650e-01	  0	 1.58014e+02	 3.31415e+00	 9.3510e-01	  0	 3.58027e+02	 4.29552e+00	 9.3140e-01	  0	 4.17705e+02	 1.96876e+00	 1.0000e+00	  0	 5.76534e+02	 5.19970e+00	 9.3510e-01	  0	 7.00654e+02	 2.65202e+00	 7.70200e-01	  0	 8.08033e+02	 3.86074e+00	 6.8810e-01	  0	 9.03742e+02	 2.53857e+00	 9.14800e-01	  0	 1.05858e+03	 1.77472e+00	 8.42800e-01	  0	 1.21484e+03	 2.15588e+00	 9.06700e-01	  0	 1.71338e+03	 7.90545e+01	 6.6710e-01	  0	2	 1.15286e+03	 8.67506e+01	 8.5910e-01	  0	2	 8.13458e+02	 6.87159e+01	 9.1500e-01	  0	2	            	            	            	   	 	            	            	            	   	 	none     	-49.4000	 94.9954	21.5470	20.2300	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	 1.0287	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 1.0221	 1.0464	 1.0193	       	       	 1.6368	 1.4723	 1.3690	 1.3158	 1.2894	 1.2589	 1.2179	 1.1901	 1.1695	 1.1220	 1.1138	 1.0914	 1.0705	 1.0637	 1.0529	 1.0442	 1.0366	 1.0224	 1.0130	 1.0102	       	
   23160	M0717-clu	20004	1916.7480	2248.9360	109.3982570	+37.7457280	 0.5408	 3	 3	 0.0300	 0.0300	 40.3350	0	bcg  	 1.37411e+00	 6.16308e-01	 3.2330e-01	  4	 3.83493e-01	 1.20007e-01	 8.7020e-01	 4	 5.52408e-01	 7.12432e-02	 8.4540e-01	  4	 1.20303e+00	 4.71329e-01	 7.7060e-01	  0	 3.31578e+01	 2.01297e+00	 7.5260e-01	  0	 6.84802e+01	 3.66607e+00	 9.0750e-01	  0	 8.23610e+01	 3.28420e+00	 7.6680e-01	 0	 1.82927e+02	 2.03932e+00	 8.7590e-01	  0	 2.09917e+02	 5.04491e+00	 9.2170e-01	  0	 4.80002e+02	 7.26857e+00	 9.0760e-01	  0	 5.78830e+02	 3.32960e+00	 9.4690e-01	  0	 7.38987e+02	 9.12373e+00	 9.2030e-01	  0	 9.62551e+02	 3.55057e+00	 6.82800e-01	  0	 1.10916e+03	 4.20567e+00	 6.6190e-01	  0	 1.24920e+03	 3.94831e+00	 9.03200e-01	  0	 1.45923e+03	 3.30057e+00	 8.56000e-01	  0	 1.68401e+03	 3.36217e+00	 9.27700e-01	  0	 2.46103e+03	 1.13654e+02	 8.1560e-01	  0	2	 1.68463e+03	 1.45611e+02	 9.2050e-01	  0	2	 1.19262e+03	 1.26424e+02	 8.6170e-01	  0	2	            	            	            	   	 	            	            	            	   	 	ebeling  	-72.0000	135.9297	27.7620	23.7830	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	 1.0287	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 1.0221	 1.0464	 1.0193	       	       	 1.6368	 1.4723	 1.3690	 1.3158	 1.2894	 1.2589	 1.2179	 1.1901	 1.1695	 1.1220	 1.1138	 1.0914	 1.0705	 1.0637	 1.0529	 1.0442	 1.0366	 1.0224	 1.0130	 1.0102	       	
   23161	M0717-clu	20005	1745.8890	1547.9920	109.4018560	+37.7340450	 0.5426	 0	 0	 0.0300	 0.0300	 30.5620	0	bcg  	            	            	 0.0000e+00	 -1	 2.57348e-01	 1.18474e-01	 8.9180e-01	 4	 3.58911e-01	 6.80134e-02	 9.2530e-01	  4	            	            	 0.0000e+00	 -1	 1.86692e+01	 1.31956e+00	 7.6430e-01	  0	 4.02129e+01	 2.57303e+00	 8.9120e-01	  0	 4.80555e+01	 2.21934e+00	 8.3350e-01	 0	 1.05732e+02	 1.19257e+00	 8.9520e-01	  0	 1.25938e+02	 3.25022e+00	 9.0080e-01	  0	 2.87482e+02	 4.89109e+00	 9.0650e-01	  0	 3.37365e+02	 1.61622e+00	 9.2960e-01	  0	 4.35363e+02	 5.38659e+00	 8.9640e-01	  0	 5.59696e+02	 2.07104e+00	 8.15300e-01	  0	            	            	 0.0000e+00	 -1	 7.13086e+02	 2.81925e+00	 8.72700e-01	  0	 8.35222e+02	 2.36452e+00	 8.53000e-01	  0	 9.56186e+02	 3.05773e+00	 8.81200e-01	  0	 1.31006e+03	 6.05644e+01	 8.3840e-01	  0	2	 9.43478e+02	 8.84168e+01	 8.4910e-01	  0	2	 6.62953e+02	 7.26387e+01	 8.3230e-01	  0	2	            	            	            	   	 	            	            	            	   	 	ebeling  	-67.8000	105.0117	20.9730	20.1360	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	 1.0287	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 1.0221	 1.0464	 1.0193	       	       	 1.6368	 1.4723	 1.3690	 1.3158	 1.2894	 1.2589	 1.2179	 1.1901	 1.1695	 1.1220	 1.1138	 1.0914	 1.0705	 1.0637	 1.0529	 1.0442	 1.0366	 1.0224	 1.0130	 1.0102	       	
   23162	M0717-clu	20006	1926.2390	2591.8960	109.3980580	+37.7514440	 0.5528	 0	 0	 0.0300	 0.0300	 15.0620	0	bcg  	 2.77281e-01	 5.08082e-01	 4.7500e-01	  4	 3.42269e-01	 1.25665e-01	 7.9300e-01	 4	 5.06572e-01	 7.28455e-02	 8.0770e-01	  4	 1.37015e+00	 1.21089e-01	 7.8050e-01	  4	 1.15894e+01	 6.13420e-01	 8.1410e-01	  0	 2.24104e+01	 1.26675e+00	 9.2800e-01	  0	 3.36536e+01	 1.16733e+00	 7.7980e-01	 0	 6.82154e+01	 5.95741e-01	 8.9910e-01	  0	 8.02566e+01	 1.68761e+00	 9.4520e-01	  0	 1.91092e+02	 2.32308e+00	 9.2840e-01	  0	 2.25908e+02	 8.44559e-01	 9.9860e-01	  0	 3.04442e+02	 2.79226e+00	 9.3390e-01	  0	 3.80606e+02	 2.52852e+00	 7.16900e-01	  0	 4.34874e+02	 3.07432e+00	 6.8020e-01	  0	 4.95267e+02	 2.10579e+00	 9.03000e-01	  0	 5.79277e+02	 1.82542e+00	 8.96600e-01	  0	 6.70122e+02	 2.60097e+00	 9.26000e-01	  0	 9.45913e+02	 4.36415e+01	 8.6190e-01	  0	2	 6.52674e+02	 3.79353e+01	 9.2880e-01	  0	2	 4.57638e+02	 3.15107e+01	 8.5150e-01	  0	2	            	            	            	   	 	            	            	            	   	 	ebeling  	 50.6000	 63.8140	14.3760	13.7430	1	 1.1652	 0.9855	 0.9936	 1.0094	 1.0352	 1.0067	 1.0287	 1.0105	 0.9931	 0.9923	 0.9990	 0.9999	 1.0173	 1.0178	 1.0117	 1.0105	 1.0000	 1.0221	 1.0464	 1.0193	       	       	 1.6368	 1.4723	 1.3690	 1.3158	 1.2894	 1.2589	 1.2179	 1.1901	 1.1695	 1.1220	 1.1138	 1.0914	 1.0705	 1.0637	 1.0529	 1.0442	 1.0366	 1.0224	 1.0130	 1.0102	       	
