plateifu,pa_stellar_deg,pa_gas_deg,misalign_deg,grad_stellar,grad_gas,n_spx_stellar,n_spx_gas,ha_channel_label,mangaid,objra,objdec,z,incl_deg,pa_disk_deg,logMstar_nsa,Rd_kpc,dl_TType,dl_P_LTG,SNR_MED_r,t14_grp_sigma_v,xray_name,hi_detected,logMHI_use
11863-12702,48.43797710474452,46.487724166201595,1.9502529385429241,4.694641361395117,4.974899551745784,2082,2090,Ha-6564,1-195051,191.092126733,56.0178958509,0.06381186,21.02131181126394,81.51090240478516,10.761673676797072,6.645960016108077,4.702586650848389,0.9994138181209564,3.8734515,,,False,
11863-12703,22.2083579518411,22.964680929173298,0.7563229773321964,10.502552032784918,10.840654375265968,471,471,Ha-6564,1-242874,191.781197573,56.4819178171,0.06325134,25.52545473639566,38.1870002746582,10.710937494416568,2.133978987144664,3.563262701034546,0.9707455933094024,12.307276,166.9,,False,
11865-12704,246.28385371229606,246.01362729417212,0.27022641812394,4.499892804169351,4.449216844697625,2692,2690,Ha-6564,1-61136,156.781562867,1.49292097126,0.03275921,26.75064787627071,30.037399291992188,10.564741044397948,2.9834940464198465,4.287288665771484,0.9789685308933258,7.412745,,,True,10.07
11866-3702,99.24407210275109,92.9382926433803,6.305779459370797,18.46913979638891,13.683033896299337,206,206,Ha-6564,1-954,149.205823259,1.12050728919,0.04704995,54.63680984059084,-9.68179988861084,10.426050165931374,1.8729152319458693,1.1868557929992676,0.3825993984937668,11.52204,,,False,
11866-9102,272.11890271004563,280.38130624576723,8.262403535721603,1.97243619552285,2.5106866612477345,523,523,Ha-6564,1-1360,150.994189901,0.736632097198,0.046595063,16.998119824817678,-65.53880310058594,10.097902119299592,2.359957250818433,6.57408332824707,0.9998414516448976,8.736594,266.1,,False,
11867-12704,232.8825559622396,135.68189995648768,97.20065600575191,1.1448402558344433,10.423980282899834,802,802,Ha-6564,1-53653,136.004316677,1.45823320187,0.05338301,41.99985804249106,29.603500366210938,10.602463210481105,2.907786826856397,2.2253427505493164,0.9806555211544036,5.7891483,,,False,
11868-12704,30.94467551400765,21.432704879993167,9.511970634014482,2.880924696699947,3.6438853541370384,997,997,Ha-6564,1-272770,250.121119744,25.5018374531,0.057831157,21.434639461129542,-35.27000045776367,10.440338800664016,4.582369258567767,4.485785961151123,0.9953493177890778,6.221606,,,False,
11868-9102,83.27147666506116,11.539409776921744,71.73206688813941,0.4260659623260019,0.6452947876160738,361,354,Ha-6564,1-294858,250.010914139,23.5761808381,0.038390778,45.68572687874168,27.61199951171875,9.694328974662652,1.5577707273817132,4.090452671051025,0.838688999414444,4.3490033,388.4,,False,
11871-12703,153.20368232297974,153.80649479498152,0.6028124720017729,4.572388311265062,4.974555306652533,2544,2544,Ha-6564,1-623440,194.556542486,26.426853598,0.069039315,26.06286746306959,-58.764198303222656,11.192284969381534,5.717419234286339,3.3940796852111816,0.9914900660514832,4.746942,,,False,
11871-9101,180.19219089135603,185.96201922050597,5.769828329149931,5.432721852196839,7.554203991689551,388,366,Ha-6564,1-456399,193.340338099,26.3614125102,0.01931872,73.34189536632533,81.31520080566406,9.4851598754088,1.316566672338399,1.8786864280700684,0.5026925802230835,8.160457,,,False,
11872-12705,282.28663968716785,281.1401001311018,1.1465395560660454,2.560948189616208,2.8539930488223555,739,739,Ha-6564,1-150371,177.719600157,53.0666850736,0.06646762,24.920551359476494,-73.53959655761719,10.731836517463329,4.31036655468456,5.69891881942749,0.9999982118606568,11.095716,70.3,,False,
11872-9101,331.4675480720065,332.48970388454376,1.022155812537278,9.966026291900304,10.469998301821565,603,603,Ha-6564,1-150409,178.501280884,52.9214684692,0.071369044,32.90206130562745,-66.877197265625,10.876591299574486,4.16094528595661,3.562046766281128,0.9787060618400574,10.935302,469.6,,False,
11939-3702,145.66374137199196,173.90496373797743,28.241222365985465,6.331614873771105,22.416336936695355,318,302,Ha-6564,1-456742,194.268084999,27.5259477857,0.02770373,71.51970443836562,-55.265899658203125,9.845628669208642,1.7678523448074217,2.288482904434204,0.5076801478862762,10.6172695,840.2,J1259.7+2756,False,
11939-3704,179.4506232597801,12.44083284384008,167.00979041594002,5.336493945604361,27.859802628484616,370,349,Ha-6564,1-456538,194.26079886,27.6566774614,0.022663753,39.646339421933625,-78.41909790039062,9.418223917900267,0.799056436297971,2.775108337402344,0.9285396039485933,5.0380135,840.2,J1259.7+2756,False,
11939-6102,245.04562760978422,162.8019812467514,82.24364636303281,5.058219903204886,10.400169530810658,612,579,Ha-6564,1-456513,193.877572817,27.5442666743,0.02343068,68.20774597995174,27.41510009765625,10.047152005915914,1.5525560284959712,1.8721427917480469,0.4955114424228668,9.573558,840.2,J1259.7+2756,False,
11939-6103,138.46464599725482,70.27522732504849,68.18941867220633,2.1693083766777685,1.9057547406869997,788,753,Ha-6564,1-456366,194.294817823,27.4049167636,0.020677704,47.167353677272594,46.7036018371582,10.114453910567615,1.1261632308487817,-0.5668666958808899,0.121277630329132,10.987122,840.2,J1259.7+2756,False,
11940-1901,214.21735581690837,250.7432696893028,36.525913872394426,3.177361975889761,35.65022402623035,369,316,Ha-6564,1-200912,245.813192752,35.6647422726,0.030089427,39.3515356847003,4.31879997253418,9.68217004358109,1.2101330691438137,1.2654812335968018,0.4917312860488891,5.500318,,,False,
11940-1902,140.85306058071393,138.4496958230649,2.4033647576490296,16.68341960000284,17.59885822605377,370,367,Ha-6564,1-249062,246.626234333,35.6717843635,0.03320053,71.05135920320281,80.20279693603516,10.782182749156648,2.401296652805672,2.135202646255493,0.8145895302295685,15.681287,,,False,
11941-12701,237.85594122988908,232.23698367812955,5.618957551759536,7.802989890972333,8.024736877972282,1541,1541,Ha-6564,1-135139,247.296132917,40.857407722,0.032840867,74.42246951912308,-32.22209930419922,10.720243368603402,5.588289967953045,4.705319881439209,0.9979279041290284,8.435269,604.7,J1627.6+4055,False,
11941-12702,160.40689582903414,166.20206905106866,5.795173222034521,3.4075790003679622,7.931777596694988,2623,2528,Ha-6564,1-569177,247.104082954,41.1684537291,0.03299246,17.01856508090688,85.24909973144531,10.951890399954504,3.878507962621303,0.3854399621486664,0.5411688685417175,6.7899055,604.7,J1627.6+4055,False,
11941-3704,148.70463823477365,254.68906788400702,105.98442964923336,0.5900537153100849,2.391229373187556,447,376,Ha-6564,1-135556,247.454363992,40.6565077815,0.027660834,35.51640215187268,-29.779600143432617,9.63495019388007,1.1603640861862037,-0.3929134011268616,0.0825611613690853,3.4966524,604.7,J1627.6+4055,False,
11941-6101,249.1026730309473,250.49651888793062,1.3938458569833188,7.2968076064204475,6.0113452148062,246,246,Ha-6564,1-135579,247.86927656,40.1416815463,0.034046546,55.15258562082828,-22.736799240112305,9.593245140841208,1.5351405171842905,3.0165934562683105,0.4234195947647095,5.67756,,J1628.6+3932,False,
11941-6102,321.8604211924786,288.3597347506307,33.500686441847904,7.131685954179986,7.131840822454581,767,729,Ha-6564,1-135549,247.523817872,40.7980240583,0.028752996,50.50251850046239,68.65010070800781,10.371920602719966,1.985498785849584,-0.0892844349145889,0.1624190732836723,10.011042,604.7,J1627.6+4055,False,
11941-6104,150.44221776455316,150.79873383357122,0.3565160690180562,5.978858642552862,7.200808529869085,430,430,Ha-6564,1-135035,248.165809199,40.8585013593,0.028412743,76.3116995674991,63.605201721191406,9.79666608404922,2.155540225819645,5.744836807250977,0.99873286485672,7.6906834,210.2,J1627.6+4055,False,
11941-9102,183.9966910345806,178.87223130698655,5.124459727594058,8.34353074654711,11.286598788502207,860,848,Ha-6564,1-135557,247.567383472,40.6597436795,0.02805308,67.3750038388383,32.03929901123047,10.452127423389005,1.8920163835535495,1.159051537513733,0.3205429315567016,11.082286,604.7,J1627.6+4055,False,
11942-3701,248.72464107860822,166.12086950204883,82.60377157655938,10.211725387247563,28.115871264735627,548,490,Ha-6564,1-135551,247.448654652,40.8720077073,0.028031878,51.089358776346,-28.479999542236328,10.465565236254696,1.6387003189913572,1.1334655284881592,0.1635281518101692,15.587772,604.7,J1627.6+4055,False,
11942-3702,288.9953131080072,106.9334126082443,177.93809950023706,9.167789081203253,13.248440759592942,493,493,Ha-6564,1-135190,246.753307091,40.8105223203,0.03049852,59.49968391617767,-71.09300231933594,10.464053653399956,1.8839245974536367,-1.1330783367156982,0.0478246305137872,12.909496,604.7,J1627.6+4055,False,
11942-9102,208.66799156139976,55.500548837462034,153.1674427239377,1.3453041251343076,15.926960830847625,1208,1463,Ha-6564,1-135543,247.404369609,40.8483787594,0.026260603,59.309376194045335,-65.40910339355469,9.79010757737771,2.3841146050985165,2.8031246662139893,0.7521806359291077,1.5793304,604.7,J1627.6+4055,False,
11943-12701,88.32705212877164,89.4728202459995,1.1457681172278598,3.76400598660995,4.405995231949756,2206,2206,Ha-6564,1-210864,245.866907039,39.1913893221,0.030025493,27.422614103861317,-42.27470016479492,10.460483407695506,2.223405751439745,2.822526693344116,0.8908383548259735,7.4663606,604.7,,False,
11943-12704,199.77010015040514,20.26329854917129,179.50680160123386,7.231129171478797,7.7581407594479534,156,149,Ha-6564,1-211106,247.684393701,39.899857579,0.029342895,78.89322807780214,14.890999794006348,9.48365773076291,1.1806398674447205,3.796184539794922,0.7223374247550964,9.313313,604.7,J1628.6+3932,False,
11943-12705,304.72629202006124,3.5040205413372627,58.777728521276,18.869168788949324,46.91746026718417,104,90,Ha-6564,1-210792,246.795702644,39.3051046612,0.025913814,50.72505979355038,-84.6990966796875,10.175494755305348,1.06935644185235,-1.6168859004974363,0.0111264018341898,39.64531,,J1628.6+3932,False,
11943-1901,208.50744179508942,272.2704197834472,63.76297798835779,13.507544194794532,13.13124622838451,173,150,Ha-6564,1-211040,247.38784767,39.9029542367,0.025447326,57.28136128907676,18.817699432373047,10.179735387262795,1.1302114882562466,-1.1086479425430298,0.0277303531765937,28.474047,604.7,J1628.6+3932,False,
11943-6103,327.5549219896939,344.10168826382517,16.546766274131244,8.883608764052767,46.36010654107561,209,189,Ha-6564,1-569170,246.884556893,39.5706765419,0.026695514,22.19196752578817,66.27239990234375,10.26093361751905,1.1301611923446622,-0.6535651087760925,0.0486987736076116,20.896273,604.7,J1628.6+3932,False,
11943-6104,256.7781363652466,283.7455036310761,26.967367265829466,18.146258818236106,13.063222842023569,248,248,Ha-6564,1-211277,247.636045094,39.3841818366,0.030457934,70.43941096577635,-38.9922981262207,10.594959444549485,1.848815305873581,0.0929086357355117,0.0781286880373954,34.31862,604.7,J1628.6+3932,False,
11943-9101,279.780197046428,247.10895984468257,32.67123720174541,11.75909397395659,21.375141944642134,225,207,Ha-6564,1-211024,247.24902736,39.6838528314,0.02787399,53.735583815731125,-41.21260070800781,10.35262119980144,1.6081644552309418,-2.4914910793304443,0.0052630982827395,26.041508,604.7,J1628.6+3932,False,
11944-12704,202.1580985935972,199.12806176416902,3.030036829428184,4.753938807170577,5.055876606875954,2289,2283,Ha-6564,1-200510,243.256777222,37.2874747153,0.06949385,30.62856185611468,-6.181900024414063,11.165354389747034,5.400329055369168,5.52497673034668,0.999939501285553,7.0848236,423.1,,False,
11944-6102,216.7437278041565,294.7138670496647,77.97013924550822,25.057083323108188,32.03658289941626,129,125,Ha-6564,1-200514,243.239583132,37.3961339118,0.06798024,74.4987777796445,8.776900291442871,10.920322594975486,3.020536899914913,0.5715749859809875,0.1081020459532737,27.631006,423.1,,False,
11945-1901,117.38578724487577,190.10749890368777,72.721711658812,15.430660654862818,24.388521915007143,121,121,Ha-6564,1-95223,253.121249391,40.3119461393,0.029205708,46.950543852297095,87.4135971069336,10.476566510369333,1.681363810616332,-1.5937018394470217,0.0095880776643753,49.22073,,,False,
11945-6103,42.92219287895994,38.823915981680926,4.098276897279014,10.327115186504626,11.631133493693566,105,105,Ha-6564,1-95316,253.741301254,41.0548034755,0.028749062,71.4830437042208,-7.700699806213379,9.660417735476171,0.9008974054497206,3.518300771713257,0.8435604870319366,20.499302,,,False,
11948-6102,71.59562425030042,80.11692282351713,8.521298573216711,3.6188741875825277,4.276128378150409,781,781,Ha-6564,1-249612,250.003981348,32.2463037231,0.031403724,34.497379163172106,11.416999816894531,9.739817182573873,2.052686512039607,7.101911067962647,0.9992539584636688,9.835473,,,False,
11948-9102,134.15370181216633,139.52610581147007,5.372403999303742,7.6060388934212595,9.311534504508124,335,335,Ha-6564,1-249736,250.871292087,32.2898275708,0.0401898,59.8212383061324,78.72209930419922,9.638186153636443,2.0755177750470444,5.515439033508301,0.9988272190093994,7.2032194,,,False,
11949-12701,202.49486806016333,199.4224599260084,3.0724081341549265,6.264243431081444,6.876860232142747,2121,2121,Ha-6564,1-211790,251.720702617,34.4100250638,0.030989692,66.75853520004347,12.180299758911133,10.692122773408308,6.021694917773355,6.047264575958252,0.9988227486610411,7.949435,,,False,
11950-3703,44.197935063910954,12.832346256491695,31.365588807419257,20.39205243700068,20.06777287178369,241,236,Ha-6564,1-250251,252.021233215,30.0852160032,0.032152046,60.00366572081492,-3.400500059127808,10.610725762843892,1.340835954296245,-1.3255215883255005,0.0188353429548442,11.444444,,,False,
11951-12704,228.40653820842863,227.71612151057485,0.6904166978537774,11.242914581528378,11.429821147276574,1346,1346,Ha-6564,1-211931,254.467385329,31.9721423684,0.061276197,61.30457481618197,-8.99940013885498,11.18396230270704,5.0641991506131765,2.9077069759368896,0.9714763462543488,6.7691984,,,False,
11952-12702,218.9012258393365,227.67713476011588,8.775908920779386,5.795068118693515,5.0605587017504945,559,559,Ha-6564,1-325866,254.215101703,27.4869708642,0.03833986,73.89115696316792,-14.240300178527832,9.77874460223829,3.3135545726364324,5.915578842163086,0.9983408153057098,5.4734607,318.0,J1658.0+2751,False,
11952-12704,166.08376382167262,182.96742913200595,16.883665310333328,6.054999220045005,12.40697811324536,2309,2308,Ha-6564,1-634329,254.317216717,27.8496051878,0.03383987,53.65883171970378,-75.24479675292969,10.87438015762899,5.368905232998515,2.63919734954834,0.9503152668476104,9.5544815,234.8,J1658.0+2751,False,
11953-3701,171.6567390447128,76.87472783712128,94.78201120759151,4.792686931888991,53.761507262513774,69,68,Ha-6564,1-283130,189.060174536,42.6367411213,0.028490335,56.961482503338736,88.11239624023438,9.821770310117964,0.5986777908402274,-1.2836811542510986,0.0067010086495429,38.6028,,,False,
11954-12701,202.53861584118772,204.96851420596448,2.4298983647767614,3.2904016764717388,3.773734223266665,1384,1384,Ha-6564,1-152093,197.388284112,51.5006979159,0.055935998,18.97388395612977,-42.32120132446289,10.609965457800753,4.8667257446539605,4.926145076751709,0.998916745185852,6.465066,46.2,,False,
11954-9101,302.41480891859044,301.4541892307168,0.9606196878736455,3.7387285674673825,4.303600201732822,1466,1466,Ha-6564,1-195717,197.848863604,53.1993191856,0.029950138,29.33000787140101,-28.78820037841797,10.177058451154718,1.769481922767815,3.686035394668579,0.9769401550292968,7.349256,135.7,,False,
11955-6104,254.895802103555,259.6675029619075,4.77170085835246,11.26821889501995,15.199498372066062,159,159,Ha-6564,1-195753,196.439756849,54.0041265125,0.04387498,72.55187173926436,9.760700225830078,9.986667858487214,1.653645399131173,3.032479763031006,0.505875289440155,16.345716,,,False,
11955-9102,292.14116108449304,288.3752574561738,3.765903628319222,3.6240069760513602,3.658400891237095,1292,1292,Ha-6564,1-195251,197.010464453,53.935876658,0.03288055,14.04964446616524,-77.8019027709961,10.79259376524598,3.8115887531182873,4.60338306427002,0.9997866749763488,13.816097,,,False,
11956-12702,130.78161343364403,147.2794981594392,16.49788472579519,6.369503541687104,7.8248425838688656,2157,2148,Ha-6564,1-151624,187.778251994,52.4143339538,0.03999311,74.73601634333272,-24.022899627685547,10.953845652848846,4.973043359874147,4.875283241271973,0.9999008774757384,4.318214,,,False,
11957-12704,267.7374650858928,268.3982026093007,0.6607375234079313,4.119622246444779,4.123075876100656,2012,2011,Ha-6564,1-151408,186.645171934,52.9929646614,0.021709688,61.79660950827387,5.405200004577637,10.12698833150596,2.0923499871140168,6.408100605010986,0.9999310374259948,8.145045,,,False,
11957-12705,44.052789130399454,48.60273377920971,4.5499446488102535,7.901163786151757,7.841061775099103,838,838,Ha-6564,1-151237,187.261176752,52.3642013875,0.04445485,58.21418555263116,48.550201416015625,10.15482706875177,2.643567224414505,4.1590728759765625,0.9975351989269255,5.7364173,,,False,
11957-9101,354.0057574424311,354.66289034339917,0.6571329009680653,11.210185762171696,10.978399134925029,1438,1438,Ha-6564,1-151386,186.743438715,53.6845795523,0.036476616,29.69579677242191,-83.82610321044922,10.901627766939685,2.6989514664884906,3.7005245685577393,0.9974339306354524,13.637781,176.0,,False,
11958-12703,76.32595909071514,100.35579361009943,24.02983451938428,2.4505126130807726,6.696889641078966,2706,2592,Ha-6564,1-627854,208.22522,5.12053,0.07818421,61.55072926451131,-58.96319961547852,11.410937256940429,13.168759101192736,-0.7620593309402466,0.0432014632970094,0.0,619.2,J1353.0+0509,False,
11962-9101,172.00147154616354,162.42367712388653,9.577794422277009,2.318933768554943,4.481085049884302,829,855,Ha-6564,1-363493,226.476198337,7.43062235465,0.030058209,66.32870277447195,-81.88600158691406,9.555001610093042,2.9587975783772715,4.948397636413574,0.9514863193035126,2.067545,,,False,
11963-12702,211.4737878735025,194.2826531749722,17.191134698530277,2.6428223406468367,3.1098608056494887,1011,1191,Ha-6564,1-336005,233.135258682,8.76489269292,0.022124821,65.49788567491821,81.25800323486328,9.285130359075,2.600165684014969,7.264011383056641,0.99975648522377,2.072451,,,False,
11963-6102,25.12716582595798,22.20292820925054,2.9242376167074404,5.854072830024649,6.0404231364409355,773,773,Ha-6564,1-633099,233.93972,8.86949,0.01956721,52.69414818789728,55.0359001159668,9.617875839751775,1.4561140571738842,4.146596908569336,0.9833150506019592,9.500494,,,True,9.34
11965-12701,118.73806250157591,4.890125669386642,113.84793683218926,8.829939664948855,17.84067070708256,431,389,Ha-6564,1-365037,230.633760954,7.5999505594,0.04636119,66.14964103419865,-69.83200073242188,10.448500652379934,3.5948383280630427,1.7383912801742554,0.5545083582401276,8.65557,513.2,J1521.8+0742,False,
11965-12705,151.03031039428467,153.21890436686104,2.1885939725763706,3.2610511480667683,3.1704914292446986,2330,2327,Ha-6564,1-335905,232.228951575,7.74531876963,0.044636037,21.369024548579866,-74.7166976928711,10.973850353539744,5.274235196861026,2.546908378601074,0.9603545963764192,5.3490243,,,True,9.95
11965-1902,74.7423511606183,88.97532343634629,14.232972275727988,4.187098463909029,4.812960372239043,135,135,Ha-6564,1-335949,231.78290641,8.65296363795,0.0335696,27.526665704864467,-0.0579999983310699,9.46360110740894,0.8570914837447701,3.191537857055664,0.9256747364997864,10.177251,300.2,,False,
11965-3703,23.095737457317654,41.206263205259134,18.11052574794148,2.061863985448948,8.477134751289062,724,724,Ha-6564,1-335141,231.05241394,8.54480266571,0.0370942,59.3899183874397,-61.855201721191406,10.561983418068005,4.50711260664103,2.958740472793579,0.9899128079414368,8.123146,,J1523.0+0836,True,9.81
11965-6102,287.47242978412606,277.28791119457907,10.184518589546997,7.898348900371056,3.87109626608791,870,828,Ha-6564,1-335376,230.749368142,8.7553894381,0.029871948,49.43684079377473,41.11449813842773,10.674874519582522,2.972191387553972,0.1628637760877609,0.4120565503835678,11.813114,715.6,J1523.0+0836,False,
11965-6104,238.93066961834703,211.07026122757753,27.860408390769493,11.102897691747247,8.740925684651444,815,799,Ha-6564,1-335172,230.833858516,8.61803210156,0.035760254,61.25386185076672,24.621299743652344,10.764742059464204,2.334265222284811,-0.6301569938659668,0.0378323420882225,12.160038,715.6,J1523.0+0836,False,
11965-9102,255.61323367039336,260.8953008320806,5.282067161687223,6.379087497628672,6.900763595550826,1354,1354,Ha-6564,1-335448,231.592485223,9.3964322678,0.0323387,67.45390077801903,18.167600631713867,10.608161967832483,5.040682329631676,4.809222221374512,0.9991085231304168,8.150092,,,True,10.18
11967-12703,236.25410114054392,235.08063462209793,1.1734665184459914,5.714721712790642,6.064586506651879,2688,2686,Ha-6564,1-335046,230.770942131,11.244927153,0.05490029,27.849542423194706,24.387500762939453,11.1830505633371,5.276645796362698,3.963793992996216,0.9962721765041352,5.954624,130.1,,False,
11967-6101,181.32621341979635,160.58238993930442,20.743823480491926,2.9500882558175796,4.936347813395978,355,345,Ha-6564,1-335427,231.452117434,8.9798332344,0.033161152,37.84007647974587,48.90660095214844,9.58326726708416,1.5502667760934457,0.705364465713501,0.23062664270401,3.6536126,240.2,J1523.0+0836,False,
11967-6102,26.92809058399501,24.03495268726209,2.89313789673292,5.743353015391447,7.079662781742769,256,256,Ha-6564,1-335331,230.524748438,9.11193848743,0.035948344,40.94740845639243,58.46049880981445,9.66077093386892,1.4170366968281214,2.094279289245605,0.5075757503509521,6.022292,140.6,J1523.0+0836,False,
11968-3701,341.9471977820242,31.74542626282701,49.79822848080278,22.428899017533926,21.55669899113995,146,143,Ha-6564,1-631998,228.135386481,7.55728238544,0.048560724,60.94932513876473,-80.50170135498047,10.436087222529313,1.2619257345198325,-0.763824462890625,0.0731783472001552,19.629532,506.9,,False,
11968-3704,257.2155631458511,311.08528253139974,53.86971938554865,14.48800188037811,64.47015929790754,132,113,Ha-6564,1-632016,228.262346708,7.47493450741,0.0463445,78.25073567381152,2.7662999629974365,10.364750227012417,1.4886308107351718,1.6466436386108398,0.4672808647155761,22.017832,506.9,,False,
11969-6101,239.31818879326715,238.27064945923613,1.047539334031029,12.818292953183303,14.354325307637126,256,256,Ha-6564,1-364324,228.394457331,7.11353594268,0.04438111,50.59797020842944,26.143999099731445,10.239976417974953,1.7378829398697666,1.408121109008789,0.5989732444286346,13.255002,441.8,,False,
11970-12701,173.29575114056604,187.9192018360359,14.62345069546987,1.7450699026466512,1.6659085081550484,2455,2455,Ha-6564,1-631727,225.07467,11.34338,0.020050569,52.17288823288356,25.08830070495605,9.768027912039852,2.9099481773673843,6.191468238830566,0.9983367919921876,3.5018125,,,True,9.13
11970-6102,194.07551376157102,198.17180571945346,4.096291957882443,7.471353829001568,7.882129420506698,884,884,Ha-6564,1-333429,224.52598185,10.9545458914,0.04549313,43.92412296742245,88.76679992675781,10.66286130629525,3.917686432222703,4.812363147735596,0.9999825954437256,9.92886,,,False,
11970-6103,158.41182824039234,157.78194624380333,0.6298819965890061,11.596687832511426,16.390930761150386,772,772,Ha-6564,1-333431,224.492031693,11.0076159672,0.047951013,47.13404205537989,-80.92919921875,10.99320662765755,2.8499705358671457,-0.0696334540843963,0.0635030064731836,14.52297,,,False,
11974-12701,100.89831339287913,150.45961043747795,49.56129704459882,1.151965611493614,3.8396182948803825,1293,1360,Ha-6564,1-336777,237.47697,8.86122,0.07382597,35.266597097763565,24.32150077819824,10.915196031811854,4.71951050279153,3.649183988571167,0.9977404475212096,3.6876793,,,False,
11975-3704,180.69859227578104,180.1793780997604,0.5192141760206255,11.620340129700798,20.64913576836036,411,411,Ha-6564,1-270445,251.89017,25.11884,0.057,41.57221978641784,56.97370147705078,10.83066484322368,3.383348477638358,-1.5589016675949097,0.0227698851376771,14.342222,,,False,
11975-6103,283.93241100485,294.92228108392544,10.989870079075445,6.290260642675697,8.483628388480549,964,964,Ha-6564,1-272772,250.272601773,25.4848727075,0.11259447,25.56716224581052,-48.961700439453125,11.235883291780484,5.632146710813949,3.2902400493621826,0.9924636781215668,5.350936,,,False,
11976-12705,120.91713477922237,119.16372088654215,1.7534138926802143,3.3891949143599396,3.9148849512624584,2019,2019,Ha-6564,1-446290,243.546727767,19.3149338088,0.030843768,36.81453736872357,-67.006103515625,10.400754245804013,2.345890694009876,2.4112887382507324,0.849308580160141,6.141174,201.0,J1615.5+1927,False,
11976-3703,104.93724608786201,294.4943144754995,170.44293161236251,2.2337607033089917,18.530039019134602,93,93,Ha-6564,1-546345,244.266289403,19.0074466438,0.035711043,70.86892493240023,-51.58319854736328,9.659488871276135,0.9363975830015312,0.8724594116210938,0.5170385837554932,11.672176,209.9,J1615.5+1927,False,
11976-6101,58.917807691660165,62.13464962606726,3.2168419344070927,14.502075001456346,17.539245191596663,175,175,Ha-6564,1-546482,244.167404175,18.9196186066,0.035453167,65.53369834644451,-6.336599826812744,10.234782941874911,2.3410823487714816,-0.3005021214485168,0.0453981272876262,17.844646,209.9,J1615.5+1927,False,
11976-6104,98.91357177946941,87.07784770282392,11.83572407664549,5.865669014023539,7.684896289434348,287,287,Ha-6564,1-446257,243.688642201,19.8964506612,0.037123214,55.23578547166736,-27.982799530029297,9.570889822331631,1.6030563570379666,5.1230149269104,0.980843186378479,6.208982,108.1,J1615.5+1927,False,
11977-12702,149.74743189086914,178.5692932148658,28.82186132399667,3.4999337782226676,5.643118619553838,32,32,Ha-6564,54-45,253.985416667,24.6876111111,0.045,17.462437347417012,-62.47700119018555,,2.917960331865408,5.549544811248779,0.9986734092235564,13.022688,,,False,
11977-12703,232.11883736615363,229.96909354112682,2.1497438250268033,6.423836831260447,7.117414204845712,1923,1923,Ha-6564,1-326068,255.513304723,25.4164393026,0.031386465,58.95743859658868,-34.30609893798828,10.698936854879843,4.629611966463251,0.8288944959640503,0.5113854110240936,7.9614205,,,False,
11977-12705,182.18453984989765,182.3178222516868,0.13328240178915962,4.608065083373967,5.310408312922348,684,684,Ha-6564,1-325973,254.911251443,24.9964807539,0.037269376,41.47164295965619,47.95309829711914,9.558973453932916,2.462938446803631,4.642840385437012,0.9967202842235564,4.5101595,,,False,
11977-3704,191.86057826093776,234.6445497245673,42.78397146362954,15.271707433156067,19.737597406237818,154,143,Ha-6564,1-325967,254.814738872,24.8591926016,0.049492635,41.88191389300248,29.59650039672852,10.502641232181036,1.585997625558617,-1.6800670623779297,0.0152749838307499,20.512882,321.4,,False,
11978-12701,43.02400972002094,47.41935035759408,4.395340637573135,11.853241692374828,12.64608672327981,629,629,Ha-6564,1-294537,249.823000211,20.4815891141,0.061554644,59.43383618278275,23.783700942993164,10.7135309997015,4.882223625064031,3.369500637054444,0.966064065694809,9.108689,375.0,,False,
11978-3703,344.0214552424805,333.97767768224264,10.043777560237857,14.032387529480486,21.26785601579386,394,394,Ha-6564,1-273120,251.728735936,22.5213789525,0.03628482,38.99733576980596,64.41619873046875,10.818063686489404,3.2751871302334523,-2.049649238586426,0.0082779135555028,21.484745,,,False,
11979-12704,165.01972380885354,169.2358111775563,4.216087368702745,6.138507430696865,6.585125891885079,1798,1798,Ha-6564,1-270321,252.090693254,23.614688031,0.030252028,54.40844549976483,63.19300079345703,10.433095580612749,3.8653677817517775,4.117424964904785,0.9970491826534272,9.778415,,,False,
11979-3701,236.7645096015372,230.83235774895357,5.932151852583644,10.644864427565576,11.081043899990306,654,654,Ha-6564,1-270307,251.794121327,22.7058257789,0.12434399,30.68749728287109,4.302700042724609,11.376820699824108,6.473337498747137,-0.397482305765152,0.0939360633492469,6.2007565,590.9,,False,
11979-6104,244.7105657096239,243.5216802340433,1.188885475580605,10.78803027311731,10.629597494966625,959,959,Ha-6564,1-270655,253.047977644,22.756535597,0.035153735,52.55440403014703,-19.521499633789062,10.644158998662938,3.0375796606857173,2.1710784435272217,0.9393447935581208,8.593726,,,False,
11981-12702,122.82273938793614,121.60422594068547,1.2185134472506718,1.570668786666608,1.6816813336925747,2655,2655,Ha-6564,1-594816,254.623323866,20.0414710134,0.020086545,16.79238107066256,58.32270050048828,10.596568844810816,2.465907522283234,6.958595275878906,0.9998376965522766,9.046712,,,True,9.749341
11981-3702,194.244147149834,190.56445403410555,3.6796931157284405,13.461277559059365,14.311213047898304,113,113,Ha-6564,1-294260,254.022117089,20.5606570674,0.033889465,60.24417885274287,33.44390106201172,9.59899814958384,1.0225412608804014,2.775582790374756,0.7682615220546722,13.816456,,,False,
11981-3704,3.740541429137082,10.1477212031647,6.407179774027618,15.377846948650612,19.704050855867838,744,737,Ha-6564,1-294241,253.628050672,19.7709787326,0.053669404,56.81987789594976,46.03400039672852,11.228010718598716,13.212522573298417,-0.3505852222442627,0.0290454905480146,10.986335,,,False,
