plateifu,mangaid,z,incl_deg,STELLAR_SIGMA_1RE,SNR_MED_r,logMstar_nsa,Rd_kpc,dl_TType
10221-9101,1-229796,0.0361246,25.32997646928844,72.23076,10.303912,10.384946288158078,2.1692119004830728,3.738394737243652
10221-6103,1-230090,0.0340715,23.786996687270065,112.256935,14.183145,10.287026471939123,0.1648186944365703,3.6002297401428223
10501-12701,1-231133,0.0519816,23.322261951804656,64.679596,7.9548264,10.344274349672466,2.3669734063524133,4.096694946289063
10506-3703,1-232070,0.0254289,21.87273107987756,54.44249,8.519475,9.226932264576618,1.3462431708622526,6.2018914222717285
11018-12704,1-233951,0.023618693,25.78855425156581,53.29394,6.804111,9.858330106428518,2.0045526042949304,6.523994445800781
8319-9101,1-234341,0.0706991,13.420469402971092,82.26998,15.023287,10.457626087028476,3.4612263679033486,4.278799533843994
8319-6102,1-234408,0.0359626,15.987235851088164,77.64995,10.150953,10.190076650404729,4.059757581253223,4.26076602935791
11863-12703,1-242874,0.06325134,25.52545473639566,89.2677,12.307276,10.40113357444508,2.133978987144664,3.563262701034546
8597-1901,1-246517,0.0192319,25.399944815852127,57.00926,17.393656,9.14703909780946,0.9275294192490644,2.1920604705810547
9036-6102,1-248037,0.0407452,20.013825579426957,89.93362,15.617338,10.416578936323258,3.059401940691576,4.084990501403809
9038-12703,1-248056,0.0705397,28.96009168841607,90.99669,7.8534737,10.494815276731725,6.398068728537865,3.519631147384644
9196-6104,1-24822,0.0790931,26.226180377871103,110.95473,12.938231,10.613874577645488,3.624881238117997,4.271198272705078
8332-9101,1-250922,0.0284426,29.79266287532249,56.294994,9.517247,10.019610564510405,2.918328643492064,4.543676376342773
8335-12705,1-251686,0.0253001,20.257202262027384,61.536407,7.6405563,10.217981124108114,3.581364564602373,5.878498077392578
8335-6104,1-252070,0.0823715,22.771443124349183,167.98381,10.394243,10.753089505805532,5.749407307315182,1.3368037939071655
8455-12701,1-254342,0.0292303,21.303208560349606,76.4354,13.014808,9.686183867028795,2.253904502142798,6.1012797355651855
8455-3702,1-254694,0.0636164,25.31595802432297,131.42717,13.264368,10.94601332724037,5.924310031397205,2.781104564666748
7990-6103,1-25688,0.0292359,27.926533645663984,74.17881,10.086488,10.016419046510284,2.3133723004493176,2.7918686866760254
8624-9101,1-25718,0.0220487,25.301932403692625,51.75713,8.146455,9.521523806554828,1.813271496268511,6.407678604125977
8259-3702,1-257813,0.0358399,27.226552126979023,93.46461,12.293061,10.198904399456731,4.7952326036731066,1.165562629699707
8464-3701,1-258617,0.0478473,18.677261890699967,61.242516,13.82591,9.947967193980398,1.7956929567758553,2.0047006607055664
8447-12701,1-260733,0.0507247,18.08930428312373,54.188305,7.0780373,10.095873418851426,2.9607621985684225,5.36092472076416
9041-6104,1-264543,0.0579652,18.489561927669374,79.13237,15.669312,9.98308973968724,2.65566657909976,1.9759358167648315
9088-12702,1-265589,0.0411658,26.80390798451194,111.545395,11.495217,10.89633052043383,6.654419898364914,1.169839859008789
9030-3702,1-268822,0.0553681,21.4510183909774,91.736015,24.653446,10.205969931544091,1.725211375704393,2.391460418701172
9049-9102,1-269982,0.0453151,27.682076114745392,55.496872,9.325435,9.903787554851528,2.248374731645309,3.054983139038086
9027-3701,1-272400,0.0603349,26.375073295478987,106.404594,28.3399,10.376974574129653,1.6126540017662656,1.9470341205596924
11868-12704,1-272770,0.057831157,21.434639461129542,50.483288,6.221606,10.130534880692531,4.582369258567767,4.485785961151123
11975-6103,1-272772,0.11259447,25.56716224581052,137.85464,5.350936,10.926079371809,5.632146710813949,3.2902400493621826
12652-9101,1-273133,0.045478962,21.071324976283044,58.63424,6.4352617,9.701274845297336,2.464909814646413,4.644504070281982
12652-3703,1-273275,0.047338452,16.521218575503685,57.630543,14.45738,9.86604225695151,1.1187633759547158,3.0254721641540527
10509-6101,1-277489,0.0528333,16.916112221474396,66.19777,13.721179,9.996537501400628,2.208179668457635,5.438192367553711
8945-6104,1-279675,0.0338399,1.654065017616689,142.68593,8.735691,10.528260908991754,11.135258216728149,1.3696743249893188
8988-9101,1-282472,0.0873207,21.79222807363265,138.48166,11.017049,10.740015905118142,2.9806612092083777,3.637564182281494
12070-6103,1-28290,0.04255866,27.87523013795389,52.433907,7.0840273,9.751848780198593,2.0995258958470187,4.49298095703125
8465-12701,1-284428,0.0236717,21.61413278376411,62.214363,9.323199,9.905108558043002,2.7824769536003435,5.934326648712158
8319-3701,1-285065,0.0268704,25.10484716361342,61.07348,13.04591,9.718361330113172,2.7289199253509038,7.766657829284668
8656-12702,1-287810,0.0612581,13.00218346810809,136.24359,5.721939,10.887783223133802,5.385242297659571,4.767595291137695
9049-12701,1-295190,0.0648295,7.67565085686908,102.50372,7.8187747,10.744383745097252,4.861545832319086,2.9664759635925293
9046-6101,1-295644,0.103684,29.20716969152821,137.84705,5.5577683,11.07599197639684,5.468385500778199,1.9090111255645752
9088-6101,1-296005,0.048095,24.18497486460383,58.932407,7.453442,9.920568354440933,3.4903655449667674,2.9194462299346924
9492-6103,1-297950,0.0509214,22.17611524625908,66.39003,11.222741,10.132551043091135,2.8031635216366406,2.3633854389190674
9496-12704,1-298273,0.0302286,22.12846578271296,68.302704,7.911881,10.136152760280131,3.235727585767824,4.424662113189697
8939-12703,1-298868,0.0277978,2.615420076862771,119.36447,5.1605477,10.594866368994062,6.640387592185836,2.123823881149292
11747-6101,1-299337,0.025263876,20.39503541853308,53.249912,15.380318,9.65647596015727,1.5854434366092565,6.248485565185547
10500-12702,1-300363,0.063268,27.30513076249929,56.039722,6.2636485,10.27494487198434,5.295844432297648,4.493297100067139
8656-6104,1-31249,0.0601364,29.415721690314648,108.064514,18.515835,10.460670868345378,2.8798884257972723,3.1142446994781494
8656-6103,1-31324,0.0608047,24.1264008907342,98.535866,10.088347,10.768928027342527,2.9725064005163837,4.125341892242432
8656-1902,1-31374,0.0379023,22.506944024710997,89.28736,19.535444,10.550516971208785,3.627324142819482,0.7922658324241638
9094-3701,1-317653,0.0911849,8.72235251843145,87.40986,8.252423,10.817435789014914,3.7465533986777984,2.8025147914886475
9086-6103,1-318128,0.0414139,21.336135675662,158.1483,9.323594,10.591244968815666,3.264277323683812,0.8076813817024231
8657-9102,1-31996,0.0813744,26.49632742437689,106.944954,6.37428,10.83013232358067,4.893701766641017,4.068539619445801
9868-3703,1-321377,0.0270297,23.90556059879448,63.15789,14.321343,9.386409778881912,1.7750861220165923,4.377509593963623
9872-3704,1-322436,0.0547385,23.00245523528408,100.79382,19.348091,10.2752422305559,2.829306472211404,1.4297593832015991
8315-12705,1-322787,0.0634711,24.3453746328508,55.64171,7.220722,10.353737400893872,4.662477460954166,5.440779685974121
8315-6101,1-322974,0.0405526,21.10459474674303,52.895008,11.262664,9.526763024731515,1.6758216149900624,4.45226526260376
9025-1902,1-324033,0.0490521,24.1264008907342,59.624264,8.058498,10.05227444710942,3.370721656463824,4.845152854919434
11823-3702,1-324250,0.07384638,17.422541931599604,64.731476,7.079161,10.478527392901787,3.053866780927024,2.873751640319824
11967-12703,1-335046,0.05490029,27.849542423194706,118.69367,5.954624,10.873246643365617,5.276645796362698,3.963793992996216
12074-9101,1-33505,0.046372086,26.84378767677944,81.80862,8.690826,10.59274615389365,4.159272818474895,2.563370943069458
11965-12705,1-335905,0.044636037,21.369024548579866,131.21083,5.3490243,10.664046433568258,5.274235196861026,2.546908378601074
12074-12703,1-33775,0.042497057,23.80184951854996,65.601585,7.0587044,10.445287971598164,4.930960727171557,6.499934673309326
8132-12703,1-338629,0.116056,29.5377897465005,127.445145,5.148443,10.732108157524747,9.70257200560652,3.3849315643310547
12078-9101,1-34985,0.05891983,28.623489701802757,73.01716,6.695107,10.452344812379357,5.768837273913595,3.5119988918304443
8719-6103,1-351474,0.0599654,27.99053743136532,100.222305,10.65392,10.736312025776677,4.637542237324705,5.249017715454102
10494-3701,1-352409,0.0317928,27.604474153434676,76.98559,20.228117,10.136742756818524,1.7281844844971272,2.586835622787476
10494-12705,1-352635,0.0249386,16.394591904177677,56.37751,6.139061,10.293744742451794,3.049520192187811,4.734223365783691
8077-6104,1-36919,0.0457756,22.87951992526753,61.809536,8.995753,10.229525703685326,3.734709322923912,5.874683380126953
9889-6103,1-375061,0.0341189,29.949468292552048,85.50305,15.289361,10.188858203886616,1.4926305819046568,5.10114049911499
9089-12701,1-376168,0.0629325,19.554180568637054,74.47516,8.04201,10.325532082503882,3.253625580102128,4.499360084533691
8712-6101,1-379291,0.0348771,20.9711955232354,77.191475,23.057724,10.523179173125763,2.472930984834845,3.9482572078704834
10494-9101,1-379814,0.0308494,26.87034144496858,63.685024,8.075825,10.0751087964165,3.067172619390234,3.623206377029419
10492-1902,1-380333,0.0275005,24.77791256102589,103.93538,26.295723,10.066441473327917,2.356530029958724,1.1274698972702026
9491-3701,1-382711,0.0415295,4.823773983213062,51.529488,10.049418,9.474595013522643,1.125539391122818,3.3593428134918213
8085-3704,1-38348,0.0368414,28.92286723904978,85.23336,16.178484,10.37122861387881,3.860418985549951,1.7412089109420776
8155-6102,1-38506,0.0305763,29.42795034711731,76.787285,10.412934,10.074275063089752,2.662237248964778,5.527872562408447
8155-6103,1-38663,0.139508,23.7721440554504,177.9232,5.252469,11.03300936959896,8.430618227378348,0.1401407718658447
12487-6104,1-386954,0.02170969,28.20717961610898,127.54575,9.802842,10.254650560447336,2.5042204072958194,2.113112449645996
8944-3704,1-390056,0.0499634,28.194483014080323,53.67486,7.941969,10.00116668366936,2.5422448578754717,4.570731163024902
8568-3704,1-392956,0.0505406,23.667887593072688,96.11482,22.349178,10.174126706611604,5.217727437204225,0.7731966376304626
11750-3701,1-397146,0.02025338,27.2396576990296,79.97969,17.485783,9.765631798332718,1.1283486783634569,2.8103387355804443
8988-3703,1-397651,0.0222937,25.11897450329453,60.296078,15.494854,9.763473666960149,2.024132247391768,6.136096000671387
8322-6102,1-401757,0.0603594,19.678937889999432,91.201614,17.535961,10.325714703590137,2.1115130330914,2.311072826385498
12483-12705,1-405001,0.030179096,8.06801497634988,85.14196,6.47317,10.37058833981764,2.890029929157271,4.84628963470459
8336-6101,1-405025,0.0614923,15.636205219733824,62.49459,6.2611384,10.398786925178856,3.370422988015898,4.857477188110352
8952-6104,1-405999,0.0282108,22.956429151496632,65.31507,13.681917,9.93610992230772,2.7637046912889045,5.753987312316895
12621-12705,1-406037,0.032547712,20.463620662166964,58.484158,5.710855,10.349931003404413,3.013539566986436,6.033068656921387
12093-3704,1-40751,0.0586499,26.68393405244607,80.50416,8.657987,10.465773585277502,3.947179323657677,3.2492940425872803
8093-6104,1-41014,0.0558216,24.46141598795104,58.18268,11.647898,10.202578218155365,2.522238901689149,4.78522539138794
9493-1902,1-413033,0.0251976,26.02189211727172,89.002884,17.952332,10.032014034159506,1.6177735422667088,0.8412630558013916
8442-9101,1-419151,0.0247113,29.28093389951418,56.082893,5.762416,9.082620235237814,2.141068555610084,5.6395463943481445
8554-9101,1-419450,0.0218546,28.661064001450782,54.41022,7.854811,9.320320800021994,1.9113395182958817,4.9053239822387695
8444-6104,1-420732,0.0347615,12.922262898404057,97.36532,7.694233,10.344626061622725,4.172800323105727,2.301856756210327
7993-12704,1-42230,0.0410693,14.000334904479391,185.77318,5.0219426,10.856061533521473,7.156298618128722,0.6392297148704529
8443-12704,1-422933,0.0290939,25.664239377522613,103.14578,7.212281,10.41977076239877,4.72656222226579,2.8279833793640137
8713-6104,1-43865,0.0408673,21.776101451859983,102.36175,14.253578,10.600697428633646,5.347819271704924,4.5607099533081055
8718-9101,1-44634,0.0502249,19.229824785560574,56.840023,8.597293,10.114624326407622,2.567024165741817,4.207189083099365
8609-6103,1-446650,0.04788,24.00885379689495,78.14538,11.586928,9.966798077585093,1.116418297492582,2.2592780590057373
10495-9101,1-45641,0.053925,20.90419321231117,60.476204,5.6224256,10.358405078026674,3.5140399835745737,5.102698802947998
8952-3704,1-458209,0.0282688,28.573318867496862,127.86097,16.856298,10.06581864165778,5.552353646180639,2.278326272964477
11744-9102,1-459275,0.028708013,26.857063602565443,71.90848,11.899442,10.064069271512237,2.719167954742644,4.280148983001709
8241-6102,1-460288,0.0372518,22.6939456357588,76.888306,21.525011,10.187830820444,2.5540310491331857,4.540069580078125
8241-3703,1-460882,0.0288563,19.62556473795692,59.91144,10.840228,9.646870121688382,1.8620771801031308,5.666706562042236
8241-3704,1-460912,0.0658638,21.79222807363265,111.6927,13.379741,10.554668413335722,4.052458723053477,4.091646194458008
8244-9101,1-47890,0.0583642,27.25276533763032,85.49285,8.240874,10.59077163785081,5.608505827167496,4.798075675964356
8448-9101,1-487130,0.0586842,21.82446675732505,59.928944,6.3719335,10.345397258290998,4.5848167406477005,5.268736362457275
8450-3703,1-489814,0.035089,24.734975671880942,62.177925,13.759228,9.931815736454592,2.1348825803102245,4.793983459472656
8310-12703,1-495795,0.0770556,23.033088331146875,101.31663,9.351402,10.62336301929836,2.631854667727794,4.065878391265869
9189-9102,1-51315,0.0370497,25.73337699173814,72.464355,13.038792,10.383510175872493,3.1568730339658804,3.860877990722656
9190-6102,1-51378,0.0340723,27.344342935141192,74.3071,9.964542,10.254866974309708,0.2873658136136305,4.482503890991211
8728-12705,1-52259,0.0678067,29.42795034711731,62.438965,5.773759,10.433769833924863,5.304511476276611,3.777510166168213
9881-3701,1-523239,0.13725,25.63653291910829,205.17119,7.513531,11.192079364439811,9.073348033126871,1.4765746593475342
10839-12702,1-52826,0.05132873,26.590282239136982,83.60298,5.9778204,10.32663235005462,2.726154132622689,1.5132887363433838
10841-3701,1-54602,0.02432739,29.342268522641792,149.7009,27.427692,9.87049479325185,3.170780235113423,3.3176848888397217
8719-3701,1-548190,0.0217478,13.00218346810809,69.10282,8.461024,9.6205430803488,1.9854699261587272,1.1799325942993164
10226-6102,1-548401,0.0600712,20.41219460955484,92.49662,20.008875,10.302424012739664,2.071030390340057,2.304105758666992
10215-3702,1-548639,0.0337287,26.976333431557293,145.33737,22.136055,10.563421751494202,3.294518212936457,1.0823113918304443
11759-12704,1-54886,0.121581994,28.673581392775773,83.74105,6.2440257,10.83568896745291,8.059666351639923,2.394477128982544
11753-6102,1-55093,0.019940922,29.610808610831395,59.80134,11.505978,9.539185085500302,1.578347192088797,5.291435241699219
8617-12704,1-550950,0.0497739,13.624901899460353,64.57351,6.833677,10.096325928631698,2.389019947815861,4.404013156890869
12071-1901,1-551121,0.0421037,28.34656306545837,142.04051,22.216646,10.443503512159518,1.897378939932821,1.8040803670883176
11759-3702,1-55178,0.047991615,28.93527524097556,56.95391,13.952433,9.93716936377941,2.802330827409744,4.841826438903809
10845-6102,1-55480,0.056785386,28.52306846726133,72.33642,10.5850315,10.195498477825112,2.29301992433099,3.783005475997925
11746-12703,1-556472,0.04808478,19.24798467128565,80.6668,5.4663067,10.601214607441232,7.222704103351906,5.353709697723389
8145-3703,1-556499,0.0160898,27.121452720663974,55.76454,11.152626,9.518488934324218,1.1227348676052251,2.9767725467681885
8939-9101,1-556714,0.0967156,23.74239503890472,211.63792,6.5196886,10.87043082836116,6.7978346232991695,1.614438772201538
10219-12702,1-556820,0.021666,16.709397240156232,53.372047,8.971895,9.93038810844888,3.250968683387238,4.509082794189453
9026-12703,1-568997,0.0721911,23.74239503890472,104.61285,5.7412963,10.585712209072652,5.97800233620561,3.3259456157684326
8604-12705,1-569166,0.0271759,29.76846913084396,135.27628,9.163036,10.489167878372635,4.64669213714657,0.9691802263259888
11941-12702,1-569177,0.03299246,17.01856508090688,117.53404,6.7899055,10.642086479983018,3.878507962621303,0.3854399621486664
11018-6102,1-576550,0.05187651,26.482878093106685,101.98462,10.649569,10.721694617549357,3.1199174157279552,3.3571817874908447
7993-12701,1-581847,0.0410685,22.86410711704189,130.47568,6.0734344,10.91826735072877,4.557250576306999,0.907107710838318
10497-9102,1-584805,0.0440739,17.079746791924457,95.13383,8.308801,10.709283532466335,2.8098620918793484,1.0884084701538086
8945-12701,1-588617,0.0327303,24.991579362811557,57.172115,5.9434094,9.660691915182376,4.4686042245476125,7.684464454650879
11750-6103,1-590350,0.023683086,19.06567374128616,57.2942,16.323997,9.899350345775169,1.8143870425275608,6.186424732208252
11830-12703,1-591433,0.029737284,22.491291478683305,61.874126,7.496698,10.171626803076729,2.6019273098936364,5.594815254211426
9029-6102,1-594453,0.0279312,13.548597397291758,60.283978,11.948796,9.890941078161706,2.270888746988656,4.248028755187988
11981-12702,1-594816,0.020086545,16.79238107066256,54.247784,9.046712,10.28676492483933,2.465907522283234,6.958595275878906
9196-12701,1-595146,0.0309348,20.031306026962294,123.552574,8.198906,10.582082689723006,5.292925169280169,2.86687445640564
8084-12702,1-604048,0.0364594,15.390365329399948,141.58293,10.701829,10.701855404961172,6.247743602248894,0.7602822780609131
8716-3701,1-605012,0.0641829,28.3212701686075,96.72359,15.738804,10.712802014646014,3.85764351807316,3.927363395690918
9489-3703,1-605216,0.0217955,24.403459424557543,60.195362,12.142481,9.13858055772912,0.9716767902724144,5.315627098083496
11749-12701,1-605697,0.04165306,28.53564042255774,67.741684,6.3647346,10.540565331512358,4.081934797068356,4.879987716674805
10842-9101,1-605778,0.038259663,8.360545297199742,63.77522,13.574486,10.350370766729531,3.971475856184621,5.014673233032227
10513-12702,1-605833,0.0240399,28.3212701686075,63.483074,5.46104,9.70648393414792,2.168315706427392,5.59022331237793
10845-12702,1-606221,0.024562828,14.172206621588291,52.72258,5.622858,9.872400370907052,2.6897819614347105,7.01894474029541
11865-12704,1-61136,0.03275921,26.75064787627071,59.83467,7.412745,10.254937124426462,2.9834940464198465,4.287288665771484
8946-12702,1-613949,0.0344067,25.980857364048497,142.50223,9.175555,10.801252057822971,6.685076117699364,2.0196235179901123
11833-12705,1-620121,0.02371059,20.118470361621284,54.846848,5.617585,9.662666752467164,2.045971602157619,7.345157146453857
8341-12704,1-620993,0.030345,14.245243585010924,65.658424,14.037156,10.32770418896184,3.409672665826461,5.323654651641846
11018-12702,1-623940,0.023645166,10.607659324215566,58.04994,8.6048975,10.357423183005912,2.916626923193612,5.764744758605957
8443-6103,1-627397,0.029141,28.27061548296783,58.53761,10.002651,10.01408350436994,2.346855684020309,3.528662919998169
8591-9101,1-629057,0.0757792,23.62306711247541,136.51012,7.7118764,10.947947610634255,6.214883232453397,3.969604015350342
8589-12705,1-631857,0.0295524,25.719561522512777,93.491066,8.830744,10.64863513964352,6.256357178548919,5.172702789306641
9887-6104,1-633475,0.0797686,27.81097817224005,168.7492,8.7736635,11.045827406344191,4.057482110145175,0.4984613358974457
12489-6101,1-63526,0.04674353,25.385962061565003,72.25264,8.727253,9.89903222121983,1.886594332176797,3.33884072303772
12683-12703,1-635755,0.060081657,17.915139239383926,122.35792,5.9556885,10.896747717317025,7.29626748511608,4.472233772277832
12067-12701,1-635999,0.056128077,29.08386630376101,140.8128,5.1970134,10.944458982714163,5.568627440569174,3.501908779144287
11835-6102,1-70077,0.028771218,18.7890268486242,130.50795,9.301332,10.335308870992408,2.3055794788675947,1.5032116174697876
9182-6102,1-71987,0.0657771,25.09071246448484,117.44819,13.322885,10.51665302069593,3.47261743903212,0.368341326713562
9183-6104,1-72070,0.0773568,28.548207383556,173.6907,9.3334875,10.709779449085952,5.279263850978885,1.6134531497955322
8240-12702,1-72814,0.144358,21.646621990107416,162.56854,6.233673,11.033138153188728,8.096601805060592,2.319689512252808
9511-6101,1-76518,0.0495915,25.04827252392711,77.2388,8.480762,10.224553779797422,2.017430603320709,1.3497995138168335
10515-12701,1-78358,0.0693779,21.17099548535738,64.060616,8.74991,10.480188100879548,4.289999569382229,3.592861652374268
10519-12705,1-79331,0.0639105,29.4768122730527,114.73693,6.089742,11.024670347252004,6.713337183700132,4.945788860321045
8553-9102,1-90231,0.0736586,27.27896339812996,89.485115,7.886022,10.706160264920127,6.52544956708818,4.20311164855957
8481-12703,1-90849,0.0661473,19.62556473795692,87.536674,10.075601,10.600257189800608,4.141806342083451,1.797220230102539
8561-9101,1-91394,0.0686828,26.2533138580672,72.724205,9.500535,10.817273758945085,6.051254000195093,4.777861595153809
8563-1901,1-91839,0.0538963,28.8731650502369,50.808903,8.010981,10.198662584318134,4.699280840223491,5.233129978179932
8561-9102,1-92383,0.0872151,19.102264819832744,102.731255,9.404911,10.740842517138342,4.676794312918464,2.147558212280273
8482-9101,1-92626,0.043419,26.590282239136982,153.72528,7.2290416,10.647341886260984,5.198611087055572,1.0853440761566162
8562-3702,1-92987,0.0430885,26.07651546931998,63.265858,9.048772,10.08699301164496,2.513547736048294,5.840205192565918
8548-6102,1-93236,0.0477681,17.382546248822923,96.06854,12.056747,9.985146585089192,2.638717479308665,4.987839698791504
