manga_plateifu,manga_mangaid,sami_CATID,sep_arcsec,manga_z,sami_z,manga_logMstar_nsa,sami_logMstar,manga_Rd_kpc,sami_Rd_kpc,manga_incl_deg,manga_dl_TType,sami_morph_type,d_logMstar,d_logRd,d_z
11834-12702,1-14092,595027,0.7339519082513928,0.042443685,0.04247,9.96904291971586,9.88,3.683862198571456,1.7791705951494041,86.40968235772694,3.954392910003662,3.0,0.08904291971585998,0.3160857840150639,-2.6314999999998978e-05
11834-12701,1-14106,79693,1.7730410417984663,0.0430463,0.0431,10.061392233167735,10.07,2.2225545241356643,1.3645142357558604,78.74609228512104,2.391066551208496,1.5,-0.00860776683226483,0.21187435301532706,-5.3699999999996806e-05
11834-3701,1-14130,107824,0.5112177974974863,0.043362614,0.04339,10.263731934617471,10.35,1.4567348402745357,1.161134436750259,61.962797421306064,1.272063374519348,2.0,-0.08626806538252829,0.0984980017451245,-2.73859999999973e-05
11834-1901,1-14152,79810,0.3370623760320453,0.043161303,0.0432,10.050283300559077,10.0,0.7657223371487872,0.6351558383330606,27.29204603720082,-1.0093908309936523,0.0,0.050283300559076594,0.08119102176724204,-3.86970000000042e-05
12073-3703,1-32603,9011900609,0.0948290990919381,0.043004088,0.0430041,10.347688934192009,10.3263,1.255828271185888,0.9222702435639304,36.69351827528552,-1.4748209714889526,1.5,0.021388934192009046,0.13407205902160807,-1.2000000000622624e-08
12696-3703,1-32623,9011900438,0.06423032830569898,0.0417958,0.0417958,10.105288765014445,10.1574,2.6457853059719243,1.0655640963568331,32.17494875788986,-1.6140766143798828,0.0,-0.052111234985556365,0.3949750214235283,0.0
12696-6101,1-32701,9011900127,0.12348648283183146,0.041749552,0.0417496,10.953714673654584,11.0491,4.418174057953369,2.4797356463753775,49.17013329531839,-2.334190368652344,0.5,-0.09538532634541497,0.25083743621103727,-4.79999999955516e-08
12696-12701,1-32708,9011900413,0.16595395833312743,0.044977106,0.0449771,11.329146857143304,11.2598,7.84370929315335,4.173882850380407,50.11158190356117,-1.849707841873169,0.5,0.06934685714330335,0.27398123386236384,6.000000003780759e-09
12696-12703,1-32715,9011900498,0.0028170386102119678,0.046787973,0.046788,10.479817165465198,10.3774,2.0786709938779016,1.6618756876373575,40.16513281803313,-0.7355528473854065,0.5,0.10241716546519797,0.09718722150313916,-2.7000000006605074e-08
12074-12703,1-33775,9016800425,0.08348772831767033,0.042497057,0.0425108,10.75509189156965,10.6795,4.930960727171557,3.9759669208683732,23.80184951854996,6.499934673309326,2.5,0.0755918915696494,0.09348878107966363,-1.3743000000003558e-05
12074-6101,1-33777,9016800071,0.1450856841658431,0.046590656,0.0466133,10.47328877752548,10.4447,1.4510358985610583,1.063078129241784,52.5466374923317,-1.2831693887710571,0.5,0.02858877752548139,0.13511297351537688,-2.2644000000002218e-05
12075-12701,1-33805,9016800001,0.10536653480263092,0.044819,0.0448368,11.47988134390186,11.4439,13.073380306205788,6.0204808499074955,30.23705983115244,-1.3965624570846558,0.0,0.03598134390186125,0.3367567157242838,-1.780000000000531e-05
12074-3703,1-33810,9016800323,0.1183230185642462,0.04107033,0.0411852,10.031736235957837,10.1673,1.97481116471104,1.2225276270615868,36.07313651290796,-0.2482918053865432,2.0,-0.1355637640421623,0.20826689163477036,-0.00011486999999999609
12075-3702,1-33848,9016800428,0.05776671480367398,0.042386595,0.0425801,10.27514586182436,10.284,1.1878332187453289,0.8613630420420317,55.56794943694953,1.0520471334457395,2.0,-0.008854138175641069,0.13956923268942972,-0.00019350500000000354
10839-12701,1-52799,209279,1.1492364279687777,0.036823045,0.03681,9.498059358498509,9.41,2.4009850010322773,1.510868761615143,62.503945723023975,7.447699546813965,3.0,0.08805935849850854,0.2011627051096065,1.3044999999996254e-05
10839-6102,1-52814,599834,0.9535603815719415,0.05209065,0.0521,11.191373897049344,11.21,6.782577251073503,3.629355485077773,25.980857364048497,-2.2124972343444824,0.0,-0.018626102950657142,0.2715652407201936,-9.349999999998249e-06
10839-12702,1-52826,599689,1.0680158175557055,0.05132873,0.05134,10.636436270026106,10.58,2.726154132622689,3.7343286652214305,26.590282239136982,1.5132887363433838,0.5,0.05643627002610607,-0.13666213181690368,-1.1269999999993785e-05
11754-6102,1-52936,345754,1.6453905546519794,0.025375271,0.02555,10.220339770977803,10.25,2.0270817232141183,1.4313832184365431,56.58101731547524,3.006632804870605,1.5,-0.02966022902219656,0.15111533669984448,-0.00017472899999999847
11754-12703,1-52981,381206,0.6265898864042299,0.050491586,0.05052,11.246840837927609,11.22,13.60267676201256,5.612569751875643,54.91776698918992,-1.4912049770355225,0.0,0.026840837927608163,0.3844626267506154,-2.841400000000438e-05
11754-3704,1-52986,323329,1.7480356840378046,0.049214877,0.04927,10.36825780823302,10.34,1.0561152388291586,1.0105817617739081,58.71500742471993,1.0176522731781006,2.0,0.028257808233020043,0.019139853010914958,-5.512300000000414e-05
11754-6103,1-53020,381229,1.6020360669747586,0.050001286,0.04999,10.47376793792324,10.49,4.913712685079317,1.7785073281621242,37.93842722034873,-1.1129220724105835,0.0,-0.0162320620767602,0.4413540997992862,1.1285999999999241e-05
11754-6104,1-53025,376121,0.8143046764416537,0.051454227,0.05149,11.034606146768606,11.02,2.4085973668389764,2.5815117845843454,51.52284442727588,1.5547345876693726,2.0,0.01460614676860672,-0.03010990470742292,-3.577300000000283e-05
11754-1902,1-53028,323507,1.7156486888710643,0.03987019,0.03988,9.457087068423364,9.44,1.344080041852949,1.373018119793061,19.678937889999432,6.783556938171387,3.0,0.017087068423364826,-0.00925113634805741,-9.809999999998986e-06
10839-6104,1-53060,323593,0.5443789634628372,0.06883238,0.06887,11.150681206161323,11.13,5.3748414982420885,2.995429153707259,55.02387857430102,-1.6253758668899536,0.5,0.020681206161322407,0.2539066092730979,-3.7620000000002096e-05
10839-1901,1-53066,301199,1.1765849489718014,0.04218216,0.04221,10.202581220097189,10.13,1.6712475502304247,0.8423649609717213,61.29008847927199,0.8747218251228333,1.5,0.07258122009718804,0.2975404900354405,-2.7839999999994258e-05
10839-6101,1-53118,600030,1.62321320199232,0.028156279,0.02816,10.268714813444843,10.25,3.0026254345860632,1.592765281160153,75.79841809558278,1.938717007637024,2.0,0.01871481344484316,0.2753493786509682,-3.7210000000016674e-06
10839-3704,1-53120,215292,1.8706031947496597,0.028214423,0.02823,10.101831861638784,10.09,1.981059033097932,1.0649200939024206,77.93965029223052,3.5757594108581543,3.0,0.011831861638784247,0.26958039538244566,-1.5577000000002728e-05
11754-12705,1-53172,371633,1.5693925331018346,0.028757913,0.02881,10.89452678275282,10.92,3.189875057009624,3.2969687850936698,87.13711948229741,1.1790635585784912,2.0,-0.025473217247180102,-0.014341162690435172,-5.208699999999927e-05
10839-1902,1-53198,371789,1.2068104432649365,0.026635164,0.02669,9.933368445429728,9.91,1.155734769286579,0.865018362335731,56.04182270762631,1.948069453239441,2.0,0.02336844542972827,0.1258328522212416,-5.483599999999908e-05
12511-12701,1-53212,376478,0.1475046415049268,0.051286362,0.05147,10.323628862792884,11.16,4.224331378549511,3.374674598454273,49.27531467501145,3.719874143600464,3.0,-0.8363711372071165,0.09752607665523227,-0.00018363799999999986
10839-9101,1-53217,301381,1.7776658996816277,0.058613725,0.05857,10.60001143520053,10.58,3.7485102081038417,2.677374754402463,49.943445541708826,3.498093843460083,2.5,0.02001143520053006,0.1461495338665521,4.37250000000014e-05
12511-6102,1-53257,372123,1.4581157077634028,0.07123264,0.07119,11.264262919497286,11.43,18.413090222020728,4.830916803692988,18.37606088804559,-1.8784077167510984,0.0,-0.16573708050271385,0.5810971228693464,4.263999999999657e-05
11867-3702,1-53278,372408,0.38420404797872093,0.053436406,0.05351,10.699883578320437,10.76,2.3085992932574184,1.2250718010150656,72.96821307276603,1.2921638488769531,1.0,-0.0601164216795631,0.2751870150811519,-7.359400000000321e-05
12511-9102,1-53282,372374,0.16715621106797876,0.019357435,0.01937,9.32150831028327,9.28,2.0433160264371644,1.2482296403535003,68.68967141843805,4.253997325897217,3.0,0.0415083102832714,0.21404105025140624,-1.2564999999999105e-05
12511-6101,1-53288,209698,0.5919479188503943,0.028463524,0.02855,10.550613417356542,10.43,1.7271393751061292,1.3739584175288815,56.55112597125578,0.8741018176078796,2.0,0.12061341735654274,0.099353796158439,-8.647599999999853e-05
12511-6103,1-53292,278995,0.5360692015443942,0.013100303,0.01307,8.677662455598442,8.52,0.8792988188701583,0.582548221304106,63.1951004991984,5.477211952209473,3.0,0.15766245559844272,0.1788046092225015,3.030300000000062e-05
12511-9101,1-53327,278812,0.26244303201658226,0.04167477,0.04171,9.51605933581992,9.54,2.332216476829386,1.5144833514176452,67.86294753463788,6.122412204742432,3.0,-0.023940664180079452,0.1875043557300671,-3.522999999999721e-05
10839-3703,1-53356,215289,0.836406726292013,0.057596482,0.05761,10.76532042630474,10.81,2.5270457012629297,1.9768962162580597,30.33237720632479,-1.41122567653656,0.0,-0.044679573695260544,0.10662922596616298,-1.3518000000004027e-05
12511-12703,1-53392,386898,1.4528704157039736,0.053749673,0.05372,10.492408570343128,10.44,4.650423295643665,3.9927660428483898,38.43682570005267,5.347045421600342,2.5,0.05240857034312896,0.06621862214794416,2.9673000000000893e-05
12511-3702,1-53412,376679,0.200060911213739,0.106842145,0.10677,11.12524015422499,11.09,4.407295292407143,4.195347481973745,42.28911030502749,3.10547423362732,2.0,0.03524015422499005,0.021404212237091103,7.214499999999568e-05
12511-3704,1-53417,376703,0.5255684667562741,0.052003644,0.05204,10.64725046173864,10.74,2.207376678923106,1.4039501068092093,31.3292809951678,-1.0500240325927734,0.0,-0.09274953826136034,0.19652477565903462,-3.6356000000001276e-05
11867-3701,1-53488,574692,1.717764963952313,0.018830992,0.01886,9.45135678295924,9.31,1.046599564445102,0.8489971076004161,51.76620559054551,2.2560880184173584,3.0,0.1413567829592388,0.09087433899335783,-2.9007999999997036e-05
11867-12701,1-53500,210060,0.9977488975705615,0.018638892,0.01874,8.838459245381975,8.98,1.6191360874004512,1.8251839044385583,28.736087210066067,1.7021421194076538,3.0,-0.14154075461802584,-0.052023277775730764,-0.00010110799999999906
12511-6104,1-53536,372320,1.2935782443572459,0.01941025,0.01944,9.066530984751529,9.05,2.2673517088646284,1.1015427687568784,78.21692828491813,7.344776153564453,3.0,0.01653098475152781,0.31351752875552014,-2.9749999999998528e-05
11867-12704,1-53653,376990,1.2508441229319258,0.05338301,0.05347,10.602463210481105,10.63,2.907786826856397,2.9142573085616275,41.99985804249106,2.2253427505493164,2.5,-0.027536789518896043,-0.0009653295617300106,-8.698999999999513e-05
11867-12702,1-53662,372452,1.078135675993692,0.05263097,0.05264,10.60650321636444,10.65,1.779221243771613,1.6597017254965492,46.77491297771507,-1.7206261157989502,0.5,-0.04349678363556109,0.030199909873587144,-9.030000000000149e-06
11867-1901,1-53664,279148,0.4177606078514482,0.027369028,0.02741,9.404751672366924,9.38,0.8741238939203977,0.520177204661374,74.5981353129478,3.0359339714050293,2.5,0.024751672366923216,0.22542167519779044,-4.097200000000023e-05
12511-1901,1-53681,382154,0.1563613173633518,0.056814823,0.05685,10.696003324148094,10.8,2.464781947118369,1.555722735300667,43.12133396471911,-3.273093938827514,0.0,-0.10399667585190642,0.19984630587489247,-3.517699999999735e-05
11867-6103,1-53753,382659,0.6337729728860427,0.055386856,0.05545,10.659344820117862,10.76,3.706496719895669,1.744732320795915,69.49741386284747,-0.3770345002412796,1.0,-0.10065517988213735,0.3272348137681266,-6.314400000000109e-05
11867-3704,1-53854,210228,1.0900366196804898,0.051461965,0.05143,10.53165046336627,10.68,2.137006269145408,0.9698571021351868,89.63010853675563,1.450339913368225,1.5,-0.14834953663372907,0.3430980457919117,3.196500000000185e-05
11867-6104,1-53880,600977,0.9394337324629528,0.054408897,0.05446,10.61966124489175,10.62,3.434869631699428,2.305379368588803,51.31032199534119,2.041383981704712,2.0,-0.00033875510824898925,0.17316785610413205,-5.110300000000373e-05
11867-9102,1-53883,600929,0.907379118357618,0.0534704,0.05349,10.632385471983683,10.64,5.5713640471117,2.526398817356839,41.8092032333,-0.621504545211792,1.0,-0.007614528016317124,0.3434596279289474,-1.960000000000156e-05
11867-6101,1-53885,216396,0.13058310353471395,0.054654635,0.05468,10.62757206406332,10.72,3.304208032655869,1.6442444089808024,56.52870368485423,-1.6534757614135742,1.0,-0.09242793593667997,0.30310100887547187,-2.5364999999999416e-05
9512-6101,1-53897,601210,1.5197008440219704,0.069321,0.06937,10.959191358240586,11.01,3.810094675873249,2.505274930993683,43.12133396471911,-2.280446767807007,1.0,-0.050808641759413575,0.18208037479699285,-4.900000000000737e-05
9512-6102,1-53916,373105,1.6094100360628834,0.0555551,0.05555,10.741018068040232,10.79,3.2294922039573564,1.8741114042460505,46.60722365319544,-0.1167562901973724,1.5,-0.04898193195976752,0.23633883706693193,5.100000000000937e-06
9512-9102,1-53952,623712,0.9685233491553125,0.0171996,0.01727,9.202057734784892,9.16,1.7238641187065429,1.4550023790917879,22.833261410156915,3.8474061489105225,3.0,0.042057734784892276,0.0736393267110105,-7.040000000000171e-05
9512-12703,1-53954,279932,0.1601093375854982,0.0170264,0.01703,11.025691993236071,11.0,9.576478572329782,2.9470643269259753,72.32970524512294,-0.7210302352905273,0.0,0.025691993236071298,0.5118162257563148,-3.599999999999437e-06
9512-6104,1-53985,373237,0.20091629430252894,0.0174873,0.01749,9.97836780501176,9.96,2.195094954649308,1.08160467067842,39.40873057130836,-0.5711619555950165,0.0,0.01836780501175994,0.3073847575337503,-2.699999999997843e-06
9512-6103,1-53987,373202,1.3645338982122737,0.0164953,0.01654,9.368370384094897,9.26,1.347675547615255,0.8209254081890469,61.87610449124617,4.861726999282837,3.0,0.10837038409489708,0.21528165097099128,-4.469999999999821e-05
9512-1902,1-54001,302846,1.5106699079576829,0.0272106,0.02727,9.856662319182828,9.85,1.7583769825549982,1.1838643174329921,61.427684469744506,2.605350971221924,3.0,0.006662319182828114,0.17181005933681476,-5.939999999999765e-05
9512-12702,1-54008,373168,0.6540893531150701,0.0877838,0.08779,11.16637573526913,11.2,14.483354627439398,3.8988477936764356,66.14964103419865,-1.584134578704834,0.0,-0.03362426473086977,0.5699328834003303,-6.200000000011752e-06
10513-12703,1-54080,348116,1.6860923523178384,0.0504077,0.05041,10.48820526150524,10.61,4.34826161959594,2.0169197067004756,88.88915284153435,2.794134616851806,2.0,-0.12179473849475997,0.3336270568180678,-2.300000000003688e-06
10513-3703,1-54115,383283,0.4981092946037516,0.0172364,0.0174,9.258927412512003,9.16,0.9330032356285244,0.6047862347956189,72.77463716972105,4.265509605407715,2.5,0.09892741251200299,0.18828125200037124,-0.00016359999999999986
10513-12701,1-54225,205085,1.435343973474447,0.0540149,0.05405,11.232828663009238,11.23,6.172270242652572,4.626551584152852,43.298727361013285,-1.344760775566101,0.0,0.0028286630092377862,0.12518752393773636,-3.5100000000003184e-05
10513-1902,1-54240,205020,0.9656392266478305,0.0256775,0.02572,10.234899842018434,10.31,1.1062381971786843,0.6890642549430793,44.33450707211633,-0.9574015140533448,1.5,-0.07510015798156644,0.20558892853096683,-4.250000000000087e-05
9512-12705,1-54258,216843,1.6921392374279352,0.0237828,0.02382,9.42023537011578,9.26,2.6118399456950416,2.033534061717192,47.44984921866197,4.975377082824707,3.0,0.16023537011577993,0.10869510848864888,-3.720000000000112e-05
12074-12704,1-551344,9016800343,0.20592390528610796,0.044405818,0.0443212,10.88727480883024,10.8443,4.02986519247862,3.198432660599241,58.00005899119667,2.4377005100250244,2.0,0.0429748088302393,0.1003533067461474,8.461800000000158e-05
12073-12705,1-554448,9011900001,0.13747015115757386,0.044519622,0.0445212,11.46518502453948,11.5877,11.555615789089622,10.257176220938565,51.32608081696516,-0.5911880731582642,0.0,-0.12251497546052015,0.05176527674928755,-1.5779999999951388e-06
11754-3701,1-585223,375531,0.39980985635432975,0.02904347,0.02903,9.361686177201983,9.45,,1.149854786289974,,6.157817363739014,3.0,-0.0883138227980158,,1.3469999999998067e-05
11754-12701,1-585282,278390,0.4643098395987668,0.028853338,0.02876,10.438142079415078,10.51,3.3754945768831885,2.4907339136851494,77.45064148823243,5.519922733306885,2.0,-0.07185792058492169,0.132010080457862,9.333799999999837e-05
9512-12704,1-585546,279917,1.9998779312584214,0.0180392,0.01792,9.5491509561207,9.32,2.5924515195206954,1.7434440769425485,61.463881981638735,7.058560371398926,3.0,0.2291509561206997,0.17230262213654834,0.00011919999999999986
12073-9102,1-601579,9011900547,0.17506567045566163,0.044160094,0.0441601,11.531876247628654,11.4666,6.342341149424591,5.6414173021572624,45.50667329970465,-0.7189854979515076,0.0,0.06527624762865436,0.050861372491580736,-6.000000003780759e-09
11754-3702,1-605387,375560,0.8270183530347701,0.04954435,0.04985,11.048088989249484,11.11,9.014852096831214,2.997717507313158,43.112453868395086,-2.588494300842285,0.5,-0.061911010750515416,0.4781679015187839,-0.0003056499999999976
10839-3701,1-605510,599838,0.6382143146279436,0.040880352,0.04091,11.013818410958532,11.15,6.29160779970755,2.706826616957805,32.66868881829706,-1.8466295003890991,0.0,-0.1361815890414686,0.36630120378918246,-2.9648000000000174e-05
9512-9101,1-605753,216670,1.6482423308339895,0.0283994,0.02844,10.368506984518444,10.43,2.924144200966405,1.5425848539776508,79.64402738020803,2.533853530883789,2.0,-0.06149301548155606,0.2777497226862963,-4.0599999999998276e-05
10513-3701,1-605823,303099,0.37894839640038847,0.0260271,0.02605,10.358824138508048,10.35,1.6327295908614317,1.2703252793883593,44.80259327140582,0.9101542830467224,2.0,0.008824138508048307,0.10899932317478632,-2.289999999999931e-05
10513-12702,1-605833,383318,0.494799833253368,0.0240399,0.02398,10.016287854119406,9.92,2.168315706427392,2.298237555764574,28.3212701686075,5.59022331237793,3.0,0.09628785411940655,-0.02527240154798449,5.989999999999815e-05
11835-12705,1-70173,251887,1.9032184440238382,0.078521565,0.07861,11.364796758647458,11.35,5.778803863423887,6.68833236134851,43.81011323785422,3.096438407897949,2.0,0.014796758647458219,-0.06347989177293756,-8.843499999999782e-05
10839-6103,1-76413,417580,0.907789469461734,0.039620575,0.0396,9.92819241198317,9.93,1.0163063746198229,1.2087214057496523,33.9943091425069,-0.0850682258605957,0.5,-0.0018075880168293423,-0.07530156364742002,2.0574999999994903e-05
10511-3704,1-76425,422649,1.1897661050397805,0.028474,0.02853,10.600552859080246,10.6,4.929240210089323,2.2560871583700037,44.81985888153783,3.214176177978516,2.0,0.0005528590802459377,0.339424109031289,-5.6000000000000494e-05
11754-12704,1-76446,417453,0.7876315654489466,0.04939082,0.04938,10.352593455741092,10.37,2.632904060368848,1.8980421325633077,82.02757739736225,2.9991729259490967,2.0,-0.01740654425890753,0.14212918563618027,1.0820000000001662e-05
10511-12701,1-76456,517247,1.4044605611167147,0.0279937,0.02795,10.135730907756296,10.2,4.546507025582195,1.7364266115831666,89.63010853675563,5.330336093902588,2.5,-0.0642690922437037,0.4180214335341517,4.370000000000068e-05
11754-1901,1-76466,517164,0.7959897449216038,0.049578633,0.04962,10.417455288434946,10.36,5.345988465412981,1.9505420428620717,68.68247321155829,2.941760778427124,2.0,0.05745528843494618,0.43787270165342346,-4.136700000000049e-05
10511-1902,1-76480,422443,1.5161435524959823,0.0261003,0.02613,9.958515128270369,10.06,0.6442747321511372,0.5329379218450901,45.66869797377833,-1.2829999923706057,1.5,-0.10148487172963172,0.08239447496759969,-2.970000000000056e-05
11754-3703,1-76488,417440,0.23359806210196993,0.05059979,0.05062,11.089605462351374,11.21,3.3838535631996907,2.8694640403237033,19.08397222540233,-1.7527422904968262,0.0,-0.12039453764862706,0.07161077400466914,-2.0209999999999673e-05
9511-6101,1-76518,422286,1.210830589712191,0.0495915,0.04969,10.534357699768908,10.47,2.017430603320709,1.6197518612082789,25.04827252392711,1.3497995138168335,2.0,0.06435769976890704,0.09535011689994274,-9.850000000000136e-05
9511-12705,1-76519,422291,1.4153377525078012,0.0496196,0.04964,11.33412536211305,11.39,8.837917258236747,5.131010312473095,11.329660804975378,-2.2940824031829834,0.0,-0.055874637886949685,0.2361470438067106,-2.039999999999681e-05
10511-6101,1-76593,521753,1.2934551368482008,0.0260548,0.0261,9.854075414645784,9.79,1.795166232424317,0.95090060839077,78.09894549912778,4.761518955230713,3.0,0.06407541464578514,0.2759695451909391,-4.520000000000218e-05
10840-3704,1-76694,423270,1.824003799560636,0.054385986,0.05458,10.625878966031753,10.63,3.406556753546365,2.2804946478732036,89.63010853675563,4.6725053787231445,2.0,-0.0041210339682482555,0.1742865713954101,-0.0001940139999999993
11867-3703,1-76873,418693,0.7756262713007903,0.05125654,0.05128,10.547123692415273,10.62,2.183279666800842,1.2158156438643708,74.99746930179842,-0.6683793663978577,1.5,-0.07287630758472652,0.2542416430041574,-2.3459999999995984e-05
10841-12702,1-77522,514260,1.1999403624974847,0.016859272,0.01683,9.117711456198249,9.38,2.9745396138384166,1.9832918721271107,26.26687094963987,0.6318265795707703,3.0,-0.2622885438017519,0.17603312500527712,2.9272000000000326e-05
