side,fold,model,core,q,logpdf
1,1,pixelcorr_mixture_0.75,training_r02_c13,1.0284152015272316,-0.3739151159666007
1,1,pixelcorr_mixture_0.75,training_r03_c14,0.9972900924523441,-0.35835256142915695
1,1,pixelcorr_mixture_0.75,training_r06_c17,1.0341762867317255,-0.37679565856884767
1,1,pixelcorr_mixture_0.75,training_r07_c18,1.0081436719075216,-0.36377935115674565
1,1,pixelcorr_mixture_0.75,training_r08_c19,1.103551331646885,-0.41148318102642734
1,1,pixelcorr_mixture_0.75,training_r11_c19,1.0501746439702913,-0.38479483718813046
1,1,pixelcorr_mixture_0.75,training_r13_c18,1.0144905466957237,-0.3669527885508466
1,1,pixelcorr_mixture_0.75,training_r15_c17,0.9892078374164103,-0.35431143391119
1,1,pixelcorr_mixture_0.75,training_r17_c16,0.9857610712297241,-0.35258805081784683
1,1,pixelcorr_mixture_0.75,training_r18_c14,0.9800032231021232,-0.34970912675404653
1,1,pixelcorr_mixture_0.75,training_r19_c12,0.9947624135628486,-0.35708872198440916
1,1,pixelcorr_mixture_1.0,training_r02_c13,1.0284152015272316,-0.3739151159666007
1,1,pixelcorr_mixture_1.0,training_r03_c14,0.9972900924523441,-0.35835256142915695
1,1,pixelcorr_mixture_1.0,training_r06_c17,1.0341762867317255,-0.37679565856884767
1,1,pixelcorr_mixture_1.0,training_r07_c18,1.0081436719075216,-0.36377935115674565
1,1,pixelcorr_mixture_1.0,training_r08_c19,1.1035513316468852,-0.41148318102642734
1,1,pixelcorr_mixture_1.0,training_r11_c19,1.0501746439702913,-0.3847948371881304
1,1,pixelcorr_mixture_1.0,training_r13_c18,1.0144905466957237,-0.36695278855084673
1,1,pixelcorr_mixture_1.0,training_r15_c17,0.9892078374164103,-0.35431143391119
1,1,pixelcorr_mixture_1.0,training_r17_c16,0.9857610712297241,-0.35258805081784683
1,1,pixelcorr_mixture_1.0,training_r18_c14,0.9800032231021232,-0.34970912675404653
1,1,pixelcorr_mixture_1.0,training_r19_c12,0.9947624135628486,-0.35708872198440916
1,2,full_0.1,training_r02_c12,1.0397217905856404,-0.38036241104502744
1,2,full_0.1,training_r08_c18,0.9733894998509237,-0.34719626567766937
1,2,full_0.1,training_r09_c19,1.0141638654189953,-0.36758344846170515
1,2,full_0.1,training_r12_c19,1.015944750777552,-0.36847389114098356
1,2,full_0.1,training_r14_c18,0.9641870749423262,-0.3425950532233704
1,2,full_0.1,training_r16_c17,1.0211621679927507,-0.3710825997485828
1,2,full_0.1,training_r17_c15,1.0434987335261243,-0.3822508825152696
1,2,full_0.1,training_r18_c13,1.01637779130965,-0.36869041140703224
1,2,full_0.3,training_r02_c12,1.0082729744035543,-0.38018092590056984
1,2,full_0.3,training_r08_c18,0.942023280758867,-0.34705607907822617
1,2,full_0.3,training_r09_c19,0.9842967353405027,-0.3681928063690441
1,2,full_0.3,training_r12_c19,0.9831194429136636,-0.36760416015562447
1,2,full_0.3,training_r14_c18,0.9345860530915444,-0.34333746524456493
1,2,full_0.3,training_r16_c17,0.9903119882327335,-0.3712004328151594
1,2,full_0.3,training_r17_c15,1.0120611580448744,-0.3820750177212299
1,2,full_0.3,training_r18_c13,0.9833431756099755,-0.36771602650378044
1,2,full_0.6,training_r02_c12,0.9845370089579705,-0.38578368771437704
1,2,full_0.6,training_r08_c18,0.9184379611916882,-0.3527341638312359
1,2,full_0.6,training_r09_c19,0.9635916755985444,-0.37531102103466407
