concept_id,driver_id,kernel_id,driver_program_sha256,driver_output_sha256,kernel_input_sha256,pipeline_program_sha256,response_sha256,response_rms,status
D02_POT::K06_STOCHASTIC_OU,D02_POT,K06_STOCHASTIC_OU,29b82e2c79f5489ba3ff3dc4f5ebc51b9a484cae9990d4b2b17edbd61db5be3f,5b93435756182220ddcae30c1749a512adf4f5a7984a49b1082b032746c34f93,5b93435756182220ddcae30c1749a512adf4f5a7984a49b1082b032746c34f93,8fd99a2aff8f7c4666f7fa60ae333d7c24cdb4fc16e1b5517a546368532082f2,078c5751de49cf8f36230c93771baa43a2b9f597bf348a9d339344585af759d7,0.4550750046664083,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D03_RAD::K01_RETARDED,D03_RAD,K01_RETARDED,a8ad87fde8bb174c92972e579709ed33263c09cde27b702a86c820b24b54931b,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,3afcf46d0fecf409e809ac262ee523ad4bd62007292c06323ca05a95fc8a29db,b0bff42a9fb173fd8d67e1fda935fac5ae8fec2264a1005745b7202441ebaafc,0.8907349534950487,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D03_RAD::K02_EXPONENTIAL,D03_RAD,K02_EXPONENTIAL,a8ad87fde8bb174c92972e579709ed33263c09cde27b702a86c820b24b54931b,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,4047f07a16707ffcf26e2573654dad4290015cc9f8c264d9c64ec240c99887f1,17c494128fb79541f9be479326c4bf2b1124d1150e39d81239b1fa7a671fe191,0.8902905590231928,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D03_RAD::K03_BIEXPONENTIAL,D03_RAD,K03_BIEXPONENTIAL,a8ad87fde8bb174c92972e579709ed33263c09cde27b702a86c820b24b54931b,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,5c82eaa8c60bc176b84f800c274baec56cbedbf32cb9f43bbecb1ab9d5f966c2,bba9fb3fd966bb6f1143eddb1dccc3eb7cf69ad95e05d69255675695d938648a,0.8878065924754938,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D03_RAD::K04_DAMPED_RESONANCE,D03_RAD,K04_DAMPED_RESONANCE,a8ad87fde8bb174c92972e579709ed33263c09cde27b702a86c820b24b54931b,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,0cd2c1202fcf5c9930335a0f82ec08991b1f227cfcdc378cd9fdd0fa4892a7eb,755e4753ddd44a57e0da0e58403558f7a794ca05f4e1d1c2a9479142438f8caa,0.8906857618842555,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D03_RAD::K05_HYSTERETIC,D03_RAD,K05_HYSTERETIC,a8ad87fde8bb174c92972e579709ed33263c09cde27b702a86c820b24b54931b,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,fed182a76e2e02f6d303e04613988d9121f83849b99c38c8cee96e5de05d04df,e92474ce1b16dfd906fa6df94abdda4be65dff02d2802fc1b007a8f8fe60b733,1.039485364502001,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D03_RAD::K06_STOCHASTIC_OU,D03_RAD,K06_STOCHASTIC_OU,a8ad87fde8bb174c92972e579709ed33263c09cde27b702a86c820b24b54931b,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,1da51f6ba7c956006612be883a8994715c20d79c8ecd7201c2de7dd66c744952,94abec7e536208e4e1aeaba4e721f54d87d4021fffcc3ed44a4965852ca77ca5,17c494128fb79541f9be479326c4bf2b1124d1150e39d81239b1fa7a671fe191,0.8902905590231928,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D04_RHO::K01_RETARDED,D04_RHO,K01_RETARDED,d213084996bc78ae24ca707ba48fc332992af54aea3539dfb601c91a732c2f87,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,0ce850c4635cc74e38eec075e61fdd69bb92f9242cb6cd9a01eb5c7e32b88e7c,6cfe3783a6b2c711cc130727d87f8d71fe8bea98d0a2d6d30ffc2873cde9bc28,0.717465523027213,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D04_RHO::K02_EXPONENTIAL,D04_RHO,K02_EXPONENTIAL,d213084996bc78ae24ca707ba48fc332992af54aea3539dfb601c91a732c2f87,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,e4a6161d736a892b9f45cebe6ea99756b2429805ceeaad41eb55f72a3d2d1618,9a3c5a4470a5e8979448c078731a6ae360c95a9ab5a5ec1aed412a3d04c8488d,0.7231365374471513,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D04_RHO::K03_BIEXPONENTIAL,D04_RHO,K03_BIEXPONENTIAL,d213084996bc78ae24ca707ba48fc332992af54aea3539dfb601c91a732c2f87,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,e8c6302984b008cc1849c2ac65eee3b3e4e3c5d4afc3b7e44635891564f153f9,1c6da6afb8ae05aba6eeaf1853985b9d70df3e9bdc5b6b088f8b206d13655eee,0.7261289927929453,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D04_RHO::K04_DAMPED_RESONANCE,D04_RHO,K04_DAMPED_RESONANCE,d213084996bc78ae24ca707ba48fc332992af54aea3539dfb601c91a732c2f87,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,f0519ede2f1e8f67be1d491681ef129ba11734a300e530af37da4530e525362e,7fa85e49b7563db3e12df42c0a3de6b7ba21d44fe66f14fa4781f6566436f78a,0.7047487402610904,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D04_RHO::K05_HYSTERETIC,D04_RHO,K05_HYSTERETIC,d213084996bc78ae24ca707ba48fc332992af54aea3539dfb601c91a732c2f87,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,e2dc5661d832a7128f5718d6fb1a13d30ee00c2ff536f4f2c6c8b967704f2be9,31e38b8734fd7f47bd405d301617478cd5dbb442b6398a54d4f33e148f2540fd,0.8468804003480963,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D04_RHO::K06_STOCHASTIC_OU,D04_RHO,K06_STOCHASTIC_OU,d213084996bc78ae24ca707ba48fc332992af54aea3539dfb601c91a732c2f87,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,a37d1ddfe64858100f0f8e91bd8a0f30c67aae604b401ac141b630241b589a85,df78c3be58cc4d510cf523492a21b87c1e5e4be8089238f9114adaae521982bd,9a3c5a4470a5e8979448c078731a6ae360c95a9ab5a5ec1aed412a3d04c8488d,0.7231365374471513,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D05_SIG::K01_RETARDED,D05_SIG,K01_RETARDED,c1123070794baeffeb58de94d470a82cd6d8235e5c2b1dfdce9503dba5f22e32,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,4ea722a1133c58d159211011a5c258978a59ac1caa7bb96d20bf8c4799e95b5f,4253e9f4ddb2ad711211eaacf0b0422e4fd7200798ed192d781cb4b3500e5f63,0.7733939139689314,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D05_SIG::K02_EXPONENTIAL,D05_SIG,K02_EXPONENTIAL,c1123070794baeffeb58de94d470a82cd6d8235e5c2b1dfdce9503dba5f22e32,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,b299013543f4bafd7589dffcb179b339c4ad40ce60687210527144c0b8a72727,62dbf3c891f33478277b66c6490efc21132f11227799cacd0f3b229dec42780c,0.7792033214470595,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D05_SIG::K03_BIEXPONENTIAL,D05_SIG,K03_BIEXPONENTIAL,c1123070794baeffeb58de94d470a82cd6d8235e5c2b1dfdce9503dba5f22e32,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,0096f99b8c230ace1f0f961f09079c5150b6a522db20a21d58598298dc6685cd,e7039aa362cf3522f58109cf420976185777c02cd273673abb78c883d3623228,0.7827766002614778,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D05_SIG::K04_DAMPED_RESONANCE,D05_SIG,K04_DAMPED_RESONANCE,c1123070794baeffeb58de94d470a82cd6d8235e5c2b1dfdce9503dba5f22e32,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,6bbfbe41704902e4fa377825ad4870ba01de077b0864f4b588c13573c0c82403,bfe575982c990842c5d2abdffce573e76ba0878c471f0df458b94c5764f0f090,0.759094527695565,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D05_SIG::K05_HYSTERETIC,D05_SIG,K05_HYSTERETIC,c1123070794baeffeb58de94d470a82cd6d8235e5c2b1dfdce9503dba5f22e32,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,c815f259ea7efc4c07c422cdf0b609805269d33663946c2486cae6c3e21affaf,3a166f1a78e74bd51bf0e7038d642fe9b4db79e047b42b6119a5ed629bb00334,0.9028973339539544,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D05_SIG::K06_STOCHASTIC_OU,D05_SIG,K06_STOCHASTIC_OU,c1123070794baeffeb58de94d470a82cd6d8235e5c2b1dfdce9503dba5f22e32,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,ba718e0a642db1a2aac7060165438a788c5bc9e7d7373b6626cd8944a87e99a5,aa4d454855a8ea9970ea8badf4bd1dc25d18606ab387c3cba34f1f1741e689bc,62dbf3c891f33478277b66c6490efc21132f11227799cacd0f3b229dec42780c,0.7792033214470595,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D06_SLOPE::K01_RETARDED,D06_SLOPE,K01_RETARDED,616df51a6ae503836691ed9cadecc94d8eaa64141c47eb97fbdcf70c0fc0101d,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,817bcdb09cb5b61a8f9c3ea8dafdddff93514c1e20961f7a804b241b79fb5515,99e3c4e1b6727f4fbed07a887b22809ba519254011d5873c44209e459cf2403f,0.8752686035182101,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D06_SLOPE::K02_EXPONENTIAL,D06_SLOPE,K02_EXPONENTIAL,616df51a6ae503836691ed9cadecc94d8eaa64141c47eb97fbdcf70c0fc0101d,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,b38cdeab8186b79a527464d0bbbbe41ab7ae33d37df50ee1dd8156225f3ac144,e5f4212976ae321e289466baf2ae86ecff22b189fbcf1be705434412da0bfd97,0.8743982467002096,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D06_SLOPE::K03_BIEXPONENTIAL,D06_SLOPE,K03_BIEXPONENTIAL,616df51a6ae503836691ed9cadecc94d8eaa64141c47eb97fbdcf70c0fc0101d,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,7c0094c550f6fa39ba29e3f401301f83c91f62a83b95593970df27e1152a7fc8,216669678134f3de3b620386b87f257348baaa8656657ddd5ceaddbd8a609a90,0.8731604244115824,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D06_SLOPE::K04_DAMPED_RESONANCE,D06_SLOPE,K04_DAMPED_RESONANCE,616df51a6ae503836691ed9cadecc94d8eaa64141c47eb97fbdcf70c0fc0101d,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,5585335d0fb3a195e072ab44366ec3ebdaba1cf7f30d42da3d23f6d1dff6c101,71f50cad4852c9ca3b5657fd972c73684b0c934c230d081a89aadb7cdf0f74b3,0.8769728751633763,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D06_SLOPE::K05_HYSTERETIC,D06_SLOPE,K05_HYSTERETIC,616df51a6ae503836691ed9cadecc94d8eaa64141c47eb97fbdcf70c0fc0101d,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,e36dd76c2f1ecb02c5acc36223fdf1df78ed85427999ac39a7143d7035e09874,88f8e5c1c7bf2f8fc0e50240cb1fc099073323d92715f97294c98f9025776612,1.02615454402895,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D06_SLOPE::K06_STOCHASTIC_OU,D06_SLOPE,K06_STOCHASTIC_OU,616df51a6ae503836691ed9cadecc94d8eaa64141c47eb97fbdcf70c0fc0101d,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,0831732fee08a067924c8cfb32100a5e39b90af47ce35aca7b5057833b354414,66dd80b321ae9a343c4eb85a071130a6a4ba0f8a3a4f85d95ecd1a4fac45c885,e5f4212976ae321e289466baf2ae86ecff22b189fbcf1be705434412da0bfd97,0.8743982467002096,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D07_TIDE::K01_RETARDED,D07_TIDE,K01_RETARDED,600590acb91e86a2495839fdfb69cb315b12a09c09745b4661e980e20d476166,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,9239402f7e4b88a31f423e1f45e5b509de6beba0eff2ebcd1cbc284407b16c4c,4863f70182be7f165bf58bf405bbbfcadbee6325cfe5a767378d8571f56765a6,0.713382499034784,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D07_TIDE::K02_EXPONENTIAL,D07_TIDE,K02_EXPONENTIAL,600590acb91e86a2495839fdfb69cb315b12a09c09745b4661e980e20d476166,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,caf141e801006c1b7ebd7cc1fa7bd8592740272889c21f19d374b11356247f74,a4b0bf5a3d6db30c747322fd987ac7fd4645fb1dd90ecfde4168cb7147e020fe,0.7188076968574454,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D07_TIDE::K03_BIEXPONENTIAL,D07_TIDE,K03_BIEXPONENTIAL,600590acb91e86a2495839fdfb69cb315b12a09c09745b4661e980e20d476166,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,dfdee73fd367aa8f4a29d415caf19634bf1db43e9205782bca1beaca4697ec07,aa2e30dbf235886526e66b535f0afd515e0c69f9396a61d8ec89f7a782bc76f2,0.7311160896747364,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D07_TIDE::K04_DAMPED_RESONANCE,D07_TIDE,K04_DAMPED_RESONANCE,600590acb91e86a2495839fdfb69cb315b12a09c09745b4661e980e20d476166,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,80b557af11eda3aad3a58b1d0287718b7e5f7a41d32ebff8b1dab647669f7673,7511ca71c6156ca498fe8b4d4f6deb14ed785a01843ae095e7dd4b030be3f0bf,0.7086656074116915,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D07_TIDE::K05_HYSTERETIC,D07_TIDE,K05_HYSTERETIC,600590acb91e86a2495839fdfb69cb315b12a09c09745b4661e980e20d476166,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,ab567250eb276c0a666c73d1a0939f9df5e552dfcd2805ba4132fa1b00e479f9,8f26addd1ea7dc0c0f18dd6a24a3c57f14158b0a64888e703799b055c4e9e35a,0.8518460838565329,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D07_TIDE::K06_STOCHASTIC_OU,D07_TIDE,K06_STOCHASTIC_OU,600590acb91e86a2495839fdfb69cb315b12a09c09745b4661e980e20d476166,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,fa901faa9f8cbd70624021ce1eb4ab2dd895aea040f550890427f7fb3688d516,4a953f8b4823fd5fc16d40b1c654c965a76a7911e6618bafc1ff916c27218e85,a4b0bf5a3d6db30c747322fd987ac7fd4645fb1dd90ecfde4168cb7147e020fe,0.7188076968574454,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D08_BAL::K01_RETARDED,D08_BAL,K01_RETARDED,76f4e67da83fae78330413cd0f5aef4249158634aa51bfb0289380e33dd342f5,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,d90668261d7aa810e4943ea1b4e414e584721f2b7d2c26e2676ef48d01258be6,e47dcc5a70bbae931902168d3d48907e03bd6b1cff65b14c33e3336b789a0120,0.6155069379048344,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D08_BAL::K02_EXPONENTIAL,D08_BAL,K02_EXPONENTIAL,76f4e67da83fae78330413cd0f5aef4249158634aa51bfb0289380e33dd342f5,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,a116fb80b560f843e457ab62554c858125f9643e99144e04d62e48c8bea939da,49e1b7aa2360fe58e5c518a8810e01a4fade0b378aac7feb5b552fc4b1c1b15c,0.6105299922778125,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D08_BAL::K03_BIEXPONENTIAL,D08_BAL,K03_BIEXPONENTIAL,76f4e67da83fae78330413cd0f5aef4249158634aa51bfb0289380e33dd342f5,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,bff8550164a3cbae4965f364c17bdad3a6c957b46ac87204be39be68553ad88e,4e730b2e266de053be6cea25608a4998266d0c0401126b211bb67361a94f3042,0.5917001907334172,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
D08_BAL::K04_DAMPED_RESONANCE,D08_BAL,K04_DAMPED_RESONANCE,76f4e67da83fae78330413cd0f5aef4249158634aa51bfb0289380e33dd342f5,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,dcda9b7b032f1cbd2da05f0fcf07f3ecf0ffe3eab8d89da1977d462b541f6a68,07e10a819d8ef43e9fdaaddfb1e512afbed718b5532ee34b6613d34d4b915de3,a9638d2a31a9ed53109400ad6ba7cae9e3bcf576f13e24ac03da276b39b4b2bf,0.6110095785907098,EXECUTED_DRIVER_OUTPUT_AS_KERNEL_INPUT
