galaxy,stored_channel_index,inner_pixels,inner_median_jy_per_beam,inner_mad_scale_jy_per_beam,inner_upper_to_lower_90pct_tail_ratio,inner_above_3_mad_fraction,inner_below_minus3_mad_fraction,outer_pixels,outer_median_jy_per_beam,outer_mad_scale_jy_per_beam,outer_upper_to_lower_90pct_tail_ratio,outer_above_3_mad_fraction,outer_below_minus3_mad_fraction,inner_to_outer_mad_scale_ratio
NGC3198,70,7842,1.3775025308859767e-05,0.00033568864997605307,0.968446058749319,0.0014027033919918389,0.00102014792144861,13964,5.64541551284492e-08,0.000316135809892699,1.0113860588122237,0.002148381552563735,0.0017903179604697795,1.0618494946522843
NGC3198,71,7842,9.06247851162334e-06,0.0003193630940236666,1.0109973074058631,0.001530221882172915,0.0021678143330782964,13964,-9.923028301273007e-06,0.00031720858362296173,0.9814960752977494,0.0015038670867946148,0.0012890289315382413,1.00679209363157
NGC4214,0,7842,4.218746289552655e-05,0.0006144561156008382,0.9720731948943637,0.0022953328232593728,0.001530221882172915,13964,-1.9378559954930097e-05,0.0006136587793463756,1.0016789894478264,0.002005156115726153,0.0017187052420509883,1.0012993153219643
NGC4214,1,7842,4.938999336445704e-05,0.0006084766330599138,1.001785668857993,0.00306044376434583,0.0029329252741647537,13964,2.6856729164137505e-05,0.0006111518556306821,1.0074988562569605,0.0018619306788885707,0.002076768834144944,0.9956226549160886
NGC4214,96,7842,3.951669168600347e-05,0.0005642080175302788,1.0878214291784583,0.005483295077786279,0.001530221882172915,13964,-2.6490408345125616e-05,0.00052718523863216,0.9932835452279953,0.0019335433973073617,0.0017903179604697795,1.0702272677326445
NGC4214,97,7842,5.822481216455344e-05,0.0005390963078760105,1.0269271852859987,0.0028054067839836778,0.0019127773527161439,13964,-3.128416574327275e-05,0.0005279072036658806,1.0374056501979394,0.0017903179604697795,0.0015038670867946148,1.021195210318084
NGC4214,98,7842,-2.616965866764076e-05,0.0005143976755529389,0.9740627117599377,0.0012751849018107625,0.0026778882938026014,13964,3.6246905438019894e-05,0.0005333236080644985,1.0006465096318018,0.001647092523632197,0.001575479805213406,0.9645132294438561
NGC4214,99,7842,-4.4037227780791e-05,0.0005052524021748555,0.9297021587116042,0.00204029584289722,0.003953073195613364,13964,1.988284657272743e-05,0.0005158695057550653,0.9847705581927528,0.002148381552563735,0.0018619306788885707,0.9794190130221598
NGC4214,100,7842,2.9614918730658246e-06,0.0005370664914983074,0.9460152611448583,0.0022953328232593728,0.0022953328232593728,13964,-2.7448520086181816e-05,0.0005127431561696363,1.0028153468372059,0.0013606416499570323,0.0013606416499570323,1.0474376596469364
NGC4214,101,7842,-3.144577385683078e-05,0.0005659871456490901,1.0003817186460768,0.00102014792144861,0.0036980362152512114,13964,1.4076701518206391e-05,0.0005429921906673747,1.0089928540921722,0.001647092523632197,0.0011458034947006588,1.0423485924419151
NGC5055,0,7842,9.785524071048712e-06,0.00033310275948072044,1.0114708246887012,0.0014027033919918389,0.00204029584289722,13964,-3.988616981587256e-06,0.0003356763662173198,0.9827900881169671,0.001647092523632197,0.001647092523632197,0.9923330713877748
NGC5055,85,7842,3.069161357416306e-05,0.00035208036609993146,1.0094045681285329,0.0024228513134404487,0.0012751849018107625,13964,-2.785874244182196e-06,0.0003360657789660308,1.0224993156881461,0.0022199942709825267,0.001575479805213406,1.0476531326193714
NGC5055,86,7842,-4.055049430462532e-06,0.0003368416660901989,1.0067766962046465,0.0014027033919918389,0.001530221882172915,13964,-9.675747605797369e-06,0.0003286320457282436,0.9842922257900266,0.0014322543683758235,0.0019335433973073617,1.0249811923963863
NGC6946,0,7842,5.73884904042643e-06,0.0005278719334107971,0.981536916319123,0.001530221882172915,0.0026778882938026014,13964,1.2448118923202856e-05,0.0005430080386342666,1.0019364061050762,0.0019335433973073617,0.001647092523632197,0.9721254490789147
NGC6946,114,7842,1.9805386727966834e-05,0.0005330084663952902,0.9860772026292203,0.0022953328232593728,0.0024228513134404487,13964,-4.52840504294727e-06,0.0005468968139098061,1.0261905034730052,0.0017187052420509883,0.0017903179604697795,0.9746051775009857
UGC04305,0,7842,-4.460622767510358e-05,0.0008905058140171128,1.0027627602906173,0.0031879622545269064,0.001530221882172915,13964,6.483355946329539e-06,0.0009092918696463829,0.9786115811035376,0.0022199942709825267,0.0030077341735892296,0.9793399058581973
UGC04305,53,7842,7.4380684509378625e-06,0.0008673293298315478,0.9962362747905722,0.0022953328232593728,0.0036980362152512114,13964,2.2821088350610808e-05,0.000904117867809851,0.9910212458439139,0.0022916069894013177,0.001575479805213406,0.9593100199784568
