axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	mass_bin	size_bin	sample_cell	role	outer_fold	source_map_read	velocity_response_read
3.679820000000e-01	1.526915000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.060754776001e+01	1.318181000000e+00	0.000000000000e+00	5.767000000000e-01	1.699638000000e+01	3.744752000000e+00	4.853885000000e+00	2.859917000000e+00	7.120314863393e-01	8.370088871958e-01	-1.087421685417e+01	9.446128464636e+00	-7.375814242429e-01	8.022065491957e+00	1-91877	-3.655017002809e+00	8563-12702	2.409288024902e+02	3.875130000000e-02	6.896330000000e-01	3.731742000000e-02	9.694030000000e-02	6.870825000000e+00	1.108650029021e+03	2.793369999999e+09	5.152660000000e+00	1.683828666492e+00	1.466477153508e-11	4.874671971802e+06	6.687945396316e+00	7.636459396839e+00	4.180058838561e+03	3.939486346196e+03	0	1	m0-r1	exploration	2	False	False
5.942560000000e-01	1.423298000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.093294143677e+01	1.247343000000e+00	0.000000000000e+00	4.180000000000e-01	2.828122000000e+01	4.376848000000e+00	6.506984000000e+00	4.674656000000e+00	6.419547413083e-01	8.845680217892e-01	-1.028867615507e+01	9.157985336638e+00	-6.350589714069e-01	7.874075854021e+00	1-91889	-3.616060556356e+00	8563-6102	2.398279571533e+02	3.920170000000e-02	1.033570000000e+00	7.401320000000e-02	2.336936000000e-01	7.665986000000e+00	2.137451431272e+03	1.438750000001e+09	4.384850000000e+00	1.574795475009e+00	1.043003254314e-11	4.074107680464e+06	6.610032503411e+00	7.885646078384e+00	2.254575085945e+03	6.591080163549e+03	0	0	m0-r0	exploration	1	False	False
7.720080000000e-01	1.603629000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.019934844971e+01	1.412496000000e+00	0.000000000000e+00	6.462000000000e-01	3.041587000000e+01	3.345716000000e+00	4.131505000000e+00	1.500855000000e+00	2.475903295673e-01	1.183635351546e+00	-1.081980918606e+01	9.457660910226e+00	-3.502744520379e-01	8.962480251092e+00	1-135657	-4.357444960762e+00	8588-1901	2.497170867920e+02	3.646180000000e-02	1.438040000000e+00	4.343619000000e-02	9.065934000000e-02	1.526284000000e+01	4.784570891054e+02	2.868539999999e+09	1.768440000000e+00	1.921815467673e+00	1.278468584139e-10	1.238229972268e+08	8.092801312222e+00	8.327354909202e+00	1.898407968451e+03	1.738887907688e+03	0	0	m0-r0	exploration	4	False	False
4.399130000000e-01	1.499058000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.080766677856e+01	1.306415000000e+00	0.000000000000e+00	5.260000000000e-01	1.999455000000e+01	3.725473000000e+00	5.310917000000e+00	3.936752000000e+00	7.369030164973e-01	7.905621232039e-01	-1.060629568288e+01	9.327963460116e+00	-6.818926114372e-01	7.854157427122e+00	1-208990	-3.558627205312e+00	8596-12703	2.313917999268e+02	3.724850000000e-02	1.281520000000e+00	5.268267000000e-02	1.207337000000e-01	6.173936000000e+00	5.888770620018e+02	2.127959999999e+09	5.456360000000e+00	1.612310399153e+00	9.962474816655e-12	3.127273043449e+06	6.495165801322e+00	7.658234603862e+00	5.397228882763e+03	1.117456639095e+04	0	1	m0-r1	reserved_confirmation		False	False
3.801620000000e-01	1.543456000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.183400726318e+01	1.357576000000e+00	0.000000000000e+00	5.234000000000e-01	1.326357000000e+01	3.620237000000e+00	5.249088000000e+00	2.700510000000e+00	8.723025674543e-01	7.330016681356e-01	-1.098156558288e+01	9.334584421960e+00	-8.211375374666e-01	7.589979287051e+00	1-134737	-3.358838359798e+00	8600-3701	2.459124450684e+02	2.721290000000e-02	1.114980000000e+00	2.254337000000e-02	3.102964000000e-02	5.407564000000e+00	4.761588098168e+02	2.160650000001e+09	7.452509999999e+00	1.547921104597e+00	5.422369348391e-12	1.246201042701e+06	6.095588110295e+00	7.451824796504e+00	1.839076466535e+03	1.975525413360e+03	0	1	m0-r1	exploration	4	False	False
3.927030000000e-01	1.431761000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.042187500000e+01	1.263214000000e+00	0.000000000000e+00	7.370000000000e-01	3.871974000000e+01	3.935483000000e+00	5.485085000000e+00	3.338323000000e+00	7.388075029266e-01	1.099847698426e+00	-1.058441697059e+01	9.707382792961e+00	-3.408975573102e-01	8.229767787108e+00	1-135058	-3.745480142091e+00	8603-6103	2.478003692627e+02	2.700870000000e-02	8.652000000000e-01	1.327290000000e-01	2.349908000000e-01	1.258484000000e+01	3.660263042358e+02	5.097799999996e+09	5.480340000000e+00	1.801067822361e+00	2.365797652784e-11	7.393867691367e+06	6.868871674879e+00	7.465668207795e+00	2.014628528663e+03	5.635784168301e+03	1	1	m1-r1	exploration	1	False	False
5.000550000000e-01	1.780969000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.322550326586e-01	1.604368000000e+00	0.000000000000e+00	7.836000000000e-01	2.366317000000e+00	2.536367000000e+00	9.230578000000e-01	-2.375719000000e+00	5.889682606421e-01	1.084777472306e+00	-1.188056137889e+01	9.719140619695e+00	-3.938459464795e-01	8.541204098411e+00	1-178790	-3.976117918884e+00	8623-3702	3.103727722168e+02	2.693600000000e-02	2.210190000000e+00	6.895714000000e-03	1.118756000000e-02	1.215563000000e+01	2.179863056879e+03	5.237699999997e+09	3.881220000000e+00	1.881866356870e+00	4.846340319455e-11	2.138686994498e+07	7.330147228466e+00	7.684548157855e+00	1.253323040526e+04	1.546773539611e+04	1	0	m1-r0	exploration	2	False	False
5.680390000000e-01	2.068640000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.252800107002e-01	1.802236000000e+00	0.000000000000e+00	8.232000000000e-01	4.655562000000e+00	2.400067000000e+00	6.429199000000e-01	-2.710268000000e+00	7.423778710592e-01	9.672412410434e-01	-1.153030919661e+01	9.840689364267e+00	-5.787400257609e-01	8.355933622148e+00	1-178844	-3.806777875544e+00	8651-3702	3.123058471680e+02	2.461220000000e-02	9.658210000000e-01	2.043526000000e-02	2.838649000000e-02	9.273448000000e+00	2.329943220276e+03	6.929300000006e+09	5.525580000000e+00	1.865935923948e+00	3.163322217528e-11	9.805441246927e+06	6.991467141787e+00	7.393659369943e+00	5.542206898226e+03	8.548695994020e+03	1	1	m1-r1	exploration	0	False	False
7.659360000000e-01	1.521877000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-5.847697332501e-02	1.336789000000e+00	0.000000000000e+00	5.868000000000e-01	1.687150000000e+01	3.221713000000e+00	4.104023000000e+00	1.545389000000e+00	7.639196659607e-01	8.836340141266e-01	-1.086401878299e+01	9.983658305579e+00	-7.286798597842e-01	8.455818973658e+00	1-31776	-3.845949653848e+00	8657-12702	9.298362731934e+00	4.487360000000e-02	7.925570000000e-01	1.317163000000e-01	3.104216000000e-01	7.649517000000e+00	1.273728100625e+03	9.630710000002e+09	5.806570000000e+00	1.926649497153e+00	3.981335562158e-11	1.174385548600e+07	7.069810698394e+00	7.289862206935e+00	7.952402704770e+03	1.865339287218e+03	1	1	m1-r1	exploration	4	False	False
5.777310000000e-01	1.656595000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.222743606567e+01	1.515765000000e+00	0.000000000000e+00	7.015000000000e-01	9.975306000000e+00	2.647273000000e+00	1.659895000000e+00	-9.601226000000e-01	4.134824982134e-01	1.221332066248e+00	-1.125337492302e+01	9.348039921042e+00	-2.644912417277e-01	8.521074924615e+00	1-379008	-4.053796213201e+00	8711-1902	1.187612762451e+02	2.317060000000e-02	2.009940000000e+00	1.243555000000e-02	2.102412000000e-02	1.664685000000e+01	2.016298876944e+03	2.228640000001e+09	2.591090000000e+00	1.784058888758e+00	4.626842690997e-11	3.058467127860e+07	7.485503817099e+00	8.133327150825e+00	3.165945550987e+03	6.699064847252e+03	0	0	m0-r0	exploration	0	False	False
7.579750000000e-01	1.667499000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.588785934448e+01	1.449528000000e+00	0.000000000000e+00	7.357000000000e-01	9.184739000000e+00	3.192597000000e+00	2.644105000000e+00	5.925198000000e-01	8.849753861441e-01	1.007961886147e+00	-1.117892791273e+01	1.083079967042e+01	-5.147061239981e-01	9.060848898136e+00	1-548194	-4.087936755996e+00	8714-6102	1.191979522705e+02	5.614320000000e-02	2.027380000000e+00	4.486129000000e-01	7.026423000000e-01	1.018502000000e+01	1.230446926336e+03	6.773289999929e+10	7.673179999999e+00	2.289692319482e+00	1.603462130831e-10	3.579191230593e+07	7.553784902685e+00	6.684707944240e+00	6.087466157655e+03	1.084338311529e+04	1	1	m1-r1	exploration	2	False	False
3.213420000000e-01	1.678201000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.267745208740e+01	1.471370000000e+00	0.000000000000e+00	6.646000000000e-01	9.322268000000e+00	3.307594000000e+00	3.712420000000e+00	1.636459000000e+00	7.919992462555e-01	9.403151288239e-01	-1.124087053828e+01	9.424043260007e+00	-6.058245692723e-01	7.840044767496e+00	1-548180	-3.524022760620e+00	8716-6102	1.197540283203e+02	2.364000000000e-02	7.331530000000e-01	1.524659000000e-02	2.539161000000e-02	8.715958000000e+00	9.802372042319e+02	2.654870000000e+09	6.194400000000e+00	1.632802184220e+00	9.643941714777e-12	2.666594088120e+06	6.425956911938e+00	7.527550359279e+00	5.422023206686e+03	6.026856759235e+03	0	1	m0-r1	reserved_confirmation		False	False
5.234310000000e-01	2.085014000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.550418853760e+01	1.807632000000e+00	0.000000000000e+00	7.754000000000e-01	1.395025000000e+00	2.409216000000e+00	-5.173841000000e-01	-4.133502000000e+00	5.948994838324e-01	9.705480279501e-01	-1.208524715161e+01	1.011953301009e+01	-4.744662064466e-01	8.929734042423e+00	1-121697	-4.167417279296e+00	8717-6101	1.191878128052e+02	4.563320000000e-02	1.716990000000e+00	1.082146000000e-02	3.417185000000e-02	9.344327000000e+00	1.174175750097e+03	1.316840000005e+10	3.934590000000e+00	2.079096940473e+00	1.185615455017e-10	5.161143677847e+07	7.712745949290e+00	7.475455127872e+00	2.559407877453e+03	8.621434781651e+03	1	0	m1-r0	exploration	0	False	False
7.773840000000e-01	1.660209000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.627437973022e+01	1.465061000000e+00	0.000000000000e+00	6.978000000000e-01	1.013175000000e+01	3.179087000000e+00	3.242792000000e+00	2.819416000000e-01	8.729629028677e-01	9.694487161918e-01	-1.127998219369e+01	1.056835194050e+01	-5.286980185849e-01	8.822426134765e+00	1-71525	-3.974731615949e+00	8717-9101	1.183448562622e+02	4.573850000000e-02	1.721010000000e+00	1.942539000000e-01	6.274386000000e-01	9.320704000000e+00	1.240505934770e+03	3.701279999996e+10	7.463849999999e+00	2.164474696160e+00	9.260532158591e-11	2.125076763684e+07	7.327374622594e+00	6.833950534114e+00	2.527696024061e+03	5.691129808410e+03	1	1	m1-r1	reserved_confirmation		False	False
4.810910000000e-01	1.755352000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.487604904175e+01	1.471845000000e+00	0.000000000000e+00	8.371000000000e-01	1.243301000000e+01	3.710205000000e+00	4.342874000000e+00	1.742596000000e+00	5.762445735447e-01	1.080726752644e+00	-1.111435963121e+01	1.014945621583e+01	-3.970570090857e-01	8.996967068740e+00	1-44361	-4.210361247597e+00	8718-6102	1.203518524170e+02	4.716150000000e-02	1.317110000000e+00	1.084168000000e-01	1.641681000000e-01	1.204278000000e+01	7.622960245506e+02	1.410770000004e+10	3.769160000000e+00	2.103385998487e+00	1.384129988669e-10	6.289757271733e+07	7.798633885893e+00	7.488475890434e+00	4.590778783324e+03	8.520497482467e+03	1	0	m1-r0	exploration	1	False	False
7.034870000000e-01	2.003550000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.670740127563e+01	1.809388000000e+00	0.000000000000e+00	7.810000000000e-01	2.042698000000e-01	2.232865000000e+00	-7.968122000000e-01	-3.895367000000e+00	6.822886136130e-01	8.174854440887e-01	-1.287881564425e+01	9.610196881518e+00	-5.886862595701e-01	8.245619654292e+00	1-44700	-3.781665520340e+00	8719-3704	1.214079895020e+02	2.309310000000e-02	2.448380000000e+00	5.387425000000e-04	1.037512000000e-03	6.568791000000e+00	8.328760840733e+02	4.075649999999e+09	4.811590000000e+00	1.780734311296e+00	2.453745204028e-11	8.734588135201e+06	6.941242431377e+00	7.599039497487e+00	9.815491624704e+02	1.266156717817e+04	1	0	m1-r0	exploration	3	False	False
7.690930000000e-01	1.740757000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.402775955200e+01	1.540093000000e+00	0.000000000000e+00	7.406000000000e-01	5.264236000000e+00	2.825752000000e+00	1.854800000000e+00	-2.016445000000e+00	6.769394878315e-01	7.550899786547e-01	-1.150127226629e+01	1.006554610508e+01	-7.178303145538e-01	8.711667129422e+00	1-46694	-4.017363820795e+00	8723-12702	1.274002761841e+02	4.688460000000e-02	1.975000000000e+00	3.666687000000e-02	9.531187000000e-02	5.689708000000e+00	3.576467489685e+03	1.162909999988e+10	4.752690000000e+00	2.011083485968e+00	7.175909268323e-11	2.586062592748e+07	7.412639032283e+00	7.379388574378e+00	3.340123334541e+03	6.037072878150e+03	1	0	m1-r0	exploration	2	False	False
6.504370000000e-01	1.396458000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.443420410156e+01	1.239623000000e+00	0.000000000000e+00	3.888000000000e-01	3.592915000000e+01	4.056720000000e+00	5.860807000000e+00	4.349540000000e+00	6.876734047604e-01	7.296050998266e-01	-1.034379426655e+01	9.234550183364e+00	-7.852186524846e-01	7.859203373843e+00	1-48437	-3.585764984541e+00	8724-9101	1.331700897217e+02	3.834840000000e-02	1.758940000000e+00	7.775994000000e-02	1.418393000000e-01	5.365437000000e+00	2.416695885187e+03	1.716130000002e+09	4.871620000000e+00	1.590218566646e+00	1.007890109151e-11	3.543572802793e+06	6.549441359780e+00	7.778785659843e+00	8.680646500099e+02	1.293373649525e+04	0	0	m0-r0	reserved_confirmation		False	False
4.101590000000e-01	1.490487000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-6.169934272766e+00	1.337345000000e+00	0.000000000000e+00	5.239000000000e-01	1.675482000000e+01	3.870718000000e+00	5.020382000000e+00	2.966363000000e+00	5.662052564008e-01	8.547714896077e-01	-1.090660315783e+01	9.236242425617e+00	-7.209123493769e-01	8.103831912816e+00	1-51799	-3.768813328207e+00	8727-6102	5.466212844849e+01	3.481070000000e-02	9.087940000000e-01	2.136187000000e-02	3.842713000000e-02	7.157667000000e+00	9.590812642896e+02	1.722829999999e+09	3.683030000000e+00	1.651798761952e+00	1.770279019265e-11	8.232619570365e+06	6.915538047112e+00	7.960141761256e+00	4.703880687409e+02	1.945807178377e+04	0	0	m0-r0	reserved_confirmation		False	False
5.115040000000e-01	2.104067000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.889988136291e+01	1.886558000000e+00	0.000000000000e+00	7.142000000000e-01	1.290343000000e-01	2.172616000000e+00	-6.809283000000e-01	-4.420363000000e+00	6.234715509280e-01	9.579278379876e-01	-1.329861497029e+01	9.553161839006e+00	-4.992521165934e-01	8.306218737150e+00	1-201320	-3.841373593111e+00	8937-3702	1.171522903442e+02	2.696350000000e-02	2.436750000000e+00	1.796995000000e-04	1.450373000000e-03	9.076697000000e+00	1.173031743031e+02	3.574059999998e+09	4.202150000000e+00	1.781625321383e+00	2.821165385625e-11	1.149896036192e+07	7.060658576920e+00	7.715782612771e+00	2.449095237929e+03	9.415490096928e+03	1	0	m1-r0	exploration	4	False	False
6.639660000000e-01	1.524685000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.118040847778e+01	1.336220000000e+00	0.000000000000e+00	6.671000000000e-01	2.945212000000e+01	3.885427000000e+00	5.482802000000e+00	3.254888000000e+00	6.548558593229e-01	1.238014973391e+00	-1.060963018521e+01	9.914953174092e+00	-1.395357968039e-01	8.605241455446e+00	1-149572	-3.975192798062e+00	8947-1901	1.713836975098e+02	2.712690000000e-02	9.322140000000e-01	2.019868000000e-01	2.798498000000e-01	1.729876000000e+01	1.596865731984e+03	8.221539999994e+09	4.517060000000e+00	1.946828834729e+00	5.616312504210e-11	2.129594844819e+07	7.328296986821e+00	7.487810482635e+00	1.079504640359e+03	1.596807996667e+03	1	0	m1-r0	reserved_confirmation		False	False
3.391720000000e-01	1.500274000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.657376480103e+01	1.357608000000e+00	0.000000000000e+00	4.955000000000e-01	2.637794000000e+01	3.634502000000e+00	5.589341000000e+00	3.536612000000e+00	9.099436191660e-01	7.089505692573e-01	-1.065942685989e+01	9.123867967520e+00	-8.271461377656e-01	7.303980729188e+00	1-404033	-3.197018555011e+00	8981-9102	1.878360595703e+02	2.290930000000e-02	1.501490000000e+00	2.913675000000e-02	5.187931000000e-02	5.116236000000e+00	2.265936450938e+02	1.330049999999e+09	8.127250000001e+00	1.423742351521e+00	2.806664740000e-12	5.914914900831e+05	5.771948500720e+00	7.500721446157e+00	2.047690843708e+03	2.204646974240e+03	0	1	m0-r1	exploration	3	False	False
4.186510000000e-01	1.699010000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.607758712769e+01	1.483787000000e+00	0.000000000000e+00	7.430000000000e-01	1.475363000000e+01	3.263200000000e+00	3.699397000000e+00	7.992818000000e-01	7.564580946946e-01	7.709947900841e-01	-1.098534385025e+01	9.508743783486e+00	-7.595341242925e-01	7.995827594097e+00	1-457869	-3.619684749701e+00	8983-6103	2.046236267090e+02	2.937050000000e-02	1.051090000000e+00	3.337336000000e-02	4.192877000000e-02	5.901940000000e+00	2.094443937905e+02	3.226590000002e+09	5.707660000000e+00	1.692923021740e+00	1.380503155159e-11	4.142675253890e+06	6.617280890100e+00	7.538511824881e+00	1.755607357909e+03	3.065309053703e+03	0	1	m0-r1	exploration	4	False	False
7.760950000000e-01	1.576350000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.851955604553e+01	1.375833000000e+00	0.000000000000e+00	5.973000000000e-01	1.387154000000e+01	3.162378000000e+00	3.821112000000e+00	1.118276000000e+00	5.188191547840e-01	1.025367317683e+00	-1.092735040087e+01	9.704430229118e+00	-5.010914967504e-01	8.666791919550e+00	1-395601	-4.073986382383e+00	8984-6103	2.024807739258e+02	4.413600000000e-02	1.280500000000e+00	5.985216000000e-02	1.698753000000e-01	1.060150000000e+01	1.458954804271e+03	5.063259999997e+09	3.302320000000e+00	1.909585714511e+00	6.471451921618e-11	3.356480708959e+07	7.525884155464e+00	7.797127011931e+00	5.941330150708e+03	9.776573702757e+03	1	0	m1-r0	exploration	2	False	False
8.077360000000e-01	1.365390000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.988930130005e+01	1.246900000000e+00	0.000000000000e+00	3.675000000000e-01	4.623441000000e+01	4.046622000000e+00	6.084661000000e+00	3.763682000000e+00	8.339798268651e-01	7.615430393736e-01	-1.016362489156e+01	9.228995437346e+00	-7.252878551189e-01	7.561035783616e+00	1-174966	-3.363527978375e+00	8989-3704	1.765925292969e+02	2.631460000000e-02	1.105340000000e+00	1.162440000000e-01	1.550999000000e-01	5.774881000000e+00	1.145006942744e+03	1.694319999999e+09	6.823070000000e+00	1.514287982584e+00	5.072774920777e-12	1.273407335932e+06	6.104967347448e+00	7.562103399695e+00	5.435691364731e+02	2.052941823837e+03	0	1	m0-r1	exploration	0	False	False
7.202900000000e-01	1.399270000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.067161560059e+01	1.274109000000e+00	0.000000000000e+00	4.093000000000e-01	3.438139000000e+01	3.961214000000e+00	5.767005000000e+00	4.193074000000e+00	8.389485264952e-01	7.034226786000e-01	-1.033907042942e+01	9.238116387878e+00	-7.243164867200e-01	7.560219334887e+00	1-149563	-3.360635404196e+00	8992-9101	1.714622192383e+02	2.395190000000e-02	1.067050000000e+00	7.925852000000e-02	1.320094000000e-01	5.051527000000e+00	1.611112232864e+03	1.730280000002e+09	6.901579999999e+00	1.516364108035e+00	5.063247353190e-12	1.256557015124e+06	6.099182199090e+00	7.550089874984e+00	1.293391739797e+03	2.667647568895e+03	0	1	m0-r1	exploration	0	False	False
8.131330000000e-01	1.700109000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.262287902832e+01	1.498529000000e+00	0.000000000000e+00	6.075000000000e-01	7.042102000000e+00	2.958145000000e+00	3.622891000000e+00	1.037010000000e-01	4.891594300224e-01	9.451628957645e-01	-1.131740778397e+01	9.250002586291e+00	-5.720728418789e-01	8.271683726246e+00	1-149624	-3.891262148112e+00	8997-1901	1.713574066162e+02	2.709540000000e-02	1.113710000000e+00	8.562386000000e-03	2.174934000000e-02	8.813794000000e+00	1.918185785901e+03	1.778290000000e+09	3.084320000000e+00	1.697201755478e+00	2.605514747786e-11	1.446890572506e+07	7.160435686921e+00	8.068830420487e+00	2.007076298264e+03	4.821364367597e+03	0	0	m0-r0	exploration	0	False	False
8.397780000000e-01	1.528616000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.113164520264e+01	1.361754000000e+00	0.000000000000e+00	4.879000000000e-01	1.017722000000e+01	4.379864000000e+00	6.008416000000e+00	4.090010000000e+00	4.612448391322e-01	1.240064514886e+00	-1.105581013982e+01	9.026888562421e+00	-1.022278565890e-01	8.104398884157e+00	1-149557	-3.821577022512e+00	8997-3704	1.717790222168e+02	1.450490000000e-02	2.250440000000e+00	9.355746000000e-03	1.193483000000e-02	1.738059000000e+01	8.247169559450e+02	1.063869999999e+09	2.892310000000e+00	1.599602038988e+00	1.772591627324e-11	1.049700576507e+07	7.021065435722e+00	8.222259318757e+00	1.698422859202e+03	2.496574137877e+03	0	0	m0-r0	exploration	0	False	False
3.455890000000e-01	1.719100000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.756443405151e+01	1.534924000000e+00	0.000000000000e+00	6.378000000000e-01	1.335193000000e+01	3.105795000000e+00	3.219289000000e+00	5.441522000000e-01	8.033744825796e-01	9.499132845066e-01	-1.096260685489e+01	9.434795572139e+00	-4.817899093182e-01	7.828046606979e+00	1-173444	-3.512336062200e+00	8998-6102	1.635723114014e+02	2.150170000000e-02	1.348990000000e+00	2.966120000000e-02	3.654577000000e-02	8.910730000000e+00	4.733716293155e+02	2.721420000003e+09	6.358790000000e+00	1.632490722124e+00	9.381157263761e-12	2.526873582768e+06	6.402583515098e+00	7.505111348727e+00	2.147586839253e+03	8.502948514430e+02	0	1	m0-r1	reserved_confirmation		False	False
4.761460000000e-01	1.395790000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.842383956909e+01	1.266578000000e+00	0.000000000000e+00	4.403000000000e-01	3.667259000000e+01	4.093797000000e+00	6.336258000000e+00	4.542836000000e+00	7.543926804187e-01	9.828979742034e-01	-1.033835565067e+01	9.079072658853e+00	-5.166060035217e-01	7.570287298016e+00	1-173633	-3.407947308799e+00	8998-6103	1.638287353516e+02	2.216850000000e-02	1.030970000000e+00	5.504489000000e-02	9.731691000000e-02	9.613864000000e+00	1.891055429376e+03	1.199699999999e+09	5.680580000000e+00	1.479120166561e+00	5.181996406461e-12	1.562449568006e+06	6.193806008294e+00	7.756445508611e+00	2.806783676178e+03	3.297432762777e+03	0	1	m0-r1	exploration	1	False	False
4.482310000000e-01	1.472539000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.009446334839e+01	1.315214000000e+00	0.000000000000e+00	5.503000000000e-01	2.416250000000e+01	3.643706000000e+00	4.927380000000e+00	3.154941000000e+00	9.987252137604e-01	9.350015877889e-01	-1.066241963709e+01	9.874266066457e+00	-5.167764075436e-01	7.876815638937e+00	1-576224	-3.439045212588e+00	8999-12703	1.655987396240e+02	2.437060000000e-02	1.437960000000e+00	1.628720000000e-01	2.382934000000e-01	8.609969000000e+00	9.784976089510e+02	7.486279999993e+09	9.970690000001e+00	1.754550603692e+00	1.049603930609e-11	1.803025279658e+06	6.256001815873e+00	6.992350004797e+00	2.107129485165e+03	2.691503951324e+03	1	1	m1-r1	reserved_confirmation		False	False
7.326220000000e-01	1.247988000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.057754135132e+01	1.155390000000e+00	0.000000000000e+00	3.138000000000e-01	6.333477000000e+01	4.310207000000e+00	6.240333000000e+00	5.375737000000e+00	3.808061793768e-01	1.610410371941e+00	-9.910870497534e+00	9.131175804667e+00	2.812643232050e-01	8.369563445913e+00	1-148780	-3.994378633268e+00	8999-1901	1.636226959229e+02	2.488580000000e-02	1.031490000000e+00	1.660754000000e-01	2.963786000000e-01	4.077654000000e+01	2.566506495125e+03	1.352620000001e+09	2.403290000000e+00	1.691964989989e+00	3.264173655664e-11	2.326315729683e+07	7.366668657234e+00	8.290773687267e+00	1.705192226211e+03	4.172994911464e+03	0	0	m0-r0	exploration	1	False	False
4.551840000000e-01	1.858950000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.026374816895e+01	1.649526000000e+00	0.000000000000e+00	8.441000000000e-01	6.353364000000e+00	2.587224000000e+00	1.299296000000e+00	-2.184330000000e+00	8.253676885709e-01	1.085520689764e+00	-1.146079543441e+01	1.086521534830e+01	-4.047588081510e-01	9.214479971161e+00	1-148615	-4.194556141295e+00	8999-6103	1.647935943604e+02	6.701640000000e-02	1.488720000000e+00	2.537581000000e-01	5.489008000000e-01	1.217645000000e+01	9.789124434854e+02	7.331879999955e+10	6.689100000000e+00	2.336704007209e+00	2.283966768225e-10	5.848219617762e+07	7.767023673285e+00	6.756911651659e+00	4.010152710166e+02	2.483053718508e+03	1	1	m1-r1	exploration	3	False	False
3.637620000000e-01	1.413817000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.054622650146e+01	1.263103000000e+00	0.000000000000e+00	3.926000000000e-01	3.556393000000e+01	4.119888000000e+00	5.869517000000e+00	4.312723000000e+00	7.920623414126e-01	7.386927396998e-01	-1.039906176530e+01	8.917488179439e+00	-6.970226573530e-01	7.333363496614e+00	1-148892	-3.270650577601e+00	9001-6102	1.664205474854e+02	2.267770000000e-02	9.523630000000e-01	3.299335000000e-02	6.034766000000e-02	5.478892000000e+00	1.001206898690e+03	8.269669999999e+08	6.195299999999e+00	1.379493096357e+00	3.003124285900e-12	8.302570000423e+05	5.919212545899e+00	7.780733256827e+00	1.820765135413e+03	2.527682701447e+03	0	1	m0-r1	exploration	4	False	False
