axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	half_light_radius_kpc	halpha_ew	hbeta	hdelta_a	hgamma_a	internal_acceleration_m_s2	log_baryonic_speed_km_s	log_half_light_radius	log_mean_stellar_density	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_bin	mass_size_crossing_proxy	mean_stellar_density_msun_kpc3	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	minimum_predecessor_separation_arcsec	outer_fold	phase_space_proxy	plateifu	ra	redshift	role	sample_cell	sersic_index	sfr_1re	sfr_tot	size_bin	snr_med_g	source_map_read	stellar_mass_msun	velocity_response_read	annulus	annulus_index	source_pixels	weighted_radius_re	flux_m1	flux_m2	flux_m3	source_nonaxisymmetry	flux_asymmetry	centroid_offset_re	radial_concentration	radius_kpc	enclosed_stellar_mass_msun	enclosed_stellar_mass_fraction	log_baryonic_speed_km_s	log_acceleration	omega_Gyr_inverse	log_omega_Gyr_inverse	mode_frequency_ratio	age_gyr_proxy	vertical_to_orbital_frequency	radial_source_slope	localization_coordinate
7.439070000000e-01	1.611399000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.753054046631e+01	1.442863000000e+00	0.000000000000e+00	6.947000000000e-01	5.391619999999e+00	1.412554000000e+01	3.193533000000e+00	3.472452000000e+00	4.577132000000e-01	4.948098432400e-11	1.810499390209e+00	7.317192756417e-01	7.196420636042e+00	1.035223149008e+00	-1.105946321676e+01	1.001366707227e+01	-3.591326397991e-01	8.550228520985e+00	1-380097	1	-3.909254622671e+00	1.571884516477e+07	2.890707532684e+03	2.026865982473e+04	6.436590399456e+02	1	7.323158409068e+00	10492-12702	1.240640869141e+02	2.718240000000e-02	exploration	m1-r1	2.193440000000e+00	8.999199000000e-02	1.939180000000e-01	1	1.084484000000e+01	False	1.031970000005e+10	False	mid_outer	2	153	9.414788803121e-01	3.392803112803e-02	1.302169728906e-01	2.196192485281e-02	1.363447742609e-01	5.117327178016e-02	2.493351974784e-02	2.925394003519e-01	5.076096360668e+00	4.931377888608e+09	4.778605859266e-01	1.810499390209e+00	-1.057388162261e+01	1.302335725537e+01	1.114722954242e+00	1.935703058732e+00	2.714315000000e+00	2.238063853730e+00	7.629661424692e-01	2.314284860698e-01
7.439070000000e-01	1.611399000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.753054046631e+01	1.442863000000e+00	0.000000000000e+00	6.947000000000e-01	5.391619999999e+00	1.412554000000e+01	3.193533000000e+00	3.472452000000e+00	4.577132000000e-01	4.948098432400e-11	1.789833766795e+00	7.317192756417e-01	7.196420636042e+00	1.035223149008e+00	-1.105946321676e+01	1.001366707227e+01	-3.591326397991e-01	8.550228520985e+00	1-380097	1	-3.909254622671e+00	1.571884516477e+07	2.890707532684e+03	2.026865982473e+04	6.436590399456e+02	1	7.323158409068e+00	10492-12702	1.240640869141e+02	2.718240000000e-02	exploration	m1-r1	2.193440000000e+00	8.999199000000e-02	1.939180000000e-01	1	1.084484000000e+01	False	1.031970000005e+10	False	outer	3	288	1.287414602114e+00	3.847903939295e-02	1.416339521459e-01	2.866569163118e-02	1.495410804755e-01	5.117327178016e-02	2.493351974784e-02	2.925394003519e-01	6.941250317050e+00	6.131191559897e+09	5.941249803647e-01	1.789833766795e+00	-1.075112071795e+01	9.081330519408e+00	9.581494823212e-01	1.952996409342e+00	2.714315000000e+00	3.209563297489e+00	6.958877115585e-01	2.467687731922e-01
5.541780000000e-01	1.349381000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.589351844788e+01	1.228813000000e+00	0.000000000000e+00	4.646000000000e-01	1.083279999999e+01	4.647263000000e+01	4.394748000000e+00	6.339270000000e+00	4.832210000000e+00	8.787398005030e-12	1.569798597048e+00	1.034740725081e+00	6.142821153370e+00	1.007984485031e+00	-1.025207652671e+01	9.869131937915e+00	-3.373076950812e-01	7.799650487752e+00	1-585315	1	-3.382454881335e+00	1.389380353240e+06	4.534648699674e+03	8.798135466003e+03	3.066916873772e+02	4	6.940893802087e+00	10498-12705	1.319174346924e+02	2.181850000000e-02	exploration	m1-r1	1.762930000000e+00	4.140525000000e-01	6.341852000000e-01	1	1.018555000000e+01	False	7.398299999997e+09	False	inner	0	170	3.552346592936e-01	5.260417661379e-02	3.708524469117e-02	1.602722329035e-02	6.632787240232e-02	1.656349679454e-01	1.065846377967e-01	2.930719603502e-01	3.848186017192e+00	1.233936743513e+09	1.667865244060e-01	1.569798597048e+00	-1.093500940833e+01	9.869518414598e+00	9.942959616883e-01	1.654009513228e+00	1.644065000000e+00	8.780105298194e-01	1.157640182349e+00	3.003093876467e-01
5.541780000000e-01	1.349381000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.589351844788e+01	1.228813000000e+00	0.000000000000e+00	4.646000000000e-01	1.083279999999e+01	4.647263000000e+01	4.394748000000e+00	6.339270000000e+00	4.832210000000e+00	8.787398005030e-12	1.590555798622e+00	1.034740725081e+00	6.142821153370e+00	1.007984485031e+00	-1.025207652671e+01	9.869131937915e+00	-3.373076950812e-01	7.799650487752e+00	1-585315	1	-3.382454881335e+00	1.389380353240e+06	4.534648699674e+03	8.798135466003e+03	3.066916873772e+02	4	6.940893802087e+00	10498-12705	1.319174346924e+02	2.181850000000e-02	exploration	m1-r1	1.762930000000e+00	4.140525000000e-01	6.341852000000e-01	1	1.018555000000e+01	False	7.398299999997e+09	False	mid_inner	1	320	6.514250442847e-01	3.959253511765e-02	2.419462752094e-02	4.277217818744e-02	6.310632349311e-02	1.656349679454e-01	1.065846377967e-01	2.930719603502e-01	7.056757219719e+00	2.489753885513e+09	3.365305388418e-01	1.590555798622e+00	-1.115684412423e+01	5.645521221024e+00	7.517040442175e-01	2.029839177355e+00	1.644065000000e+00	1.534940841245e+00	1.021405050674e+00	2.785854983317e-01
5.541780000000e-01	1.349381000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.589351844788e+01	1.228813000000e+00	0.000000000000e+00	4.646000000000e-01	1.083279999999e+01	4.647263000000e+01	4.394748000000e+00	6.339270000000e+00	4.832210000000e+00	8.787398005030e-12	1.585518116673e+00	1.034740725081e+00	6.142821153370e+00	1.007984485031e+00	-1.025207652671e+01	9.869131937915e+00	-3.373076950812e-01	7.799650487752e+00	1-585315	1	-3.382454881335e+00	1.389380353240e+06	4.534648699674e+03	8.798135466003e+03	3.066916873772e+02	4	6.940893802087e+00	10498-12705	1.319174346924e+02	2.181850000000e-02	exploration	m1-r1	1.762930000000e+00	4.140525000000e-01	6.341852000000e-01	1	1.018555000000e+01	False	7.398299999997e+09	False	mid_outer	2	468	9.454425218937e-01	1.669918317732e-01	7.919941744523e-02	3.236018243309e-02	1.876326224561e-01	1.656349679454e-01	1.065846377967e-01	2.930719603502e-01	1.024178975116e+01	3.530626160430e+09	4.772212752161e-01	1.585518116673e+00	-1.132869016804e+01	3.844994140927e+00	5.848956823520e-01	1.516672204692e+00	1.644065000000e+00	2.253720233283e+00	8.435041182716e-01	3.486596425751e-01
5.541780000000e-01	1.349381000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.589351844788e+01	1.228813000000e+00	0.000000000000e+00	4.646000000000e-01	1.083279999999e+01	4.647263000000e+01	4.394748000000e+00	6.339270000000e+00	4.832210000000e+00	8.787398005030e-12	1.570242371418e+00	1.034740725081e+00	6.142821153370e+00	1.007984485031e+00	-1.025207652671e+01	9.869131937915e+00	-3.373076950812e-01	7.799650487752e+00	1-585315	1	-3.382454881335e+00	1.389380353240e+06	4.534648699674e+03	8.798135466003e+03	3.066916873772e+02	4	6.940893802087e+00	10498-12705	1.319174346924e+02	2.181850000000e-02	exploration	m1-r1	1.762930000000e+00	4.140525000000e-01	6.341852000000e-01	1	1.018555000000e+01	False	7.398299999997e+09	False	outer	3	783	1.278840908422e+00	2.261380217641e-01	5.262570213473e-02	1.596653494081e-02	2.327290262313e-01	1.656349679454e-01	1.065846377967e-01	2.930719603502e-01	1.385342779274e+01	4.451246380655e+09	6.016579998995e-01	1.570242371418e+00	-1.149042304779e+01	2.744343994639e+00	4.384385478548e-01	1.286902241898e+00	1.644065000000e+00	3.157600180294e+00	7.671049934225e-01	3.781580728125e-01
7.909180000000e-01	1.644482000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.564269828796e+01	1.450087000000e+00	0.000000000000e+00	7.197000000000e-01	5.600400000000e+00	9.887331000000e+00	2.935910000000e+00	2.354984000000e+00	-1.861989000000e-01	1.209850276099e-10	1.969063362048e+00	7.482190469328e-01	7.568214162229e+00	8.696297970126e-01	-1.117362304130e+01	1.043495991233e+01	-5.804951279241e-01	8.938521818465e+00	1-385544	1	-4.095151385766e+00	3.700105969247e+07	1.444481216087e+03	4.824194175104e+03	1.135489796052e+03	4	7.087762332101e+00	10498-3701	1.307174072266e+02	5.380890000000e-02	exploration	m1-r1	1.406360000000e+00	1.825311000000e-01	2.863508000000e-01	1	7.406786000000e+00	False	2.722449999994e+10	False	inner	0	69	3.571687957994e-01	2.493982940509e-02	4.705965762324e-02	1.603083225687e-02	5.562008674229e-02	6.635234064673e-02	9.314885742024e-03	2.675850579174e-01	2.000288123995e+00	4.033285136399e+09	1.481490986578e-01	1.969063362048e+00	-9.852316377614e+00	4.761285539865e+01	1.677724227404e+00	1.898796264508e+00	2.750435000000e+00	9.392213648001e-01	1.288198941795e+00	1.455874607683e-01
7.909180000000e-01	1.644482000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.564269828796e+01	1.450087000000e+00	0.000000000000e+00	7.197000000000e-01	5.600400000000e+00	9.887331000000e+00	2.935910000000e+00	2.354984000000e+00	-1.861989000000e-01	1.209850276099e-10	2.007053982904e+00	7.482190469328e-01	7.568214162229e+00	8.696297970126e-01	-1.117362304130e+01	1.043495991233e+01	-5.804951279241e-01	8.938521818465e+00	1-385544	1	-4.095151385766e+00	3.700105969247e+07	1.444481216087e+03	4.824194175104e+03	1.135489796052e+03	4	7.087762332101e+00	10498-3701	1.307174072266e+02	5.380890000000e-02	exploration	m1-r1	1.406360000000e+00	1.825311000000e-01	2.863508000000e-01	1	7.406786000000e+00	False	2.722449999994e+10	False	mid_inner	1	119	6.554131485686e-01	1.167570609575e-02	3.433307348402e-02	1.807992023455e-02	4.052117425965e-02	6.635234064673e-02	9.314885742024e-03	2.675850579174e-01	3.670575797244e+00	8.816207591672e+09	3.238335907617e-01	2.007053982904e+00	-1.003997677608e+01	2.831869317671e+01	1.452073208084e+00	2.099927353143e+00	2.750435000000e+00	1.579133992889e+00	1.136165671769e+00	1.167429052714e-01
7.909180000000e-01	1.644482000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.564269828796e+01	1.450087000000e+00	0.000000000000e+00	7.197000000000e-01	5.600400000000e+00	9.887331000000e+00	2.935910000000e+00	2.354984000000e+00	-1.861989000000e-01	1.209850276099e-10	2.010598483303e+00	7.482190469328e-01	7.568214162229e+00	8.696297970126e-01	-1.117362304130e+01	1.043495991233e+01	-5.804951279241e-01	8.938521818465e+00	1-385544	1	-4.095151385766e+00	3.700105969247e+07	1.444481216087e+03	4.824194175104e+03	1.135489796052e+03	4	7.087762332101e+00	10498-3701	1.307174072266e+02	5.380890000000e-02	exploration	m1-r1	1.406360000000e+00	1.825311000000e-01	2.863508000000e-01	1	7.406786000000e+00	False	2.722449999994e+10	False	mid_outer	2	176	9.443777821524e-01	2.598883765188e-02	8.751657576312e-02	1.906618083300e-02	9.326355111915e-02	6.635234064673e-02	9.314885742024e-03	2.675850579174e-01	5.288893331166e+00	1.291223495405e+10	4.742873130483e-01	2.010598483303e+00	-1.019151838667e+01	1.981468155416e+01	1.296987097090e+00	1.947781748736e+00	2.750435000000e+00	2.256862463689e+00	9.362154820084e-01	1.269826829485e-01
7.909180000000e-01	1.644482000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.564269828796e+01	1.450087000000e+00	0.000000000000e+00	7.197000000000e-01	5.600400000000e+00	9.887331000000e+00	2.935910000000e+00	2.354984000000e+00	-1.861989000000e-01	1.209850276099e-10	2.000102784509e+00	7.482190469328e-01	7.568214162229e+00	8.696297970126e-01	-1.117362304130e+01	1.043495991233e+01	-5.804951279241e-01	8.938521818465e+00	1-385544	1	-4.095151385766e+00	3.700105969247e+07	1.444481216087e+03	4.824194175104e+03	1.135489796052e+03	4	7.087762332101e+00	10498-3701	1.307174072266e+02	5.380890000000e-02	exploration	m1-r1	1.406360000000e+00	1.825311000000e-01	2.863508000000e-01	1	7.406786000000e+00	False	2.722449999994e+10	False	outer	3	323	1.287702518863e+00	3.414210213888e-02	3.849688950981e-02	4.070893799611e-02	6.561182266302e-02	6.635234064673e-02	9.314885742024e-03	2.675850579174e-01	7.211649186641e+00	1.677566737690e+10	6.161974463054e-01	2.000102784509e+00	-1.034717956835e+01	1.418474765671e+01	1.151821614205e+00	2.057935207796e+00	2.750435000000e+00	3.152612377168e+00	8.441268935719e-01	1.297352798315e-01
6.005290000000e-01	1.470178000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.895146179199e+01	1.324221000000e+00	0.000000000000e+00	4.085000000000e-01	5.495060000000e+00	2.551427000000e+01	3.783926000000e+00	5.052583000000e+00	3.328806000000e+00	1.899974113368e-11	1.499119655580e+00	7.399724388026e-01	6.772476826278e+00	1.124524113240e+00	-1.061155162339e+01	9.614482751988e+00	-2.755690412160e-01	8.134537874383e+00	1-173966	1	-3.697282717790e+00	5.922114859436e+06	4.142536326581e+03	4.195571792879e+03	2.128027846080e+03	3	7.510370824468e+00	10509-6104	1.675568847656e+02	2.433400000000e-02	exploration	m1-r1	7.921620000000e-01	1.006772000000e-01	1.895258000000e-01	1	1.332061000000e+01	False	4.116069999998e+09	False	inner	0	46	3.745336513666e-01	3.498060783860e-02	5.286172253261e-02	3.560409935755e-03	6.348764567050e-02	1.214012852740e-01	5.745259443715e-02	2.060944337361e-01	2.058084886279e+00	4.765870527470e+08	1.157869163418e-01	1.499119655580e+00	-1.080457451745e+01	1.568230131604e+01	1.195409794032e+00	1.656244464911e+00	2.121105000000e+00	1.140811074476e+00	1.611169300061e+00	3.267052476467e-01
