id,radius_inner_kpc,relative_image_rms
atomic_helium-h0p1-f1,0.5,0.010904932689535315
atomic_helium-h0p1-f1,1.0,0.007194500024217675
atomic_helium-h0p1-f1,1.5,0.013082589849820195
atomic_helium-h0p1-f1,2.0,0.03396331259404282
atomic_helium-h0p1-f1,2.5,0.0549262993435222
atomic_helium-h0p1-f2,0.0,0.004825972447052451
atomic_helium-h0p1-f2,0.5,0.004103829679156948
atomic_helium-h0p1-f2,1.0,0.003171344654891546
atomic_helium-h0p1-f2,1.5,0.005073379696339379
atomic_helium-h0p1-f2,2.0,0.013198205143193694
atomic_helium-h0p1-f2,2.5,0.0305022807008939
atomic_helium-h0p1-f4,0.0,0.003601933263769387
atomic_helium-h0p1-f4,0.5,0.003244468010208204
atomic_helium-h0p1-f4,1.0,0.0025077460736493856
atomic_helium-h0p1-f4,1.5,0.00413328507669654
atomic_helium-h0p1-f4,2.0,0.011124342222737104
atomic_helium-h0p1-f4,2.5,0.0281279244939454
atomic_helium-h0p2-f1,0.0,0.04841500280652142
atomic_helium-h0p2-f1,0.5,0.052102460670162616
atomic_helium-h0p2-f1,1.0,0.03650378274845086
atomic_helium-h0p2-f1,1.5,0.056247486469186286
atomic_helium-h0p2-f1,2.0,0.09450000431926966
atomic_helium-h0p2-f1,2.5,0.12689958043009103
atomic_helium-h0p2-f2,0.0,0.038923328163740785
atomic_helium-h0p2-f2,0.5,0.04034931160027218
atomic_helium-h0p2-f2,1.0,0.027470317136257187
atomic_helium-h0p2-f2,1.5,0.046180743342906415
atomic_helium-h0p2-f2,2.0,0.0804918158204741
atomic_helium-h0p2-f2,2.5,0.10731019445265037
atomic_helium-h0p2-f4,0.0,0.03737664388563848
atomic_helium-h0p2-f4,0.5,0.03871081046897016
atomic_helium-h0p2-f4,1.0,0.026201177255222242
atomic_helium-h0p2-f4,1.5,0.044943161065064914
atomic_helium-h0p2-f4,2.0,0.07853533852877725
atomic_helium-h0p2-f4,2.5,0.1048537274774347
atomic_helium-h0p4-f1,0.0,0.1169863741485878
atomic_helium-h0p4-f1,0.5,0.0980801933399755
atomic_helium-h0p4-f1,1.0,0.09358311498645408
atomic_helium-h0p4-f1,1.5,0.14061995009740016
atomic_helium-h0p4-f1,2.0,0.17846018432942462
atomic_helium-h0p4-f1,2.5,0.21965465401916992
atomic_helium-h0p4-f2,0.0,0.11138656490658831
atomic_helium-h0p4-f2,0.5,0.09265081199586554
atomic_helium-h0p4-f2,1.0,0.08666212853070945
atomic_helium-h0p4-f2,1.5,0.13655582935493268
atomic_helium-h0p4-f2,2.0,0.17269354557586306
atomic_helium-h0p4-f2,2.5,0.20900644184796163
atomic_helium-h0p4-f4,0.0,0.11051897629150674
atomic_helium-h0p4-f4,0.5,0.09159114914145486
atomic_helium-h0p4-f4,1.0,0.08574166941862378
atomic_helium-h0p4-f4,1.5,0.1358755650164661
atomic_helium-h0p4-f4,2.0,0.17190072787338948
atomic_helium-h0p4-f4,2.5,0.20811446774400652
co21-h0p0-f1,0.0,0.00013164341897147936
co21-h0p0-f1,0.5,0.00022369827848460063
co21-h0p0-f1,1.0,0.010654868960699455
co21-h0p0-f1,1.5,0.09439272771384614
co21-h0p0-f1,2.0,0.42350825870545883
co21-h0p0-f1,2.5,0.6700199567329967
co21-h0p0-f2,0.0,9.433411221460638e-05
co21-h0p0-f2,0.5,0.0001102863594967647
co21-h0p0-f2,1.0,0.005695506820717402
co21-h0p0-f2,1.5,0.08121069527616906
co21-h0p0-f2,2.0,0.3876235422562927
co21-h0p0-f2,2.5,0.6464689148061724
co21-h0p0-f4,0.0,7.825762447735762e-05
co21-h0p0-f4,0.5,9.474161505530907e-05
co21-h0p0-f4,1.0,0.005695664811213491
co21-h0p0-f4,1.5,0.08121051925052877
co21-h0p0-f4,2.0,0.3876232384845081
co21-h0p0-f4,2.5,0.6464687453014089
co21-h0p1-f1,0.0,0.0183858832358131
co21-h0p1-f1,0.5,0.027404437594564946
co21-h0p1-f1,1.0,0.02598220672943873
co21-h0p1-f1,1.5,0.13302861193538007
co21-h0p1-f1,2.0,0.5025070679566361
co21-h0p1-f1,2.5,0.7163251026795849
co21-h0p1-f2,0.0,0.012658612416758287
co21-h0p1-f2,0.5,0.014783362037691148
co21-h0p1-f2,1.0,0.02029544439407914
co21-h0p1-f2,1.5,0.11938787628730016
co21-h0p1-f2,2.0,0.46953419970830323
co21-h0p1-f2,2.5,0.6941002595140828
co21-h0p1-f4,0.0,0.011622107997306291
co21-h0p1-f4,0.5,0.013652860177868376
co21-h0p1-f4,1.0,0.019973693601977434
co21-h0p1-f4,1.5,0.11900708311503404
co21-h0p1-f4,2.0,0.4682112237691768
co21-h0p1-f4,2.5,0.693231142228569
co21-h0p2-f1,0.0,0.046920072192102806
co21-h0p2-f1,0.5,0.07128399223341841
co21-h0p2-f1,1.0,0.06734094050335286
co21-h0p2-f1,1.5,0.22281470605270298
co21-h0p2-f1,2.0,0.6246865533992181
co21-h0p2-f1,2.5,0.78283350581442
co21-h0p2-f2,0.0,0.043498749449824535
co21-h0p2-f2,0.5,0.06424982243557723
co21-h0p2-f2,1.0,0.06298281373160824
co21-h0p2-f2,1.5,0.21438429006706786
co21-h0p2-f2,2.0,0.6043796847749594
co21-h0p2-f2,2.5,0.7657855559820931
co21-h0p2-f4,0.0,0.042280990369510475
co21-h0p2-f4,0.5,0.06330149376296709
co21-h0p2-f4,1.0,0.06247021776160525
co21-h0p2-f4,1.5,0.21381853037375223
co21-h0p2-f4,2.0,0.6030691140927127
co21-h0p2-f4,2.5,0.7652824299629285
co21-h0p4-f1,0.0,0.08775135763722725
co21-h0p4-f1,0.5,0.14220955724838077
co21-h0p4-f1,1.0,0.1795888712368929
co21-h0p4-f1,1.5,0.45298936160233927
co21-h0p4-f1,2.0,0.8330202876473275
co21-h0p4-f1,2.5,0.8841094778177724
co21-h0p4-f2,0.0,0.08484737625617629
co21-h0p4-f2,0.5,0.13752933878472623
co21-h0p4-f2,1.0,0.17619452005368702
co21-h0p4-f2,1.5,0.44958352209459396
co21-h0p4-f2,2.0,0.8269829003946645
co21-h0p4-f2,2.5,0.8744020526172783
co21-h0p4-f4,0.0,0.08415268204904407
co21-h0p4-f4,0.5,0.1371067447555422
co21-h0p4-f4,1.0,0.17565785466324596
co21-h0p4-f4,1.5,0.4490756413702445
co21-h0p4-f4,2.0,0.8265392539585339
co21-h0p4-f4,2.5,0.8741336498572394
