group	role	outer_fold	richness_stratum	mass_stratum	concentration_stratum	members	log10_mass	log10_r_rms	log10_r50	log10_r90	log10_richness	log10_distance	log10_virial_velocity	log10_acceleration_amplitude	log10_tidal_amplitude	shape_axis_ratio	radial_concentration	signed_log_center_acceleration_norm	signed_log_tidal_trace_norm	log10_tidal_frobenius_norm	signed_log_tidal_determinant_norm	tidal_eigenvalue_anisotropy	log10_third_derivative_norm	acceleration_shape_alignment	tidal_shape_alignment	third_x_tidal_anisotropy	radial_field_slope_inner	radial_field_slope_outer	radial_field_curvature	radial_slope_transition	r_rms_kpc	epsilon_kpc	total_mass_msun
55	exploration	2	8_11	high_mass	high_concentration	8	1.184281963669e+01	2.643694960860e+00	2.596487902558e+00	2.803694772691e+00	9.030899869919e-01	2.203774736456e+00	1.916342515259e+00	1.188990069658e+00	-1.454704891202e+00	6.825728958856e-01	6.205733623316e-01	1.558355940170e-01	4.973873908184e-01	4.601138948460e-01	-4.569895619239e-01	9.999999999997e-01	1.387742638850e+00	-9.042755463128e-01	7.990299702009e-01	1.387742638849e+00	1.493261951145e+00	-2.790748255481e+00	-2.060173426739e+00	-4.284010206626e+00	4.402455358539e+02	2.201227679269e+01	6.963372638846e+11
58	exploration	0	8_11	low_mass	high_concentration	9	1.174319808472e+01	2.836935043333e+00	2.849653051264e+00	2.983399360163e+00	9.542425094393e-01	2.221730853685e+00	1.769911698038e+00	7.028883527424e-01	-2.134046690591e+00	2.238640938978e-01	7.349430563576e-01	6.268571658145e-01	1.153830874800e+00	1.459803983914e+00	-2.516824057537e+00	1.000000000000e+00	2.568485783654e+00	8.941046928592e-01	9.902276637712e-01	2.568485783654e+00	-1.231727782814e+00	-2.348555733676e+00	-5.370807154114e-01	-1.116827950862e+00	6.869656840725e+02	3.434828420362e+01	5.536025535984e+11
65	exploration	4	8_11	low_mass	high_concentration	9	1.180241645680e+01	2.832512800690e+00	2.792958305831e+00	3.047026341883e+00	9.542425094393e-01	2.289585767620e+00	1.801732005401e+00	7.709512101115e-01	-2.061561590578e+00	6.873747045316e-01	5.570984677180e-01	1.560585034926e-01	4.426523940012e-01	1.155486572093e-01	2.348031341685e-01	2.924495756626e-01	9.008104018664e-01	9.281855793076e-01	-9.361661483054e-01	2.634416197783e-01	1.434215349609e+00	-2.796277073568e+00	-2.034436813145e+00	-4.230492423177e+00	6.800060876678e+02	3.400030438339e+01	6.344778377087e+11
66	exploration	2	8_11	high_mass	high_concentration	9	1.186087541925e+01	2.967457669183e+00	3.041828820593e+00	3.117448419891e+00	9.542425094393e-01	2.260735616229e+00	1.763489052378e+00	5.595204355728e-01	-2.407937233610e+00	2.775159580845e-01	8.401955958213e-01	8.856066872504e-01	1.521648108443e+00	1.929292983115e+00	-3.490201342540e+00	1.000000000000e+00	3.240540213311e+00	-5.167322715760e-01	-4.752706468013e-01	3.240540213311e+00	-4.427553399849e-01	-1.764068747003e+00	-6.354174332552e-01	-1.321313407018e+00	9.278070520799e+02	4.639035260399e+01	7.258976981658e+11
72	exploration	1	8_11	high_mass	high_concentration	8	1.193559391222e+01	2.951013626451e+00	2.962940628726e+00	3.167408337263e+00	9.030899869919e-01	2.405238999245e+00	1.809070320227e+00	6.671270140021e-01	-2.283886612449e+00	4.420178335742e-01	6.244997825120e-01	8.098724634193e-01	1.550065220689e+00	1.839589336149e+00	-3.254055679948e+00	1.000000000000e+00	3.265932256979e+00	-3.589107361938e-01	4.284085338973e-01	3.265932256979e+00	-2.317501181097e+00	-2.783866960157e+00	-2.242745322302e-01	-4.663657790604e-01	8.933335125830e+02	4.466667562915e+01	8.621719953728e+11
79	exploration	2	20_plus	high_mass	low_concentration	23	1.238876116080e+01	2.631525691996e+00	2.513251594456e+00	2.889744429710e+00	1.361727836018e+00	2.275739020240e+00	2.195397911747e+00	1.759270131497e+00	-8.722555604989e-01	6.895333553975e-01	4.202494606591e-01	2.999675084478e-01	9.781062195144e-01	1.049924944153e+00	-1.442923400622e+00	9.999999999999e-01	2.557323579076e+00	-1.737697215496e-02	-7.117410531881e-01	2.557323579076e+00	1.187983892174e+00	-2.178096647506e+00	-1.618742567277e+00	-3.366080539681e+00	4.280807432411e+02	2.140403716205e+01	2.447716755733e+12
84	exploration	0	8_11	high_mass	high_concentration	9	1.212513720381e+01	3.071076673261e+00	3.123558550632e+00	3.142036466824e+00	9.542425094393e-01	2.416433651187e+00	1.843810442620e+00	6.165442119790e-01	-2.454532461282e+00	3.738269024111e-01	9.583454467864e-01	5.385879918976e-01	1.078648841928e+00	1.280279777303e+00	-2.087904483714e+00	1.000000000000e+00	2.543466775900e+00	-9.573897501671e-01	-7.276678437095e-01	2.543466775899e+00	-8.212718954376e-01	-2.492714337337e+00	-8.037939073534e-01	-1.671442441900e+00	1.177813894333e+03	5.889069471666e+01	1.333942789419e+12
96	exploration	0	12_19	low_mass	high_concentration	12	1.167740479703e+01	2.552707385995e+00	2.461904209644e+00	2.709666604770e+00	1.079181246048e+00	1.857943869637e+00	1.879128882861e+00	1.205550379727e+00	-1.347157006268e+00	6.631762520386e-01	5.652461394692e-01	7.392092124193e-01	1.273723953916e+00	1.624580888264e+00	-2.863524633938e+00	1.000000000000e+00	2.825306104119e+00	-2.229538642088e-01	-9.853951788926e-02	2.825306104119e+00	-1.736320960984e+00	-2.290291758751e+00	-2.664036409117e-01	-5.539707977666e-01	3.570321999916e+02	2.000000000000e+01	4.757784827548e+11
100	reserved_confirmation		8_11	low_mass	high_concentration	11	1.137807794504e+01	2.834949170103e+00	2.842285845870e+00	3.088928313160e+00	1.041392685158e+00	1.875532527332e+00	1.588344564812e+00	3.417399595212e-01	-2.493209210582e+00	6.508197346731e-01	5.667056371770e-01	4.897142354965e-01	1.089843398563e+00	1.336684016721e+00	-2.237702183923e+00	1.000000000000e+00	2.671136941331e+00	-8.536205726755e-01	-5.476160638596e-01	2.671136941331e+00	1.105173640719e+00	-2.435724964288e+00	-1.702812285911e+00	-3.540898605006e+00	6.838316068354e+02	3.419158034177e+01	2.388239874012e+11
110	reserved_confirmation		8_11	high_mass	low_concentration	11	1.188531835804e+01	2.534520078907e+00	2.150491749181e+00	2.735662500828e+00	1.041392685158e+00	2.009984784925e+00	1.992179316911e+00	1.449838554915e+00	-1.084681523993e+00	4.367240364368e-01	2.599137458859e-01	6.430774337085e-01	9.762791918738e-01	1.283586887484e+00	-2.175237046665e+00	1.000000000000e+00	2.187978455154e+00	9.884316452291e-01	9.789695331390e-01	2.187978455153e+00	2.150853512070e-01	-1.943078859885e+00	-1.037857601589e+00	-2.158164211092e+00	3.423892170757e+02	2.000000000000e+01	7.679242072249e+11
116	exploration	1	8_11	high_mass	high_concentration	11	1.199133737572e+01	2.750386967569e+00	2.753945733447e+00	2.974110465854e+00	1.041392685158e+00	2.240674027620e+00	1.937255381419e+00	1.124123795269e+00	-1.626263172299e+00	3.854005290146e-01	6.023310723081e-01	1.095647026457e+00	1.737600803722e+00	2.276307344807e+00	-4.215097123280e+00	1.000000000000e+00	3.689492069650e+00	1.350515664775e-01	1.166525230165e-01	3.689492069650e+00	-5.389790955389e-01	-2.422166620297e+00	-9.056217676774e-01	-1.883187524758e+00	5.628426090895e+02	2.814213045447e+01	9.802511844105e+11
134	exploration	3	8_11	high_mass	high_concentration	8	1.193206245819e+01	3.062663313739e+00	2.971501445882e+00	3.219400679009e+00	9.030899869919e-01	2.360844862660e+00	1.751479749571e+00	4.402961854027e-01	-2.622367128336e+00	2.954998244531e-01	5.650680691262e-01	4.091013114181e-01	8.374702569774e-01	1.031307313398e+00	-1.617819336834e+00	9.999999999999e-01	2.099888750262e+00	8.537868331708e-01	9.088580840758e-01	2.099888750262e+00	-4.417889053145e-01	-2.325494810624e+00	-9.058710560277e-01	-1.883705905309e+00	1.155216314932e+03	5.776081574659e+01	8.551896934071e+11
136	exploration	2	8_11	low_mass	low_concentration	9	1.178806061851e+01	2.512345527720e+00	2.362507997258e+00	2.756677365069e+00	9.542425094393e-01	1.829698824057e+00	1.954637722737e+00	1.396929917753e+00	-1.115415609967e+00	3.990026602827e-01	4.034880084951e-01	4.776829035829e-01	7.254711706900e-01	1.354690434498e+00	-2.394026751900e+00	1.000000000000e+00	2.706036553188e+00	9.768178670869e-01	8.718669068936e-01	2.706036553188e+00	1.028780823132e+00	-2.016352966687e+00	-1.464399805805e+00	-3.045133789819e+00	3.253460420235e+02	2.000000000000e+01	6.138476795951e+11
137	exploration	2	8_11	low_mass	low_concentration	8	1.158366512448e+01	2.276165379554e+00	1.137384754337e+00	2.511141296072e+00	9.030899869919e-01	1.636803007300e+00	1.970530049807e+00	1.664894720059e+00	-6.112706594953e-01	3.661276900468e-01	4.229056216875e-02	1.370540563788e+00	-2.507953262573e+00	2.489056971244e+00	3.602274127722e+00	9.191050552644e-01	3.958954924308e+00	-8.324595029157e-01	8.245860063915e-01	3.638695484495e+00	-1.750631339321e+00	-1.612884183215e+00	6.624237967004e-02	1.377471561056e-01	1.888710434045e+02	2.000000000000e+01	3.834114907869e+11
139	exploration	2	8_11	low_mass	low_concentration	9	1.139944583933e+01	2.463785333987e+00	2.220405118147e+00	2.773406147591e+00	9.542425094393e-01	1.803730170975e+00	1.784610430016e+00	1.105435526044e+00	-1.358349807943e+00	4.188859846985e-01	2.798974684986e-01	5.874329276861e-01	9.303864021638e-01	1.159566991711e+00	-1.886430650726e+00	9.999999999999e-01	2.033718185520e+00	9.758907070901e-01	9.981425367825e-01	2.033718185520e+00	1.587155794674e-01	-9.374392122011e-01	-5.271390273290e-01	-1.096154791669e+00	2.909278744645e+02	2.000000000000e+01	2.508683303192e+11
141	exploration	4	8_11	high_mass	low_concentration	8	1.191375565420e+01	2.770111994004e+00	2.576398592557e+00	2.949428581018e+00	9.030899869919e-01	2.305575523027e+00	1.888602007442e+00	1.007092020879e+00	-1.763019973125e+00	2.812238704684e-01	4.236137140965e-01	1.127398603587e+00	-2.216605804031e+00	2.389343829956e+00	-4.221275477392e+00	1.000000000000e+00	4.161375709923e+00	9.340419696103e-01	-7.422818791933e-01	4.161375709923e+00	5.797547726327e-01	-1.430877063822e+00	-9.669095265023e-01	-2.010631836455e+00	5.889955234203e+02	2.944977617101e+01	8.198901222191e+11
147	reserved_confirmation		8_11	high_mass	low_concentration	10	1.196006330105e+01	2.909961911533e+00	2.721532560688e+00	3.048672936356e+00	1.000000000000e+00	2.332271058355e+00	1.841830872103e+00	7.736998326737e-01	-2.136262078859e+00	3.894650581708e-01	4.708251184454e-01	1.141220653537e-01	9.204658418117e-01	1.070551939029e+00	-1.637045151742e+00	9.999999999999e-01	2.210692463605e+00	1.591122202950e-01	8.423249604108e-01	2.210692463605e+00	7.320192384848e-01	-2.299459613627e+00	-1.457833168834e+00	-3.031478852112e+00	8.127592324793e+02	4.063796162396e+01	9.121437801479e+11
155	exploration	1	8_11	low_mass	low_concentration	8	1.142485692907e+01	2.460433960616e+00	2.054416995800e+00	2.731505046551e+00	9.030899869919e-01	1.892841646286e+00	1.798991661570e+00	1.137549362524e+00	-1.322884598092e+00	5.466613054940e-01	2.103351953818e-01	5.488277360704e-01	1.031660505440e+00	1.301599257627e+00	-2.187331402836e+00	1.000000000000e+00	2.056318930934e+00	9.556969895240e-01	9.996944812080e-01	2.056318930934e+00	-2.687582988476e-01	-1.791980346959e+00	-7.325149649944e-01	-1.523222048111e+00	2.886914757797e+02	2.000000000000e+01	2.659848673540e+11
163	exploration	3	12_19	high_mass	low_concentration	13	1.192925616845e+01	2.792993094712e+00	2.512645332094e+00	3.044575075031e+00	1.113943352307e+00	2.205791896179e+00	1.884911714214e+00	9.768303337155e-01	-1.816162760996e+00	5.613599103738e-01	2.938124922406e-01	6.699722457052e-01	1.214181357509e+00	1.179534551787e+00	6.899492008173e-01	9.664650385320e-01	2.042275271104e+00	-9.971620986445e-01	-9.793739443474e-01	1.973787648580e+00	-7.599213084714e-01	-1.075483419028e+00	-1.517532973308e-01	-3.155621105565e-01	6.208591624823e+02	3.104295812412e+01	8.496815116016e+11
187	exploration	0	8_11	low_mass	low_concentration	8	1.177713445135e+01	2.481589966782e+00	2.138331919516e+00	2.568717420548e+00	9.030899869919e-01	2.148677557094e+00	1.964552419630e+00	1.447514872478e+00	-1.034075094305e+00	4.179146324770e-01	3.712055825755e-01	5.352885356090e-01	8.309661612615e-01	1.089574152729e+00	-1.777059508910e+00	9.999999999999e-01	1.954406923479e+00	8.432286834430e-01	7.932741619904e-01	1.954406923479e+00	5.274239598746e-01	-2.838744884608e+00	-1.618785032910e+00	-3.366168844482e+00	3.031028128940e+02	2.000000000000e+01	5.985968834029e+11
188	exploration	0	8_11	high_mass	high_concentration	9	1.197537415027e+01	2.951359251793e+00	2.827882376759e+00	3.111285372049e+00	9.542425094393e-01	2.334910209752e+00	1.828787626582e+00	7.062160013723e-01	-2.245143250420e+00	1.681233727050e-01	5.207113027230e-01	8.115108572969e-01	1.413701806128e+00	1.767720919718e+00	-3.147979406306e+00	1.000000000000e+00	2.933504887589e+00	9.042411016729e-01	9.547771149078e-01	2.933504887589e+00	-1.198374023596e+00	-1.145184622911e+00	2.557869486541e-02	5.318940068508e-02	8.940447387338e+02	4.470223693669e+01	9.448745472900e+11
191	exploration	3	8_11	low_mass	low_concentration	9	1.149556329396e+01	2.479596413630e+00	2.301213857310e+00	2.688423000082e+00	9.542425094393e-01	1.914229788970e+00	1.824763617510e+00	1.169930821390e+00	-1.309665592240e+00	5.096546139522e-01	4.100066089527e-01	3.802994392960e-01	6.693344328208e-01	8.137588337836e-01	-1.189554013270e+00	9.999999999999e-01	1.593421088301e+00	9.309894841282e-01	8.513332593538e-01	1.593421088301e+00	8.762881002810e-01	-1.360607776232e+00	-1.075719529343e+00	-2.236895876513e+00	3.017146607137e+02	2.000000000000e+01	3.130136623601e+11
202	reserved_confirmation		8_11	low_mass	low_concentration	10	1.171820735760e+01	2.381456565194e+00	1.736740633942e+00	2.698617853485e+00	1.000000000000e+00	1.737465269507e+00	1.985155573546e+00	1.588854581898e+00	-7.926019832961e-01	8.123227178261e-01	1.091748943843e-01	1.051404894985e+00	1.482122854508e+00	1.938714121308e+00	-3.523857782104e+00	1.000000000000e+00	3.070689728243e+00	-9.999850594527e-01	-9.999948859443e-01	3.070689728243e+00	-1.837384592598e+00	-1.334593114506e+00	2.417915906818e-01	5.027914780925e-01	2.406891788143e+02	2.000000000000e+01	5.226456710627e+11
203	exploration	1	12_19	low_mass	low_concentration	13	1.166092195366e+01	2.355163461059e+00	1.767620048188e+00	2.694118159454e+00	1.113943352307e+00	1.748564547732e+00	1.969659423644e+00	1.584155386229e+00	-7.710080748306e-01	7.240824222841e-01	1.184409517947e-01	9.417969226770e-01	1.340535414805e+00	1.770295934355e+00	-3.181428333480e+00	1.000000000000e+00	2.850404451478e+00	5.617777804431e-01	5.517921299965e-01	2.850404451478e+00	-1.544909303091e+00	-1.906910605227e+00	-1.740858277958e-01	-3.620013021362e-01	2.265496841637e+02	2.000000000000e+01	4.580595621938e+11
210	exploration	0	8_11	low_mass	high_concentration	11	1.179839843419e+01	2.733322185556e+00	2.660141913157e+00	2.897943170947e+00	1.041392685158e+00	2.206976138275e+00	1.849318301660e+00	9.653144177631e-01	-1.768007767793e+00	4.051390690503e-01	5.783606567515e-01	3.635302207431e-01	7.196985594625e-01	6.482662974026e-01	-2.763172914363e-01	9.999999999998e-01	1.547984783961e+00	9.555134655312e-01	9.986255567278e-01	1.547984783960e+00	4.211971263187e-01	-2.065343935985e+00	-1.195773486517e+00	-2.486541062303e+00	5.411556356035e+02	2.705778178018e+01	6.286348219186e+11
215	exploration	3	8_11	high_mass	low_concentration	11	1.208265901181e+01	2.851734450591e+00	2.686765350478e+00	3.053476323962e+00	1.041392685158e+00	2.225837057088e+00	1.932242457955e+00	1.012750465319e+00	-1.838983985272e+00	4.163973269425e-01	4.298223818990e-01	2.205068088799e-01	6.856081828245e-01	8.355301946773e-01	-1.231429294894e+00	9.999999999999e-01	1.441532599053e+00	9.010634452032e-01	7.760415584536e-01	1.441532599052e+00	3.608338014003e-01	-1.954449409937e+00	-1.113415869083e+00	-2.315283211338e+00	7.107787749964e+02	3.553893874982e+01	1.209648000254e+12
221	exploration	4	8_11	low_mass	low_concentration	11	1.168954138299e+01	2.571876763076e+00	2.408987914521e+00	2.758822794094e+00	1.041392685158e+00	1.919645817192e+00	1.875612487300e+00	1.179348211524e+00	-1.392528551552e+00	3.598711079306e-01	4.468534552547e-01	4.736471313916e-01	1.114821695902e+00	1.291035585320e+00	-2.078047940498e+00	1.000000000000e+00	2.446116642325e+00	7.854764769407e-01	9.023907962724e-01	2.446116642324e+00	-1.775281161613e-01	-1.015937946519e+00	-4.031899014966e-01	-8.384098303577e-01	3.731442580492e+02	2.000000000000e+01	4.892618836278e+11
227	exploration	2	20_plus	high_mass	high_concentration	28	1.246885427941e+01	3.115310048180e+00	3.076416014130e+00	3.295839545556e+00	1.447158031342e+00	2.335360456486e+00	1.993552292960e+00	8.717945377412e-01	-2.243515510439e+00	5.741101427060e-01	6.033599354154e-01	5.301106563985e-01	1.184664962780e+00	1.705535808135e+00	-3.074502432512e+00	1.000000000000e+00	3.311973565641e+00	-5.731956955440e-01	-9.981900698675e-01	3.311973565641e+00	-1.312122770525e+00	-2.039100126177e+00	-3.496022086123e-01	-7.269773556513e-01	1.304097457438e+03	6.520487287192e+01	2.943433845805e+12
228	exploration	4	8_11	high_mass	high_concentration	11	1.222163231542e+01	2.834154938300e+00	2.741079463505e+00	3.017453258472e+00	1.041392685158e+00	2.317092844097e+00	2.010518865905e+00	1.186882793511e+00	-1.647272144789e+00	3.912926973273e-01	5.292077614920e-01	9.299242369807e-02	4.829448552176e-01	2.918750088839e-01	6.609687081680e-02	9.176463565868e-01	1.151402995910e+00	2.150085664802e-01	9.059902739682e-01	1.056580764160e+00	2.080683561123e+00	-2.179755156372e+00	-2.048837936581e+00	-4.260438717495e+00	6.825821677807e+02	3.412910838904e+01	1.665836276687e+12
230	exploration	1	8_11	low_mass	low_concentration	11	1.170847936340e+01	2.446572428959e+00	1.900635272385e+00	2.614224172946e+00	1.041392685158e+00	1.908929043666e+00	1.947733644566e+00	1.448894860174e+00	-9.976775687853e-01	1.512854674627e-01	1.933797967519e-01	8.128276328707e-01	1.303232044376e+00	1.666203776952e+00	-2.951088085913e+00	1.000000000000e+00	2.618761378663e+00	9.920473356314e-01	9.998269207027e-01	2.618761378663e+00	-1.180901608843e+00	-2.138841650441e+00	-4.606717824939e-01	-9.579400415976e-01	2.796227026220e+02	2.000000000000e+01	5.110687937398e+11
239	exploration	0	8_11	low_mass	low_concentration	10	1.156827139392e+01	2.418860864857e+00	1.823609230925e+00	2.656083389608e+00	1.000000000000e+00	1.987353388736e+00	1.891485441874e+00	1.364110018891e+00	-1.054750845966e+00	3.450064291914e-01	1.470705922498e-01	9.003162490990e-01	1.448553158461e+00	1.581614885156e+00	-2.558922212579e+00	1.000000000000e+00	2.864673527467e+00	2.720866273130e-01	-3.997123995943e-01	2.864673527467e+00	-1.338028368799e+00	-1.590644756601e+00	-1.214828033102e-01	-2.526163878029e-01	2.623377955819e+02	2.000000000000e+01	3.700593604417e+11
240	exploration	4	20_plus	high_mass	low_concentration	28	1.205124498580e+01	2.646555692787e+00	2.351339056705e+00	2.901162629317e+00	1.447158031342e+00	1.818197606035e+00	2.019124823848e+00	1.391693954909e+00	-1.254861737878e+00	7.298084289398e-01	2.819528101126e-01	5.150509292339e-01	9.690737396880e-01	8.781575843532e-01	8.464142607039e-01	8.071238593706e-01	1.661736995465e+00	5.486702333958e-01	7.268360757341e-01	1.341227577039e+00	7.282425425925e-01	-1.787125181191e+00	-1.209636180372e+00	-2.515367723784e+00	4.431550398876e+02	2.215775199438e+01	1.125239543318e+12
242	exploration	4	8_11	high_mass	high_concentration	10	1.196106641705e+01	2.770308128487e+00	2.753436297916e+00	3.007132930442e+00	1.000000000000e+00	2.190843743601e+00	1.912159321625e+00	1.054010514764e+00	-1.716297613723e+00	2.797384958034e-01	5.575750955410e-01	5.118494670892e-01	1.029979305999e+00	1.126541125603e+00	-1.637086494639e+00	9.999999999999e-01	2.393580720456e+00	-6.337780203328e-01	-9.962117407426e-01	2.393580720456e+00	8.493193756145e-02	-2.747920419219e+00	-1.362314015566e+00	-2.832852356780e+00	5.892615834952e+02	2.946307917476e+01	9.142530483298e+11
249	exploration	3	8_11	low_mass	high_concentration	11	1.137515905855e+01	2.465470510043e+00	2.498332238119e+00	2.555375420484e+00	1.041392685158e+00	1.703414216327e+00	1.771624451597e+00	1.077778393152e+00	-1.387692116891e+00	2.638265499146e-01	8.769136243477e-01	2.981651770444e-01	7.543958806277e-01	7.522669690745e-01	-7.798279934386e-01	9.999999999998e-01	2.174721988902e+00	3.158676417029e-01	-8.286381858812e-01	2.174721988901e+00	7.369347167089e-01	-2.581833028611e+00	-1.595989922678e+00	-3.318767745320e+00	2.920589436293e+02	2.000000000000e+01	2.372242370493e+11
