group	role	outer_fold	richness_stratum	mass_stratum	concentration_stratum	members	log10_mass	log10_r_rms	log10_r50	log10_r90	log10_richness	log10_distance	log10_virial_velocity	log10_acceleration_amplitude	log10_tidal_amplitude	shape_axis_ratio	radial_concentration	signed_log_center_acceleration_norm	signed_log_tidal_trace_norm	log10_tidal_frobenius_norm	signed_log_tidal_determinant_norm	tidal_eigenvalue_anisotropy	log10_third_derivative_norm	acceleration_shape_alignment	tidal_shape_alignment	third_x_tidal_anisotropy	radial_field_slope_inner	radial_field_slope_outer	radial_field_curvature	radial_slope_transition	r_rms_kpc	epsilon_kpc	total_mass_msun
546	reserved_confirmation		8_11	low_mass	low_concentration	8	1.138223357623e+01	2.477459997661e+00	1.915134627176e+00	2.675504001255e+00	9.030899869919e-01	1.785523037818e+00	1.769166966627e+00	1.060873935592e+00	-1.416586062070e+00	2.349310390447e-01	1.736323431011e-01	7.196130808233e-01	1.387848537152e+00	1.416246664659e+00	-1.823500895824e+00	1.000000000000e+00	2.811223307343e+00	1.499090593930e-01	9.379438505765e-01	2.811223307343e+00	-1.516089670240e+00	-1.476747674659e+00	1.891950064112e-02	3.934199558099e-02	3.002340866145e+02	2.000000000000e+01	2.411201894652e+11
553	exploration	0	8_11	high_mass	high_concentration	8	1.181244057569e+01	2.761780604599e+00	2.680331817904e+00	2.989252179155e+00	9.030899869919e-01	2.227192306514e+00	1.842110162889e+00	9.224397211784e-01	-1.839340883421e+00	2.723451821290e-01	4.909979046366e-01	1.267977531851e+00	-1.622828035585e+00	2.563954247208e+00	-4.821423596012e+00	1.000000000000e+00	4.148097378226e+00	9.820170236091e-01	-9.859766596824e-01	4.148097378226e+00	-1.916406181830e-01	-2.226953111917e+00	-9.787784137896e-01	-2.035312493734e+00	5.778040805757e+02	2.889020402879e+01	6.492927830699e+11
558	exploration	1	8_11	low_mass	high_concentration	8	1.159720760877e+01	2.656287030035e+00	2.717071193957e+00	2.762638131046e+00	9.030899869919e-01	2.075583455194e+00	1.787240466714e+00	9.181939033924e-01	-1.738093126643e+00	3.128728668472e-01	9.003949756697e-01	1.202547172346e+00	1.859646211223e+00	2.369417307022e+00	-4.395440494910e+00	1.000000000000e+00	3.763566438561e+00	1.925341584720e-01	2.432795730365e-01	3.763566438561e+00	-1.670528159790e+00	-1.695800962917e+00	-1.215364924666e-02	-2.527280312651e-02	4.531970038676e+02	2.265985019338e+01	3.955556650709e+11
561	exploration	4	8_11	high_mass	low_concentration	9	1.181625360569e+01	2.419809613111e+00	1.974087572825e+00	2.730569145638e+00	9.542425094393e-01	2.068371418033e+00	2.015002173631e+00	1.610194734152e+00	-8.096148789594e-01	4.135174510550e-01	1.751936767599e-01	6.759003068595e-01	1.245722080579e+00	1.471382039537e+00	-2.479058690248e+00	1.000000000000e+00	2.571870739338e+00	9.705571772921e-01	9.835969019327e-01	2.571870739338e+00	-4.299291329146e-01	-1.296729929043e+00	-4.168430700044e-01	-8.668007961285e-01	2.629115182424e+02	2.000000000000e+01	6.550185596276e+11
565	exploration	4	8_11	low_mass	low_concentration	9	1.172817734394e+01	2.591492599492e+00	2.450284508539e+00	2.773004828087e+00	9.542425094393e-01	2.096353759993e+00	1.885122549570e+00	1.178752499647e+00	-1.412740099846e+00	3.448795524120e-01	4.756414347305e-01	1.210243640361e+00	1.924787692424e+00	2.284737575719e+00	-4.179053257275e+00	1.000000000000e+00	3.200080198340e+00	1.964845878049e-01	2.463729447532e-01	3.200080198340e+00	-2.370071792909e+00	-2.162767266141e+00	9.969240424046e-02	2.073045267675e-01	3.903845301821e+02	2.000000000000e+01	5.347826930725e+11
567	exploration	2	8_11	high_mass	high_concentration	8	1.182442393461e+01	2.715952659106e+00	2.553957195374e+00	2.776743526156e+00	9.030899869919e-01	2.200901285228e+00	1.871015815096e+00	1.026078971087e+00	-1.689873688018e+00	3.328714669328e-01	5.987060809488e-01	3.923676649153e-01	8.389990302428e-01	9.952484925377e-01	-1.511866627818e+00	9.999999999999e-01	1.993234925537e+00	-9.864667878119e-01	-9.353374148952e-01	1.993234925537e+00	8.912767402434e-01	-2.415486683875e+00	-1.590217064456e+00	-3.306763424119e+00	5.199393167117e+02	2.599696583558e+01	6.674579874408e+11
576	exploration	4	12_19	high_mass	high_concentration	17	1.213904201856e+01	2.945014737370e+00	2.909268307039e+00	3.075508762061e+00	1.230448921378e+00	2.286697000601e+00	1.913793817938e+00	8.825728985057e-01	-2.062441838864e+00	6.191281766295e-01	6.819610095063e-01	2.271469917698e-01	6.657443315225e-01	6.172882821282e-01	-4.751475943567e-01	9.999999999998e-01	1.489760076966e+00	-7.931052000124e-01	-5.699794838365e-01	1.489760076966e+00	1.246565909725e+00	-2.125175312499e+00	-1.621464780154e+00	-3.371741222224e+00	8.810787710695e+02	4.405393855348e+01	1.377342722150e+12
577	exploration	3	8_11	low_mass	high_concentration	8	1.166573952497e+01	2.314972224942e+00	2.201187296998e+00	2.417508225641e+00	9.030899869919e-01	1.991257728656e+00	1.992163827357e+00	1.669355429773e+00	-6.456167951684e-01	3.931820042284e-01	6.076857764884e-01	2.162566315117e-01	5.280278018498e-01	6.376993116802e-01	-8.814484755355e-01	9.999999999998e-01	9.054267291119e-01	9.861508302140e-01	8.145145760933e-01	9.054267291117e-01	1.178063548150e+00	-2.121222743502e+00	-1.586621323813e+00	-3.299286291652e+00	2.065248069812e+02	2.000000000000e+01	4.631690434043e+11
582	exploration	4	12_19	high_mass	low_concentration	12	1.180290125854e+01	2.531333361449e+00	2.185525288939e+00	2.825286717586e+00	1.079181246048e+00	2.170626269102e+00	1.952564125889e+00	1.373794890328e+00	-1.157538471122e+00	6.566082795006e-01	2.292126442736e-01	5.252072269919e-01	1.358634978786e+00	1.617489111564e+00	-2.793433108450e+00	1.000000000000e+00	2.653297660816e+00	-3.060888813082e-01	-9.110295838202e-01	2.653297660816e+00	4.767808427798e-02	-1.059246619648e+00	-5.323182603306e-01	-1.106924703926e+00	3.398860666867e+02	2.000000000000e+01	6.351864990389e+11
621	exploration	1	8_11	high_mass	high_concentration	9	1.189057148090e+01	2.778063907989e+00	2.710350899594e+00	2.944384851696e+00	9.542425094393e-01	2.279122431332e+00	1.873033963800e+00	9.680040196102e-01	-1.810059888379e+00	3.433990327273e-01	5.833994937164e-01	3.168943507007e-01	6.783847453160e-01	9.052868154919e-01	-1.418706574019e+00	9.999999999999e-01	1.624833853790e+00	3.539163258006e-01	6.823527579574e-01	1.624833853790e+00	1.488106840433e+00	-1.769740411262e+00	-1.566693357998e+00	-3.257847251695e+00	5.998793441562e+02	2.999396720781e+01	7.772692396765e+11
623	exploration	1	8_11	high_mass	low_concentration	8	1.190309823294e+01	2.644492509135e+00	2.606248127295e+00	2.951292769706e+00	9.030899869919e-01	2.357512864835e+00	1.946083039246e+00	1.247673569356e+00	-1.396818939780e+00	3.606009683252e-01	4.518094991565e-01	3.936231184203e-01	1.051621654339e+00	1.375842546133e+00	-2.362873973012e+00	1.000000000000e+00	2.331060279265e+00	5.632803603955e-01	8.507826420179e-01	2.331060279265e+00	-1.115830369804e+00	-2.303986444603e+00	-5.713822923051e-01	-1.188156074799e+00	4.410547555876e+02	2.205273777938e+01	8.000151897396e+11
626	exploration	3	8_11	high_mass	low_concentration	8	1.186074602174e+01	2.887936014429e+00	2.772616255582e+00	3.179336794105e+00	9.030899869919e-01	2.283084673752e+00	1.803185180997e+00	7.184343475647e-01	-2.169501666865e+00	2.598502999892e-01	3.919940377934e-01	9.258949877000e-01	1.596311098567e+00	1.954408033961e+00	-3.520347807329e+00	1.000000000000e+00	3.325969392815e+00	-9.864448669795e-01	-9.819406331119e-01	3.325969392815e+00	-1.376850615856e+00	-1.839552189835e+00	-2.225124220639e-01	-4.627015739794e-01	7.725667527343e+02	3.862833763672e+01	7.256814500425e+11
634	exploration	3	12_19	high_mass	low_concentration	16	1.211457321637e+01	2.621181281889e+00	2.520091445581e+00	2.866922501106e+00	1.204119982656e+00	2.169628256857e+00	2.063476144586e+00	1.505771007284e+00	-1.115410274605e+00	8.107869019749e-01	4.499548573551e-01	2.817839671224e-01	7.190307480411e-01	8.066883509328e-01	-1.098801712163e+00	9.999999999999e-01	1.727924215485e+00	9.229321879825e-01	8.280949670334e-01	1.727924215484e+00	-1.604806727102e-01	-3.016336492521e+00	-1.373376342912e+00	-2.855855819811e+00	4.180048125401e+02	2.090024062700e+01	1.301886778174e+12
639	exploration	2	12_19	high_mass	low_concentration	16	1.204061717753e+01	2.823746877420e+00	2.724162511522e+00	3.077090989850e+00	1.204119982656e+00	2.205068964264e+00	1.925215327397e+00	1.026683777374e+00	-1.797063100046e+00	6.179140814918e-01	4.436817055204e-01	7.028888385476e-01	1.252039390567e+00	1.495265517275e+00	-2.541550650575e+00	1.000000000000e+00	2.685592669372e+00	-1.057238611437e-01	-4.461778496344e-01	2.685592669372e+00	-7.549801262139e-01	-1.492827582116e+00	-3.548296218542e-01	-7.378474559022e-01	6.664182432714e+02	3.332091216357e+01	1.098037513155e+12
650	exploration	2	20_plus	high_mass	high_concentration	39	1.219966570548e+01	2.730003057469e+00	2.689922680564e+00	2.946914575714e+00	1.591064607026e+00	1.943939464472e+00	2.051611501351e+00	1.373219945233e+00	-1.356783112236e+00	4.462487003803e-01	5.533604359910e-01	9.309897401827e-01	1.720850566774e+00	1.812707404146e+00	-2.892685450235e+00	1.000000000000e+00	3.324070434426e+00	9.648899864149e-01	6.909047434080e-01	3.324070434426e+00	-1.556833142296e+00	-1.747781654611e+00	-9.182682392722e-02	-1.909485123148e-01	5.370355771319e+02	2.685177885660e+01	1.583673703693e+12
652	reserved_confirmation		12_19	high_mass	high_concentration	12	1.187707267337e+01	2.538537570345e+00	2.486058601348e+00	2.684198251266e+00	1.079181246048e+00	2.093056283824e+00	1.986047728854e+00	1.433557887363e+00	-1.104979682982e+00	5.729476223202e-01	6.336659195302e-01	1.410617695046e+00	-2.470963058242e+00	2.684650221026e+00	-4.866743958835e+00	1.000000000000e+00	4.347071942069e+00	1.571057044559e-02	-1.301507104945e-02	4.347071942069e+00	-9.268434310950e-01	-2.258201751319e+00	-6.402480154112e-01	-1.331358320224e+00	3.455712232770e+02	2.000000000000e+01	7.534816382461e+11
653	exploration	1	8_11	low_mass	low_concentration	9	1.160400144543e+01	2.493233400125e+00	2.172208913848e+00	2.800113527737e+00	9.542425094393e-01	1.972916595183e+00	1.872164199995e+00	1.251094999864e+00	-1.242138400261e+00	2.593758400382e-01	2.355566591100e-01	3.181655939484e-01	1.151875201304e+00	1.261336383637e+00	-1.906581612359e+00	1.000000000000e+00	2.251783985905e+00	9.288738986256e-01	-1.512274185326e-01	2.251783985905e+00	-2.946116102347e-02	-6.066099408733e-01	-2.775498941815e-01	-5.771487798498e-01	3.113389096506e+02	2.000000000000e+01	4.017921480989e+11
654	reserved_confirmation		8_11	high_mass	high_concentration	8	1.182030164695e+01	2.775204128965e+00	2.768987378162e+00	2.868608967158e+00	9.030899869919e-01	2.252821835523e+00	1.839328936335e+00	9.034537437060e-01	-1.871750385259e+00	4.254487223761e-01	7.950206532282e-01	1.330975624925e-01	4.282409457231e-01	1.485578662008e-01	1.526775883630e-01	6.351556958559e-01	9.112688867626e-01	-9.802389463684e-01	9.640732081743e-01	5.787976238835e-01	1.630499241609e+00	-2.967003325612e+00	-2.210931384735e+00	-4.597502567222e+00	5.959421850258e+02	2.979710925129e+01	6.611525037833e+11
656	exploration	0	12_19	high_mass	high_concentration	12	1.197512968847e+01	2.695615591396e+00	2.616081940071e+00	2.772805386028e+00	1.079181246048e+00	2.014952338433e+00	1.956537225883e+00	1.217458860371e+00	-1.478156731025e+00	3.342867236556e-01	6.970702596338e-01	6.725620748196e-02	4.637856013312e-01	2.803204967001e-01	1.995084213656e-03	9.974706149515e-01	1.150018005334e+00	-7.025835420178e-01	9.991573113297e-01	1.147109166986e+00	2.070542084474e+00	-2.326508031773e+00	-2.114534132417e+00	-4.397050116247e+00	4.961529654133e+02	2.480764827066e+01	9.443428326599e+11
658	reserved_confirmation		8_11	low_mass	low_concentration	9	1.166650471361e+01	2.578350036325e+00	2.402453595610e+00	2.725171980119e+00	9.542425094393e-01	1.982445691313e+00	1.860857515987e+00	1.143364995650e+00	-1.434985040675e+00	4.422291739997e-01	4.756435539994e-01	1.012098868671e+00	1.647009093451e+00	2.047414906658e+00	-3.722717199083e+00	1.000000000000e+00	3.293443745857e+00	2.079064245559e-01	2.206134570387e-01	3.293443745857e+00	-1.736914363553e+00	-1.245931738313e+00	2.361127328656e-01	4.909826252404e-01	3.787477280138e+02	2.000000000000e+01	4.639858258213e+11
659	exploration	1	12_19	low_mass	low_concentration	13	1.167504630169e+01	2.565020279180e+00	2.392284431456e+00	2.764562619817e+00	1.113943352307e+00	1.842011584514e+00	1.871793188600e+00	1.178566098020e+00	-1.386454181160e+00	5.461892598794e-01	4.243476599711e-01	9.839833773064e-01	1.374210097656e+00	2.144537583109e+00	-3.976464841184e+00	1.000000000000e+00	3.607007549436e+00	-8.805666160632e-01	-9.675701268027e-01	3.607007549436e+00	2.243824658257e-01	-1.260875617896e+00	-7.142581572754e-01	-1.485258083722e+00	3.672994509759e+02	2.000000000000e+01	4.732017060036e+11
682	exploration	4	8_11	low_mass	high_concentration	10	1.158738157418e+01	2.701173347849e+00	2.664255123468e+00	2.802579906829e+00	1.000000000000e+00	1.976899950983e+00	1.759884290508e+00	8.185952331670e-01	-1.882578114682e+00	3.371739640725e-01	7.272357441829e-01	4.741677126585e-01	1.130857574228e+00	1.442117179577e+00	-2.485261545194e+00	1.000000000000e+00	2.389801664294e+00	-7.281846663048e-01	-6.054305659801e-01	2.389801664294e+00	-1.440505927119e+00	-1.810051396128e+00	-1.777138051741e-01	-3.695454690089e-01	5.025431386715e+02	2.512715693358e+01	3.867065909619e+11
687	reserved_confirmation		8_11	low_mass	low_concentration	8	1.177347099400e+01	2.685192628062e+00	2.570854978123e+00	2.936928866869e+00	9.030899869919e-01	2.169372094138e+00	1.860919360311e+00	1.036646092560e+00	-1.648546535502e+00	5.159201983445e-01	4.304533690232e-01	9.830853631776e-01	1.603969661353e+00	2.071993737628e+00	-3.792335149937e+00	1.000000000000e+00	3.430904789047e+00	8.052295321678e-03	-5.207366950458e-02	3.430904789047e+00	-1.590703391735e+00	-2.395586502377e+00	-3.870669574061e-01	-8.048831106418e-01	4.843871662408e+02	2.421935831204e+01	5.935687031301e+11
703	exploration	2	20_plus	high_mass	high_concentration	39	1.227767951219e+01	3.039099561949e+00	2.947511289283e+00	3.189847853116e+00	1.591064607026e+00	2.032486368912e+00	1.936070152465e+00	8.330407429812e-01	-2.206058818968e+00	4.294001631972e-01	5.723523050011e-01	4.400561635788e-01	1.056501884015e+00	1.478989260187e+00	-2.603055248407e+00	1.000000000000e+00	2.878558683849e+00	-5.769635763382e-01	-5.118375325499e-01	2.878558683849e+00	1.106791618528e-02	-2.044178799067e+00	-9.883647479662e-01	-2.055246715253e+00	1.094207184365e+03	5.471035921826e+01	1.895306762543e+12
705	exploration	1	20_plus	high_mass	low_concentration	48	1.228728699557e+01	2.732282993236e+00	2.569586585261e+00	2.992059300137e+00	1.681241237376e+00	1.968696374190e+00	2.094282178511e+00	1.456281363785e+00	-1.276001629451e+00	7.720253723107e-01	3.780308868452e-01	6.416481438041e-01	1.253001873888e+00	1.123662763147e+00	1.744610654369e+00	4.865254261186e-01	2.566733938519e+00	1.455536156704e-01	-7.428508044296e-01	1.248781323171e+00	-4.947850516527e-01	-1.382223981665e+00	-4.267679144734e-01	-8.874389300121e-01	5.398622908363e+02	2.699311454181e+01	1.937702035911e+12
711	exploration	1	8_11	low_mass	high_concentration	8	1.175252800701e+01	2.666634475018e+00	2.639831059593e+00	2.782771010341e+00	9.030899869919e-01	2.143897666988e+00	1.859726943341e+00	1.052819411664e+00	-1.613815063353e+00	3.550246229558e-01	7.195484620204e-01	3.500578266856e-01	9.514429040208e-01	1.221633617161e+00	-2.034276738609e+00	1.000000000000e+00	2.430832593559e+00	-9.060919138069e-01	-3.305625020804e-01	2.430832593559e+00	2.094712643343e-01	-3.090833084971e+00	-1.587110906056e+00	-3.300304349305e+00	4.641244793181e+02	2.320622396590e+01	5.656242321865e+11
714	exploration	3	8_11	low_mass	high_concentration	8	1.134349137451e+01	2.618945141384e+00	2.559103773676e+00	2.698437619675e+00	9.030899869919e-01	2.047057805016e+00	1.679053293906e+00	7.391614464284e-01	-1.879783694955e+00	1.883063586661e-01	7.255480078589e-01	1.817925473815e-01	5.012525291502e-01	5.429691766732e-01	-6.754639616155e-01	9.999999999998e-01	1.283589484601e+00	7.925249651540e-01	9.847715963939e-01	1.283589484601e+00	1.911867277211e+00	-2.642365376748e+00	-2.190122954974e+00	-4.554232653959e+00	4.158580773846e+02	2.079290386923e+01	2.205420334262e+11
716	exploration	4	12_19	high_mass	high_concentration	12	1.186510831054e+01	2.527263456476e+00	2.432746634930e+00	2.649131281140e+00	1.079181246048e+00	2.144017918970e+00	1.985702604374e+00	1.444141752273e+00	-1.083121704204e+00	3.847230634622e-01	6.075966263385e-01	4.454824691073e-01	8.424048980382e-01	1.075063767323e+00	-1.731639751414e+00	9.999999999999e-01	1.923975622443e+00	8.269664475480e-01	7.463877934096e-01	1.923975622443e+00	-7.473362656935e-01	-2.793122858404e+00	-9.838153906737e-01	-2.045786592711e+00	3.367157696409e+02	2.000000000000e+01	7.330073181393e+11
722	reserved_confirmation		8_11	high_mass	low_concentration	9	1.185864697019e+01	2.577524564376e+00	2.355198742991e+00	2.761048190447e+00	9.542425094393e-01	2.302479358915e+00	1.957341380249e+00	1.337158196121e+00	-1.240366368255e+00	7.944003034251e-01	3.927810733054e-01	1.047373243083e+00	-9.980360504472e-01	2.222116726648e+00	-4.141980778146e+00	1.000000000000e+00	3.756333130146e+00	9.305405307681e-01	-9.236290767350e-01	3.756333130146e+00	3.188550776107e-01	-1.599234518548e+00	-9.224061161195e-01	-1.918089596158e+00	3.780285185821e+02	2.000000000000e+01	7.221825163544e+11
736	exploration	1	12_19	high_mass	low_concentration	12	1.185372547646e+01	2.655397282493e+00	2.102777828137e+00	2.932603992000e+00	1.079181246048e+00	2.006245935795e+00	1.915944274330e+00	1.176491266167e+00	-1.478906016325e+00	4.510453818837e-01	1.479700553085e-01	1.073595917440e+00	-1.770100323549e+00	2.094870542858e+00	-3.782786422669e+00	1.000000000000e+00	3.855123966090e+00	3.234745499627e-01	4.082788296439e-01	3.855123966090e+00	-2.158675540832e+00	-1.117715730679e+00	5.005958519575e-01	1.040959810153e+00	4.522694808028e+02	2.261347404014e+01	7.140448258023e+11
737	exploration	3	8_11	low_mass	low_concentration	8	1.168751859655e+01	2.453557157749e+00	2.316536010722e+00	2.739329313096e+00	9.030899869919e-01	2.129141845792e+00	1.933760896747e+00	1.413964635745e+00	-1.039592522004e+00	5.745335842960e-01	3.777519349785e-01	2.704361498766e-01	5.530793895991e-01	7.013474382306e-01	-1.013951540490e+00	9.999999999998e-01	1.266358157416e+00	5.263427946136e-01	3.553941825276e-01	1.266358157416e+00	1.043279587920e+00	-1.733308674810e+00	-1.335256705744e+00	-2.776588262731e+00	2.841562140017e+02	2.000000000000e+01	4.869883776346e+11
744	exploration	1	8_11	low_mass	low_concentration	10	1.179212966594e+01	2.598330976248e+00	2.358041202733e+00	2.852573166816e+00	1.000000000000e+00	2.022310516509e+00	1.913679522192e+00	1.229028068137e+00	-1.369302908112e+00	5.051354351925e-01	3.202344393345e-01	8.405250282823e-01	1.413855637515e+00	1.759675163133e+00	-3.128188916853e+00	1.000000000000e+00	3.010041199505e+00	6.510143152267e-01	4.978378102105e-01	3.010041199505e+00	-1.553918155810e-01	-1.288185742114e+00	-5.447587267194e-01	-1.132793926533e+00	3.965801532397e+02	2.000000000000e+01	6.196260472727e+11
746	exploration	4	12_19	high_mass	high_concentration	15	1.197344091400e+01	2.629160244876e+00	2.573715551436e+00	2.776247462617e+00	1.176091259056e+00	2.110036269601e+00	1.988920511908e+00	1.348680778940e+00	-1.280479465936e+00	4.426139475175e-01	6.272896021735e-01	4.294944578855e-01	1.148000550377e+00	1.395721111584e+00	-2.352249626742e+00	1.000000000000e+00	2.553082606439e+00	7.651288816173e-01	8.419491067306e-01	2.553082606439e+00	-8.688767931058e-01	-2.407864445381e+00	-7.400966179756e-01	-1.538987652275e+00	4.257554783310e+02	2.128777391655e+01	9.406778416070e+11
757	exploration	3	8_11	low_mass	high_concentration	8	1.159198068725e+01	2.364525215422e+00	2.209577045121e+00	2.408614222275e+00	9.030899869919e-01	2.169048525309e+00	1.930507913260e+00	1.496490611097e+00	-8.680346043247e-01	4.070900742900e-01	6.323577169860e-01	8.653054090046e-01	1.247439413538e+00	1.774512307100e+00	-3.212721462731e+00	1.000000000000e+00	2.957300904779e+00	-9.975006332719e-01	-9.848551718817e-01	2.957300904779e+00	-1.239777839479e+00	-2.591820126510e+00	-6.501949008573e-01	-1.352042287031e+00	2.314862584550e+02	2.000000000000e+01	3.908235157799e+11
763	reserved_confirmation		20_plus	high_mass	high_concentration	32	1.220393064095e+01	2.832373236068e+00	2.703943142840e+00	2.995000568110e+00	1.505149978320e+00	2.104760166639e+00	2.002558879783e+00	1.172744523498e+00	-1.659628712571e+00	4.277352390782e-01	5.116141820785e-01	3.887755983841e-01	7.547639883809e-01	7.977427907061e-01	-9.877935414985e-01	9.999999999999e-01	1.565752465069e+00	7.448244973378e-01	8.237545029326e-01	1.565752465068e+00	8.624500151039e-01	-1.352898758537e+00	-1.065357563191e+00	-2.215348773641e+00	6.797875964174e+02	3.398937982087e+01	1.599302591401e+12
769	exploration	0	12_19	high_mass	high_concentration	18	1.205684839306e+01	2.900016549051e+00	2.819325450473e+00	3.071758751945e+00	1.255272505103e+00	2.150563474663e+00	1.895196099348e+00	8.903756496459e-01	-2.009640899405e+00	4.135351765674e-01	5.591994022815e-01	5.023621330098e-01	1.290343303375e+00	1.522176988943e+00	-2.583631102310e+00	1.000000000000e+00	2.810685842668e+00	3.087464848179e-01	-9.478330318807e-01	2.810685842668e+00	-6.515338775713e-01	-2.484268198545e+00	-8.813589053784e-01	-1.832734320973e+00	7.943585036526e+02	3.971792518263e+01	1.139851809646e+12
772	exploration	2	20_plus	high_mass	low_concentration	24	1.211546653991e+01	2.733084656602e+00	2.500563437717e+00	2.951803034679e+00	1.380211241712e+00	2.098144135871e+00	2.007971118999e+00	1.282857581396e+00	-1.450227075206e+00	6.727520899664e-01	3.538020973057e-01	8.318177675082e-01	1.523151284932e+00	1.878757591627e+00	-3.368916161062e+00	1.000000000000e+00	3.138053506407e+00	7.266556894479e-01	7.270083852949e-01	3.138053506407e+00	-6.328882323214e-01	-1.295539249095e+00	-3.186677785798e-01	-6.626510167736e-01	5.408597419348e+02	2.704298709674e+01	1.304567454756e+12
780	exploration	0	8_11	low_mass	high_concentration	9	1.172978583111e+01	2.666913999155e+00	2.636887624808e+00	2.892969408270e+00	9.542425094393e-01	2.125379012052e+00	1.848216093322e+00	1.029518187489e+00	-1.637395811665e+00	5.485905815474e-01	5.545212793488e-01	2.722289336409e-01	7.811665696621e-01	9.289795808395e-01	-1.386357940693e+00	9.999999999999e-01	1.943956288292e+00	-1.414932607078e-01	-3.079382731613e-01	1.943956288292e+00	-1.572452373678e-01	-3.051959879458e+00	-1.392063486311e+00	-2.894714642090e+00	4.644232990342e+02	2.322116495171e+01	5.367670286766e+11
787	exploration	4	8_11	low_mass	high_concentration	8	1.159728588191e+01	2.377128441856e+00	2.415711425153e+00	2.462260873473e+00	9.030899869919e-01	1.925422603689e+00	1.926858897373e+00	1.476589352891e+00	-9.005390889647e-01	1.923542064744e-01	8.983603003727e-01	2.108831537839e-01	5.887176386219e-01	5.503477476155e-01	-4.997489427727e-01	9.999999999998e-01	1.342139866700e+00	8.911087163646e-01	7.922488824444e-01	1.342139866700e+00	1.325287366046e+00	-2.296129282330e+00	-1.741533279868e+00	-3.621416648376e+00	2.383024140495e+02	2.000000000000e+01	3.956269627173e+11
788	exploration	1	8_11	low_mass	low_concentration	9	1.157595274851e+01	2.550556139375e+00	2.295602850727e+00	2.774551874331e+00	9.542425094393e-01	2.177993845058e+00	1.829478481910e+00	1.108400824446e+00	-1.442155314929e+00	7.955257046685e-01	3.319334167771e-01	1.196670015324e+00	-1.159123314074e+00	2.028360721406e+00	-3.748844762505e+00	1.000000000000e+00	3.696975803438e+00	3.182474322532e-02	3.656375018444e-01	3.696975803438e+00	-9.462360151342e-01	-1.292570231350e+00	-1.665515520751e-01	-3.463342162162e-01	3.552680394819e+02	2.000000000000e+01	3.766628156214e+11
801	reserved_confirmation		8_11	low_mass	low_concentration	8	1.167811391001e+01	2.404944655801e+00	2.123767156996e+00	2.617795072372e+00	9.030899869919e-01	2.102678668450e+00	1.953364804450e+00	1.501784953099e+00	-9.031597027026e-01	4.273340745369e-01	3.206063240059e-01	8.292896348674e-01	1.321234690651e+00	1.746364929979e+00	-3.132528856231e+00	1.000000000000e+00	2.966528250370e+00	-8.156300214294e-01	-7.545516671477e-01	2.966528250370e+00	-7.002240816089e-01	-1.360970992351e+00	-3.177520971368e-01	-6.607469107422e-01	2.540648918019e+02	2.000000000000e+01	4.765559650873e+11
809	exploration	3	12_19	high_mass	high_concentration	19	1.196149472495e+01	2.651844141229e+00	2.639008502768e+00	2.806088355103e+00	1.278753600953e+00	2.061242390026e+00	1.971605469203e+00	1.291366797177e+00	-1.360477344052e+00	5.393907907720e-01	6.806441993195e-01	9.801734429659e-02	5.722427941558e-01	5.088588420732e-01	-3.925584462274e-01	9.999999999997e-01	1.415083071694e+00	-4.242890069680e-01	9.817616390176e-01	1.415083071693e+00	1.490705472918e+00	-2.464068847559e+00	-1.901844433329e+00	-3.954774320477e+00	4.485843739426e+02	2.242921869713e+01	9.151551435051e+11
