mode_a,mode_b,product
528,552,-0.011148060500381083
528,529,-0.004830578776190849
529,553,0.00011577955159430969
529,530,0.04711023500846641
530,554,0.01676887489296275
530,531,0.02912568289718317
531,555,0.0032847928227237905
531,532,-0.01218400006475792
532,556,0.01404298985470323
532,533,-0.016901616784264713
533,557,-0.027366766543186778
533,534,0.022356877875026975
534,558,0.016597989904223263
534,535,0.04642402234603499
535,559,0.05137476947205058
535,536,0.005035134174066576
536,560,-0.03486548735014384
536,537,0.03355401178728182
537,561,0.01217714860142446
537,538,-0.05266908690603549
538,562,-0.029895650373719097
538,539,-0.020858394956328314
539,563,0.05047414141132902
539,540,0.025256670212391176
540,564,-0.023008675378937107
540,541,0.04250070248961253
541,565,-0.010188919507103291
541,542,0.025070844129840363
542,566,0.04720110937457601
542,543,-0.0015858795386457035
543,567,0.04440236970776353
543,544,-0.038027263403480054
544,568,0.01557394734343366
544,545,-0.015982303723904915
545,569,0.04245167781225401
545,546,0.013071920315167823
546,570,0.040127283489927404
546,547,0.015125578169558005
547,571,0.0476746948525503
547,548,0.01629679638605924
548,572,0.03866455817226765
548,549,0.017587208216459888
549,573,0.047422196097399366
549,550,0.01825045669787704
550,574,0.037714124110310554
550,551,0.018458935265176193
551,575,0.04722691655243504
552,553,0.05214758632315993
553,554,-0.0054328879386226795
554,555,-0.042643685318160124
555,556,0.04867114930004702
556,557,0.04364581669930673
557,558,0.05225493845835389
558,559,0.03134605442420764
559,560,-0.024415257723827813
560,561,0.005801878002447672
561,562,0.005223974318508606
562,563,0.031326349955865924
563,564,-0.020635010063594313
564,565,-0.05831383233487466
565,566,0.009777743656412168
566,567,0.02604264876675443
567,568,0.037571033725582736
568,569,0.01631951891250315
569,570,0.01304325965520482
570,571,0.018677015354423638
571,572,0.016947141304540198
572,573,0.017169139077382947
573,574,0.01658055704216346
574,575,0.0168228635392843
