axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	mass_bin	sersic_bin	sample_cell	role	outer_fold	source_map_read	velocity_response_read
5.129170000000e-01	1.369209000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.344275283813e+01	1.254400000000e+00	0.000000000000e+00	3.976000000000e-01	3.516015000000e+01	4.142066000000e+00	5.470762000000e+00	4.272131000000e+00	9.994346150163e-01	9.429121809482e-01	-1.033802586269e+01	9.436224684678e+00	-5.167491441160e-01	7.437355454646e+00	1-281404	-3.218960419815e+00	8260-12704	1.825224151611e+02	1.978020000000e-02	8.528740000000e-01	1.253715000000e-01	2.179770000000e-01	8.768235000000e+00	9.550443119297e+02	2.730389999997e+09	9.986990000000e+00	1.535175212175e+00	3.815621296666e-12	6.543833343678e+05	5.815832230327e+00	7.210306593802e+00	1.616221959605e+03	0	0	m0-n0	exploration	0	False	False
6.521370000000e-01	1.496863000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.206335830688e+01	1.340654000000e+00	0.000000000000e+00	5.114000000000e-01	1.861268000000e+01	3.848965000000e+00	5.080758000000e+00	3.217468000000e+00	7.250748915087e-01	1.027003665597e+00	-1.079767258116e+01	9.530402065585e+00	-3.201218698931e-01	8.080252282567e+00	1-281828	-3.677588695529e+00	8260-6104	1.836081085205e+02	2.307310000000e-02	2.177450000000e+00	5.404176000000e-02	1.082753000000e-01	1.064152000000e+01	2.025862127071e+03	3.391580000003e+09	5.309760000000e+00	1.719443764382e+00	1.676725974123e-11	5.408648793264e+06	6.733088781756e+00	7.574757488610e+00	4.859576132893e+03	1	1	m1-n1	exploration	3	False	False
5.445270000000e-01	1.524654000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.526768112183e+01	1.335468000000e+00	0.000000000000e+00	5.446000000000e-01	1.777060000000e+01	3.512147000000e+00	4.199268000000e+00	2.313469000000e+00	9.060639272681e-01	7.164632851118e-01	-1.079525735867e+01	9.973033592228e+00	-8.394723464280e-01	8.160905737692e+00	1-258726	-3.627420905212e+00	8262-12704	1.854750518799e+02	4.848770000000e-02	8.446890000000e-01	1.505831000000e-01	3.554544000000e-01	5.205510000000e+00	1.865154842650e+03	9.397959999998e+09	8.054970000000e+00	1.850265009824e+00	2.018903435952e-11	4.292924011154e+06	6.632753201121e+00	7.081958171650e+00	1.528612848978e+03	1	0	m1-n0	exploration	2	False	False
8.294240000000e-01	1.465889000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.623455047607e+01	1.304001000000e+00	0.000000000000e+00	5.058000000000e-01	2.813125000000e+01	3.871321000000e+00	5.079589000000e+00	3.145185000000e+00	4.489890601978e-01	1.014671717484e+00	-1.062889424315e+01	9.481561577366e+00	-4.712349437945e-01	8.583583456971e+00	1-258748	-4.067297198387e+00	8263-3703	1.862432556152e+02	3.909830000000e-02	1.125450000000e+00	7.123072000000e-02	1.148800000000e-01	1.034360000000e+01	2.238388187652e+02	3.030829999997e+09	2.811830000000e+00	1.833066435928e+00	5.343099557590e-11	3.254661206771e+07	7.512505787470e+00	8.013306479686e+00	4.711907556804e+02	0	0	m0-n0	exploration	2	False	False
5.347330000000e-01	1.578732000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.629845428467e+01	1.391791000000e+00	0.000000000000e+00	5.255000000000e-01	1.115253000000e+01	3.052575000000e+00	3.579633000000e+00	9.278588000000e-01	6.272562448615e-01	7.991323828991e-01	-1.112528962005e+01	9.370635200405e+00	-8.326359884894e-01	8.116122710682e+00	1-282150	-3.744433232910e+00	8263-9101	1.846334686279e+02	3.812100000000e-02	6.208660000000e-01	1.759323000000e-02	3.239038000000e-02	6.296981000000e+00	7.630993597117e+02	2.347659999998e+09	4.238930000000e+00	1.688469655116e+00	1.821094656890e-11	7.358306207137e+06	6.866777856518e+00	7.801368891171e+00	3.553573064597e+03	0	0	m0-n0	exploration	4	False	False
3.760890000000e-01	1.514709000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.078823471069e+01	1.323882000000e+00	0.000000000000e+00	5.625000000000e-01	2.572777000000e+01	4.190450000000e+00	5.985281000000e+00	3.799168000000e+00	6.708263801706e-01	1.254463481743e+00	-1.065456342026e+01	9.313820836928e+00	-3.702158050974e-01	7.972168076587e+00	1-277691	-3.650670848208e+00	8274-12701	1.645851898193e+02	2.559460000000e-02	8.517500000000e-01	4.563073000000e-02	7.540257000000e-02	1.796650000000e+01	7.805220627195e+03	2.059779999999e+09	4.686260000000e+00	1.638277405723e+00	1.307307901336e-11	4.778076371468e+06	6.679253087114e+00	7.764420869946e+00	4.093737000738e+02	0	0	m0-n0	exploration	4	False	False
6.898960000000e-01	2.029517000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.087553024292e+01	1.808666000000e+00	0.000000000000e+00	6.706000000000e-01	4.841313000000e-02	2.253604000000e+00	-3.096846000000e-01	-3.735238000000e+00	4.412488317750e-01	1.031520356414e+00	-1.301294630945e+01	9.134177107577e+00	-5.754613628459e-01	8.251679444027e+00	1-277154	-3.905215306126e+00	8274-1901	1.646272125244e+02	2.463180000000e-02	2.214690000000e+00	1.321998000000e-04	4.176720000000e-04	1.075277000000e+01	7.477906357492e+03	1.362000000001e+09	2.762160000000e+00	1.663244315245e+00	2.488222732475e-11	1.542915006179e+07	7.188342002950e+00	8.198609057215e+00	4.280029842964e+02	0	1	m0-n1	exploration	0	False	False
8.303130000000e-01	1.425336000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.311569213867e+01	1.255278000000e+00	0.000000000000e+00	4.383000000000e-01	1.851576000000e+01	3.311784000000e+00	5.028457000000e+00	3.265012000000e+00	5.562289057448e-01	8.012884317286e-01	-1.079095594040e+01	9.481600264554e+00	-6.032407914859e-01	8.369142453064e+00	1-197013	-3.906456773660e+00	8309-6103	2.112997283936e+02	4.066770000000e-02	1.648480000000e+00	4.905060000000e-02	8.693511000000e-02	6.328320000000e+00	3.673259125338e+02	3.031100000003e+09	3.599390000000e+00	1.779465856749e+00	3.261010990729e-11	1.551761376446e+07	7.190824938017e+00	7.852427367771e+00	5.090200625112e+03	0	1	m0-n1	exploration	0	False	False
4.073760000000e-01	1.659694000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.189974403381e+01	1.482974000000e+00	0.000000000000e+00	7.687000000000e-01	1.275179000000e+01	3.403278000000e+00	3.584452000000e+00	9.431856000000e-01	7.771062397207e-01	7.170608983123e-01	-1.092368802727e+01	9.009998730048e+00	-8.264699297942e-01	7.455786250607e+00	1-495360	-3.339340005443e+00	8310-12705	1.795618896484e+02	2.062570000000e-02	1.326500000000e+00	1.219862000000e-02	2.705532000000e-02	5.212678000000e+00	1.331206494303e+03	1.023290000000e+09	5.985580000000e+00	1.433226422508e+00	3.981035589342e-12	1.139177507860e+06	6.056591401583e+00	7.756912134061e+00	6.960832994032e+03	0	1	m0-n1	reserved_confirmation		False	False
4.491640000000e-01	1.544299000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.334107971191e+01	1.357969000000e+00	0.000000000000e+00	6.505000000000e-01	2.047350000000e+01	3.721502000000e+00	4.653761000000e+00	2.373544000000e+00	9.320590590394e-01	1.042275773397e+00	-1.079871889775e+01	1.019778487403e+01	-3.571220580932e-01	8.333666755947e+00	1-523105	-3.700803848454e+00	8311-12703	2.050416259766e+02	3.192570000000e-02	1.482600000000e+00	2.506490000000e-01	4.697373000000e-01	1.102239000000e+01	8.498485414882e+02	1.576830000017e+10	8.551830000000e+00	1.949643084839e+00	3.005222041142e-11	6.018927160116e+06	6.779519087609e+00	6.930589833092e+00	2.703627303088e+03	1	1	m1-n1	exploration	3	False	False
7.533310000000e-01	1.455803000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.375734138489e+01	1.327872000000e+00	0.000000000000e+00	4.557000000000e-01	2.546735000000e+01	3.790934000000e+00	4.738188000000e+00	3.520939000000e+00	5.628754989294e-01	1.098406962147e+00	-1.060658450233e+01	8.826245246039e+00	-4.455876508892e-01	7.700494248181e+00	1-522735	-3.568809374626e+00	8311-3702	2.039721069336e+02	1.685980000000e-02	5.963120000000e-01	1.658291000000e-02	4.454106000000e-02	1.254316000000e+01	3.480209590471e+03	6.702629999992e+08	3.654900000000e+00	1.448465050899e+00	6.993652634034e-12	3.277405211412e+06	6.515530139948e+00	8.170134987252e+00	2.198186463207e+03	0	0	m0-n0	exploration	3	False	False
7.857940000000e-01	1.530668000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.193809890747e+01	1.360021000000e+00	0.000000000000e+00	6.672000000000e-01	1.591828000000e+01	3.590902000000e+00	4.190285000000e+00	1.925297000000e+00	8.892350121689e-01	1.093816923382e+00	-1.095152951304e+01	1.045803319250e+01	-3.862976819667e-01	8.679563168159e+00	1-247980	-3.895164077995e+00	8313-9101	2.396975402832e+02	3.871470000000e-02	1.431030000000e+00	3.209990000000e-01	6.419160000000e-01	1.241129000000e+01	1.245881882352e+03	2.871000000023e+10	7.748810000001e+00	2.101179267510e+00	6.664582948453e-11	1.473124819622e+07	7.168239546691e+00	6.864701744162e+00	4.058421097267e+03	1	1	m1-n1	exploration	2	False	False
3.529350000000e-01	1.499617000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.330904006958e+01	1.305763000000e+00	0.000000000000e+00	5.186000000000e-01	2.127021000000e+01	3.631069000000e+00	5.406668000000e+00	3.091657000000e+00	7.078383340024e-01	1.002842688079e+00	-1.072689152720e+01	9.517017655436e+00	-6.435498129663e-01	8.101340987431e+00	1-259195	-3.696751326714e+00	8317-6101	1.916746368408e+02	4.049540000000e-02	5.802000000000e-01	6.167741000000e-02	1.487084000000e-01	1.006567000000e+01	2.194219060271e+03	3.288650000003e+09	5.103150000000e+00	1.721369838061e+00	1.760154526789e-11	5.907640295650e+06	6.771414044126e+00	7.607304529944e+00	8.987080621369e+03	1	0	m1-n0	exploration	4	False	False
6.688180000000e-01	1.534701000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.750364303589e+01	1.354894000000e+00	0.000000000000e+00	6.659000000000e-01	1.319839000000e+01	3.460039000000e+00	3.963654000000e+00	1.429357000000e+00	1.062570703706e+00	9.493034807096e-01	-1.102484290034e+01	1.061862015131e+01	-5.243187896109e-01	8.493478743901e+00	1-284485	-3.715454020098e+00	8318-12703	1.962324218750e+02	3.926040000000e-02	1.111640000000e+00	3.924436000000e-01	7.314151000000e-01	8.898227000000e+00	2.982093285149e+03	4.155469999980e+10	1.154970000001e+01	2.094804901146e+00	4.341987345226e-11	6.439014912318e+06	6.808819430890e+00	6.524404727452e+00	4.402355324234e+03	1	0	m1-n0	reserved_confirmation		False	False
7.319300000000e-01	1.367331000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.505665969849e+01	1.225174000000e+00	0.000000000000e+00	3.651000000000e-01	3.733205000000e+01	4.470290000000e+00	6.576706000000e+00	5.074828000000e+00	9.154483806063e-01	1.016403155306e+00	-1.019611336368e+01	9.721480854770e+00	-4.311337271903e-01	7.890584093557e+00	1-259618	-3.487567856476e+00	8318-9101	1.960862884521e+02	2.826470000000e-02	1.078280000000e+00	3.352490000000e-01	5.597176000000e-01	1.038492000000e+01	1.572668375066e+03	5.265999999999e+09	8.230920000000e+00	1.719796414426e+00	1.083412652221e-11	2.254483720556e+06	6.353047103649e+00	7.193657860371e+00	2.000857362973e+03	1	0	m1-n0	exploration	1	False	False
3.399010000000e-01	1.499732000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.726857376099e+01	1.338129000000e+00	0.000000000000e+00	6.838000000000e-01	3.623207000000e+01	3.903820000000e+00	5.398154000000e+00	3.415485000000e+00	6.666564834313e-01	8.599871945900e-01	-1.067632510766e+01	9.251200055472e+00	-6.206078133354e-01	7.917887088610e+00	1-285081	-3.625615302589e+00	8324-3702	1.992467193604e+02	2.655820000000e-02	9.876680000000e-01	3.757292000000e-02	6.140891000000e-02	7.244146000000e+00	8.997648399819e+02	1.783199999999e+09	4.641480000000e+00	1.609051963364e+00	1.153710640483e-11	4.257375885147e+06	6.629141995876e+00	7.801986105783e+00	3.359425050750e+03	0	0	m0-n0	exploration	2	False	False
3.353750000000e-01	1.491946000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.489627456665e+01	1.286436000000e+00	0.000000000000e+00	6.033000000000e-01	2.821433000000e+01	3.999835000000e+00	5.645230000000e+00	3.784200000000e+00	8.012575484190e-01	9.133104146558e-01	-1.054558077473e+01	9.728945156171e+00	-6.042763698835e-01	8.126430059333e+00	1-286316	-3.662586255457e+00	8328-12705	2.090935821533e+02	4.305040000000e-02	1.227720000000e+00	1.525332000000e-01	2.743590000000e-01	8.190500000000e+00	2.181984746564e+02	5.357289999995e+09	6.327869999999e+00	1.780623981220e+00	1.864832669207e-11	5.047588028007e+06	6.703083901612e+00	7.361211957952e+00	4.530249815309e+03	1	0	m1-n0	exploration	4	False	False
5.291830000000e-01	1.865074000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.172418212891e+01	1.593831000000e+00	0.000000000000e+00	8.260000000000e-01	1.135821000000e+01	2.985638000000e+00	2.241511000000e+00	-1.294977000000e+00	4.346104154933e-01	1.076845347373e+00	-1.119098594502e+01	9.782621663363e+00	-3.737036803274e-01	8.913400832376e+00	1-251198	-4.239395208441e+00	8332-3704	2.096397857666e+02	4.276710000000e-02	1.666150000000e+00	3.905132000000e-02	6.956325000000e-02	1.193563000000e+01	1.001655889136e+03	6.062080000004e+09	2.720260000000e+00	1.990785801279e+00	1.141854168911e-10	7.189551642297e+07	7.856701807581e+00	7.884344403744e+00	6.658790924027e+03	1	1	m1-n1	exploration	0	False	False
7.171130000000e-01	1.462177000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.040730667114e+01	1.325900000000e+00	0.000000000000e+00	4.263000000000e-01	1.645989000000e+01	3.859272000000e+00	5.390230000000e+00	3.449115000000e+00	8.263022615778e-01	8.479094768594e-01	-1.078094154927e+01	9.304938378387e+00	-5.536725751073e-01	7.652333855232e+00	1-252094	-3.413015796827e+00	8335-6102	2.169047851562e+02	1.923200000000e-02	2.193140000000e+00	3.341926000000e-02	6.137120000000e-02	7.045462000000e+00	1.539536159713e+03	2.018079999998e+09	6.703509999999e+00	1.556098235749e+00	6.259557954056e-12	1.599348047009e+06	6.203942984351e+00	7.535648277105e+00	1.668654224719e+03	0	1	m0-n1	reserved_confirmation		False	False
5.616550000000e-01	1.563576000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.512926483154e+01	1.411056000000e+00	0.000000000000e+00	5.948000000000e-01	1.257313000000e+01	3.376629000000e+00	3.384717000000e+00	1.567452000000e+00	8.419010620412e-01	1.037364337585e+00	-1.101802023776e+01	9.593153099377e+00	-6.018274454737e-01	7.909350975294e+00	1-259245	-3.533724956627e+00	8341-9102	1.910124664307e+02	2.447240000000e-02	7.708560000000e-01	3.759524000000e-02	9.207144000000e-02	1.089844000000e+01	3.014263506766e+03	3.918800000001e+09	6.948660000000e+00	1.692406196012e+00	1.131255711160e-11	2.788439999449e+06	6.445361303951e+00	7.368142715915e+00	9.480442408687e+03	1	0	m1-n0	exploration	1	False	False
8.092560000000e-01	1.383659000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.707012748718e+01	1.212209000000e+00	0.000000000000e+00	4.126000000000e-01	4.838787000000e+01	4.077047000000e+00	5.599370000000e+00	3.952235000000e+00	5.536998079267e-01	1.010512810554e+00	-1.017519824926e+01	9.506847191989e+00	-5.154234394964e-01	8.399447576135e+00	1-505301	-3.922873884104e+00	8438-6104	1.502677459717e+02	4.372840000000e-02	1.410880000000e+00	2.146095000000e-01	4.143802000000e-01	1.024502000000e+01	3.952339706585e+03	3.212530000002e+09	3.578490000000e+00	1.793353869375e+00	3.496692045712e-11	1.673628870386e+07	7.223659158906e+00	7.843597550781e+00	3.222191717915e+03	1	1	m1-n1	exploration	2	False	False
5.502430000000e-01	1.293507000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.897674179077e+01	1.185402000000e+00	0.000000000000e+00	2.466000000000e-01	8.136927000000e+01	3.967696000000e+00	6.067074000000e+00	4.834047000000e+00	8.607170251436e-01	8.080884346135e-01	-9.795204239981e+00	9.075400955514e+00	-6.694861880896e-01	7.353966905227e+00	1-156037	-3.246624940042e+00	8439-9102	1.437540130615e+02	2.495820000000e-02	1.354960000000e+00	1.906324000000e-01	2.490590000000e-01	6.428186000000e+00	4.714988658913e+02	1.189600000000e+09	7.256330000001e+00	1.424122142529e+00	3.149029395451e-12	7.432951016323e+05	5.871161270781e+00	7.598794843193e+00	2.185127256896e+03	0	1	m0-n1	exploration	3	False	False
7.778950000000e-01	1.274401000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.123089981079e+01	1.172314000000e+00	0.000000000000e+00	3.057000000000e-01	6.729205000000e+01	4.323453000000e+00	5.809453000000e+00	4.653750000000e+00	5.195392428629e-01	1.302176754926e+00	-1.015402864514e+01	9.337509177328e+00	-1.285302216440e-01	8.298430691602e+00	1-216951	-3.889445724370e+00	8440-1902	1.362780303955e+02	2.518590000000e-02	1.724680000000e+00	1.525740000000e-01	2.299200000000e-01	2.005288000000e+01	1.020161764666e+03	2.175250000000e+09	3.307800000000e+00	1.725765144577e+00	2.771025364281e-11	1.434837899237e+07	7.156802839437e+00	7.979507405707e+00	3.976759050614e+03	0	1	m0-n1	exploration	2	False	False
5.018560000000e-01	1.405802000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.877483749390e+01	1.281508000000e+00	0.000000000000e+00	4.324000000000e-01	2.396791000000e+01	3.766771000000e+00	5.344928000000e+00	3.301891000000e+00	7.640243644296e-01	8.892215047274e-01	-1.061096440609e+01	8.792973394450e+00	-5.570332162892e-01	7.264924665591e+00	1-252189	-3.250450150581e+00	8441-6103	2.225834503174e+02	1.435720000000e-02	6.474750000000e-01	1.520579000000e-02	2.149341000000e-02	7.748569000000e+00	1.007706781204e+03	6.208310000002e+08	5.807970000000e+00	1.331254692354e+00	2.565278226974e-12	7.565048068031e+05	5.878811691859e+00	7.885047614796e+00	3.943927041324e+03	0	0	m0-n0	exploration	1	False	False
3.067720000000e-01	1.317016000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.163066673279e+01	1.199015000000e+00	0.000000000000e+00	3.862000000000e-01	6.645907000000e+01	4.140333000000e+00	6.095696000000e+00	4.890841000000e+00	8.988836263009e-01	1.130432519049e+00	-1.005260908983e+01	9.593723464849e+00	-2.797288698230e-01	7.795956212247e+00	1-419153	-3.448536292973e+00	8442-6102	1.992111511230e+02	3.025730000000e-02	9.126580000000e-01	3.476277000000e-01	5.317227000000e-01	1.350307000000e+01	3.753462838475e+02	3.923950000000e+09	7.922890000001e+00	1.664200096618e+00	8.712966048003e-12	1.883579593273e+06	6.274983976644e+00	7.282383686790e+00	1.784049361754e+02	1	0	m1-n0	exploration	2	False	False
8.155740000000e-01	1.626510000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.616565704346e+01	1.483755000000e+00	0.000000000000e+00	6.571000000000e-01	1.652240000000e+01	3.145225000000e+00	6.225135000000e-01	-2.109008000000e+00	2.949179219890e-01	1.465296430147e+00	-1.068544871698e+01	9.448731047713e+00	1.065274555737e-01	8.858895203735e+00	1-418023	-4.281988640873e+00	8446-1901	2.057533416748e+02	2.366030000000e-02	2.391580000000e+00	5.798055000000e-02	7.910712000000e-02	2.919419000000e+01	9.878667886494e+02	2.810160000003e+09	1.972050000000e+00	1.893686740206e+00	1.007175176212e-10	8.747595096066e+07	7.941888672444e+00	8.260828451826e+00	3.025621495401e+03	0	1	m0-n1	exploration	2	False	False
6.463660000000e-01	1.313940000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.695363616943e+01	1.214745000000e+00	0.000000000000e+00	3.919000000000e-01	5.743754000000e+01	4.220180000000e+00	5.887296000000e+00	4.312833000000e+00	6.450615175799e-01	1.338527807669e+00	-1.021733217966e+01	9.475217774869e+00	-6.016726997664e-02	8.185094739709e+00	1-418242	-3.770016611065e+00	8446-3703	2.055841674805e+02	2.146320000000e-02	1.128260000000e+00	1.810863000000e-01	2.379381000000e-01	2.180358000000e+01	8.684060451881e+02	2.986880000000e+09	4.416330000000e+00	1.731858305989e+00	2.134541236312e-11	8.278365799349e+06	6.917944612827e+00	7.722369694861e+00	7.259619438808e+02	0	0	m0-n0	exploration	3	False	False
8.230700000000e-01	1.346469000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.905690002441e+01	1.231379000000e+00	0.000000000000e+00	1.563000000000e-01	3.437322000000e+01	4.612934000000e+00	6.594111000000e+00	5.036986000000e+00	5.000772226224e-01	1.108548449873e+00	-1.019680112712e+01	8.785761778744e+00	-1.848961168677e-01	7.785607333499e+00	1-402649	-3.642765055438e+00	8447-1901	2.052516021729e+02	2.022210000000e-02	1.671470000000e+00	3.881152000000e-02	8.907522000000e-02	1.283951000000e+01	1.038672666847e+03	6.106069999999e+08	3.162840000000e+00	1.459622455405e+00	8.507797471713e-12	4.607247059971e+06	6.663441501574e+00	8.284574135360e+00	4.955243478740e+03	0	1	m0-n1	exploration	4	False	False
5.926790000000e-01	1.577023000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.727840423584e+01	1.420431000000e+00	0.000000000000e+00	6.541000000000e-01	1.440903000000e+01	3.364530000000e+00	4.153635000000e+00	1.460714000000e+00	7.512806440320e-01	1.034850559696e+00	-1.097968402830e+01	9.704344446959e+00	-3.883298936706e-01	8.201783158895e+00	1-173030	-3.725251257432e+00	8452-3704	1.575390014648e+02	2.505990000000e-02	1.461660000000e+00	5.304695000000e-02	9.671354000000e-02	1.083554000000e+01	1.684237781735e+03	5.062259999997e+09	5.640020000000e+00	1.793312078807e+00	2.218160505389e-11	6.736183442859e+06	6.828413905561e+00	7.448477669138e+00	2.393724500505e+03	1	1	m1-n1	exploration	4	False	False
5.767680000000e-01	1.577334000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.660328674316e+01	1.374699000000e+00	0.000000000000e+00	6.055000000000e-01	2.624858000000e+01	4.304810000000e+00	6.170912000000e+00	4.502614000000e+00	6.540079913603e-01	1.044468809379e+00	-1.060889226383e+01	9.781970673913e+00	-2.393420359910e-01	8.473954691192e+00	1-167582	-3.909973349916e+00	8453-3704	1.544808349609e+02	2.997080000000e-02	1.784360000000e+00	1.489630000000e-01	1.782000000000e-01	1.107819000000e+01	2.881592834933e+03	6.053000000006e+09	4.508250000000e+00	1.880761518620e+00	4.151112473544e-11	1.577095855813e+07	7.197858090530e+00	7.555573534669e+00	8.978718342581e+02	1	1	m1-n1	exploration	1	False	False
7.634550000000e-01	1.309985000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.729492187500e+01	1.184344000000e+00	0.000000000000e+00	2.930000000000e-01	6.815096000000e+01	4.117697000000e+00	6.114648000000e+00	4.711318000000e+00	5.788167874968e-01	1.035553404442e+00	-9.800069858569e+00	9.184424527373e+00	-3.880951544963e-01	8.026790952379e+00	1-147496	-3.723987082441e+00	8453-6102	1.532136383057e+02	3.953610000000e-02	1.183470000000e+00	2.423007000000e-01	5.145654000000e-01	1.085309000000e+01	1.375557758859e+03	1.529060000001e+09	3.791550000000e+00	1.619584047282e+00	1.482520685801e-11	6.697081060109e+06	6.825885555580e+00	7.967133413734e+00	4.884278488794e+03	0	0	m0-n0	reserved_confirmation		False	False
5.667760000000e-01	1.525035000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.936894226074e+01	1.327338000000e+00	0.000000000000e+00	6.700000000000e-01	3.960141000000e+01	3.762846000000e+00	5.182100000000e+00	3.093001000000e+00	3.314677882910e-01	1.278917230570e+00	-1.071956656526e+01	9.228302811163e+00	-3.116075002514e-01	8.565367234581e+00	1-274440	-4.116949723145e+00	8455-1902	1.557086791992e+02	2.615120000000e-02	1.297460000000e+00	3.226534000000e-02	7.189675000000e-02	1.900716000000e+01	2.203008973207e+03	1.691620000000e+09	2.145200000000e+00	1.765197688780e+00	5.123621554918e-11	4.090824393636e+07	7.611810836988e+00	8.316217770648e+00	7.281937059651e+03	0	1	m0-n1	exploration	2	False	False
3.850660000000e-01	2.022318000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.043166732788e+01	1.723649000000e+00	0.000000000000e+00	9.391000000000e-01	5.934842000000e+00	2.335175000000e+00	-3.079276000000e-01	-3.523168000000e+00	5.944146513134e-01	9.559102271586e-01	-1.158007953339e+01	9.852080893754e+00	-6.339328429726e-01	8.663251591127e+00	1-254645	-4.034418469907e+00	8455-6102	1.574627227783e+02	4.392260000000e-02	2.076710000000e+00	1.870688000000e-02	4.823055000000e-02	9.034627000000e+00	1.509284432099e+03	7.113460000005e+09	3.930200000000e+00	1.945613298564e+00	6.418911687003e-11	2.797359806665e+07	7.446748330511e+00	7.609908434819e+00	6.723995390888e+03	1	1	m1-n1	exploration	1	False	False
6.097220000000e-01	1.621741000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.433116149902e+01	1.447784000000e+00	0.000000000000e+00	5.209000000000e-01	3.303317000000e+00	3.706294000000e+00	4.261858000000e+00	1.960312000000e+00	8.023289442026e-01	9.302722164154e-01	-1.147417773212e+01	9.399410642767e+00	-3.604618168273e-01	7.794752754362e+00	1-606105	-3.496211905080e+00	8458-6102	1.476643066406e+02	1.543270000000e-02	1.579540000000e+00	8.418465000000e-03	9.857620000000e-03	8.516717000000e+00	1.057089559514e+03	2.508480000001e+09	6.343500000000e+00	1.615321026626e+00	8.688855281495e-12	2.346038856351e+06	6.370335200857e+00	7.524372120978e+00	2.327046816056e+03	0	1	m0-n1	exploration	3	False	False
7.778130000000e-01	1.588938000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.400930786133e+01	1.404932000000e+00	0.000000000000e+00	8.405000000000e-01	3.526223000000e+01	3.417374000000e+00	4.326509000000e+00	2.004421000000e+00	4.535033345574e-01	1.261410622764e+00	-1.071970556723e+01	9.190617397964e+00	-2.726904284834e-01	8.283610728849e+00	1-167079	-3.915053697146e+00	8459-1901	1.478017883301e+02	1.571100000000e-02	1.464800000000e+00	2.957412000000e-02	4.537113000000e-02	1.825621000000e+01	5.221266424612e+02	1.551019999999e+09	2.841210000000e+00	1.685337209047e+00	2.678061452053e-11	1.614428385861e+07	7.208018784989e+00	8.152007157848e+00	2.672084520458e+03	0	1	m0-n1	exploration	4	False	False
