axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	mass_bin	sersic_bin	sample_cell	role	outer_fold	source_map_read	velocity_response_read
4.954030000000e-01	1.518620000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.300271034241e+00	1.352240000000e+00	0.000000000000e+00	5.924000000000e-01	2.565199000000e+01	3.212512000000e+00	4.625510000000e+00	2.358176000000e+00	5.161835652838e-01	9.417429780591e-01	-1.076077912178e+01	9.033552416274e+00	-5.639466562033e-01	8.001185285706e+00	1-182337	-3.742500860211e+00	10517-1901	1.504825897217e+02	2.364980000000e-02	1.606320000000e+00	1.874016000000e-02	3.171739000000e-02	8.744661000000e+00	3.152306037517e+03	1.080320000001e+09	3.282340000000e+00	1.575464602839e+00	1.397639271575e-11	7.293115829894e+06	6.862913111120e+00	8.136519302603e+00	6.764501324947e+03	0	1	m0-n1	reserved_confirmation		False	False
6.446420000000e-01	1.565740000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.028545856476e+00	1.367426000000e+00	0.000000000000e+00	5.743000000000e-01	1.297745000000e+01	3.046837000000e+00	4.068554000000e+00	1.375304000000e+00	7.811009276302e-01	8.658180475807e-01	-1.092800634163e+01	1.002691713698e+01	-7.153171101611e-01	8.464715281718e+00	1-182807	-3.841807177044e+00	10518-12703	1.538824920654e+02	4.982790000000e-02	9.223190000000e-01	1.255772000000e-01	3.071650000000e-01	7.342062000000e+00	5.968790678220e+02	1.063940000005e+10	6.040890000001e+00	1.939688282019e+00	4.063732302722e-11	1.152194359379e+07	7.061525744787e+00	7.242460898730e+00	3.504082451201e+03	1	0	m1-n0	reserved_confirmation		False	False
4.174360000000e-01	1.485947000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.372805595398e+00	1.322941000000e+00	0.000000000000e+00	5.850000000000e-01	2.361371000000e+01	4.292810000000e+00	5.586949000000e+00	4.056406000000e+00	9.774661523694e-01	8.942472016080e-01	-1.056984791435e+01	9.693878134449e+00	-4.374656635635e-01	7.738945829711e+00	1-79367	-3.380739838671e+00	10520-12701	1.565365753174e+02	2.283910000000e-02	1.416810000000e+00	1.330547000000e-01	2.396474000000e-01	7.838757000000e+00	1.859808182089e+03	4.941719999996e+09	9.494370000000e+00	1.674986168384e+00	7.641095703321e-12	1.378450159690e+06	6.139391068038e+00	7.114432562887e+00	3.206864381894e+03	1	1	m1-n1	exploration	4	False	False
6.935393000000e-01	1.632889000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.061926841736e+00	1.421704000000e+00	0.000000000000e+00	7.322600000000e-01	2.070802000000e+01	3.873366000000e+00	5.032891000000e+00	2.279350000000e+00	5.442708745437e-01	1.163118718960e+00	-1.079180314545e+01	9.623564556457e+00	-3.435720319780e-01	8.535022807369e+00	1-53198	-3.995375966413e+00	10839-1902	1.328036651611e+02	2.663516000000e-02	1.431082000000e+00	6.788306000000e-02	8.111199000000e-02	1.455857000000e+01	2.501300474037e+03	4.203050000002e+09	3.501635000000e+00	1.856427018301e+00	4.777851164259e-11	2.337024813281e+07	7.368663323523e+00	7.799382268622e+00	9.577616986913e+02	1	1	m1-n1	exploration	0	False	False
3.838301000000e-01	1.566424000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.893101692200e+00	1.342405000000e+00	0.000000000000e+00	6.037700000000e-01	1.447938000000e+01	3.834182000000e+00	5.178100000000e+00	2.352488000000e+00	7.347080821874e-01	8.565701838352e-01	-1.090605279028e+01	9.657275909784e+00	-6.947744221711e-01	8.187859745409e+00	1-78510	-3.726575831611e+00	10845-12703	1.498728027344e+02	4.307614000000e-02	1.004472000000e+00	5.639273000000e-02	1.258312000000e-01	7.187373000000e+00	1.025367042717e+03	4.542300999999e+09	5.428853000000e+00	1.778064091142e+00	2.148174489655e-11	6.777398995007e+06	6.831063053919e+00	7.496870780493e+00	2.658401540436e+03	1	0	m1-n0	exploration	4	False	False
4.447927000000e-01	1.341089000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.639013290405e+01	1.185863000000e+00	0.000000000000e+00	3.938500000000e-01	7.694955000000e+01	4.530232000000e+00	6.651645000000e+00	5.452798000000e+00	7.382132277348e-01	1.145980040131e+00	-1.004497897271e+01	9.882706072669e+00	-1.486640968816e-01	8.406279617199e+00	1-457017	-3.834033194732e+00	11004-3703	1.979217529297e+02	3.805693000000e-02	1.970983000000e+00	6.882197000000e-01	9.526082000000e-01	1.399523000000e+01	2.152960081391e+03	7.633189999998e+09	5.472846000000e+00	1.889026599811e+00	3.552134703488e-11	1.111674849131e+07	7.045977780162e+00	7.378897980729e+00	1.914201429663e+03	1	1	m1-n1	reserved_confirmation		False	False
3.701430000000e-01	1.899512000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.115451812744e+01	1.689292000000e+00	0.000000000000e+00	8.075300000000e-01	3.937760000000e+00	2.630689000000e+00	6.621509000000e-01	-2.336181000000e+00	6.860069801764e-01	1.148139427724e+00	-1.162992663717e+01	9.577346781015e+00	-3.951234247727e-01	8.205332820662e+00	1-283580	-3.759662920243e+00	11750-3703	1.909209899902e+02	2.338584000000e-02	1.218476000000e+00	8.859723000000e-03	1.246205000000e-02	1.406499000000e+01	1.101199010307e+03	3.778738000000e+09	4.852963000000e+00	1.762450077763e+00	2.236364708384e-11	7.892911462157e+06	6.897237231183e+00	7.609886997894e+00	1.893340843072e+03	1	0	m1-n0	reserved_confirmation		False	False
5.147720000000e-01	1.701101000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.324552536011e+01	1.481016000000e+00	0.000000000000e+00	7.015000000000e-01	1.325676000000e+01	3.192331000000e+00	3.343331000000e+00	5.356014000000e-01	5.211240866382e-01	1.148775659550e+00	-1.102457497621e+01	1.018502880049e+01	-1.746975666571e-01	9.142780627213e+00	1-282637	-4.310828270288e+00	11755-6104	1.879647827148e+02	5.296173000000e-02	1.710047000000e+00	1.446951000000e-01	2.952383000000e-01	1.408561000000e+01	1.568203717395e+03	1.531189000000e+10	3.319893000000e+00	2.148732534270e+00	1.936379323708e-10	9.990056197141e+07	7.999567931273e+00	7.553370328463e+00	3.994295794366e+03	1	1	m1-n1	reserved_confirmation		False	False
7.373676000000e-01	1.656416000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.252696609497e+01	1.431471000000e+00	0.000000000000e+00	6.835500000000e-01	9.999248000000e+00	3.294680000000e+00	3.438939000000e+00	1.053406000000e+00	8.765925466486e-01	8.525491580648e-01	-1.120470463901e+01	1.035109658349e+01	-5.350242672940e-01	8.597911490193e+00	1-282627	-3.860659471772e+00	11755-9102	1.877513122559e+02	3.853422000000e-02	1.327824000000e+00	1.400851000000e-01	3.460481000000e-01	7.121134000000e+00	1.148799737224e+03	2.244381000001e+10	7.526491000000e+00	2.054032195765e+00	5.522316575833e-11	1.256696293694e+07	7.099230334242e+00	6.937133746948e+00	6.424311881131e+03	1	1	m1-n1	exploration	1	False	False
5.588471000000e-01	1.499504000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.134653472900e+01	1.345737000000e+00	0.000000000000e+00	5.230000000000e-01	2.140132000000e+01	3.538591000000e+00	4.546154000000e+00	2.512130000000e+00	6.781749047849e-01	9.429049989759e-01	-1.080512434332e+01	9.184179911160e+00	-3.269993788621e-01	7.827830101590e+00	1-576448	-3.574827598403e+00	11758-3704	2.035924530029e+02	1.509778000000e-02	1.626871000000e+00	2.393622000000e-02	2.729942000000e-02	8.768090000000e+00	9.813627030498e+02	1.528198999999e+09	4.766229000000e+00	1.569782680532e+00	9.376481715233e-12	3.369508742320e+06	6.527566587503e+00	7.818218545908e+00	2.154792081660e+03	0	1	m0-n1	exploration	1	False	False
6.754413000000e-01	1.428526000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.033589172363e+01	1.290233000000e+00	0.000000000000e+00	5.644000000000e-01	4.096049000000e+01	4.100411000000e+00	5.247617000000e+00	3.745205000000e+00	5.770347459635e-01	1.206207172830e+00	-1.044823866201e+01	9.476173459276e+00	-7.499919564039e-02	8.322103967349e+00	1-233571	-3.872534610693e+00	11760-1901	1.922764129639e+02	2.007114000000e-02	1.821596000000e+00	1.066436000000e-01	1.505650000000e-01	1.607708000000e+01	3.789948184919e+02	2.993459999998e+09	3.776024000000e+00	1.766349534000e+00	2.926265834943e-11	1.327335201073e+07	7.122980612083e+00	7.823932010082e+00	1.898216145503e+03	0	1	m0-n1	exploration	3	False	False
4.591349000000e-01	1.686860000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.334118652344e+01	1.468242000000e+00	0.000000000000e+00	7.958400000000e-01	1.913156000000e+01	3.159099000000e+00	4.141472000000e+00	1.408132000000e+00	1.380018661800e+00	7.247971197575e-01	-1.103750031128e+01	1.078669883527e+01	-6.013722662426e-01	8.026661511668e+00	1-195337	-3.323321424934e+00	11761-12705	1.949156951904e+02	2.766469000000e-02	2.287143000000e+00	5.613045000000e-01	5.748435000000e-01	5.306365000000e+00	1.406336864909e+03	6.119259000038e+10	2.398936000002e+01	2.020120264079e+00	1.482078888950e-11	1.058167065956e+06	6.024554240568e+00	5.964193448331e+00	2.398560367671e+03	1	1	m1-n1	exploration	1	False	False
5.292889000000e-01	1.615179000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.936038017273e+00	1.391036000000e+00	0.000000000000e+00	5.835500000000e-01	1.497829000000e+01	3.559930000000e+00	4.269002000000e+00	1.975557000000e+00	6.124262109913e-01	8.049627882077e-01	-1.099265950603e+01	9.309713186377e+00	-8.769275222548e-01	8.084860764394e+00	1-368846	-3.736217276701e+00	11824-9102	2.235424804688e+02	3.584289000000e-02	8.955012000000e-01	2.075170000000e-02	4.169041000000e-02	6.382088000000e+00	6.700542420620e+02	2.040390000001e+09	4.096625000000e+00	1.665423665037e+00	1.694613156641e-11	7.085099343956e+06	6.850345944101e+00	7.854074948990e+00	1.238212471930e+04	0	0	m0-n0	exploration	0	False	False
4.170018000000e-01	1.363278000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.684173583984e+01	1.219498000000e+00	0.000000000000e+00	3.642000000000e-01	3.375014000000e+01	4.465601000000e+00	6.596736000000e+00	5.018954000000e+00	7.539027259544e-01	9.048191037817e-01	-1.025271679765e+01	9.374135136611e+00	-5.266629786534e-01	7.866329684703e+00	1-404083	-3.556213479374e+00	11826-12702	1.885229339600e+02	4.019901000000e-02	1.047374000000e+00	1.322569000000e-01	2.544204000000e-01	8.031915000000e+00	1.146266463679e+03	2.366655999998e+09	5.674175000000e+00	1.626896382672e+00	1.024564948661e-11	3.092703952992e+06	6.490338349445e+00	7.609649201429e+00	3.499680846705e+03	0	0	m0-n0	reserved_confirmation		False	False
7.079247000000e-01	1.399176000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.831628417969e+01	1.269228000000e+00	0.000000000000e+00	4.739500000000e-01	3.174197000000e+01	4.190107000000e+00	5.887362000000e+00	3.627085000000e+00	6.058220121562e-01	1.303909572098e+00	-1.045829686563e+01	9.279125791798e+00	-1.648018868873e-01	8.067481767485e+00	1-401202	-3.730829877664e+00	11826-3701	1.894888153076e+02	2.031868000000e-02	8.506644000000e-01	6.619557000000e-02	1.548990000000e-01	2.013305000000e+01	1.601155320000e+03	1.901629000002e+09	4.034800000000e+00	1.653432067165e+00	1.628139365728e-11	6.911481438690e+06	6.839571146027e+00	7.879274944532e+00	2.020092825012e+03	0	0	m0-n0	exploration	4	False	False
4.477824000000e-01	1.323841000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.323901748657e+01	1.208193000000e+00	0.000000000000e+00	3.316900000000e-01	5.102112000000e+01	4.214193000000e+00	6.407379000000e+00	4.613278000000e+00	8.753012750482e-01	9.291788222401e-01	-1.003412449346e+01	9.411308855357e+00	-4.900654415204e-01	7.660706305261e+00	1-195260	-3.392702515106e+00	11831-9102	1.963192291260e+02	3.054677000000e-02	1.443749000000e+00	2.383331000000e-01	3.907472000000e-01	8.495302000000e+00	1.015625750499e+03	2.578153999997e+09	7.504146000000e+00	1.584783967498e+00	6.381402156013e-12	1.456519894194e+06	6.163316420910e+00	7.408964518415e+00	1.941625264868e+03	0	1	m0-n1	exploration	3	False	False
5.452741000000e-01	1.709869000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.066313171387e+01	1.489866000000e+00	0.000000000000e+00	6.988100000000e-01	1.087571000000e+01	3.282595000000e+00	2.743811000000e+00	2.897964000000e-01	7.288167285188e-01	9.923791465114e-01	-1.119749235440e+01	9.883872797131e+00	-4.578271269676e-01	8.426239340093e+00	1-176206	-3.848711305787e+00	11832-6102	1.874598541260e+02	3.064829000000e-02	8.153234000000e-01	4.857138000000e-02	9.675050000000e-02	9.826054000000e+00	1.695274573453e+03	7.653724000001e+09	5.355706000000e+00	1.894308211650e+00	3.719196714802e-11	1.189416618814e+07	7.075334002272e+00	7.392409367322e+00	2.105221711568e+03	1	0	m1-n0	exploration	0	False	False
3.256865000000e-01	1.624628000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.103887939453e+01	1.446392000000e+00	0.000000000000e+00	6.990900000000e-01	1.727355000000e+01	3.323154000000e+00	3.389655000000e+00	1.136117000000e+00	8.201396288957e-01	8.975912467730e-01	-1.097247412552e+01	9.324932381334e+00	-4.825058745210e-01	7.684653123542e+00	1-176237	-3.432256747323e+00	11832-6103	1.880402984619e+02	1.798920000000e-02	1.483153000000e+00	2.251429000000e-02	3.966943000000e-02	7.899348000000e+00	1.288938660136e+03	2.113160000002e+09	6.609059000000e+00	1.569176553563e+00	6.743151745694e-12	1.747530987013e+06	6.242424885344e+00	7.534895224655e+00	2.166300657708e+02	0	1	m0-n1	reserved_confirmation		False	False
4.644714000000e-01	1.484075000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.066720581055e+01	1.289092000000e+00	0.000000000000e+00	5.165500000000e-01	2.449375000000e+01	4.085407000000e+00	5.192812000000e+00	3.145777000000e+00	6.898783084082e-01	9.726099490572e-01	-1.060560807642e+01	9.548765561844e+00	-5.996960573690e-01	8.169008945027e+00	1-233247	-3.739565318309e+00	11832-9102	1.888292236328e+02	4.201288000000e-02	6.045530000000e-01	8.773189000000e-02	2.033775000000e-01	9.388797000000e+00	4.684177360787e+02	3.538063000004e+09	4.896416000000e+00	1.746223804062e+00	2.056926410644e-11	7.195186035103e+06	6.857042027317e+00	7.618370615131e+00	2.022625481671e+03	1	0	m1-n0	exploration	3	False	False
7.091922000000e-01	1.904105000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.490253448486e+01	1.736306000000e+00	0.000000000000e+00	6.283200000000e-01	1.108592000000e-01	2.537251000000e+00	3.790939000000e-02	-2.777071000000e+00	6.165669844230e-01	1.032554699705e+00	-1.295993506594e+01	9.316110891458e+00	-2.910378015787e-01	8.082976922612e+00	1-195079	-3.733204969095e+00	11863-3701	1.912363433838e+02	1.652333000000e-02	2.469718000000e+00	2.270784000000e-04	4.759318000000e-04	1.077841000000e+01	9.573728446382e+02	2.070669999999e+09	4.135871000000e+00	1.666552130861e+00	1.687278342608e-11	6.987492083935e+06	6.844321328887e+00	7.844664936302e+00	7.312777426409e+03	0	1	m0-n1	exploration	1	False	False
3.606457000000e-01	1.733384000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-6.857265472412e+00	1.519423000000e+00	0.000000000000e+00	7.058100000000e-01	8.194567000000e+00	3.241358000000e+00	3.125221000000e+00	4.975002000000e-01	7.834993115864e-01	9.897216560953e-01	-1.126511239552e+01	9.640658596955e+00	-5.660109147121e-01	8.073659973782e+00	1-96246	-3.645080331098e+00	11982-12705	3.107344970703e+02	2.837432000000e-02	1.260941000000e+00	2.374358000000e-02	6.650311000000e-02	9.766111000000e+00	9.064882573556e+01	4.371782999997e+09	6.074342999999e+00	1.745359820028e+00	1.651466556261e-11	4.656633443505e+06	6.668072052893e+00	7.431992592809e+00	7.421001690377e+03	1	0	m1-n0	exploration	4	False	False
4.024884000000e-01	1.480826000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.224412727356e+01	1.309161000000e+00	0.000000000000e+00	4.103100000000e-01	2.180990000000e+01	4.024545000000e+00	5.640622000000e+00	3.872880000000e+00	5.630661716262e-01	8.639717346299e-01	-1.078585296929e+01	9.082564218646e+00	-6.915621585067e-01	7.956431875393e+00	1-324677	-3.696682851884e+00	11984-1901	2.564672241211e+02	3.058229000000e-02	1.122735000000e+00	1.980210000000e-02	2.829530000000e-02	7.310915000000e+00	4.620496315083e+02	1.209384000000e+09	3.656505000000e+00	1.576529200854e+00	1.260786891744e-11	5.905777684396e+06	6.771277094465e+00	8.041689491903e+00	1.993506241906e+03	0	0	m0-n0	exploration	2	False	False
4.871394000000e-01	1.439735000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.245425224304e+01	1.269154000000e+00	0.000000000000e+00	4.434500000000e-01	3.492887000000e+01	4.031094000000e+00	5.500039000000e+00	3.378259000000e+00	6.951611785199e-01	8.569685016707e-01	-1.049540905515e+01	9.506970195358e+00	-7.043146121321e-01	8.116647838318e+00	1-324664	-3.710743329899e+00	11984-9102	2.575128784180e+02	3.875106000000e-02	1.089373000000e+00	1.026978000000e-01	1.774361000000e-01	7.193968000000e+00	1.012942151478e+03	3.213439999998e+09	4.956340999999e+00	1.722684685763e+00	1.823297967237e-11	6.300834181792e+06	6.799398050496e+00	7.631343993207e+00	2.861084469598e+03	1	0	m1-n0	exploration	2	False	False
3.208990000000e-01	1.554982000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.262896728516e+01	1.396976000000e+00	0.000000000000e+00	6.194000000000e-01	1.543920000000e+01	3.515192000000e+00	4.018789000000e+00	2.051317000000e+00	1.264586452372e+00	7.049218628404e-01	-1.090190137159e+01	9.865690143057e+00	-7.884421793510e-01	7.336517238314e+00	12-84731	-3.035965392971e+00	7443-12704	2.324610595703e+02	1.873850000000e-02	9.311240000000e-01	9.200020000000e-02	1.049019000000e-01	5.068995000000e+00	5.977546593155e+02	7.339899999996e+09	1.839020000002e+01	1.617332022686e+00	3.025011623681e-12	2.817358912138e+05	5.449842176639e+00	6.597846108579e+00	1.412950441033e+03	1	0	m1-n0	exploration	1	False	False
