name,survey,indicator,ra,dec,z_helio,z_cmb,z_hd,mu,sigma_mu,sigma_mu_column,dl_mpc,is_calibrator,n_lightcurves,pantheon_row,cap,r_end_mpch,D_comov_indep_mpc,I_q_VoidFinder,I_q_VIDE,I_q_REVOLVER,I_q_ZOBOV_ellipsoid,I_q_SDSS_VoidFinder,I_T_VoidFinder,I_T_VIDE,I_T_REVOLVER,I_T_ZOBOV_ellipsoid,I_q_den,I_T_den,I_g,path_covered_frac,mean_delta_los,odd_parity_voids
14451,PantheonPlus,SNIa,308.195,0.9271,0.1784,0.17729,0.17737,39.4771,0.09802137521989783,0.138264,785.9953921102102,0,1,877,SGC,508.6542939551261,667.0021996861934,138.981478953254,0.0,0.7091006194266356,161.00157885982338,,-7.862989177837857e-07,0.0,0.0,-2.1742765225664067e-07,171.55148608469477,-6.905456754582727e-07,7.838391284093298e-05,0.943666466015022,-0.3228392861732056,0
14782,PantheonPlus,SNIa,314.234,-0.279,0.1604,0.15922,0.15931,38.9503,0.10050860659664923,0.143914,616.6801934937575,0,1,841,SGC,458.9370838606619,531.437602114579,267.1680439894035,173.33590572897032,323.40293635712277,235.71052919883232,,-5.816838661632357e-07,3.75934905663601e-07,4.153082859579806e-07,-9.756088987552204e-08,76.55702042268591,-1.0565808375639488e-06,0.00011406731653821563,0.9369476015813804,0.17570288393991226,0
14871,PantheonPlus,SNIa,54.2771,0.0094,0.1276,0.12705,0.1272,38.7429,0.11240929676855024,0.159508,560.5056568127808,0,1,781,SGC,369.2197277847825,497.0784469783441,64.85514240644812,3.383391722862598,3.383391722862598,7.6971101718642245,,4.321855905679544e-08,1.4192606769125086e-07,1.4192606769125086e-07,3.668698334667835e-08,128.7095042657937,-6.923335853376807e-07,6.514861883520263e-05,0.9262776993307118,-0.1724051803029388,0
14984,PantheonPlus,SNIa,313.834,-0.0928,0.1967,0.19549,0.19557,39.9082,0.14037464158458252,0.195934,958.6056844661925,0,1,930,SGC,558.2356408726392,801.0409329541176,345.97051048479153,193.12020058433288,427.5150753809801,333.25894641329035,,-1.8286621845670545e-06,5.182221518584983e-07,-4.133739192329628e-07,-9.997893248830106e-07,100.6528493430418,-1.5322911508376114e-06,0.00015863663080512198,0.9494198528268438,0.2349525521500995,0
15129,PantheonPlus,SNIa,318.902,-0.3214,0.19739,0.19611,0.19621,39.7747,0.11138806040146314,0.157962,901.4465895539273,0,1,933,SGC,559.9159465275483,752.8429246560664,332.0463685265523,193.19111406383024,406.0279652927437,330.1133293856029,,-1.789014887606073e-06,2.2550566350525267e-07,7.887588013728785e-09,8.278330940172956e-07,121.46679572732337,-1.6343713336786558e-06,0.0001540830155111189,0.9501426121176301,0.02271443688841209,0
15287,PantheonPlus,SNIa,323.96,-1.0574,0.23768,0.2363,0.23639,40.3805,0.110178990737799,0.155735,1191.5163332180016,0,1,1045,SGC,667.610596964025,962.7014520861624,285.9499732659608,373.1507459865313,416.4441580258689,336.0289113446647,,-3.073712433243909e-06,2.3579150635486644e-07,8.717825873027005e-08,-3.3465409570101365e-08,113.24467854941649,-1.8341483741140918e-06,0.00023435335979012727,0.9586426622201851,0.24912976136827067,0
15425,PantheonPlus,SNIa,55.5611,0.4783,0.1599,0.15935,0.15948,39.0908,0.10054531316774541,0.143045,657.9001720936026,0,1,842,SGC,459.29650382825287,567.2042176856648,62.965183577627045,1.1323203728412068,6.383552020535262,41.581195969719346,,-2.4498310782191853e-07,-2.1452230858793397e-08,1.0216736965789112e-08,5.87692601130382e-08,134.64588562491323,-5.43107272295945e-07,8.190892603864492e-05,0.9405688839328505,-0.20651266813365332,0
15443,PantheonPlus,SNIa,49.8674,-0.318,0.18191,0.18123,0.18136,39.4868,0.09636207760317334,0.134057,789.5142990336275,0,1,895,SGC,519.4298629497116,667.9986623631473,114.64969551835543,17.772427442105425,17.772427442105425,42.19390372422414,,-3.0891802423227774e-07,1.2037802822373151e-07,1.2037802822373151e-07,4.1500073709431137e-07,124.52129759479638,-9.558032618595727e-07,8.346437515860691e-05,0.9433419888826052,0.0028033666265768133,0
15453,PantheonPlus,SNIa,319.668,-1.0243,0.1837,0.18243,0.18252,39.7821,0.12658380623128695,0.177319,904.5238029489641,0,1,900,SGC,522.70714948989,764.1495336225091,245.37314499898727,163.26868449149126,320.9178442255251,288.7051372941371,,-1.3702174762807246e-06,1.4833516921369508e-06,7.817651210080478e-07,1.1893399827168012e-06,119.39064217081264,-1.6028594203114226e-06,0.00014380709468778046,0.9450798606487298,-0.03048170521656464,0
15461,PantheonPlus,SNIa,326.848,-0.4947,0.18617,0.18482,0.18493,39.613,0.09570809788100482,0.134864,836.7582442814502,0,1,908,SGC,529.2279945426259,705.4286015338865,96.84066258531823,16.575638092123285,17.675645832638708,140.37480637767615,,-3.534193015615164e-07,4.9425163088244935e-08,6.226199620338065e-08,1.6890729203098777e-07,101.58216090437412,-5.305541844344522e-07,0.00010994351833048934,0.9409933055986315,0.03379982847274493,0
15467,PantheonPlus,SNIa,320.02,-0.1774,0.20978,0.20847,0.20856,39.8758,0.10351038595232848,0.146778,944.4087452419164,0,1,968,SGC,593.2936071874096,780.6450307013807,328.75932176392814,244.97337068755783,428.60691196016546,352.2331978563309,,-2.505888147305307e-06,6.11750065348944e-08,-3.732479241860369e-07,4.740494410708478e-07,124.72641826130715,-1.9861607702070995e-06,0.0001769303967411559,0.9539964583188436,0.015902856916978826,0
15648,PantheonPlus,SNIa,313.718,-0.1948,0.17501,0.17383,0.17392,39.5986,0.2317952544811908,0.318528,831.2276860137897,0,1,868,SGC,499.1723401868083,707.4217972730357,290.8197378752762,194.1106646423885,364.37696822273864,272.94018570954734,,-7.520428855941951e-07,4.3866780683204383e-07,3.547747751808519e-07,-1.6769995056378524e-07,89.33059493341558,-1.3030220198283406e-06,0.00013694610731087068,0.9455652126545324,0.269803284071308,0
16350,PantheonPlus,SNIa,323.639,-0.8858,0.23822,0.23684,0.23693,40.2279,0.14952728847939428,0.210237,1110.6571070911618,0,1,1049,SGC,669.0411531763174,896.9788140162183,307.4546111375406,377.54410580559875,433.65622178378766,352.0472993222629,,-3.526818999504837e-06,1.388154165927798e-07,1.4515100729340748e-08,4.0978629548446857e-07,115.89811792636795,-2.0155441731307845e-06,0.0002469640634562988,0.959582227419139,0.32060166257655853,0
17366,PantheonPlus,SNIa,315.787,-1.0292,0.13929,0.13811,0.13822,38.8857,0.09051077283948028,0.128482,598.6045312628473,0,1,798,SGC,400.2383330949955,525.4189286861531,220.78767685561633,128.46566430039024,235.5049958165682,185.27099341622323,,-8.57663636876995e-07,5.141605110269019e-07,5.513414764300214e-08,-4.1968068512328855e-08,69.48812889173925,-8.045066965776527e-07,0.00010240731814424287,0.9294462055230147,0.10500978451022805,0
17389,PantheonPlus,SNIa,323.295,-0.9601,0.1709,0.1696,0.16971,39.6721,0.19526656139749068,0.274897,859.8446630594963,0,1,858,SGC,487.55592459329,734.3450875903119,188.67306990346881,188.37536011330172,258.84145431765853,205.094972945072,,-1.4740334924732353e-06,-4.1956962110046345e-07,-4.467869594416233e-07,-5.646211248436824e-08,82.78134687690824,-1.2488721657852372e-06,0.00013183034552169087,0.9434815101133749,0.27546372405509173,0
17568,PantheonPlus,SNIa,313.103,0.2777,0.1445,0.14335,0.14345,39.5154,0.271573010441023,0.37065,799.9816034925046,0,1,810,SGC,414.87073958080435,698.979120570122,219.53226556314794,172.4031401075977,288.93710374878543,195.24933765444462,,-1.1934054380468396e-06,5.7898448865971576e-08,-3.972606291499182e-08,-4.769756137153763e-07,93.19895976579653,-1.1711322396263286e-06,0.0001047393880477576,0.9304102776446079,0.05492987784159496,0
17605,PantheonPlus,SNIa,309.203,0.0984,0.14643,0.14533,0.14542,39.1518,0.14844396249090092,0.210163,676.6436336223455,0,1,814,SGC,420.3891286330934,590.2180103646498,200.5330014572173,21.711040385907268,51.344651259941315,145.51561428134318,,-1.082702567453349e-06,-2.32293623015775e-08,-9.845837579304143e-08,-3.14389159452334e-07,133.24684592123486,-9.322206189800685e-07,8.087678480787018e-05,0.9324694034657809,-0.25579670186353104,0
17801,PantheonPlus,SNIa,316.093,-0.898,0.2064,0.20515,0.20523,40.1661,0.1604622073885312,0.227714,1079.4934213489978,0,1,962,SGC,584.3505443306949,894.805554831729,360.10793508453946,186.03270290447853,409.9926568135124,352.95422588523775,,-1.843685704680417e-06,6.151574857421375e-07,-4.38620681232588e-07,-2.6177062508837993e-07,94.6034798360671,-1.2169113547531561e-06,0.00016682834858986143,0.9514836691678501,0.20341908206751663,0
1794,PantheonPlus,SNIa,317.837,-0.4453,0.14191,0.1407,0.14082,39.1775,0.13050103447865843,0.184019,684.6994830911343,0,1,805,SGC,407.4758750554021,599.608973641648,201.99392417970986,117.11287089083211,247.83504167366925,192.10590602111535,,-1.1282915365729414e-06,2.94156059077843e-07,2.9383396370644857e-07,1.0570737525306368e-06,73.35995453843759,-1.0649522167199637e-06,0.00011155476095025399,0.9325705477614683,0.09684788244291785,0
18466,PantheonPlus,SNIa,48.4185,0.63,0.2204,0.21967,0.21978,40.0882,0.12248297840924673,0.173376,1041.453778549046,0,1,1002,SGC,623.3412995392245,853.3708444354688,97.56984049297989,36.99379741191956,52.1377547425011,60.4564283673151,,-7.778706549046541e-07,2.1500495847905898e-07,4.985396490637602e-07,6.749259734562258e-07,88.16631273504089,-8.401000807193617e-07,0.00011092008902156016,0.9433034525943511,0.24973310683926028,0
18809,PantheonPlus,SNIa,50.8813,0.6666,0.13216,0.13153,0.13169,38.802,0.09482230750197973,0.134576,575.970181254671,0,1,787,SGC,381.8061513882249,508.7356745112626,44.5879960818076,0.0,0.0,15.193177234503963,,-1.4442979365134408e-07,0.0,0.0,2.462717660321994e-07,93.80188984330402,-7.384764058835041e-07,5.61927159266139e-05,0.9219338104432013,-0.0229839512667856,0
18835,PantheonPlus,SNIa,53.6851,0.3555,0.12319,0.12262,0.12278,38.6853,0.10117000543639404,0.144584,545.8332655348249,0,1,769,SGC,356.74444753042326,485.9669918133397,47.78199761614718,0.0,0.0,7.306447523443737,,-1.1146330583959096e-07,0.0,0.0,1.3193861536440518e-07,115.04426790587404,-6.614343021290377e-07,5.448275358047542e-05,0.9138194084217629,-0.1318526461511468,0
18855,PantheonPlus,SNIa,48.6323,0.2698,0.12783,0.12716,0.12732,38.7841,0.12455548964216712,0.176913,571.2418276756574,0,1,782,SGC,369.5291267341913,506.4963936725016,22.694955389645543,0.0,0.0,5.896029178451229,,-3.354173302329497e-07,0.0,0.0,4.175472045711985e-08,62.920167766931094,-5.014650375322071e-07,5.7253436575735614e-05,0.9038529735174352,0.06302861676339162,0
19775,PantheonPlus,SNIa,318.956,0.6513,0.13809,0.13687,0.137,39.0095,0.16290061387238539,0.224296,633.7237741643974,0,1,795,SGC,396.7697190035981,556.8309836343324,170.66648689958274,121.15895523369326,262.38350384695576,181.60010337766414,,-1.3071714832322486e-06,1.0703345280065468e-07,3.4151858189269255e-08,1.1110696371914465e-06,73.80526446372384,-1.251608020979025e-06,0.00011173471110036457,0.9274901343886649,0.19369810663559958,0
1990O,PantheonPlus,SNIa,258.901,16.322,0.03099,0.03093,0.03091,35.4926,0.11798584660881999,0.166476,125.46425149506612,0,1,480,NGC,92.04434107107117,121.69298586316658,0.0,0.0,0.0,0.010894007261896377,,0.0,0.0,0.0,0.0,16.043970796007404,-1.1212222123706389e-07,6.644123724267434e-06,0.6953170532296277,-0.2250642688851215,0
19940,PantheonPlus,SNIa,315.393,-0.2685,0.1571,0.15591,0.15601,38.9704,0.12652746737368925,0.179204,622.4149276765991,0,1,837,SGC,449.7771984816132,537.9093662402549,263.964704987378,164.98275161990023,310.25500376223,229.4269797753725,,-1.0299593711948087e-06,8.342957263156862e-07,3.271834210996778e-07,-3.094451517898868e-08,72.487747135603,-1.0374410611536312e-06,0.0001212095876001128,0.9382423151387281,0.07166624432944001,0
1994M,PantheonPlus,SNIa,187.786,0.6054,0.02308,0.02426,0.02464,34.9528,0.1540186352361298,0.213795,97.8498129959265,0,1,374,NGC,72.31090667138383,95.64238671064481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8281601991103943,-5.2176636534248845e-09,6.422545489303622e-06,0.5255085539542549,0.13136726034269183,0
1994T,PantheonPlus,SNIa,200.378,-2.149,0.03457,0.03564,0.03583,35.9325,0.15085290849035693,0.204232,153.63847933315967,0,1,554,NGC,105.94046808835786,148.50467279464866,22.28374191091588,2.1433190785054563,2.1433190785054563,15.037141263861223,,-2.6979045944535294e-07,-1.3130245835403994e-09,-1.3130245835403994e-09,1.1549391705171481e-07,11.856380609367841,-1.3962133410097307e-07,1.68736735633301e-05,0.7173840305917233,0.2850341519231449,0
1996C,PantheonPlus,SNIa,207.702,49.3186,0.02823,0.02875,0.02913,35.5152,0.17813245072136633,0.250819,126.77686262863567,0,1,451,NGC,85.60176984357625,123.29621060330439,0.0,0.0,0.0,0.007668729112282335,29.372810644586508,0.0,0.0,0.0,0.0,9.68680410398345,-2.0292464653437303e-08,7.407085016050734e-06,0.5607360699166902,-0.19002050093709255,0
1999ac,PantheonPlus,SNIa,241.812,7.9723,0.00947,0.00979,0.01017,32.9674,0.2434524594248331,0.341878,39.21750855866705,0,2,113,NGC,29.281671799470832,38.84960281996201,0.0,0.0,0.0,0.0,7.302087865028838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1999aw,PantheonPlus,SNIa,165.402,-6.1088,0.038,0.03928,0.0391,36.2125,0.131341158819313,0.18352,174.78332624182173,0,1,589,NGC,116.65779842889675,168.38470736206332,15.985791531872579,0.0,0.0,21.756703087316055,,-7.52800348498801e-09,0.0,0.0,-1.4852802670422598e-07,5.24408813435166,-5.1499129679377904e-08,2.0269590233948588e-05,0.7200547338564617,0.2788737701886098,0
1999cp,PantheonPlus,SNIa,211.63,-5.4469,0.00907,0.00998,0.00954,33.2135,0.13485937119829677,0.253629,43.92380956904638,1,2,100,NGC,29.84860951084974,43.5290015252127,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2000cn,PantheonPlus,SNIa,269.418,27.8328,0.02289,0.0226,0.02298,34.9712,0.17021492296505616,0.237284,98.68246744444467,0,2,329,NGC,67.38980590436725,96.47417361050032,0.0,0.0,0.0,0.4828489633523816,,0.0,0.0,0.0,3.7871957090212456e-08,0.0,0.0,2.964210407849115e-06,0.6232396641652614,0.3095524437541213,0
2001bf,PantheonPlus,SNIa,270.392,26.2506,0.01587,0.01556,0.01581,33.9004,0.15453591815497134,0.218994,60.26705918756987,0,2,202,NGC,46.475719994955035,59.32556251052779,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.1512396143933858e-06,0.43033222513112246,0.1922210628467464,0
2001cp,PantheonPlus,SNIa,257.761,5.8411,0.02246,0.02245,0.02198,34.9654,0.15354934060425007,0.216973,98.41923840012433,0,1,305,NGC,66.94493340553795,96.25729945437898,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.49436646262942,-5.420627604989654e-08,2.993225848986207e-06,0.4780048074161327,-0.35829502892629483,0
2002cr,PantheonPlus,SNIa,211.657,-5.4394,0.00907,0.00998,0.00954,33.2469,0.13436949058473058,0.254885,44.60463603881443,1,2,102,NGC,29.84860951084974,44.203708403593836,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2002cu,PantheonPlus,SNIa,272.71,31.109,0.02252,0.02217,0.02236,34.7814,0.1613328236906551,0.224663,90.42322659182162,0,1,316,NGC,66.11441842100753,88.43174372317569,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.04663522661254405,-3.188069741837345e-10,2.4145692345481435e-06,0.3932576376069071,0.17319537758499803,0
2002er,PantheonPlus,SNIa,257.875,7.9958,0.00855,0.00853,0.00906,32.799,0.2618353108348834,0.368859,36.291088964094776,0,2,93,NGC,25.520678689184738,35.98343063218955,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2002ha,PantheonPlus,SNIa,311.827,0.3127,0.01321,0.0122,0.01258,33.708,0.17333254166485876,0.24076,55.15691912608028,0,2,136,SGC,36.46901691288294,54.43779584299433,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.8665883405523198,-4.514066545792119e-09,4.855498735561525e-07,0.21936428994262092,-0.23332354256903998,0
2004bk,PantheonPlus,SNIa,204.37,4.1031,0.02306,0.02405,0.02352,34.8391,0.1600805734622412,0.21588,92.8581442210798,0,1,344,NGC,71.68857622387115,90.76510099219966,0.0,0.0,0.0,6.210282473582154,,0.0,0.0,0.0,3.556578632643652e-07,0.0,0.0,1.1833884473143788e-05,0.5858674033201774,0.8194852459379246,0
2004br,PantheonPlus,SNIa,187.783,0.6132,0.02308,0.02426,0.02464,34.807,0.1317563281212709,0.18246,91.4955558721382,0,1,375,NGC,72.31090667138383,89.43147737433847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8299041909127589,-5.228345386595307e-09,6.423709694801224e-06,0.5255085539542549,0.131082038903364,0
2004bw,PantheonPlus,SNIa,225.945,-3.3046,0.0214,0.02207,0.02116,34.8194,0.1444305023185892,0.196425,92.01952772713386,0,1,291,NGC,65.81777868509896,90.09156816833156,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.070649244671756,-1.3926119088897986e-07,7.073005890607287e-06,0.39503004384872015,-0.5027172786412214,0
2005de,PantheonPlus,SNIa,270.597,26.0521,0.01526,0.01495,0.01519,34.1793,0.1895139308863599,0.26677,68.5267286769812,0,1,182,NGC,44.66022445379364,67.49672859856706,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0654620370319503e-06,0.4030432050027684,0.16212351306142164,0
2006N,PantheonPlus,SNIa,92.1302,64.7236,0.01416,0.01416,0.01446,33.9078,0.16988454903257094,0.240515,60.472789181959726,0,1,167,NGC,42.308219061259805,59.62845032535274,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.691934658414495e-07,0.18908855483650758,0.8132476412317786,0
2006bw,PantheonPlus,SNIa,218.486,3.7988,0.02996,0.03075,0.03132,35.6231,0.2573224242074522,0.320886,133.23551347855982,0,1,497,NGC,91.51264473455646,129.35989114000526,0.0,0.0,0.0,2.9469014188697713,50.13675920204711,0.0,0.0,0.0,1.0763329003551865e-07,10.96170312865897,-2.120548297400569e-07,2.1455458135671527e-05,0.6119372919713423,1.0494662179273704,0
2006cz,PantheonPlus,SNIa,222.153,-4.7419,0.04175,0.04251,0.04268,35.9138,0.21902168842377231,0.29449,152.3210763792716,0,1,603,NGC,126.15192011835117,146.21653600122065,0.0,0.0,0.0,7.210756535838442,,0.0,0.0,0.0,1.937358993320289e-08,17.891233064610482,-1.20694415601578e-07,3.163478996616139e-05,0.6658638245156652,-0.1286442482862878,0
2006oa,PantheonPlus,SNIa,320.929,-0.8435,0.06257,0.06142,0.06153,37.0747,0.13191065157901388,0.183316,259.980036265956,0,1,684,SGC,181.43145291786524,244.67097345676615,0.0,7.312238783523014,24.029623019931293,34.838928600405424,,0.0,3.272287862693967e-08,6.630485171602e-08,1.2024857905422722e-07,21.667347940141795,-1.594008835485695e-07,2.377630314330654e-05,0.848805416719649,0.12117096867118674,0
2007af,PantheonPlus,SNIa,215.588,-0.3938,0.00552,0.00635,0.00625,32.0999,0.10401341259664544,0.322811,26.301468663670462,1,4,45,NGC,19.008227372959816,26.157081573385376,0.0,0.0,0.0,0.0,0.7581615665742945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2007ba,PantheonPlus,SNIa,229.178,7.3966,0.03474,0.03533,0.03441,35.825,0.28845543849960603,0.340606,146.21771744567212,0,1,539,NGC,105.0268444287665,141.30865477866143,13.726636691222865,0.0,0.0,8.148755019547465,69.42801061748722,-9.485215463946278e-08,0.0,0.0,3.789695989178052e-07,19.833794943582692,-1.9176395430737525e-07,3.350150377375734e-05,0.7236245210770501,0.4418382990996302,0
2007bd,PantheonPlus,SNIa,127.889,-1.1994,0.03044,0.03141,0.0312,35.5793,0.10656791261913691,0.14868,130.57498962451356,0,3,492,NGC,93.46196987595299,126.71770275272074,18.154511320659793,0.0,0.0,5.241994686008567,,-2.0189312668513128e-07,0.0,0.0,1.221656046935868e-07,13.754192338127346,-1.32630801810116e-07,1.0201026434205776e-05,0.7061695798579704,-0.013996453650571181,0
2007jg,PantheonPlus,SNIa,52.4617,0.0568,0.03707,0.03652,0.03756,36.3333,0.1252673540871683,0.171248,184.7821432097352,0,2,574,SGC,108.53322473956331,178.17711746529667,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.45650169463188,-1.072714634240729e-08,8.500152908335297e-06,0.7186739377473493,0.5892844907564742,0
2008050,PantheonPlus,SNIa,204.198,5.1418,0.04526,0.04627,0.04625,36.2636,0.1547555168645047,0.218105,178.94517798476895,0,1,624,NGC,137.18487647467472,171.19681034840033,44.33530841890885,4.465936135363904,4.465936135363904,22.619218609154274,,-3.9427628922766117e-07,1.6378406551193555e-08,1.6378406551193555e-08,1.9019055082429882e-07,24.326220445567017,-1.846495312075501e-07,2.6356284566669636e-05,0.7872587910223292,0.13371870676208755,0
2008051,PantheonPlus,SNIa,229.995,4.9046,0.03777,0.03835,0.03873,36.0125,0.12592847176075792,0.17035,159.40428807122197,0,1,585,NGC,113.92139969899601,153.60271357933064,18.563282237859767,17.68999808324179,19.50460100589312,12.57886629947508,,-2.0871005007007256e-07,5.336203946063584e-07,6.134975673729581e-07,3.608886665033276e-07,24.90279714563949,-2.4664857042408754e-07,3.6617447139662595e-05,0.7373504909696109,0.7052414237258771,0
2008hv,PantheonPlus,SNIa,136.892,3.3923,0.01255,0.0136,0.01375,33.7683,0.1677606330460159,0.232778,56.710046057272244,0,3,153,NGC,40.64043501878836,56.00715624638017,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.6488614277000813e-07,0.049212071649217974,0.037532990880749184,0
2009kk,PantheonPlus,SNIa,57.4345,-3.2644,0.01286,0.01244,0.0122,33.7023,0.1915975730535228,0.266666,55.012324995350006,0,1,133,SGC,37.18431575262307,54.3138488985151,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.14670435223854705,-6.832135412725541e-10,6.929821349037231e-07,0.2689305906965513,0.08437129192675762,0
2010ao,PantheonPlus,SNIa,205.921,3.9,0.02324,0.02422,0.02369,34.943,0.15848047198314372,0.2098,97.40920524918582,0,1,350,NGC,72.19237241808436,95.19683089909095,0.0,0.0,0.0,6.19887938347766,,0.0,0.0,0.0,3.57207296639534e-07,0.0,0.0,1.2209790758665433e-05,0.5817789136609521,0.7674248937703777,0
