name,survey,indicator,ra,dec,z_helio,z_cmb,z_hd,mu,sigma_mu,sigma_mu_column,dl_mpc,is_calibrator,n_lightcurves,pantheon_row,r_end_mpch,I_q_SDSS_VoidFinder,expI_q_SDSS,sdI_q_SDSS,dI_q_SDSS
1991M,PantheonPlus,SNIa,239.645,17.458,0.00726,0.00758,0.00821,33.2138,0.33558334285241276,0.462834,43.92987828679732,0,1,81,22.683514986725786,2.5498950327726426,18.368442680712132,11.107399198140174,-15.81854764793949
1992G,PantheonPlus,SNIa,159.077,37.3212,0.00523,0.00611,0.00692,32.4405,0.31653427934427575,0.439634,30.76805193759751,0,1,61,18.29084725379443,1.2602973244704003,18.368442680712132,11.107399198140174,-17.10814535624173
1992P,PantheonPlus,SNIa,190.704,10.3601,0.02531,0.02643,0.02736,35.313,0.1591263334586705,0.220137,115.50479136828523,0,1,419,78.73794724303269,32.56346627390946,37.007048598899566,13.325671198519185,-4.443582324990103
1994DRichmond,PantheonPlus,SNIa,188.51,7.7016,0.00187,0.00299,0.00299,30.7757,0.6253263947731617,0.881212,14.293546537523811,0,1,4,8.957458920668852,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
1994M,PantheonPlus,SNIa,187.786,0.6054,0.02308,0.02426,0.02464,34.9528,0.1540186352361298,0.213795,97.8498129959265,0,1,374,72.31090667138383,0.0,33.202858078125075,12.581696053025494,-33.202858078125075
1994S,PantheonPlus,SNIa,187.841,29.1344,0.01524,0.01619,0.01588,34.0287,0.16600081325101995,0.224824,63.93519586900459,0,1,204,48.35018188192186,7.10063091633317,18.368442680712132,11.107399198140174,-11.267811764378962
1994ae,PantheonPlus,SNIa,161.758,17.2752,0.00427,0.0054,0.00588,32.1822,0.10180388008322669,0.339643,27.317440134245246,1,1,36,16.16811838352802,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
1995D,PantheonPlus,SNIa,145.228,5.1406,0.00668,0.0078,0.00818,32.484,0.2422880104338636,0.342662,31.39062769137661,0,1,80,23.340656633627606,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
1995al,PantheonPlus,SNIa,147.733,33.5526,0.00504,0.00592,0.00673,32.3593,0.20050965064056145,0.359446,29.638757948377737,1,1,56,17.722863258225324,1.325085786405669,18.368442680712132,11.107399198140174,-17.043356894306463
1996C,PantheonPlus,SNIa,207.702,49.3186,0.02823,0.02875,0.02913,35.5152,0.17813245072136633,0.250819,126.77686262863567,0,1,451,85.60176984357625,29.372810644586508,40.709351272665835,14.365506899225881,-11.336540628079327
1997Y,PantheonPlus,SNIa,191.381,54.7381,0.01608,0.01661,0.01705,34.1973,0.15177084700297352,0.214463,69.09712856668001,0,1,225,49.59950799242254,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
1998ab,PantheonPlus,SNIa,192.197,41.9245,0.02731,0.02806,0.02873,34.9487,0.1643849141496871,0.227749,97.66523513629447,0,1,447,83.56118281787458,26.457429952689665,39.60867148517981,14.056367901438342,-13.151241532490147
1998aq,PantheonPlus,SNIa,179.108,55.1287,0.00313,0.00369,0.00349,31.4967,0.1396687509788786,0.545492,19.922324054045095,1,1,12,11.052691090591285,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
1999aa,PantheonPlus,SNIa,126.925,21.4874,0.01497,0.01579,0.0159,34.1323,0.1494212166996374,0.209471,67.05945198200602,0,2,206,47.160113086091066,14.664860840397985,18.368442680712132,11.107399198140174,-3.703581840314147
1999ac,PantheonPlus,SNIa,241.812,7.9723,0.00947,0.00979,0.01017,32.9674,0.2434524594248331,0.341878,39.21750855866705,0,2,113,29.281671799470832,7.302087865028838,18.368442680712132,11.107399198140174,-11.066354815683294
1999cc,PantheonPlus,SNIa,240.675,37.3596,0.03111,0.03132,0.03116,35.5877,0.1287011266461953,0.169094,131.0810766939687,0,1,488,93.19618974893913,49.53019648921587,44.80573353043312,15.51602453398068,4.724462958782745
1999dg,PantheonPlus,SNIa,227.868,13.4849,0.02206,0.02263,0.02197,34.8589,0.1765646906943741,0.246447,93.70871876141402,0,1,304,67.47877653233573,45.69534241643024,29.98999780342642,12.262390595326078,15.705344613003824
2001V,PantheonPlus,SNIa,179.354,25.2025,0.01488,0.01592,0.01557,33.7902,0.21086163709883313,0.290577,57.28487898795189,0,2,193,47.546910525876335,12.599793766299697,18.368442680712132,11.107399198140174,-5.768648914412434
2001ah,PantheonPlus,SNIa,167.624,55.1608,0.05776,0.05837,0.05886,37.146,0.15175397853104214,0.252804,268.65813772687,0,2,676,172.5505815276116,92.74898343937014,95.36244457507983,24.960097011264168,-2.6134611357096986
2001bg,PantheonPlus,SNIa,128.829,28.4683,0.00719,0.00796,0.00855,32.6928,0.23307588892890657,0.359218,34.558907117451476,1,1,84,23.818534578145172,5.821927979324922,18.368442680712132,11.107399198140174,-12.54651470138721
2001cj,PantheonPlus,SNIa,200.437,31.2468,0.02409,0.02491,0.02494,35.1973,0.1693483097051754,0.228493,109.51156868394153,0,1,378,74.23676640573842,28.41430518257023,34.48335302695699,12.708956185978806,-6.069047844386759
2001ck,PantheonPlus,SNIa,219.459,30.4839,0.03483,0.03544,0.03616,35.8586,0.15842114757821948,0.223482,148.49779329366592,0,1,557,105.35104934210648,51.00613282080925,51.86925720732591,17.27101505225114,-0.8631243865166596
2001fe,PantheonPlus,SNIa,144.488,25.4948,0.01351,0.01448,0.01467,33.8916,0.17160742990908057,0.240694,60.023318151025194,0,1,174,43.26103749472273,24.104698858682895,18.368442680712132,11.107399198140174,5.736256177970763
2002G,PantheonPlus,SNIa,196.98,34.0851,0.03548,0.03631,0.03702,35.9287,0.24230282705738287,0.318471,153.3698525345271,0,2,564,107.91460026672286,19.539297032433584,53.495040025581034,17.61798298323753,-33.95574299314745
2002bf,PantheonPlus,SNIa,153.926,55.6685,0.02438,0.02494,0.02525,34.9441,0.17027721515223346,0.240723,97.45856220593947,0,2,392,74.32563759710395,50.52945239005452,34.542443058079314,12.714828763003574,15.987009331975209
2002de,PantheonPlus,SNIa,244.127,35.7084,0.03034,0.0305,0.0295,35.3638,0.20557492551378925,0.283742,118.23879634118822,0,1,460,90.77410021291227,44.76687273722982,43.499273692059184,15.149089763599319,1.267599045170634
2003W,PantheonPlus,SNIa,146.706,16.0438,0.01979,0.02087,0.02082,34.674,0.16552854738684805,0.230899,86.05973411928224,0,2,285,62.25698382056684,35.43852217056987,26.518052743259194,11.917336372061449,8.920469427310675
2003cq,PantheonPlus,SNIa,179.059,60.522,0.03275,0.03323,0.03378,35.8276,0.18722355621021625,0.259126,146.39289524179785,0,1,533,98.83413070275338,53.07457096170766,47.846803366094356,16.37014513461919,5.227767595613301
2003du,PantheonPlus,SNIa,218.649,59.3344,0.00638,0.00664,0.00747,32.7943,0.12377931975899689,0.289134,36.21262438903686,1,3,67,19.87495242735183,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2003kc,PantheonPlus,SNIa,146.643,30.6553,0.03316,0.0341,0.03479,35.8566,0.14664968462291353,0.205773,148.36108473787417,0,1,542,101.40045515290707,67.06030596425848,49.36382300938422,16.736315515436406,17.696482954874256
2004L,PantheonPlus,SNIa,156.767,16.0187,0.03229,0.03344,0.03373,35.829,0.20507352340075496,0.273673,146.48730866134343,0,1,531,99.4536882400221,43.961087562675026,48.18098879894636,16.464005084589765,-4.219901236271333
2004as,PantheonPlus,SNIa,171.413,22.8304,0.03139,0.0325,0.03296,35.7324,0.15882266840725223,0.22019,140.11350588002537,0,2,522,96.67993616115304,40.48765507998576,46.684844400175265,16.043795151383,-6.1971893201895085
2004at,PantheonPlus,SNIa,164.688,59.4867,0.02237,0.02287,0.02321,34.9168,0.12692927164369927,0.178524,96.24097187244475,0,1,334,68.1904950912294,38.51051932311491,30.463216077528138,12.309420707028632,8.047303245586775
2004bg,PantheonPlus,SNIa,170.256,21.3398,0.02103,0.02214,0.02234,34.7727,0.15206321054088,0.199004,90.06167087951094,0,2,314,66.02542800560381,40.495741720695165,29.023673302127158,12.166353836552787,11.472068418568007
2004bk,PantheonPlus,SNIa,204.37,4.1031,0.02306,0.02405,0.02352,34.8391,0.1600805734622412,0.21588,92.8581442210798,0,1,344,71.68857622387115,41.95127351258804,32.78907353279766,12.540572676240268,9.16219997979038
2004br,PantheonPlus,SNIa,187.783,0.6132,0.02308,0.02426,0.02464,34.807,0.1317563281212709,0.18246,91.4955558721382,0,1,375,72.31090667138383,0.0,33.202858078125075,12.581696053025494,-33.202858078125075
2004gs,PantheonPlus,SNIa,129.597,17.6277,0.0274,0.02829,0.02857,35.5996,0.17231897748071742,0.235009,131.80139290554814,0,1,443,84.24145457029292,36.84059574024628,39.97560578322921,14.159425759357177,-3.135010042982934
2004gu,PantheonPlus,SNIa,191.603,11.9489,0.04558,0.0467,0.04664,36.4713,0.14027134418690085,0.19409,196.90647610958302,0,1,628,138.44531858950842,92.14012511065773,72.81066730540009,21.81851292772104,19.329457805257647
2005M,PantheonPlus,SNIa,144.385,23.2007,0.02484,0.02584,0.02598,35.2931,0.1268136033712472,0.179545,114.45110762279734,0,3,401,76.99117240642404,28.41399666875499,36.0648492554125,13.061043316665428,-7.650852586657507
2005ag,PantheonPlus,SNIa,224.182,9.3285,0.07954,0.08024,0.08009,37.6668,0.08492590888533369,0.119289,341.4758541319531,0,1,727,235.9299959807611,131.43638102232944,134.26966829673674,29.27835289686643,-2.833287274407297
2005bg,PantheonPlus,SNIa,184.322,16.3716,0.02303,0.02414,0.02434,35.0102,0.15629804861225874,0.201948,100.47083230733357,0,1,366,71.9552970225914,22.571905205933547,32.96641491930531,12.55819749267994,-10.394509713371761
2005ki,PantheonPlus,SNIa,160.118,9.2023,0.01946,0.02066,0.02035,34.5656,0.12637262361761745,0.177716,81.86909695599074,0,3,277,61.63363256225855,34.235398682678486,26.103589465704204,11.876145540458381,8.131809216974283
2005mc,PantheonPlus,SNIa,126.776,21.646,0.02515,0.02597,0.02626,35.2855,0.21830721472273884,0.288909,114.0512370007243,0,2,405,77.37609794955692,14.5289342763583,36.27247566863433,13.119357662061212,-21.74354139227603
2005ms,PantheonPlus,SNIa,132.31,36.13,0.02522,0.02595,0.02669,35.308,0.12588689367841277,0.179587,115.23913771994877,0,1,408,77.31688021527847,50.02743248796427,36.24053399579212,13.110386463677848,13.78689849217215
2006S,PantheonPlus,SNIa,191.413,35.0868,0.03224,0.0331,0.03393,35.9089,0.12634049232134567,0.177213,151.97774629782975,0,1,534,98.45056322735981,39.06993912236122,47.6399094860563,16.31203652987282,-8.569970363695077
2006ac,PantheonPlus,SNIa,190.437,35.0686,0.02309,0.02395,0.02432,34.9871,0.13765413179414557,0.184147,99.40769413466234,0,2,363,71.39220614767012,21.50221374933877,32.5920184831538,12.520988645987222,-11.08980473381503
2006al,PantheonPlus,SNIa,159.868,5.1834,0.0678,0.06908,0.06886,37.4213,0.11491857987288218,0.159324,304.9720225700165,0,1,695,203.67566827603125,88.9254347399891,115.44442443979266,27.75910834375091,-26.518989699803555
2006az,PantheonPlus,SNIa,183.061,56.1794,0.03103,0.03158,0.03201,35.4896,0.10522898840148565,0.148675,125.291035906589,0,1,507,93.963967175078,50.708681126819904,45.219867837666854,15.63233907536068,5.48881328915305
2006bt,PantheonPlus,SNIa,239.127,20.046,0.03208,0.03241,0.03121,35.7867,0.16121749284739545,0.216659,143.66136878077322,0,3,496,96.41429735510256,56.98445444566495,46.54156050151815,16.003552165790325,10.442893944146803
2006bw,PantheonPlus,SNIa,218.486,3.7988,0.02996,0.03075,0.03132,35.6231,0.2573224242074522,0.320886,133.23551347855982,0,1,497,91.51264473455646,50.13675920204711,43.89763995475399,15.26097566229754,6.239119247293118
2006cf,PantheonPlus,SNIa,163.511,46.0267,0.04146,0.04223,0.04268,36.2931,0.10766410729672168,0.151018,181.39278134100581,0,1,602,125.32949782118854,64.49249432799454,64.5382796813711,19.9767041674655,-0.045785353376558646
2006cp,PantheonPlus,SNIa,184.812,22.4273,0.02229,0.02334,0.02239,34.7714,0.1925914847546485,0.302654,90.00776960390392,0,2,317,69.58403795963655,18.15343751066097,31.38977608194825,12.401505528963531,-13.236338571287277
2006cq,PantheonPlus,SNIa,201.105,30.9563,0.04844,0.04928,0.04944,36.5828,0.11842786834187298,0.168097,207.2812409419043,0,1,642,146.00233856198165,55.536582591655545,77.57701777626242,22.879718767034312,-22.040435184606878
2006te,PantheonPlus,SNIa,122.929,41.5547,0.03155,0.03212,0.0329,35.7248,0.10815308594765108,0.15355,139.62397566995787,0,1,520,95.55827069886432,63.94112122744736,46.07982511547319,15.8738682957785,17.86129611197417
2007F,PantheonPlus,SNIa,195.813,50.6188,0.02362,0.0242,0.02417,35.084,0.12925606368755008,0.183555,103.94413751488028,0,2,360,72.13310443031428,23.568496932253296,33.084638216356765,12.569946943558033,-9.516141284103469
2007O,PantheonPlus,SNIa,224.022,45.4047,0.03694,0.03732,0.03818,35.8938,0.10683014555826459,0.151724,150.92458835703331,0,2,579,110.8893060970691,35.777958632411284,55.38157388839633,18.02059933750513,-19.603615255985048
2007af,PantheonPlus,SNIa,215.588,-0.3938,0.00552,0.00635,0.00625,32.0999,0.10401341259664544,0.322811,26.301468663670462,1,4,45,19.008227372959816,0.7581615665742945,18.368442680712132,11.107399198140174,-17.610281114137837
2007ba,PantheonPlus,SNIa,229.178,7.3966,0.03474,0.03533,0.03441,35.825,0.28845543849960603,0.340606,146.21771744567212,0,1,539,105.0268444287665,69.42801061748722,51.66364912962373,17.22713501580754,17.76436148786349
2007bc,PantheonPlus,SNIa,169.811,20.809,0.02075,0.02187,0.02131,34.7344,0.12619358145325776,0.177177,88.48710771347793,0,3,295,65.22445620470593,41.092105204805144,28.491110973256276,12.11342590205382,12.600994231548867
2007ci,PantheonPlus,SNIa,176.441,19.7705,0.02184,0.02295,0.02331,34.6478,0.2367350417661061,0.266962,85.02761550652448,0,2,336,68.42771625329426,20.56282864047445,30.620943296370427,12.325096197867964,-10.058114655895977
2007gi,PantheonPlus,SNIa,180.348,61.8927,0.00462,0.00505,0.00587,31.7403,0.34893575339881694,0.491367,22.287430402314943,0,1,35,15.121439146670447,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2007hu,PantheonPlus,SNIa,254.125,27.9779,0.03518,0.03518,0.03551,35.9905,0.2810696710781866,0.374822,157.7974569943442,0,1,550,104.58471868344766,52.02114699603868,51.38325663445409,17.167294794333472,0.6378903615845886
2007is,PantheonPlus,SNIa,251.811,40.2436,0.02953,0.02953,0.02866,35.3449,0.16295425738531658,0.211378,117.21413851995896,0,1,445,87.90769574795952,34.2756179193516,41.95315317987553,14.714843445070208,-7.677535260523925
2007ss,PantheonPlus,SNIa,190.275,50.3913,0.01557,0.01619,0.01652,34.4137,0.2687770265480292,0.34637,76.33786332418481,0,1,209,48.35018188192186,13.165569101687112,18.368442680712132,11.107399198140174,-5.20287357902502
2007sw,PantheonPlus,SNIa,183.404,46.4934,0.02428,0.025,0.02517,34.9117,0.2191966240615945,0.306484,96.01520201421147,0,1,386,74.50337610339577,30.314894883878445,34.660620542897995,12.726573660899371,-4.34572565901955
2007ux,PantheonPlus,SNIa,152.333,14.9924,0.0307,0.03183,0.03264,35.8808,0.13586883380672699,0.19004,150.0237441601356,0,2,512,94.70212287771695,41.958208155883035,45.6180243738395,15.744166069872954,-3.659816217956468
2008050,PantheonPlus,SNIa,204.198,5.1418,0.04526,0.04627,0.04625,36.2636,0.1547555168645047,0.218105,178.94517798476895,0,1,624,137.18487647467472,105.01111365381418,72.01568345073044,21.6415134573941,32.99543020308374
2008051,PantheonPlus,SNIa,229.995,4.9046,0.03777,0.03835,0.03873,36.0125,0.12592847176075792,0.17035,159.40428807122197,0,1,585,113.92139969899601,69.75273582070429,57.30450260185333,18.430982932196184,12.448233218850959
2008Y,PantheonPlus,SNIa,169.877,54.4628,0.06965,0.07028,0.07056,37.2775,0.15021983890285598,0.212322,285.43025137865857,0,2,699,207.1526307360435,85.44508262832557,117.49875430766566,27.90659811545229,-32.0536716793401
2008Z,PantheonPlus,SNIa,145.814,36.2844,0.02062,0.02146,0.02118,35.2056,0.21790261586314194,0.304103,109.93095479250249,0,2,293,64.00796586735284,42.68629911394175,27.682272351992143,12.033040649012609,15.004026761949607
2008ar,PantheonPlus,SNIa,186.158,10.8382,0.02617,0.02732,0.02849,35.2913,0.13047195100863632,0.178243,114.35627490395619,0,3,440,81.37196637123188,28.524645222573255,38.42782192429277,13.724712270126854,-9.903176701719516
2008bf,PantheonPlus,SNIa,181.012,20.2452,0.02342,0.02451,0.02462,34.8898,0.1806637484389162,0.233972,95.05172437510782,0,3,373,73.05169372579802,11.396735770342694,33.695403856208614,12.630647000674044,-22.29866808586592
2008bz,PantheonPlus,SNIa,189.741,11.1295,0.06015,0.0613,0.06099,37.1631,0.09026173053958139,0.123921,270.7821299238384,0,2,679,181.08229794437415,98.0725875016204,100.97445561149539,25.72799095708155,-2.9018681098749823
2008eq,PantheonPlus,SNIa,255.03,23.1324,0.0568,0.0568,0.05728,37.0687,0.16168846588424296,0.221323,259.2626764044559,0,1,671,167.9738310186219,44.48145640301567,92.26453549337786,24.651808419781815,-47.78307909036219
2008hv,PantheonPlus,SNIa,136.892,3.3923,0.01255,0.0136,0.01375,33.7683,0.1677606330460159,0.232778,56.710046057272244,0,3,153,40.64043501878836,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2009al,PantheonPlus,SNIa,162.842,8.5785,0.02207,0.02328,0.02342,35.0081,0.15977074200240793,0.221692,100.37371536599169,0,3,339,69.40615651360812,31.88117769578531,31.27150355718068,12.389751185660284,0.6096741386046318
2009an,PantheonPlus,SNIa,185.697,65.8512,0.00887,0.00921,0.01026,33.2253,0.2130171824055515,0.299086,44.16314567793713,0,2,115,27.55070179634421,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2009bv,PantheonPlus,SNIa,196.835,35.7844,0.03667,0.03748,0.03848,36.2564,0.10845870181778869,0.149974,178.35282800257417,0,1,584,111.36041146383374,20.63268878885176,55.68034502007898,18.08436185254367,-35.04765623122722
2009cz,PantheonPlus,SNIa,138.75,29.7353,0.02227,0.02315,0.02343,34.8582,0.12276233135616153,0.170636,93.67851550801814,0,2,342,69.02072899777043,40.78606575205084,31.015234640827643,12.36428227116231,9.770831111223195
2009dc,PantheonPlus,SNIa,237.801,25.7078,0.02146,0.02179,0.02137,34.3468,0.14313797539437254,0.19901,74.02186106986466,0,1,298,64.9871111570454,40.861067936866206,28.333301383472506,12.09774222489796,12.5277665533937
2009do,PantheonPlus,SNIa,188.743,50.8512,0.03964,0.04027,0.04099,36.0403,0.10397908443528439,0.147245,161.4581604110556,0,1,597,119.56936519986944,64.25149239789656,60.88639566324894,19.1954159244582,3.365096734647615
2009eu,PantheonPlus,SNIa,247.171,39.5535,0.03063,0.03072,0.03108,35.9224,0.32773600656626056,0.399302,152.92553199871014,0,1,482,91.42402414303858,40.473106169354224,43.84983856593293,15.24755007421915,-3.376732396578703
2009fv,PantheonPlus,SNIa,247.434,40.8116,0.03065,0.03072,0.03108,35.406,0.28097925190305423,0.332119,120.55910077295344,0,2,483,91.42402414303858,36.94701937171809,43.84983856593293,15.24755007421915,-6.902819194214835
2009gf,PantheonPlus,SNIa,213.905,14.2802,0.01844,0.01925,0.01855,34.576,0.18399864129933133,0.296243,82.2621393883111,0,2,252,57.44663826053201,26.398891535305843,23.31967693120926,11.599470431670644,3.0792146040965847
2009kq,PantheonPlus,SNIa,129.063,28.0671,0.01169,0.01247,0.01259,33.5874,0.18487068453381136,0.26006,52.177107523972246,0,2,138,37.27372233073353,16.71396942871737,18.368442680712132,11.107399198140174,-1.6544732519947623
2009na,PantheonPlus,SNIa,161.756,26.5439,0.02104,0.02209,0.02205,34.7477,0.1414343664036432,0.199095,89.03074345791546,0,1,307,65.87710777921868,45.26315120744565,28.925055891259788,12.15655288823203,16.338095316185864
2010Y,PantheonPlus,SNIa,162.766,65.7797,0.01105,0.01142,0.01233,33.7403,0.18248493088471715,0.254135,55.98349402078894,0,1,134,34.1437283753318,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2010ag,PantheonPlus,SNIa,255.973,31.5017,0.0334,0.03336,0.03335,35.8159,0.14382374630081082,0.198961,145.60624429185427,0,1,527,99.21767381715237,49.25391082777688,48.0536841059654,16.4282500487935,1.2002267218114753
2010ai,PantheonPlus,SNIa,194.85,27.9964,0.01826,0.01918,0.01826,34.9792,0.16243035430608405,0.21848,99.04669761480659,0,1,248,57.23869912248133,22.08116154962709,23.18141919042545,11.585729886664964,-1.100257640798361
2010ao,PantheonPlus,SNIa,205.921,3.9,0.02324,0.02422,0.02369,34.943,0.15848047198314372,0.2098,97.40920524918582,0,1,350,72.19237241808436,41.193484073886786,33.12404521864941,12.57386335131554,8.06943885523738
2010cr,PantheonPlus,SNIa,202.354,11.7962,0.02269,0.02368,0.02295,35.2685,0.21810916991268386,0.304874,113.16183988888648,0,1,326,70.59193526561228,44.59968542093459,32.05992219187548,12.468107027958338,12.539763229059112
2010dt,PantheonPlus,SNIa,250.811,32.6751,0.05287,0.05291,0.05316,36.8474,0.12228597630145494,0.172204,234.14236461427896,0,1,661,156.61852426200755,95.80071285309016,84.5783599289177,23.886918238643357,11.222352924172455
2011ao,PantheonPlus,SNIa,178.463,33.3629,0.01074,0.01168,0.01195,33.4974,0.2192426509600721,0.301502,50.05874990917364,0,1,131,34.9189209466455,13.02626026974447,18.368442680712132,11.107399198140174,-5.342182410967663
2011by,PantheonPlus,SNIa,178.94,55.3256,0.00313,0.00369,0.00349,31.7933,0.1206360228124253,0.55272,22.838101564644802,1,1,11,11.052691090591285,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2011dl,PantheonPlus,SNIa,244.521,21.5511,0.0341,0.03432,0.03403,35.7587,0.22891459105963516,0.312966,141.82082257585145,0,1,535,102.04923787472092,56.40535832872767,49.77527565180191,16.824126058416415,6.63008267692576
2011fe,PantheonPlus,SNIa,210.774,54.2737,0.00082,0.00122,0.00122,28.9987,0.17824443890343394,1.51645,6.30579720954125,1,2,0,3.6564135645899243,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2012bh,PantheonPlus,SNIa,183.406,46.4835,0.02428,0.025,0.02517,35.1989,0.1693864221240888,0.238281,109.59228952472617,0,1,387,74.50337610339577,30.31794389633065,34.660620542897995,12.726573660899371,-4.3426766465673445
2012cg,PantheonPlus,SNIa,186.803,9.4203,0.00144,0.00256,0.00256,30.7233,0.24750242423055172,0.782372,13.952756014903223,1,2,2,7.6700429749465275,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2012ht,PantheonPlus,SNIa,163.345,16.7764,0.00352,0.00465,0.00465,32.033,0.11057703197319052,0.420403,25.5035126027534,1,2,20,13.925021212174416,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2013gq,PantheonPlus,SNIa,124.473,23.4696,0.01381,0.01457,0.01453,33.7526,0.15318828284173694,0.2163,56.301504459821906,0,1,169,43.52899133362738,11.54825931164045,18.368442680712132,11.107399198140174,-6.820183369071682
2013gs,PantheonPlus,SNIa,142.787,46.3848,0.01681,0.01748,0.01776,34.2221,0.23166059224650187,0.320412,69.89079812955951,0,1,240,52.186595504604924,33.79302863596787,19.82229959917744,11.251888658959807,13.97072903679043
2014ai,PantheonPlus,SNIa,139.934,33.7637,0.02233,0.02317,0.02313,35.0225,0.19620395001120644,0.271221,101.04155005282138,0,1,332,69.0800271165766,43.88097284872171,31.054661677102423,12.368200669968068,12.826311171619288
2016afk,PantheonPlus,SNIa,155.625,15.0966,0.0456,0.04677,0.04738,36.5642,0.1665989195643237,0.229149,205.51333174023125,0,1,632,138.65048146345947,44.43902356013771,72.94006727581463,21.847323231338105,-28.501043715676914
2016coj,PantheonPlus,SNIa,182.028,65.1772,0.00452,0.00489,0.0057,31.9117,0.3324530342770239,0.469628,24.11792831581488,0,1,31,14.642899246075466,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2016ffh,PantheonPlus,SNIa,227.956,46.251,0.01819,0.01851,0.01865,34.6171,0.17105107424392282,0.238984,83.83396365296068,0,1,253,55.24806967722548,9.775777162598644,21.857859169840445,11.454189794027357,-12.082082007241802
2019ein,PantheonPlus,SNIa,208.371,40.2754,0.00775,0.00837,0.00883,32.8616,0.23299066504905297,0.327035,37.35252800218228,0,1,92,25.042930532071644,0.0,18.368442680712132,11.107399198140174,-18.368442680712132
2019np,PantheonPlus,SNIa,157.342,29.5106,0.00452,0.0055,0.00648,32.4338,0.12161093700814907,0.32229,30.67326452700798,1,2,53,16.467137625089318,0.47533534292763413,18.368442680712132,11.107399198140174,-17.8931073377845
350316,PantheonPlus,SNIa,131.469,43.8188,0.079,0.07966,0.07991,37.6003,0.11126302170982055,0.157805,331.1768720979073,0,1,726,234.2581956514203,190.7989740696652,133.31737387507414,29.184333648724316,57.48160019459107
360156,PantheonPlus,SNIa,150.807,1.8953,0.04551,0.04673,0.04656,36.5081,0.15238572767815234,0.209562,200.27189168317588,0,1,627,138.53324640562326,52.75506643416924,72.86612498438829,21.830860322889908,-20.111058550219056
370066,PantheonPlus,SNIa,130.349,43.0544,0.09,0.09066,0.09089,38.0269,0.11853649227136764,0.167553,403.06955882049493,0,1,737,265.8805061368057,201.15747123255426,152.65144838632486,30.865697575993682,48.5060228462294
