# DECADE (DELVE DR3) tangential shear profiles around eFEDS X-ray systems.
# See acquire_decade.py for every cut and convention.  g_t and g_x are
# metacalibration-response-corrected reduced shear; err is shape noise.
id	z	bin	R_Mpc	theta_arcmin	n	gt	gx	err	R11	R22	beta	beta2
092807.5-001353	0.7710	2	0.58437	nan	9	nan	nan	nan	nan	nan	nan	nan
092807.5-001353	0.7710	3	0.77803	nan	14	nan	nan	nan	nan	nan	nan	nan
092807.5-001353	0.7710	4	1.03541	2.3282	21	0.0066695	-0.0838957	0.0522258	0.85539	0.63163	0.25078	0.06624
092807.5-001353	0.7710	5	1.40172	3.1518	39	-0.0462580	0.0596566	0.0625390	0.75498	0.57623	0.25235	0.06692
092807.5-001353	0.7710	6	1.89459	4.2601	61	-0.0318710	0.0069358	0.0417299	0.65824	0.66286	0.25383	0.06811
092807.5-001353	0.7710	7	2.46499	5.5427	112	-0.0037046	-0.0072967	0.0302005	0.63730	0.56634	0.25444	0.06779
092807.5-001353	0.7710	8	3.32099	7.4674	256	0.0075657	-0.0172081	0.0200592	0.63268	0.67708	0.25451	0.06792
092807.5-001353	0.7710	9	4.39542	9.8834	403	-0.0045519	-0.0073177	0.0162363	0.62328	0.60665	0.25268	0.06692
092807.7-012704	1.3040	0	0.32967	nan	0	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	1	0.43892	nan	0	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	2	0.58437	nan	0	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	3	0.77803	nan	0	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	4	1.03586	nan	1	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	5	1.37912	nan	1	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	6	1.83614	nan	0	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	7	2.44462	nan	1	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	8	3.25472	nan	3	nan	nan	nan	nan	nan	nan	nan
092807.7-012704	1.3040	9	4.33329	nan	2	nan	nan	nan	nan	nan	nan	nan
092813.0-004508	0.3180	0	0.32967	nan	11	nan	nan	nan	nan	nan	nan	nan
092813.0-004508	0.3180	1	0.45239	1.6265	31	-0.0275950	0.0610327	0.0596452	0.79739	0.69807	0.54019	0.30031
092813.0-004508	0.3180	2	0.58390	2.0994	46	0.0437879	-0.1110039	0.0584711	0.80214	0.71347	0.57311	0.33763
092813.0-004508	0.3180	3	0.78557	2.8245	81	0.0231430	0.0667733	0.0359404	0.70499	0.71960	0.58658	0.35067
092813.0-004508	0.3180	4	1.05084	3.7782	124	0.0264355	0.0005123	0.0280881	0.75956	0.53147	0.55379	0.31546
092813.0-004508	0.3180	5	1.40998	5.0695	290	0.0077412	0.0093433	0.0177294	0.68411	0.71449	0.57583	0.33909
092813.0-004508	0.3180	6	1.86171	6.6937	409	-0.0052382	0.0178827	0.0146439	0.72339	0.71976	0.55895	0.32265
092813.0-004508	0.3180	7	2.49098	8.9562	786	0.0137578	0.0000187	0.0102506	0.72161	0.75511	0.57359	0.33744
092813.0-004508	0.3180	8	3.31132	11.9057	1537	0.0032739	0.0026365	0.0067923	0.76834	0.74728	0.57009	0.33270
092813.0-004508	0.3180	9	4.40226	15.8281	2486	-0.0044072	0.0013740	0.0058548	0.72125	0.72683	0.56925	0.33182
092821.1+041941	0.1570	0	0.33505	2.0566	75	0.0472775	0.0207516	0.0303914	0.73070	0.73647	0.72263	0.52894
092821.1+041941	0.1570	1	0.44181	2.7120	109	0.0223063	-0.0064520	0.0228018	0.72457	0.72576	0.70702	0.50768
092821.1+041941	0.1570	2	0.59256	3.6373	196	0.0402388	-0.0333064	0.0201227	0.75558	0.71741	0.73543	0.54620
092821.1+041941	0.1570	3	0.79183	4.8605	310	-0.0010881	-0.0238973	0.0162409	0.74741	0.75241	0.71224	0.51373
092821.1+041941	0.1570	4	1.05043	6.4478	428	0.0081684	-0.0091449	0.0122132	0.72488	0.71603	0.72535	0.53251
092821.1+041941	0.1570	5	1.39931	8.5894	740	-0.0020920	-0.0056022	0.0097850	0.74110	0.74007	0.72281	0.52911
092821.1+041941	0.1570	6	1.88215	11.5532	1323	-0.0032507	0.0166075	0.0077041	0.73443	0.72102	0.72564	0.53325
092821.1+041941	0.1570	7	2.49710	15.3279	2386	0.0043545	0.0000849	0.0055329	0.73555	0.73409	0.72410	0.53086
092821.1+041941	0.1570	8	3.29242	20.2098	4120	0.0015185	-0.0002452	0.0043703	0.73245	0.72312	0.72802	0.53675
092821.1+041941	0.1570	9	4.40606	27.0456	6830	0.0051030	-0.0031361	0.0033245	0.73047	0.72532	0.72825	0.53697
092821.2+042149	0.2350	0	0.33796	1.5084	40	-0.0027204	0.0119591	0.0313731	0.62328	0.60828	0.64839	0.42892
092821.2+042149	0.2350	1	0.45327	2.0230	70	0.0411232	-0.0017455	0.0357164	0.73557	0.71838	0.61466	0.38736
092821.2+042149	0.2350	2	0.59857	2.6715	88	0.0286091	0.0242791	0.0276450	0.72270	0.75672	0.60231	0.37373
092821.2+042149	0.2350	3	0.79722	3.5581	156	0.0354412	-0.0178431	0.0195558	0.75928	0.74069	0.59892	0.36901
092821.2+042149	0.2350	4	1.04681	4.6721	265	0.0079229	-0.0071655	0.0161115	0.75586	0.70552	0.60670	0.37818
092821.2+042149	0.2350	5	1.40225	6.2585	437	-0.0039689	-0.0380313	0.0130655	0.72640	0.69493	0.62669	0.40278
092821.2+042149	0.2350	6	1.86449	8.3215	591	-0.0040797	0.0264711	0.0113624	0.72733	0.73346	0.61396	0.38710
092821.2+042149	0.2350	7	2.49254	11.1246	1190	0.0145565	0.0028977	0.0079854	0.71954	0.72331	0.62878	0.40515
092821.2+042149	0.2350	8	3.32256	14.8291	1984	-0.0072265	0.0072081	0.0061039	0.72350	0.71054	0.62276	0.39729
092821.2+042149	0.2350	9	4.39603	19.6202	3651	0.0093155	-0.0010300	0.0046917	0.71862	0.72059	0.62291	0.39807
092828.3-000955	0.5090	0	0.32967	nan	2	nan	nan	nan	nan	nan	nan	nan
092828.3-000955	0.5090	1	0.43892	nan	18	nan	nan	nan	nan	nan	nan	nan
092828.3-000955	0.5090	2	0.58437	nan	12	nan	nan	nan	nan	nan	nan	nan
092828.3-000955	0.5090	3	0.77963	2.1087	32	-0.0911405	-0.5088355	0.4942441	0.41994	-0.26725	0.41018	0.17249
092828.3-000955	0.5090	4	1.04969	2.8391	57	0.0790748	0.0038136	0.0416621	0.69967	0.62206	0.40353	0.16805
092828.3-000955	0.5090	5	1.38897	3.7567	108	0.0067358	0.0452160	0.0259779	0.72446	0.72017	0.39998	0.16652
092828.3-000955	0.5090	6	1.86765	5.0514	190	-0.0205556	-0.0022970	0.0196804	0.71706	0.68511	0.40255	0.16904
092828.3-000955	0.5090	7	2.48716	6.7269	333	-0.0186178	0.0048059	0.0168551	0.66122	0.70210	0.40236	0.16836
092828.3-000955	0.5090	8	3.34359	9.0433	636	-0.0087265	0.0018511	0.0114730	0.69591	0.68657	0.40762	0.17235
092828.3-000955	0.5090	9	4.40353	11.9101	1224	0.0016612	-0.0025184	0.0084820	0.70182	0.69022	0.40410	0.16983
092832.4+041517	0.4400	0	0.32967	nan	3	nan	nan	nan	nan	nan	nan	nan
092832.4+041517	0.4400	1	0.43892	nan	11	nan	nan	nan	nan	nan	nan	nan
092832.4+041517	0.4400	2	0.58437	nan	17	nan	nan	nan	nan	nan	nan	nan
092832.4+041517	0.4400	3	0.79184	2.3212	41	0.0077363	0.0866734	0.0515611	0.60456	0.54807	0.45361	0.21289
092832.4+041517	0.4400	4	1.04762	3.0710	64	0.0731684	0.0243136	0.0344769	0.77751	0.60387	0.44147	0.20376
092832.4+041517	0.4400	5	1.39862	4.0999	110	-0.0268452	0.0082701	0.0276097	0.69147	0.65619	0.46676	0.22289
092832.4+041517	0.4400	6	1.87132	5.4855	172	-0.0129811	0.0099398	0.0195265	0.65533	0.60203	0.45413	0.21529
092832.4+041517	0.4400	7	2.49225	7.3057	366	-0.0159109	0.0077623	0.0154971	0.62924	0.61975	0.45319	0.21317
092832.4+041517	0.4400	8	3.29729	9.6656	641	-0.0135113	0.0081835	0.0120010	0.64845	0.67086	0.44918	0.20946
092832.4+041517	0.4400	9	4.41594	12.9448	1212	-0.0068197	0.0051860	0.0083750	0.65087	0.66087	0.44856	0.20847
092844.0+005318	0.3180	0	0.32967	nan	19	nan	nan	nan	nan	nan	nan	nan
092844.0+005318	0.3180	1	0.44687	1.6067	21	0.1127960	-0.0122843	0.0747948	0.63563	0.78853	0.55171	0.31293
092844.0+005318	0.3180	2	0.59715	2.1470	39	0.0093015	0.0133328	0.0433817	0.75123	0.64311	0.52378	0.28561
092844.0+005318	0.3180	3	0.79605	2.8622	63	0.0007967	0.0491228	0.0384888	0.68070	0.71554	0.55515	0.31627
092844.0+005318	0.3180	4	1.04883	3.7710	137	0.0077322	-0.0491121	0.0281565	0.70477	0.66053	0.54091	0.29974
092844.0+005318	0.3180	5	1.41820	5.0991	200	-0.0034059	0.0021399	0.0219952	0.67328	0.73166	0.55116	0.31226
092844.0+005318	0.3180	6	1.84378	6.6292	350	-0.0140046	-0.0215622	0.0140687	0.67441	0.68486	0.55226	0.31419
092844.0+005318	0.3180	7	2.50703	9.0139	649	0.0234585	0.0240676	0.0116019	0.68801	0.69304	0.54887	0.31079
092844.0+005318	0.3180	8	3.29610	11.8510	867	0.0156624	-0.0158807	0.0099354	0.70647	0.69881	0.54769	0.30994
092844.0+005318	0.3180	9	4.43228	15.9361	1868	0.0115943	0.0073473	0.0067639	0.68844	0.70341	0.55352	0.31547
092846.5+000056	0.3440	0	0.32831	1.1203	22	0.0199279	0.0243203	0.0536066	0.80283	0.83960	0.54753	0.30575
092846.5+000056	0.3440	1	0.44732	1.5263	44	-0.0235687	0.0740230	0.0582163	0.48273	0.73234	0.54093	0.29950
092846.5+000056	0.3440	2	0.59147	2.0182	52	0.0516346	0.0170308	0.0354881	0.76607	0.70126	0.54481	0.30278
092846.5+000056	0.3440	3	0.78947	2.6938	87	0.0390127	-0.0263842	0.0240485	0.70579	0.83795	0.52616	0.28636
092846.5+000056	0.3440	4	1.05630	3.6043	151	0.0213721	0.0002064	0.0234490	0.67528	0.63541	0.53145	0.29209
092846.5+000056	0.3440	5	1.39912	4.7741	264	0.0020177	0.0185396	0.0164570	0.72713	0.75461	0.53186	0.29078
092846.5+000056	0.3440	6	1.86978	6.3801	420	0.0180207	-0.0036551	0.0141431	0.75524	0.69226	0.53770	0.29614
092846.5+000056	0.3440	7	2.47749	8.4538	691	-0.0125306	0.0013929	0.0107731	0.72359	0.73230	0.53509	0.29425
092846.5+000056	0.3440	8	3.30869	11.2900	1232	0.0013426	-0.0008724	0.0084792	0.68903	0.67362	0.53977	0.29915
092846.5+000056	0.3440	9	4.40264	15.0228	2079	-0.0003145	-0.0078648	0.0064798	0.71712	0.68362	0.54121	0.30075
092859.0+040532	0.2590	0	0.32812	1.3629	23	0.0372036	0.0088488	0.0604541	0.65319	0.76636	0.56302	0.33198
092859.0+040532	0.2590	1	0.44426	1.8452	49	0.0580514	0.0212101	0.0407209	0.69141	0.81570	0.57348	0.34112
092859.0+040532	0.2590	2	0.60271	2.5033	76	0.0140518	0.0217568	0.0402116	0.75236	0.71776	0.57409	0.34050
092859.0+040532	0.2590	3	0.79669	3.3090	111	-0.0125760	0.0101514	0.0258513	0.71851	0.66813	0.56756	0.33416
092859.0+040532	0.2590	4	1.03863	4.3139	186	0.0224449	-0.0097171	0.0217406	0.67318	0.68720	0.56667	0.33357
092859.0+040532	0.2590	5	1.39824	5.8076	283	-0.0087411	-0.0139053	0.0163598	0.69892	0.73812	0.59034	0.35976
092859.0+040532	0.2590	6	1.86215	7.7344	536	0.0118149	-0.0096944	0.0125507	0.70859	0.71432	0.57801	0.34473
092859.0+040532	0.2590	7	2.50043	10.3855	999	-0.0036400	0.0012171	0.0089349	0.70286	0.69838	0.59081	0.35952
092859.0+040532	0.2590	8	3.30352	13.7211	1669	0.0058314	0.0051281	0.0070978	0.71776	0.69640	0.60041	0.37125
092859.0+040532	0.2590	9	4.40462	18.2945	3025	-0.0047015	0.0022181	0.0051262	0.71276	0.70562	0.59454	0.36389
092900.0-003920	0.5030	0	0.32967	nan	6	nan	nan	nan	nan	nan	nan	nan
092900.0-003920	0.5030	1	0.43892	nan	8	nan	nan	nan	nan	nan	nan	nan
092900.0-003920	0.5030	2	0.58437	nan	13	nan	nan	nan	nan	nan	nan	nan
092900.0-003920	0.5030	3	0.79876	2.1740	46	0.0046579	-0.0236014	0.0431296	0.58876	0.75608	0.42319	0.18360
092900.0-003920	0.5030	4	1.04823	2.8529	84	-0.0148116	-0.0016514	0.0286581	0.67079	0.73006	0.39223	0.15971
092900.0-003920	0.5030	5	1.39728	3.8029	125	-0.0496988	0.0087940	0.0249612	0.68618	0.73634	0.40915	0.17412
092900.0-003920	0.5030	6	1.85845	5.0581	239	0.0385912	0.0364213	0.0182301	0.69320	0.75529	0.40832	0.17288
092900.0-003920	0.5030	7	2.51219	6.8374	374	-0.0048655	-0.0374355	0.0148970	0.69678	0.67840	0.41584	0.17895
092900.0-003920	0.5030	8	3.28949	8.9529	644	0.0192574	0.0057460	0.0121572	0.67286	0.64796	0.41372	0.17690
092900.0-003920	0.5030	9	4.40378	11.9857	1149	-0.0017507	-0.0048618	0.0087190	0.69069	0.67693	0.41339	0.17697
092910.2+022034	0.4400	0	0.32967	nan	13	nan	nan	nan	nan	nan	nan	nan
092910.2+022034	0.4400	1	0.43892	nan	19	nan	nan	nan	nan	nan	nan	nan
092910.2+022034	0.4400	2	0.60653	1.7780	38	-0.0302878	-0.0101500	0.0430838	0.61360	0.61389	0.45066	0.20808
092910.2+022034	0.4400	3	0.78985	2.3153	61	0.1008671	-0.0174979	0.0384572	0.65945	0.68115	0.43851	0.19812
092910.2+022034	0.4400	4	1.03809	3.0430	97	-0.0284022	0.0068713	0.0289158	0.62347	0.57388	0.45661	0.21493
092910.2+022034	0.4400	5	1.41782	4.1562	144	-0.0054984	0.0074015	0.0227268	0.61474	0.58643	0.46518	0.22263
092910.2+022034	0.4400	6	1.86018	5.4529	287	-0.0222516	0.0229953	0.0186149	0.64591	0.64136	0.45636	0.21413
092910.2+022034	0.4400	7	2.49905	7.3256	457	0.0041732	0.0176762	0.0136548	0.67459	0.68356	0.45613	0.21497
092910.2+022034	0.4400	8	3.30882	9.6994	800	-0.0030301	0.0041917	0.0105088	0.70984	0.62134	0.45867	0.21717
092910.2+022034	0.4400	9	4.40811	12.9218	1335	0.0138480	0.0059529	0.0081239	0.64539	0.66839	0.45555	0.21441
092911.0+021118	0.4690	0	0.32967	nan	11	nan	nan	nan	nan	nan	nan	nan
092911.0+021118	0.4690	1	0.43892	nan	13	nan	nan	nan	nan	nan	nan	nan
092911.0+021118	0.4690	2	0.59311	1.6768	24	-0.0639399	-0.0241866	0.0834345	0.64597	0.68016	0.43520	0.19371
092911.0+021118	0.4690	3	0.82382	2.3291	39	0.0043160	0.0152741	0.0352355	0.71033	0.68109	0.41766	0.18245
092911.0+021118	0.4690	4	1.05694	2.9882	71	-0.0162261	0.0152698	0.0395441	0.64995	0.66903	0.42414	0.18720
092911.0+021118	0.4690	5	1.40859	3.9824	130	0.0010912	0.0189622	0.0262508	0.60892	0.72248	0.42962	0.19102
092911.0+021118	0.4690	6	1.85663	5.2491	194	0.0065280	0.0130933	0.0209401	0.64714	0.68955	0.42640	0.18864
092911.0+021118	0.4690	7	2.47869	7.0078	388	0.0430311	-0.0013236	0.0155912	0.64597	0.61421	0.43716	0.19767
092911.0+021118	0.4690	8	3.31690	9.3775	644	0.0129081	0.0218253	0.0119892	0.61857	0.63067	0.43889	0.19857
092911.0+021118	0.4690	9	4.43817	12.5476	1320	0.0024216	-0.0047471	0.0085216	0.69071	0.61668	0.42819	0.18942
092915.2+002427	0.4580	0	0.32967	nan	9	nan	nan	nan	nan	nan	nan	nan
092915.2+002427	0.4580	1	0.43892	nan	10	nan	nan	nan	nan	nan	nan	nan
092915.2+002427	0.4580	2	0.58702	1.6818	23	-0.0488301	0.0243067	0.1019211	0.61104	0.51140	0.49464	0.24854
092915.2+002427	0.4580	3	0.78385	2.2457	27	-0.0328476	0.0912651	0.0778530	0.56701	0.59926	0.46299	0.22194
092915.2+002427	0.4580	4	1.05630	3.0263	55	0.0082106	0.0212368	0.0542729	0.48202	0.69645	0.46974	0.22714
092915.2+002427	0.4580	5	1.40151	4.0154	110	-0.0402255	-0.0024465	0.0251000	0.78104	0.73229	0.44081	0.20183
092915.2+002427	0.4580	6	1.86763	5.3508	215	0.0122317	-0.0358272	0.0230813	0.62012	0.66842	0.43711	0.19802
092915.2+002427	0.4580	7	2.47653	7.0953	368	-0.0172774	0.0129664	0.0175918	0.60959	0.67375	0.44584	0.20601
092915.2+002427	0.4580	8	3.28284	9.4054	629	-0.0157223	-0.0185635	0.0110379	0.66586	0.66658	0.44562	0.20597
092915.2+002427	0.4580	9	4.41380	12.6457	1290	0.0030294	-0.0104603	0.0083319	0.67066	0.65744	0.43812	0.19974
092915.7-001357	0.3220	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
092915.7-001357	0.3220	1	0.44095	1.5721	22	-0.0652116	0.0591353	0.0837874	0.67930	0.65149	0.60459	0.37555
092915.7-001357	0.3220	2	0.58829	2.0974	40	0.0030698	0.0328310	0.0472483	0.71417	0.70035	0.53886	0.30189
092915.7-001357	0.3220	3	0.78073	2.7835	82	-0.0204977	-0.1024535	0.0365206	0.61896	0.70809	0.56261	0.32547
092915.7-001357	0.3220	4	1.05836	3.7733	127	0.0115871	0.0185373	0.0246725	0.80637	0.69742	0.56830	0.33220
092915.7-001357	0.3220	5	1.39577	4.9763	206	0.0003459	-0.0035615	0.0193331	0.76066	0.68780	0.56969	0.33152
092915.7-001357	0.3220	6	1.88237	6.7111	391	-0.0118741	-0.0099339	0.0136027	0.74620	0.66490	0.57050	0.33293
092915.7-001357	0.3220	7	2.48195	8.8488	789	0.0108862	0.0222297	0.0100882	0.70381	0.73126	0.56510	0.32682
092915.7-001357	0.3220	8	3.29154	11.7352	1402	0.0006999	-0.0013838	0.0081082	0.69664	0.69131	0.57087	0.33284
092915.7-001357	0.3220	9	4.40101	15.6907	2419	-0.0007134	-0.0003781	0.0061146	0.70987	0.71418	0.56405	0.32639
092918.3+044925	0.3520	0	0.32967	nan	16	nan	nan	nan	nan	nan	nan	nan
092918.3+044925	0.3520	1	0.43892	nan	14	nan	nan	nan	nan	nan	nan	nan
092918.3+044925	0.3520	2	0.58857	1.9785	22	-0.1222367	0.0557270	0.0669396	0.57525	0.66077	0.52092	0.27869
092918.3+044925	0.3520	3	0.78943	2.6537	51	0.0150128	-0.0579521	0.0360608	0.75713	0.65110	0.52227	0.28119
092918.3+044925	0.3520	4	1.05559	3.5484	80	0.0221047	-0.0176254	0.0382419	0.68809	0.69320	0.52691	0.28526
092918.3+044925	0.3520	5	1.40151	4.7112	167	0.0014684	0.0275732	0.0201328	0.65004	0.63666	0.52650	0.28491
092918.3+044925	0.3520	6	1.87305	6.2963	244	0.0180113	-0.0138908	0.0173443	0.64954	0.66759	0.53457	0.29414
092918.3+044925	0.3520	7	2.50836	8.4319	520	0.0082325	0.0145043	0.0122237	0.65445	0.63116	0.52670	0.28579
092918.3+044925	0.3520	8	3.26051	10.9603	789	-0.0003074	0.0007736	0.0097061	0.64658	0.71280	0.51735	0.27604
092918.3+044925	0.3520	9	4.42888	14.8878	1308	0.0103888	0.0005772	0.0079835	0.66790	0.67898	0.52156	0.28052
092921.7+040040	0.5010	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
092921.7+040040	0.5010	1	0.43892	nan	14	nan	nan	nan	nan	nan	nan	nan
092921.7+040040	0.5010	2	0.59078	1.6113	21	-0.0199010	0.0003492	0.0657411	0.69330	0.56521	0.42995	0.19268
092921.7+040040	0.5010	3	0.77971	2.1266	28	0.1165535	-0.0068847	0.0566871	0.63373	0.51525	0.42151	0.18446
092921.7+040040	0.5010	4	1.02970	2.8084	42	0.0261278	0.0083942	0.0463826	0.65299	0.60763	0.39779	0.16681
092921.7+040040	0.5010	5	1.39076	3.7932	99	0.0445696	-0.0129912	0.0278068	0.64290	0.67515	0.41046	0.17424
092921.7+040040	0.5010	6	1.85858	5.0692	175	-0.0510060	0.0671070	0.0290514	0.50183	0.60468	0.40898	0.17383
092921.7+040040	0.5010	7	2.48816	6.7863	310	-0.0088384	0.0095436	0.0167139	0.62297	0.57472	0.41358	0.17717
092921.7+040040	0.5010	8	3.32102	9.0579	499	0.0025272	-0.0008662	0.0133605	0.61438	0.63984	0.41378	0.17801
092921.7+040040	0.5010	9	4.39232	11.9798	946	-0.0025598	0.0025031	0.0098335	0.63344	0.60802	0.41029	0.17414
092928.3+042411	0.2780	0	0.32967	nan	11	nan	nan	nan	nan	nan	nan	nan
092928.3+042411	0.2780	1	0.43892	nan	17	nan	nan	nan	nan	nan	nan	nan
092928.3+042411	0.2780	2	0.60346	2.3819	40	0.0348446	-0.0527906	0.0456441	0.57918	0.67743	0.57215	0.33643
092928.3+042411	0.2780	3	0.77910	3.0752	83	0.0512256	-0.0097490	0.0253289	0.81293	0.72942	0.57410	0.33772
092928.3+042411	0.2780	4	1.05450	4.1622	118	0.0619709	0.0010590	0.0236506	0.73297	0.67204	0.59031	0.35792
092928.3+042411	0.2780	5	1.40855	5.5597	239	0.0266937	-0.0016530	0.0180829	0.70649	0.68635	0.58697	0.35330
092928.3+042411	0.2780	6	1.86975	7.3801	500	0.0136470	0.0124341	0.0131822	0.69644	0.70471	0.58902	0.35637
092928.3+042411	0.2780	7	2.51385	9.9224	827	0.0039808	-0.0049508	0.0097757	0.72061	0.71186	0.57886	0.34516
092928.3+042411	0.2780	8	3.29612	13.0101	1613	-0.0154029	-0.0064589	0.0071283	0.70828	0.70017	0.57384	0.33955
092928.3+042411	0.2780	9	4.41229	17.4158	2729	0.0000974	-0.0048099	0.0054874	0.70586	0.69011	0.57970	0.34631
092941.7+023026	0.5440	0	0.32967	nan	7	nan	nan	nan	nan	nan	nan	nan
092941.7+023026	0.5440	1	0.43892	nan	14	nan	nan	nan	nan	nan	nan	nan
092941.7+023026	0.5440	2	0.58522	1.5296	29	0.0716505	0.1163912	0.0455854	0.65436	0.66242	0.36406	0.13557
092941.7+023026	0.5440	3	0.77271	2.0197	36	-0.0045938	0.0186641	0.0415345	0.68575	0.71707	0.36760	0.13936
092941.7+023026	0.5440	4	1.04269	2.7253	48	0.0415236	0.0234431	0.0424739	0.62686	0.66810	0.38722	0.15609
092941.7+023026	0.5440	5	1.41696	3.7036	107	0.0449833	-0.0416055	0.0268752	0.65748	0.60435	0.37696	0.14765
092941.7+023026	0.5440	6	1.86082	4.8637	190	0.0009185	0.0362115	0.0227978	0.67937	0.61634	0.37554	0.14574
092941.7+023026	0.5440	7	2.48206	6.4875	384	0.0228490	0.0105111	0.0148035	0.61604	0.63980	0.37350	0.14470
092941.7+023026	0.5440	8	3.34262	8.7367	626	-0.0059791	0.0016463	0.0129868	0.66808	0.62110	0.37776	0.14785
092941.7+023026	0.5440	9	4.39970	11.4996	998	0.0106631	0.0000894	0.0095358	0.66202	0.61622	0.37305	0.14419
092953.5+002801	0.1470	0	0.33349	2.1621	48	0.0852582	-0.0295977	0.0429328	0.63320	0.68495	0.75994	0.58582
092953.5+002801	0.1470	1	0.44914	2.9119	61	0.0388189	-0.0572383	0.0455937	0.72451	0.72046	0.75431	0.57585
092953.5+002801	0.1470	2	0.60415	3.9169	125	0.0615370	-0.0410277	0.0276780	0.71736	0.80535	0.75674	0.57861
092953.5+002801	0.1470	3	0.79225	5.1364	267	0.0103041	0.0115817	0.0160156	0.76294	0.76009	0.75528	0.57617
092953.5+002801	0.1470	4	1.04843	6.7973	425	0.0130305	0.0099342	0.0142145	0.75020	0.74163	0.76193	0.58453
092953.5+002801	0.1470	5	1.40555	9.1126	755	-0.0051928	0.0108951	0.0095917	0.72218	0.77395	0.76145	0.58472
092953.5+002801	0.1470	6	1.86673	12.1026	1353	0.0026923	0.0085971	0.0075341	0.73126	0.74371	0.75843	0.58030
092953.5+002801	0.1470	7	2.49000	16.1434	2420	0.0057160	-0.0010708	0.0059701	0.73455	0.73183	0.75730	0.57872
092953.5+002801	0.1470	8	3.32054	21.5281	4669	0.0102267	-0.0054718	0.0040739	0.74476	0.73707	0.76010	0.58306
092953.5+002801	0.1470	9	4.40896	28.5846	8691	-0.0000600	-0.0019242	0.0030102	0.73835	0.74156	0.75742	0.57912
092955.8-003403	0.1500	0	0.33133	2.1122	73	-0.0184854	0.0433885	0.0267231	0.79862	0.81043	0.73802	0.55098
092955.8-003403	0.1500	1	0.44553	2.8402	97	-0.0112658	0.0060079	0.0264896	0.78780	0.80994	0.74975	0.56802
092955.8-003403	0.1500	2	0.59426	3.7883	183	0.0416257	0.0197426	0.0230804	0.74193	0.72972	0.75583	0.57613
092955.8-003403	0.1500	3	0.79324	5.0569	260	0.0147365	0.0029584	0.0161634	0.76080	0.77028	0.74481	0.56036
092955.8-003403	0.1500	4	1.05259	6.7102	510	0.0009499	-0.0063361	0.0134071	0.72064	0.74748	0.74991	0.56866
092955.8-003403	0.1500	5	1.40245	8.9405	820	-0.0092091	0.0037904	0.0096604	0.76899	0.76019	0.75614	0.57741
092955.8-003403	0.1500	6	1.87062	11.9251	1684	0.0025170	0.0062015	0.0066957	0.75032	0.74967	0.75281	0.57286
092955.8-003403	0.1500	7	2.47805	15.7974	2902	0.0000175	0.0017427	0.0050999	0.76440	0.75753	0.75241	0.57207
092955.8-003403	0.1500	8	3.31399	21.1264	4637	-0.0001116	-0.0011185	0.0041418	0.75391	0.73872	0.75490	0.57577
092955.8-003403	0.1500	9	4.43164	28.2514	7985	-0.0042923	-0.0000299	0.0031598	0.75237	0.74934	0.75245	0.57212
093003.3+035630	0.3270	0	0.32967	nan	12	nan	nan	nan	nan	nan	nan	nan
093003.3+035630	0.3270	1	0.43892	nan	13	nan	nan	nan	nan	nan	nan	nan
093003.3+035630	0.3270	2	0.61278	2.1622	32	0.0848411	0.0744696	0.0520978	0.57528	0.57784	0.55203	0.31473
093003.3+035630	0.3270	3	0.78046	2.7539	63	0.0068966	-0.0544424	0.0315183	0.70676	0.66444	0.55152	0.31179
093003.3+035630	0.3270	4	1.08021	3.8116	103	0.0733317	-0.0564082	0.0282060	0.72657	0.65640	0.54120	0.30194
093003.3+035630	0.3270	5	1.39678	4.9287	222	0.0312402	0.0222369	0.0172942	0.76411	0.65520	0.53845	0.30021
093003.3+035630	0.3270	6	1.88967	6.6679	331	-0.0035890	0.0139942	0.0158893	0.67541	0.68035	0.54564	0.30623
093003.3+035630	0.3270	7	2.48797	8.7790	603	0.0013540	0.0001197	0.0120534	0.66015	0.66945	0.54908	0.30997
093003.3+035630	0.3270	8	3.32912	11.7471	1045	0.0146504	-0.0047429	0.0090683	0.67003	0.67877	0.54351	0.30532
093003.3+035630	0.3270	9	4.37947	15.4533	2050	0.0048931	0.0023927	0.0065789	0.66691	0.67528	0.54484	0.30612
093009.0+040144	0.3280	0	0.32967	nan	11	nan	nan	nan	nan	nan	nan	nan
093009.0+040144	0.3280	1	0.44677	1.5733	24	0.0615180	0.0652738	0.0537250	0.83467	0.70911	0.58573	0.34933
093009.0+040144	0.3280	2	0.58769	2.0695	35	0.0021841	-0.0295793	0.0523908	0.71705	0.68432	0.54076	0.30190
093009.0+040144	0.3280	3	0.78502	2.7644	70	-0.0425573	-0.0074714	0.0307634	0.81971	0.68886	0.52008	0.28005
