# eFEDS x HSC overlap, SAMPLED from Chiu+2022 Fig. 1.
# Each row is one plotted HSC S19A weak-lensing source from a
# random subset the authors drew for the figure.  This is a
# sampling of the coverage, NOT the survey mask.
RAdeg	DEdeg
139.64097	3.18692
132.47991	1.80260
140.38848	-0.38235
142.41924	1.72465
131.25608	4.15905
140.32030	2.42840
144.46457	0.40163
139.81013	1.05830
141.55857	-0.82321
144.44066	1.09860
133.48513	2.00350
135.06078	2.30224
145.73924	2.36736
134.00133	2.42113
134.04017	2.84151
138.30262	3.58913
138.15715	-1.11502
133.12243	-0.33358
140.71863	1.06048
133.88820	2.82105
140.95102	1.83808
141.47563	1.41308
143.52975	-0.05850
137.38389	0.37577
128.74582	1.03793
135.88347	3.43835
141.94443	2.44491
132.82060	1.49397
142.24961	-0.07760
137.54252	1.34766
131.08004	-0.08121
137.82875	1.32915
144.25919	3.19850
137.20532	2.42900
130.86950	1.53370
134.71864	0.86452
141.08762	3.56205
141.40521	-1.11003
128.80733	0.98182
140.21896	0.63339
133.28016	-0.08009
138.73236	3.14718
145.26520	0.45691
140.97486	1.81464
144.38773	-0.66275
137.67904	-1.01295
140.86241	0.64254
133.11842	-0.06526
135.24630	3.14418
141.53649	1.00925
135.27253	-1.35832
134.74287	1.10663
142.00058	2.58468
132.94901	1.23303
139.73790	3.34202
140.84705	0.94746
141.32677	2.50656
134.98444	-0.77106
131.18754	-0.03429
140.04714	1.56862
140.04008	-1.34629
142.09993	-1.40349
140.01509	3.85201
139.04897	1.43356
140.40887	1.24568
137.57499	-1.25111
142.85823	-0.57407
133.17990	4.31018
139.77942	0.84392
130.79646	1.40066
145.62738	1.03404
134.90697	2.52182
134.50272	3.79139
132.22867	-0.86966
144.98450	2.51088
140.29916	2.16817
139.06990	2.94340
133.63323	0.72302
139.36357	3.14968
143.00218	1.06573
129.26606	4.57495
129.05730	2.96832
139.93877	-1.40816
135.44024	4.14866
144.80239	1.41299
136.12389	-0.21580
132.81696	3.48591
130.12006	4.26678
131.16125	-0.58510
137.46232	3.74654
135.34345	3.10839
144.10903	3.00549
131.57061	1.11192
136.22839	-0.06772
140.98639	-0.59937
131.51108	3.72003
139.61238	0.00763
137.55281	2.75581
141.17423	1.78853
132.88677	2.08776
132.47375	4.64123
130.03303	0.34331
143.76217	0.19675
141.60561	3.54637
128.98547	3.05515
143.94348	3.24426
142.52243	0.23374
133.94404	1.41826
142.10561	2.12138
141.13449	1.55067
141.85168	2.42791
143.73282	-1.31716
143.88169	1.91415
129.43989	1.75591
137.89976	-0.46510
130.19106	0.38228
128.48499	0.83248
135.99400	0.82296
135.69792	-0.74440
144.08728	-1.00208
135.84667	1.81957
138.41650	1.01272
138.88380	-0.83657
134.14134	0.10736
140.07744	-0.04153
139.90505	-1.35907
135.83212	2.40173
129.35075	2.76511
139.91775	-0.43370
135.60709	2.29063
140.23276	0.72396
136.71763	-1.50892
137.83885	3.57895
135.35824	-1.39392
145.72654	-1.26786
132.50059	3.62928
133.57620	2.39229
129.09474	1.80149
141.20572	1.97556
134.90006	2.48378
142.50284	2.75873
134.58270	4.01588
139.81788	2.83081
137.94207	-1.32679
139.70225	-0.07524
145.27954	3.32963
129.25132	0.03886
138.08930	1.96322
138.44572	3.70257
136.73926	-0.37012
131.05876	1.14567
139.71841	0.98736
140.29951	-0.38452
129.95380	1.05771
133.16278	2.31610
138.19312	1.52523
139.00361	4.11407
131.51583	2.68225
133.77023	2.15120
128.74908	2.54027
135.13310	3.58427
135.49294	-1.37321
137.08105	-0.67365
145.36070	0.99844
131.86386	3.68113
143.03618	-1.44562
128.88377	1.54200
135.71169	3.78129
129.68763	0.36416
137.29142	2.85095
136.92862	2.44444
144.58193	2.00088
137.17520	-0.85839
144.79519	1.91243
141.16030	1.75951
139.33606	-1.29991
140.25042	1.33765
131.91449	2.72390
139.91917	2.07346
136.19086	-0.24735
137.85153	0.53944
133.33668	-1.19558
145.99603	1.68384
137.72774	0.31483
137.48254	4.27087
134.68172	0.45490
132.81249	0.36983
140.30776	-0.19033
133.58283	-0.91043
143.53737	-0.20411
135.36890	1.73293
135.46074	1.22291
134.52282	1.83109
145.93609	3.11284
141.53706	3.58681
140.89408	0.42016
134.90900	3.56401
141.74370	-0.04698
133.62740	-1.19512
142.94985	0.96799
144.51404	0.72587
131.10548	1.83163
130.22606	3.40045
134.00289	-0.57455
132.85472	-0.28564
134.30931	4.15078
135.23294	1.60864
138.57790	1.18637
141.85689	3.11493
136.55868	2.97625
139.21949	4.02486
140.90247	3.78878
138.78203	4.52835
132.81366	-1.09343
142.71302	0.14865
131.90773	-0.28937
140.83805	3.32227
136.24151	2.59850
142.27852	-0.38811
136.45402	0.49724
131.33780	0.89078
136.55776	0.52714
136.45940	-1.55795
139.00303	-1.40471
130.40943	3.07738
136.92100	2.27172
131.31621	2.18874
143.09120	-0.89830
135.07775	3.38808
129.19096	1.37960
135.00087	4.32556
134.99413	3.10472
128.97673	3.93564
133.28979	-0.42567
141.82715	0.82210
131.71272	2.23972
136.73355	0.72360
142.24261	1.27225
137.85091	-1.36168
145.50974	2.61543
139.49968	3.17183
131.30392	0.84360
142.82576	3.28996
142.14708	2.84385
139.07807	1.51767
137.82192	2.01394
145.46472	-0.67815
140.41617	-1.16780
140.25226	4.40581
141.48953	0.00093
142.04993	1.46470
144.66269	2.53228
135.34560	2.13599
129.31509	1.60053
137.37614	3.44339
144.64998	2.78459
140.47389	0.50085
131.90472	4.22122
138.03596	-0.03748
133.50273	1.05300
133.37082	3.45577
141.30846	-0.52061
145.43421	2.13764
143.27112	2.15947
130.48590	1.45273
138.17001	3.53600
134.33465	0.85859
135.79314	1.33652
137.03543	3.57516
139.34391	0.97801
143.47090	-0.64948
139.43889	3.97346
142.66157	-0.05772
132.01115	-0.89202
140.19924	2.50633
141.89497	1.79637
137.25988	-0.96402
139.26400	-0.01726
139.92980	2.35939
144.53418	1.15065
131.60991	1.35310
128.93822	1.70109
128.67211	-0.09830
131.24176	-1.01459
134.37651	1.97024
140.91372	1.31565
138.84355	0.07996
134.10325	1.16632
130.98653	0.38940
138.60540	1.84674
142.68511	-0.89571
129.60899	-0.64365
141.00604	4.42277
130.39954	2.20710
131.51705	-1.28747
143.97870	2.80923
137.09089	0.26729
134.36406	-1.38725
143.13957	1.26854
134.44146	3.63390
141.31941	3.67484
133.43477	0.35204
132.63231	0.17517
134.08813	-1.40621
136.02102	2.59460
145.82174	-0.75037
142.48834	1.85640
133.26238	0.29485
133.47214	1.98809
132.86463	-0.59083
138.94967	4.08222
132.44612	4.06451
132.28435	4.45497
135.67367	-0.70394
144.69459	-0.60272
145.46051	3.17767
143.98479	2.52649
141.87313	1.76546
136.27939	3.61373
140.89077	0.07941
134.63244	3.84841
130.41219	3.33269
133.77183	1.19944
137.10090	-0.62759
131.16006	0.94466
132.39265	0.64519
137.27271	4.24070
143.74744	1.04070
133.07120	1.83578
135.12106	-1.24761
144.01541	2.48313
143.19621	-0.07128
130.45563	3.23490
130.76394	1.95226
129.06000	2.26711
137.72580	3.64759
129.20891	2.32516
132.51762	0.00940
133.65543	0.42837
140.95908	-0.72617
135.79050	-0.01940
144.78262	-0.29875
144.52325	-0.81588
136.51847	0.92160
136.16420	-0.69509
139.37762	2.60233
137.50665	0.06120
136.74371	4.49012
141.74809	1.28520
130.27845	0.73720
129.91476	-0.35441
140.13074	3.63827
135.68663	2.78597
142.67949	0.12910
145.64353	0.53232
137.93095	-0.69056
143.83902	-0.46966
137.13772	-1.06567
142.79908	2.92577
139.87484	2.92002
136.42664	2.64657
144.95492	-0.47204
134.52669	1.10561
137.72187	3.66612
136.93002	1.67140
131.84998	1.54563
140.45250	2.84878
132.44731	0.73020
132.91330	2.05293
133.06506	-0.03303
139.74508	0.88115
136.11092	3.22016
140.95714	1.99987
143.92108	0.38457
134.32410	3.66410
140.51515	0.32122
135.64922	4.37917
139.64123	2.15581
136.67913	2.65887
136.19001	4.39666
141.68549	-1.03458
145.19672	0.77359
135.18276	1.48784
137.52794	-1.39019
142.06837	0.36594
136.40547	4.29339
144.23004	-1.25523
133.75684	3.53644
140.44214	4.24766
131.78610	3.14139
142.95035	0.27588
131.87863	4.38050
134.87335	-0.10391
141.07831	0.44174
133.20515	0.29068
135.11330	2.23766
131.72755	0.11868
135.70846	2.61792
133.25811	-0.91610
142.34033	0.22342
132.06152	3.18535
145.42866	1.73355
132.15977	3.40806
131.76693	0.48961
139.00692	-1.27684
136.55226	-1.23328
130.17253	1.31288
135.61431	2.93365
135.26124	-1.32116
144.26734	1.60893
135.23954	-0.82996
141.22536	0.27651
141.36883	-1.19088
138.22825	2.31569
130.00310	2.46044
143.22055	2.62874
136.45896	0.21617
136.74124	2.77295
132.52675	-0.01718
138.33605	2.80791
130.96580	-0.04338
141.26889	0.53179
137.83771	1.46656
133.85091	0.62596
142.33892	3.23026
139.92324	2.60947
134.46964	3.12285
142.01734	0.95488
141.03892	1.93395
133.53141	3.24871
142.26322	0.48054
129.69097	0.24055
135.77845	-0.03351
138.55544	2.05482
145.62462	1.31459
144.18620	-0.14967
132.41092	0.57971
143.30876	-0.43829
143.31675	1.10213
131.61194	-0.60798
128.78343	-0.62629
131.92716	4.29602
134.67040	1.81381
131.05689	4.00118
139.38507	-0.77663
132.63619	1.45054
130.10565	2.75813
142.85267	1.63559
129.50231	-0.79545
143.17038	1.10207
138.74754	2.86861
135.07025	1.54293
132.30577	2.77663
144.89295	-1.57250
138.65840	3.31920
138.81335	-0.18902
131.19164	2.28708
144.29261	1.54201
136.13226	1.72285
129.48738	1.42655
131.38702	2.00379
129.41418	3.80687
139.15201	1.34079
131.17923	0.54312
136.46874	-0.84252
136.33189	-0.01042
144.84705	0.24857
138.84460	2.41212
139.62245	4.06733
133.64359	1.07560
143.89312	1.91501
133.49673	0.31312
134.59804	4.15359
139.08825	1.08576
142.71917	0.84203
136.63565	-0.22967
139.10768	3.98226
145.85940	0.07920
128.93725	2.90760
133.07950	0.99793
142.29990	1.13558
136.55633	1.47493
130.23122	2.84631
130.74260	3.17386
131.84575	0.48567
136.16933	2.16892
134.14529	1.39605
133.89726	-1.04704
132.74583	-0.09383
137.77727	0.58278
132.20463	-0.77793
140.02296	1.95336
140.12340	4.19621
136.64654	3.65466
134.40726	0.85032
133.75843	4.36753
132.98509	-0.31401
131.24688	-0.22829
144.17944	1.70076
141.13138	1.54575
141.51168	0.22608
133.02724	2.86315
134.75897	1.20501
139.49139	1.77112
139.71233	0.97183
134.76464	3.58639
141.19613	1.21725
137.75223	-0.56370
138.72264	2.54250
145.57400	0.90004
137.59722	3.93969
134.77116	1.95484
142.83915	1.05503
136.54186	1.04806
140.93665	2.57642
142.85015	1.64096
141.02519	-0.97309
139.58398	3.17166
129.07446	3.29347
130.81560	1.64137
140.85217	2.58722
144.12188	2.67338
136.38304	-0.78560
133.38953	2.24769
136.48635	-0.36183
145.95555	-0.20273
136.25155	3.03128
132.42755	0.51389
142.54025	-0.31832
143.80093	2.14203
137.32700	2.67250
131.10886	0.85680
131.43670	-0.74320
133.62556	3.47004
131.40275	3.35273
134.71369	0.68636
136.43544	2.68425
129.57535	-0.03911
137.93551	1.83971
144.30440	2.93030
145.96431	-0.73008
143.12313	3.27425
130.81801	-0.31023
145.95418	0.27333
137.19745	1.66192
135.38407	1.93683
138.51500	3.57573
142.24337	0.31026
130.82809	3.18030
133.05196	3.70431
137.59164	0.92355
128.86850	1.65125
137.05850	1.12440
129.63215	4.40878
129.60663	1.64111
133.62853	1.36347
128.73214	2.58837
129.44440	2.54870
137.34857	3.56932
138.09890	1.94444
135.26362	2.10799
138.31093	1.31635
137.60545	1.87017
138.62528	1.87563
138.90249	-0.49895
139.25246	3.96827
132.63661	-0.53793
141.84117	-0.09177
132.45561	1.23162
133.25532	1.06573
139.48457	4.20813
135.90990	0.42221
136.56399	-0.80302
132.09049	-0.49928
138.29822	0.52201
141.03805	1.28207
141.45738	-0.62871
132.52604	1.62846
135.18516	3.44780
143.16001	1.08660
140.30966	3.91398
139.38810	0.78247
137.69352	0.10047
144.38152	1.29600
138.19782	4.10451
128.66010	-0.20373
134.23120	1.90110
138.49721	0.08105
141.20575	-0.24526
137.55129	-0.67058
132.63830	0.30421
140.72549	0.55820
129.75495	2.62823
136.98679	2.73643
136.88145	-0.06353
139.60802	1.18506
135.80525	4.30836
134.56777	3.91756
140.01558	0.60777
141.37035	1.74999
137.97873	1.38391
133.25917	3.18772
136.90099	1.36518
135.84693	3.85792
130.22327	1.80773
143.80261	3.06143
134.83180	-0.06583
140.43953	-1.18364
138.73938	0.07701
133.85217	1.28292
137.80760	2.15274
135.67748	4.00671
132.73834	1.99499
134.27260	2.74294
130.56450	0.15198
142.86107	-0.82745
133.42342	-1.04477
143.80821	0.70784
133.24315	1.73143
131.49665	3.25768
134.42361	1.08617
129.34347	3.16811
129.74205	4.22827
130.05693	1.28308
143.14670	3.06841
138.02797	2.41538
142.05599	0.18381
135.17537	0.24342
135.50574	-0.17077
143.71152	-0.90991
145.94355	2.02861
138.21171	2.49651
136.44307	2.08219
136.06273	3.61773
145.78365	-0.06570
135.69153	3.75636
139.54244	0.32143
139.67539	1.62196
143.30474	0.19033
144.27081	0.95983
137.94956	3.09131
138.48726	1.03476
139.82606	2.91188
136.27077	3.49367
134.07315	0.79093
134.93355	2.57422
131.32100	0.90757
132.78077	2.38258
142.41547	-1.03467
129.14641	2.82410
139.15301	0.13323
132.41572	1.98533
129.49744	-0.89053
140.30176	3.12796
144.66172	2.66937
129.13621	4.19156
129.53239	3.38910
140.52476	0.33860
134.13762	3.99484
140.32557	2.71880
134.08638	2.23651
137.80202	0.81916
131.33492	3.52428
129.00328	-0.29699
130.19327	1.05105
129.90028	1.63029
145.29309	2.34459
140.88918	4.12577
143.42183	2.28914
136.96408	-0.65196
143.24140	-0.82333
134.62290	2.48001
130.60010	2.16454
140.43472	-0.88011
133.14370	2.76742
145.54432	1.20680
130.68489	1.15605
129.67983	3.53631
131.94613	-0.98300
145.18458	-0.46329
136.97878	4.39998
135.92539	3.21296
130.65108	4.47174
139.33074	3.83753
133.97420	1.16052
128.78041	3.38047
132.37478	3.85764
140.60036	3.12621
129.86086	3.28673
128.94745	1.35595
142.19414	2.35566
137.64656	-0.11995
132.60336	0.74384
138.07870	2.29369
137.77019	-0.46980
137.08153	-0.28810
139.11308	2.31716
134.63177	0.86943
135.34513	-0.15314
136.35481	1.21605
141.05309	3.24013
134.93542	2.61516
137.52500	3.47498
141.86516	1.74675
140.91887	4.24595
137.47264	2.21558
142.87254	2.46196
130.03821	1.23613
140.24960	-1.01589
132.05041	2.25416
136.07784	-0.12991
137.00708	0.89877
142.34545	-1.38549
132.93868	1.64795
139.72389	0.72578
131.75276	-1.24419
141.09764	0.75423
135.05239	3.16393
133.88927	0.29010
139.04880	0.05949
136.34372	4.47583
143.96376	1.66312
135.21539	2.61913
135.09990	4.03063
138.25655	1.27603
136.69291	-1.21491
135.34879	-0.79530
132.17149	2.71301
135.82723	1.35690
137.39599	1.82882
136.57531	0.49154
130.79208	1.87878
139.99089	4.47618
140.54314	-0.98581
139.83670	1.67464
133.11462	0.37344
144.02251	-0.63731
134.51494	-0.34827
137.57296	4.48287
141.28420	-0.94535
137.61835	4.01915
139.86107	-0.83642
135.51381	0.63530
138.37943	4.13523
128.85119	-1.20900
139.83491	1.42409
142.30777	0.88825
140.35955	0.28112
134.98897	3.96954
139.74059	-0.06525
130.42986	3.27809
129.33227	3.45824
143.38409	0.55136
133.33045	1.95108
139.82508	3.54281
136.08925	-0.17978
137.90517	2.68213
145.70807	-0.15210
136.61939	0.58679
142.10774	2.10230
128.63909	2.00484
139.65000	-1.01730
140.80404	0.76929
134.69325	0.92873
143.08030	-0.68477
131.58913	-0.59383
130.24673	2.43262
135.76086	3.84373
128.87597	2.08669
139.75486	-0.17965
136.35638	2.48798
130.52835	1.36029
134.65387	3.05482
143.53298	-0.77385
140.60945	3.81857
131.09174	2.35734
141.69196	0.02881
142.13375	3.38578
138.31814	3.10167
133.21343	3.34396
128.84915	0.77956
138.88625	4.51503
130.72643	4.16229
129.37214	0.87513
145.84143	0.69952
140.22343	0.65317
130.45489	3.58634
143.64448	-0.62729
145.19761	2.43059
128.65642	-1.16639
142.61345	3.31621
132.08824	-0.09887
131.40318	0.86801
141.04980	1.51954
139.11928	0.95421
139.50795	2.19753
139.56255	3.69991
132.22970	0.83134
138.85793	4.11428
142.52363	0.10081
130.99627	4.10434
142.60202	0.63796
135.68479	-1.09778
143.73257	1.93447
137.79317	0.59885
136.85785	-0.02836
131.86531	-0.73247
138.36386	4.28266
142.38607	2.30911
129.63985	1.88263
139.00123	1.19267
137.89898	3.44700
144.84991	2.23141
129.80358	0.20012
136.58933	-0.40959
142.70016	1.91858
134.79817	4.12834
143.82945	2.52001
136.25043	3.93749
143.83085	-0.98815
129.51422	2.31083
136.11556	0.54814
142.06944	1.10076
130.10240	2.37621
133.77652	-1.40784
144.35822	2.25800
143.55897	1.02397
140.02536	3.54592
129.20382	0.80809
132.03434	1.81935
138.14063	2.45996
135.40113	-0.71075
129.32795	0.84794
145.89836	0.92043
135.12914	0.78158
132.01996	1.61217
131.85575	1.69263
135.24185	3.12379
131.34082	2.30204
140.93964	3.13764
141.33558	0.51366
135.62975	3.31862
134.70915	2.67006
135.84943	2.51087
130.64161	4.38928
136.76047	1.11795
129.63414	3.05487
144.14226	-0.25880
136.27943	-0.64595
139.50339	2.79416
139.64878	0.27770
135.69188	4.27442
133.69258	0.41857
132.86035	1.46007
144.42469	-0.40759
138.81769	1.24623
135.41723	2.78531
140.34644	0.93592
138.14410	3.17287
139.69306	3.88028
136.19713	1.30955
129.71594	0.17035
133.14560	1.32994
134.04203	0.77622
141.36125	2.32552
143.59620	1.38358
131.26333	1.28056
140.65423	0.21013
140.88345	2.95841
131.29894	-1.22685
135.22038	-0.97918
134.72397	-1.41230
131.45700	0.35097
130.23883	3.60091
140.83519	3.10428
135.32414	-0.57672
134.28405	1.57813
130.22871	2.09218
131.51203	3.28444
140.10659	-0.31981
138.45459	3.05188
134.64793	3.70261
128.98638	1.12293
144.64227	1.41427
133.30160	3.48965
134.34005	0.22251
138.14284	-1.00437
135.94328	3.68134
130.30315	0.67267
140.88892	3.63755
144.25470	0.19636
140.44068	2.91231
130.13953	2.25410
142.89930	0.32680
135.13168	3.11220
134.87460	0.36870
142.99952	3.01063
129.94630	4.01099
137.57542	0.38457
129.80942	4.20818
143.39290	2.86351
134.97629	2.82970
131.32536	0.54308
131.80631	-0.19510
137.78999	1.06699
131.93979	-0.76809
128.85585	3.04154
145.32520	-1.22018
144.81066	-0.88905
129.87304	3.50620
132.83267	-1.43344
134.67260	0.77337
135.18536	3.50920
140.50610	3.22812
138.39897	-0.62472
139.13722	1.55300
139.72893	4.57006
141.55632	1.52086
140.56750	2.18861
142.14945	2.34089
143.24454	2.43198
139.15387	-0.53340
140.04007	4.10833
138.26321	3.11359
140.02027	1.94412
129.82093	0.21603
138.40239	3.00948
135.90749	-0.19558
145.04388	-0.29182
132.23838	1.14885
131.79922	0.08340
138.17365	-1.11955
137.22001	3.27483
145.12309	-0.84379
134.67388	4.40027
136.17983	3.99695
130.38368	3.75916
132.84187	3.67750
135.35538	3.08476
136.97143	1.82165
132.02998	-0.93451
140.79646	-0.31422
133.79205	3.67821
141.73243	1.20229
144.59890	-0.11128
137.05498	0.20060
128.78908	2.18848
138.92176	0.25720
144.96151	2.29950
138.68196	-0.71864
131.27433	3.88630
131.60382	3.06855
136.78245	3.37451
141.83924	2.51370
138.22160	-0.10366
135.74032	4.25414
129.90374	0.65012
141.08160	0.96511
130.89296	0.91453
130.12723	2.16104
140.49750	2.91039
128.99212	2.43826
131.88808	3.71248
142.71547	0.66505
135.81134	3.38616
131.51300	3.08503
131.71954	1.27644
142.75774	1.69425
135.05543	0.36997
131.98278	0.13015
132.56029	1.89852
140.00797	-0.32916
145.78196	-1.26729
141.72871	-0.60328
134.98074	0.37043
130.64344	0.52245
142.22202	0.96600
142.16203	-0.03344
130.22382	0.74453
140.42691	2.54751
143.55927	0.52259
141.22607	2.18335
128.79734	-0.63166
131.24146	1.02320
128.93428	3.86572
142.69262	0.45240
142.84871	0.76362
141.35832	2.63800
139.42677	2.60629
142.26417	2.55090
137.51976	3.30062
132.44373	-0.26665
139.83559	2.46727
140.71869	3.62391
131.67742	3.83169
136.29637	2.58931
139.46195	2.98116
144.54009	0.55269
134.85913	0.78784
136.33483	0.86592
137.11666	1.15022
140.29249	-1.49987
135.41012	1.77975
137.81464	-0.89658
139.62429	2.18642
143.44856	-1.43954
139.36707	1.11720
133.66297	-0.51766
138.25433	1.77676
136.36187	3.41596
135.97252	0.93874
138.17916	2.34779
140.65277	0.51962
145.53313	-1.12413
128.82314	-1.21842
140.58562	3.64302
139.77651	-0.41731
133.01288	-1.41235
139.85643	0.03258
132.31717	2.65544
135.67244	2.13403
137.60425	0.58484
140.99561	4.38469
129.21080	2.48258
140.37309	2.45963
139.71281	1.75635
140.36294	1.12028
135.62464	3.18973
132.27584	-1.22050
138.78247	3.52480
137.08311	2.98442
132.59740	3.82996
134.16638	0.12269
145.69159	0.10008
145.93752	1.27841
141.93779	2.40270
136.17397	-0.27227
135.49024	4.08500
143.54991	1.81120
140.67228	-0.22227
132.61834	3.10860
136.60142	0.19767
129.17198	-0.52055
144.67235	0.39530
134.09631	3.12857
129.27488	4.14598
144.20967	2.22577
137.38531	2.59277
141.41405	2.88839
132.02055	1.01254
142.13913	1.88933
129.16584	1.78050
132.43781	-1.22425
137.43007	2.71922
140.03647	3.31863
131.28786	2.16770
143.67175	2.76628
134.03129	0.63154
143.29399	-0.08070
142.35526	2.07703
134.13549	2.82195
129.89380	0.11095
144.63470	2.95761
138.23833	0.04084
136.55380	-0.89081
138.86426	0.26192
136.46738	3.36708
133.14813	1.51654
137.67756	3.93592
140.79986	2.26702
140.85354	3.60125
137.89571	2.70613
135.96633	-0.72165
130.94661	0.53434
144.15294	2.99553
135.68988	2.35695
134.47830	-0.71604
133.53944	0.64538
144.84603	0.71438
130.60297	1.00544
131.92235	0.37793
131.61399	2.24484
140.22632	-0.43803
138.94079	2.84763
136.98615	0.92444
145.42498	-0.14785
136.06310	4.33529
131.38491	1.68725
130.94711	0.35310
138.72632	0.14442
142.24864	-1.10666
131.41584	0.81816
143.19031	0.12509
132.00586	1.81466
130.43302	1.19281
144.86991	2.23174
141.19397	-0.20804
131.19518	3.85717
132.81015	1.54702
136.59637	0.44606
144.14703	2.89176
138.75538	3.55542
131.81629	-0.91747
132.77703	2.47073
138.89579	-0.46358
142.02147	0.50390
135.34392	4.22658
136.15136	4.52039
143.96503	2.73061
133.11576	1.00519
139.79042	-0.83610
145.29470	0.81796
141.39599	2.67119
141.32055	2.51816
134.25734	1.43292
135.97491	1.56356
133.28766	-0.37746
129.00016	3.76158
132.51846	0.88589
143.78673	2.83002
137.71916	0.84293
131.44727	3.01266
136.54247	4.17061
132.70931	3.87415
145.64833	0.93118
134.88899	-0.50935
136.16027	4.41009
144.60806	0.61763
138.19620	-1.34654
131.42837	-0.84924
135.58808	3.90089
143.92688	1.83402
139.66452	2.18121
133.95188	-0.78921
143.55027	1.18232
133.61062	1.23858
140.77251	1.44646
137.63404	4.25386
138.26703	2.40353
130.13673	2.63738
143.66389	0.02911
144.05550	2.49870
139.03001	-0.02658
130.16934	1.20517
137.81378	0.61819
140.87886	-0.44515
137.33879	1.58845
137.06446	-1.15370
139.87011	1.22188
136.65120	0.02806
142.78520	0.53286
130.10118	0.99900
142.75609	2.44648
138.40694	3.20937
131.67760	1.76724
134.81701	-0.80935
129.86373	1.33437
130.52632	3.45439
145.07559	-0.13116
137.17761	3.59540
135.49425	-0.79512
131.63924	-1.37641
129.06521	2.27647
135.23794	2.83164
144.22521	0.63670
129.52095	-0.05804
138.97723	0.90065
141.45584	1.14744
135.63130	3.67452
143.69936	2.15610
137.25573	3.57336
136.30903	2.49037
134.82677	3.60230
133.70484	0.46695
144.75099	-1.35234
137.37655	0.67810
145.64329	-1.33893
136.02083	2.76669
139.59544	4.29637
132.18479	2.18730
130.86305	3.20673
134.91414	3.69924
129.73282	2.94611
137.81454	1.83227
138.53376	4.15753
132.32330	0.68781
129.08650	-1.39065
143.99294	0.03029
144.92696	2.46398
139.73570	4.12276
138.88676	2.38003
141.92099	1.77370
131.30165	-1.11228
139.11309	-1.00036
130.12507	0.89876
134.79234	1.25535
130.47160	3.31999
137.60735	4.49867
141.96524	1.45693
142.39811	1.37096
132.21068	0.70699
138.30259	0.22841
138.60064	1.14294
144.42376	-1.43466
134.53608	1.26389
141.92619	2.74602
140.10414	0.98029
135.24291	-1.36558
141.52946	0.35790
128.62301	-0.11690
136.19260	4.38996
145.22994	2.69569
141.58460	-0.26475
137.13333	0.80194
140.83271	0.79281
137.60710	0.13584
138.03861	4.10773
136.73721	1.06404
128.68551	3.48254
132.96902	1.76798
