CATID	RA_OBJ	DEC_OBJ	z_spec	FILLFLAG
375911	131.386435253	1.30218693499	0.07031	30
387049	134.976001934	2.27101998948	0.09834	30
418951	138.259616435	2.63499530742	0.09075	30
419455	140.164111069	2.86433789256	0.05647	30
514242	140.603797078	2.70772617776	0.08663	30
484690	212.07429641	-1.97285435834	0.08303	30
485871	217.706296906	-1.86309886903	0.05386	30
492775	218.313040715	-1.34570802393	0.09339	30
508172	216.14417336	-1.63172597895	0.05639	30
508342	216.792550199	-1.60997770825	0.05432	30
508428	217.036978423	-1.65260171142	0.03112	30
509912	223.203755092	-1.45783491593	0.07547	30
513164	221.865010834	-1.00279918471	0.07693	30
30374	174.913545791	-1.12038301598	0.07763	30
30380	174.879808723	-1.21090620431	0.07788	30
30701	176.570637759	-1.0956700042	0.07855	30
47276	212.014508273	-0.63376590171	0.05514	30
56105	184.566777009	-0.347461424777	0.07865	30
63508	216.238563266	-0.374883856255	0.07895	30
65420	223.077549144	-0.229417348076	0.09969	30
65449	223.277975207	-0.305023646639	0.09984	30
71311	184.287898589	0.0736773133347	0.07694	30
323299	131.220355842	1.68445229441	0.03665	30
323592	132.344757818	1.71367968833	0.06948	30
346624	134.56953027	2.02865758776	0.07204	30
371186	130.493496453	0.976173073983	0.0972	30
373160	139.70185245	1.23827159569	0.08726	30
377464	137.782656422	1.63363538002	0.08003	30
396618	174.356108937	1.40957599901	0.07386	30
396838	175.270063525	1.58938834923	0.07607	30
417396	130.569069598	2.20564374581	0.09633	30
419280	139.68199522	2.68111226144	0.08561	30
423728	136.721275885	2.93021355187	0.05653	30
485070	213.907833716	-1.97113485563	0.08018	30
507832	214.638249516	-1.57156350165	0.0595	30
507916	214.865281873	-1.6735428012	0.08171	30
512259	218.301554372	-1.24018253937	0.08159	30
30366	174.9078522	-1.09695528413	0.07772	30
31318	179.322923871	-1.12082221691	0.09568	30
36861	211.689914842	-1.08336725187	0.05522	30
47797	214.250030502	-0.633795755833	0.08454	30
48122	215.889747363	-0.649507679344	0.05075	30
49089	219.600164611	-0.714347431616	0.08081	30
53687	174.405478137	-0.272746343098	0.08021	30
56006	184.243968207	-0.224035965277	0.07126	30
70063	178.280249621	0.136912698181	0.07631	30
77757	214.732355921	0.0941799580879	0.09712	30
85212	181.512706854	0.487788962983	0.06006	30
86252	185.823502319	0.583734346815	0.07348	30
92981	218.359903359	0.507040554997	0.07821	30
98754	179.690361323	0.988979397903	0.06393	30
99936	185.074382162	0.949626798448	0.08915	30
105984	214.169467954	0.941967989237	0.08413	30
536959	183.510083888	-0.842506426892	0.08024	30
543477	211.592684729	-0.929181436113	0.0534	30
177177	175.99771566	-1.94028647577	0.07771	30
177815	178.161094176	-1.96419867858	0.08595	30
184102	174.912133098	-1.42812926207	0.07748	30
210666	139.215055055	0.0801664873185	0.09165	30
220462	181.703893177	1.49968480008	0.08305	30
221340	185.628593756	1.4762527255	0.07972	30
228192	216.498358038	1.23726940104	0.08429	30
238503	214.519991128	1.68144968299	0.08242	30
240033	220.165541281	1.62011457172	0.08368	30
583911	177.280767839	-0.0148374272274	0.08353	30
250558	215.16174	1.98703	0.12767	50
609960	177.95757	0.25758	0.12902	50
623787	140.18495	0.78105	0.12951	50
549108	130.33863	-0.58006	0.12969	50
622231	132.00799	0.69342	0.11025	50
170418	174.56336	-2.32876	0.11024	50
592872	214.407420668	-0.164199124455	0.20563	30
609177	174.141874466	0.233299636956	0.07232	30
610874	182.166065614	0.211634219829	0.09709	30
619991	222.643217226	0.342881830363	0.03451	30
623018	136.379897201	0.821639152094	0.07219	30
15926	217.218588115	0.720316370909	0.10015	30
23279	180.996968287	1.24199349712	0.08263	30
252066	221.981852787	1.83802110788	0.03375	30
271421	174.154629435	1.35200553252	0.07432	30
271616	175.10764563	1.3058126676	0.09946	30
287629	174.23479596	1.62431303179	0.07459	30
290267	185.415437123	1.70571807275	0.07483	30
290362	185.731594443	1.67795950195	0.07688	30
300497	129.819275665	1.15606517407	0.08135	30
302778	139.369506003	1.49000896514	0.09469	30
611445	184.857274218	0.210021771689	0.00291	20
600969	138.086145157	0.30272412143	0.05356	40
69652	175.837645178	0.0286967632393	0.0182	40
227651	214.332058142	1.21843590584	0.05422	40
618109	214.338282042	0.397076414894	0.04736	40
485254	214.530872885	-1.82821977806	0.05521	40
618662	216.387900733	0.333045827146	0.08491	40
48976	219.214535789	-0.760742071634	0.03713	40
561571	184.07573	-0.60998	0.12086	50
618311	215.19657	0.36156	0.12108	50
69396	174.20102	0.02991	0.11843	50
8874	184.12852	0.74358	0.12182	50
227391	213.38915	1.33966	0.12326	50
387812	137.9186	2.35807	0.12387	50
64568	219.39902	-0.22884	0.11581	50
16203	217.87451	0.80828	0.12499	50
77448	213.33209	0.14554	0.12633	50
517016	130.40022	2.39752	0.11343	50
54680	179.01049	-0.21802	0.11329	50
485225	214.53304	-1.79486	0.12681	50
3586955	135.37767	-1.76669	0.11265	50
3864507	135.76699	-1.94413	0.11222	50
610925	182.53118	0.30321	0.12812	50
573870	130.45579	-0.17542	0.12845	50
695847	216.47221	0.58156	0.12855	50
16482	218.94093	0.73334	0.1286	50
15896	217.17132	0.63202	0.12917	50
516880	129.63837	2.25039	0.11069	50
92876	217.77365	0.55795	0.12932	50
14482	211.77511	0.82045	0.12968	50
125399	183.73118	-2.6726	0.1103	50
593708	217.432669716	-0.126219321849	0.03053	30
599230	130.650186164	0.216869468157	0.07762	30
622312	132.662834756	0.701541558807	0.08774	30
7850	179.569522814	0.763216184374	0.07828	30
23838	183.199939584	1.22659117291	0.07951	30
250491	214.830821868	1.97903602964	0.08372	30
300762	130.835513821	1.05604485688	0.09597	30
301572	134.352675497	1.36257836917	0.07097	30
302021	135.865032622	1.32132945428	0.09321	30
84749	179.588899464	0.52234942027	0.07557	30
85018	180.481269976	0.590535959983	0.07537	30
91694	213.042714991	0.528098863172	0.05374	30
91920	214.232848369	0.45966465779	0.05151	30
98804	179.822991523	1.04076594663	0.07666	30
99152	181.436747641	1.03670305251	0.07719	30
544338	215.135602376	-0.859671190457	0.0852	30
544962	217.80626411	-1.04466880553	0.07242	30
568051	213.909012722	-0.465479758207	0.08398	30
184051	174.611364444	-1.57722989997	0.07626	30
184203	175.489911512	-1.44162832447	0.09275	30
185226	179.595267174	-1.51539908725	0.06532	30
185565	180.790115569	-1.53037801095	0.08208	30
185654	181.298631615	-1.62131787224	0.09598	30
203727	135.030310633	-0.281673304382	0.05414	30
227640	214.351258619	1.1774810576	0.0552	30
228188	216.402838709	1.15575452841	0.09712	30
231838	185.661986145	1.926076378	0.09056	30
585195	181.618510914	-0.166609710156	0.09295	30
9239901360	330.188559396	-7.55410616297	0.05758021	90
9388000278	336.7541504	-30.9012051	0.06013587	90
9091700141	355.2661743	-29.4005547	0.051280744	90
9091701020	354.968811	-29.9400005	0.050210156	90
422293	130.152799337	2.63846367481	0.0492	40
422397	130.705302522	2.55679136995	0.0498	40
287659	174.401835699	1.81394544087	0.07409	40
593388	216.368986339	-0.0229102361505	0.05456	40
136575	175.61682	-1.79609	0.11996	50
508755	218.18988	-1.59773	0.12087	50
507808	214.64662	-1.62208	0.12128	50
16382	218.47198	0.72941	0.11865	50
585099	181.15205	-0.15218	0.11792	50
491931	214.05109	-1.4695	0.12261	50
262771	221.0691	2.42196	0.12268	50
561855	185.07266	-0.52735	0.1227	50
618074	214.14869	0.31401	0.11685	50
39437	176.95704	-0.78237	0.11671	50
3883410	134.48231	-1.49028	0.11659	50
62575	213.50265	-0.35124	0.12389	50
106918	217.80536	0.92199	0.12417	50
3622967	130.78002	-0.74254	0.11577	50
249607	212.25012	2.12355	0.11549	50
14472	211.71583	0.63936	0.11432	50
106723	217.08767	0.93658	0.12611	50
535795	179.51955	-1.01157	0.12686	50
345815	131.14528932	2.07320845451	0.07721	30
370883	129.290536597	0.896212417336	0.08446	30
371217	130.509492539	0.964140318029	0.09646	30
372570	136.478087201	1.12536368379	0.06626	30
376050	131.692390016	1.40618013549	0.06088	30
397035	176.367351636	1.54808134647	0.07506	30
397493	178.325234552	1.55462501417	0.07672	30
402573	176.020856384	1.84952244676	0.09843	30
402885	177.822314421	1.92493588463	0.08954	30
417369	130.100817934	2.16776228706	0.04991	30
422830	132.555106795	2.68205545586	0.05932	30
514215	140.490329011	2.69703506096	0.08639	30
485825	217.543524606	-1.70572647086	0.05199	30
486300	219.351296238	-1.72032878614	0.04609	30
493965	223.273562082	-1.24757643514	0.06752	30
508361	216.85262182	-1.66546026012	0.05425	30
511937	216.612767692	-1.18945823486	0.08347	30
30368	174.93331818	-1.05312486188	0.07753	30
31941	182.447820226	-1.06954241131	0.06279	30
41036	183.926203167	-0.837170736609	0.07518	30
41280	185.250348011	-0.649853487471	0.0783	30
70090	178.499602406	0.122736184207	0.09874	30
70095	178.488213859	0.109322662708	0.0982	30
70522	180.129889682	0.0417195185853	0.01953	30
85211	181.508738279	0.620200574101	0.09541	30
85363	182.017411058	0.553571024801	0.09582	30
534936	175.799165889	-0.995966037499	0.09296	30
537029	183.795782487	-1.03657332858	0.06393	30
543463	211.593134135	-0.944152299612	0.33674	30
544319	214.988230683	-0.994257010387	0.08542	30
551276	139.628075069	-0.555847088791	0.08507	30
551666	140.941748186	-0.487183149013	0.05353	30
551671	140.972613596	-0.498750089486	0.05447	30
559428	177.082059389	-0.562666727714	0.0782	30
561173	183.009922215	-0.559267936605	0.27458	30
568432	214.962393941	-0.493389105815	0.08112	30
568781	216.383335495	-0.604787593266	0.07335	30
137083	177.038854322	-1.65206573335	0.0944	30
137823	179.699545246	-1.79874872255	0.08743	30
139001	185.233307687	-1.83932576102	0.0699	30
144337	179.765765238	-1.33829730349	0.08023	30
177165	176.052175611	-1.89927446654	0.07672	30
177922	178.44533262	-1.91876188493	0.07549	30
184809	178.073410411	-1.43377973091	0.08367	30
205173	140.740709402	-0.393228684047	0.05173	30
208597	129.644727301	0.0407764745354	0.0776	30
209821	135.10884528	0.00587421871694	0.05239	30
210644	139.078671638	0.207922813468	0.09178	30
214269	129.554513786	0.453757970808	0.08208	30
214514	130.362486203	0.502774836144	0.05211	30
220276	180.947799967	1.44866299873	0.08216	30
221052	184.415442954	1.52721905195	0.07552	30
221281	185.515214667	1.45860161796	0.07953	30
228187	216.3972386	1.15491904564	0.09722	30
574118	131.497262451	-0.0620953119672	0.07748	30
9091700111	355.2352295	-29.1378021	0.05000213	90
323038	130.038284314	1.46245618072	0.09598	30
323193	130.802210971	1.64828820804	0.096	30
323542	132.140105945	1.55372734248	0.06795	30
347803	139.215054704	2.25343129917	0.20291	30
347855	139.476009482	2.24316907143	0.05442	30
380732	129.838625327	1.72452737252	0.07284	30
383049	139.643206492	2.04920419973	0.08724	30
387041	134.970991326	2.27225761498	0.09832	30
396739	174.923094891	1.49729552713	0.07615	30
422298	130.222108611	2.49310428927	0.08005	30
422333	130.435419917	2.61967395317	0.04986	30
425907	131.361905452	2.99126081523	0.07996	30
517212	131.358379545	2.48459649439	0.0765	30
518786	138.027473196	2.81435497417	0.06877	30
492193	215.249284965	-1.43576523773	0.08346	30
492764	218.320037899	-1.25259906137	0.08185	30
505438	219.859036683	-1.99014302241	0.08022	30
508447	217.016473449	-1.63844886795	0.03058	30
509816	222.983143769	-1.54539883636	0.09913	30
30410	174.999404329	-1.11547238841	0.07617	30
41193	184.54036089	-0.732878043097	0.08314	30
48329	216.722389309	-0.72058800099	0.07293	30
54351	177.689099417	-0.376561728595	0.05976	30
65421	223.077865246	-0.225008474434	0.09956	30
70655	180.7481676	0.157294928762	0.0797	30
165513	181.84169	-2.76048	0.12705	50
656726	140.69109	-1.91746	0.11284	50
402517	175.59112	1.94094	0.12728	50
229379	222.3145	1.11777	0.11246	50
145191	183.35649	-1.44885	0.12778	50
371570	131.97234	0.99811	0.12816	50
131570	181.87648	-2.09785	0.1287	50
92584	216.88598	0.55903	0.12883	50
107112	218.53067	0.87802	0.12894	50
536357	181.95886	-1.02544	0.111	50
231907	185.76934	1.95308	0.11006	50
9342	185.820603703	0.72051909002	0.07355	30
15766	216.730173389	0.661748961304	0.05526	30
250697	215.577657199	1.95536574203	0.06774	30
278735	133.480910455	0.81807315778	0.04032	30
289202	181.348212353	1.82940894495	0.07699	30
296744	213.078274367	1.51107666561	0.08388	30
298610	220.774654408	1.25446975656	0.08384	30
300659	130.29528756	1.06048882735	0.08512	30
301596	134.473370337	1.1913235613	0.07123	30
376576	134.289991197	1.42598851723	0.07035	40
24031	184.014399684	1.19502212891	0.05044	40
492188	215.134365054	-1.42040495605	0.08339	40
595043	223.112419987	-0.188346582376	0.0427	40
297484	215.98045	1.45793	0.12008	50
41143	184.42788	-0.81904	0.11954	50
376867	135.54524	1.52472	0.1206	50
318942	212.97213	1.88769	0.12075	50
136788	176.07907	-1.80769	0.11894	50
618313	215.24301	0.37315	0.11879	50
583433	174.76616	-0.03412	0.11825	50
130256	176.51018	-2.25156	0.12182	50
324355	135.73136	1.77978	0.11759	50
249835	213.22766	2.03831	0.12246	50
145550	185.17282	-1.25621	0.11741	50
99853	184.61575	1.04371	0.11725	50
570273	223.05113	-0.4771	0.12284	50
164224	176.9117	-2.82103	0.12311	50
179350	184.37845	-2.02398	0.12324	50
30691	176.48475	-1.2017	0.11605	50
265947	215.9421	2.87383	0.12416	50
8602	183.02433	0.79425	0.12426	50
125656	185.1444	-2.65501	0.11482	50
39998	179.24119	-0.74055	0.12594	50
37010	214.46591	-1.07131	0.12595	50
343888	222.54464	2.02522	0.11351	50
535506	178.30114	-1.0289	0.1266	50
611785	185.84752	0.22946	0.12668	50
518102	135.00507	2.73206	0.12785	50
569755	220.33152	-0.5727	0.11192	50
123420	176.1546	-2.48507	0.12845	50
592468	213.09548	-0.16312	0.12855	50
208932	130.88068	0.00981	0.12883	50
63618	216.47969	-0.27155	0.12927	50
323921	133.71663	1.58292	0.1294	50
40034	179.51069	-0.79338	0.12943	50
594175	219.34347	-0.02779	0.11002	50
585748	184.24996094	-0.0516532311455	0.07179	30
600782	137.370367754	0.335902421935	0.06873	30
601459	139.936400544	0.372656689676	0.09056	30
611067	183.136756004	0.271328030868	0.08281	30
618983	217.584313973	0.311587900617	0.09633	30
620053	222.944796707	0.411225367259	0.06453	30
8527	182.727617523	0.649535726268	0.07931	30
22279	176.965450972	1.20808205892	0.09404	30
22597	178.313387335	1.20190974072	0.07794	30
271428	174.193910145	1.3093139322	0.07293	30
279881	139.843645214	1.0314480403	0.08539	30
288901	180.587514799	1.80210163413	0.08404	30
290266	185.41291924	1.71144296412	0.07492	30
298500	220.101927119	1.27513627504	0.0778	30
301763	135.118106333	1.28648773241	0.07079	30
301993	135.897276915	1.35347913959	0.07091	30
288609	179.342595403	1.78193382337	0.00662	20
39373	176.613152827	-0.666777498536	0.01842	40
272189	178.229076197	1.27459627549	0.08171	40
252080	222.003730532	1.91275199689	0.03426	40
54027	176.34669	-0.27684	0.12009	50
320149	217.14556	1.70978	0.11969	50
31360	179.53685	-1.08488	0.1204	50
177105	175.6711	-1.87665	0.11921	50
143533	176.38886	-1.40967	0.11763	50
184413	176.33683	-1.4312	0.11756	50
460428	212.32922	-1.67452	0.11707	50
71431	184.7827	0.14098	0.11694	50
143732	177.26615	-1.38267	0.12307	50
7755	179.32943	0.80255	0.12318	50
107155	218.70337	0.90555	0.11676	50
227385	213.24795	1.23574	0.12359	50
49672	221.97558	-0.64693	0.12363	50
250847	216.24883	2.12841	0.12363	50
132150	184.23684	-2.28839	0.12416	50
107205	218.83208	0.99806	0.12492	50
387169	135.47209	2.38738	0.12505	50
91991	214.51436	0.51153	0.12507	50
197449	135.38089	-0.68658	0.1145	50
47790	214.2369	-0.78228	0.12556	50
77305	212.94544	0.02941	0.11416	50
544369	215.1942	-0.89252	0.1259	50
830372	182.35764	1.84909	0.12596	50
62531	213.29912	-0.39935	0.12607	50
179667	185.93703	-1.92369	0.1138	50
15387	215.40411	0.72088	0.12631	50
106132	215.02615	1.0286	0.1264	50
230523	180.1876	1.86223	0.12644	50
79752	222.920859524	0.0403758610341	0.09934	30
84742	179.681136679	0.552406342366	0.09492	30
92101	215.000987634	0.560651181832	0.06563	30
92212	215.547358147	0.572670153682	0.0655	30
107641	221.53569196	0.864330497713	0.07348	30
534619	174.212685918	-0.973920200011	0.06082	30
534765	174.918188026	-1.03918801198	0.07762	30
543561	211.924142957	-1.00223545969	0.07929	30
544245	214.478105227	-0.995592771004	0.08247	30
544980	217.788982	-1.03394783218	0.07357	30
548868	129.406277288	-0.574254945606	0.07946	30
550523	135.990004112	-0.434172081428	0.09364	30
584684	180.123243664	-0.119842046812	0.08258	30
592885	214.514879356	-0.0629584059077	0.05363	30
177425	176.694072039	-1.98205647215	0.09454	30
178886	182.293964104	-1.90766744061	0.07015	30
185298	179.722365845	-1.49263674723	0.0524	30
185601	180.988778818	-1.64072393448	0.09829	30
186271	183.807656918	-1.61933531178	0.0687	30
198501	139.820140573	-0.807697930193	0.0763	30
220162	180.735576427	1.48519434586	0.08424	30
220436	181.526547835	1.60018343695	0.02159	30
230574	180.316694139	1.86798486783	0.08505	30
231724	185.313509413	1.8816954079	0.09124	30
238523	214.485091812	1.63376944228	0.0838	30
583479	175.065302499	-0.167952832545	0.0757	30
9091700200	355.2269592	-29.0237331	0.05125304	90
319154	213.624651093	1.78799671331	0.05359	30
320579	218.663260197	1.80853807665	0.07752	30
371481	131.453882609	1.01951509576	0.03411	30
372183	134.570172155	1.14507457803	0.0724	30
381235	131.704999926	1.7194792107	0.05108	30
396742	174.963214724	1.47585602896	0.07667	30
521789	131.228550437	2.82467242927	0.0757	30
486299	219.338085758	-1.7176127903	0.04597	30
493032	219.297403413	-1.4246331936	0.05691	30
493778	222.41450974	-1.28875165671	0.07666	30
493963	223.256511547	-1.25671709748	0.06804	30
30964	177.576497626	-1.10663234277	0.08116	30
40120	179.871670895	-0.765040668	0.08115	30
40131	179.822438686	-0.733891515955	0.08171	30
48330	216.732476522	-0.702249625143	0.07311	30
55147	180.628841235	-0.265174092236	0.0944	30
56106	184.580040643	-0.383812655773	0.07866	30
69904	177.449681693	0.13235928756	0.07824	30
70320	179.498671997	0.10850502179	0.07695	30
77609	213.890472188	0.151638265985	0.09727	30
9282	185.68769	0.82349	0.11307	50
319731	215.55017	1.80927	0.12744	50
165895	183.78033	-2.74669	0.11255	50
172898	184.84709	-2.49625	0.11244	50
208939	130.89936	0.01687	0.12793	50
418086	135.00461	2.58569	0.12814	50
24206	184.86627	1.15921	0.11178	50
220874	183.67698	1.47136	0.11157	50
125168	182.92713	-2.53117	0.11043	50
592402	212.899574495	-0.109030090654	0.05337	30
609744	177.024758841	0.345359046866	0.08553	30
618175	214.470598327	0.336571659474	0.04875	30
8393	182.225070649	0.672133113295	0.09275	30
8812	183.880851693	0.642476450165	0.07448	30
8813	183.879861042	0.641888437326	0.0748	30
8954	184.446197688	0.641740078286	0.35546	30
9038	184.741353294	0.813300099005	0.08988	30
17293	222.8911804	0.697676762929	0.06483	30
22901	179.508377581	1.08861145243	0.06485	30
238501	214.519168923	1.66876469472	0.0826	30
297615	216.483689991	1.46463759342	0.08506	30
302995	140.162873321	1.39709535061	0.08908	30
318886	212.720679894	1.87399843379	0.085	30
78660	218.115345892	0.053097933896	0.09427	30
93886	222.952121088	0.420735278681	0.0643	30
98803	179.813032759	1.03657262576	0.07858	30
100158	185.71448933	1.03321694869	0.07446	30
549350	131.286903222	-0.547058664287	0.07815	30
559658	177.819164217	-0.569153805698	0.0762	30
569425	219.119781456	-0.57292457806	0.08218	30
536567	132.179517024	-0.0122234852529	0.09692	30
136310	174.507691172	-1.70993412073	0.07713	30
137079	177.013780398	-1.66728557482	0.09491	30
177643	177.357993878	-1.93338269432	0.08309	30
184045	174.705344097	-1.44275323202	0.17833	30
202418	129.529689056	-0.228745487218	0.05185	30
203115	132.684368275	-0.36160892525	0.09277	30
208600	129.665312761	0.0481096182434	0.07863	30
210851	139.914781546	0.0180936847754	0.06921	30
214247	129.521661473	0.475063076571	0.07905	30
240021	220.271133132	1.42306317172	0.08495	30
575046	138.33456412	-0.181190393432	0.09624	30
216139	136.77162376	0.531003530627	0.05355	40
216156	136.954479788	0.604054615888	0.05427	40
31480	179.849786693	-1.15427940439	0.0204	40
585216	181.682997228	-0.204260718877	0.09413	40
296637	212.668845631	1.43322265936	0.02527	40
238242	213.563079579	1.74603319202	0.05223	40
514028	214.108052639	-1.19147581634	0.05025	40
63882	217.286018119	-0.366653315409	0.03519	40
32402	184.75126	-1.11489	0.12014	50
513246	222.60821	-1.10862	0.11972	50
549169	130.62727	-0.52438	0.1203	50
656768	140.95652	-1.79844	0.11958	50
123551	176.48721	-2.48709	0.11955	50
31424	179.72282	-1.08054	0.12081	50
163922	175.49982	-2.7199	0.12123	50
170895	176.43505	-2.44157	0.11804	50
145309	183.87132	-1.43451	0.12199	50
364040	222.6911	2.58682	0.12206	50
324347	135.70846	1.70817	0.11789	50
227971	215.61913	1.29532	0.11725	50
382100	135.38771	1.88006	0.12344	50
619904	222.16747	0.22469	0.11632	50
493173	219.84765	-1.31976	0.11588	50
40974	183.77611	-0.7201	0.12419	50
15036	213.8217	0.71787	0.12423	50
14773	212.88223	0.74401	0.12462	50
382146	135.41915	2.02351	0.12467	50
92570	216.8556	0.59727	0.11531	50
535050	176.33125	-0.84828	0.12506	50
15340	215.26436	0.67026	0.12652	50
321446	223.251094388	1.69612161502	0.0979	30
347266	137.07300459	2.16347105601	0.09947	30
373254	140.126343576	1.32293037706	0.08921	30
376113	132.076344984	1.38640056659	0.06667	30
396800	175.026641508	1.51982485108	0.07547	30
418740	137.57748089	2.61313517083	0.09807	30
518714	137.715427168	2.86211431715	0.09774	30
463501	213.262612153	-1.34003180646	0.07651	30
485974	218.023945495	-1.83005783664	0.05758	30
493592	221.613382098	-1.37753083557	0.0763	30
493609	221.70657734	-1.29637545939	0.07633	30
504630	216.555139881	-1.9280175696	0.0542	30
512067	217.452525756	-1.16934901132	0.03086	30
32339	184.427797174	-1.17586614949	0.07078	30
39540	177.374584063	-0.798414454355	0.08077	30
40752	182.769978085	-0.744359476106	0.07904	30
49631	221.66338215	-0.787783782756	0.03866	30
55600	182.790439289	-0.3374179549	0.09884	30
62374	212.537869537	-0.337378095601	0.05419	30
62503	213.212757893	-0.376257597606	0.09577	30
69496	175.018414911	0.0972757268063	0.09513	30
70016	177.967995366	0.12797732522	0.05976	30
70031	178.055265841	0.0899382716353	0.05972	30
78663	218.107546032	0.0541034859813	0.09218	30
79876	223.467912932	0.0477391635815	0.06882	30
92022	214.570391196	0.604363412928	0.05296	30
92756	217.380018548	0.423215992258	0.05597	30
99051	180.810865155	0.872512145199	0.07784	30
105987	214.174141918	0.917382235977	0.08411	30
536473	182.510860559	-0.892243856688	0.07935	30
567769	213.156443358	-0.436336165112	0.09802	30
568410	214.978942962	-0.498980591779	0.08133	30
569423	219.111972434	-0.566039479868	0.08227	30
177258	176.110703487	-1.8827495313	0.07495	30
179567	185.359074332	-1.95902788437	0.08222	30
209374	133.145034205	0.107555651887	0.06621	30
210643	139.070326795	0.199387453676	0.09198	30
219730	178.901803709	1.59949422809	0.07824	30
220438	181.597415133	1.45830233867	0.07912	30
221014	184.337788644	1.45539072497	0.07496	30
238119	213.293126723	1.7652085179	0.33195	30
536531	132.016899107	-0.0357590099417	0.09681	30
107197	218.93243	0.99947	0.12699	50
63420	215.92379	-0.26479	0.12703	50
47757	214.01214	-0.68862	0.12743	50
238896	215.59556	1.71813	0.12752	50
460465	212.48664	-1.67351	0.11225	50
287740	174.8007	1.82323	0.11179	50
573743	129.95002	-0.03615	0.12947	50
220573	182.13353	1.50892	0.12973	50
592890	214.462368525	-0.0588108497394	0.09734	30
600785	137.405142855	0.316119442381	0.07012	30
600786	137.40771722	0.315330867449	0.07	30
619896	222.091643895	0.362006940288	0.07507	30
15522	215.893888219	0.813979424609	0.09435	30
15800	216.730715675	0.696325232782	0.05505	30
21963	175.153983879	1.1082454887	0.07652	30
22634	178.440740876	1.18971569997	0.07107	30
23630	182.463241269	1.22521373759	0.07711	30
271626	175.108011297	1.36348185915	0.07482	30
273521	183.946793106	1.2939354697	0.07781	30
289221	181.422256755	1.79693164498	0.01806	30
301996	135.918692089	1.27412585833	0.05352	30
319435	214.355150598	1.92980544005	0.05307	30
320021	216.659199974	1.71301353472	0.08586	30
345538	129.865799581	1.88149807841	0.07273	30
345582	129.957793124	1.88380103102	0.0741	30
345814	131.2626735	2.09790573651	0.07767	30
372188	134.594292686	1.11106279524	0.07274	30
