branch,case_index,spatial_fwhm_arcsec,spectral_fwhm_stored_channels,subchannel_phase,peak_detector_sigma,kind,trials,peak_selected_mean,peak_selected_sd,true_flux_fraction_retained_mean,true_flux_fraction_retained_sd,selected_noisy_flux_over_reference_mean,selected_noisy_flux_over_reference_sd,paired_selected_flux_difference_over_reference_mean,paired_selected_flux_difference_over_reference_sd
boxcar_independent,19,30,3,0.5,5,empirical,12,0.4166666666666667,0.5149286505444373,0.15939221121398411,0.19471450836976223,0.28094022386137657,0.339562715066485,0.23213337188908648,0.3143078802106549
boxcar_independent,20,30,6,0,2,empirical,12,0.0,0.0,0.015280241826009308,0.03779739673908964,0.11384911074338704,0.14942972297748436,0.04695117927862647,0.11015108721635591
boxcar_independent,21,30,6,0,5,empirical,12,0.5,0.5222329678670935,0.21267672502013615,0.19549471236698454,0.33561713856889863,0.31430042608432807,0.3088579659829944,0.30145722527425006
boxcar_independent,22,30,6,0.5,2,empirical,12,0.0,0.0,0.014930541572428596,0.03536870730388324,0.11285057276931217,0.15389872735321883,0.047212242614660595,0.11431726881702634
boxcar_independent,23,30,6,0.5,5,empirical,12,0.5833333333333334,0.5149286505444373,0.24471197065370087,0.18713724778607774,0.37545315542499674,0.31246199371016226,0.3491978233631361,0.29730143400600917
boxcar_hanning_full,0,6,1,0,2,empirical,12,0.0,0.0,2.546437130656484e-19,6.058773324101614e-19,0.36396492519712237,0.463408992667967,0.0,0.0
boxcar_hanning_full,1,6,1,0,5,empirical,12,0.25,0.45226701686664544,0.21035590277114727,0.3210754432112682,0.417706064710218,0.5394513572769147,0.27212009463136894,0.4319630754944545
boxcar_hanning_full,2,6,1,0.5,2,empirical,12,0.0,0.0,0.00018171116074045915,0.0006294659254095804,0.3076478461668417,0.3908979472222264,0.001379801360116107,0.004779772120147477
boxcar_hanning_full,3,6,1,0.5,5,empirical,12,0.16666666666666666,0.38924947208076155,0.15370127345456672,0.3292898036672734,0.32402768743689875,0.49546133572984535,0.20152046951420843,0.43624657640621184
boxcar_hanning_full,4,6,3,0,2,empirical,12,0.0,0.0,0.0014405707522277282,0.004990283469512283,0.2226645986627981,0.282252302881848,0.0022341255131601745,0.007739237798558625
boxcar_hanning_full,5,6,3,0,5,empirical,12,0.4166666666666667,0.5149286505444373,0.2867585080100966,0.3529444440428442,0.4605101587807749,0.5238646159443826,0.37233796952091963,0.4614595214786231
boxcar_hanning_full,6,6,3,0.5,2,empirical,12,0.0,0.0,0.010422125460643595,0.03610330164138379,0.22827559788481058,0.28664046485473677,0.01962216117559505,0.06797316022087216
boxcar_hanning_full,7,6,3,0.5,5,empirical,12,0.5,0.5222329678670935,0.31876654963997164,0.33354936735651636,0.48694634790528646,0.5089208607980191,0.4034849732216002,0.4491501489137965
boxcar_hanning_full,8,6,6,0,2,empirical,12,0.0,0.0,0.03247261294231527,0.08033529710688275,0.19370638904817875,0.26166742331641607,0.06976697490610026,0.1798619027222633
boxcar_hanning_full,9,6,6,0,5,empirical,12,0.5,0.5222329678670935,0.3673465626040597,0.29545993822833294,0.511711366831202,0.43894257465733794,0.4621356011743705,0.4060179291367536
boxcar_hanning_full,10,6,6,0.5,2,empirical,12,0.0,0.0,0.03350356854182799,0.10415647458900887,0.1931182163556777,0.2989506304914947,0.07134328168298616,0.22694682129610685
boxcar_hanning_full,11,6,6,0.5,5,empirical,12,0.5833333333333334,0.5149286505444373,0.44293473173168213,0.25867496880629004,0.5970596762601393,0.4147308561949279,0.5483497023910627,0.3786324826316763
boxcar_hanning_full,12,30,1,0,2,empirical,12,0.0,0.0,4.703266514216574e-08,1.629047021456676e-07,0.18981311240795395,0.24104505156282086,0.0005499120921469922,0.0019049513453598872
boxcar_hanning_full,13,30,1,0,5,empirical,12,0.25,0.45226701686664544,0.10877963337663925,0.16951535056249922,0.24335572957820326,0.29798405755669277,0.16765044945188048,0.267232216889158
boxcar_hanning_full,14,30,1,0.5,2,empirical,12,0.0,0.0,0.0003420531041320711,0.0011848234591463878,0.1614720065436037,0.20408408366650152,0.0022114121794846154,0.006123638896237357
boxcar_hanning_full,15,30,1,0.5,5,empirical,12,0.16666666666666666,0.38924947208076155,0.09595541589730812,0.18654941300866879,0.2062857144610891,0.3229094481529931,0.14258147671544147,0.29067821430191065
boxcar_hanning_full,16,30,3,0,2,empirical,12,0.0,0.0,0.002395276722436004,0.006767872355900717,0.12963863973368653,0.15574298524380073,0.01501392205564945,0.04743562715281664
boxcar_hanning_full,17,30,3,0,5,empirical,12,0.4166666666666667,0.5149286505444373,0.16304098757757193,0.2073012809935676,0.29065422114694067,0.34734132942999385,0.24480433407572585,0.32662583563986985
boxcar_hanning_full,18,30,3,0.5,2,empirical,12,0.0,0.0,0.0035211453387681076,0.01095301316854478,0.12171842639105368,0.14889909328631412,0.013217814231544339,0.03455013620569616
boxcar_hanning_full,19,30,3,0.5,5,empirical,12,0.5,0.5222329678670935,0.17483033538412193,0.2013071534565599,0.2953801737910667,0.34582380657550565,0.251979928927263,0.323710433868366
boxcar_hanning_full,20,30,6,0,2,empirical,12,0.0,0.0,0.016019677856498066,0.03904855790178045,0.11358742390886578,0.15170068033946044,0.049138438465854674,0.11490482696071433
boxcar_hanning_full,21,30,6,0,5,empirical,12,0.5,0.5222329678670935,0.2200382414398113,0.19288471729368084,0.34450407399108096,0.3096843238782193,0.31872447981387647,0.29715465400879626
boxcar_hanning_full,22,30,6,0.5,2,empirical,12,0.0,0.0,0.016125063993321937,0.03802642879970727,0.11291678926210737,0.15625594565379466,0.04959334170210019,0.11948476426869963
boxcar_hanning_full,23,30,6,0.5,5,empirical,12,0.5833333333333334,0.5149286505444373,0.25280645815424047,0.1854256832201517,0.38480312833439173,0.30994203513415614,0.3594737493103888,0.2952739493454181
boxcar_hanning_decimated,0,6,1,0,2,empirical,12,0.0,0.0,8.475102904798288e-20,2.935862941765691e-19,0.5650276986884254,0.7194070047735822,0.0,0.0
boxcar_hanning_decimated,1,6,1,0,5,empirical,12,0.0,0.0,8.475102904798289e-20,2.935862941765691e-19,0.22601107947537022,0.287762801909433,0.0,0.0
boxcar_hanning_decimated,2,6,1,0.5,2,empirical,12,0.0,0.0,1.0776755613212827e-20,3.736984252222832e-20,0.3967987540351426,0.5052138219080887,0.0,0.0
boxcar_hanning_decimated,3,6,1,0.5,5,empirical,12,0.0,0.0,0.018080181383525278,0.06263158553265348,0.19173314566564792,0.2506638305010344,0.033013644051590935,0.11436261768069908
boxcar_hanning_decimated,4,6,3,0,2,empirical,12,0.0,0.0,0.00015451183513820823,0.0005352446976601649,0.24829072612156292,0.3158836560916418,0.0004118978374065413,0.0014268559638317478
boxcar_hanning_decimated,5,6,3,0,5,empirical,12,0.3333333333333333,0.49236596391733095,0.2790551452928782,0.3545660931641823,0.4639204500942797,0.5436504643507984,0.36476891878061707,0.4734979995188228
boxcar_hanning_decimated,6,6,3,0.5,2,empirical,12,0.0,0.0,0.006069562071942101,0.021025579776593487,0.24339959284769577,0.3053237347995981,0.012389097877956315,0.042917093969128205
boxcar_hanning_decimated,7,6,3,0.5,5,empirical,12,0.4166666666666667,0.5149286505444373,0.293795553290815,0.3263113964668779,0.4666274869270059,0.5223054813836491,0.37422328893911,0.45160016163867506
boxcar_hanning_decimated,8,6,6,0,2,empirical,12,0.0,0.0,0.02973141957936905,0.07388640082643352,0.19174968144079663,0.25338672478916896,0.06371068757704758,0.16441389432901288
boxcar_hanning_decimated,9,6,6,0,5,empirical,12,0.5,0.5222329678670935,0.3568811031817183,0.29940689324816844,0.5019616280326884,0.4435383509366162,0.4507460304871888,0.41009758762645865
boxcar_hanning_decimated,10,6,6,0.5,2,empirical,12,0.0,0.0,0.031218709287269542,0.09919936290307783,0.19097740163711097,0.2900368630657761,0.06532652204185187,0.21264904412221983
boxcar_hanning_decimated,11,6,6,0.5,5,empirical,12,0.5833333333333334,0.5149286505444373,0.4308047955001253,0.26212467744700785,0.5816863119707701,0.41410549745590275,0.5314259601326665,0.37643670702403065
boxcar_hanning_decimated,12,30,1,0,2,empirical,12,0.0,0.0,2.6603581944992284e-08,9.215749913343566e-08,0.294670287623676,0.37420399313354386,0.0008536500371585059,0.002957130472471133
boxcar_hanning_decimated,13,30,1,0,5,empirical,12,0.0,0.0,0.0030746314335465467,0.008621661351856325,0.12443461204052353,0.14709637823265512,0.006907957005916497,0.019174282823638828
boxcar_hanning_decimated,14,30,1,0.5,2,empirical,12,0.0,0.0,3.349235627297274e-09,1.1598192962763189e-08,0.20633692449443164,0.26271318552401324,3.3492356255465035e-09,1.159819295771362e-08
boxcar_hanning_decimated,15,30,1,0.5,5,empirical,12,0.0,0.0,0.017597151575043737,0.055866325557590954,0.11595628281394883,0.1651613860041603,0.03342151435587042,0.10817667460932948
boxcar_hanning_decimated,16,30,3,0,2,empirical,12,0.0,0.0,0.0013763800099931458,0.004371411435088007,0.13999469094243983,0.16965268626036412,0.011096720056417963,0.03662458266589027
boxcar_hanning_decimated,17,30,3,0,5,empirical,12,0.3333333333333333,0.49236596391733095,0.15605060641962282,0.20550981371269653,0.28900827662743106,0.3509180286386214,0.23744908827302239,0.32691874707549556
boxcar_hanning_decimated,18,30,3,0.5,2,empirical,12,0.0,0.0,0.0021706577259190617,0.00742537989073971,0.12782420206019005,0.15945763796982948,0.007697831199503623,0.02410229133800058
boxcar_hanning_decimated,19,30,3,0.5,5,empirical,12,0.4166666666666667,0.5149286505444373,0.16126843632037616,0.1955627753115652,0.28216537480227455,0.3393972130389526,0.23411482645799997,0.3148097743949237
boxcar_hanning_decimated,20,30,6,0,2,empirical,12,0.0,0.0,0.015373199613333851,0.038046043015019855,0.11385068771887163,0.14977295327556622,0.047269904609772484,0.1109046746920546
boxcar_hanning_decimated,21,30,6,0,5,empirical,12,0.5,0.5222329678670935,0.213728522998206,0.19514289266368876,0.33719144207351365,0.31317348200524886,0.3105591288298741,0.3004146250513548
boxcar_hanning_decimated,22,30,6,0.5,2,empirical,12,0.0,0.0,0.015100161352819419,0.035705793539757495,0.11293769211930889,0.1541026072640343,0.04759873787305812,0.11491361855129084
boxcar_hanning_decimated,23,30,6,0.5,5,empirical,12,0.5833333333333334,0.5149286505444373,0.24597783160432163,0.18674903282816752,0.3772751847110754,0.31217632522000643,0.35113960301257513,0.2970771494838317
boxcar_independent,0,6,1,0,2,synthetic,32,0.0,0.0,1.3587587074794274e-07,7.686299968438718e-07,0.1341983067416282,0.29349602197175456,0.0012715474522911672,0.0071929586089244995
boxcar_independent,1,6,1,0,5,synthetic,32,0.0,0.0,0.0011777054104010777,0.006561994333013792,0.06288063737302865,0.12916996962293664,0.00970993365729383,0.03787533540347586
boxcar_independent,2,6,1,0.5,2,synthetic,32,0.0,0.0,1.0083984028067748e-05,5.704362789546315e-05,0.086448745445448,0.18672578846620683,0.0007267539744874103,0.004111141308909072
boxcar_independent,3,6,1,0.5,5,synthetic,32,0.0625,0.24593468841898236,0.04768669054396753,0.16410897344714204,0.10254098706463703,0.21199512109179652,0.0682521904762528,0.2062511717126732
boxcar_independent,4,6,3,0,2,synthetic,32,0.09375,0.29614458108029906,0.055411201113741704,0.17334892882528302,0.12957642275583495,0.24911160329604673,0.07624819358777271,0.21298147068029638
boxcar_independent,5,6,3,0,5,synthetic,32,0.9375,0.24593468841898236,0.6802741225493378,0.2118134953913721,0.785020176366571,0.3064728912084934,0.7636888846993461,0.2909497864356986
boxcar_independent,6,6,3,0.5,2,synthetic,32,0.09375,0.29614458108029906,0.0491725264269022,0.14019412800093167,0.11436239161605566,0.20121686721847654,0.06479564112100353,0.17215311125320565
boxcar_independent,7,6,3,0.5,5,synthetic,32,0.875,0.3360107525161235,0.6886481401976933,0.2749222674334443,0.7926286508455314,0.3660674778687432,0.7728019506475106,0.35253876637196085
boxcar_independent,8,6,6,0,2,synthetic,32,0.25,0.43994134506405985,0.07196918257006996,0.13366998587827478,0.12433236599609622,0.20973964084276484,0.09715656634049474,0.1843350855753669
boxcar_independent,9,6,6,0,5,synthetic,32,0.96875,0.1767766952966369,0.708257268554739,0.12275775026254597,0.7999511051427272,0.1801099726898345,0.7890807852804864,0.17178655654306518
boxcar_independent,10,6,6,0.5,2,synthetic,32,0.3125,0.47092907485988494,0.09543423308391885,0.15617324024236948,0.15001296432069916,0.228882858492725,0.12334884973666806,0.2089965375744149
boxcar_independent,11,6,6,0.5,5,synthetic,32,0.96875,0.1767766952966369,0.7104724964194187,0.13163662783963778,0.8022786225291356,0.1890630259078459,0.7916129766955232,0.18030239298472847
boxcar_independent,12,30,1,0,2,synthetic,32,0.0,0.0,0.0005820993544503643,0.002846717424254032,0.07313818713010378,0.16115335922439641,0.004015746672185296,0.020223438132254298
boxcar_independent,13,30,1,0,5,synthetic,32,0.0,0.0,0.00796020772014612,0.028107256535969165,0.04689962493833084,0.09754266489132056,0.019250648755163437,0.06084968908018694
boxcar_independent,14,30,1,0.5,2,synthetic,32,0.0,0.0,0.0029004440310359744,0.01300369490992201,0.05448899713220646,0.10917730116911731,0.009913222599945084,0.03519143240144401
boxcar_independent,15,30,1,0.5,5,synthetic,32,0.0625,0.24593468841898236,0.034798004841944744,0.0711195384686365,0.07861260522339922,0.12219042618289214,0.06078229541049465,0.11225570592682509
boxcar_independent,16,30,3,0,2,synthetic,32,0.09375,0.29614458108029906,0.023409420791339307,0.05793630493860111,0.07670209834293751,0.14705238258510075,0.04897120830166266,0.11690551869905155
boxcar_independent,17,30,3,0,5,synthetic,32,0.9375,0.24593468841898236,0.3747317518993367,0.15373444601848882,0.4616711135895771,0.24565817618785707,0.4505787575730672,0.23526033974229524
boxcar_independent,18,30,3,0.5,2,synthetic,32,0.09375,0.29614458108029906,0.01845826837286369,0.0443447381147157,0.06361920903776466,0.1132145200539844,0.03784430278033377,0.08852286429345065
boxcar_independent,19,30,3,0.5,5,synthetic,32,0.875,0.3360107525161235,0.41962993483204925,0.1694878059264002,0.5194481573507084,0.2643962760128047,0.5091381948477361,0.2551151820450004
boxcar_independent,20,30,6,0,2,synthetic,32,0.25,0.43994134506405985,0.033371602522014904,0.05641657317041428,0.07787379406308724,0.13320434643510803,0.06374227078189551,0.11590475416819694
boxcar_independent,21,30,6,0,5,synthetic,32,0.96875,0.1767766952966369,0.4456841972346861,0.10066881904761261,0.5394098748825074,0.1717236266328061,0.5337572655700306,0.16532911483467336
boxcar_independent,22,30,6,0.5,2,synthetic,32,0.3125,0.47092907485988494,0.03782249746354586,0.06027203109222104,0.08265656875577071,0.13471287600006984,0.06879112373513331,0.11901486182413831
boxcar_independent,23,30,6,0.5,5,synthetic,32,0.96875,0.1767766952966369,0.4542655527854621,0.1073159214484188,0.5468229745541222,0.17492523281797187,0.5412767965458674,0.16930254464421568
boxcar_hanning_full,0,6,1,0,2,synthetic,32,0.0625,0.24593468841898236,0.04791498838727082,0.16420865282884461,2.647187925013722,2.166647990785418,0.12102723073028424,0.3674551818798097
boxcar_hanning_full,1,6,1,0,5,synthetic,32,0.59375,0.49899091723584604,0.4724657338784243,0.39632526522228106,1.6194364954103078,0.9953497543020363,0.6089722176969325,0.5382045549937036
boxcar_hanning_full,2,6,1,0.5,2,synthetic,32,0.0625,0.24593468841898236,0.06520672889065367,0.19376698618962868,2.282308898534982,1.8031251450619217,0.1566032517978285,0.38405930460469934
boxcar_hanning_full,3,6,1,0.5,5,synthetic,32,0.5,0.508000508000762,0.4408472665761367,0.4068651989007965,1.425403411712384,0.8348285901615795,0.5751211530175223,0.562312928422672
boxcar_hanning_full,4,6,3,0,2,synthetic,32,0.25,0.43994134506405985,0.14847039233443438,0.2573670991039164,1.8042567925792843,1.4267938251198982,0.2743214649063455,0.4992208788197115
boxcar_hanning_full,5,6,3,0,5,synthetic,32,0.9375,0.24593468841898236,0.6875632236168301,0.22417447123424525,1.4434578231032862,0.6157812592687512,0.8314836920341107,0.3647411946838024
boxcar_hanning_full,6,6,3,0.5,2,synthetic,32,0.21875,0.42001344064515445,0.12099764686846631,0.23619504882383655,1.6844689394243177,1.3118865515641336,0.2362741435754991,0.45182002876252075
boxcar_hanning_full,7,6,3,0.5,5,synthetic,32,0.9375,0.24593468841898236,0.7152532432922272,0.23689528103420668,1.42689085178676,0.6158705849832923,0.8476129334472327,0.37139398064259904
boxcar_hanning_full,8,6,6,0,2,synthetic,32,0.3125,0.47092907485988494,0.15353917075697385,0.22746181203657845,1.1371600186837816,0.859094809415238,0.2769373576439399,0.4317487922202943
boxcar_hanning_full,9,6,6,0,5,synthetic,32,1.0,0.0,0.7388489201934947,0.12447955560997938,1.2259765790165644,0.3958998080372867,0.8818875146006275,0.2833750541964742
boxcar_hanning_full,10,6,6,0.5,2,synthetic,32,0.34375,0.48255870443481425,0.1519004774998722,0.21466904448724616,1.1211203648984132,0.8277547278732333,0.27592064310522435,0.4089648500166649
boxcar_hanning_full,11,6,6,0.5,5,synthetic,32,1.0,0.0,0.7395983407759423,0.14827835881078574,1.219660545824611,0.4042157518232339,0.8815806571073355,0.2875517119263916
boxcar_hanning_full,12,30,1,0,2,synthetic,32,0.0625,0.24593468841898236,0.02602213493269106,0.07746284968266234,1.4089028099288723,1.1515667045111178,0.09528925979587077,0.2459973775695197
boxcar_hanning_full,13,30,1,0,5,synthetic,32,0.59375,0.49899091723584604,0.24911099893712393,0.2271336568944244,0.90244960720306,0.5697950481397718,0.3770041871498594,0.35585590088388636
boxcar_hanning_full,14,30,1,0.5,2,synthetic,32,0.0625,0.24593468841898236,0.038144497085644435,0.08860733403124078,1.2285975084870024,0.9606142638697113,0.12322216658293933,0.2559162449480057
boxcar_hanning_full,15,30,1,0.5,5,synthetic,32,0.5,0.508000508000762,0.25305457662741826,0.23430884907959898,0.8255015497495624,0.4919005969531672,0.3833514129879371,0.3639956604804386
boxcar_hanning_full,16,30,3,0,2,synthetic,32,0.25,0.43994134506405985,0.06938695674039097,0.12301788428918947,0.976237387780346,0.7719390475737221,0.18066496762263956,0.323584727040789
boxcar_hanning_full,17,30,3,0,5,synthetic,32,0.9375,0.24593468841898236,0.42349895757988515,0.17316115823971617,0.8878574547947916,0.4006216824894008,0.5696284867317091,0.30076879621933417
boxcar_hanning_full,18,30,3,0.5,2,synthetic,32,0.21875,0.42001344064515445,0.06528768194085617,0.12198560735601585,0.9260236096954106,0.7074489751142515,0.17295658930986743,0.2960012860359259
boxcar_hanning_full,19,30,3,0.5,5,synthetic,32,0.9375,0.24593468841898236,0.4523611899342297,0.17628501822701897,0.8898387120144795,0.3893547155352344,0.5886119038602622,0.2993694510896363
boxcar_hanning_full,20,30,6,0,2,synthetic,32,0.3125,0.47092907485988494,0.07777075955573207,0.11689746476269561,0.6454003267754445,0.47692316955231084,0.198081141487457,0.2839597892661976
boxcar_hanning_full,21,30,6,0,5,synthetic,32,1.0,0.0,0.48234786583023775,0.11763500776775064,0.8128434537336426,0.27171113948702086,0.6339157796184476,0.23077392406803032
boxcar_hanning_full,22,30,6,0.5,2,synthetic,32,0.34375,0.48255870443481425,0.07845621768877281,0.11288922288229053,0.6427207561795125,0.4621996000674717,0.2032135587044485,0.2760133794606298
boxcar_hanning_full,23,30,6,0.5,5,synthetic,32,1.0,0.0,0.4931011723106232,0.12241494820941558,0.8213982077535286,0.27006865342234204,0.6455953287635029,0.22709624376573828
boxcar_hanning_decimated,0,6,1,0,2,synthetic,32,0.0,0.0,0.0007492270909889232,0.004238268453492872,0.40505516468067054,0.7163979287241126,0.02396540034662717,0.1321864683719731
boxcar_hanning_decimated,1,6,1,0,5,synthetic,32,0.03125,0.1767766952966369,0.02508250954883637,0.12414003532923068,0.20930668333819474,0.3632793840030306,0.05687077760457737,0.2585906992891002
boxcar_hanning_decimated,2,6,1,0.5,2,synthetic,32,0.0,0.0,0.00010768192504704995,0.0005306470408130578,0.2824342472696056,0.5007496748041217,0.014808529071532076,0.0608301933907547
boxcar_hanning_decimated,3,6,1,0.5,5,synthetic,32,0.0,0.0,0.0020589740280431406,0.009860788013333753,0.13464106000406192,0.20478390893105441,0.027590772724832527,0.07644911985671025
boxcar_hanning_decimated,4,6,3,0,2,synthetic,32,0.0625,0.24593468841898236,0.05713908605077761,0.141375236887466,0.28330384070288905,0.38405270149539095,0.1161189673356481,0.27233728134751256
boxcar_hanning_decimated,5,6,3,0,5,synthetic,32,1.0,0.0,0.7064917325030857,0.1720400459294573,0.9116165476540063,0.3166912284861666,0.84474259830711,0.299827740875456
boxcar_hanning_decimated,6,6,3,0.5,2,synthetic,32,0.09375,0.29614458108029906,0.06860698912608139,0.16084556869866495,0.29002086641572566,0.40033275301266114,0.1342130444433475,0.2924171213727923
boxcar_hanning_decimated,7,6,3,0.5,5,synthetic,32,0.9375,0.24593468841898236,0.73532689508932,0.2325423552771714,0.9437697623878074,0.3617687894339143,0.8814466335988562,0.33820431878046286
boxcar_hanning_decimated,8,6,6,0,2,synthetic,32,0.3125,0.47092907485988494,0.11332287817792967,0.17239779372245106,0.2759269024561036,0.3195417600950202,0.1895694546524501,0.2934678955335339
boxcar_hanning_decimated,9,6,6,0,5,synthetic,32,1.0,0.0,0.7577431851007385,0.10206961035272645,0.9264829449123765,0.21134288258939862,0.8919399657909151,0.19566161233294008
boxcar_hanning_decimated,10,6,6,0.5,2,synthetic,32,0.25,0.43994134506405985,0.11115674794504386,0.1717372634097736,0.27361001496190246,0.3191676021086595,0.18886325970640921,0.29425702489158906
boxcar_hanning_decimated,11,6,6,0.5,5,synthetic,32,1.0,0.0,0.7636075158364866,0.08927595835044562,0.9315228722250819,0.19990525712867374,0.8976241701228846,0.18171444417376345
boxcar_hanning_decimated,12,30,1,0,2,synthetic,32,0.0,0.0,0.003589116915314541,0.018532706613745335,0.2283395125883079,0.3801872313276338,0.030171328205171738,0.12503308468836688
boxcar_hanning_decimated,13,30,1,0,5,synthetic,32,0.03125,0.1767766952966369,0.02374852193825851,0.07517449410317846,0.14302193153514975,0.22217843871872625,0.06375465778189528,0.1816852529742684
boxcar_hanning_decimated,14,30,1,0.5,2,synthetic,32,0.0,0.0,0.0038382131559264103,0.012825162236769072,0.16112900963986324,0.26234635172780796,0.021962577914193877,0.06759179943187862
boxcar_hanning_decimated,15,30,1,0.5,5,synthetic,32,0.0,0.0,0.01681423241029323,0.03516075860366177,0.1004031202171102,0.1329718202992597,0.044736547526842446,0.09976315277964463
boxcar_hanning_decimated,16,30,3,0,2,synthetic,32,0.0625,0.24593468841898236,0.03929315161516666,0.07556452728105288,0.1936796233292697,0.24754057579964484,0.10674282808522317,0.20265393148308977
boxcar_hanning_decimated,17,30,3,0,5,synthetic,32,1.0,0.0,0.4007204829212022,0.16183224573866775,0.5732865261705886,0.28431999792039864,0.5385118080729699,0.28205439359179313
boxcar_hanning_decimated,18,30,3,0.5,2,synthetic,32,0.09375,0.29614458108029906,0.04365322176291846,0.07993102282036646,0.1922015384990743,0.2459732107005794,0.11118085496821806,0.206651906050161
boxcar_hanning_decimated,19,30,3,0.5,5,synthetic,32,0.9375,0.24593468841898236,0.4356051067090983,0.16647523523787422,0.6071358723066513,0.2754508056910779,0.5747275988943088,0.27401629762555907
boxcar_hanning_decimated,20,30,6,0,2,synthetic,32,0.3125,0.47092907485988494,0.05557228735795809,0.08380346836746545,0.17745302659978351,0.21053550028954326,0.1325468122617599,0.19989628169395776
boxcar_hanning_decimated,21,30,6,0,5,synthetic,32,1.0,0.0,0.4840717662162159,0.1042487757374602,0.6378925147288508,0.1906514308876777,0.6199300289936411,0.18662240635495822
boxcar_hanning_decimated,22,30,6,0.5,2,synthetic,32,0.25,0.43994134506405985,0.05603075447270219,0.08325041327615992,0.1762008583731342,0.21016152167470858,0.13213221052925708,0.20061919062119188
boxcar_hanning_decimated,23,30,6,0.5,5,synthetic,32,1.0,0.0,0.4954453169328483,0.09762983551681019,0.6456274538041226,0.18371936230219296,0.6279999946665717,0.1793653088811993
