name,positions,flexible,flexible_density,rar,rar_density
NGC3109,17,0.00853533702310744,0.007852171880956285,0.009253423635137498,0.008822222748671846
NGC3198,33,0.0006424795682747097,0.0004891037268626686,0.0009717561918711776,0.000633026158688621
NGC3521,33,0.0014481500500802434,0.0015216637416512646,0.0014610161748622695,0.0015816758963904584
NGC3741,6,0.004379328581272068,0.0035446479024774,0.0019328680957859772,0.0017893737151950526
NGC3769,7,0.00781395019585585,0.007293926750570577,0.007479264265640146,0.006957995798991605
NGC3877,11,0.009292058230865206,0.008942697335500677,0.008682622308510593,0.008331646177106921
NGC3893,9,0.001662357877820905,0.0020565640740767815,0.0019030985821779213,0.0023794896615309392
NGC3917,16,0.0027224180198949064,0.0026193830639234784,0.0033242819511626956,0.0030822305135362786
NGC3949,6,0.0033811316297478033,0.0034626225496580845,0.0022040636801914193,0.002246681267234906
NGC3972,9,0.0034479953029111564,0.0029934701752537592,0.004965508798495551,0.004376919004916987
NGC3992,8,0.007361713440375468,0.007532302153768076,0.007929941807015516,0.008125891947839473
NGC4051,6,0.016762583338522357,0.01706972090510006,0.01396188928313149,0.014234273702416915
NGC4088,10,0.03679987365723501,0.03514992091190566,0.03162323739210195,0.030098348390051065
NGC4100,23,0.0040223721792589755,0.00398465700833576,0.004351527177824183,0.00436087737036958
NGC5005,17,0.001928334806182431,0.0019396944665589508,0.00160843306895004,0.0016516865033221024
NGC5033,21,0.0035326913256172494,0.0038733505184645797,0.0037248580288584184,0.004026792593321306
NGC5371,15,0.02128537047964634,0.020304580573090522,0.019227072614073522,0.018298331109532898
NGC5585,15,0.03721145245940771,0.04023055811296032,0.030489373314244655,0.033198700281395675
NGC5985,33,0.07649604750022239,0.07538029965158469,0.07624672317958135,0.07513848127517082
NGC6015,42,0.010275094361314354,0.010520598941170895,0.009512934357739766,0.009626804072406405
NGC6195,23,0.011756711308549389,0.011510466843447918,0.009974060337575585,0.009746933569334556
NGC6503,27,0.0010683360879334741,0.0016580283149202535,0.0007423418592693759,0.0011382522893400382
NGC6674,13,0.01133171684653662,0.012366593538589222,0.011503628394079379,0.012358478901214874
NGC6946,53,0.005634941408496929,0.005092053385805262,0.004208164710527044,0.003739769848592048
NGC7331,34,0.008140917237706853,0.007533432399923247,0.006240757445733177,0.005758088689454404
UGC00128,16,0.019545256447209267,0.01820649188135709,0.010845119786422124,0.009889253344258966
UGC00191,6,0.00916342225689488,0.008250285828970281,0.008904375892288147,0.00800338740210199
UGC00731,9,0.025909418461880347,0.024121477610664858,0.031201196919174987,0.029237772006644507
UGC02259,7,0.06302000081619931,0.06094592291338672,0.05440124558160252,0.052430537068649904
UGC02487,16,0.032870198457533674,0.03543562288858237,0.03410421461770992,0.036603770539579805
UGC02916,38,0.009856665405487727,0.009250001932129331,0.008037927853330447,0.007489089829501802
UGC02953,100,0.006486810975219843,0.00765353391789934,0.007250155661968372,0.00843991632372038
UGC03205,45,0.009334154065235618,0.00949629961308902,0.01025729942045758,0.010434538239670959
UGC03580,38,0.06553905031615212,0.06563107422994083,0.058863498461811034,0.058858156379890024
UGC04325,8,0.06423300398355111,0.062135629281960945,0.0609238035477254,0.05884053638359887
UGC04483,5,0.024582903128138968,0.023993685726461746,0.028569732910486027,0.02793216362711044
UGC04499,7,0.0035844833322162353,0.0038406866457325307,0.005048674145493356,0.005371094551057671
UGC05414,5,0.014821563907578172,0.016340361484146224,0.016311369842508007,0.017924918921047632
UGC05716,9,0.004987188421230027,0.004261101607249406,0.003977461391526991,0.003191333450390088
UGC05764,9,0.050168012318229746,0.0486060934225646,0.04365118195957614,0.04217735542380713
UGC05829,5,0.01558139188056736,0.01567181522234875,0.018851458169910636,0.018957079344136284
UGC06399,6,0.007884863315223081,0.006981126779699899,0.005168726837824232,0.004431421641268572
UGC06614,6,0.028437548827349824,0.02809172607970936,0.024176510767541733,0.023849054779010708
UGC06786,40,0.02130079895996686,0.02256063070197898,0.022075295626474728,0.02331814111562166
UGC06787,64,0.01620358703248173,0.01746216293854727,0.016569433831293404,0.01787519233265749
UGC06818,5,0.010265838942250718,0.010838866137927504,0.011677595790415232,0.012366106986996892
UGC06917,11,0.004091774022038878,0.0037794084740065317,0.0035521792275450795,0.0032067159934324697
UGC06983,12,0.015627763790217564,0.015039985313801033,0.01371289129951756,0.013110243484501087
UGC07089,9,0.03165421412723507,0.033951678843676836,0.034619855610929666,0.03704505355579583
UGC07323,8,0.013546187711659156,0.015378509798594984,0.01266662078843711,0.014453767779895647
UGC07399,10,0.11969004952008196,0.1181042328535917,0.11343696606446525,0.11182585813487127
UGC07524,26,0.0032268372046271488,0.0030978360118186646,0.003605774081269982,0.003741657598580562
UGC07603,10,0.018457083823682868,0.019033517031295993,0.015624155548315838,0.016131560993223864
UGC08490,22,0.024079253522341436,0.025811361290390633,0.02325480883816007,0.024720777560748943
UGC08699,37,0.004041848387838179,0.004469564196895371,0.004628613341025815,0.005083609241369713
UGC08837,6,0.09465738963351199,0.10263628189356028,0.10113895335696366,0.10938348185080295
UGC09037,20,0.05501874543842757,0.05505242233462406,0.050781188930698974,0.05081395685522404
UGC09133,59,0.0009851764604880296,0.0008332593393528001,0.0012185092905541834,0.0009962206113118745
UGC10310,5,0.0059482269554059245,0.005449502026833677,0.005981183083481838,0.005618105068444066
UGC11914,61,0.018481559585035594,0.018826639700833356,0.01534817064221245,0.015700207434350532
UGCA442,6,0.003728285348113071,0.00408780435397049,0.005195340440748586,0.00562881436926694
