plateifu,ok,why,mangaid,dapqual,drp3qual,reff_arcsec,ecoo_ell,ecoo_pa,frac_good_1Re,n_spx_1Re,sigma_e_tot_1Re,sigma_e_1Re,v_e_1Re,n_bins_1Re,sigma_e_tot_0p5Re,sigma_e_0p5Re,v_e_0p5Re,n_bins_0p5Re,sigma_e_tot_3kpc,sigma_e_3kpc,v_e_3kpc,n_bins_3kpc,sigma_e_tot_5kpc,sigma_e_5kpc,v_e_5kpc,n_bins_5kpc,Rmax_kpc,Rmax_Re,sigma_e,v_e,sigma_e_tot,vsigma_e,vsys_offset,dlogS_dlogAp,e_sigma_e_tot,med_sigma_astro,med_sigmacorr,frac_sigma_gt50,med_snr_1Re,A_kin,n_asym_pairs,pa_kin_star,n_gas_1Re,pa_kin_gas,v_e_gas
8990-12705,1,,1-174631,0,0,3.03907,0.071972,54.2731,1.0,104,69.66337577841507,68.51560142344321,12.593581159802588,92,68.7754321383549,68.64225925497915,4.277886182414048,24.0,71.84565092560483,69.0359881312418,19.895474351392146,111.0,74.39477074498049,68.55783021389064,28.886083683350844,128.0,6.28392219543457,2.7979109287261963,68.51560142344321,12.593581159802588,69.66337577841507,0.1838060368465741,-1.6611699099972086,0.018507085876572363,0.5150892231769924,66.1007732185748,20.309791564941406,1.0,16.85966205596924,0.016477141192972857,92.0,79.0,104.0,77.0,26.891323532892827
8990-1902,1,,1-174373,0,0,2.28369,0.313133,104.179,1.0,43,52.81596189770671,51.389467507906254,12.192147490653715,43,52.708633628734425,52.23597785213036,7.042916784962021,11.0,59.45904201164327,55.79784066482072,20.542119026177385,111.0,59.45904201164327,55.79784066482072,20.542119026177385,111.0,2.9647452490670343,2.7338385581970215,51.389467507906254,12.192147490653715,52.81596189770671,0.23724992847567367,4.890132682861155,0.0029347094677705595,0.7462195629228685,50.251312255859375,0.0,0.5116279069767442,29.151140213012695,0.031375108993234486,43.0,95.0,43.0,69.0,5.056742771171498
8990-3703,1,,1-174392,0,0,2.83554,0.444627,140.447,1.0,57,58.8485802498355,50.38341426157055,30.408337093111452,45,55.84790600712947,52.21025964793413,19.826179482605035,15.0,60.20758463461122,49.84235436696195,33.77414630589592,54.0,62.46995556616489,51.15562853218303,35.855223021422105,72.0,4.133858680725098,2.0845019817352295,50.38341426157055,30.408337093111452,58.8485802498355,0.6035386354573653,8.25526176750717,0.07550442147368074,0.8452098861574352,50.24372275357733,15.381905555725098,0.5111111111111111,16.331342697143555,0.045066126201736806,45.0,329.0,57.0,346.0,12.338590186184351
8990-3704,1,,1-174384,0,16640,3.05068,0.023475,162.058,0.9469026548672567,113,40.97064371656111,39.98234850056615,8.9445768445838,42,39.139045551659386,38.926373515052155,4.0745958893508485,23.0,44.04397377964437,42.93071945301835,9.839967151786247,46.0,47.190150556096114,44.597152428632135,15.427388138125313,49.0,3.721493993486677,1.7755677700042725,39.98234850056615,8.9445768445838,40.97064371656111,0.22371314292498715,1.910049226748706,0.06598198542038392,1.340596299354417,39.42064842633212,44.60774230957031,0.09523809523809523,13.941500186920166,0.05092824815706115,42.0,3.0000000000000004,0.0,,
8990-6102,1,,1-174826,0,0,6.43497,0.429683,43.3013,1.0,300,105.69079310837469,89.53586629756282,56.1593482353759,216,106.65959493968168,102.01726608960003,31.124694573613287,75.0,105.8003419426282,96.34617951488656,43.71642766812385,151.0,104.89599453524664,87.66163497664611,57.60735563068096,225.0,9.114666666303362,2.1669604778289795,89.53586629756282,56.1593482353759,105.69079310837469,0.6272273956532274,5.502332818423822,-0.013164047477625933,0.3157929407769411,80.96128309848811,38.30330276489258,0.9583333333333334,15.441071510314941,0.020139370109034754,216.0,57.00000000000001,3.0,,
8990-9102,1,,1-615921,1,0,6.90728,0.261356,28.0691,1.0,442,104.54001164841122,78.15115675563652,69.4334986386678,442,104.65955004400348,92.13352366363024,49.64912116781681,113.0,103.00291304558185,86.15801652391684,56.4481734384751,195.0,105.14890186716026,76.27670604730493,72.37510399607542,548.0,9.803962707519531,2.1705405712127686,78.15115675563652,69.4334986386678,104.54001164841122,0.8884513233217117,6.3571491939433935,-0.001648736430335642,0.19096909708016346,68.03773366922893,15.012297630310059,0.9027149321266968,20.978700637817383,0.019928201257893567,442.0,216.0,442.0,215.0,90.8678066478362
8992-3701,1,,1-149496,0,0,2.70469,0.131799,76.1247,1.0,81,130.4918135754198,127.96800905323913,25.540204955172598,81,133.93038275191068,133.45693508427988,11.251395557156712,21.0,126.67356457117253,115.42779384207341,52.17869651417917,246.0,126.87004774463013,111.29285339425093,60.90902887167466,271.0,3.961732728140695,2.785875082015991,127.96800905323913,25.540204955172598,130.4918135754198,0.19958273277930727,2.138675977068633,-0.0375239781717928,0.3163333170015783,126.48208527402332,31.921363830566406,1.0,31.543537139892578,0.014239519745005598,81.0,265.0,81.0,238.0,54.5237564889453
8992-6102,1,,1-149512,0,0,5.64378,0.513714,133.131,1.0,193,139.61606161956038,116.49896475731813,76.94566831622186,193,141.60910274883742,132.11366197495516,50.98154863181462,47.0,139.68950274498678,120.29780501151093,71.00419203507752,141.0,140.16980987908988,108.79510719278586,88.38099486004012,379.0,9.69573770250593,2.702061891555786,116.49896475731813,76.94566831622186,139.61606161956038,0.6604837088167202,3.273170489245585,-0.020449085344352823,0.15973107032152326,105.10565710749964,32.57198715209961,1.0,35.22792053222656,0.011060365662424165,193.0,312.0,193.0,297.0,51.71882679391469
8993-3702,1,,1-173397,0,0,4.97758,0.360469,146.339,0.9597989949748744,199,62.65476125513153,53.891582677652124,31.958041623906126,191,58.60115639700276,55.73376606259988,18.106431220573754,49.0,64.90110750453937,54.09751707291799,35.85543754943067,256.0,64.1357497471995,51.72278387446424,37.92292214361734,362.0,5.219943864004953,2.0595993995666504,53.891582677652124,31.958041623906126,62.65476125513153,0.5930061808550031,-6.816598075073848,0.09649501273670937,0.5778580906752456,53.15407985298418,6.2658538818359375,0.6020942408376964,19.125179290771484,0.059914672354726584,191.0,322.0,199.0,326.0,44.24115826866915
8994-6104,1,,1-148668,0,0,6.37859,0.208316,35.5755,0.531328320802005,399,79.15608807313278,79.07671224973423,3.543989110351183,6,73.27973152176264,73.14096184117369,4.507632732331533,5.0,79.15608807313278,79.07671224973423,3.543989110351183,6.0,74.02898486762108,71.44312347546855,19.39512074206871,8.0,3.1012797355651855,1.0739617347717285,79.07671224973423,3.543989110351183,79.15608807313278,0.044817102399993806,1.806104553405734,0.11128609777884564,11.249922083724545,66.53426762785871,52.85051727294922,0.8333333333333334,10.349472522735596,,4.0,,387.0,194.0,13.522379063685635
8995-1902,1,,1-189145,0,2,3.08744,0.410044,87.7826,1.0,73,184.00242439427305,165.46255526516995,80.49245298840601,73,184.10629015832214,175.5586140203369,55.446362541817535,17.0,184.39533580883239,169.08958418656783,73.5550976320856,49.0,179.39520376152856,157.45540904660112,85.96762934156015,117.0,9.184361866542272,2.570456027984619,165.46255526516995,80.49245298840601,184.00242439427305,0.48646929729453875,2.0376589009720534,-0.0008141433264937751,0.44911360350215085,164.1371311486392,19.561979293823242,1.0,23.99210548400879,0.014029358342199703,73.0,264.0,67.0,262.0,92.72910496762377
8997-3703,1,,1-149589,0,0,2.48186,0.317577,153.851,1.0,51,71.54775515867797,66.94348820160366,25.251745596055002,51,70.6626454694042,69.23320997282457,14.14114923171005,13.0,73.15390816604328,63.77638379522128,35.83388270855575,132.0,73.83296127632474,61.878192816941706,40.27897000347268,163.0,4.827824660709926,2.8660507202148438,66.94348820160366,25.251745596055002,71.54775515867797,0.3772098866436136,-13.623956261138286,0.01795874060727092,0.4724941943710596,65.62032355230771,22.187938690185547,1.0,27.902254104614258,0.020369062363544473,51.0,309.0,51.0,327.0,13.489059091393846
8997-6104,1,,1-576182,0,0,6.54728,0.489362,174.878,1.0,271,180.01647334324164,164.97828980101448,72.02842889630807,271,188.4534024077746,183.0340834427018,44.868799597902104,69.0,184.7795387115392,175.85943750111312,56.718040941496746,127.0,178.72700612378046,161.08540825623177,77.42631312992371,348.0,10.644706998552596,2.418527603149414,164.97828980101448,72.02842889630807,180.01647334324164,0.43659337833592426,-23.07623084720085,-0.06607890828411987,0.20247815166417465,147.33262870527233,69.61322021484375,1.0,26.68885040283203,0.017751837833903248,271.0,179.0,271.0,179.0,82.60500069284953
9000-3704,1,,1-187465,0,0,2.41664,0.299979,162.789,1.0,53,64.85172961704886,60.291948274657145,23.88781713696085,39,59.98635620180109,59.00286656866331,10.817794001083296,11.0,67.08385620174639,60.71446811318614,28.530634844487594,52.0,70.90087356738859,63.57472622972861,31.387705514004647,60.0,3.6137080192565922,2.096918821334839,60.291948274657145,23.88781713696085,64.85172961704886,0.39620244196026017,-10.00898301053388,0.11251065272816578,0.8799006453826733,58.98077688390432,43.837100982666016,0.9230769230769231,16.598243713378906,0.026637170480609675,39.0,166.0,0.0,,
9000-6101,1,,1-187562,0,0,3.55747,0.185497,93.6155,1.0,130,129.91525973583137,123.88176385645043,39.13161504516754,130,136.4616797670642,134.67691846353756,21.99812896621984,31.0,122.86610392232876,109.37365439000042,55.977524225614275,400.0,118.30720280014584,102.80967585245452,58.53857519198829,437.0,4.278982366834368,2.827544927597046,123.88176385645043,39.13161504516754,129.91525973583137,0.3158787365226071,8.440658507898284,-0.07092498182067802,0.19301103471683148,115.93945669059246,42.28728485107422,1.0,35.443748474121094,0.011527049129920556,130.0,88.0,104.0,308.0,16.084424256514115
9000-9102,1,,1-187505,1,0,4.42104,0.0314,95.5669,1.0,241,251.26507943845317,250.2716381743469,22.32145315029862,109,259.76342175522916,259.4926776500554,11.856876822734746,61.0,261.7821113104376,261.6268452240859,9.014857749432426,33.0,258.9814884140538,258.5822840357684,14.374064282723758,75.0,21.736367089407786,2.621964931488037,250.2716381743469,22.32145315029862,251.26507943845317,0.08918890415680586,6.619990958966173,-0.047988113000300495,1.1701940626124698,254.81805415778663,18.629661560058594,1.0,16.697296142578125,0.014911812267288854,109.0,66.0,11.0,343.0,82.04610309570336
9002-1901,1,,1-373100,0,0,3.0579,0.258043,14.9605,1.0,86,97.21998826674724,93.5879155555387,26.325428402132925,86,98.99314325520679,98.16869159700806,12.749525547149304,21.0,93.8054296036293,86.3897637478107,36.55499066774474,186.0,92.476119440246,83.53892315376055,39.66208498095798,213.0,4.085868086133685,2.1849164962768555,93.5879155555387,26.325428402132925,97.21998826674724,0.28129089365720933,-5.143034588976586,-0.026075640592416353,0.2577472320624582,92.17711033234517,42.88202667236328,1.0,32.535940170288086,0.020883730218652006,86.0,204.0,86.0,213.0,30.15538884504995
9024-1901,1,,1-314028,0,0,3.51848,0.057576,152.804,1.0,143,220.9891500115235,220.46153997974693,15.261514098348117,92,226.43182583307325,226.2874064665135,8.085878106806542,37.0,226.19024795688907,226.01558429702186,8.887290119871853,40.0,222.91360366879704,222.4474493762876,14.408572677176988,82.0,8.593731607709612,1.4848823547363281,220.46153997974693,15.261514098348117,220.9891500115235,0.06922529026945082,11.740761713462371,-0.03510120975376972,0.8396802405907319,223.47598462995836,37.89976501464844,1.0,17.407967567443848,0.027737241473915743,92.0,305.0,3.0,,
9025-1901,1,,1-272055,0,0,3.28964,0.371397,69.1248,0.9438202247191011,89,49.12197122657952,48.7186351401386,6.2819302182496735,83,48.116921637788906,47.9633099710121,3.8417501899172275,25.0,56.1903981625587,54.80640278094284,12.394315627736015,164.0,56.8211276320351,55.439182431914936,12.455424386863617,165.0,3.4077603476388116,2.4649415016174316,48.7186351401386,6.2819302182496735,49.12197122657952,0.1289430666557011,-5.709804093889528,0.02982410951397871,0.7214704643278478,46.04138631764521,59.37120819091797,0.43373493975903615,26.742746353149414,0.026642259945938343,83.0,238.0,89.0,297.0,6.080722111794888
9026-3701,1,,1-94584,0,0,2.01825,0.248572,134.998,1.0,40,69.31915360789664,69.1337277987027,5.066827169940998,40,70.07779185296354,70.02824023323235,2.6348587863453172,9.0,73.78466016383683,72.56076017305726,13.38327906758861,149.0,74.38579723594988,72.80452280321022,15.256090253557478,158.0,3.329973902021136,3.58622407913208,69.1337277987027,5.066827169940998,69.31915360789664,0.07329023519018278,-8.094504042495467,-0.01570327723053088,0.8258044061865354,66.69414085314395,32.88154602050781,1.0,31.148828506469727,0.03266347416334425,40.0,357.0,40.0,193.0,3.134406904460712
9028-1902,1,,1-269081,0,0,3.40132,0.3413,73.7036,1.0,96,76.79541037942892,64.33552515711193,41.934177684837415,88,75.07452451204001,69.63514902302589,28.055841659980057,27.0,77.08349932756587,61.622909015659246,46.3085624159359,116.0,76.37201620874777,59.28662776339999,48.14333420353519,140.0,4.079672609056746,1.8522553443908691,64.33552515711193,41.934177684837415,76.79541037942892,0.6518043892924038,5.183278684559388,0.032696659491107775,0.43738799304686027,61.2442218415094,17.51150894165039,0.9318181818181818,17.408735275268555,0.029657773175969383,88.0,251.0,96.0,251.0,42.46405901656185
9028-3701,1,,1-269500,0,0,4.65747,0.316453,40.0703,1.0,185,320.73807603724254,310.3782118009202,80.85962564429211,172,329.8496790292273,324.068396613502,61.48564931785497,47.0,331.1208620503358,326.26801224577633,56.48193932707584,35.0,324.88068831957196,316.5493405809143,73.10250762311229,97.0,13.37287221636091,1.9403417110443115,310.3782118009202,80.85962564429211,320.73807603724254,0.2605196581780564,26.69692766373917,-0.040413069290925106,0.5324699028449082,300.9767576737273,27.682334899902344,1.0,19.592378616333008,0.02684190950596619,172.0,38.0,17.0,42.0,147.17789627842885
9028-6103,1,,1-269491,0,0,5.91607,0.566352,102.158,1.0,189,112.32716268408726,102.38947691381937,46.19292688249854,187,116.6772916367632,112.77571993729839,29.92035053795875,47.0,113.40425493904885,106.00086930253516,40.303110864890385,127.0,112.03976927636225,95.65685738667531,58.33245695498987,299.0,7.553328105381557,2.0517566204071045,102.38947691381937,46.19292688249854,112.32716268408726,0.4511491637112167,15.244421971478731,-0.05481696431397147,0.24501124247211878,94.97807937150267,31.657005310058594,1.0,19.5216007232666,0.012371207840852258,187.0,105.00000000000001,5.0,,
9029-12704,1,,1-135285,0,0,10.1204,0.348367,106.622,1.0,836,121.37368930801976,91.84082877671119,79.3525968437488,777,125.2944618426687,115.36536359136274,48.8828707409522,204.0,125.80806938911896,116.36891003237689,47.81157915499069,188.0,121.33443657918887,100.75163982490218,67.61029930848102,511.0,12.280728476388115,1.923029899597168,91.84082877671119,79.3525968437488,121.37368930801976,0.864023091915639,14.249277115532108,-0.045866930979671164,0.1508710772775707,69.04219148805845,22.085777282714844,0.8777348777348777,13.787558555603027,0.018207978465780785,777.0,119.0,836.0,119.0,95.39579554920842
9030-6103,1,,1-269131,0,0,3.56107,0.105703,134.451,1.0,139,125.89260263923447,119.22561370940258,40.42524501962237,126,131.83618142236898,130.40445349220238,19.37671905746217,37.0,127.66641631780999,123.14013081324912,33.69305623905728,96.0,121.14167857540473,111.51023332496473,47.33681603021686,153.0,9.009857858930316,2.4819445610046387,119.22561370940258,40.42524501962237,125.89260263923447,0.3390651032265082,5.070188224495471,-0.06655284740307607,0.301868901968177,110.95256019393746,34.223960876464844,1.0,18.304879188537598,0.01570943362450462,126.0,106.0,67.0,18.0,70.77247933860527
9031-12702,1,,1-209744,0,0,5.5965,0.058738,37.6209,1.0,361,45.531899089357445,45.318177258491666,4.406432190713737,6,45.531899089357445,45.318177258491666,4.406432190713737,6.0,45.531899089357445,45.318177258491666,4.406432190713737,6.0,52.39387490863256,50.53471580972886,13.833315798151114,8.0,5.233925751277379,1.1728425025939941,45.318177258491666,4.406432190713737,45.531899089357445,0.09723321760228264,-13.793555014796173,0.0,4.4823288477850864,46.456969650426686,27.71673583984375,0.3333333333333333,10.111119747161865,0.018487529144007725,6.0,,361.0,79.0,8.881546235950706
9031-1901,1,,1-209722,0,0,3.49042,0.339442,124.912,1.0,103,52.676466184434766,48.91323187520564,19.55264271658096,103,52.53526851573944,51.95811797518633,7.765849245089823,25.0,54.262978824625165,47.67796223459187,25.909125575336404,214.0,54.152370229234194,47.628245387781114,25.768768746786424,216.0,3.2593553406851634,2.227356433868408,48.91323187520564,19.55264271658096,52.676466184434766,0.39974137808898885,7.588334073480749,0.003872292369043025,0.2962217739989508,47.952060232537185,55.311580657958984,0.3883495145631068,25.309829711914062,0.025140538068079955,103.0,307.0,0.0,,
9033-1901,1,,1-198036,0,0,3.37173,0.344238,18.8803,0.989010989010989,91,41.045305099078256,40.81440600056984,4.347566387885102,90,39.48569380429246,39.35057320244783,3.2638020536077477,25.0,48.3030392758676,47.55377683042127,8.474780967582396,213.0,48.3030392758676,47.55377683042127,8.474780967582396,213.0,2.693760565349034,2.1253762245178223,40.81440600056984,4.347566387885102,41.045305099078256,0.10652038860554291,-6.7750718771180285,0.05588717087516586,0.6946023308833301,38.98332122274457,52.5394401550293,0.16666666666666666,30.18422794342041,0.05542876663209558,90.0,29.000000000000004,91.0,13.0,7.683028619772931
9035-12702,1,,1-247911,0,0,2.22472,0.240831,54.3924,1.0,45,80.71710830615415,78.25240886213473,19.79424362234429,45,75.23621795593098,74.7464390373514,8.57078430179309,10.0,90.60066767676773,83.60829139922801,34.90178495117234,91.0,121.32048920121917,112.40411971697146,45.6505747025805,109.0,5.573435510907855,3.3024096488952637,78.25240886213473,19.79424362234429,80.71710830615415,0.2529537928630138,3.3937669099880403,0.10144716280885464,0.8264269284017706,77.92135288586724,32.56903839111328,1.0,20.989696502685547,0.0304871338030908,45.0,232.00000000000003,45.0,233.0,38.72286418285761
9036-6103,1,,1-247664,0,0,3.70465,0.491635,83.1854,0.9411764705882353,85,54.94640796868263,49.903792272525074,22.993896265782723,77,46.62400007728565,43.697646034155596,16.257709379872008,19.0,57.451756062588736,51.466321951967075,25.532762862872353,92.0,66.1372453103805,57.67917317652755,32.36121442278692,121.0,5.576771668025426,2.193909168243408,49.903792272525074,22.993896265782723,54.94640796868263,0.46076450743889047,0.11041239515457388,0.23695238552814796,1.2003699173096127,49.21656681563137,29.75149917602539,0.4675324675324675,18.481229782104492,0.08029113538847031,77.0,259.0,85.0,261.0,27.58191335265175
9037-12703,1,,1-247758,1,0,17.209,0.206811,112.355,0.8616267296658792,2963,149.43013005475686,111.9526532314285,98.97457856755473,672,157.6413462600161,131.68444510510824,86.6602617583747,594.0,164.1507532451025,148.85845000161774,69.18548730803596,175.0,159.63616179596812,136.72540919661614,82.40064704215855,487.0,11.71436037336077,0.9605574011802673,111.9526532314285,98.97457856755473,149.43013005475686,0.8840753274775409,-0.9343899403000517,-0.07717490280584952,0.4040185867570361,111.90573158842575,29.53107261657715,0.9955357142857143,13.333740711212158,0.01613018984731134,660.0,290.0,2514.0,290.0,130.14599701279985
9037-3701,1,,1-199415,0,0,3.88102,0.190458,78.8174,0.9235668789808917,157,45.20658063177692,42.73813025602472,14.733877786801868,77,41.63582269911893,40.61705359417831,9.154053154756888,36.0,49.022900150231465,45.849252794541115,17.351966958296927,92.0,49.022900150231465,45.849252794541115,17.351966958296927,92.0,2.3165479728153775,1.720606803894043,42.73813025602472,14.733877786801868,45.20658063177692,0.3447478328728445,4.533775793215375,0.11870746712751731,1.418892795255649,42.415999595229046,23.777231216430664,0.2077922077922078,16.262338638305664,0.07251441780775437,77.0,205.0,157.0,337.0,2.4150400729456254
9038-3702,1,,1-199750,0,0,6.86348,0.410226,136.297,1.0,353,72.911789156076,64.1703157298024,34.61646395976277,340,69.97408114543063,67.2810957625859,19.22566475139562,85.0,73.08367785291865,63.87421057175556,35.51491506880204,362.0,72.80119051858682,62.14349191825672,37.923604168500866,496.0,5.101760796138219,1.78060781955719,64.1703157298024,34.61646395976277,72.911789156076,0.5394466828793545,3.9490179093329036,0.05933146636114135,0.31010590619488,62.35370243284025,13.93221664428711,0.8676470588235294,22.39185619354248,0.0884571141534573,340.0,288.0,353.0,287.0,29.395846598368795
9039-12703,1,,1-263104,0,0,9.46289,0.343259,149.742,1.0,744,245.82846421020432,243.5423352228808,33.44794119424457,116,250.83534718890658,249.9230254233452,21.374114311972143,101.0,256.30278651065754,256.25533468868076,4.931715393237425,18.0,254.91770761784892,254.60030753336062,12.716959583851013,49.0,31.43838337489537,1.644773244857788,243.5423352228808,33.44794119424457,245.82846421020432,0.1373393301974963,42.94362720658695,-0.029088690542379673,1.814663259707206,250.72533418797775,10.752187728881836,1.0,14.866003036499023,0.07869863600309863,113.0,136.0,35.0,116.00000000000001,381.09992729351717
9039-12704,1,,1-263197,0,0,5.03158,0.263208,53.0542,1.0,238,154.94281341720128,116.84022870902518,101.76264729683648,217,155.5223650592842,142.53302581929395,62.22172116254693,61.0,155.65618673962354,147.3724228956142,50.10207021867258,38.0,155.48010174481732,134.72262294300504,77.61363865929519,98.0,21.203847612653462,2.772733449935913,116.84022870902518,101.76264729683648,154.94281341720128,0.8709555640314829,4.9516526712776106,-0.005386222411585538,0.33849659895765294,103.3628774437368,14.338006019592285,1.0,13.96679973602295,0.018998689946621086,217.0,220.0,238.0,221.0,140.001559214911
9039-12705,1,,1-263495,1,0,6.33862,0.173239,137.122,0.8571428571428571,413,187.7652030176967,187.5053759104401,9.874485756807731,122,189.4643787710844,189.2963098531568,7.978590044023631,89.0,191.64037785866103,191.55348849294754,5.770222872004217,41.0,189.3726225354204,189.20763283562715,7.90328050124252,91.0,14.995790209089007,1.5319292545318604,187.5053759104401,9.874485756807731,187.7652030176967,0.05266241412472446,6.8835150244106655,-0.012996907615392522,1.0928269300908353,187.13012952851324,21.591773986816406,1.0,15.271131992340088,0.019082855603915923,119.0,111.0,5.0,,
9039-3703,1,,1-262876,0,0,2.57033,0.195052,47.1227,1.0,67,274.90376490620906,268.55853041405504,58.72304233817692,67,279.45450178666016,277.253549297183,35.00411362890029,17.0,277.2935133659285,273.16131915080206,47.692622853162604,41.0,272.01584504599197,264.00274371509346,65.53755615666321,104.0,12.127908979143417,3.0613203048706055,268.55853041405504,58.72304233817692,274.90376490620906,0.2186601268916671,32.828890050141275,-0.023686750626481286,0.4891492860321849,266.77897937667063,18.84254264831543,1.0,33.46753692626953,0.01190252167758753,67.0,231.0,64.0,300.0,44.75633252461886
9044-1901,1,,1-315675,0,0,3.5028,0.453468,14.8612,1.0,81,147.59452590835784,136.86092141770231,55.25606090566376,81,150.1780926366182,146.59851079700837,32.5934984325417,21.0,147.46554227560253,130.9088286349504,67.88935663314761,161.0,146.84195802616512,127.93440661692512,72.07876414404808,300.0,5.743648665291923,2.620586395263672,136.86092141770231,55.25606090566376,147.59452590835784,0.4037387760748821,11.593366842636293,-0.025035159091227405,0.1851703747283818,132.0478371006677,50.449623107910156,1.0,56.04269027709961,0.009156351088506265,81.0,195.0,73.0,124.0,50.52999813555714
9044-3701,1,,1-632371,0,0,3.96405,0.310697,4.41504,1.0,135,157.86487114268232,134.15504758616567,83.20901842979112,135,157.21836012639838,150.9538842716272,43.93788324603357,31.0,157.56706194159426,149.6617978720513,49.28209884543741,35.0,158.10665178375393,138.14236335268623,76.90514147704063,102.0,12.839997155325754,2.2227537631988525,134.15504758616567,83.20901842979112,157.86487114268232,0.6202451560858886,6.487987574646926,0.005920464521655965,0.3016075136385983,122.00174832105913,27.201595306396484,1.0,20.61797332763672,0.023455351306054067,135.0,172.0,81.0,171.0,57.000104686668934
9044-3703,1,,1-316144,0,0,3.00271,0.065802,167.708,1.0,103,223.9568770870406,218.24317004125535,50.26531134812077,95,240.61511614252788,238.6488630548579,30.69778947914422,25.0,233.23806542811212,229.11821226203196,43.64447243923092,53.0,217.90322686844925,210.57687537209858,56.02852700371952,116.0,10.102381025041854,2.4145309925079346,218.24317004125535,50.26531134812077,223.9568770870406,0.23031791253132422,22.072224148642217,-0.10350631167740713,0.5143760223452228,205.4062252059537,18.059860229492188,1.0,21.441152572631836,0.012248019311185755,95.0,356.0,103.0,355.0,86.98477059443466
9045-12704,1,,1-315206,0,0,6.95584,0.471247,108.495,1.0,321,70.81307657982524,64.44722071390058,29.343611859380534,218,73.67406861829483,71.63421934391711,17.21647483548203,84.0,74.12070609685787,72.31884058146659,16.243902525230965,67.0,71.3064065374441,67.14590089624745,24.000658451687677,167.0,14.060628073556083,2.193854331970215,64.44722071390058,29.343611859380534,70.81307657982524,0.45531229328949835,-10.11435679951171,-0.057141119222316974,0.5314789880622647,64.22263420438549,15.876057624816895,0.8302752293577982,12.980826377868652,0.024920217113535877,218.0,275.0,321.0,277.0,30.107814179972408
9047-12702,1,,1-295449,0,0,5.09993,0.315679,151.393,1.0,225,85.80349160644357,62.0251154575273,59.28848306659095,177,78.36183838951568,68.33311592467612,38.35574251411839,55.0,82.10356640033412,65.45214864441769,49.56825449300312,109.0,86.20975391577683,60.58381561348208,61.33288641447101,199.0,8.383665766034808,1.939621090888977,62.0251154575273,59.28848306659095,85.80349160644357,0.9558786409223164,-1.8183307217647615,0.1308851125811531,0.5052584736834798,62.74965807045,26.991989135742188,0.8700564971751412,13.11528205871582,0.026042295874618506,177.0,331.0,225.0,331.0,70.0602050523683
9047-3704,1,,1-295448,0,0,2.77514,0.412429,12.74,1.0,59,78.31643108001587,66.45302840054869,41.442229591405265,59,73.09967402367128,70.3411992620105,19.89165726502285,13.0,81.3749831324582,64.89697258482346,49.09450915461452,80.0,86.89970458032664,61.696582647361474,61.19714328124587,114.0,5.202415330069406,2.2480950355529785,66.45302840054869,41.442229591405265,78.31643108001587,0.6236319184975336,-5.985015066948053,0.09945004936185371,0.6340717665115262,64.00033682450064,55.055938720703125,0.9661016949152542,20.3431453704834,0.013947740000065097,59.0,195.0,59.0,196.0,63.870592571165886
9047-9102,1,,1-270068,0,0,4.45111,0.546315,147.78,1.0,113,83.39845604250965,66.48650686029923,50.34726284307615,108,76.97285079605489,72.35485906476924,26.260124321661323,27.0,81.77518712076807,69.17330992447675,43.61461249087188,71.0,85.75899241471126,63.07698352213601,58.102486433324735,150.0,7.7040733609880725,2.0526721477508545,66.48650686029923,50.34726284307615,83.39845604250965,0.7572553472972391,2.0993104692599616,0.11567099477026156,0.6291017428495075,64.74899285885718,10.31440544128418,0.9351851851851852,16.136857986450195,0.037233042820717634,108.0,142.0,113.0,140.0,52.15013140611786
9049-1902,1,,1-295359,0,64,1.57598,0.173655,128.455,1.0,23,118.74246454229822,117.92148868226624,13.93898821784082,23,120.01031717701571,119.75497213152249,7.824505013493234,7.0,113.65077199963447,108.95288890435643,32.338305080938675,87.0,113.72386987185628,106.09249518449111,40.9573075794739,106.0,4.495287282126291,3.45196795463562,117.92148868226624,13.93898821784082,118.74246454229822,0.11820566695353338,6.544693863361645,-0.015322476154974994,0.5639484725224246,118.28612399687624,16.26165008544922,1.0,31.79141616821289,0.011224427693804207,23.0,288.0,9.0,,
9049-6104,1,,1-269984,1,0,3.73415,0.399527,67.5861,0.3761467889908257,109,111.03008557313456,106.47996011587772,31.45946592201898,41,,,,4.0,114.48942867544051,112.3427654788173,22.06654306864208,19.0,112.09145105900112,95.28868912337177,59.03015437606319,97.0,14.476225716727122,3.877519369125366,106.47996011587772,31.45946592201898,111.03008557313456,0.29544964036221416,80.80894477036809,,0.7788652377966014,101.36873437556315,29.47705841064453,1.0,23.88056182861328,0.2894404264529507,7.0,170.0,41.0,175.0,41.073881993029055
9086-3702,1,,1-317878,0,0,5.01572,0.209039,147.947,1.0,252,44.923370503727796,40.45083700528007,19.540701189759414,32,41.42827566499124,39.82465625671225,11.4148490401413,23.0,43.20122058527185,40.52732860632694,14.962656719049269,29.0,50.51250705524798,43.877819337315216,25.024994289877547,38.0,3.4659964697701593,1.070942997932434,40.45083700528007,19.540701189759414,44.923370503727796,0.48307285179806675,-5.335422469454589,0.11685040064190434,2.8778233422338264,38.71147564321903,23.672285079956055,0.125,11.001813411712646,0.1651224474498481,29.0,307.0,0.0,,
