case,level,component,r,theta,z,phi,gx,gy,gz
f1-stars-h0p1,0,stellar_luminosity,3.0,3.665191429188092,0.0,-1477.4527078749504,93.81705608947507,61.98474785553967,0.0
f1-stars-h0p1,0,stellar_luminosity,3.0,4.1887902047863905,0.0,-1467.9648526742674,51.39936261571823,98.3745684864485,0.0
f1-stars-h0p1,0,stellar_luminosity,3.0,4.71238898038469,0.0,-1463.7908082153149,-1.0051752295090584,110.00658508976568,0.0
f1-stars-h0p1,0,stellar_luminosity,3.0,5.235987755982989,0.0,-1464.3299982024857,-53.54586127412078,97.51630003767964,0.0
f1-stars-h0p1,0,stellar_luminosity,3.0,5.759586531581287,0.0,-1470.503793509872,-94.69384366855088,59.98651695312655,0.0
f1-stars-h0p1,0,stellar_luminosity,3.0,0.0,0.4,-1470.5253681275906,-110.82382793483427,0.7313547363832631,-20.317708310610712
f1-stars-h0p1,0,stellar_luminosity,3.0,0.5235987755982988,0.4,-1470.4162438033948,-95.71262554224802,-55.61784425809616,-19.688660753262916
f1-stars-h0p1,0,stellar_luminosity,3.0,1.0471975511965976,0.4,-1470.9845775576434,-56.21276484422747,-94.82795912512812,-19.37189470669344
f1-stars-h0p1,0,stellar_luminosity,3.0,1.5707963267948966,0.4,-1474.635746710693,-2.9942358153002684,-110.60781365703563,-19.93805943306844
f1-stars-h0p1,0,stellar_luminosity,3.0,2.0943951023931953,0.4,-1478.870040765886,53.24531793398444,-97.12154267706173,-20.31488206381191
f1-stars-h0p1,0,stellar_luminosity,3.0,2.6179938779914944,0.4,-1482.5504511323122,95.77707598032211,-57.3028399046651,-21.165344584077587
f1-stars-h0p1,0,stellar_luminosity,3.0,3.141592653589793,0.4,-1481.7972021532782,110.96808491827714,3.09396536490109,-21.48019111630108
f1-stars-h0p1,0,stellar_luminosity,3.0,3.665191429188092,0.4,-1473.354549816789,92.14484985567206,60.76413825264982,-20.04805084168277
f1-stars-h0p1,0,stellar_luminosity,3.0,4.1887902047863905,0.4,-1464.1349565414769,50.56252600974382,96.7258887243503,-18.77321098887172
f1-stars-h0p1,0,stellar_luminosity,3.0,4.71238898038469,0.4,-1459.9561122207886,-1.0312387247210653,108.29524622880483,-18.71279206473541
f1-stars-h0p1,0,stellar_luminosity,3.0,5.235987755982989,0.4,-1460.5574215611105,-52.698053029426376,95.885168854348,-18.521227576921557
f1-stars-h0p1,0,stellar_luminosity,3.0,5.759586531581287,0.4,-1466.443973028848,-93.1705060859391,58.81807303484618,-19.847565283180124
f1-stars-h0p1,0,stellar_luminosity,6.0,0.0,0.0,-1187.1122240166583,-78.78751053366388,0.501194706538048,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,0.5235987755982988,0.0,-1188.26784455317,-68.28813858084544,-39.110226239356145,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,1.0471975511965976,0.0,-1189.2013575499707,-39.63708479747183,-67.84041687450369,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,1.5707963267948966,0.0,-1191.4463930494576,-0.9215203245888984,-78.86383243926433,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,2.0943951023931953,0.0,-1194.3936022095033,38.967732226496324,-69.12210157221502,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,2.6179938779914944,0.0,-1196.6866726664225,68.79121527457389,-40.35816816560057,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,3.141592653589793,0.0,-1196.6604215592602,80.18029571737469,1.1903977097134069,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,3.665191429188092,0.0,-1190.8291277943824,67.28764893609552,41.1550039155475,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,4.1887902047863905,0.0,-1185.178427663983,37.71866248162603,68.14156218798445,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,4.71238898038469,0.0,-1182.4111727367342,-0.3402578882934028,77.62683261902826,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,5.235987755982989,0.0,-1182.1012006381359,-38.520070298789236,67.37630549107064,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,5.759586531581287,0.0,-1184.5627015180949,-67.29010580822887,40.0808394736702,0.0
f1-stars-h0p1,0,stellar_luminosity,6.0,0.0,0.4,-1185.9340242289147,-78.38438840466438,0.4982711786365212,-5.870545632318257
f1-stars-h0p1,0,stellar_luminosity,6.0,0.5235987755982988,0.4,-1187.0842879588163,-67.93058399625201,-38.8981663146406,-5.890554425738123
f1-stars-h0p1,0,stellar_luminosity,6.0,1.0471975511965976,0.4,-1188.0350082125628,-39.44593094017292,-67.49771540078427,-5.812757999012036
f1-stars-h0p1,0,stellar_luminosity,6.0,1.5707963267948966,0.4,-1190.2687627010412,-0.9194696065027508,-78.46249737424345,-5.86713653811008
f1-stars-h0p1,0,stellar_luminosity,6.0,2.0943951023931953,0.4,-1193.1957013019064,38.76201032859304,-68.76513671764653,-5.967784810773561
f1-stars-h0p1,0,stellar_luminosity,6.0,2.6179938779914944,0.4,-1195.4630417752433,68.42383833053687,-40.13514502338396,-6.092063030114628
f1-stars-h0p1,0,stellar_luminosity,6.0,3.141592653589793,0.4,-1195.3825753247274,79.67670328034288,1.1619123210163793,-6.34216810789531
f1-stars-h0p1,0,stellar_luminosity,6.0,3.665191429188092,0.4,-1189.6455791065016,66.94862431479969,40.94240268622726,-5.898300687012198
f1-stars-h0p1,0,stellar_luminosity,6.0,4.1887902047863905,0.4,-1184.0316635828683,37.53170397982684,67.81053177642593,-5.715404860409591
f1-stars-h0p1,0,stellar_luminosity,6.0,4.71238898038469,0.4,-1181.2623029587583,-0.3550114602270315,77.23203275681026,-5.721480042697135
f1-stars-h0p1,0,stellar_luminosity,6.0,5.235987755982989,0.4,-1180.9630960799536,-38.329064783198625,67.05051611750794,-5.671874409640125
f1-stars-h0p1,0,stellar_luminosity,6.0,5.759586531581287,0.4,-1183.4030953456422,-66.95955634878472,39.87248206684246,-5.778872937489156
f1-stars-h0p1,0,atomic_helium,1.0,0.0,0.0,-141.88168498359659,-4.317534855758126,-0.7993432769846691,0.0
f1-stars-h0p1,0,atomic_helium,1.0,0.5235987755982988,0.0,-141.26529323579587,-3.583022430086623,-3.6631410494955063,0.0
f1-stars-h0p1,0,atomic_helium,1.0,1.0471975511965976,0.0,-140.56988900396195,-1.9785050041770187,-5.614366228612426,0.0
f1-stars-h0p1,0,atomic_helium,1.0,1.5707963267948966,0.0,-140.26693610676926,-0.01209555617493132,-6.161033790608801,0.0
f1-stars-h0p1,0,atomic_helium,1.0,2.0943951023931953,0.0,-140.55646837816505,2.0869014272766084,-5.608207246232696,0.0
f1-stars-h0p1,0,atomic_helium,1.0,2.6179938779914944,0.0,-141.157976559921,3.8830947743459294,-3.63088240485641,0.0
f1-stars-h0p1,0,atomic_helium,1.0,3.141592653589793,0.0,-141.61063359840287,4.61928939401635,-0.34256430330670923,0.0
f1-stars-h0p1,0,atomic_helium,1.0,3.665191429188092,0.0,-141.64380295509142,4.063325891155974,2.4279417280555364,0.0
f1-stars-h0p1,0,atomic_helium,1.0,4.1887902047863905,0.0,-141.62314031864028,2.4414452145370826,4.150857860145594,0.0
f1-stars-h0p1,0,atomic_helium,1.0,4.71238898038469,0.0,-141.67740200047572,0.1608098327429281,4.964913241616572,0.0
f1-stars-h0p1,0,atomic_helium,1.0,5.235987755982989,0.0,-141.820323424517,-2.1648126561606995,4.483832944570903,0.0
f1-stars-h0p1,0,atomic_helium,1.0,5.759586531581287,0.0,-142.00435905487942,-3.8787316926540196,2.5024120885008503,0.0
f1-stars-h0p1,0,atomic_helium,1.0,0.0,0.4,-141.01749540817906,-4.304531855117876,-0.7192059826024345,-4.069837621856756
f1-stars-h0p1,0,atomic_helium,1.0,0.5235987755982988,0.4,-140.46040798230771,-3.5761898711821036,-3.532045197407239,-3.8238780507940278
f1-stars-h0p1,0,atomic_helium,1.0,1.0471975511965976,0.4,-139.82933494428397,-1.965309032810818,-5.373504459454022,-3.5403354041316386
f1-stars-h0p1,0,atomic_helium,1.0,1.5707963267948966,0.4,-139.55135877129626,0.02022624245693824,-5.946323159831803,-3.437050249869277
f1-stars-h0p1,0,atomic_helium,1.0,2.0943951023931953,0.4,-139.7908896897627,2.1174302330978323,-5.391503546375152,-3.6308649672934137
f1-stars-h0p1,0,atomic_helium,1.0,2.6179938779914944,0.4,-140.335614713737,3.8450342653691947,-3.4876068889321674,-3.8835985941985203
f1-stars-h0p1,0,atomic_helium,1.0,3.141592653589793,0.4,-140.7663958859924,4.549508304935598,-0.42984227015488985,-3.9725223312690696
f1-stars-h0p1,0,atomic_helium,1.0,3.665191429188092,0.4,-140.85276733294398,3.9732442286778316,2.2822231338986283,-3.7695396044687604
f1-stars-h0p1,0,atomic_helium,1.0,4.1887902047863905,0.4,-140.85443433987686,2.3685501084558864,4.0300951987872935,-3.66988856746242
f1-stars-h0p1,0,atomic_helium,1.0,4.71238898038469,0.4,-140.89982892616712,0.14502226908730437,4.7791621975150935,-3.6901463456284893
f1-stars-h0p1,0,atomic_helium,1.0,5.235987755982989,0.4,-141.0167029857965,-2.1292695576508356,4.260439295378507,-3.8011299819767124
f1-stars-h0p1,0,atomic_helium,1.0,5.759586531581287,0.4,-141.1495349254659,-3.813229014816675,2.3527950945549856,-4.015645406911841
f1-stars-h0p1,0,atomic_helium,3.0,0.0,0.0,-125.67311176594352,-9.085226172652531,-0.44797490375394045,0.0
f1-stars-h0p1,0,atomic_helium,3.0,0.5235987755982988,0.0,-124.97507052925064,-7.613373314786295,-4.881143427936002,0.0
f1-stars-h0p1,0,atomic_helium,3.0,1.0471975511965976,0.0,-124.42887388005957,-4.115070611920443,-7.668219904347709,0.0
f1-stars-h0p1,0,atomic_helium,3.0,1.5707963267948966,0.0,-124.07551365004795,0.14418104419820413,-8.648881269069712,0.0
f1-stars-h0p1,0,atomic_helium,3.0,2.0943951023931953,0.0,-124.05891591070983,4.289713925804782,-7.660289043706502,0.0
f1-stars-h0p1,0,atomic_helium,3.0,2.6179938779914944,0.0,-124.60231610711415,7.5706468094323816,-5.048743922216186,0.0
f1-stars-h0p1,0,atomic_helium,3.0,3.141592653589793,0.0,-125.62943440098881,9.222450058270518,-0.601918335453821,0.0
f1-stars-h0p1,0,atomic_helium,3.0,3.665191429188092,0.0,-126.33118081370355,7.7974893587194085,4.19661570269155,0.0
f1-stars-h0p1,0,atomic_helium,3.0,4.1887902047863905,0.0,-126.73277029636166,4.400312757043187,7.045676451027424,0.0
f1-stars-h0p1,0,atomic_helium,3.0,4.71238898038469,0.0,-126.9938394050709,-0.04815295637227452,8.117679425976693,0.0
f1-stars-h0p1,0,atomic_helium,3.0,5.235987755982989,0.0,-126.74283104573429,-4.405343855306542,7.139836204260597,0.0
f1-stars-h0p1,0,atomic_helium,3.0,5.759586531581287,0.0,-126.31675875752869,-7.71515367392388,4.073656045452385,0.0
f1-stars-h0p1,0,atomic_helium,3.0,0.0,0.4,-125.3358322586597,-8.908740510739353,-0.4431577437302025,-1.6604368283623334
f1-stars-h0p1,0,atomic_helium,3.0,0.5235987755982988,0.4,-124.64526334751955,-7.471217283256887,-4.7913470814516215,-1.6217940194989613
f1-stars-h0p1,0,atomic_helium,3.0,1.0471975511965976,0.4,-124.10092476924905,-4.041173161077932,-7.549207253031822,-1.6069119905645946
f1-stars-h0p1,0,atomic_helium,3.0,1.5707963267948966,0.4,-123.75245406419857,0.1409347341056201,-8.507798378528895,-1.5811902924036878
f1-stars-h0p1,0,atomic_helium,3.0,2.0943951023931953,0.4,-123.74109576344624,4.211292067758817,-7.54444779329192,-1.557511886467663
f1-stars-h0p1,0,atomic_helium,3.0,2.6179938779914944,0.4,-124.27773721097451,7.440993221741108,-4.95200498466172,-1.5951266344390447
f1-stars-h0p1,0,atomic_helium,3.0,3.141592653589793,0.4,-125.27092511150168,9.026928959197052,-0.5888343296917583,-1.7546438491689345
f1-stars-h0p1,0,atomic_helium,3.0,3.665191429188092,0.4,-125.96431278762618,7.6510234246665485,4.097460399368089,-1.7885273301441242
f1-stars-h0p1,0,atomic_helium,3.0,4.1887902047863905,0.4,-126.38031226468519,4.329567085954915,6.930241434738051,-1.7280594858029588
f1-stars-h0p1,0,atomic_helium,3.0,4.71238898038469,0.4,-126.63049270105608,-0.04174383211991923,7.986369482648302,-1.773123510034502
f1-stars-h0p1,0,atomic_helium,3.0,5.235987755982989,0.4,-126.38739781288815,-4.3226367708710125,7.021519019990489,-1.7366136644503054
f1-stars-h0p1,0,atomic_helium,3.0,5.759586531581287,0.4,-125.96610767789937,-7.576459248160987,3.9965664010202984,-1.7166977942445174
f1-stars-h0p1,0,atomic_helium,6.0,0.0,0.0,-102.13310283252937,-6.634395387644496,-0.26946626961953896,0.0
f1-stars-h0p1,0,atomic_helium,6.0,0.5235987755982988,0.0,-101.51009618443118,-5.634211710446802,-3.3920449760776066,0.0
f1-stars-h0p1,0,atomic_helium,6.0,1.0471975511965976,0.0,-101.25693767682134,-3.2344984647992185,-5.750484351720738,0.0
f1-stars-h0p1,0,atomic_helium,6.0,1.5707963267948966,0.0,-101.01499280365915,0.041884854592810536,-6.543748951423318,0.0
f1-stars-h0p1,0,atomic_helium,6.0,2.0943951023931953,0.0,-100.91017812759587,3.2993889713283306,-5.638612943061883,0.0
f1-stars-h0p1,0,atomic_helium,6.0,2.6179938779914944,0.0,-101.03837930814004,5.589831098438939,-3.380053883144863,0.0
f1-stars-h0p1,0,atomic_helium,6.0,3.141592653589793,0.0,-101.68036779529476,6.616946132740573,-0.2609640953204913,0.0
f1-stars-h0p1,0,atomic_helium,6.0,3.665191429188092,0.0,-102.59689234502937,5.952482295613789,3.085760120617842,0.0
f1-stars-h0p1,0,atomic_helium,6.0,4.1887902047863905,0.0,-103.67970736843937,3.726268153766696,5.719353436492671,0.0
f1-stars-h0p1,0,atomic_helium,6.0,4.71238898038469,0.0,-104.17301556027823,-0.06603131538185351,6.865777982412361,0.0
f1-stars-h0p1,0,atomic_helium,6.0,5.235987755982989,0.0,-103.66075852523485,-3.575289136869266,5.756651137216425,0.0
f1-stars-h0p1,0,atomic_helium,6.0,5.759586531581287,0.0,-102.93128066798351,-5.943721012592356,3.1364738191328057,0.0
f1-stars-h0p1,0,atomic_helium,6.0,0.0,0.4,-102.02864746684757,-6.5976315357750694,-0.2648634962337167,-0.5196004852423833
f1-stars-h0p1,0,atomic_helium,6.0,0.5235987755982988,0.4,-101.4103665806849,-5.604823942170098,-3.3758416178527026,-0.49691474117609286
f1-stars-h0p1,0,atomic_helium,6.0,1.0471975511965976,0.4,-101.15314214322471,-3.214126671906867,-5.71686805141114,-0.5157632981064195
f1-stars-h0p1,0,atomic_helium,6.0,1.5707963267948966,0.4,-100.91401495051221,0.04267168764830596,-6.508773520275641,-0.5026237870288612
f1-stars-h0p1,0,atomic_helium,6.0,2.0943951023931953,0.4,-100.81078914555206,3.279384924996374,-5.6104381837079424,-0.4948035356941548
f1-stars-h0p1,0,atomic_helium,6.0,2.6179938779914944,0.4,-100.94281902194975,5.563288393439506,-3.3643143569925806,-0.476474464052217
f1-stars-h0p1,0,atomic_helium,6.0,3.141592653589793,0.4,-101.58149012139332,6.5842732147035585,-0.2594053191087193,-0.4929445209920444
f1-stars-h0p1,0,atomic_helium,6.0,3.665191429188092,0.4,-102.49141690469287,5.919977903307898,3.0685170884410997,-0.5251894532532353
f1-stars-h0p1,0,atomic_helium,6.0,4.1887902047863905,0.4,-103.56004239555473,3.6943227162811896,5.684132740561205,-0.5941484877711647
f1-stars-h0p1,0,atomic_helium,6.0,4.71238898038469,0.4,-104.04595973624596,-0.06285784676126302,6.814828747684561,-0.6299045300374518
f1-stars-h0p1,0,atomic_helium,6.0,5.235987755982989,0.4,-103.54446691793599,-3.550551046902381,5.720710871431296,-0.5779486614926259
f1-stars-h0p1,0,atomic_helium,6.0,5.759586531581287,0.4,-102.82168184970689,-5.90842641796994,3.119234427821875,-0.5454606502944609
f1-stars-h0p1,0,co21,1.0,0.0,0.0,-93.14614977674778,-2.9292297434620425,-1.1035747162789962,0.0
f1-stars-h0p1,0,co21,1.0,0.5235987755982988,0.0,-92.40399037441334,-2.5723251375116707,-3.234725384518751,0.0
f1-stars-h0p1,0,co21,1.0,1.0471975511965976,0.0,-91.76892497949382,-1.6157439948535757,-4.42005714294688,0.0
f1-stars-h0p1,0,co21,1.0,1.5707963267948966,0.0,-91.6396116179296,-0.3495565712350739,-4.866882690635975,0.0
f1-stars-h0p1,0,co21,1.0,2.0943951023931953,0.0,-92.09969442606399,1.1710347210537861,-4.579729650162953,0.0
f1-stars-h0p1,0,co21,1.0,2.6179938779914944,0.0,-92.76490706538969,2.8026860305308223,-2.8301658858983334,0.0
f1-stars-h0p1,0,co21,1.0,3.141592653589793,0.0,-92.91241927267671,3.3846078731982088,0.7185907929786164,0.0
f1-stars-h0p1,0,co21,1.0,3.665191429188092,0.0,-92.38045965683217,3.223253637048668,2.8842922040343653,0.0
f1-stars-h0p1,0,co21,1.0,4.1887902047863905,0.0,-92.10951762621555,2.1415457314938364,3.979536211016505,0.0
f1-stars-h0p1,0,co21,1.0,4.71238898038469,0.0,-92.23050262989923,0.6130396469328979,4.579432950305466,0.0
f1-stars-h0p1,0,co21,1.0,5.235987755982989,0.0,-92.74168632213559,-1.0634915796620197,4.288832272656022,0.0
f1-stars-h0p1,0,co21,1.0,5.759586531581287,0.0,-93.27951136391596,-2.4891942436701457,2.1386865422821515,0.0
f1-stars-h0p1,0,co21,1.0,0.0,0.4,-92.5218451242675,-2.9139706224721533,-0.9106687091441645,-2.933431960707657
f1-stars-h0p1,0,co21,1.0,0.5235987755982988,0.4,-91.87237200107283,-2.541968572438932,-3.028798607271614,-2.5361121735624006
f1-stars-h0p1,0,co21,1.0,1.0471975511965976,0.4,-91.29389872268776,-1.5614564133577864,-4.199451054149188,-2.287817565996747
f1-stars-h0p1,0,co21,1.0,1.5707963267948966,0.4,-91.16259072344954,-0.26852477935327407,-4.64219252568258,-2.3036190686659967
f1-stars-h0p1,0,co21,1.0,2.0943951023931953,0.4,-91.53836921242672,1.267225796417443,-4.3181903655091105,-2.647884891103668
f1-stars-h0p1,0,co21,1.0,2.6179938779914944,0.4,-92.10110384322888,2.7819395775228704,-2.6345799481007504,-3.074965819839793
f1-stars-h0p1,0,co21,1.0,3.141592653589793,0.4,-92.24114592656146,3.404092943490692,0.47848119055301874,-3.097428511816843
f1-stars-h0p1,0,co21,1.0,3.665191429188092,0.4,-91.84107748300252,3.1172941959393334,2.6513543366228802,-2.5853850928980946
f1-stars-h0p1,0,co21,1.0,4.1887902047863905,0.4,-91.60584453285297,2.0457409181187853,3.8023106917931417,-2.4191756013241115
f1-stars-h0p1,0,co21,1.0,4.71238898038469,0.4,-91.71407395715318,0.5508480836481201,4.344471520873334,-2.469899246958678
f1-stars-h0p1,0,co21,1.0,5.235987755982989,0.4,-92.1569106170945,-1.0826831555649175,3.9576724786161748,-2.7436278322571397
f1-stars-h0p1,0,co21,1.0,5.759586531581287,0.4,-92.61988510431134,-2.452049249410219,2.022778198063954,-3.052510678832913
f1-stars-h0p1,0,co21,3.0,0.0,0.0,-82.62475654758587,-5.781277948186315,-0.42667729970324514,0.0
f1-stars-h0p1,0,co21,3.0,0.5235987755982988,0.0,-81.68469202106562,-4.595023008498734,-3.370243387231778,0.0
f1-stars-h0p1,0,co21,3.0,1.0471975511965976,0.0,-80.9670595693067,-2.4346836786615063,-4.772926042856871,0.0
f1-stars-h0p1,0,co21,3.0,1.5707963267948966,0.0,-80.43058504900672,0.44713707782996137,-5.4832972433406235,0.0
f1-stars-h0p1,0,co21,3.0,2.0943951023931953,0.0,-80.15629083526049,2.8866893406118206,-5.228307681704361,0.0
f1-stars-h0p1,0,co21,3.0,2.6179938779914944,0.0,-80.64522746001298,5.126145099957789,-3.488421964489774,0.0
f1-stars-h0p1,0,co21,3.0,3.141592653589793,0.0,-81.3049598365623,6.014085941271052,-0.2599159788917518,0.0
f1-stars-h0p1,0,co21,3.0,3.665191429188092,0.0,-81.39142352109803,4.795662871435436,2.8938807237759203,0.0
f1-stars-h0p1,0,co21,3.0,4.1887902047863905,0.0,-81.1288679759564,2.5933792253350303,4.861838479392311,0.0
f1-stars-h0p1,0,co21,3.0,4.71238898038469,0.0,-80.99175964448803,0.11224695205168776,5.686774545327713,0.0
f1-stars-h0p1,0,co21,3.0,5.235987755982989,0.0,-81.61111358646158,-2.276172562544216,5.257257182585659,0.0
f1-stars-h0p1,0,co21,3.0,5.759586531581287,0.0,-82.6278588014897,-4.499843051866989,3.1080733795824944,0.0
f1-stars-h0p1,0,co21,3.0,0.0,0.4,-82.37300325364038,-5.663933071407776,-0.41230430128355194,-1.2259008811590102
f1-stars-h0p1,0,co21,3.0,0.5235987755982988,0.4,-81.46672492599166,-4.534550871922318,-3.308954816850114,-1.0687024242832548
f1-stars-h0p1,0,co21,3.0,1.0471975511965976,0.4,-80.7637043947174,-2.399372694143517,-4.730653111691158,-1.0019850110824506
f1-stars-h0p1,0,co21,3.0,1.5707963267948966,0.4,-80.23392624755084,0.4171119344132536,-5.42587193691136,-0.9688367926762969
f1-stars-h0p1,0,co21,3.0,2.0943951023931953,0.4,-79.97124421542881,2.8461426377964254,-5.143901133048773,-0.9156013902511003
f1-stars-h0p1,0,co21,3.0,2.6179938779914944,0.4,-80.44173316109439,5.039782206033147,-3.417015370441205,-1.0047886447047978
f1-stars-h0p1,0,co21,3.0,3.141592653589793,0.4,-81.0730636997888,5.906350155171159,-0.2571983644331169,-1.132866705000928
f1-stars-h0p1,0,co21,3.0,3.665191429188092,0.4,-81.16832157639325,4.731344763728216,2.8521985545569692,-1.0947733400930721
f1-stars-h0p1,0,co21,3.0,4.1887902047863905,0.4,-80.9160897336132,2.568982830679158,4.803560598197529,-1.0391683733132473
f1-stars-h0p1,0,co21,3.0,4.71238898038469,0.4,-80.79466670098235,0.11815022080599703,5.609132317156556,-0.9653080377610193
f1-stars-h0p1,0,co21,3.0,5.235987755982989,0.4,-81.40474149145587,-2.2474445036320705,5.164421498742645,-1.0163616826039765
f1-stars-h0p1,0,co21,3.0,5.759586531581287,0.4,-82.38506055395285,-4.4422006755762995,3.051987928081419,-1.1900189321643933
f1-stars-h0p1,0,co21,6.0,0.0,0.0,-67.12444724558088,-4.444477623390244,-0.2622233858052226,0.0
f1-stars-h0p1,0,co21,6.0,0.5235987755982988,0.0,-66.42013163274521,-3.657745183002138,-2.3047456552740924,0.0
f1-stars-h0p1,0,co21,6.0,1.0471975511965976,0.0,-66.0238785571659,-2.058877322540393,-3.822029941982902,0.0
f1-stars-h0p1,0,co21,6.0,1.5707963267948966,0.0,-65.47807822027728,0.20839689027196479,-4.262739605689709,0.0
f1-stars-h0p1,0,co21,6.0,2.0943951023931953,0.0,-65.02966456436025,2.1279228238919328,-3.5871763250454674,0.0
f1-stars-h0p1,0,co21,6.0,2.6179938779914944,0.0,-65.1637091300282,3.5946240694521974,-2.214983878049879,0.0
f1-stars-h0p1,0,co21,6.0,3.141592653589793,0.0,-65.67567880755918,4.326979013449424,-0.18285597600983797,0.0
f1-stars-h0p1,0,co21,6.0,3.665191429188092,0.0,-66.0926951147347,3.833582169060686,2.158263844011887,0.0
f1-stars-h0p1,0,co21,6.0,4.1887902047863905,0.0,-66.07793627746327,2.1243342455590577,3.786643263163817,0.0
