ell_kpc,grid,x,y,z,gx,gy,gz
0.25,base,-1.5,1.8369701987210297e-16,0.2,3597.675398830482,1897.6365659448466,-1347.688467421063
0.25,base,-1.3858192987669302,-0.5740251485476345,0.2,3290.330201944374,2467.6677476623668,-1167.8714505780702
0.25,base,-1.0606601717798214,-1.0606601717798212,0.2,2068.033007782979,3436.242155815342,-574.5077548253863
0.25,base,-0.5740251485476355,-1.3858192987669298,0.2,1192.649806028288,3963.3889818529165,-520.3307856827984
0.25,base,-2.755455298081545e-16,-1.5,0.2,65.04318149990192,4292.563881545221,-397.6632607917913
0.25,base,0.574025148547635,-1.38581929876693,0.2,-988.2518757409543,4316.918195952775,-431.44638201691635
0.25,base,1.060660171779821,-1.0606601717798214,0.2,-2256.4477420815037,3843.0340493208278,-585.8195773438097
0.25,base,1.3858192987669298,-0.5740251485476355,0.2,-3809.4711332573906,3282.748264185835,-1319.566755129907
0.25,base,2.0,0.0,0.2,-4265.622165544377,-48.36994619538164,-788.8755643896787
0.25,base,1.8477590650225735,0.7653668647301796,0.2,-3043.8275705386404,-2202.8462487535003,-523.4076205255
0.25,base,1.4142135623730951,1.4142135623730951,0.2,-2104.131201980035,-3037.00325183082,-384.42901679917026
0.25,base,0.7653668647301797,1.8477590650225735,0.2,-1634.922448709931,-3186.5539877833453,-393.2683336993399
0.25,base,1.2246467991473532e-16,2.0,0.2,-47.519136730082835,-4473.643420936516,-542.3247310047708
0.25,base,-0.7653668647301795,1.8477590650225735,0.2,1379.2838920483948,-3419.7865242055686,-424.61231725991604
0.25,base,-1.414213562373095,1.4142135623730951,0.2,2172.6165037635456,-3303.1054714348047,-409.43692015794875
0.25,base,-1.8477590650225735,0.7653668647301798,0.2,3279.7057151918616,-2122.191549288799,-603.1930870521477
0.25,base,-2.0,2.4492935982947064e-16,0.2,3743.4311162740664,604.5765520947365,-779.6917393090467
0.25,base,-1.8477590650225737,-0.7653668647301793,0.2,2997.734408485251,2318.3248394778193,-553.2764979242712
0.25,base,-1.4142135623730954,-1.414213562373095,0.2,1977.080184929771,3181.4036218347355,-404.1602147888529
0.25,base,-0.7653668647301807,-1.847759065022573,0.2,1008.0005317019529,3821.0840530730065,-343.8529833164142
0.25,base,-3.6739403974420594e-16,-2.0,0.2,-69.30056334030044,4374.88464816958,-354.6323798232479
0.25,base,0.76536686473018,-1.8477590650225733,0.2,-1114.7904893297157,4198.148412791272,-356.12487777699585
0.25,base,1.4142135623730947,-1.4142135623730954,0.2,-2190.6973270252415,3554.1465528251233,-385.8968753933779
0.25,base,1.847759065022573,-0.7653668647301808,0.2,-3395.596521715767,2286.4835403472434,-542.3773499052768
0.25,base,2.5,0.0,0.2,-3607.3391229214276,51.893580438860226,-420.86672166893845
0.25,base,2.309698831278217,0.9567085809127245,0.2,-2902.913407506661,-1815.624912472707,-390.8470299934079
0.25,base,1.7677669529663689,1.7677669529663689,0.2,-2057.8695750419756,-2745.7274024733088,-338.7267226966583
0.25,base,0.9567085809127246,2.309698831278217,0.2,-1396.3655999725765,-3174.256336262581,-310.3245796325024
0.25,base,1.5308084989341916e-16,2.5,0.2,66.71695546273072,-3954.604203138775,-275.71642892766977
0.25,base,-0.9567085809127243,2.309698831278217,0.2,1224.7282005352008,-3403.4259872329744,-322.1933775099464
0.25,base,-1.7677669529663687,1.7677669529663689,0.2,1920.484406962846,-2844.792745350611,-352.8499306518398
0.25,base,-2.309698831278217,0.9567085809127247,0.2,3007.838064731358,-1700.6859853159747,-410.91596195966827
0.25,base,-2.5,3.061616997868383e-16,0.2,3570.210379292478,260.5256439835698,-432.0721058263822
0.25,base,-2.309698831278217,-0.9567085809127241,0.2,2849.901041079556,1912.863685214341,-358.90170837856385
0.25,base,-1.7677669529663693,-1.7677669529663687,0.2,1824.1818207296094,2878.3486471300357,-330.6149071405625
0.25,base,-0.9567085809127258,-2.309698831278216,0.2,822.3779503441209,3202.3910662624503,-312.65599015059456
0.25,base,-4.592425496802574e-16,-2.5,0.2,-98.73369734450083,2938.7910816242265,-350.9467094323452
0.25,base,0.956708580912725,-2.3096988312782165,0.2,-839.9937361154057,3160.3062689783183,-350.06752672071684
0.25,base,1.7677669529663684,-1.7677669529663693,0.2,-1806.7103925461654,2934.767734751685,-339.72707685948944
0.25,base,2.309698831278216,-0.956708580912726,0.2,-3169.141602680501,1959.5136224891992,-354.9862042767208
0.25,base,3.0,0.0,0.2,-3433.718133621484,37.75023623374436,-306.2069490060006
0.25,base,2.77163859753386,1.1480502970952693,0.2,-2812.782271454971,-1613.6417286553872,-322.19681822085397
0.25,base,2.121320343559643,2.121320343559643,0.2,-2007.4277381704314,-2341.9539960376064,-310.0208236871509
0.25,base,1.1480502970952695,2.77163859753386,0.2,-1068.0741964349616,-2809.6511574781516,-300.3905094777519
0.25,base,1.8369701987210297e-16,3.0,0.2,-96.18038527493063,-3167.4897190625366,-281.44200953712283
0.25,base,-1.1480502970952693,2.77163859753386,0.2,1035.3139645507367,-3126.6593806454007,-294.0658695523278
0.25,base,-2.1213203435596424,2.121320343559643,0.2,1883.663201766344,-2638.245770895447,-324.225104551386
0.25,base,-2.77163859753386,1.1480502970952697,0.2,2873.889967018217,-1501.4691995028038,-322.8869263648354
0.25,base,-3.0,3.6739403974420594e-16,0.2,3250.89458387081,153.27826133542618,-333.0330903300171
0.25,base,-2.7716385975338604,-1.148050297095269,0.2,2716.3990535253006,1733.5564068584858,-303.5093649692921
0.25,base,-2.121320343559643,-2.1213203435596424,0.2,1773.0983681276887,2581.943657198146,-299.10205839973423
0.25,base,-1.148050297095271,-2.7716385975338595,0.2,845.4481516009114,2850.808703084901,-267.31964978363936
0.25,base,-5.51091059616309e-16,-3.0,0.2,-89.12787432775457,2582.1050939859333,-316.2496678539944
0.25,base,1.14805029709527,-2.77163859753386,0.2,-839.3653926506345,2673.715422333521,-314.2158616538261
0.25,base,2.121320343559642,-2.121320343559643,0.2,-1707.8430256715735,2604.728441403647,-295.76206827051016
0.25,base,2.7716385975338595,-1.148050297095271,0.2,-2613.579866745026,1517.271203343796,-347.5542304473829
0.25,base,0.5,0.0,0.5,-1484.7454404814125,-550.6780595579039,-3976.548785502251
0.25,base,0.46193976625564337,0.1913417161825449,0.5,-1434.8213538554305,-1432.0604327239685,-3586.3284539754077
0.25,base,0.3535533905932738,0.3535533905932738,0.5,-1125.5402730503122,-2075.9775939948267,-3361.6264475766848
0.25,base,0.19134171618254492,0.46193976625564337,0.5,-673.8377170217307,-2518.640408243599,-3225.510725443819
0.25,base,3.061616997868383e-17,0.5,0.5,-536.189063006459,-2708.9962272387274,-3106.911891646625
0.25,base,-0.19134171618254486,0.46193976625564337,0.5,-225.69292891733625,-2190.3278173525596,-3531.424039712877
0.25,base,-0.35355339059327373,0.3535533905932738,0.5,569.6062326709906,-1485.1101465147756,-3681.0211098674977
0.25,base,-0.46193976625564337,0.19134171618254495,0.5,1183.301008109753,-690.7029181965638,-3705.3061062036304
0.25,base,-0.5,6.123233995736766e-17,0.5,1707.546234734138,-222.98441047978133,-3967.6873118096264
0.25,base,-0.4619397662556434,-0.19134171618254484,0.5,1680.363145382033,1265.6575247517396,-4018.713863603543
0.25,base,-0.35355339059327384,-0.35355339059327373,0.5,1138.112886090106,2425.9219371042277,-3726.2237642813707
0.25,base,-0.19134171618254517,-0.46193976625564326,0.5,697.1304320224322,3141.113284920784,-3371.056752339798
0.25,base,-9.184850993605148e-17,-0.5,0.5,215.95706480937244,3175.340322065073,-3355.9199651235685
0.25,base,0.191341716182545,-0.4619397662556433,0.5,-398.4415195229358,2748.6837826032192,-3464.3904738787
0.25,base,0.3535533905932737,-0.35355339059327384,0.5,-797.7377493139363,2020.3313280157515,-3721.66214181556
0.25,base,0.46193976625564326,-0.1913417161825452,0.5,-1056.912006342546,928.1959018692263,-3975.006297604766
0.25,base,1.0,0.0,0.5,-2695.8679635662775,-1428.2462281459957,-3256.201910932563
0.25,base,0.9238795325112867,0.3826834323650898,0.5,-2226.567520410739,-1867.688537198444,-2603.4982040937293
0.25,base,0.7071067811865476,0.7071067811865476,0.5,-1628.8081814658856,-2778.124992473303,-2194.8118486027147
0.25,base,0.38268343236508984,0.9238795325112867,0.5,-881.8049563033667,-3311.7983108252474,-1768.7061923670992
0.25,base,6.123233995736766e-17,1.0,0.5,-409.4305502110438,-3291.042088662165,-1771.2212349314796
0.25,base,-0.3826834323650897,0.9238795325112867,0.5,294.99369727828787,-3562.8901224311294,-2135.813841655487
0.25,base,-0.7071067811865475,0.7071067811865476,0.5,1423.9101286890966,-2985.163449788255,-2904.881229564025
0.25,base,-0.9238795325112867,0.3826834323650899,0.5,2160.8371955994,-1082.6784904113406,-3424.5031821706352
0.25,base,-1.0,1.2246467991473532e-16,0.5,2716.737202751668,650.2670319356107,-3186.7362804248264
0.25,base,-0.9238795325112868,-0.38268343236508967,0.5,2413.5401862352633,1882.9933004129366,-2845.5811353955824
0.25,base,-0.7071067811865477,-0.7071067811865475,0.5,1542.6762574372863,3191.977380839106,-2099.970003135726
0.25,base,-0.38268343236509034,-0.9238795325112865,0.5,927.7887005776668,3270.7613815260133,-1764.512298057849
0.25,base,-1.8369701987210297e-16,-1.0,0.5,195.34212725982107,3407.8627362833067,-1715.3464401384408
0.25,base,0.38268343236509,-0.9238795325112866,0.5,-520.692390866145,3388.2370368325237,-1934.7434230250265
0.25,base,0.7071067811865474,-0.7071067811865477,0.5,-1346.9113256382166,3053.235018300002,-2542.957334276929
0.25,base,0.9238795325112865,-0.3826834323650904,0.5,-1991.3358512922007,1903.9254023323826,-3565.136069504407
0.25,base,1.5,0.0,0.5,-3236.8522570360146,-345.5883750500725,-2382.17014867565
0.25,base,1.38581929876693,0.5740251485476346,0.5,-2760.66784810225,-2117.8077139414513,-1813.5985851980683
0.25,base,1.0606601717798214,1.0606601717798214,0.5,-1938.0004226647472,-2989.464858579639,-1188.9356247546125
0.25,base,0.5740251485476348,1.38581929876693,0.5,-1168.3917774225458,-3095.606867187697,-1125.577339513892
0.25,base,9.184850993605148e-17,1.5,0.5,-220.28011428163188,-2419.008917391031,-1906.9810707969007
0.25,base,-0.5740251485476346,1.38581929876693,0.5,806.4465103896216,-3417.3764807801854,-1199.7631887062748
0.25,base,-1.0606601717798212,1.0606601717798214,0.5,1890.512561597028,-3124.1093979287207,-1482.4716997567227
0.25,base,-1.38581929876693,0.5740251485476349,0.5,3106.7861383733575,-2028.5727600902715,-2267.850423249641
0.25,base,-1.5,1.8369701987210297e-16,0.5,3134.6044425629225,1135.0869226391576,-2200.347627689713
0.25,base,-1.3858192987669302,-0.5740251485476345,0.5,2881.136078411384,2042.096568408429,-1855.1643750324813
0.25,base,-1.0606601717798214,-1.0606601717798212,0.5,1933.7422433817267,3101.2168967347625,-1160.2017540170011
0.25,base,-0.5740251485476355,-1.3858192987669298,0.5,1128.9797407864157,3677.110067980969,-1066.3257045082955
0.25,base,-2.755455298081545e-16,-1.5,0.5,79.45294346707719,4066.4709466007553,-973.9553756111126
0.25,base,0.574025148547635,-1.38581929876693,0.5,-943.2155246533389,4030.8286696545197,-1055.9458169297825
0.25,base,1.060660171779821,-1.0606601717798214,0.5,-2094.963057438007,3340.744498549298,-1260.5284492799692
0.25,base,1.3858192987669298,-0.5740251485476355,0.5,-3205.7916115600774,2402.6721822546087,-2094.9695436811157
0.25,base,2.0,0.0,0.5,-3696.4314879408776,-46.87261879624566,-1356.0257825356675
0.25,base,1.8477590650225735,0.7653668647301796,0.5,-2909.8804929073813,-1988.8926060330457,-1053.4552387551996
0.25,base,1.4142135623730951,1.4142135623730951,0.5,-2088.8452479510815,-2974.1577414219228,-918.1345120656267
0.25,base,0.7653668647301797,1.8477590650225735,0.5,-1577.033963803207,-3090.171311272276,-903.7101417368083
0.25,base,1.2246467991473532e-16,2.0,0.5,-59.00160789004477,-3750.4369892928735,-1047.6282320070168
0.25,base,-0.7653668647301795,1.8477590650225735,0.5,1353.8994302615536,-3365.4022312468105,-959.2772262675203
0.25,base,-1.414213562373095,1.4142135623730951,0.5,2135.6664633865207,-3171.675866972687,-961.1409402628451
0.25,base,-1.8477590650225735,0.7653668647301798,0.5,3061.4240607917313,-1853.3705779363245,-1186.1339408871959
0.25,base,-2.0,2.4492935982947064e-16,0.5,3379.581904479907,456.1031338880558,-1378.8218456920295
0.25,base,-1.8477590650225737,-0.7653668647301793,0.5,2834.2594478839546,2044.3590479354352,-1067.4369615927353
0.25,base,-1.4142135623730954,-1.414213562373095,0.5,1953.7329258797338,3100.0748930764425,-910.5942476497015
0.25,base,-0.7653668647301807,-1.847759065022573,0.5,1022.7409410419243,3788.6615090157934,-859.9627144860024
0.25,base,-3.6739403974420594e-16,-2.0,0.5,-85.3633632568158,4366.257780653235,-871.1211265015445
0.25,base,0.76536686473018,-1.8477590650225733,0.5,-1114.6263948846697,4186.724830625856,-899.570401935787
0.25,base,1.4142135623730947,-1.4142135623730954,0.5,-2184.9931573034223,3465.311201156058,-933.8903864985296
0.25,base,1.847759065022573,-0.7653668647301808,0.5,-3200.979796395104,2094.912065108576,-1084.337729178994
0.25,base,2.5,0.0,0.5,-3471.0151228838586,52.997446709821816,-873.9851057993947
0.25,base,2.309698831278217,0.9567085809127245,0.5,-2845.5491166567244,-1766.7193839777542,-861.3653532574604
0.25,base,1.7677669529663689,1.7677669529663689,0.5,-2018.9165103411992,-2708.2384056666906,-824.1919337155001
0.25,base,0.9567085809127246,2.309698831278217,0.5,-1399.7853078249889,-3148.8038860438382,-767.2574935574335
0.25,base,1.5308084989341916e-16,2.5,0.5,85.36192482294386,-3941.777980076418,-744.0176989447646
0.25,base,-0.9567085809127243,2.309698831278217,0.5,1230.9784018820396,-3346.496857893506,-827.1524456079441
