tau,eta,forward_fraction,relays,passive,forward_after_n,one_step_balance_error,direct,forward,backward,retained,external_input
0.1,0,0,1,True,0.9048374180359595,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0,2,True,0.8187307530779817,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0,10,True,0.3678794411714421,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0,100,True,4.539992976248457e-05,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.25,1,True,0.9048374180359595,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.25,2,True,0.8187307530779817,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.25,10,True,0.3678794411714421,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.25,100,True,4.539992976248457e-05,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.5,1,True,0.9048374180359595,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.5,2,True,0.8187307530779817,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.5,10,True,0.3678794411714421,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,0.5,100,True,4.539992976248457e-05,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,1,1,True,0.9048374180359595,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,1,2,True,0.8187307530779817,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,1,10,True,0.3678794411714421,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0,1,100,True,4.539992976248457e-05,0.0,0.9048374180359595,0.0,0.0,0.09516258196404043,0.0
0.1,0.25,0,1,True,0.9048374180359595,-1.1102230246251565e-16,0.9048374180359595,0.0,0.023790645491010107,0.07137193647303032,0.0
0.1,0.25,0,2,True,0.8187307530779817,-1.1102230246251565e-16,0.9048374180359595,0.0,0.023790645491010107,0.07137193647303032,0.0
0.1,0.25,0,10,True,0.3678794411714421,-1.1102230246251565e-16,0.9048374180359595,0.0,0.023790645491010107,0.07137193647303032,0.0
0.1,0.25,0,100,True,4.539992976248457e-05,-1.1102230246251565e-16,0.9048374180359595,0.0,0.023790645491010107,0.07137193647303032,0.0
0.1,0.25,0.25,1,True,0.910785079408712,-1.1102230246251565e-16,0.9048374180359595,0.005947661372752527,0.01784298411825758,0.07137193647303032,0.0
0.1,0.25,0.25,2,True,0.8295294608735339,-1.1102230246251565e-16,0.9048374180359595,0.005947661372752527,0.01784298411825758,0.07137193647303032,0.0
0.1,0.25,0.25,10,True,0.3927887797139988,-1.1102230246251565e-16,0.9048374180359595,0.005947661372752527,0.01784298411825758,0.07137193647303032,0.0
0.1,0.25,0.25,100,True,8.741596046776424e-05,-1.1102230246251565e-16,0.9048374180359595,0.005947661372752527,0.01784298411825758,0.07137193647303032,0.0
0.1,0.25,0.5,1,True,0.9167327407814646,0.0,0.9048374180359595,0.011895322745505053,0.011895322745505053,0.07137193647303032,0.0
0.1,0.25,0.5,2,True,0.840398918020696,0.0,0.9048374180359595,0.011895322745505053,0.011895322745505053,0.07137193647303032,0.0
0.1,0.25,0.5,10,True,0.41920593533848877,0.0,0.9048374180359595,0.011895322745505053,0.011895322745505053,0.07137193647303032,0.0
0.1,0.25,0.5,100,True,0.00016760008320236192,0.0,0.9048374180359595,0.011895322745505053,0.011895322745505053,0.07137193647303032,0.0
0.1,0.25,1,1,True,0.9286280635269696,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.0,0.07137193647303032,0.0
0.1,0.25,1,2,True,0.8623500803698495,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.0,0.07137193647303032,0.0
0.1,0.25,1,10,True,0.4768898080155284,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.0,0.07137193647303032,0.0
0.1,0.25,1,100,True,0.0006083876771499123,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.0,0.07137193647303032,0.0
0.1,0.5,0,1,True,0.9048374180359595,0.0,0.9048374180359595,0.0,0.04758129098202021,0.04758129098202021,0.0
0.1,0.5,0,2,True,0.8187307530779817,0.0,0.9048374180359595,0.0,0.04758129098202021,0.04758129098202021,0.0
0.1,0.5,0,10,True,0.3678794411714421,0.0,0.9048374180359595,0.0,0.04758129098202021,0.04758129098202021,0.0
0.1,0.5,0,100,True,4.539992976248457e-05,0.0,0.9048374180359595,0.0,0.04758129098202021,0.04758129098202021,0.0
0.1,0.5,0.25,1,True,0.9167327407814646,0.0,0.9048374180359595,0.011895322745505053,0.03568596823651516,0.04758129098202021,0.0
0.1,0.5,0.25,2,True,0.840398918020696,0.0,0.9048374180359595,0.011895322745505053,0.03568596823651516,0.04758129098202021,0.0
0.1,0.5,0.25,10,True,0.41920593533848877,0.0,0.9048374180359595,0.011895322745505053,0.03568596823651516,0.04758129098202021,0.0
0.1,0.5,0.25,100,True,0.00016760008320236192,0.0,0.9048374180359595,0.011895322745505053,0.03568596823651516,0.04758129098202021,0.0
0.1,0.5,0.5,1,True,0.9286280635269696,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.023790645491010107,0.04758129098202021,0.0
0.1,0.5,0.5,2,True,0.8623500803698495,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.023790645491010107,0.04758129098202021,0.0
0.1,0.5,0.5,10,True,0.4768898080155284,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.023790645491010107,0.04758129098202021,0.0
0.1,0.5,0.5,100,True,0.0006083876771499123,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.023790645491010107,0.04758129098202021,0.0
0.1,0.5,1,1,True,0.9524187090179798,0.0,0.9048374180359595,0.04758129098202021,0.0,0.04758129098202021,0.0
0.1,0.5,1,2,True,0.9071013972874752,0.0,0.9048374180359595,0.04758129098202021,0.0,0.04758129098202021,0.0
0.1,0.5,1,10,True,0.6141566796135837,0.0,0.9048374180359595,0.04758129098202021,0.0,0.04758129098202021,0.0
0.1,0.5,1,100,True,0.007634696832950898,0.0,0.9048374180359595,0.04758129098202021,0.0,0.04758129098202021,0.0
0.1,1,0,1,True,0.9048374180359595,0.0,0.9048374180359595,0.0,0.09516258196404043,0.0,0.0
0.1,1,0,2,True,0.8187307530779817,0.0,0.9048374180359595,0.0,0.09516258196404043,0.0,0.0
0.1,1,0,10,True,0.3678794411714421,0.0,0.9048374180359595,0.0,0.09516258196404043,0.0,0.0
0.1,1,0,100,True,4.539992976248457e-05,0.0,0.9048374180359595,0.0,0.09516258196404043,0.0,0.0
0.1,1,0.25,1,True,0.9286280635269696,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.07137193647303032,0.0,0.0
0.1,1,0.25,2,True,0.8623500803698495,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.07137193647303032,0.0,0.0
0.1,1,0.25,10,True,0.4768898080155284,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.07137193647303032,0.0,0.0
0.1,1,0.25,100,True,0.0006083876771499123,-1.1102230246251565e-16,0.9048374180359595,0.023790645491010107,0.07137193647303032,0.0,0.0
0.1,1,0.5,1,True,0.9524187090179798,0.0,0.9048374180359595,0.04758129098202021,0.04758129098202021,0.0,0.0
0.1,1,0.5,2,True,0.9071013972874752,0.0,0.9048374180359595,0.04758129098202021,0.04758129098202021,0.0,0.0
0.1,1,0.5,10,True,0.6141566796135837,0.0,0.9048374180359595,0.04758129098202021,0.04758129098202021,0.0,0.0
0.1,1,0.5,100,True,0.007634696832950898,0.0,0.9048374180359595,0.04758129098202021,0.04758129098202021,0.0,0.0
0.1,1,1,1,True,1.0,0.0,0.9048374180359595,0.09516258196404043,0.0,0.0,0.0
0.1,1,1,2,True,1.0,0.0,0.9048374180359595,0.09516258196404043,0.0,0.0,0.0
0.1,1,1,10,True,1.0,0.0,0.9048374180359595,0.09516258196404043,0.0,0.0,0.0
0.1,1,1,100,True,1.0,0.0,0.9048374180359595,0.09516258196404043,0.0,0.0,0.0
0.1,1.2,0,1,False,0.9048374180359595,-7.28583859910259e-17,0.9048374180359595,0.0,0.1141950983568485,0.0,0.01903251639280808
0.1,1.2,0,2,False,0.8187307530779817,-7.28583859910259e-17,0.9048374180359595,0.0,0.1141950983568485,0.0,0.01903251639280808
0.1,1.2,0,10,False,0.3678794411714421,-7.28583859910259e-17,0.9048374180359595,0.0,0.1141950983568485,0.0,0.01903251639280808
0.1,1.2,0,100,False,4.539992976248457e-05,-7.28583859910259e-17,0.9048374180359595,0.0,0.1141950983568485,0.0,0.01903251639280808
0.1,1.2,0.25,1,False,0.9333861926251716,-7.28583859910259e-17,0.9048374180359595,0.028548774589212126,0.08564632376763638,0.0,0.01903251639280808
0.1,1.2,0.25,2,False,0.871209784583314,-7.28583859910259e-17,0.9048374180359595,0.028548774589212126,0.08564632376763638,0.0,0.01903251639280808
0.1,1.2,0.25,10,False,0.50189598530298,-7.28583859910259e-17,0.9048374180359595,0.028548774589212126,0.08564632376763638,0.0,0.01903251639280808
0.1,1.2,0.25,100,False,0.0010142317866340845,-7.28583859910259e-17,0.9048374180359595,0.028548774589212126,0.08564632376763638,0.0,0.01903251639280808
0.1,1.2,0.5,1,False,0.9619349672143838,-7.28583859910259e-17,0.9048374180359595,0.05709754917842425,0.05709754917842425,0.0,0.01903251639280808
0.1,1.2,0.5,2,False,0.9253188811497376,-7.28583859910259e-17,0.9048374180359595,0.05709754917842425,0.05709754917842425,0.0,0.01903251639280808
0.1,1.2,0.5,10,False,0.678355140252602,-7.28583859910259e-17,0.9048374180359595,0.05709754917842425,0.05709754917842425,0.0,0.01903251639280808
0.1,1.2,0.5,100,False,0.02063341922971207,-7.28583859910259e-17,0.9048374180359595,0.05709754917842425,0.05709754917842425,0.0,0.01903251639280808
0.1,1.2,1,1,False,1.019032516392808,-7.28583859910259e-17,0.9048374180359595,0.1141950983568485,0.0,0.0,0.01903251639280808
0.1,1.2,1,2,False,1.0384272694658585,-7.28583859910259e-17,0.9048374180359595,0.1141950983568485,0.0,0.0,0.01903251639280808
0.1,1.2,1,10,False,1.2074813222676388,-7.28583859910259e-17,0.9048374180359595,0.1141950983568485,0.0,0.0,0.01903251639280808
0.1,1.2,1,100,False,6.588768013989713,-7.28583859910259e-17,0.9048374180359595,0.1141950983568485,0.0,0.0,0.01903251639280808
1,0,0,1,True,0.36787944117144233,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0,2,True,0.1353352832366127,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0,10,True,4.539992976248487e-05,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0,100,True,3.7200759760208486e-44,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.25,1,True,0.36787944117144233,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.25,2,True,0.1353352832366127,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.25,10,True,4.539992976248487e-05,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.25,100,True,3.7200759760208486e-44,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.5,1,True,0.36787944117144233,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.5,2,True,0.1353352832366127,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.5,10,True,4.539992976248487e-05,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,0.5,100,True,3.7200759760208486e-44,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,1,1,True,0.36787944117144233,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,1,2,True,0.1353352832366127,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,1,10,True,4.539992976248487e-05,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0,1,100,True,3.7200759760208486e-44,0.0,0.36787944117144233,0.0,0.0,0.6321205588285577,0.0
1,0.25,0,1,True,0.36787944117144233,0.0,0.36787944117144233,0.0,0.15803013970713942,0.47409041912141825,0.0
1,0.25,0,2,True,0.1353352832366127,0.0,0.36787944117144233,0.0,0.15803013970713942,0.47409041912141825,0.0
1,0.25,0,10,True,4.539992976248487e-05,0.0,0.36787944117144233,0.0,0.15803013970713942,0.47409041912141825,0.0
1,0.25,0,100,True,3.7200759760208486e-44,0.0,0.36787944117144233,0.0,0.15803013970713942,0.47409041912141825,0.0
1,0.25,0.25,1,True,0.40738697609822716,0.0,0.36787944117144233,0.039507534926784854,0.11852260478035456,0.47409041912141825,0.0
1,0.25,0.25,2,True,0.16596414829445752,0.0,0.36787944117144233,0.039507534926784854,0.11852260478035456,0.47409041912141825,0.0
1,0.25,0.25,10,True,0.00012591324241877574,0.0,0.36787944117144233,0.039507534926784854,0.11852260478035456,0.47409041912141825,0.0
1,0.25,0.25,100,True,1.0016455751861581e-39,0.0,0.36787944117144233,0.039507534926784854,0.11852260478035456,0.47409041912141825,0.0
1,0.25,0.5,1,True,0.44689451102501204,0.0,0.36787944117144233,0.07901506985356971,0.07901506985356971,0.47409041912141825,0.0
1,0.25,0.5,2,True,0.19971470398428462,0.0,0.36787944117144233,0.07901506985356971,0.07901506985356971,0.47409041912141825,0.0
1,0.25,0.5,10,True,0.00031772413409769396,0.0,0.36787944117144233,0.07901506985356971,0.07901506985356971,0.47409041912141825,0.0
1,0.25,0.5,100,True,1.0483397366866163e-35,0.0,0.36787944117144233,0.07901506985356971,0.07901506985356971,0.47409041912141825,0.0
1,0.25,1,1,True,0.5259095808785818,0.0,0.36787944117144233,0.15803013970713942,0.0,0.47409041912141825,0.0
1,0.25,1,2,True,0.2765808872598855,0.0,0.36787944117144233,0.15803013970713942,0.0,0.47409041912141825,0.0
1,0.25,1,10,True,0.0016184930075866702,0.0,0.36787944117144233,0.15803013970713942,0.0,0.47409041912141825,0.0
1,0.25,1,100,True,1.2334122984615417e-28,0.0,0.36787944117144233,0.15803013970713942,0.0,0.47409041912141825,0.0
1,0.5,0,1,True,0.36787944117144233,0.0,0.36787944117144233,0.0,0.31606027941427883,0.31606027941427883,0.0
1,0.5,0,2,True,0.1353352832366127,0.0,0.36787944117144233,0.0,0.31606027941427883,0.31606027941427883,0.0
1,0.5,0,10,True,4.539992976248487e-05,0.0,0.36787944117144233,0.0,0.31606027941427883,0.31606027941427883,0.0
1,0.5,0,100,True,3.7200759760208486e-44,0.0,0.36787944117144233,0.0,0.31606027941427883,0.31606027941427883,0.0
1,0.5,0.25,1,True,0.44689451102501204,0.0,0.36787944117144233,0.07901506985356971,0.23704520956070912,0.31606027941427883,0.0
1,0.5,0.25,2,True,0.19971470398428462,0.0,0.36787944117144233,0.07901506985356971,0.23704520956070912,0.31606027941427883,0.0
1,0.5,0.25,10,True,0.00031772413409769396,0.0,0.36787944117144233,0.07901506985356971,0.23704520956070912,0.31606027941427883,0.0
1,0.5,0.25,100,True,1.0483397366866163e-35,0.0,0.36787944117144233,0.07901506985356971,0.23704520956070912,0.31606027941427883,0.0
1,0.5,0.5,1,True,0.5259095808785818,0.0,0.36787944117144233,0.15803013970713942,0.15803013970713942,0.31606027941427883,0.0
1,0.5,0.5,2,True,0.2765808872598855,0.0,0.36787944117144233,0.15803013970713942,0.15803013970713942,0.31606027941427883,0.0
1,0.5,0.5,10,True,0.0016184930075866702,0.0,0.36787944117144233,0.15803013970713942,0.15803013970713942,0.31606027941427883,0.0
1,0.5,0.5,100,True,1.2334122984615417e-28,0.0,0.36787944117144233,0.15803013970713942,0.15803013970713942,0.31606027941427883,0.0
1,0.5,1,1,True,0.6839397205857212,0.0,0.36787944117144233,0.31606027941427883,0.0,0.31606027941427883,0.0
1,0.5,1,2,True,0.4677735413948743,0.0,0.36787944117144233,0.31606027941427883,0.0,0.31606027941427883,0.0
1,0.5,1,10,True,0.022396402618263773,0.0,0.36787944117144233,0.31606027941427883,0.0,0.31606027941427883,0.0
1,0.5,1,100,True,3.175284633670167e-17,0.0,0.36787944117144233,0.31606027941427883,0.0,0.31606027941427883,0.0
1,1,0,1,True,0.36787944117144233,0.0,0.36787944117144233,0.0,0.6321205588285577,0.0,0.0
1,1,0,2,True,0.1353352832366127,0.0,0.36787944117144233,0.0,0.6321205588285577,0.0,0.0
1,1,0,10,True,4.539992976248487e-05,0.0,0.36787944117144233,0.0,0.6321205588285577,0.0,0.0
1,1,0,100,True,3.7200759760208486e-44,0.0,0.36787944117144233,0.0,0.6321205588285577,0.0,0.0
1,1,0.25,1,True,0.5259095808785818,0.0,0.36787944117144233,0.15803013970713942,0.47409041912141825,0.0,0.0
1,1,0.25,2,True,0.2765808872598855,0.0,0.36787944117144233,0.15803013970713942,0.47409041912141825,0.0,0.0
1,1,0.25,10,True,0.0016184930075866702,0.0,0.36787944117144233,0.15803013970713942,0.47409041912141825,0.0,0.0
1,1,0.25,100,True,1.2334122984615417e-28,0.0,0.36787944117144233,0.15803013970713942,0.47409041912141825,0.0,0.0
1,1,0.5,1,True,0.6839397205857212,0.0,0.36787944117144233,0.31606027941427883,0.31606027941427883,0.0,0.0
1,1,0.5,2,True,0.4677735413948743,0.0,0.36787944117144233,0.31606027941427883,0.31606027941427883,0.0,0.0
1,1,0.5,10,True,0.022396402618263773,0.0,0.36787944117144233,0.31606027941427883,0.31606027941427883,0.0,0.0
1,1,0.5,100,True,3.175284633670167e-17,0.0,0.36787944117144233,0.31606027941427883,0.31606027941427883,0.0,0.0
1,1,1,1,True,1.0,0.0,0.36787944117144233,0.6321205588285577,0.0,0.0,0.0
1,1,1,2,True,1.0,0.0,0.36787944117144233,0.6321205588285577,0.0,0.0,0.0
1,1,1,10,True,1.0,0.0,0.36787944117144233,0.6321205588285577,0.0,0.0,0.0
1,1,1,100,True,1.0,0.0,0.36787944117144233,0.6321205588285577,0.0,0.0,0.0
1,1.2,0,1,False,0.36787944117144233,-5.551115123125783e-17,0.36787944117144233,0.0,0.7585446705942692,0.0,0.1264241117657115
1,1.2,0,2,False,0.1353352832366127,-5.551115123125783e-17,0.36787944117144233,0.0,0.7585446705942692,0.0,0.1264241117657115
1,1.2,0,10,False,4.539992976248487e-05,-5.551115123125783e-17,0.36787944117144233,0.0,0.7585446705942692,0.0,0.1264241117657115
1,1.2,0,100,False,3.7200759760208486e-44,-5.551115123125783e-17,0.36787944117144233,0.0,0.7585446705942692,0.0,0.1264241117657115
1,1.2,0.25,1,False,0.5575156088200096,-5.551115123125783e-17,0.36787944117144233,0.1896361676485673,0.5689085029457018,0.0,0.1264241117657115
1,1.2,0.25,2,False,0.310823654077946,-5.551115123125783e-17,0.36787944117144233,0.1896361676485673,0.5689085029457018,0.0,0.1264241117657115
1,1.2,0.25,10,False,0.002901150833522889,-5.551115123125783e-17,0.36787944117144233,0.1896361676485673,0.5689085029457018,0.0,0.1264241117657115
1,1.2,0.25,100,False,4.223797488571154e-26,-5.551115123125783e-17,0.36787944117144233,0.1896361676485673,0.5689085029457018,0.0,0.1264241117657115
1,1.2,0.5,1,False,0.7471517764685769,-5.551115123125783e-17,0.36787944117144233,0.3792723352971346,0.3792723352971346,0.0,0.1264241117657115
1,1.2,0.5,2,False,0.5582357770801503,-5.551115123125783e-17,0.36787944117144233,0.3792723352971346,0.3792723352971346,0.0,0.1264241117657115
1,1.2,0.5,10,False,0.05421111426184559,-5.551115123125783e-17,0.36787944117144233,0.3792723352971346,0.3792723352971346,0.0,0.1264241117657115
1,1.2,0.5,100,False,2.192215979781439e-13,-5.551115123125783e-17,0.36787944117144233,0.3792723352971346,0.3792723352971346,0.0,0.1264241117657115
1,1.2,1,1,False,1.1264241117657114,-5.551115123125783e-17,0.36787944117144233,0.7585446705942692,0.0,0.0,0.1264241117657115
1,1.2,1,2,False,1.268831279567172,-5.551115123125783e-17,0.36787944117144233,0.7585446705942692,0.0,0.0,0.1264241117657115
1,1.2,1,10,False,3.2886630761087243,-5.551115123125783e-17,0.36787944117144233,0.7585446705942692,0.0,0.0,0.1264241117657115
1,1.2,1,100,False,147976.86507308576,-5.551115123125783e-17,0.36787944117144233,0.7585446705942692,0.0,0.0,0.1264241117657115
3,0,0,1,True,0.049787068367863944,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0,2,True,0.0024787521766663585,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0,10,True,9.357622968840177e-14,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0,100,True,5.14820022241203e-131,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.25,1,True,0.049787068367863944,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.25,2,True,0.0024787521766663585,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.25,10,True,9.357622968840177e-14,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.25,100,True,5.14820022241203e-131,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.5,1,True,0.049787068367863944,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.5,2,True,0.0024787521766663585,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.5,10,True,9.357622968840177e-14,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,0.5,100,True,5.14820022241203e-131,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,1,1,True,0.049787068367863944,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,1,2,True,0.0024787521766663585,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,1,10,True,9.357622968840177e-14,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0,1,100,True,5.14820022241203e-131,0.0,0.049787068367863944,0.0,0.0,0.950212931632136,0.0
3,0.25,0,1,True,0.049787068367863944,0.0,0.049787068367863944,0.0,0.237553232908034,0.7126596987241021,0.0
3,0.25,0,2,True,0.0024787521766663585,0.0,0.049787068367863944,0.0,0.237553232908034,0.7126596987241021,0.0
3,0.25,0,10,True,9.357622968840177e-14,0.0,0.049787068367863944,0.0,0.237553232908034,0.7126596987241021,0.0
3,0.25,0,100,True,5.14820022241203e-131,0.0,0.049787068367863944,0.0,0.237553232908034,0.7126596987241021,0.0
3,0.25,0.25,1,True,0.10917537659487245,0.0,0.049787068367863944,0.0593883082270085,0.17816492468102552,0.7126596987241021,0.0
3,0.25,0.25,2,True,0.011919262854632223,0.0,0.049787068367863944,0.0593883082270085,0.17816492468102552,0.7126596987241021,0.0
3,0.25,0.25,10,True,2.405730569144893e-10,0.0,0.049787068367863944,0.0593883082270085,0.17816492468102552,0.7126596987241021,0.0
3,0.25,0.25,100,True,6.493365769565306e-97,0.0,0.049787068367863944,0.0593883082270085,0.17816492468102552,0.7126596987241021,0.0
3,0.25,0.5,1,True,0.16856368482188094,0.0,0.049787068367863944,0.118776616454017,0.118776616454017,0.7126596987241021,0.0
3,0.25,0.5,2,True,0.028413715840730415,0.0,0.049787068367863944,0.118776616454017,0.118776616454017,0.7126596987241021,0.0
3,0.25,0.5,10,True,1.8519965116246502e-08,0.0,0.049787068367863944,0.118776616454017,0.118776616454017,0.7126596987241021,0.0
3,0.25,0.5,100,True,4.746807754878022e-78,0.0,0.049787068367863944,0.118776616454017,0.118776616454017,0.7126596987241021,0.0
3,0.25,1,1,True,0.28734030127589794,0.0,0.049787068367863944,0.237553232908034,0.0,0.7126596987241021,0.0
3,0.25,1,2,True,0.0825644487373238,0.0,0.049787068367863944,0.237553232908034,0.0,0.7126596987241021,0.0
3,0.25,1,10,True,3.8367670155899124e-06,0.0,0.049787068367863944,0.237553232908034,0.0,0.7126596987241021,0.0
3,0.25,1,100,True,6.912804556117701e-55,0.0,0.049787068367863944,0.237553232908034,0.0,0.7126596987241021,0.0
3,0.5,0,1,True,0.049787068367863944,0.0,0.049787068367863944,0.0,0.475106465816068,0.475106465816068,0.0
3,0.5,0,2,True,0.0024787521766663585,0.0,0.049787068367863944,0.0,0.475106465816068,0.475106465816068,0.0
3,0.5,0,10,True,9.357622968840177e-14,0.0,0.049787068367863944,0.0,0.475106465816068,0.475106465816068,0.0
3,0.5,0,100,True,5.14820022241203e-131,0.0,0.049787068367863944,0.0,0.475106465816068,0.475106465816068,0.0
3,0.5,0.25,1,True,0.16856368482188094,0.0,0.049787068367863944,0.118776616454017,0.35632984936205103,0.475106465816068,0.0
3,0.5,0.25,2,True,0.028413715840730415,0.0,0.049787068367863944,0.118776616454017,0.35632984936205103,0.475106465816068,0.0
3,0.5,0.25,10,True,1.8519965116246502e-08,0.0,0.049787068367863944,0.118776616454017,0.35632984936205103,0.475106465816068,0.0
3,0.5,0.25,100,True,4.746807754878022e-78,0.0,0.049787068367863944,0.118776616454017,0.35632984936205103,0.475106465816068,0.0
3,0.5,0.5,1,True,0.28734030127589794,0.0,0.049787068367863944,0.237553232908034,0.237553232908034,0.475106465816068,0.0
3,0.5,0.5,2,True,0.0825644487373238,0.0,0.049787068367863944,0.237553232908034,0.237553232908034,0.475106465816068,0.0
3,0.5,0.5,10,True,3.8367670155899124e-06,0.0,0.049787068367863944,0.237553232908034,0.237553232908034,0.475106465816068,0.0
3,0.5,0.5,100,True,6.912804556117701e-55,0.0,0.049787068367863944,0.237553232908034,0.237553232908034,0.475106465816068,0.0
3,0.5,1,1,True,0.5248935341839319,0.0,0.049787068367863944,0.475106465816068,0.0,0.475106465816068,0.0
3,0.5,1,2,True,0.2755132222280985,0.0,0.049787068367863944,0.475106465816068,0.0,0.475106465816068,0.0
3,0.5,1,10,True,0.001587494503029455,0.0,0.049787068367863944,0.475106465816068,0.0,0.475106465816068,0.0
3,0.5,1,100,True,1.0165349185200122e-28,0.0,0.049787068367863944,0.475106465816068,0.0,0.475106465816068,0.0
3,1,0,1,True,0.049787068367863944,0.0,0.049787068367863944,0.0,0.950212931632136,0.0,0.0
3,1,0,2,True,0.0024787521766663585,0.0,0.049787068367863944,0.0,0.950212931632136,0.0,0.0
3,1,0,10,True,9.357622968840177e-14,0.0,0.049787068367863944,0.0,0.950212931632136,0.0,0.0
3,1,0,100,True,5.14820022241203e-131,0.0,0.049787068367863944,0.0,0.950212931632136,0.0,0.0
3,1,0.25,1,True,0.28734030127589794,0.0,0.049787068367863944,0.237553232908034,0.7126596987241021,0.0,0.0
3,1,0.25,2,True,0.0825644487373238,0.0,0.049787068367863944,0.237553232908034,0.7126596987241021,0.0,0.0
3,1,0.25,10,True,3.8367670155899124e-06,0.0,0.049787068367863944,0.237553232908034,0.7126596987241021,0.0,0.0
3,1,0.25,100,True,6.912804556117701e-55,0.0,0.049787068367863944,0.237553232908034,0.7126596987241021,0.0,0.0
3,1,0.5,1,True,0.5248935341839319,0.0,0.049787068367863944,0.475106465816068,0.475106465816068,0.0,0.0
3,1,0.5,2,True,0.2755132222280985,0.0,0.049787068367863944,0.475106465816068,0.475106465816068,0.0,0.0
3,1,0.5,10,True,0.001587494503029455,0.0,0.049787068367863944,0.475106465816068,0.475106465816068,0.0,0.0
3,1,0.5,100,True,1.0165349185200122e-28,0.0,0.049787068367863944,0.475106465816068,0.475106465816068,0.0,0.0
3,1,1,1,True,1.0,0.0,0.049787068367863944,0.950212931632136,0.0,0.0,0.0
3,1,1,2,True,1.0,0.0,0.049787068367863944,0.950212931632136,0.0,0.0,0.0
