kind	value	source
plateifu	8438-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8438-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8438-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8438-9102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8439-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8439-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8439-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8439-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8440-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8440-12705	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8440-1901	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8440-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8440-3703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8440-3704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8440-6102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8440-9101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8441-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8441-12704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8441-12705	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8441-1901	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	8441-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8441-3704	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8441-6101	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	8441-6104	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8441-9101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8441-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8442-1901	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8442-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8442-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8442-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8442-9102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8443-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8443-1902	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8443-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8443-3704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8443-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8444-12703	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8444-1901	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8444-1902	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8444-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8444-3702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8444-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8445-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8445-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8445-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8445-9101	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8446-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8446-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8446-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8446-12705	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8446-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8446-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8446-6104	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8446-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8447-12702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8448-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8448-3701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8448-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8448-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8449-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8449-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8449-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8449-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8450-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8450-1901	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8450-3702	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	8450-6102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8450-6103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8450-9101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8452-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8452-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8452-9102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8453-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8453-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8453-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8453-1902	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8453-3701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8453-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8453-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8454-12702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8454-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8454-6103	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8454-6104	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8455-12704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8455-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8455-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8455-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8455-6101	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8455-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8456-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8456-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8456-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8456-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8456-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8456-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8456-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8456-9102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8458-12701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8458-3702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8458-9102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8459-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8459-12704	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8461-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8461-3702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8461-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8461-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8462-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8462-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8462-12704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8462-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8464-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8464-12702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8464-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8464-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8464-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8464-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8464-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8464-9102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8465-3701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8465-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8466-12702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8466-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8466-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8466-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8466-9101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8481-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8481-1902	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8481-6102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8481-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8481-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8482-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8482-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8482-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8482-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8482-9101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8482-9102	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8483-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8483-3702	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8483-6103	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8484-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8484-3701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8484-3703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8484-6103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8484-9101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8485-12702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8485-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8485-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8485-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8486-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8486-12705	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8486-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8486-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8486-6103	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8487-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8487-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8487-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8487-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8488-12705	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8546-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8546-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8546-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8546-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8546-9101	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8547-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8547-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8547-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8547-6102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8547-9102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8548-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8548-6102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8549-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8549-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8549-3703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8549-6103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8549-6104	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8550-12701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8550-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8550-3701	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8550-6103	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8551-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8551-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8552-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8552-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8552-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8552-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8553-9101	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8554-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8554-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8554-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8554-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8554-6101	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8554-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8555-12702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8555-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8555-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8561-12701	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8561-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8561-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8562-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8562-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8562-6104	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8563-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8563-3701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8563-6104	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8564-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8564-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8564-6102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8565-6103	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8565-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8566-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8566-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8566-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8566-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8566-6103	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8566-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8567-12705	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8567-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8567-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8567-3702	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	8567-6102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8567-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8568-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8568-6101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8588-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8588-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8588-3704	runs/gravity/roadmap/item-02-manga-nonlocal-shape-v4-source/manga-sample-manifest.json
plateifu	8588-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8588-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8589-12704	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8589-3704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8589-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8589-6102	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8589-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8589-9102	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8591-12703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8591-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8591-6104	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8592-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8592-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8592-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8592-3703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8592-3704	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8592-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8593-12701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8593-12703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8593-12705	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8593-1901	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8593-3703	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8593-6101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8593-9101	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8595-12703	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8595-12705	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8595-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8595-3702	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8595-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8595-3704	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8595-6103	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8596-12701	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8596-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8596-12704	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8596-1901	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8596-1902	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8596-3701	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json
plateifu	8596-3702	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json
plateifu	8596-3703	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json
plateifu	8596-6101	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8596-6102	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
plateifu	8597-12702	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json
