axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	dimensionless_potential	log_dimensionless_potential	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	gema_zcomp_1mpc_percent	gema_zcomp_5mpc_percent	gema_footprint_1mpc	gema_footprint_5mpc	gema_nneigh	gema_q_nn	gema_dnn_mpc	gema_q_lss	gema_eta_k	gema_dkn_mpc
6.193090000000e-01	2.195680000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.653300476074e+01	2.002786000000e+00	0.000000000000e+00	8.057000000000e-01	5.270642000000e+00	2.399713000000e+00	-1.322717000000e+00	-4.757474000000e+00	5.407260410865e-01	1.090546898513e+00	-1.147401080732e+01	1.076808952288e+01	-3.501341855611e-01	9.686637440706e+00	1-153713	-4.572955699810e+00	10215-6101	1.232534408569e+02	8.452560000000e-02	1.922130000000e+00	1.968243000000e-01	6.523911000000e-01	1.231819000000e+01	1.003180094818e+03	5.862590000009e+10	3.473170000000e+00	8.077601625099e-07	-6.092717569374e+00	6.774032098048e-10	3.340587027751e+08	8.523822790318e+00	1.000000000000e+02	5.428599929810e+01	1	1	19	-4.750628500000e+00	9.597046000000e-01	-4.464644900000e+00	-1.303599100000e+00	2.678285400000e+00
7.278790000000e-01	1.448086000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.833693695068e+01	1.283531000000e+00	0.000000000000e+00	4.531000000000e-01	3.693100000000e+01	4.109144000000e+00	5.463949000000e+00	3.285893000000e+00	5.186442086831e-01	9.379697043147e-01	-1.044975107736e+01	9.683073167204e+00	-4.119152761643e-01	8.645784749838e+00	1-122139	-4.063570270577e+00	10215-6103	1.223232421875e+02	4.071530000000e-02	2.498480000000e+00	1.711284000000e-01	1.971551000000e-01	8.669014000000e+00	1.288277218231e+03	4.820290000002e+09	3.300990000000e+00	6.987919725810e-08	-7.155652092647e+00	6.165872774134e-11	3.199277648471e+07	7.505051931852e+00	5.000000000000e+01	5.392200088501e+01	1	1	58	-4.522476200000e+00	7.549063000000e-01	-3.679208300000e+00	-1.929555000000e-01	1.141937500000e+00
3.837460000000e-01	1.619178000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.764052200317e+01	1.406439000000e+00	0.000000000000e+00	6.360000000000e-01	1.296480000000e+01	3.444872000000e+00	4.063815000000e+00	1.180245000000e+00	6.686980119298e-01	8.887193576423e-01	-1.102831837779e+01	9.559218147580e+00	-7.491656637563e-01	8.221822123720e+00	1-121951	-3.776562055895e+00	10215-9101	1.215612106323e+02	4.098010000000e-02	6.117620000000e-01	3.395469000000e-02	7.417827000000e-02	7.739615000000e+00	5.297553595416e+02	3.624250000002e+09	4.663350000000e+00	3.719110520828e-08	-7.429560915518e+00	2.322907590868e-11	8.531698556697e+06	6.931035502488e+00	1.428600025177e+01	5.714300155640e+01	1	1	54	-5.996723200000e+00	1.703331400000e+00	-4.318681700000e+00	-1.268327500000e+00	2.606751700000e+00
4.451160000000e-01	1.495228000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.695335960388e+01	1.293928000000e+00	0.000000000000e+00	5.702000000000e-01	2.022292000000e+01	4.070363000000e+00	5.160313000000e+00	2.656236000000e+00	8.257830143776e-01	8.403192982784e-01	-1.076157576682e+01	9.981589398617e+00	-6.811439663056e-01	8.330023369862e+00	1-382678	-3.752120177742e+00	10216-12701	1.184762573242e+02	4.615790000000e-02	1.231290000000e+00	1.659639000000e-01	2.961236000000e-01	6.923398000000e+00	1.206670758176e+03	9.584939999994e+09	6.695500000000e+00	6.850548306176e-08	-7.164274666929e+00	2.980116069701e-11	7.623453334313e+06	6.882151746182e+00	5.000000000000e+01	5.882400131226e+01	1	1	31	-3.188400000000e+00	7.194620000000e-01	-3.077572100000e+00	-8.490483000000e-01	1.889469600000e+00
8.810030000000e-01	1.467220000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.770107269287e+01	1.274445000000e+00	0.000000000000e+00	4.662000000000e-01	2.196107000000e+01	3.791440000000e+00	4.996956000000e+00	2.737198000000e+00	8.065720191816e-01	4.708953832802e-01	-1.058215947684e+01	9.523310653451e+00	-1.048493071392e+00	7.910166615088e+00	1-382689	-3.551797297953e+00	10216-12703	1.186225967407e+02	4.105970000000e-02	1.130280000000e+00	8.732753000000e-02	1.650706000000e-01	2.957300000000e+00	2.160066427048e+03	3.336649999999e+09	6.405780000000e+00	2.492628653754e-08	-7.603342416899e+00	1.133382296242e-11	3.030442071128e+06	6.481505986604e+00	1.000000000000e+02	5.000000000000e+01	1	1	45	-3.367594500000e+00	7.905147000000e-01	-2.524880600000e+00	-1.808695000000e-01	1.131393400000e+00
6.880510000000e-01	1.853717000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.832160568237e+01	1.633839000000e+00	0.000000000000e+00	7.209000000000e-01	9.643765000000e+00	2.223653000000e+00	7.288733000000e-01	-3.252474000000e+00	8.150348730912e-01	8.227432039831e-01	-1.106115436632e+01	1.052618026548e+01	-4.993616730518e-01	8.896110519299e+00	1-382452	-4.040537823104e+00	10216-12704	1.181623001099e+02	4.493640000000e-02	4.008410000000e+00	2.917601000000e-01	4.598039000000e-01	6.648799000000e+00	1.923966316933e+02	3.358769999986e+10	6.531830000001e+00	2.460732137406e-07	-6.608935658779e+00	1.097287239507e-10	2.877312529612e+07	7.458987036904e+00	8.571399688721e+01	6.444400024414e+01	1	1	88	-2.215629800000e+00	1.695365000000e-01	-1.206019500000e+00	6.812611000000e-01	5.837633000000e-01
6.961360000000e-01	2.152044000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.857069396973e+01	1.918129000000e+00	0.000000000000e+00	8.133000000000e-01	4.235721000000e-01	2.479372000000e+00	-1.733298000000e+00	-5.303030000000e+00	2.904664639099e-01	1.255469581821e+00	-1.274670863835e+01	9.970485884013e+00	-2.458010934119e-01	9.389552956194e+00	1-297909	-4.549543246142e+00	10216-1901	1.170382919312e+02	4.627490000000e-02	6.000000000000e+00	1.674084000000e-03	6.092357000000e-03	1.800817000000e+01	3.109827589021e+02	9.342989999993e+09	1.951940000000e+00	2.290542577039e-07	-6.640061631065e+00	3.417926864839e-10	2.999147899256e+08	8.476997882981e+00	8.500000000000e+01	5.384600067139e+01	1	1	107	-2.511766000000e+00	1.402221000000e-01	-2.034967900000e+00	2.001763700000e+00	2.118699000000e-01
8.893050000000e-01	2.053816000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.862214660645e+01	1.825100000000e+00	0.000000000000e+00	7.234000000000e-01	2.127010000000e-01	2.307681000000e+00	-6.125430000000e-01	-4.201339000000e+00	3.773882200591e-01	1.120159508726e+00	-1.317268741762e+01	1.006519117790e+01	-2.984822682269e-01	9.310414737783e+00	1-297905	-4.466513258862e+00	10216-3702	1.170032272339e+02	4.523260000000e-02	4.122390000000e+00	7.807352000000e-04	2.522031000000e-03	1.318741000000e+01	5.309114403186e+02	1.161959999998e+10	2.384450000000e+00	2.331964349086e-07	-6.632278093327e+00	2.848554593345e-10	2.046152075104e+08	8.310937908420e+00	8.378399658203e+01	4.627700042725e+01	1	1	89	-1.583007800000e+00	6.303170000000e-02	-1.502735600000e+00	1.688434000000e+00	2.694713000000e-01
2.986010000000e-01	1.605262000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.524131393433e+01	1.407287000000e+00	0.000000000000e+00	7.029000000000e-01	1.281945000000e+01	3.251300000000e+00	4.046803000000e+00	1.422090000000e+00	8.526659928702e-01	8.494508022637e-01	-1.104837501111e+01	1.008965081584e+01	-7.207148280458e-01	8.384318830104e+00	1-411980	-3.765826418617e+00	10217-12702	1.183004379272e+02	5.020710000000e-02	7.614790000000e-01	1.099704000000e-01	2.432164000000e-01	7.070511000000e+00	1.503963134866e+03	1.229279999989e+10	7.123050000000e+00	8.258549416386e-08	-7.083096228198e+00	3.376981174224e-11	8.120153292201e+06	6.909564227927e+00	7.777799987793e+01	4.947399902344e+01	1	1	47	-2.501258900000e+00	2.875057000000e-01	-2.271491800000e+00	4.949517000000e-01	6.735036000000e-01
6.911920000000e-01	2.142314000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.466542148590e+01	1.910749000000e+00	0.000000000000e+00	1.177300000000e+00	5.803986000000e-02	1.871151000000e+00	-1.227110000000e+00	-5.570834000000e+00	3.227979683464e-01	1.387977505986e+00	-1.340634336618e+01	1.025559087100e+01	-4.315317822449e-02	9.609994934311e+00	1-458676	-4.643598482982e+00	10217-1902	1.186993637085e+02	5.034080000000e-02	5.989410000000e+00	7.067202000000e-04	4.744877000000e-03	2.443304000000e+01	9.294580001503e+02	1.801319999986e+10	2.102800000000e+00	4.099320283817e-07	-6.387288148514e+00	5.678122316943e-10	4.624964000541e+08	8.665108356658e+00	8.000000000000e+01	6.195700073242e+01	1	1	57	-2.515813600000e+00	5.682390000000e-02	-2.367896600000e+00	1.366371000000e+00	3.450379000000e-01
7.478690000000e-01	1.598224000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.435942363739e+01	1.391401000000e+00	0.000000000000e+00	7.722000000000e-01	2.300079000000e+01	3.157814000000e+00	3.343818000000e+00	4.723440000000e-01	4.663336881323e-01	1.015897678999e+00	-1.073307597845e+01	1.008772464358e+01	-2.969515507258e-01	9.155057267314e+00	1-459044	-4.344361789591e+00	10217-3701	1.186932067871e+02	4.959850000000e-02	6.000000000000e+00	2.262813000000e-01	3.484789000000e-01	1.037284000000e+01	1.869159119530e+02	1.223840000005e+10	2.926400000000e+00	2.001289442299e-07	-6.698690095720e+00	1.991897913926e-10	1.165829310551e+08	8.066634969881e+00	1.000000000000e+02	5.794400024414e+01	1	1	62	-2.593155900000e+00	9.493800000000e-02	-2.549912900000e+00	1.666121000000e-01	8.665357000000e-01
9.400170000000e-01	1.444894000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.465876388550e+01	1.295504000000e+00	0.000000000000e+00	6.772000000000e-01	2.468911000000e+01	3.501532000000e+00	4.201348000000e+00	1.274361000000e+00	4.912566098764e-01	1.497474111089e+00	-1.072835699380e+01	1.050053422957e+01	1.567471735374e-01	9.518021009813e+00	1-458727	-4.513382199968e+00	10217-3703	1.192932128906e+02	4.756610000000e-02	1.643250000000e+00	5.918031000000e-01	1.316019000000e+00	3.143939000000e+01	7.562498504408e+02	3.166170000029e+10	3.099250000000e+00	4.888735811608e-07	-6.310803431474e+00	4.594421327412e-10	2.539076527367e+08	8.404675790638e+00	1.000000000000e+02	5.970100021362e+01	1	1	42	-3.113987700000e+00	2.162484000000e-01	-2.836156100000e+00	1.144696100000e+00	4.090331000000e-01
4.557860000000e-01	1.424923000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.680972862244e+01	1.251978000000e+00	0.000000000000e+00	6.327000000000e-01	2.703777000000e+01	3.821999000000e+00	5.398155000000e+00	3.058469000000e+00	1.049415736753e+00	1.001861732949e+00	-1.061266575106e+01	1.068930619473e+01	-3.482327110139e-01	8.590474721227e+00	1-382273	-3.770529492237e+00	10218-12703	1.186342391968e+02	4.609140000000e-02	1.661490000000e+00	1.193000000000e+00	1.725355000000e+00	1.004296000000e+01	1.364194907402e+03	4.889969999976e+10	1.120510000001e+01	2.088379429703e-07	-6.680190593191e+00	5.428558604936e-11	8.297941622577e+06	6.918970375169e+00	6.666699981689e+01	5.097999954224e+01	1	1	26	-2.907649000000e+00	1.966700000000e-01	-2.840400500000e+00	-1.004184800000e+00	2.128394400000e+00
6.189510000000e-01	1.531653000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.716983413696e+01	1.319231000000e+00	0.000000000000e+00	5.969000000000e-01	2.212481000000e+01	4.393835000000e+00	5.295150000000e+00	3.445749000000e+00	6.233102941476e-01	1.117050445523e+00	-1.076064590316e+01	1.000354669310e+01	-4.278753527897e-01	8.756926104807e+00	1-382312	-4.066807905330e+00	10218-3701	1.175879058838e+02	4.590640000000e-02	5.000000000000e-01	1.749447000000e-01	3.635909000000e-01	1.309334000000e+01	2.239140434750e+03	1.008199999995e+10	4.200590000000e+00	1.148564391223e-07	-6.939844652216e+00	7.964085508008e-11	3.247335807102e+07	7.511527201355e+00	1.000000000000e+02	5.081999969482e+01	1	1	64	-5.459038300000e+00	7.898831000000e-01	-4.269807300000e+00	-1.073520000000e-02	9.928925000000e-01
8.459420000000e-01	2.134832000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.670950126648e+01	1.945706000000e+00	0.000000000000e+00	7.561000000000e-01	4.684974000000e-01	2.135718000000e+00	-1.607806000000e+00	-5.717524000000e+00	4.412346808424e-01	1.036068501650e+00	-1.246014097312e+01	1.065220861668e+01	-2.245163276947e-01	9.769739254997e+00	1-382284	-4.664252287077e+00	10218-3702	1.181845016479e+02	7.155110000000e-02	4.937550000000e+00	1.556208000000e-02	3.116762000000e-02	1.086597000000e+01	2.637039630028e+02	4.489609999983e+10	2.762070000000e+00	7.778446780851e-07	-6.109107115330e+00	8.202553363429e-10	5.086463880209e+08	8.706415964850e+00	7.500000000000e+01	6.842099761963e+01	1	1	13	-2.243676700000e+00	1.417994000000e-01	-2.168051200000e+00	-2.174947000000e-01	1.163649200000e+00
9.367280000000e-01	2.222719000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.106147766113e+01	2.039196000000e+00	0.000000000000e+00	8.186000000000e-01	2.852272000000e-02	1.874988000000e+00	-2.206357000000e+00	-5.583192000000e+00	6.766497208070e-01	7.379689061403e-01	-1.285796855259e+01	1.116122121585e+01	-5.042948783846e-01	9.807921774234e+00	1-384149	-4.565636026714e+00	10219-3704	1.259268798828e+02	9.240040000000e-02	6.000000000000e+00	2.010262000000e-02	2.341790000000e-02	5.469768000000e+00	6.553483841025e+02	1.449510000006e+11	4.749520000000e+00	1.460462613374e-06	-5.835509556125e+00	8.956360866578e-10	3.229858111835e+08	8.509183444127e+00	8.571399688721e+01	7.058799743652e+01	1	1	24	-8.139676000000e-01	8.801380000000e-02	-6.196349000000e-01	1.801875300000e+00	2.470010000000e-01
9.302480000000e-01	2.147455000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.143698501587e+01	1.960741000000e+00	0.000000000000e+00	8.260000000000e-01	1.238336000000e+00	2.246922000000e+00	-1.352460000000e+00	-5.505516000000e+00	4.902099881769e-01	9.091313683622e-01	-1.216489552210e+01	1.067069198207e+01	-4.145623958783e-01	9.690272005716e+00	1-201970	-4.600031008770e+00	10220-3704	1.210359497070e+02	7.302780000000e-02	6.000000000000e+00	3.204767000000e-02	5.951877000000e-02	8.112064000000e+00	2.498330862326e+03	4.684809999998e+10	3.091790000000e+00	7.251050716047e-07	-6.139599057275e+00	6.830961147179e-10	3.784194134637e+08	8.577973408237e+00	5.000000000000e+01	5.740700149536e+01	1	1	31	-1.977269200000e+00	1.521548000000e-01	-1.965799300000e+00	-4.032727000000e-01	1.341986200000e+00
9.738610000000e-01	1.885443000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.231734466553e+01	1.632837000000e+00	0.000000000000e+00	7.289000000000e-01	1.921052000000e+00	2.968759000000e+00	2.299775000000e+00	-1.173730000000e+00	4.062590754019e-01	9.036592452466e-01	-1.188623856930e+01	1.096405870484e+01	-4.503365970686e-01	1.015154055404e+01	1-201919	-4.872640739319e+00	10220-6102	1.202756423950e+02	1.213960000000e-01	5.876390000000e+00	1.196245000000e-01	1.991573000000e-01	8.010493000000e+00	1.205533742520e+03	9.205739999909e+10	2.548350000000e+00	1.728695805671e-06	-5.762281421730e+00	1.975833586157e-09	1.327984081934e+09	9.123192869332e+00	5.000000000000e+01	5.000000000000e+01	1	1	5	-4.795511700000e+00	1.862454500000e+00	-4.663435900000e+00	-2.002501300000e+00	4.579565500000e+00
5.171330000000e-01	1.748707000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.371050262451e+01	1.450076000000e+00	0.000000000000e+00	7.941000000000e-01	1.250852000000e+01	3.266372000000e+00	4.040215000000e+00	2.210810000000e-01	8.162446152042e-01	5.488895208659e-01	-1.105617478397e+01	9.857944299878e+00	-1.011370464856e+00	8.225455069470e+00	1-229777	-3.704605227133e+00	10221-12701	1.216287918091e+02	4.170330000000e-02	1.147710000000e+00	6.335334000000e-02	1.353546000000e-01	3.539073000000e+00	1.017393400020e+03	7.210149999997e+09	6.550050000000e+00	5.267670889117e-08	-7.278381366494e+00	2.342420601160e-11	6.125222158703e+06	6.787121844963e+00	6.666699981689e+01	4.098400115967e+01	1	1	28	-4.118614700000e+00	8.809550000000e-01	-3.394322600000e+00	-8.819743000000e-01	1.937828200000e+00
8.111090000000e-01	1.585562000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.738896667957e-02	1.382827000000e+00	0.000000000000e+00	6.723000000000e-01	1.589953000000e+01	3.409984000000e+00	3.369082000000e+00	1.603677000000e+00	4.820671047100e-01	1.234033367882e+00	-1.089828330376e+01	1.018421713808e+01	-1.912072731674e-01	9.220082928658e+00	1-36593	-4.369007911974e+00	10226-12704	3.829583358765e+01	5.378240000000e-02	2.379610000000e+00	1.931674000000e-01	5.333947000000e-01	1.714089000000e+01	1.280727956974e+03	1.528330000006e+10	3.034360000000e+00	2.410288242177e-07	-6.617931017798e+00	2.313623773084e-10	1.305951999460e+08	8.115927214648e+00	1.000000000000e+02	6.296300125122e+01	1	1	42	-4.802593200000e+00	4.368997000000e-01	-3.480601300000e+00	4.392475000000e-01	7.029234000000e-01
