ra_deg	dec_deg	source	identity
1.867952550645e+02	7.263869145962e+00	runs/gravity/roadmap/item-10-wallaby-boundaries-v1-source/sample-manifest.json	WALLABY J122710+071549
1.867966000000e+02	1.589670000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4274
1.867974600000e+02	7.262560000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2441
1.867982300000e+02	9.420640000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1436
1.867982300000e+02	9.420640000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1437
1.867982917000e+02	9.420555600000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	159
1.868104000000e+02	9.423500000000e+00	VizieR VII/26D/catalog	UGC07561
1.868349761963e+02	5.041011047363e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-176187
1.868357000000e+02	-1.791020000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4023
1.868600100000e+02	6.262770000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1438
1.868600100000e+02	6.262770000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1439
1.868600417000e+02	6.262777800000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	160
1.868604000000e+02	1.110770000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4823
1.868621000000e+02	6.256800000000e+00	VizieR VII/26D/catalog	UGC07566
1.868895000000e+02	1.000380000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4275
1.869085540771e+02	4.016048812866e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-590142
1.869204000000e+02	4.349560000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5256
1.869241666700e+02	4.349388889000e+01	item12_legacy_predecessor_coordinate_union	legacy-6155
1.869245300000e+02	4.349947000000e+01	item12_legacy_predecessor_coordinate_union	legacy-151
1.869648000000e+02	-2.584530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3793
1.869681666667e+02	9.057875000000e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122752.36+090328.4
1.869683000000e+02	-3.009790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4825
1.869807917000e+02	5.721222200000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	165
1.869874000000e+02	5.723600000000e+00	VizieR VII/26D/catalog	UGC07579
1.870120833300e+02	2.258944444000e+01	item12_legacy_predecessor_coordinate_union	legacy-6039
1.870120833300e+02	2.258944444000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC07584
1.870162200000e+02	9.803620000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1440
1.870225000000e+02	2.229083333000e+01	item12_legacy_predecessor_coordinate_union	legacy-6037
1.870225000000e+02	2.229083333000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KKH80
1.870282916667e+02	1.391176388889e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122806.79+135442.3
1.870463200000e+02	4.409356000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1446
1.870466666700e+02	4.409444444000e+01	item12_legacy_predecessor_coordinate_union	legacy-6158
1.870635070801e+02	4.445313262939e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-590159
1.870642800000e+02	2.862030000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1442
1.870642800000e+02	2.862030000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1443
1.870642800000e+02	2.862030000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1444
1.870642800000e+02	2.862030000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1445
1.870665600000e+02	9.436400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1441
1.870782083000e+02	8.729472200000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	168
1.870782200000e+02	8.729470000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2442
1.870856000000e+02	8.723600000000e+00	VizieR VII/26D/catalog	UGC07590
1.871047000000e+02	1.840700000000e+01	VizieR VII/26D/catalog	UGC07595
1.871136667000e+02	1.841530560000e+01	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	169
1.871187500000e+02	3.723333333000e+01	item12_legacy_predecessor_coordinate_union	legacy-6114
1.871187500000e+02	3.723333333000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	DDO127
1.871234700000e+02	1.708495000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1447
1.871234700000e+02	1.708495000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1448
1.871234700000e+02	1.708495000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1449
1.871351000000e+02	-2.223760000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4024
1.871412500000e+02	8.639722220000e+00	item12_legacy_predecessor_coordinate_union	legacy-5969
1.871412500000e+02	8.639722220000e+00	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC07596
1.871463000000e+02	-2.249590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4025
1.871602000000e+02	9.257000000000e+00	VizieR VII/26D/catalog	UGC07600
1.871625000000e+02	3.571805556000e+01	item12_legacy_predecessor_coordinate_union	legacy-6104
1.871625000000e+02	3.571805556000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC07605
1.871689583000e+02	9.258944400000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	171
1.871689900000e+02	9.258920000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1450
1.871711250000e+02	1.039435833333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122841.06+102339.7
1.871802500000e+02	1.499950000000e+01	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	172
1.871803000000e+02	1.499950000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4276
1.871803200000e+02	1.499943000000e+01	item12_legacy_predecessor_coordinate_union	legacy-462
1.871817000000e+02	1.499040000000e+01	VizieR VII/26D/catalog	UGC07602
1.871836600000e+02	4.322383000000e+01	item12_legacy_predecessor_coordinate_union	legacy-153
1.871837500000e+02	2.282250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6040
1.871838000000e+02	2.282044000000e+01	item12_legacy_predecessor_coordinate_union	legacy-152
1.871838000000e+02	2.282050000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4824
1.871841666700e+02	4.322416667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6151
1.871842000000e+02	4.322410000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5257
1.871898200000e+02	4.486424000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1459
1.872114300000e+02	-1.939180000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1451
1.872114300000e+02	-1.939180000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1452
1.872114300000e+02	-1.939180000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1453
1.872114300000e+02	-1.939180000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1454
1.872179166700e+02	4.217777778000e+01	item12_legacy_predecessor_coordinate_union	legacy-6147
1.872179166700e+02	4.217777778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KK149
1.872347564697e+02	4.084616470337e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-397773
1.872458800000e+02	3.570610000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1455
1.872458800000e+02	3.570610000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1456
1.872458800000e+02	3.570610000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1457
1.872458800000e+02	3.570610000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1458
1.872500000000e+02	1.397840000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4826
1.872589200000e+02	2.723200000000e+00	item12_legacy_predecessor_coordinate_union	legacy-2443
1.872625400000e+02	1.318386000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1460
1.872625400000e+02	1.318386000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1461
1.873379000000e+02	-2.316662000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1462
1.873379000000e+02	-2.316662000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1463
1.873598000000e+02	1.640472000000e+01	item12_legacy_predecessor_coordinate_union	legacy-383
1.873598000000e+02	1.640480000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4174
1.873692000000e+02	-4.673510000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3123
1.873859000000e+02	7.823800000000e+00	VizieR VII/26D/catalog	UGC07627
1.873957000000e+02	1.079310000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4277
1.874074167000e+02	7.824194400000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	177
1.874477233887e+02	3.668211364746e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-404012
1.874482000000e+02	2.724330000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4827
1.874708333300e+02	4.753000000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6179
1.874708333300e+02	4.753000000000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC07639
1.874849583333e+02	1.061535555556e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122956.38+103655.2
1.875041666700e+02	7.929444440000e+00	item12_legacy_predecessor_coordinate_union	legacy-5964
1.875041666700e+02	7.929444440000e+00	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC07636
1.875092000000e+02	1.363660000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4828
1.875863000000e+02	3.740100000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5258
1.875991666700e+02	4.290138889000e+01	item12_legacy_predecessor_coordinate_union	legacy-6150
1.875991666700e+02	4.290138889000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KK151
1.876116000000e+02	4.246600000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4829
1.876300000000e+02	4.170000000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6143
1.876300000000e+02	4.170000000000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	NGC4485
1.876516666700e+02	4.164361111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6141
1.876516666700e+02	4.164361111000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	NGC4490
1.877176700000e+02	1.675870000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1465
1.877224884033e+02	4.521943283081e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-258988
1.877379600000e+02	1.148353000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1466
1.877379600000e+02	1.148353000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1467
1.877417602539e+02	5.134414291382e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-151202
1.877658333300e+02	1.675833330000e+00	item12_legacy_predecessor_coordinate_union	legacy-5945
1.877658333300e+02	1.675833330000e+00	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	CGCG 014-054
1.877686400000e+02	-8.054040000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1464
1.877814025879e+02	3.661888885498e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-404032
1.877875000000e+02	4.209416667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6146
1.877875000000e+02	4.209416667000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	MAPS1231+42
1.878551483154e+02	3.682611083984e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-404060
1.878936614990e+02	3.798055267334e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-620558
1.879120530457e+02	3.938938552627e+00	item12_legacy_predecessor_coordinate_union	legacy-5746
1.879120530457e+02	3.938938552627e+00	runs/gravity/roadmap/item-10-wallaby-boundaries-v1-source/sample-manifest.json	WALLABY J123138+035620
1.879134300000e+02	3.939340000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1468
1.879148000000e+02	1.685280000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4830
1.879148300000e+02	1.685267000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1469
1.879148300000e+02	1.685267000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1470
1.879368896484e+02	4.613158798218e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-282712
1.879781300000e+02	1.512392000000e+01	item12_legacy_predecessor_coordinate_union	legacy-384
1.879781667000e+02	1.512394440000e+01	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	189
1.879782000000e+02	1.512390000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4175
1.879791000000e+02	-4.613590000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3124
1.879806000000e+02	1.512420000000e+01	VizieR VII/26D/catalog	UGC07676
1.879941666700e+02	2.970972222000e+01	item12_legacy_predecessor_coordinate_union	legacy-6070
1.879941666700e+02	2.970972222000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	DDO131
1.879967300000e+02	1.442041000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1471
1.880016666700e+02	3.983194444000e+01	item12_legacy_predecessor_coordinate_union	legacy-6127
1.880016666700e+02	3.983194444000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC7678
1.880139700000e+02	1.668771000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1472
1.880140000000e+02	1.668770000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4831
1.880258000000e+02	1.117643000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1473
1.880438400000e+02	1.341967000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1476
1.880439000000e+02	1.341960000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4832
1.880712000000e+02	-2.298210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3794
1.880726000000e+02	-7.563590000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1474
1.880726000000e+02	-7.563590000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1475
1.881120000000e+02	4.270410000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5259
1.881120600000e+02	4.270412000000e+01	item12_legacy_predecessor_coordinate_union	legacy-154
1.881120600000e+02	4.270412000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2444
1.881120600000e+02	4.270412000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2445
1.881120833300e+02	4.270416667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6149
1.881170890087e+02	3.876905034605e-01	item12_legacy_predecessor_coordinate_union	legacy-5747
1.881170890087e+02	3.876905034605e-01	runs/gravity/roadmap/item-10-wallaby-boundaries-v1-source/sample-manifest.json	WALLABY J123228+002315
1.881175000000e+02	3.897200000000e-01	item12_legacy_predecessor_coordinate_union	legacy-1477
1.881367700000e+02	6.387739000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2447
1.881522000000e+02	2.661500000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4278
1.881739300000e+02	1.405161000000e+01	item12_legacy_predecessor_coordinate_union	legacy-463
1.882000000000e+02	3.762166667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6116
1.882000100000e+02	3.762180000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2446
1.882074000000e+02	3.299900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5410
1.882079166667e+02	3.299166666667e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.882095833333e+02	5.798161111111e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J123250.29+054753.2
1.882208333300e+02	3.153916667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6080
1.882783333300e+02	3.209166667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6081
1.882783333300e+02	3.209166667000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	NGC4509
1.882808333300e+02	3.811611111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6119
1.882808333300e+02	3.811611111000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	BTS142
1.882833333300e+02	-5.330555600000e-01	item12_legacy_predecessor_coordinate_union	legacy-5942
1.882833333300e+02	-5.330555600000e-01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KDG155
1.882950592041e+02	3.658094406128e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-404070
