model,core,q,logpdf
cap8_floor0.01,validation_r04_c05,0.39095593735277856,0.7812170832778456
cap8_floor0.01,validation_r05_c03,0.37825589787645436,0.7875671030160075
cap8_floor0.01,validation_r05_c04,0.37995489267054444,0.7867176056189625
cap8_floor0.01,validation_r06_c03,0.3899542999328738,0.7817179019877978
cap8_floor0.01,validation_r07_c02,0.39014450814781865,0.7816227978803254
cap8_floor0.01,validation_r08_c02,0.38529489152391316,0.7840476061922782
cap8_floor0.01,validation_r09_c02,0.3798499776746829,0.7867700631168932
cap8_floor0.01,validation_r10_c01,0.37887037775566734,0.7872598630764008
cap8_floor0.01,validation_r10_c02,0.38424533734095734,0.7845723832837559
cap8_floor0.01,validation_r11_c02,0.37835920667546946,0.7875154486165001
cap8_floor0.01,validation_r12_c02,0.3907420867316217,0.7813240085884238
cap8_floor0.01,validation_r13_c02,0.3835696124717011,0.784910245718384
cap8_floor0.01,validation_r14_c02,0.38129468753150264,0.7860477081884834
cap8_floor0.01,validation_r14_c03,0.3767681586168762,0.7883109726457964
cap8_floor0.01,validation_r15_c03,0.38951958182247365,0.7819352610429979
cap8_floor0.01,validation_r16_c04,0.3754232005384666,0.7889834516850013
cap8_floor0.01,validation_r17_c05,0.3745539061093752,0.7894180988995472
cap8_floor0.01,validation_r17_c06,0.38462018675465626,0.7843849585769066
cap8_floor0.01,validation_r18_c06,0.38724624516922446,0.7830719293696223
cap8_floor0.01,validation_r18_c07,0.39656289282353985,0.7784136055424649
cap8_floor0.01,validation_r18_c08,0.384664651973891,0.7843627259672891
cap8_floor0.01,validation_r19_c08,0.3994866033819611,0.7769517502632539
cap12_floor1e-06,validation_r02_c07,0.3840997976587991,0.8953916951471285
cap12_floor1e-06,validation_r02_c08,0.38725010438906016,0.893816541781998
cap12_floor1e-06,validation_r03_c05,0.37389370447222836,0.900494741740414
cap12_floor1e-06,validation_r03_c06,0.3794814847692409,0.8977008515919076
cap12_floor1e-06,validation_r04_c04,0.37943630924206734,0.8977234393554943
cap12_floor1e-06,validation_r04_c05,0.3901555076044619,0.892363840174297
cap12_floor1e-06,validation_r05_c03,0.3774208043615199,0.8987311917957681
cap12_floor1e-06,validation_r05_c04,0.37905909225667195,0.897912047848192
cap12_floor1e-06,validation_r06_c03,0.38897897631481254,0.8929521058191219
cap12_floor1e-06,validation_r07_c02,0.3894446371696882,0.892719275391684
cap12_floor1e-06,validation_r08_c02,0.38438856905553953,0.8952473094487584
cap12_floor1e-06,validation_r09_c02,0.37900659036244816,0.8979382987953038
cap12_floor1e-06,validation_r10_c01,0.3782492134660209,0.8983169872435176
cap12_floor1e-06,validation_r10_c02,0.3834168369461225,0.8957331755034668
cap12_floor1e-06,validation_r11_c02,0.3775388534254883,0.8986721672637837
cap12_floor1e-06,validation_r12_c02,0.38986238368091664,0.8925104021360697
cap12_floor1e-06,validation_r13_c02,0.382785898978647,0.8960486444872046
cap12_floor1e-06,validation_r14_c02,0.3804467307282265,0.897218228612415
cap12_floor1e-06,validation_r14_c03,0.3760263713834192,0.8994284082848184
cap12_floor1e-06,validation_r15_c03,0.3887497343967629,0.8930667267781465
cap12_floor1e-06,validation_r16_c04,0.37465289610345537,0.9001151459248004
cap12_floor1e-06,validation_r17_c05,0.37376532039574967,0.9005589337786533
cap12_floor1e-06,validation_r17_c06,0.3838713527941652,0.8955059175794455
cap12_floor1e-06,validation_r18_c06,0.38650560047894456,0.8941887937370557
cap12_floor1e-06,validation_r18_c07,0.3956519328587702,0.889615627547143
cap12_floor1e-06,validation_r18_c08,0.38384732306593145,0.8955179324435624
cap12_floor1e-06,validation_r19_c08,0.39855811122460594,0.8881625383642253
cap12_floor0.0001,validation_r02_c07,0.38408172222456466,0.8930984138518954
cap12_floor0.0001,validation_r02_c08,0.3872325028581664,0.8915230235350943
cap12_floor0.0001,validation_r03_c05,0.37387550841138273,0.8982015207584862
cap12_floor0.0001,validation_r03_c06,0.3794640719231059,0.8954072390026246
cap12_floor0.0001,validation_r04_c04,0.3794182653533415,0.8954301422875068
cap12_floor0.0001,validation_r04_c05,0.39013682481486145,0.8900708625567468
cap12_floor0.0001,validation_r05_c03,0.3774022277871446,0.8964381610706054
cap12_floor0.0001,validation_r05_c04,0.37904237898917653,0.8956180854695893
cap12_floor0.0001,validation_r06_c03,0.388962214653068,0.8906581676376434
cap12_floor0.0001,validation_r07_c02,0.3894253841553516,0.8904265828865019
cap12_floor0.0001,validation_r08_c02,0.3843722319662704,0.8929531589810422
cap12_floor0.0001,validation_r09_c02,0.3789885944144309,0.895644977756962
cap12_floor0.0001,validation_r10_c01,0.37822917999989386,0.8960246849642307
cap12_floor0.0001,validation_r10_c02,0.3833997184839939,0.8934394157221804
cap12_floor0.0001,validation_r11_c02,0.37752057542266787,0.8963789872528434
cap12_floor0.0001,validation_r12_c02,0.3898446257756101,0.8902169620763725
cap12_floor0.0001,validation_r13_c02,0.3827676955463287,0.8937554271910131
cap12_floor0.0001,validation_r14_c02,0.3804292896875757,0.8949246301203898
cap12_floor0.0001,validation_r14_c03,0.37600840121405715,0.8971350743571489
cap12_floor0.0001,validation_r15_c03,0.38873148685356196,0.8907735315373965
cap12_floor0.0001,validation_r16_c04,0.3746350850291418,0.8978217324496067
cap12_floor0.0001,validation_r17_c05,0.3737473347210968,0.898265607603629
cap12_floor0.0001,validation_r17_c06,0.3838521811516134,0.8932131843883708
cap12_floor0.0001,validation_r18_c06,0.38648592082540556,0.8918963145514747
cap12_floor0.0001,validation_r18_c07,0.3956340003634906,0.8873222747824323
cap12_floor0.0001,validation_r18_c08,0.38382865182782544,0.8932249490502648
cap12_floor0.0001,validation_r19_c08,0.39854050849286476,0.885869020717745
cap12_floor0.01,validation_r02_c07,0.3827158973715637,0.7807399838829066
cap12_floor0.01,validation_r02_c08,0.3859013508335454,0.7791472571519156
cap12_floor0.01,validation_r03_c05,0.3724783837959477,0.7858587406707144
cap12_floor0.01,validation_r03_c06,0.3781246024773632,0.7830356313300069
cap12_floor0.01,validation_r04_c04,0.3780331198870248,0.7830813726251761
cap12_floor0.01,validation_r04_c05,0.38870746917215127,0.7777441979826129
cap12_floor0.01,validation_r05_c03,0.37596544724881087,0.7841152089442829
cap12_floor0.01,validation_r05_c04,0.37777130348337307,0.7832122808270019
cap12_floor0.01,validation_r06_c03,0.38769778872039634,0.7782490382084905
cap12_floor0.01,validation_r07_c02,0.38794120708014895,0.778127329028614
cap12_floor0.01,validation_r08_c02,0.38314656030301963,0.7805246524171787
cap12_floor0.01,validation_r09_c02,0.377612763225984,0.7832915509556962
cap12_floor0.01,validation_r10_c01,0.37668417308719565,0.7837558460250906
cap12_floor0.01,validation_r10_c02,0.3820971799517384,0.7810493425928192
cap12_floor0.01,validation_r11_c02,0.3761123745863776,0.7840417452754996
cap12_floor0.01,validation_r12_c02,0.3884996538605829,0.777848105638397
cap12_floor0.01,validation_r13_c02,0.3813758265168411,0.781410019310268
cap12_floor0.01,validation_r14_c02,0.37907968403510184,0.7825580905511375
cap12_floor0.01,validation_r14_c03,0.37461040920719263,0.7847927279650923
cap12_floor0.01,validation_r15_c03,0.3873380552562842,0.7784289049405464
cap12_floor0.01,validation_r16_c04,0.3732767766287644,0.7854595442543064
cap12_floor0.01,validation_r17_c05,0.37237469465864426,0.7859105852393663
cap12_floor0.01,validation_r17_c06,0.3823788389322576,0.7809085131025597
cap12_floor0.01,validation_r18_c06,0.3849683196422443,0.7796137727475662
cap12_floor0.01,validation_r18_c07,0.39426055293104345,0.7749676561031668
cap12_floor0.01,validation_r18_c08,0.3824083580892855,0.7808937535240458
cap12_floor0.01,validation_r19_c08,0.397206348344778,0.7734947583962994
