fold,dy,dx,pairs,product
0,9,8,240,0.0005075229562704634
0,9,9,225,0.008877412111491206
0,9,10,210,0.01573372389500722
0,9,11,195,0.014057330003261462
0,9,12,180,0.0073662375522495415
0,10,-12,168,-0.0017519705104340562
0,10,-11,182,-0.006300083884282463
0,10,-10,196,-0.009126626010722321
0,10,-9,210,-0.010348789376708632
0,10,-8,224,-0.011453102753326273
0,10,-7,238,-0.010205273451517408
0,10,-6,252,-0.006761742100450367
0,10,-5,266,-0.004593331762858792
0,10,-4,280,-0.004567105261988888
0,10,-3,294,-0.003836615912197335
0,10,-2,308,-0.0012728282954718923
0,10,-1,322,-5.591418377618495e-05
0,10,0,336,-0.001582971048998872
0,10,1,322,-0.0026907321833447356
0,10,2,308,-0.003257088023323104
0,10,3,294,-0.003067013582041177
0,10,4,280,-0.001744074383326755
0,10,5,266,-0.000711620741331183
0,10,6,252,-6.19488131596769e-05
0,10,7,238,0.0017696326002505792
0,10,8,224,0.005083271024038997
0,10,9,210,0.009332576792151572
0,10,10,196,0.010874716879239278
0,10,11,182,0.006323987117818556
0,10,12,168,0.0007769204437699152
0,11,-12,156,-0.0007388600799459589
0,11,-11,169,-0.005894547328642489
0,11,-10,182,-0.010869830479479408
0,11,-9,195,-0.011810429471641756
0,11,-8,208,-0.010813684353034694
0,11,-7,221,-0.008530411297431562
0,11,-6,234,-0.004540548359098217
0,11,-5,247,-0.001679457730797983
0,11,-4,260,-0.0018674908352212458
0,11,-3,273,-0.003356994911340093
0,11,-2,286,-0.004458128580533024
0,11,-1,299,-0.005089320034364739
0,11,0,312,-0.005465970919703788
0,11,1,299,-0.00529709804522585
0,11,2,286,-0.00517791996693136
0,11,3,273,-0.0036661980704457654
0,11,4,260,0.00023228846078719118
0,11,5,247,0.005436465470020956
0,11,6,234,0.009134703204138887
0,11,7,221,0.009465553415983086
0,11,8,208,0.008125718460207942
0,11,9,195,0.0075105669585936
0,11,10,182,0.006164363539137523
0,11,11,169,0.0023243367970877515
0,11,12,156,-0.0011356921434488379
0,12,-12,144,0.0013249633377840097
0,12,-11,156,-0.0038775594729819826
0,12,-10,168,-0.00964370016894863
0,12,-9,180,-0.011655596600388266
0,12,-8,192,-0.01058165318037179
0,12,-7,204,-0.007475793333505514
0,12,-6,216,-0.0018104009435474739
0,12,-5,228,0.003815307812602532
0,12,-4,240,0.005812172311904368
0,12,-3,252,0.0038922904942509475
0,12,-2,264,0.00013132868657695588
0,12,-1,276,-0.0023079941689708085
0,12,0,288,-0.002144503532582488
0,12,1,276,-0.0012623541018437633
0,12,2,264,-0.0017704793590803977
0,12,3,252,-0.0016483169245673133
0,12,4,240,0.0011744382921718877
0,12,5,228,0.0066480042896567655
0,12,6,216,0.010905663931958284
0,12,7,204,0.00993422368067292
0,12,8,192,0.005942259494320129
0,12,9,180,0.0037162137255855425
0,12,10,168,0.003282117929735506
0,12,11,156,0.0017221977660186172
0,12,12,144,-0.0004729477356506431
1,0,0,576,0.9558049778753043
1,0,1,552,0.7769439699429579
1,0,2,528,0.43817098665311693
1,0,3,504,0.21267419529807127
1,0,4,480,0.12521664336077226
1,0,5,456,0.09024660955615153
1,0,6,432,0.06281331264866319
1,0,7,408,0.03069647307547432
1,0,8,384,0.010090063328077298
1,0,9,360,0.00752292282526484
1,0,10,336,0.003433262153936361
1,0,11,312,-0.005147443704947974
1,0,12,288,-0.010302115845806974
1,1,-12,276,-0.009089889869893671
1,1,-11,299,-0.005176767000559785
1,1,-10,322,0.0012471408569392328
1,1,-9,345,0.003669174407152548
1,1,-8,368,0.005845436541230138
1,1,-7,391,0.02848224653647898
1,1,-6,414,0.0664761376987691
1,1,-5,437,0.09878734134682975
1,1,-4,460,0.13356993537054104
1,1,-3,483,0.21064721117151491
1,1,-2,506,0.39204114382254474
1,1,-1,529,0.6496726528104912
1,1,0,552,0.7719411929991041
1,1,1,529,0.6157540895768326
1,1,2,506,0.34596698608059245
1,1,3,483,0.17301447824865035
1,1,4,460,0.10582467704944182
1,1,5,437,0.07608932145703749
1,1,6,414,0.05329238114341347
1,1,7,391,0.028347305804413227
1,1,8,368,0.012670147337965081
1,1,9,345,0.010343192720151904
1,1,10,322,0.0050446720429203505
1,1,11,299,-0.00413973136685305
1,1,12,276,-0.008890704551221412
1,2,-12,264,-0.0076789359429706916
1,2,-11,286,-0.005153055792570573
1,2,-10,308,-0.0003109771673045624
1,2,-9,330,0.001634524575614671
1,2,-8,352,0.0035838722959584033
1,2,-7,374,0.02399224906809734
1,2,-6,396,0.061801697919794785
1,2,-5,418,0.09395854362975709
1,2,-4,440,0.12011984958326606
1,2,-3,462,0.16641766363883986
1,2,-2,484,0.25896042346816683
1,2,-1,506,0.3759966218395302
1,2,0,528,0.4219238717567907
1,2,1,506,0.3406567714345304
1,2,2,484,0.21280034935937228
1,2,3,462,0.12796484798934954
1,2,4,440,0.08516194110863183
1,2,5,418,0.05899462144090882
1,2,6,396,0.03956217600399587
1,2,7,374,0.021946201287290138
1,2,8,352,0.012533792334926127
1,2,9,330,0.010856258670619989
1,2,10,308,0.005643587924254104
1,2,11,286,-0.0013623207069519516
1,2,12,264,-0.003628973029631778
1,3,-12,252,-0.0041074977243067915
1,3,-11,273,-0.0026271211437497786
1,3,-10,294,0.00195527238472135
1,3,-9,315,0.005362349944698677
1,3,-8,336,0.007740372188283065
1,3,-7,357,0.022083376860091156
1,3,-6,378,0.05220883966494037
1,3,-5,399,0.07930773236579985
1,3,-4,420,0.09599812142439677
1,3,-3,441,0.11743168819635731
1,3,-2,462,0.15100977928189796
1,3,-1,483,0.18288283712177675
1,3,0,504,0.1907592742086282
1,3,1,483,0.1672670275627666
1,3,2,462,0.12894409689319805
1,3,3,441,0.09064140587716489
1,3,4,420,0.05767649527553679
1,3,5,399,0.03524274135035146
1,3,6,378,0.021885467780859945
1,3,7,357,0.013189391945881758
1,3,8,336,0.010288234047951018
1,3,9,315,0.009292049327823484
1,3,10,294,0.005396529370376495
1,3,11,273,0.0026302429605104625
1,3,12,252,0.003654760194173412
1,4,-12,240,0.0013663145345553115
1,4,-11,260,0.0011121312495556263
1,4,-10,280,0.005827774405738484
1,4,-9,300,0.011445617304723635
1,4,-8,320,0.014444815386397424
1,4,-7,340,0.022157931366751364
1,4,-6,360,0.041778814298664015
1,4,-5,380,0.06253093283092294
1,4,-4,400,0.07433961808559873
1,4,-3,420,0.08314491030943051
1,4,-2,440,0.09278868181441183
1,4,-1,460,0.0989578633434713
1,4,0,480,0.10032044438814662
1,4,1,460,0.09600708324644691
1,4,2,440,0.0808511711782807
1,4,3,420,0.054474760426498826
1,4,4,400,0.028699219799969013
1,4,5,380,0.013979581017475935
1,4,6,360,0.008257874906539448
1,4,7,340,0.00704216385518342
1,4,8,320,0.00804921019913372
1,4,9,300,0.007119608784125738
1,4,10,280,0.0053993551651626845
1,4,11,260,0.0077345075771708145
1,4,12,240,0.011842659339768259
1,5,-12,228,0.005142659747157273
1,5,-11,247,0.0023613069809182005
1,5,-10,266,0.006919613686545616
1,5,-9,285,0.013918145731261647
1,5,-8,304,0.016922741367441207
1,5,-7,323,0.02027936857099782
1,5,-6,342,0.03182646818844721
1,5,-5,361,0.04645601137628442
1,5,-4,380,0.05596585830205165
1,5,-3,399,0.06055855807252983
1,5,-2,418,0.06190240208804506
1,5,-1,437,0.06158470064720388
1,5,0,456,0.06116593944324688
1,5,1,437,0.05708695047374442
1,5,2,418,0.045012041714474024
1,5,3,399,0.027284407568058215
1,5,4,380,0.012498976762736948
1,5,5,361,0.005767747170844501
1,5,6,342,0.004736422843926838
1,5,7,323,0.0057731813179064525
1,5,8,304,0.006270130654902577
1,5,9,285,0.0048691082113703375
1,5,10,266,0.006127866281141332
1,5,11,247,0.01327947059326731
1,5,12,228,0.019226379232706033
1,6,-12,216,0.0056261697412096755
1,6,-11,234,0.0011637613032265876
1,6,-10,252,0.00478224064756131
1,6,-9,270,0.011056828540678017
1,6,-8,288,0.01295164799138656
1,6,-7,306,0.013968406933955107
1,6,-6,324,0.021037073216089636
1,6,-5,342,0.031109031738189043
1,6,-4,360,0.03921312646854205
1,6,-3,378,0.045218820401912725
1,6,-2,396,0.047814169406301586
1,6,-1,414,0.046686897819254246
1,6,0,432,0.043218357048546444
1,6,1,414,0.03584422573064788
1,6,2,396,0.024936430268713686
1,6,3,378,0.013795555288228364
1,6,4,360,0.006259751322904998
1,6,5,342,0.003438329954593798
1,6,6,324,0.0030749789054674128
1,6,7,306,0.0025350482416397822
1,6,8,288,0.0013230883575955502
1,6,9,270,0.0015154103356350439
1,6,10,252,0.007438823020792594
1,6,11,234,0.018089167282894537
1,6,12,216,0.023547549202244944
1,7,-12,204,0.003517460997632487
1,7,-11,221,-0.001008249203298986
1,7,-10,238,0.0007459956185527529
1,7,-9,255,0.004114968362352611
1,7,-8,272,0.004346025400101829
1,7,-7,289,0.004307824918219333
1,7,-6,306,0.00904823991259274
1,7,-5,323,0.0169419732017727
1,7,-4,340,0.024806560899424283
1,7,-3,357,0.03278691596824852
1,7,-2,374,0.03836835269501609
1,7,-1,391,0.03805062846591608
1,7,0,408,0.03277507056307425
1,7,1,391,0.02430462364008216
1,7,2,374,0.014697493924308412
1,7,3,357,0.0064981675319617785
1,7,4,340,0.001468883387920683
1,7,5,323,-0.0014757135069581497
1,7,6,306,-0.0037963353627157997
1,7,7,289,-0.005439009937773077
1,7,8,272,-0.005161049548897927
1,7,9,255,-0.00017579471641301987
1,7,10,238,0.010900833914652677
1,7,11,221,0.022319528329823566
1,7,12,204,0.0252927801059323
1,8,-12,192,0.002028009854034072
1,8,-11,208,-0.003135667539067675
1,8,-10,224,-0.004080445771730333
1,8,-9,240,-0.0043575958437003254
1,8,-8,256,-0.005330241002543712
1,8,-7,272,-0.004454115017265852
1,8,-6,288,-0.00011572597985290813
1,8,-5,304,0.006631082122010308
1,8,-4,320,0.014154417332320209
1,8,-3,336,0.02208044626268405
1,8,-2,352,0.02765266896662294
1,8,-1,368,0.026724881048391096
1,8,0,384,0.020810614321865952
1,8,1,368,0.014178523975240389
1,8,2,352,0.007773505756476201
1,8,3,336,0.002253398046465467
1,8,4,320,-0.0023508285418597256
1,8,5,304,-0.007666332926882462
1,8,6,288,-0.011651065900006858
1,8,7,272,-0.011058645295572985
1,8,8,256,-0.006280783695479377
1,8,9,240,0.0030657244644976813
1,8,10,224,0.015552532945954364
1,8,11,208,0.02364412709384439
1,8,12,192,0.023569015453863147
1,9,-12,180,0.003926546535416503
1,9,-11,195,-0.004372587294955511
1,9,-10,210,-0.008710630623805941
1,9,-9,225,-0.01102903513997668
1,9,-8,240,-0.011925608468540932
1,9,-7,255,-0.009269487953431294
1,9,-6,270,-0.004320700115016557
1,9,-5,285,0.0008688783573503318
1,9,-4,300,0.006766279041866944
1,9,-3,315,0.014157788773606505
1,9,-2,330,0.019868182348699023
1,9,-1,345,0.019007110788673436
1,9,0,360,0.013023466250088156
1,9,1,345,0.007740559920063912
1,9,2,330,0.003307277060102987
1,9,3,315,-0.0009216758934857021
1,9,4,300,-0.00576262905684358
1,9,5,285,-0.011557641518542766
1,9,6,270,-0.013622457104776851
1,9,7,255,-0.009024591166070765
1,9,8,240,-0.001374835392317915
1,9,9,225,0.007725695928965966
1,9,10,210,0.01618840985874407
1,9,11,195,0.018536597677545338
1,9,12,180,0.016513575577630134
1,10,-12,168,0.006354210491730304
1,10,-11,182,-0.005057959490530312
1,10,-10,196,-0.012274294922112922
1,10,-9,210,-0.01391465957169035
1,10,-8,224,-0.012932222458859846
1,10,-7,238,-0.009813958968880106
1,10,-6,252,-0.00586023890219882
1,10,-5,266,-0.002695817421609102
1,10,-4,280,0.0015224923009411451
1,10,-3,294,0.008390882958295348
1,10,-2,308,0.013881406159841278
1,10,-1,322,0.012899191784729288
1,10,0,336,0.007018023251393018
1,10,1,322,0.002441704001829139
1,10,2,308,-0.0008851354431640305
1,10,3,294,-0.003783214436953794
1,10,4,280,-0.006477735605946814
1,10,5,266,-0.008175063129873933
1,10,6,252,-0.0058908868981935696
1,10,7,238,-4.676585312999678e-06
1,10,8,224,0.005393519094600863
1,10,9,210,0.009532979734199077
1,10,10,196,0.011507809469528188
1,10,11,182,0.009601239028216352
1,10,12,168,0.008022525806675616
1,11,-12,156,0.006684264540521152
1,11,-11,169,-0.004059249717248759
1,11,-10,182,-0.012270701623094982
1,11,-9,195,-0.01358266608260611
1,11,-8,208,-0.01135871264702193
1,11,-7,221,-0.008670389428408655
1,11,-6,234,-0.005953540026272837
1,11,-5,247,-0.003199569224010995
1,11,-4,260,0.0011762889161059235
1,11,-3,273,0.00720985283392845
1,11,-2,286,0.010227253355891452
1,11,-1,299,0.007576349656122188
1,11,0,312,0.0025968490255353725
1,11,1,299,0.000475019139295096
1,11,2,286,-0.0003806130473371812
1,11,3,273,-0.0012423292369014096
1,11,4,260,-0.0012628257763322348
1,11,5,247,0.0012299752297882552
1,11,6,234,0.00609836091609475
1,11,7,221,0.010008413741338186
1,11,8,208,0.01065075928090087
1,11,9,195,0.009035523857848338
1,11,10,182,0.005799491119065204
1,11,11,169,0.0025200110584047454
1,11,12,156,0.003284270414051141
1,12,-12,144,0.006946303765383139
1,12,-11,156,-0.00020510406010082843
1,12,-10,168,-0.007658021964918309
1,12,-9,180,-0.011608383669658075
1,12,-8,192,-0.011733633751502054
1,12,-7,204,-0.009440496341614535
1,12,-6,216,-0.0054433122467754365
1,12,-5,228,-0.00035303171392270856
1,12,-4,240,0.00578444847834682
1,12,-3,252,0.011129442380584718
1,12,-2,264,0.011534483074753061
1,12,-1,276,0.0076924377932390065
1,12,0,288,0.004609901735537061
1,12,1,276,0.005323849713055308
1,12,2,264,0.0057791294095155335
1,12,3,252,0.004251921857513179
1,12,4,240,0.0029972173095200367
1,12,5,228,0.0054315420646814565
1,12,6,216,0.010225697528980582
1,12,7,204,0.012332586927236882
1,12,8,192,0.010313629625988039
1,12,9,180,0.006044432911603699
1,12,10,168,0.0010573781190185874
1,12,11,156,-0.0015455421061092575
1,12,12,144,0.0018073080205510427
2,0,0,576,0.9581792335253561
2,0,1,552,0.7810482792636227
2,0,2,528,0.4442112969969609
2,0,3,504,0.219043911607105
2,0,4,480,0.13065735541963605
2,0,5,456,0.0944794156264771
2,0,6,432,0.06622866785217875
2,0,7,408,0.03431080683375621
2,0,8,384,0.014443464422355732
2,0,9,360,0.011775790458453473
2,0,10,336,0.007042858287251644
2,0,11,312,-0.00037292254899201307
2,0,12,288,-0.0020563610962746125
2,1,-12,276,-0.0012496425020251786
2,1,-11,299,0.00032633874460888786
2,1,-10,322,0.007090548630277866
2,1,-9,345,0.010855493519690363
2,1,-8,368,0.012387414492720994
2,1,-7,391,0.033113928273862794
2,1,-6,414,0.06991320474114886
2,1,-5,437,0.10196803180149443
2,1,-4,460,0.1372617554475731
2,1,-3,483,0.2154702746549383
2,1,-2,506,0.3971089657247385
2,1,-1,529,0.6531091864388787
2,1,0,552,0.7736985359796474
2,1,1,529,0.619287460818053
2,1,2,506,0.352061686574276
2,1,3,483,0.18040749480510337
2,1,4,460,0.11267206434246158
2,1,5,437,0.08106333987056148
2,1,6,414,0.0564497190420018
2,1,7,391,0.030887929431809433
2,1,8,368,0.015353364189148658
2,1,9,345,0.013304608846734707
2,1,10,322,0.0087550020696976
2,1,11,299,0.0014391574264293475
2,1,12,276,-0.00038879162431060363
2,2,-12,264,0.001633982341247285
2,2,-11,286,0.002834198494628877
2,2,-10,308,0.008772962437268014
2,2,-9,330,0.011955955786200961
2,2,-8,352,0.012634701398191317
2,2,-7,374,0.03038902324664067
2,2,-6,396,0.06593826449514324
2,2,-5,418,0.0967077775904339
2,2,-4,440,0.12272469417903863
2,2,-3,462,0.1698271591587634
2,2,-2,484,0.2624293834239341
2,2,-1,506,0.37806679351034994
2,2,0,528,0.4229110198003163
2,2,1,506,0.3435274029663612
2,2,2,484,0.2184069283429453
2,2,3,462,0.13516422649964066
2,2,4,440,0.09204215976863261
2,2,5,418,0.06394294252129
2,2,6,396,0.04238266898192304
2,2,7,374,0.02376099542557742
2,2,8,352,0.014445881017283696
2,2,9,330,0.013718770105491055
2,2,10,308,0.009672412699271394
2,2,11,286,0.0031945207427547394
2,2,12,264,0.0017249504820926274
2,3,-12,252,0.006378640580036216
2,3,-11,273,0.007498682170493898
2,3,-10,294,0.013451289704793598
2,3,-9,315,0.017837433794740263
2,3,-8,336,0.0191797954611119
2,3,-7,357,0.031104498292800126
2,3,-6,378,0.05822093123642954
2,3,-5,399,0.08274290913937356
2,3,-4,420,0.09825593315777337
2,3,-3,441,0.1194267989587232
2,3,-2,462,0.15245269050543148
2,3,-1,483,0.18341998753873678
2,3,0,504,0.19112464496328185
2,3,1,483,0.1692361966581428
2,3,2,462,0.13294749636794512
2,3,3,441,0.0959705948034225
2,3,4,420,0.06323112582510305
2,3,5,399,0.039538729852960336
2,3,6,378,0.02402259811808238
2,3,7,357,0.014114844821839678
2,3,8,336,0.011927257516353281
2,3,9,315,0.012545383097691919
2,3,10,294,0.008774727275106302
2,3,11,273,0.0037662857290706704
2,3,12,252,0.0031531524173769084
2,4,-12,240,0.011470365528117294
2,4,-11,260,0.01182536770131145
2,4,-10,280,0.017821891710530544
2,4,-9,300,0.023905485669165394
2,4,-8,320,0.026244759935658123
2,4,-7,340,0.032116588429673666
2,4,-6,360,0.04843129540728618
2,4,-5,380,0.06584871954416903
2,4,-4,400,0.0757135452750725
2,4,-3,420,0.08350554903068932
2,4,-2,440,0.09249635027433192
2,4,-1,460,0.09847535974128037
2,4,0,480,0.10014783059646144
2,4,1,460,0.09672413684267651
2,4,2,440,0.08266978454014805
2,4,3,420,0.057551168102287734
2,4,4,400,0.03268669783635684
2,4,5,380,0.017064558977523597
2,4,6,360,0.008591089591077534
2,4,7,340,0.005805730239709591
2,4,8,320,0.00853399626576662
2,4,9,300,0.009995943422367372
2,4,10,280,0.007025465263446315
2,4,11,260,0.00459601521508474
2,4,12,240,0.005330032881293288
2,5,-12,228,0.013896085687286857
2,5,-11,247,0.011823051660609414
2,5,-10,266,0.01631301537015394
2,5,-9,285,0.02236172740927401
2,5,-8,304,0.024599602346939087
2,5,-7,323,0.026812551491857396
2,5,-6,342,0.03567801028822091
2,5,-5,361,0.04754742354002051
2,5,-4,380,0.0556578475355314
2,5,-3,399,0.05967998970755283
2,5,-2,418,0.061201898303770735
2,5,-1,437,0.06177252549976333
2,5,0,456,0.0619959744629099
2,5,1,437,0.058234072012862244
2,5,2,418,0.04649413690950174
2,5,3,399,0.029692260084165163
2,5,4,380,0.015473193708376378
2,5,5,361,0.0070443387375199165
2,5,6,342,0.0021700376074475693
2,5,7,323,0.0009893209739584151
2,5,8,304,0.0034725760748543833
2,5,9,285,0.0048751626625523035
2,5,10,266,0.004674549089071092
2,5,11,247,0.0066764763152384315
2,5,12,228,0.008916923692231217
2,6,-12,216,0.012889003409298296
2,6,-11,234,0.008449773799625162
2,6,-10,252,0.009973102870674027
2,6,-9,270,0.013778455123250776
2,6,-8,288,0.014876531978701858
2,6,-7,306,0.015743782770614077
2,6,-6,324,0.02150036224237078
2,6,-5,342,0.03032611978210128
2,6,-4,360,0.03834395741319594
2,6,-3,378,0.04473980495860993
2,6,-2,396,0.04876795374183124
2,6,-1,414,0.050063917824073025
2,6,0,432,0.047906887011410305
2,6,1,414,0.040488499027687655
2,6,2,396,0.0288895460198885
2,6,3,378,0.017164757754955153
2,6,4,360,0.008535425499735358
2,6,5,342,0.002934664733809637
2,6,6,324,-0.0016494815930421097
