fold,model,core,q,logpdf
0,cap8_floor1e-06,training_r02_c14,0.4009430519518537,0.8970823612992177
0,cap8_floor1e-06,training_r03_c15,0.3848030324014032,0.9051523710744431
0,cap8_floor1e-06,training_r04_c16,0.3804685856436163,0.9073195944533365
0,cap8_floor1e-06,training_r05_c17,0.39196386780829884,0.901571953370995
0,cap8_floor1e-06,training_r06_c18,0.38275992918185964,0.9061739226842147
0,cap8_floor1e-06,training_r09_c18,0.38504830859300787,0.9050297329786408
0,cap8_floor1e-06,training_r10_c19,0.3897265317553277,0.9026906213974809
0,cap8_floor1e-06,training_r12_c18,0.39692655156638046,0.8990906114919545
0,cap8_floor1e-06,training_r16_c16,0.3911550050937596,0.9019763847282649
0,cap8_floor1e-06,training_r18_c12,0.3912298573236153,0.9019389586133371
0,cap8_floor0.0001,training_r02_c14,0.4009253245789554,0.8947500195804464
0,cap8_floor0.0001,training_r03_c15,0.3847853091928494,0.9028200272734994
0,cap8_floor0.0001,training_r04_c16,0.3804494412088107,0.9049879612655188
0,cap8_floor0.0001,training_r05_c17,0.39194514996010765,0.8992401068898703
0,cap8_floor0.0001,training_r06_c18,0.3827417972966015,0.9038417832216235
0,cap8_floor0.0001,training_r09_c18,0.38503016349928026,0.902697600120284
0,cap8_floor0.0001,training_r10_c19,0.38970911034479094,0.9003581266975287
0,cap8_floor0.0001,training_r12_c18,0.39690921230776344,0.8967580757160425
0,cap8_floor0.0001,training_r16_c16,0.3911362536371396,0.8996445550513543
0,cap8_floor0.0001,training_r18_c12,0.3912110202512915,0.8996071717442783
0,cap8_floor0.01,training_r02_c14,0.39957872306011477,0.7812494233598322
0,cap8_floor0.01,training_r03_c15,0.3834605810154873,0.7893084943821458
0,cap8_floor0.01,training_r04_c16,0.3789904031853294,0.7915435832972246
0,cap8_floor0.01,training_r05_c17,0.3905342601149138,0.7857716548324325
0,cap8_floor0.01,training_r06_c18,0.3813835598666241,0.7903470049565773
0,cap8_floor0.01,training_r09_c18,0.38365893432508996,0.7892093177273444
0,cap8_floor0.01,training_r10_c19,0.38839430036310685,0.7868416347083361
0,cap8_floor0.01,training_r12_c18,0.39561214217320045,0.7832327138032891
0,cap8_floor0.01,training_r16_c16,0.3897256282680063,0.7861759707558862
0,cap8_floor0.01,training_r18_c12,0.38980897407375364,0.7861342978530128
0,cap12_floor1e-06,training_r02_c14,0.39792766621199316,0.8912640684142157
0,cap12_floor1e-06,training_r03_c15,0.38186190575663936,0.8992969486418924
0,cap12_floor1e-06,training_r04_c16,0.37757520869829253,0.901440297171066
0,cap12_floor1e-06,training_r05_c17,0.38900547654292095,0.8957251632487517
0,cap12_floor1e-06,training_r06_c18,0.37989837594386927,0.9002787135482775
0,cap12_floor1e-06,training_r09_c18,0.3821115824441604,0.8991721102981319
0,cap12_floor1e-06,training_r10_c19,0.3867375818491255,0.8968591105956494
0,cap12_floor1e-06,training_r12_c18,0.39401041558214617,0.893222693729139
0,cap12_floor1e-06,training_r16_c16,0.38827703514021067,0.8960893839501068
0,cap12_floor1e-06,training_r18_c12,0.3883187195573237,0.8960685417415503
0,cap12_floor0.0001,training_r02_c14,0.3979096498221584,0.8889721330044285
0,cap12_floor0.0001,training_r03_c15,0.3818439189770817,0.8970049984269666
0,cap12_floor0.0001,training_r04_c16,0.3775558542556981,0.8991490307876585
0,cap12_floor0.0001,training_r05_c17,0.388986531423334,0.8934336922038405
0,cap12_floor0.0001,training_r06_c18,0.3798800126650862,0.8979869515829645
0,cap12_floor0.0001,training_r09_c18,0.3820931885123948,0.8968803636593103
0,cap12_floor0.0001,training_r10_c19,0.38671987047649675,0.8945670226772594
0,cap12_floor0.0001,training_r12_c18,0.3939928227221737,0.8909305465544207
0,cap12_floor0.0001,training_r16_c16,0.3882580835108843,0.8937979161600653
0,cap12_floor0.0001,training_r18_c12,0.3882996698077555,0.8937771230116299
0,cap12_floor0.01,training_r02_c14,0.3965172008545205,0.7766716005255667
0,cap12_floor0.01,training_r03_c15,0.3804747950888107,0.7846928034084217
0,cap12_floor0.01,training_r04_c16,0.37605782872542426,0.7869012865901147
0,cap12_floor0.01,training_r05_c17,0.3875343829514267,0.7811630094771137
0,cap12_floor0.01,training_r06_c18,0.37848072323276805,0.7856898393364428
0,cap12_floor0.01,training_r09_c18,0.3806795730698003,0.7845904144179268
0,cap12_floor0.01,training_r10_c19,0.38535914386172576,0.7822506290219641
0,cap12_floor0.01,training_r12_c18,0.39265301530379026,0.7786036933009319
0,cap12_floor0.01,training_r16_c16,0.3868090224622876,0.7815256897216831
0,cap12_floor0.01,training_r18_c12,0.38685715487585076,0.7815016235149016
1,cap4_floor1e-06,training_r02_c13,0.4031171457365549,0.9243394169423408
1,cap4_floor1e-06,training_r03_c14,0.3990406662619115,0.9263776566796624
1,cap4_floor1e-06,training_r06_c17,0.4049082481407338,0.9234438657402512
1,cap4_floor1e-06,training_r07_c18,0.4007600406815992,0.9255179694698187
1,cap4_floor1e-06,training_r08_c19,0.40033970451296697,0.9257281375541345
1,cap4_floor1e-06,training_r11_c19,0.4014688828498454,0.9251635483856955
1,cap4_floor1e-06,training_r13_c18,0.4033224067218012,0.9242367864497175
1,cap4_floor1e-06,training_r15_c17,0.3952001405448834,0.9282979195381763
1,cap4_floor1e-06,training_r17_c16,0.39339550526890393,0.929200237176166
1,cap4_floor1e-06,training_r18_c14,0.3992007824299836,0.9262975985956262
1,cap4_floor1e-06,training_r19_c12,0.3956597717481132,0.9280681039365615
1,cap4_floor0.0001,training_r02_c13,0.4030941383743996,0.9218297784785898
1,cap4_floor0.0001,training_r03_c14,0.39901892112513015,0.9238673871032245
1,cap4_floor0.0001,training_r06_c17,0.4048851429134524,0.9209342762090632
1,cap4_floor0.0001,training_r07_c18,0.40073847711995875,0.9230076091058099
1,cap4_floor0.0001,training_r08_c19,0.40031781445636094,0.923217940437609
1,cap4_floor0.0001,training_r11_c19,0.4014484539576428,0.9226526206869681
1,cap4_floor0.0001,training_r13_c18,0.4032994679080481,0.9217271137117655
1,cap4_floor0.0001,training_r15_c17,0.39517916153533844,0.9257872668981202
1,cap4_floor0.0001,training_r17_c16,0.3933726615059199,0.9266905169128297
1,cap4_floor0.0001,training_r18_c14,0.39917924842638597,0.9237872234525966
1,cap4_floor0.0001,training_r19_c12,0.3956364626978562,0.9255586163168614
1,cap4_floor0.01,training_r02_c13,0.4013683976911509,0.8027452062444269
1,cap4_floor0.01,training_r03_c14,0.3973922022344368,0.8047333039727838
1,cap4_floor0.01,training_r06_c17,0.40312701397283973,0.8018658981035824
1,cap4_floor0.01,training_r07_c18,0.39907466370910427,0.8038920732354501
1,cap4_floor0.01,training_r08_c19,0.3986599796912016,0.8040994152444015
1,cap4_floor0.01,training_r11_c19,0.39990242226598915,0.8034781939570075
1,cap4_floor0.01,training_r13_c18,0.40156225444752375,0.8026482778662403
1,cap4_floor0.01,training_r15_c17,0.39358442022716245,0.806637194976421
1,cap4_floor0.01,training_r17_c16,0.39162973537978063,0.8076145374001119
1,cap4_floor0.01,training_r18_c14,0.3975344450429779,0.8046621825685133
1,cap4_floor0.01,training_r19_c12,0.3938568753153946,0.8065009674323048
1,cap8_floor1e-06,training_r02_c13,0.3872691420655434,0.8946737968504523
1,cap8_floor1e-06,training_r03_c14,0.38333771471265493,0.8966395105268968
1,cap8_floor1e-06,training_r06_c17,0.38940829695731344,0.8936042194045674
1,cap8_floor1e-06,training_r07_c18,0.38512511165612356,0.8957458120551622
1,cap8_floor1e-06,training_r08_c19,0.3852351600777982,0.8956907878443251
1,cap8_floor1e-06,training_r11_c19,0.38607957261742626,0.895268581574511
1,cap8_floor1e-06,training_r13_c18,0.3877784954284092,0.8944191201690195
1,cap8_floor1e-06,training_r15_c17,0.37935633085404785,0.8986302024562003
1,cap8_floor1e-06,training_r17_c16,0.3776855529612608,0.8994655914025936
1,cap8_floor1e-06,training_r18_c14,0.3839723222361743,0.8963222067651371
1,cap8_floor1e-06,training_r19_c12,0.380452855295017,0.8980819402357156
1,cap8_floor0.0001,training_r02_c13,0.38725120362046456,0.8923918614965513
1,cap8_floor0.0001,training_r03_c14,0.38332085525708953,0.8943570356782389
1,cap8_floor0.0001,training_r06_c17,0.38939022572221244,0.8913223504456772
1,cap8_floor0.0001,training_r07_c18,0.38510836152890665,0.8934632825423303
1,cap8_floor0.0001,training_r08_c19,0.3852181233354442,0.8934084016390614
1,cap8_floor0.0001,training_r11_c19,0.38606381683926444,0.8929855548871514
1,cap8_floor0.0001,training_r13_c18,0.3877605798155026,0.8921371733990323
1,cap8_floor0.0001,training_r15_c17,0.37934003427102786,0.8963474461712695
1,cap8_floor0.0001,training_r17_c16,0.37766770399459737,0.8971836113094849
1,cap8_floor0.0001,training_r18_c14,0.38395554853356945,0.894039689039999
1,cap8_floor0.0001,training_r19_c12,0.38043463570877345,0.8958001454523968
1,cap8_floor0.01,training_r02_c13,0.3859105517672082,0.780519391583977
1,cap8_floor0.01,training_r03_c14,0.38206673280561704,0.7824413010647725
1,cap8_floor0.01,training_r06_c17,0.3880183445190503,0.7794654952080557
1,cap8_floor0.01,training_r07_c18,0.38381967056260863,0.7815648321862766
1,cap8_floor0.01,training_r08_c19,0.38393340828585615,0.7815079633246528
1,cap8_floor0.01,training_r11_c19,0.3848789156678689,0.7810352096336467
1,cap8_floor0.01,training_r13_c18,0.3864077042056703,0.7802708153647459
1,cap8_floor0.01,training_r15_c17,0.3781069157699989,0.7844212095825817
1,cap8_floor0.01,training_r17_c16,0.37630934720817716,0.7853199938634926
1,cap8_floor0.01,training_r18_c14,0.3826770210601426,0.7821361569375096
1,cap8_floor0.01,training_r19_c12,0.3790460799670604,0.7839516274840508
1,cap12_floor1e-06,training_r02_c13,0.38524778311877683,0.8906358253280565
1,cap12_floor1e-06,training_r03_c14,0.3813300990375219,0.8925946673686841
1,cap12_floor1e-06,training_r06_c17,0.38743061388702793,0.8895444099439309
1,cap12_floor1e-06,training_r07_c18,0.3831331994990905,0.8916931171378998
1,cap12_floor1e-06,training_r08_c19,0.3833129202865664,0.8916032567441619
1,cap12_floor1e-06,training_r11_c19,0.38411771590537125,0.8912008589347594
1,cap12_floor1e-06,training_r13_c18,0.3857944676195742,0.890362483077658
1,cap12_floor1e-06,training_r15_c17,0.3773309070823176,0.894594263346286
1,cap12_floor1e-06,training_r17_c16,0.37567591511310827,0.8954217593308909
1,cap12_floor1e-06,training_r18_c14,0.3820270100028406,0.8922462118860246
1,cap12_floor1e-06,training_r19_c12,0.37851330520388177,0.894003064285504
1,cap12_floor0.0001,training_r02_c13,0.38522935503479216,0.8883805713915212
1,cap12_floor0.0001,training_r03_c14,0.3813127305652018,0.8903388836263162
1,cap12_floor0.0001,training_r06_c17,0.3874120768480562,0.8872892104848891
1,cap12_floor0.0001,training_r07_c18,0.3831159475850076,0.8894372751164135
1,cap12_floor0.0001,training_r08_c19,0.3832954216167277,0.8893475381005531
1,cap12_floor0.0001,training_r11_c19,0.384101452772743,0.8889445225225456
1,cap12_floor0.0001,training_r13_c18,0.3857760778664392,0.8881072099756975
1,cap12_floor0.0001,training_r15_c17,0.3773140721474858,0.8923382128351742
1,cap12_floor0.0001,training_r17_c16,0.37565757460376514,0.8931664616070345
1,cap12_floor0.0001,training_r18_c14,0.38200976138991377,0.8899903682139603
1,cap12_floor0.0001,training_r19_c12,0.37849464013776807,0.891747928840033
1,cap12_floor0.01,training_r02_c13,0.38382789123059285,0.777277513229966
1,cap12_floor0.01,training_r03_c14,0.37999643808737504,0.7791932398015747
1,cap12_floor0.01,training_r06_c17,0.3859823743132985,0.776200271688613
1,cap12_floor0.01,training_r07_c18,0.38176704344514506,0.7783079371226896
1,cap12_floor0.01,training_r08_c19,0.381953735041934,0.7782145913242952
1,cap12_floor0.01,training_r11_c19,0.38285566804069593,0.7777636248249145
1,cap12_floor0.01,training_r13_c18,0.3843644038273745,0.7770092569315751
1,cap12_floor0.01,training_r15_c17,0.3760168918689659,0.7811830129107793
1,cap12_floor0.01,training_r17_c16,0.3742390276939473,0.7820719449982887
1,cap12_floor0.01,training_r18_c14,0.38067331104797697,0.7788548033212738
1,cap12_floor0.01,training_r19_c12,0.37705021444474857,0.7806663516228881
2,cap4_floor1e-06,training_r02_c12,0.39891980666584054,0.9297130087021098
2,cap4_floor1e-06,training_r08_c18,0.3942599723080597,0.9320429258810002
2,cap4_floor1e-06,training_r09_c19,0.40366964701487945,0.9273380885275904
2,cap4_floor1e-06,training_r12_c19,0.403410311392272,0.9274677563388941
2,cap4_floor1e-06,training_r14_c18,0.40488869453385407,0.9267285647681031
2,cap4_floor1e-06,training_r16_c17,0.39931431818463664,0.9295157529427115
2,cap4_floor1e-06,training_r17_c15,0.4008404861075522,0.928752668981254
2,cap4_floor1e-06,training_r18_c13,0.4063249708017905,0.9260104266341348
2,cap4_floor0.0001,training_r02_c12,0.39889661397517606,0.9271779096012964
2,cap4_floor0.0001,training_r08_c18,0.3942369833821437,0.9295077248978126
2,cap4_floor0.0001,training_r09_c19,0.4036471961754025,0.9248026185011833
2,cap4_floor0.0001,training_r12_c19,0.40338728378467537,0.9249325746965469
2,cap4_floor0.0001,training_r14_c18,0.40486702694077453,0.9241927031184972
2,cap4_floor0.0001,training_r16_c17,0.39929123836480634,0.9269805974064813
2,cap4_floor0.0001,training_r17_c15,0.4008191338564599,0.9262166496606546
2,cap4_floor0.0001,training_r18_c13,0.406301925993152,0.9234752535923084
2,cap4_floor0.01,training_r02_c12,0.3971523617742094,0.8073075044909316
2,cap4_floor0.01,training_r08_c18,0.39250573034903874,0.8096308202035168
2,cap4_floor0.01,training_r09_c19,0.40196100087929426,0.8049031849383891
2,cap4_floor0.01,training_r12_c19,0.4016314719526928,0.80506794940169
2,cap4_floor0.01,training_r14_c18,0.4032342634443813,0.8042665536558455
2,cap4_floor0.01,training_r16_c17,0.3975308421972174,0.8071182642794277
2,cap4_floor0.01,training_r17_c15,0.3992173746208828,0.8062749980675947
2,cap4_floor0.01,training_r18_c13,0.4045612145483299,0.8036030781038715
2,cap8_floor1e-06,training_r02_c12,0.3829373247947169,0.8980148068343841
2,cap8_floor1e-06,training_r08_c18,0.3778807753003592,0.900543081581563
2,cap8_floor1e-06,training_r09_c19,0.3871057460374128,0.8959305962130363
2,cap8_floor1e-06,training_r12_c19,0.38692380219275224,0.8960215681353664
2,cap8_floor1e-06,training_r14_c18,0.3879774658174401,0.8954947363230227
2,cap8_floor1e-06,training_r16_c17,0.3828675547187837,0.8980496918723508
2,cap8_floor1e-06,training_r17_c15,0.38480301831901487,0.8970819600722351
2,cap8_floor1e-06,training_r18_c13,0.3893012736603242,0.8948328324015805
2,cap8_floor0.0001,training_r02_c12,0.3829194831613537,0.895721612311923
2,cap8_floor0.0001,training_r08_c18,0.3778630327109632,0.8982498375371183
2,cap8_floor0.0001,training_r09_c19,0.3870885626186535,0.8936370725832734
2,cap8_floor0.0001,training_r12_c19,0.38690612758607296,0.8937282900995634
2,cap8_floor0.0001,training_r14_c18,0.38796095264896674,0.8932008775681166
2,cap8_floor0.0001,training_r16_c17,0.38284978662745794,0.8957564605788711
2,cap8_floor0.0001,training_r17_c15,0.38478664866232265,0.8947880295614385
2,cap8_floor0.0001,training_r18_c13,0.38928354877998317,0.8925395795026083
2,cap8_floor0.01,training_r02_c12,0.3815815588994414,0.7834830465805045
2,cap8_floor0.01,training_r08_c18,0.37653017622375756,0.7860087379183467
2,cap8_floor0.01,training_r09_c19,0.3858052490470459,0.7813712015067023
2,cap8_floor0.01,training_r12_c19,0.385563731267492,0.7814919603964794
2,cap8_floor0.01,training_r14_c18,0.38672388339301683,0.7809118843337168
2,cap8_floor0.01,training_r16_c17,0.3814975294896558,0.7835250612853976
2,cap8_floor0.01,training_r17_c15,0.3835645592180437,0.7824915464212034
2,cap8_floor0.01,training_r18_c13,0.3879481867271465,0.7802997326666521
2,cap12_floor1e-06,training_r02_c12,0.38083119976569113,0.8935356820288667
2,cap12_floor1e-06,training_r08_c18,0.37571824001573334,0.8960921619038456
2,cap12_floor1e-06,training_r09_c19,0.3849162702626073,0.8914931467804085
2,cap12_floor1e-06,training_r12_c19,0.38474636651306016,0.8915780986551822
2,cap12_floor1e-06,training_r14_c18,0.38573349587253025,0.8910845339754468
2,cap12_floor1e-06,training_r16_c17,0.3806963317789665,0.893603116022229
2,cap12_floor1e-06,training_r17_c15,0.3826866888110072,0.8926079375062085
2,cap12_floor1e-06,training_r18_c13,0.3870508987275661,0.8904258325479292
2,cap12_floor0.0001,training_r02_c12,0.38081297067058023,0.8912719968622163
2,cap12_floor0.0001,training_r08_c18,0.3757000768917078,0.8938284437516524
2,cap12_floor0.0001,training_r09_c19,0.38489864401858237,0.889229160188215
2,cap12_floor0.0001,training_r12_c19,0.3847282680642737,0.8893143481653694
2,cap12_floor0.0001,training_r14_c18,0.38571650017954884,0.8888202321077319
2,cap12_floor0.0001,training_r16_c17,0.3806781408801689,0.8913394117574217
2,cap12_floor0.0001,training_r17_c15,0.38266988892831133,0.8903435377333506
2,cap12_floor0.0001,training_r18_c13,0.3870327146660087,0.8881621248645019
2,cap12_floor0.01,training_r02_c12,0.379423240354658,0.779890017818201
2,cap12_floor0.01,training_r08_c18,0.37431238332202377,0.782445446334518
2,cap12_floor0.01,training_r09_c19,0.38355849896877875,0.7778223885111403
2,cap12_floor0.01,training_r12_c19,0.383331271637212,0.7779360021769238
2,cap12_floor0.01,training_r14_c18,0.38441911253023636,0.7773920817304117
2,cap12_floor0.01,training_r16_c17,0.3792712537000888,0.7799660111454856
2,cap12_floor0.01,training_r17_c15,0.38139280190461283,0.7789052370432233
2,cap12_floor0.01,training_r18_c13,0.3856386357146445,0.7767823201382076
