group,branch,center,kind,shift,n,z_mean,z2_mean,z_sd
empirical,boxcar_hanning_full,10,rotation,0,18,0.13210090200383487,2.305009444462625,1.556316509672441
empirical,boxcar_hanning_full,10,rotation,-4,18,0.6512169227674894,3.2077720623884565,1.7168095319690184
empirical,boxcar_hanning_full,10,rotation,4,18,0.002367893417491477,2.0828783823783907,1.4850571381018778
empirical,boxcar_hanning_full,10,warp,0,18,0.05062079810398812,1.9642219271921668,1.4411978334183704
empirical,boxcar_hanning_full,10,warp,-4,18,0.62424776419218,3.074618674009115,1.6860814517409577
empirical,boxcar_hanning_full,10,warp,4,18,-0.08593976161682922,1.8004220182618458,1.3778639641175117
empirical,boxcar_hanning_full,10,streaming,0,18,0.0498829194239946,1.7916763588017584,1.376384542640331
empirical,boxcar_hanning_full,10,streaming,-4,18,0.5780373759461503,3.0216120669337223,1.6868823917471896
empirical,boxcar_hanning_full,10,streaming,4,18,-0.1103811001349653,1.502888009199089,1.256340914644764
empirical,boxcar_hanning_full,36,rotation,0,18,-0.6016075715936686,2.9583794337587883,1.6580651329021536
empirical,boxcar_hanning_full,36,rotation,-4,18,-0.44538800095161846,1.6655924196117076,1.2464064833130226
empirical,boxcar_hanning_full,36,rotation,4,18,-0.4205902836904951,2.390182849516098,1.5308429037252733
empirical,boxcar_hanning_full,36,warp,0,18,-0.4918717334782588,2.61049395986384,1.5836296885550576
empirical,boxcar_hanning_full,36,warp,-4,18,-0.2689631588000898,1.5950706050478345,1.2697644440328297
empirical,boxcar_hanning_full,36,warp,4,18,-0.39795971956059667,2.413509422960502,1.5452484042116976
empirical,boxcar_hanning_full,36,streaming,0,18,-0.33388741230487345,2.219958174535835,1.4941571038730563
empirical,boxcar_hanning_full,36,streaming,-4,18,-0.13882233110417982,1.7677117722803983,1.3606210171226443
empirical,boxcar_hanning_full,36,streaming,4,18,-0.31925639854945254,2.260201097938991,1.5116990071290846
empirical,boxcar_hanning_full,61,rotation,0,18,0.26807305067576076,1.4273609891916426,1.1980121013941143
empirical,boxcar_hanning_full,61,rotation,-4,18,0.2875105150361061,1.6834528561854514,1.3019042631903432
empirical,boxcar_hanning_full,61,rotation,4,18,0.19886242527711667,1.4574972691137065,1.2252999173954724
empirical,boxcar_hanning_full,61,warp,0,18,0.2873777130309787,1.1677503300575434,1.071913046352485
empirical,boxcar_hanning_full,61,warp,-4,18,0.3664163010234788,1.4581902062530512,1.1839795161868751
empirical,boxcar_hanning_full,61,warp,4,18,0.14984176555816855,1.2400311542629674,1.135429817346531
empirical,boxcar_hanning_full,61,streaming,0,18,0.3192791826418168,1.0062670862810101,0.9785313730467989
empirical,boxcar_hanning_full,61,streaming,-4,18,0.4175500855108626,1.3098849911477601,1.096509556039939
empirical,boxcar_hanning_full,61,streaming,4,18,0.13180290262240774,1.192572936802574,1.115495584137959
empirical,boxcar_hanning_decimated,10,rotation,0,18,0.06967525539268833,2.1433432984775247,1.5047531716832343
empirical,boxcar_hanning_decimated,10,rotation,-4,18,0.6392798879328195,3.1433948088092314,1.7016408794850477
empirical,boxcar_hanning_decimated,10,rotation,4,18,-0.054962029919105544,1.9709103333021705,1.4434845738544535
empirical,boxcar_hanning_decimated,10,warp,0,18,-0.029922144492960292,1.751323138668358,1.361394191755414
empirical,boxcar_hanning_decimated,10,warp,-4,18,0.6269099347856185,2.982017051694673,1.655685707183365
empirical,boxcar_hanning_decimated,10,warp,4,18,-0.15144557624418184,1.6811363544418472,1.3250440759328919
empirical,boxcar_hanning_decimated,10,streaming,0,18,-0.032352157950081964,1.5594587280410577,1.2845557068154538
empirical,boxcar_hanning_decimated,10,streaming,-4,18,0.5687526963213048,2.8803500528925565,1.6453797634187755
empirical,boxcar_hanning_decimated,10,streaming,4,18,-0.15829105657248463,1.3084839667615125,1.1657288138648871
empirical,boxcar_hanning_decimated,36,rotation,0,18,-0.5995201034714113,2.915590119618869,1.6451530193937254
empirical,boxcar_hanning_decimated,36,rotation,-4,18,-0.4261828817908818,1.5877345835224084,1.220169930938621
empirical,boxcar_hanning_decimated,36,rotation,4,18,-0.4067568629290952,2.260787450382154,1.4894936661824585
empirical,boxcar_hanning_decimated,36,warp,0,18,-0.5114211285037485,2.5028389583528745,1.5404959663179312
empirical,boxcar_hanning_decimated,36,warp,-4,18,-0.2396323534394871,1.4858776364332407,1.229829531207937
empirical,boxcar_hanning_decimated,36,warp,4,18,-0.3841183105825765,2.316666610322218,1.5154916734367352
empirical,boxcar_hanning_decimated,36,streaming,0,18,-0.32641074690969574,2.068342031698071,1.441248743849229
empirical,boxcar_hanning_decimated,36,streaming,-4,18,-0.09538122104357943,1.6780160782558045,1.3293194414636456
empirical,boxcar_hanning_decimated,36,streaming,4,18,-0.29545843092203167,2.155549953016321,1.4798365735493235
empirical,boxcar_hanning_decimated,61,rotation,0,18,0.25261479232511286,1.4286172966416677,1.2021171309310368
empirical,boxcar_hanning_decimated,61,rotation,-4,18,0.24870088367357499,1.4714126793655744,1.2216692990682396
empirical,boxcar_hanning_decimated,61,rotation,4,18,0.19301226948983197,1.5030472538453288,1.245799608994179
empirical,boxcar_hanning_decimated,61,warp,0,18,0.26044387868512753,1.1522897493475004,1.0715644757646492
empirical,boxcar_hanning_decimated,61,warp,-4,18,0.35792392551209623,1.3364770439131606,1.131126849241241
empirical,boxcar_hanning_decimated,61,warp,4,18,0.13565115690499574,1.2686011147720284,1.1505394594363771
empirical,boxcar_hanning_decimated,61,streaming,0,18,0.275405376907478,1.0018516195114466,0.990189018256085
empirical,boxcar_hanning_decimated,61,streaming,-4,18,0.43097771606700663,1.3519902205148917,1.1112386231227072
empirical,boxcar_hanning_decimated,61,streaming,4,18,0.0894289895425794,1.2099855204957504,1.1281370268735502
gaussian,boxcar_independent,10,rotation,0,32,-0.30305431630003465,1.2840455241219266,1.1093519668329919
gaussian,boxcar_independent,10,rotation,-4,32,-0.3208388403026535,1.1225392576431412,1.0259103632837752
gaussian,boxcar_independent,10,rotation,4,32,-0.24004271448309225,0.8540198129790753,0.9066915729548093
gaussian,boxcar_independent,10,warp,0,32,-0.30568898803895916,1.3006203979694897,1.116295551365616
gaussian,boxcar_independent,10,warp,-4,32,-0.26516646813177286,1.1416129879908246,1.0515977310957725
gaussian,boxcar_independent,10,warp,4,32,-0.2323015134250042,0.9188905597169765,0.9448954564203375
gaussian,boxcar_independent,10,streaming,0,32,-0.25327891598365604,1.3013861170473366,1.130109173265951
gaussian,boxcar_independent,10,streaming,-4,32,-0.2395318245284515,1.1873645100035006,1.0800186450202143
gaussian,boxcar_independent,10,streaming,4,32,-0.1968718085259229,1.0026775295228196,0.9975034749228447
gaussian,boxcar_independent,36,rotation,0,32,-0.1382928675013073,1.5592398429905743,1.2608711482253805
gaussian,boxcar_independent,36,rotation,-4,32,-0.33289879553875656,1.0656488677816898,0.9927880635140796
gaussian,boxcar_independent,36,rotation,4,32,0.054299973913227495,1.2365801269766377,1.1284618774401636
gaussian,boxcar_independent,36,warp,0,32,-0.14534335101732654,1.454903126241006,1.2165645703637438
gaussian,boxcar_independent,36,warp,-4,32,-0.3079233458472604,1.0460655575113595,0.9909259381034915
gaussian,boxcar_independent,36,warp,4,32,-0.03654399203609634,1.2829998943251677,1.1502210417452514
gaussian,boxcar_independent,36,streaming,0,32,-0.1292093986734613,1.3393490986126584,1.1684692075259675
gaussian,boxcar_independent,36,streaming,-4,32,-0.2733629925334111,1.0382468130117888,0.9972967267115858
gaussian,boxcar_independent,36,streaming,4,32,-0.09251885803818503,1.1680558981015896,1.094028912283589
gaussian,boxcar_independent,61,rotation,0,32,0.08235614457875473,0.9538685559350777,0.9887553708402138
gaussian,boxcar_independent,61,rotation,-4,32,0.09676938458164276,1.1114504731209813,1.0666008277507704
gaussian,boxcar_independent,61,rotation,4,32,-0.07270666043212629,0.7305103253514335,0.8652273641178445
gaussian,boxcar_independent,61,warp,0,32,0.1374628279257279,1.0400601020043434,1.0266960842866568
gaussian,boxcar_independent,61,warp,-4,32,0.08766158143435476,1.1259769061126765,1.074414398699234
gaussian,boxcar_independent,61,warp,4,32,-0.020154904564976373,0.7668561220484345,0.8894796750085566
gaussian,boxcar_independent,61,streaming,0,32,0.14997625173691598,1.1697174210641446,1.0882241443588319
gaussian,boxcar_independent,61,streaming,-4,32,0.1335823074567493,1.2135764369465827,1.1109924440176786
gaussian,boxcar_independent,61,streaming,4,32,-0.011582447726926015,0.8352082598135999,0.9284460033456545
gaussian,boxcar_hanning_full,10,rotation,0,32,-0.32481656621788424,1.372769865678292,1.1437410327184363
gaussian,boxcar_hanning_full,10,rotation,-4,32,-0.33066527794304645,1.2081799382413598,1.0650290498920771
gaussian,boxcar_hanning_full,10,rotation,4,32,-0.24535489340247496,0.9263133239570991,0.945544008080037
gaussian,boxcar_hanning_full,10,warp,0,32,-0.2993250250727654,1.3476649926512378,1.1395843144863866
gaussian,boxcar_hanning_full,10,warp,-4,32,-0.28977210976787116,1.2083190578140077,1.0773210177051924
gaussian,boxcar_hanning_full,10,warp,4,32,-0.2421300587020057,0.9622731331260674,0.9658136694930575
gaussian,boxcar_hanning_full,10,streaming,0,32,-0.22979543161708235,1.3441147491456298,1.1545405716632768
gaussian,boxcar_hanning_full,10,streaming,-4,32,-0.2477320735179633,1.2384378646894454,1.10228697601232
gaussian,boxcar_hanning_full,10,streaming,4,32,-0.20473373201962708,1.0188118773319237,1.0041955734489374
gaussian,boxcar_hanning_full,36,rotation,0,32,-0.14176784429963557,1.6070444098032555,1.279897692736371
gaussian,boxcar_hanning_full,36,rotation,-4,32,-0.32746021891878546,1.1346370370149665,1.029829596698156
gaussian,boxcar_hanning_full,36,rotation,4,32,0.014885513735220207,1.2773154939484574,1.148168320999308
gaussian,boxcar_hanning_full,36,warp,0,32,-0.15813124656473132,1.5060156336387285,1.236440319313623
gaussian,boxcar_hanning_full,36,warp,-4,32,-0.3091872155821553,1.0788904295452113,1.0074784596833577
gaussian,boxcar_hanning_full,36,warp,4,32,-0.05317868603056046,1.298180463288631,1.1563468575020688
gaussian,boxcar_hanning_full,36,streaming,0,32,-0.14962500893549222,1.3817207725668,1.1845600808108838
gaussian,boxcar_hanning_full,36,streaming,-4,32,-0.26691490120627853,1.0454661585371579,1.0028205868165923
gaussian,boxcar_hanning_full,36,streaming,4,32,-0.10368177909242152,1.2013084600699409,1.1085863354877292
gaussian,boxcar_hanning_full,61,rotation,0,32,0.053908385087709274,0.9378599424710499,0.9824019693624714
gaussian,boxcar_hanning_full,61,rotation,-4,32,0.06827070801081184,1.133266212135272,1.0793571910500515
gaussian,boxcar_hanning_full,61,rotation,4,32,-0.0753204445324506,0.7551838550727925,0.8795956171806056
gaussian,boxcar_hanning_full,61,warp,0,32,0.10318677376115601,1.0369284762121374,1.0292651764942016
gaussian,boxcar_hanning_full,61,warp,-4,32,0.08072013793602914,1.1542650964972374,1.0884730261230626
gaussian,boxcar_hanning_full,61,warp,4,32,-0.027125489955679608,0.7873061586384722,0.9010791330732345
gaussian,boxcar_hanning_full,61,streaming,0,32,0.1265985388654064,1.1523417326673786,1.0830373264348374
gaussian,boxcar_hanning_full,61,streaming,-4,32,0.12754413030985953,1.2325236698548332,1.1204866061255119
gaussian,boxcar_hanning_full,61,streaming,4,32,-0.005020278495719788,0.8181888646220437,0.918997300105336
gaussian,boxcar_hanning_decimated,10,rotation,0,32,-0.3068754454614115,1.2964420428219743,1.114025309862403
gaussian,boxcar_hanning_decimated,10,rotation,-4,32,-0.3229147082871754,1.1339447753617196,1.0309636539551454
gaussian,boxcar_hanning_decimated,10,rotation,4,32,-0.24039753968540198,0.8623416066109865,0.9113198536396953
gaussian,boxcar_hanning_decimated,10,warp,0,32,-0.30497669549697914,1.3058149404005976,1.1188953795155536
gaussian,boxcar_hanning_decimated,10,warp,-4,32,-0.2695068623305663,1.1494192573379118,1.0542866396033315
gaussian,boxcar_hanning_decimated,10,warp,4,32,-0.23369451603491864,0.923115170443159,0.946846470434249
gaussian,boxcar_hanning_decimated,10,streaming,0,32,-0.2498909360447443,1.3071305337014427,1.1335061466755945
gaussian,boxcar_hanning_decimated,10,streaming,-4,32,-0.24079585673311293,1.1940943613380601,1.0829406640133394
gaussian,boxcar_hanning_decimated,10,streaming,4,32,-0.1980186930144481,1.0034020607050569,0.9976440158548541
gaussian,boxcar_hanning_decimated,36,rotation,0,32,-0.13843469060646468,1.5661742332298314,1.2636904764620678
gaussian,boxcar_hanning_decimated,36,rotation,-4,32,-0.3323129271746303,1.074386876188645,0.9975220884914838
gaussian,boxcar_hanning_decimated,36,rotation,4,32,0.04907431885740182,1.242971217700718,1.1316276277676869
gaussian,boxcar_hanning_decimated,36,warp,0,32,-0.1469363579969311,1.4622907051548222,1.21949769113656
gaussian,boxcar_hanning_decimated,36,warp,-4,32,-0.3087918638016667,1.0493904015734703,0.9923776525800276
gaussian,boxcar_hanning_decimated,36,warp,4,32,-0.03829096355439244,1.2852680179504345,1.1511797348798087
gaussian,boxcar_hanning_decimated,36,streaming,0,32,-0.13217568171559613,1.3449763830226789,1.170610415758381
gaussian,boxcar_hanning_decimated,36,streaming,-4,32,-0.2727748701522448,1.0386061813904774,0.9976488756446313
gaussian,boxcar_hanning_decimated,36,streaming,4,32,-0.09405693570932222,1.1736290816443529,1.0965199494185467
gaussian,boxcar_hanning_decimated,61,rotation,0,32,0.07937344309421236,0.9504067586967835,0.9871988995801643
gaussian,boxcar_hanning_decimated,61,rotation,-4,32,0.09242441427624974,1.115353721639583,1.0688849537829177
gaussian,boxcar_hanning_decimated,61,rotation,4,32,-0.0735196689444125,0.7340662923045678,0.8672752440769718
gaussian,boxcar_hanning_decimated,61,warp,0,32,0.13337998310444724,1.0390796681840289,1.0267591096278144
gaussian,boxcar_hanning_decimated,61,warp,-4,32,0.08648907260569347,1.1305730355083914,1.0767179165513392
gaussian,boxcar_hanning_decimated,61,warp,4,32,-0.020920830159380246,0.769868268730258,0.8912075679273856
gaussian,boxcar_hanning_decimated,61,streaming,0,32,0.14697911121216692,1.1677391430148052,1.0877078753377818
gaussian,boxcar_hanning_decimated,61,streaming,-4,32,0.13267052517865122,1.2170712508563386,1.1127274402285512
gaussian,boxcar_hanning_decimated,61,streaming,4,32,-0.01057746346806171,0.8329777749878707,0.9272176303005029
noiseless,boxcar_independent,10,rotation,0,1,0.0,0.0,0
noiseless,boxcar_independent,10,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_independent,10,rotation,4,1,0.0,0.0,0
noiseless,boxcar_independent,10,warp,0,1,0.0,0.0,0
noiseless,boxcar_independent,10,warp,-4,1,0.0,0.0,0
noiseless,boxcar_independent,10,warp,4,1,0.0,0.0,0
noiseless,boxcar_independent,10,streaming,0,1,0.0,0.0,0
noiseless,boxcar_independent,10,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_independent,10,streaming,4,1,0.0,0.0,0
noiseless,boxcar_independent,36,rotation,0,1,0.0,0.0,0
noiseless,boxcar_independent,36,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_independent,36,rotation,4,1,0.0,0.0,0
noiseless,boxcar_independent,36,warp,0,1,0.0,0.0,0
noiseless,boxcar_independent,36,warp,-4,1,0.0,0.0,0
noiseless,boxcar_independent,36,warp,4,1,0.0,0.0,0
noiseless,boxcar_independent,36,streaming,0,1,0.0,0.0,0
noiseless,boxcar_independent,36,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_independent,36,streaming,4,1,0.0,0.0,0
noiseless,boxcar_independent,61,rotation,0,1,0.0,0.0,0
noiseless,boxcar_independent,61,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_independent,61,rotation,4,1,0.0,0.0,0
noiseless,boxcar_independent,61,warp,0,1,0.0,0.0,0
noiseless,boxcar_independent,61,warp,-4,1,0.0,0.0,0
noiseless,boxcar_independent,61,warp,4,1,0.0,0.0,0
noiseless,boxcar_independent,61,streaming,0,1,0.0,0.0,0
noiseless,boxcar_independent,61,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_independent,61,streaming,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,rotation,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,rotation,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,warp,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,warp,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,warp,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,streaming,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,10,streaming,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,rotation,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,rotation,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,warp,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,warp,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,warp,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,streaming,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,36,streaming,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,rotation,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,rotation,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,warp,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,warp,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,warp,4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,streaming,0,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_full,61,streaming,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,rotation,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,rotation,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,warp,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,warp,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,warp,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,streaming,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,10,streaming,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,rotation,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,rotation,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,warp,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,warp,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,warp,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,streaming,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,36,streaming,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,rotation,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,rotation,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,rotation,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,warp,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,warp,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,warp,4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,streaming,0,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,streaming,-4,1,0.0,0.0,0
noiseless,boxcar_hanning_decimated,61,streaming,4,1,0.0,0.0,0
