branch,center,kind,shift,reference,full_capture,core_capture,GLS_standard_error
boxcar_hanning_full,36,rotation,0,1149.7286071380681,0.9999915764317688,0.8002769748506265,0.09375902607151865
boxcar_hanning_full,36,rotation,-4,1149.7286067649704,0.9999629696180815,0.759101569237597,0.09632993748651891
boxcar_hanning_full,36,rotation,4,1149.7286069695954,0.9999763951697745,0.7591015691024945,0.09623021325963377
boxcar_hanning_full,36,warp,0,1149.7286071380684,0.9999915764317682,0.8002769748506264,0.09435467770303686
boxcar_hanning_full,36,warp,-4,1149.7286067649702,0.9999629696180815,0.7591015692375971,0.09698396716912766
boxcar_hanning_full,36,warp,4,1149.7286069695947,0.9999763951697748,0.7591015691024949,0.09688397153405558
boxcar_hanning_full,36,streaming,0,1149.728607138068,0.9999915764317686,0.8002769748506268,0.09579270221210391
boxcar_hanning_full,36,streaming,-4,1149.7286067649704,0.9999629696180812,0.759101569237597,0.09844626469068554
boxcar_hanning_full,36,streaming,4,1149.7286069695951,0.9999763951697744,0.7591015691024948,0.09839445993864386
boxcar_hanning_full,61,rotation,0,1149.7286071380122,0.9999915764317686,0.8002769748506633,0.0950741974230703
boxcar_hanning_full,61,rotation,-4,1149.728606764914,0.9999629696180815,0.7591015692376251,0.09702520586622401
boxcar_hanning_full,61,rotation,4,1149.728606969539,0.9999763951697752,0.7591015691025312,0.09788558397571466
boxcar_hanning_full,61,warp,0,1149.7286071380126,0.9999915764317681,0.8002769748506617,0.09570053344748859
boxcar_hanning_full,61,warp,-4,1149.7286067649147,0.9999629696180812,0.7591015692376212,0.09772788866178585
boxcar_hanning_full,61,warp,4,1149.728606969539,0.9999763951697748,0.7591015691025311,0.09857292199897337
boxcar_hanning_full,61,streaming,0,1149.728607136271,0.9999915764317684,0.8002769748517342,0.09711991121705454
boxcar_hanning_full,61,streaming,-4,1149.728606763173,0.999962969618081,0.7591015692383031,0.09922501613850104
boxcar_hanning_full,61,streaming,4,1149.728606967797,0.9999763951697763,0.7591015691036601,0.10005736664924533
boxcar_hanning_decimated,10,rotation,0,1044.3377221386152,0.9999915764317686,0.8002769748506267,0.09286065772939853
boxcar_hanning_decimated,10,rotation,-4,1044.337721799718,0.9999629696180811,0.7591015692375969,0.09475298637487667
boxcar_hanning_decimated,10,rotation,4,1044.3377219855852,0.9999763951697751,0.7591015691024947,0.095292653813265
boxcar_hanning_decimated,10,warp,0,1044.337722138615,0.9999915764317688,0.8002769748506268,0.09373431375580651
boxcar_hanning_decimated,10,warp,-4,1044.3377217997174,0.9999629696180815,0.7591015692375971,0.09574601990263377
boxcar_hanning_decimated,10,warp,4,1044.3377219855854,0.9999763951697744,0.7591015691024947,0.09621479725126268
boxcar_hanning_decimated,10,streaming,0,1044.3377221386072,0.9999915764317678,0.800276974850632,0.09634381511007528
boxcar_hanning_decimated,10,streaming,-4,1044.3377217997095,0.9999629696180817,0.759101569237603,0.09844489178204209
boxcar_hanning_decimated,10,streaming,4,1044.3377219855774,0.9999763951697744,0.7591015691024983,0.09897118589862622
boxcar_hanning_decimated,36,rotation,0,1044.3377221386154,0.9999915764317682,0.8002769748506264,0.09354787136593493
boxcar_hanning_decimated,36,rotation,-4,1044.3377217997179,0.9999629696180815,0.7591015692375969,0.09604948008892948
boxcar_hanning_decimated,36,rotation,4,1044.3377219855856,0.9999763951697747,0.7591015691024945,0.09596164393929983
boxcar_hanning_decimated,36,warp,0,1044.3377221386154,0.9999915764317684,0.8002769748506264,0.0944432117346354
boxcar_hanning_decimated,36,warp,-4,1044.3377217997179,0.9999629696180815,0.7591015692375969,0.09702072554606905
boxcar_hanning_decimated,36,warp,4,1044.3377219855854,0.9999763951697749,0.7591015691024948,0.09692191562744316
boxcar_hanning_decimated,36,streaming,0,1044.3377221386158,0.9999915764317678,0.8002769748506262,0.09679870109173057
boxcar_hanning_decimated,36,streaming,-4,1044.3377217997179,0.9999629696180813,0.7591015692375969,0.09945960344992553
boxcar_hanning_decimated,36,streaming,4,1044.3377219855852,0.9999763951697749,0.7591015691024947,0.0993915511425517
boxcar_hanning_decimated,61,rotation,0,1044.3377221386143,0.9999915764317682,0.8002769748506264,0.0948331666120086
boxcar_hanning_decimated,61,rotation,-4,1044.3377217997163,0.9999629696180815,0.7591015692375972,0.0967457870862056
boxcar_hanning_decimated,61,rotation,4,1044.3377219855843,0.9999763951697747,0.7591015691024946,0.09749687681838876
boxcar_hanning_decimated,61,warp,0,1044.3377221386136,0.9999915764317688,0.800276974850627,0.0957856209573289
boxcar_hanning_decimated,61,warp,-4,1044.3377217997163,0.9999629696180815,0.7591015692375972,0.0977932210194
boxcar_hanning_decimated,61,warp,4,1044.3377219855838,0.9999763951697751,0.7591015691024949,0.09855453343271123
boxcar_hanning_decimated,61,streaming,0,1044.3377221386063,0.9999915764317678,0.8002769748506319,0.09831224764725612
boxcar_hanning_decimated,61,streaming,-4,1044.3377217997083,0.9999629696180817,0.7591015692376007,0.1004486398002274
boxcar_hanning_decimated,61,streaming,4,1044.3377219855754,0.9999763951697751,0.7591015691025009,0.10122879589572885
