plateifu,y,baseline,asymmetry,clumpiness,tidal_bar,all_disturbance
10514-12703,1.723190909795157,1.72215007892811,1.7352213187603969,1.7424209541222035,1.6967487717532335,1.712518998181465
10514-1901,1.939453204883993,1.9943920303300953,1.9871252381854774,1.9931120254263692,1.9861875151137958,2.0150762383084153
10514-6103,1.939607101007604,1.976259705353388,1.9811053039890643,1.9804509267611277,1.9534385698039214,1.9629904613645404
10516-6104,1.927347364329845,1.857637489147358,1.8506802776451228,1.8471453537678375,1.883472392107196,1.8830742986055389
10516-9102,1.8300338673126635,1.709408103245102,1.7163122909753512,1.7133151951673113,1.73527344570554,1.7355851659082668
10518-6104,1.9430963455774701,1.9500027836430651,1.9523862814946318,1.9531703849807218,1.9498386100482965,1.9531489850760857
10518-9102,1.9404664784229824,1.9535433097854409,1.9399333813793567,1.953596645261916,1.9494105926512075,1.9756391919981169
10519-9102,2.097128147764901,2.142145215371533,2.1121574027353955,2.1092908045211987,2.145152908520741,2.1492373847728077
10837-3702,2.3550392524182486,2.3081231284913732,2.307712745087219,2.307841583231319,2.311051643853906,2.3137872640796697
11004-1901,2.0459528357084866,2.102579058633122,2.0996442831481086,2.10224169475251,2.096347917528876,2.0974705040814814
11007-9101,1.6920314776645282,1.9234590713491606,1.9112779901671053,1.912924626354369,1.9160531778422505,1.906755974160514
11010-9102,1.9530552641755674,1.9768005883921234,1.9719021426784125,1.969479919259279,1.9290990178641583,1.9571101170923306
11013-6102,1.7920792353377881,1.8212345345388348,1.829778502155939,1.8267474185366437,1.8238013542044147,1.828415123189818
11017-6101,1.824301664793917,1.8900715768382124,1.8851911526445326,1.8766434603887745,1.8546907223400124,1.8713600137583222
11019-1901,2.0451030370680368,1.962612760778194,1.9707191824696588,1.9678268921956172,1.979497391068409,1.970622995073994
11742-3703,2.3858892770324513,2.237126308657032,2.2502232484411437,2.2503441817845027,2.2549527953989505,2.253051005707597
11743-6101,1.8595940972658402,1.9561043276029721,1.9579150860068892,1.9618407314532864,1.9579810532064092,1.9611804636027397
11743-6104,1.896482620512642,1.9542321702437144,1.9411101747478074,1.9408436207440212,1.935526130069611,1.9415830726658316
11744-6101,2.3314862107969203,2.2644278299077225,2.26449409657374,2.265924503322212,2.2777504432450386,2.268772918325092
11744-6104,2.37472708888233,2.3469645601003117,2.3510534738959628,2.353680771758564,2.344238849308612,2.3523922780510653
11750-3704,2.306170595872537,2.342596378038283,2.3432807441808716,2.339685676842221,2.345470762945785,2.3399403725683996
11751-3702,1.8033776925873493,1.7959586458857573,1.791287858241371,1.7946170674959672,1.7937294656817662,1.8074049100544012
11758-12701,2.252455676034925,2.2832371108077187,2.2635963786448086,2.2609283665188373,2.2754459514071734,2.288549977780964
11824-3701,1.9887278708216556,2.002051287240977,2.000370175800617,2.0030334100413913,1.9993285716402023,2.003656725389512
11826-6103,1.893991051160008,1.9633269009667356,1.9683753029710076,1.971318465919202,1.9367032331197769,1.939143249665016
11831-6103,1.6795929516603627,1.8550172908946814,1.8612138844909196,1.8651214763587436,1.8510337647569755,1.8468615569158433
11832-3704,1.9255199048074465,1.9127263086556456,1.907467218365581,1.9086698759735918,1.8780387336284423,1.8911741957870278
11833-12702,1.8014081009662226,1.833135678306164,1.8484159900194523,1.850320929973263,1.8326045694999469,1.8166140000050508
11834-1901,1.8346375424355663,1.993221950054119,1.9917078505807537,1.9898943183658726,1.9882739467484283,1.9814918824034364
11835-6102,2.1156368015023705,2.177302426668641,2.1739235500051795,2.1742828755436165,2.1801104624812115,2.172403130988241
11835-9102,2.084705653396597,2.096848282485636,2.0909106833575977,2.0903482062659453,2.100045587759848,2.111441664954994
11942-3701,1.99567015608948,2.0820079110884135,2.0834871793565575,2.086010580921422,2.0741235925916017,2.061522122128438
11943-12702,1.8888598984391416,1.9302060721482905,1.9257703127950976,1.9264129637552379,1.938439820067228,1.931160983718163
11944-6101,2.2919038398169196,2.315247633872222,2.311122418836011,2.313330295923521,2.321656675665446,2.326081841569946
11944-6103,1.7246280788695834,1.775566894479529,1.7732836237877263,1.789248567910579,1.747018829874634,1.7529175614076198
11944-9102,2.462928411672052,2.360388342448839,2.3628155877128094,2.3619898530507295,2.3603385100261107,2.3579231436789323
11978-3702,1.7246616467025233,1.7920744167823712,1.7847287973466923,1.7860300256674653,1.781641833747904,1.7913724947192973
11984-6104,2.258338872109107,2.203671992557145,2.2084982107710402,2.2044453603504266,2.1942868024582314,2.1919306118731736
12066-1901,1.6680171690553296,1.7786821560382324,1.7708859594351714,1.7780913645292316,1.7541190693020725,1.7632933481630133
12066-3703,2.032151582666284,1.9340429022830596,1.9335461137246186,1.9323116422387163,1.9545480290602628,1.9498319118165455
7979-1901,2.4077201974888593,2.360891745844755,2.362154682100754,2.3643492504415176,2.3607666470405126,2.3590772482643914
7990-12705,2.109465487394109,2.060511351311618,2.0447242821948635,2.048369463986053,2.0523055859832655,2.0681228857154315
8082-12701,1.8245938643781088,1.8645758750392123,1.8508482740192882,1.8520289520696127,1.8458008914316033,1.8472190276477445
8082-3702,1.6632388767492325,1.7556912470417647,1.7513895702433901,1.7591733322208989,1.7327485837011154,1.7340188347850491
8082-3703,1.940097377853944,2.03533098984923,2.0253826870586615,2.033541768692256,2.0366571911796068,2.020513731604126
8084-12703,1.9326883728531727,1.9223363251337984,1.9138191769571422,1.9171088211675003,1.9465192320578588,1.943307607576242
8084-6104,2.1037558433347274,2.1788362428972885,2.1796425370221146,2.1811251074439655,2.1791533998453536,2.1710755675119984
8091-6103,1.7809638070521678,1.7374630703460996,1.7440879488294667,1.7317308514872143,1.7494569612630044,1.7509382498575805
8097-3703,1.6909628631118472,1.7561199106312815,1.7690997399590178,1.7801813880665927,1.821582272432493,1.8272087089232143
8135-12702,1.7911587863218918,1.9018858830684962,1.8974308185670343,1.8961864942720155,1.893666589907862,1.860525729551799
8135-6102,2.2980474663325614,2.3493385108296407,2.3475504563681864,2.348818248577319,2.35530168465175,2.3429199855658203
8140-3704,2.272654392856773,2.290732205238672,2.29006081978399,2.291446030921025,2.3037462778317828,2.3021315165928935
8148-9101,1.823858207841529,1.7822504547503792,1.7877524210054843,1.7824177908891012,1.8021021374559931,1.7965737513942803
8149-3702,2.195850411135135,2.083929415806281,2.0910649082324406,2.0935358517913984,2.0954426921333265,2.0954758258914614
8150-6101,1.9616609102797533,1.9082399847482192,1.9114826893644048,1.9111808515346043,1.900638823642236,1.9240776274829496
8150-6102,2.192959200887528,2.1979762710111634,2.1831595931973307,2.1807246711724315,2.168052867828377,2.1960638004420456
8150-9101,2.161832897685653,2.049973487971935,2.071126343127307,2.072271595761311,2.0564178696581092,2.053789778305082
8154-1901,2.297643443660965,2.3345898151156494,2.3366244755947014,2.3365934042629006,2.3374092912678166,2.3396030493281033
8158-6104,2.1786590194262283,1.9373391394494037,1.9417575455917273,1.9473230401648474,1.9396601058495258,1.9486633170513212
8239-3703,2.2851838352324494,2.25033358787296,2.2558306798475054,2.2581938094115253,2.2557344214295942,2.244863986459601
8241-9101,2.1221332725233215,2.100568878312755,2.1002474644854146,2.101487065801783,2.0858046840961233,2.0887782224580187
8243-9102,2.260756888802261,2.2544980747072594,2.2394616273520005,2.2413302432438122,2.263481957019581,2.2493643835439787
8247-12704,1.7422055520667574,1.8031004138158617,1.8002458353403064,1.7976104586987567,1.8053856610661945,1.8046041814822815
8253-3704,2.209007773459247,2.0316661800604554,2.0383201100913664,2.0366433645701743,2.0317906477313734,2.039414541980838
8254-12704,1.7759234058426805,1.7768998704909795,1.7859504158338333,1.7786693441829806,1.7788345833003514,1.7805822567180736
8256-6103,2.440589065391809,2.317315285259132,2.3237802990668723,2.3201322865354856,2.3107109218774697,2.323649236004081
8257-1902,2.178597708828488,2.132216682757657,2.1192394464025264,2.1174008100649004,2.1262967424902333,2.1172313744194566
8260-3704,2.021880311299188,2.0332887608735204,2.052989772669021,2.050223061545252,2.039949090460725,2.034462682693463
8262-1902,1.7300045315990555,1.8438404372462076,1.8266933768161764,1.8289199563248972,1.8548932639175322,1.8535884785984083
8262-3702,2.0006795731916225,1.87009063965735,1.8684093129270452,1.8678757885455985,1.8878597171162468,1.8795546199693058
8309-3704,2.3693153254382993,2.3261986950526734,2.326897937954146,2.3254419838120075,2.323887739976874,2.3288618393227396
8310-6104,2.2615442956013223,2.1971879531567793,2.2024207492103103,2.2001967163717935,2.2100479547223655,2.21654252584515
8314-3704,1.977112145563652,2.080466386457653,2.0827258942107907,2.0804464667622145,2.082929890360379,2.08607368739202
8314-6102,1.6835503298742296,1.7836129961970857,1.7837847547020125,1.7859000890183987,1.7660410694461703,1.7615562722530291
8315-1902,2.2240184412817223,2.1069561896787836,2.101460766598074,2.1060180700383193,2.102213992954137,2.1135452848192307
8317-12702,2.29131822421775,2.307408453575952,2.2967154562667966,2.2970988585895262,2.309399237523271,2.29525628363012
8317-9101,1.9500049029831426,1.9156329580555853,1.9166129587914396,1.9221947653992892,1.8969577482495408,1.893714183595655
8318-6104,1.7284881895685784,1.7463798295331192,1.7570964882484694,1.757350776205018,1.763864744146064,1.7815442729210256
8320-3702,1.935965300607934,1.8329655342538431,1.838979993611217,1.839158479197068,1.8557597979758602,1.8459587149084864
8322-3701,2.040826944379654,1.9531558037055299,1.9892602113541098,1.9905974199963448,1.9956412779094297,1.9918208848105388
8323-6103,1.992982960966765,1.910541081351388,1.9097047206552638,1.9133782356481217,1.908840802320155,1.9136520145730527
8324-6103,1.9012149502243954,1.8995480141798702,1.9034992070278853,1.900417223451698,1.8991314819740206,1.9091547257582062
8324-6104,2.1414005401163196,2.0902449934041836,2.083286979953136,2.087906587310834,2.0729343194827003,2.0591211639892526
8324-9101,1.8332797396068494,1.8186454280764643,1.8250530902760336,1.8244349224771799,1.7984662117555172,1.7898830418120757
8328-9101,2.0208586958472856,2.0244574163498963,2.0264269707424605,2.0295351228081473,2.0373981672772365,2.051525191332484
8330-12703,1.8080333013625673,1.811735816923115,1.8037098128625535,1.8064114176155468,1.7955342823993194,1.7922113690191552
8330-6102,1.787181246068547,1.8425902725865777,1.8431068385239582,1.8356225702126763,1.830266136150243,1.8143636462505992
8331-6104,1.7020686459795307,1.8833690825561038,1.8905969137775225,1.8993743753147903,1.8941164077789079,1.8902795507486116
8332-9102,2.0691732224578434,1.9138477031640206,1.9110970280640092,1.910081339865675,1.8936386158519787,1.8878506274914617
8336-12702,2.0978026992530365,2.030968996023718,2.0301152945721044,2.028092572396092,2.0149696825535943,2.0343609776162457
8336-12704,1.8932598981224806,1.964240396267022,1.9684276671238246,1.9661793697559524,1.9666341562320444,1.9688241312255301
8338-1901,1.7114901204906035,1.8025988841471854,1.79934239387633,1.791614377904736,1.733102248568244,1.7625254163676258
8338-3701,2.1312965126504717,2.16408523682677,2.161285638930952,2.161261973686009,2.1588575230638187,2.159194003951258
8341-12702,2.333057342873407,2.3150927006613498,2.321886275734074,2.321695988959529,2.314678071257775,2.314937202051438
8341-9101,1.9582643604298178,1.8955877031524055,1.8857511365475539,1.883427885420403,1.9099422171392502,1.899026660833699
8439-6101,1.7826952326089596,1.7807236981093193,1.7796026472936612,1.7867689737702313,1.813476056250722,1.808326500667306
8440-3704,1.7619844132379887,1.8490178553305292,1.8424624239781975,1.8459875355435358,1.831961436147861,1.8479954334505866
8441-12704,2.187726820799251,2.1984678360733825,2.1781141231265884,2.1813695271118405,2.1831718225629033,2.204589677209159
8441-9101,1.7790737970489463,1.7169658378375394,1.7171142111146471,1.7198930504667542,1.7072900910645559,1.7051581019858302
8442-1901,2.0793798903366785,1.8796360476737035,1.8834731130598397,1.876215102112122,1.8221312594195065,1.8822191532365695
8443-3704,1.832234709703605,1.8365466473212149,1.8316811069160408,1.8225794250191283,1.865312865807356,1.8839562133694414
8444-1901,1.6653179897077341,1.7847061205903052,1.770119571727935,1.7723136992196702,1.7694652002032873,1.7709209373879389
8444-3702,1.7827633464761556,1.742327886361502,1.745201559291917,1.7455295185720927,1.7337684793406014,1.7328113897252653
8447-12702,1.8948059739937888,1.8230262296998043,1.8229132614623769,1.8198261539797838,1.836984624697657,1.8407469329339983
8449-3703,1.8225854947116824,1.8278488145353557,1.8241872425131762,1.8235531016348059,1.821393032797392,1.8176590988897743
8449-6101,1.8426627119465628,1.7203770857731464,1.722482620933919,1.7203965833184411,1.7519287068504967,1.7529571667957697
8450-6102,1.688894527561912,1.8050662408995979,1.8184146075003296,1.8196086500332966,1.821950805506022,1.8308933242682903
8454-6104,1.9045555353475863,2.0081976885778325,2.0242150884431465,2.0243273248680156,2.0316122524111124,2.0248365540478623
8455-3701,1.940531176985904,1.8394781526339168,1.8494789008476038,1.844925178939702,1.804488831140659,1.8138262486101144
8461-3702,2.407678582382823,2.361343132538358,2.3634681427420023,2.3658966995729416,2.3595903861007694,2.363238026434678
8464-3701,1.7870530526920874,1.9044965524225528,1.9157372895893718,1.9186023373870384,1.9316395029242046,1.933195005329327
8466-12702,1.7702962008486065,1.8053954150650573,1.806436061794457,1.800872052499792,1.8345739675741386,1.8376834535523847
8482-9101,2.1867453492575377,2.2078706730593396,2.192356232466527,2.191983664949221,2.1708088891169215,2.163636974550472
8483-3702,2.1799875903102257,2.1563945319098794,2.1513948890930954,2.149885918371939,2.1562547907062912,2.1469940208368006
8486-12705,2.182113509497849,2.0457413990568596,2.030298515240584,2.0306758141884615,2.0374151811467,2.0503470174794702
8488-12705,2.0764649430510835,2.0782387527802797,2.0668877424406316,2.065994463215767,2.067984941614795,2.0851062846528325
8547-3703,2.0621109611934774,2.1618612914780044,2.17742013211504,2.1775131718014964,2.1689658414480966,2.179164771845159
8554-3701,1.80576869243079,1.8380194817613076,1.8030030858532446,1.825368515153373,1.795255172929143,1.793333850108326
8562-6104,1.8344046160477083,1.996757223964456,1.9979010396043853,1.998742648739689,1.995874106293214,1.9933657225150139
8563-3701,1.6207115043051916,1.7439859879722444,1.7447269531856118,1.7544201462439333,1.7621139294929342,1.7740501362556917
8595-3703,2.1978749278500223,2.115495875981138,2.1007109798156174,2.097174407409597,2.1172135668315484,2.128326871183473
8595-3704,1.630697826670403,1.7864704757303718,1.8069776939563915,1.8095365334160298,1.7804049339682368,1.7779669286086508
8596-3703,2.3175464676358706,2.3031547596687565,2.3026149468804973,2.3034060736651627,2.308626389806742,2.2991373146268548
8597-3703,2.3178143794752253,2.3078743889939615,2.3082395474000434,2.308989964153805,2.3061675317895385,2.3123929860926946
8602-9102,2.0716633328366183,2.1455337685417177,2.135611518897241,2.1361254132406393,2.118995034626573,2.1236961173589735
8603-6102,2.049280448015241,2.0618283244754685,2.070047237877117,2.0715355692951944,2.076191306018169,2.066308630769587
8609-3702,2.341596143063178,2.3775811412455465,2.37451274565892,2.373192132554388,2.366023625772839,2.3671210726853498
8609-6103,1.8929033073735526,1.9733850589731008,1.9787433331736275,1.9766474797039513,1.984159665414108,1.974363238176596
8610-3703,1.9071868456032375,1.8193253237760982,1.8174928220867546,1.8108183551713244,1.8247353809348075,1.8278335421373133
8611-9101,1.934330912560167,1.9520575823467297,1.9685964845116544,1.967524998691355,1.9791404352393978,1.9837171616378257
8612-6104,1.9883771304636535,1.998012611128856,1.9717186975948713,1.977280560938198,2.0079099498767787,2.019130556265679
8614-3703,2.3395931353359245,2.264620739636974,2.2543406485590705,2.2502652464425763,2.270859534538004,2.2626067604531146
8616-3704,1.9125466726368925,1.9242005535295732,1.924298436704902,1.9240379015622748,1.9054661436171965,1.9135215609642546
8616-6104,1.9845176372449538,1.967005454444422,1.9669877191203213,1.9688198748329304,1.9548344825909594,1.9494180198433713
8624-6104,2.2977279104409054,2.2155486152563655,2.2176117246603897,2.214971888165521,2.2131168894731355,2.2295795247056382
8657-3701,1.7249129954935192,1.8110838942947873,1.7897329638641921,1.793299472993415,1.8280701359711207,1.8303186498797397
8718-6103,2.330424123234544,2.3584154603287755,2.356264705405835,2.355407301462061,2.3597362753753535,2.365716176252427
8719-6104,1.6859763733189563,1.7500077528355371,1.7555253073299228,1.7583821068990237,1.7532529849200118,1.7584448097340377
8723-12704,1.9759116111135373,1.9691087191407834,1.9642193828484915,1.9661493405290786,1.978557954545677,1.9763332345453262
8727-3703,1.9817616787093422,1.9168538552935956,1.9192909409732317,1.9214841647940228,1.929765966626019,1.942590509441384
8931-1902,1.8429332172360966,1.9582918757513412,1.9551390685196681,1.965441355784522,1.9468589822874875,1.9247606504465067
8932-9102,1.9521020587208866,1.8071011627901956,1.8249081821949473,1.8220355451764252,1.841714715063394,1.8414835640369291
8934-3701,1.9400034954516763,1.8350024538810572,1.8297723074600853,1.8220858371329027,1.8370541210049172,1.8411672612339336
8937-3704,2.1001847238412528,2.108097467588347,2.1094889217054114,2.106880617726893,2.1165566427708042,2.1214357349910493
8941-6101,1.9041445839754572,1.876144675490348,1.8822403344924266,1.868700263169832,1.8970301983493392,1.8876201969037245
8944-12702,2.0766826697481524,1.9237447083146473,1.9292461833333803,1.933871118692004,1.9535781443912286,1.950027523474146
8944-6103,2.0105276470765716,1.8961463488480563,1.913161023975333,1.910012193595897,1.9240747917108045,1.9194175759430714
8946-6102,1.938668050436764,1.9366823761205507,1.946793135031862,1.9455956330728774,1.9065566470969815,1.9236498843515892
8948-1901,2.276561749338529,2.1058194582033174,2.0996693051242454,2.099948382716768,2.1185301544240565,2.124629867000498
8948-9101,1.6869089134489748,1.7361830955471564,1.7282088833412743,1.7267634117466601,1.7653325685157788,1.7647063206084712
8977-12704,1.9440332904065227,1.7209220408022805,1.7384247874693064,1.7359472139120853,1.770794826773382,1.7698376607538373
8982-12704,2.1873971831487293,2.0522493261731776,2.0388187800290964,2.0370177766872417,2.059676382005765,2.0345894930197344
8982-3701,2.3085612123616137,2.2968076648149753,2.2992308670317696,2.3009058724461453,2.307481360239746,2.301998623894776
8985-1901,1.7884524793687067,1.8470306489100652,1.844726569691557,1.8449397867593686,1.8416241616009916,1.84823593223583
8991-12705,1.811442552665862,1.9136253186746763,1.909685485674592,1.909709847298154,1.89740816334466,1.9021829458795545
8993-3701,2.19784546275177,2.272154235266734,2.2708367017967093,2.270482962425872,2.27439184738679,2.2697252932176917
8994-9101,1.8128409904718907,1.952694351711415,1.9457001873685522,1.9496968269943904,1.9652092534871903,1.9614845514744146
8999-1902,2.045141397913413,2.056499782988192,2.0544380965124414,2.0553397023686357,2.039398166406634,2.0506744503311953
9024-1902,1.9034460167793972,1.8471490034601532,1.8292760702456992,1.8386571596116026,1.7725740609795162,1.789706209496505
9024-6102,1.875402889795013,1.8514480814119318,1.8588127400709686,1.859061613815473,1.8220377326527413,1.825184863525227
9027-12702,1.778541216459671,1.7712357738514768,1.7802923213011006,1.7655306532225798,1.8231088217350349,1.8114768347796404
9028-3702,2.0904866059610376,2.110006953764977,2.103719063869042,2.1046050675180226,2.089497772160759,2.087580515028163
9029-3702,2.1590306104612655,2.1938879009309273,2.189548901586783,2.1965287420093524,2.1896568280120983,2.1744390688123687
9030-6103,2.0798094327696446,2.1980235742266223,2.205294726617309,2.2037939924789107,2.2044555008465068,2.1967741088776576
9036-12705,1.6181438402421857,1.7504053565191227,1.7414033089466077,1.7493913564284909,1.733497119644318,1.7328783715976244
9036-3702,2.3190177333692197,2.2563825189562805,2.250659693527917,2.2517141951765494,2.2624233248134114,2.258946042221997
9037-6104,2.3133202131189834,2.315023318932891,2.3108897952856675,2.311367600498185,2.3085274484530522,2.3219457739934795
9038-6101,2.385442890953452,2.3264424449196435,2.2902795089142423,2.2953260782547904,2.3204739902753846,2.314486372064162
9039-6102,2.176750885478996,2.0749026224297746,2.0722423735250137,2.0766484322284384,2.076415285504682,2.077761290396969
9040-3702,1.994385261600037,2.0060878551958896,1.9930288813842167,1.9906029991330194,2.0071877453345546,2.035609810782443
9043-3703,2.4407021134650853,2.341895164143471,2.3483621569074513,2.3485853424662277,2.343718749767432,2.3457714872803264
9043-6101,2.2340612374151974,2.3086351820151934,2.3131310155567513,2.3091739232415813,2.3098251687610416,2.3112385810399267
9044-12704,2.290361656700602,2.235343774771343,2.223118332923846,2.2212524277234245,2.24092378226213,2.2199428314926424
9045-12704,1.8159609403919705,1.8800476036804377,1.8858674771132786,1.8832045909453332,1.8787482660524546,1.8750490153668427
9045-3704,2.3120260042633136,2.264220682323701,2.265912679188421,2.2655596226177193,2.2598340948576943,2.254643668105294
9046-3702,2.2141455027572627,2.242209247412395,2.2438062008617212,2.2444855212803416,2.2104810738863785,2.239775748368388
9047-3703,2.315669592071778,2.2835295894691496,2.278236433856481,2.276792594429019,2.289890597141786,2.2811976001266605
9048-9101,1.9731715118611046,1.9373281689703457,1.927957119619577,1.9304632499466332,1.9061663772355646,1.9055678258302526
9049-3704,1.7411531752354283,1.7581981709738506,1.7552041877492826,1.7618635089569032,1.697699362252641,1.7124703168655788
9050-9102,2.0465369139088296,2.0881413274475946,2.0985921741403963,2.0974592414699114,2.07424449236004,2.0770378745784046
9085-1902,2.223496979322138,2.0683730940724323,2.085935219170409,2.08698116852471,2.094102180836006,2.0842556037581135
9085-6101,2.2206587172502066,2.153284303388562,2.1513542450748724,2.1531040225968585,2.1601768032009407,2.158870787370015
9087-3704,2.1634148382999467,2.1093936187988542,2.1107636891973445,2.112135585417358,2.106501083831824,2.099277770124556
9092-3703,2.3564266771223723,2.3113378597712466,2.309460295352515,2.310027236545269,2.310164251462744,2.3113878937371872
9093-12701,2.0780400869932016,1.9652353594038505,1.9770233436651836,1.9786364931995672,1.9913211220456293,2.003373178836729
9182-12703,2.054801054944762,2.1952237998964375,2.194851622058121,2.1974004115184265,2.185165077248507,2.172826536563812
9183-3704,2.176070701963683,2.1574156363468773,2.160389981980022,2.1594887275698174,2.154636622370298,2.1469862710104355
9186-3701,1.821007867334791,2.015440346287131,2.011588687609658,2.0072053000363574,2.009088284937342,2.012377355426107
9190-9101,2.0602160728336085,2.0218100816798175,2.041920220830609,2.0427595722854623,2.001777422919518,2.008301318412244
9193-12701,2.167872699177792,2.090780770026377,2.0882507679771485,2.0886423338167233,2.103397484138391,2.099079850181136
9193-1901,1.9462284277734607,1.977374457525858,1.960659969041695,1.96288990076528,1.969814033082204,1.962201912627878
9193-6101,1.9965972092358977,2.065191654504133,2.084265061264306,2.080840806535203,2.0707697394049696,2.062923557307835
9194-6104,1.7682395808947302,1.7655881530099238,1.7689831211089986,1.7761091242473768,1.7620698157420547,1.7428239054862877
9194-9101,2.2928707389709473,2.3069826058947798,2.301989713445789,2.302615009429821,2.3076585278374613,2.308272932693664
9196-6104,2.0451457035110865,1.982391396817606,1.967482232856925,1.9676354780694083,1.9892308441621505,1.9861109615292456
9484-6104,2.331751731976151,2.316925800718851,2.3080945742980696,2.3082838426944434,2.3188236955798702,2.303086704200837
9489-3703,1.7795630161073366,1.7837649211735016,1.7762538840789948,1.7852488986593351,1.803747726927889,1.8027963312138544
9491-3703,2.324664301864861,2.199669823322953,2.2013699488631833,2.202646842522538,2.1860198518090392,2.1898665122396643
9491-9102,1.700177400257274,1.7322717807129553,1.7282307254161933,1.7429439019044313,1.7024892139768244,1.7178623109766027
9493-3702,1.527509518892977,1.7846060825147259,1.7739424275890092,1.7809229041806738,1.7518655916484123,1.7451897290685676
9500-3704,2.2322228353545452,2.2308024581392742,2.2370715874523657,2.234800382703071,2.2431394642139137,2.237563100380058
9502-3703,1.9034962422677548,2.0453870724477876,2.0417343198968463,2.038133283276183,2.0614133956614067,2.0640948126751257
9508-12704,2.0726586260187045,2.057348669180667,2.0588313510181124,2.058332032089147,2.017549935707762,2.0319413177029473
9510-1902,2.22037277002813,2.227877183040952,2.234520840666868,2.231005095404861,2.2047009914664772,2.2003540380408024
9512-1901,2.2843449945228933,2.1963043029673717,2.1930585317107365,2.1883902899167,2.193475005418656,2.1737709149334816
9513-1901,2.033212991104309,2.0336180469688614,2.0215485915355527,2.0208618264728964,2.0184703198433067,2.0067254225617273
9862-9101,1.7862009671066479,1.7865632573079537,1.7820375639264723,1.7783578971154477,1.7868136912385248,1.788662596264785
9865-12705,1.6266445749545602,1.7400366626988268,1.740066237662531,1.7389074762063281,1.744147210842008,1.737466979615575
9871-12705,1.8639371009652246,1.8729464332135477,1.8831615127760535,1.8842087065141264,1.8704596576119306,1.8527606556885479
9871-6101,1.8756748063862736,1.8714250235744014,1.8634624808221427,1.8638237438783123,1.8735972815174238,1.8867473219798627
9874-1902,2.1447074330787648,2.1632224846216572,2.160947989109875,2.1609497153057244,2.1573022436396396,2.158240816925838
9876-3702,1.8901867607965623,1.8135341630004271,1.8248235525809562,1.8048286952258537,1.845721750947394,1.8286754160811776
9876-3703,1.6946529248359823,1.7557252881527694,1.7625196984790792,1.7628199476414526,1.788491666417464,1.7883196360254143
9877-3701,1.7072716024765056,1.7797857597487547,1.7675055655943257,1.7773077265727193,1.760124369542961,1.7596553902846586
9878-1902,2.106510463931446,1.9970529833506363,1.9931446100252557,1.9913146385919376,2.013376202956787,2.004859516461556
9878-3701,2.3840733535797116,2.3385105233640817,2.3373093488696983,2.3374682837066403,2.342699424993187,2.338742019595027
9881-12705,1.9061751963337878,1.9468743134452435,1.9467579836200164,1.9482076403953006,1.9352775327084584,1.9370035022441656
9881-6101,2.1839203707770927,2.24628451350569,2.2569060496101465,2.2553376370709017,2.228542501783139,2.2407753465493583
9884-3701,2.2623359745717506,2.153096386882226,2.1563237628293987,2.1588697278080407,2.142840969690367,2.133370046042341
9885-1901,1.8452306657046371,1.8905925061223896,1.8882158848821984,1.891231582045849,1.8961944465031706,1.8957661862479511
9886-3702,1.6003856025675682,1.739799642005163,1.7378666111654184,1.7476261815930085,1.688459371419662,1.7048962453459362
