plateifu,y,baseline,break,balmer,star_formation,all_population,crossing_proxy
9193-1901,1.9462284277734607,1.8542205704155195,1.863047010585038,1.8869112047722045,1.8572810461770546,1.89797888470212,1.8542949233161816
9193-6101,1.9965972092358977,2.124909278837828,2.1023552999946595,2.1165087606794972,2.120024278562634,2.116026533121846,2.1248385036431925
9194-6104,1.7682395808947302,1.7291405624191412,1.6906069213637225,1.6960321657911146,1.7152744470452135,1.694565747543524,1.729110981179878
9194-9101,2.2928707389709473,2.356157784964284,2.373189080259572,2.3899241628767065,2.36783390717063,2.369059875912056,2.3561313617194375
9196-6104,2.0451457035110865,2.050751219974621,2.0383774446406315,2.02298340360273,2.048339011867408,2.0332162082740073,2.050764823620559
9484-6104,2.331751731976151,2.278570943766687,2.2615049993182796,2.262891091381884,2.2698760538003615,2.2670482987448173,2.278543353623713
9489-3703,1.7795630161073366,1.7334531341269892,1.7495426313726603,1.7255117359061851,1.7387528213668932,1.7494369933178042,1.7333720286426666
9491-3703,2.324664301864861,2.2673597580374256,2.218793978197426,2.2239149992452587,2.239794021035883,2.262643107973175,2.2673503249122398
9491-9102,1.700177400257274,1.6014694122317787,1.6005078592034079,1.5694755610833746,1.5998507839796507,1.6134425191438884,1.6014672414253048
9493-3702,1.527509518892977,1.6448293485310412,1.652904980211708,1.6716214302334709,1.6345510987270853,1.6897879265850253,1.64477422713069
9500-3704,2.2322228353545452,2.3555833680999045,2.3252987675377264,2.3295208993325427,2.347789937836398,2.3336522026445294,2.3555552462349896
9502-3703,1.9034962422677548,1.898510710869545,1.9487774995432974,1.9325312136078814,1.9079027876097265,1.9758547028409177,1.8984650611507106
9508-12704,2.0726586260187045,2.139779233768559,2.0961673257036546,2.076610606971232,2.1128683735262617,2.108243333712515,2.13977177978332
9510-1902,2.22037277002813,2.3063744824802512,2.3293334970881214,2.311340311351797,2.3310048405344492,2.2641084415219193,2.30641797160746
9512-1901,2.2843449945228933,2.2109093276969016,2.2106071025767666,2.1944744127930043,2.203540641621804,2.222524917027104,2.2109237777043727
9513-1901,2.033212991104309,2.0310711431007014,2.0592132454380745,2.0625529751671903,2.0359525386910917,2.0963369478174165,2.0310818705990514
9862-9101,1.7862009671066479,1.7629717848591764,1.7269937935347466,1.7207149039971636,1.749864822996517,1.7179471296195183,1.7628944030319584
9865-12705,1.6266445749545602,1.6659909169880833,1.7007209777869867,1.6978258381971316,1.6828445583662917,1.6855696052700058,1.6659602359364674
9871-12705,1.8639371009652246,1.932750947616086,1.9176425806629565,1.9171362781095556,1.933375829784667,1.8934582655646421,1.932756825407137
9871-6101,1.8756748063862736,1.9598631241113045,1.9373351881243166,1.9073313941731453,1.9548884067741106,1.9089038132135703,1.9598737189180597
9874-1902,2.1447074330787648,2.29386301421795,2.2945413862421686,2.2870426268421253,2.2922663115382527,2.2805913277651984,2.293828175833045
9876-3702,1.8901867607965623,1.727279387821094,1.6762101800769627,1.6840122326749583,1.6896752021089365,1.7089559650485415,1.7272537526629161
9876-3703,1.6946529248359823,1.6280099548916,1.6353970671983258,1.6157654999137105,1.6329925580741258,1.6066321593261699,1.6279222936938218
9877-3701,1.7072716024765056,1.6068643808240493,1.624429092465059,1.5807016693530869,1.650202611437184,1.460449929604434,1.6069177881225514
9878-1902,2.106510463931446,1.9946197126162792,2.0267353001787582,2.030059655028945,2.0082133639380353,1.985433340416198,1.994609709592789
9878-3701,2.3840733535797116,2.2800573841785585,2.3246749644216145,2.314483859865499,2.289037224520254,2.3162487036918096,2.2800983440490605
9881-12705,1.9061751963337878,1.9564434479806967,1.948287397146238,1.9393779196910412,1.958065064591279,1.933584007944459,1.9564478621264696
9881-6101,2.1839203707770927,2.207551758019843,2.2370876434899634,2.2094993062873516,2.2102194188890856,2.260429975212239,2.2076068616002535
9884-3701,2.2623359745717506,2.075855050150636,2.1415631486105697,2.1262748164634284,2.0858546456998126,2.1954152434251943,2.07589666644438
9885-1901,1.8452306657046371,1.9023312732432196,1.8340422121135311,1.8025637896045807,1.8512387006211628,1.9161362288182935,1.902349774570227
9886-3702,1.6003856025675682,1.4689115113219116,1.5071704995809836,1.4786658992474562,1.4690125226268536,1.5553874787068105,1.4688724194111935
9890-9102,2.4072569409341025,2.2973043993430737,2.356997682461784,2.3196653484676517,2.314786899506088,2.3459391357560078,2.297349192313511
9891-9102,2.1867826394176455,2.1653569971089617,2.2287537554246963,2.2069080692246046,2.179426829173083,2.227041913042036,2.1653847059463533
9892-3701,2.308895290307724,2.33168039556199,2.3395688604815565,2.3275255455045034,2.3403090383673137,2.3376818166646296,2.331747463092012
9893-3704,2.007935021792976,1.9986773932891857,2.002423406272193,2.0133535673411656,1.9940431226993105,2.0524293091359045,1.9986991026235654
