galaxy	point_index	outer_fold	team_release_kin	radius_kpc	log_radius_over_r1	log_surface_density	enclosed_mass_fraction	log_total_profile_mass	log_distance	log_r1_kpc	profile_concentration	log_radius_squared	log_surface_density_squared	radius_surface_interaction	profile_contrast_mod	x_q0p25	edge_valid_q0p25	sharpness_mod_q0p25	outer_mass_mod_q0p25	x_q0p5	edge_valid_q0p5	sharpness_mod_q0p5	outer_mass_mod_q0p5	x_q1	edge_valid_q1	sharpness_mod_q1	outer_mass_mod_q1	x_q2	edge_valid_q2	sharpness_mod_q2	outer_mass_mod_q2	x_q4	edge_valid_q4	sharpness_mod_q4	outer_mass_mod_q4
WALLABY J100916-431959	1	1	Vela Kin TR1	7.157139581645e+00	-7.746694500872e-01	7.126497016272e-01	7.950362580851e-02	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	6.001127568984e-01	5.078695972294e-01	-5.520679524644e-01	7.944593386953e-01	1.332492911081e-01	1	7.715588647176e-01	-9.912840397241e-01	1.466800016030e-01	1	7.202893252952e-01	-9.441257790594e-01	1.680082274656e-01	1	6.616076490637e-01	-8.338096663718e-01	1.963612893574e-01	1	5.153368864475e-01	-6.441455375774e-01	3.669007521219e-01	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J100916-431959	2	1	Vela Kin TR1	1.192538077155e+01	-5.529366824403e-01	6.884198220027e-01	1.729355578510e-01	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	3.057389747880e-01	4.739218513262e-01	-3.806525725043e-01	7.944593386953e-01	2.220228508717e-01	1	7.715588647176e-01	-9.912840397241e-01	2.444013911889e-01	1	7.202893252952e-01	-9.441257790594e-01	2.799389424259e-01	1	6.616076490637e-01	-8.338096663718e-01	3.271814273939e-01	1	5.153368864475e-01	-6.441455375774e-01	6.113379688226e-01	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J100916-431959	3	1	Vela Kin TR1	1.669362196146e+01	-4.068583628037e-01	6.424645202421e-01	2.905478060002e-01	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	1.655337273833e-01	4.127606597699e-01	-2.613920628652e-01	7.944593386953e-01	3.107964106353e-01	1	7.715588647176e-01	-9.912840397241e-01	3.421227807749e-01	1	7.202893252952e-01	-9.441257790594e-01	3.918696573863e-01	1	6.616076490637e-01	-8.338096663718e-01	4.580015654304e-01	1	5.153368864475e-01	-6.441455375774e-01	8.557751855233e-01	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J100916-431959	4	1	Vela Kin TR1	2.145867795351e+01	-2.978059751537e-01	5.740312677277e-01	4.197020016685e-01	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	8.868839883722e-02	3.295118963290e-01	-1.709499414543e-01	7.944593386953e-01	3.995106694237e-01	1	7.715588647176e-01	-9.912840397241e-01	4.397788922115e-01	1	7.202893252952e-01	-9.441257790594e-01	5.037256023300e-01	1	6.616076490637e-01	-8.338096663718e-01	5.887343152651e-01	1	5.153368864475e-01	-6.441455375774e-01	1.100049117510e+00	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J100916-431959	5	1	Vela Kin TR1	2.622691914342e+01	-2.106616598449e-01	5.024271199844e-01	5.536010992643e-01	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	4.437833492859e-02	2.524330108958e-01	-1.058421310470e-01	7.944593386953e-01	4.882842291873e-01	1	7.715588647176e-01	-9.912840397241e-01	5.375002817974e-01	1	7.202893252952e-01	-9.441257790594e-01	6.156563172904e-01	1	6.616076490637e-01	-8.338096663718e-01	7.195544533016e-01	1	5.153368864475e-01	-6.441455375774e-01	1.344486334211e+00	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J100916-431959	6	1	Vela Kin TR1	3.099516033333e+01	-1.381150499496e-01	4.265112613646e-01	6.864654291312e-01	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	1.907576702257e-02	1.819118560708e-01	-5.890762416743e-02	7.944593386953e-01	5.770577889509e-01	1	7.715588647176e-01	-9.912840397241e-01	6.352216713834e-01	1	7.202893252952e-01	-9.441257790594e-01	7.275870322508e-01	1	6.616076490637e-01	-8.338096663718e-01	8.503745913381e-01	1	5.153368864475e-01	-6.441455375774e-01	1.588923550912e+00	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J100916-431959	7	1	Vela Kin TR1	3.576340152324e+01	-7.597011854393e-02	3.324384599153e-01	8.099124266163e-01	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	5.771458911579e-03	1.105153296309e-01	-2.525538920833e-02	7.944593386953e-01	6.658313487145e-01	1	7.715588647176e-01	-9.912840397241e-01	7.329430609694e-01	1	7.202893252952e-01	-9.441257790594e-01	8.395177472111e-01	1	6.616076490637e-01	-8.338096663718e-01	9.811947293746e-01	1	5.153368864475e-01	-6.441455375774e-01	1.833360767612e+00	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J100916-431959	8	1	Vela Kin TR1	4.053164271315e+01	-2.161473149753e-02	1.139433523066e-01	8.945066700731e-01	1.039478647154e+01	1.817561547854e+00	1.629408937183e+00	5.925631889430e-01	4.671966177105e-04	1.298308753487e-02	-2.462854966036e-03	7.944593386953e-01	7.546049084781e-01	1	7.715588647176e-01	-9.912840397241e-01	8.306644505553e-01	1	7.202893252952e-01	-9.441257790594e-01	9.514484621715e-01	1	6.616076490637e-01	-8.338096663718e-01	1.112014867411e+00	1	5.153368864475e-01	-6.441455375774e-01	2.077797984313e+00	1	-2.221533151301e-01	2.663933135870e-01
WALLABY J122710+071549	0	0	NGC 4636 Kin TR1	4.825956319799e-01	-1.295159108914e+00	8.109042806687e-01	1.568548869892e-02	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	1.677437117402e+00	6.575657524068e-01	-1.050250065565e+00	7.230320699708e-01	4.427199470469e-02	1	8.662050004015e-01	-9.951805871370e-01	4.635191070485e-02	1	8.407923533230e-01	-9.850115731924e-01	5.068050002600e-02	1	7.416406257907e-01	-9.317993091190e-01	5.871175077017e-02	1	6.469382700805e-01	-7.960812014508e-01	6.956540395251e-02	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	1	0	NGC 4636 Kin TR1	1.451004200153e+00	-8.170738260914e-01	7.512791039833e-01	5.677817184867e-02	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	6.676096372836e-01	5.644202920820e-01	-6.138504919542e-01	7.230320699708e-01	1.331111307454e-01	1	8.662050004015e-01	-9.951805871370e-01	1.393647448526e-01	1	8.407923533230e-01	-9.850115731924e-01	1.523793700782e-01	1	7.416406257907e-01	-9.317993091190e-01	1.765266639823e-01	1	6.469382700805e-01	-7.960812014508e-01	2.091599812172e-01	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	2	0	NGC 4636 Kin TR1	2.418769307483e+00	-5.951480465916e-01	7.291647896928e-01	1.218889668324e-01	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	3.542011973618e-01	5.316812905278e-01	-4.339610002290e-01	7.230320699708e-01	2.218912374599e-01	1	8.662050004015e-01	-9.951805871370e-01	2.323157764527e-01	1	8.407923533230e-01	-9.850115731924e-01	2.540106661303e-01	1	7.416406257907e-01	-9.317993091190e-01	2.942632948601e-01	1	6.469382700805e-01	-7.960812014508e-01	3.486618046100e-01	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	3	0	NGC 4636 Kin TR1	3.387177875656e+00	-4.489044916995e-01	7.909884750888e-01	2.270054274755e-01	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	2.015152426680e-01	6.256627677234e-01	-3.550782793499e-01	7.230320699708e-01	3.107303735007e-01	1	8.662050004015e-01	-9.951805871370e-01	3.253286106004e-01	1	8.407923533230e-01	-9.850115731924e-01	3.557095361825e-01	1	7.416406257907e-01	-9.317993091190e-01	4.120782080722e-01	1	6.469382700805e-01	-7.960812014508e-01	4.882563818747e-01	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	4	0	NGC 4636 Kin TR1	4.354942982986e+00	-3.397600222744e-01	8.155777483242e-01	3.700400387919e-01	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	1.154368727359e-01	6.651670635616e-01	-2.771007139371e-01	7.230320699708e-01	3.995104802151e-01	1	8.662050004015e-01	-9.951805871370e-01	4.182796422006e-01	1	8.407923533230e-01	-9.850115731924e-01	4.573408322346e-01	1	7.416406257907e-01	-9.317993091190e-01	5.298148389500e-01	1	6.469382700805e-01	-7.960812014508e-01	6.277582052674e-01	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	5	0	NGC 4636 Kin TR1	5.323351551159e+00	-2.525573479780e-01	7.745169657284e-01	5.291551027843e-01	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	6.378521401768e-02	5.998765302012e-01	-1.956099508283e-01	7.230320699708e-01	4.883496162559e-01	1	8.662050004015e-01	-9.951805871370e-01	5.112924763483e-01	1	8.407923533230e-01	-9.850115731924e-01	5.590397022868e-01	1	7.416406257907e-01	-9.317993091190e-01	6.476297521622e-01	1	6.469382700805e-01	-7.960812014508e-01	7.673527825321e-01	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	6	0	NGC 4636 Kin TR1	6.291760119332e+00	-1.799703393776e-01	6.937269489234e-01	6.852371230408e-01	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	3.238932305567e-02	4.812570796625e-01	-1.248502744331e-01	7.230320699708e-01	5.771887522966e-01	1	8.662050004015e-01	-9.951805871370e-01	6.043053104960e-01	1	8.407923533230e-01	-9.850115731924e-01	6.607385723390e-01	1	7.416406257907e-01	-9.317993091190e-01	7.654446653743e-01	1	6.469382700805e-01	-7.960812014508e-01	9.069473597968e-01	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	7	0	NGC 4636 Kin TR1	7.259525226663e+00	-1.178342769160e-01	5.563025007668e-01	8.164828641494e-01	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	1.388491681632e-02	3.094724723593e-01	-6.555150292441e-02	7.230320699708e-01	6.659688590111e-01	1	8.662050004015e-01	-9.951805871370e-01	6.972563420962e-01	1	8.407923533230e-01	-9.850115731924e-01	7.623698683911e-01	1	7.416406257907e-01	-9.317993091190e-01	8.831812962521e-01	1	6.469382700805e-01	-7.960812014508e-01	1.046449183190e+00	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J122710+071549	8	0	NGC 4636 Kin TR1	8.227933794836e+00	-6.345170712857e-02	2.988530764092e-01	8.987361108312e-01	9.207080948219e+00	1.122947256534e+00	9.787424956625e-01	6.237308246367e-01	4.026119137530e-03	8.931316127926e-02	-1.896273787879e-02	7.230320699708e-01	7.548079950518e-01	1	8.662050004015e-01	-9.951805871370e-01	7.902691762439e-01	1	8.407923533230e-01	-9.850115731924e-01	8.640687384433e-01	1	7.416406257907e-01	-9.317993091190e-01	1.000996209464e+00	1	6.469382700805e-01	-7.960812014508e-01	1.186043760454e+00	1	4.924098267087e-01	-5.455653298910e-01
WALLABY J123138+035620	0	4	NGC 4636 Kin TR1	8.986872986378e-01	-1.460699675327e+00	6.493348587121e-01	5.091496227628e-03	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	2.133643541501e+00	4.216357587387e-01	-9.484832172995e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.461786856361e-02	1	7.526739090811e-01	-9.937167078383e-01	3.873248489607e-02	1	6.611707673090e-01	-8.750907435055e-01	5.040787628754e-02	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	1	4	NGC 4636 Kin TR1	2.702053144571e+00	-9.826143925049e-01	7.032913781187e-01	2.241730703494e-02	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	9.655310443578e-01	4.946187625360e-01	-6.910642302640e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.040843914812e-01	1	7.526739090811e-01	-9.937167078383e-01	1.164556712542e-01	1	6.611707673090e-01	-8.750907435055e-01	1.515596813712e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	2	4	NGC 4636 Kin TR1	4.504220740773e+00	-7.606886130051e-01	8.142475957320e-01	5.971247763858e-02	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	5.786471659556e-01	6.629991471553e-01	-6.193888742400e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.735047572408e-01	1	7.526739090811e-01	-9.937167078383e-01	1.941272142991e-01	1	6.611707673090e-01	-8.750907435055e-01	2.526442759532e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	3	4	NGC 4636 Kin TR1	6.307586586706e+00	-6.144450581130e-01	9.052560487485e-01	1.241079149990e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	3.775427294395e-01	8.194885137957e-01	-5.562301054804e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	2.429712801584e-01	1	7.526739090811e-01	-9.937167078383e-01	2.718504006572e-01	1	6.611707673090e-01	-8.750907435055e-01	3.537960810368e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	4	4	NGC 4636 Kin TR1	8.109754182907e+00	-5.053005886879e-01	9.132839017604e-01	2.084538365646e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	2.553286849283e-01	8.340874852147e-01	-4.614828931987e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.123916459180e-01	1	7.526739090811e-01	-9.937167078383e-01	3.495219437022e-01	1	6.611707673090e-01	-8.750907435055e-01	4.548806756188e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	5	4	NGC 4636 Kin TR1	9.913120028841e+00	-4.180979143915e-01	8.915374576725e-01	3.065492233349e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	1.748058660185e-01	7.948390384332e-01	-3.727499516548e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	3.818581688356e-01	1	7.526739090811e-01	-9.937167078383e-01	4.272451300603e-01	1	6.611707673090e-01	-8.750907435055e-01	5.560324807024e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	6	4	NGC 4636 Kin TR1	1.171648587477e+01	-3.455109057911e-01	8.215135284046e-01	4.051899473597e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	1.193777860206e-01	6.748844773518e-01	-2.838418833187e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	4.513246917533e-01	1	7.526739090811e-01	-9.937167078383e-01	5.049683164184e-01	1	6.611707673090e-01	-8.750907435055e-01	6.571842857861e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	7	4	NGC 4636 Kin TR1	1.351865347098e+01	-2.833748433295e-01	7.395723444499e-01	4.994378853744e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	8.030130183202e-02	5.469672526751e-01	-2.095761972393e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.207450575128e-01	1	7.526739090811e-01	-9.937167078383e-01	5.826398594633e-01	1	6.611707673090e-01	-8.750907435055e-01	7.582688803681e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	8	4	NGC 4636 Kin TR1	1.532201931691e+01	-2.289922735421e-01	6.730209071290e-01	5.911100896490e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	5.243746134197e-02	4.529571414327e-01	-1.541165876648e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	5.902115804305e-01	1	7.526739090811e-01	-9.937167078383e-01	6.603630458215e-01	1	6.611707673090e-01	-8.750907435055e-01	8.594206854517e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	9	4	NGC 4636 Kin TR1	1.712538516284e+01	-1.806679311885e-01	6.222140229662e-01	6.822278901277e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	3.264090135992e-02	3.871502903758e-01	-1.124141202858e-01	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	6.596781033481e-01	1	7.526739090811e-01	-9.937167078383e-01	7.380862321796e-01	1	6.611707673090e-01	-8.750907435055e-01	9.605724905354e-01	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	10	4	NGC 4636 Kin TR1	1.892755275904e+01	-1.372138136544e-01	5.705429398818e-01	7.716409036624e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	1.882763065758e-02	3.255192462489e-01	-7.828637263475e-02	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	7.290984691077e-01	1	7.526739090811e-01	-9.937167078383e-01	8.157577752245e-01	1	6.611707673090e-01	-8.750907435055e-01	1.061657085117e+00	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	11	4	NGC 4636 Kin TR1	2.073091860498e+01	-9.768973258832e-02	4.941545940180e-01	8.537749688453e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	9.543283853177e-03	2.441887627891e-01	-4.827383014691e-02	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	7.985649920253e-01	1	7.526739090811e-01	-9.937167078383e-01	8.934809615826e-01	1	6.611707673090e-01	-8.750907435055e-01	1.162808890201e+00	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	12	4	NGC 4636 Kin TR1	2.253308620118e+01	-6.148760096046e-02	3.598354823393e-01	9.193016825436e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	3.780725071872e-03	1.294815743503e-01	-2.212542054949e-02	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	8.679853577849e-01	1	7.526739090811e-01	-9.937167078383e-01	9.711525046275e-01	1	6.611707673090e-01	-8.750907435055e-01	1.263893484783e+00	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123138+035620	13	4	NGC 4636 Kin TR1	2.433645204711e+01	-2.805101531407e-02	2.013971243203e-01	9.684552620136e-01	1.007421458810e+01	1.392972473531e+00	1.414308279074e+00	6.149243789732e-01	7.868594601501e-04	4.056080168450e-02	-5.649393818519e-03	4.801362088535e-01	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00	0	0.000000000000e+00	0.000000000000e+00	9.374518807025e-01	1	7.526739090811e-01	-9.937167078383e-01	1.048875690986e+00	1	6.611707673090e-01	-8.750907435055e-01	1.365045289867e+00	1	1.308922047480e-01	-4.342059227362e-01
WALLABY J123228+002315	0	0	NGC 4636 Kin TR1	7.928755117880e-01	-1.452254467212e+00	8.095597146353e-01	5.846646490801e-03	1.006585983653e+01	1.338568874520e+00	1.351459471947e+00	6.229835456983e-01	2.109043037537e+00	6.553869315603e-01	-1.175686712054e+00	8.421658986176e-01	2.976021126344e-02	1	8.807568470274e-01	-9.951070359419e-01	3.174470086386e-02	1	7.889368165663e-01	-9.774944690144e-01	3.529762889416e-02	1	7.401873362057e-01	-9.257735432907e-01	3.899011281772e-02	1	7.173490046068e-01	-8.507817517393e-01	4.554915707555e-02	1	5.513256799415e-01	-6.477079756884e-01
