galaxy,model,x,r_kpc,g_extra_kms2_per_kpc,equivalent_halo_v_kms
D564-8,Burkert-Flat,1.5,3.255,179.62803097826233,24.18034823641388
D564-8,Burkert-Flat,2.0,4.34,153.8697832674668,25.84172709748336
D564-8,Burkert-Flat,0.045,0.09764999999999999,22.40847033772374,1.4792522193590663
D564-8,Burkert-Flat,0.08,0.1736,38.755631271723125,2.5938345338072617
D564-8,Burkert-Flat,0.15,0.32549999999999996,68.62167397402742,4.72613530049087
D564-8,Burkert-Flat,0.3,0.6509999999999999,120.21868860312927,8.846601962371606
D564-8,Burkert-Flat,0.55,1.1935,172.6352133697124,14.354097922083149
D564-8,Burkert-Flat,0.85,1.8444999999999998,195.35111392457065,18.982231945529232
D564-8,Burkert-Flat,1.25,2.7125,190.65782221540616,22.741137675131586
D564-8,Burkert-Flat,1.75,3.7975,166.81206944824905,25.168806760149074
D564-8,Burkert-Flat,3.0,6.51,110.67676818150984,26.84223837278905
D564-8,Burkert-Flat,5.0,10.85,63.308913464209226,26.208809799124225
D564-8,Burkert-Flat,8.0,17.36,34.279112561400886,24.394372180195976
D564-8,Burkert-Flat,12.0,26.04,19.141601300557312,22.325933303369702
D564-8,NFW-Flat,0.03,3.8561999999999994,183.502446504202,26.60116791062948
D564-8,NFW-Flat,0.06,7.712399999999999,176.58592184769822,36.90394645099881
D564-8,NFW-Flat,0.1,12.854,168.02325321275384,46.4733353310986
D564-8,NFW-Flat,0.2,25.708,149.41674835991464,61.977461765037496
D564-8,NFW-Flat,0.4,51.416,121.11372095651849,78.91250266402882
D564-8,NFW-Flat,0.7,89.978,92.61084516524282,91.28493099235064
D564-8,NFW-Flat,1.0,128.54,73.73906412501134,97.35717386319797
D564-8,NFW-Flat,1.5,192.81,53.66772632421294,101.72351897457882
D564-8,NFW-Flat,2.0,257.08,41.22667727655096,102.94927971703211
D564-8,NFW-Flat,0.045,5.784299999999999,179.98821672316956,32.266171790155546
D564-8,NFW-Flat,0.08,10.283199999999999,172.21505050777196,42.08232179171582
D564-8,NFW-Flat,0.15,19.281,158.2618165137744,55.23989576566998
D564-8,NFW-Flat,0.3,38.562,134.02492160260093,71.8906741298167
D564-8,NFW-Flat,0.55,70.697,105.27721360720747,86.27156640741345
D564-8,NFW-Flat,0.85,109.25899999999999,82.28734050423104,94.81894608226658
D564-8,NFW-Flat,1.25,160.67499999999998,62.39747632461523,100.1284899938951
D564-8,NFW-Flat,1.75,224.945,46.77772806030846,102.5788284127192
D564-8,NFW-Flat,3.0,385.62,26.99136284509366,102.021612123731
D564-8,NFW-Flat,5.0,642.6999999999999,14.636184921559018,96.98802013179761
D564-8,NFW-Flat,8.0,1028.32,7.804560697230544,89.58563420647371
D564-8,NFW-Flat,12.0,1542.48,4.352974948559446,81.94130093337532
D564-8,NFW-LCDM,0.03,0.2847,356.34426660128963,10.07229927580526
D564-8,NFW-LCDM,0.06,0.5694,342.9130347397834,13.973356145924024
D564-8,NFW-LCDM,0.1,0.9490000000000001,326.2851481203032,17.59672144367148
D564-8,NFW-LCDM,0.2,1.8980000000000001,290.1530885641027,23.46722314409327
D564-8,NFW-LCDM,0.4,3.7960000000000003,235.19130612035494,29.879528075805805
D564-8,NFW-LCDM,0.7,6.643,179.84143714933168,34.56423971365507
D564-8,NFW-LCDM,1.0,9.49,143.1942365133041,36.86344130044367
D564-8,NFW-LCDM,1.5,14.235,104.21761094461738,38.51671963961402
D564-8,NFW-LCDM,2.0,18.98,80.05827910411102,38.98084321042872
D564-8,NFW-LCDM,0.045,0.42705,349.5199672099366,12.217303384831016
D564-8,NFW-LCDM,0.08,0.7592,334.4252190637186,15.93410262026623
D564-8,NFW-LCDM,0.15,1.4235,307.3293681416798,20.916102781103397
D564-8,NFW-LCDM,0.3,2.847,260.263627567933,27.22077419336021
D564-8,NFW-LCDM,0.55,5.219500000000001,204.43831778465474,32.665973116945494
D564-8,NFW-LCDM,0.85,8.0665,159.7941747434923,35.902363579134736
D564-8,NFW-LCDM,1.25,11.8625,121.16995365594319,37.912775884174266
D564-8,NFW-LCDM,1.75,16.6075,90.83789081004699,38.84057506819197
D564-8,NFW-LCDM,3.0,28.47,52.41465484975947,38.62959000005892
D564-8,NFW-LCDM,5.0,47.45,28.422076550322032,36.72366447282706
D564-8,NFW-LCDM,8.0,75.92,15.155713238603518,33.92081586688001
D564-8,NFW-LCDM,12.0,113.88,8.453062589237373,31.02635601649591
D631-7,Burkert-Flat,0.03,0.2055,40.60489956027297,2.888651391157489
D631-7,Burkert-Flat,0.06,0.411,79.34092964259156,5.710439745160186
D631-7,Burkert-Flat,0.1,0.685,128.08561686753436,9.366891029272255
D631-7,Burkert-Flat,0.2,1.37,235.5474621236962,17.963853236693506
D631-7,Burkert-Flat,0.4,2.74,391.7159286115866,32.76128270376097
D631-7,Burkert-Flat,0.7,4.794999999999999,505.6392159580299,49.23961860655252
D631-7,Burkert-Flat,1.0,6.85,528.2220132995203,60.15247950917497
D631-7,Burkert-Flat,1.5,10.274999999999999,482.6195906760406,70.41957323213708
D631-7,Burkert-Flat,2.0,13.7,413.41304813914337,75.25794814839337
D631-7,Burkert-Flat,0.045,0.30824999999999997,60.206453988114895,4.307973936995953
D631-7,Burkert-Flat,0.08,0.5479999999999999,104.12755068842267,7.553932603436148
D631-7,Burkert-Flat,0.15,1.0274999999999999,184.37080239919578,13.763756735178577
D631-7,Burkert-Flat,0.3,2.0549999999999997,323.0002242371287,25.763646108563503
D631-7,Burkert-Flat,0.55,3.7675,463.8314830876487,41.80293186527371
D631-7,Burkert-Flat,0.85,5.8225,524.8639320206887,55.2812829463143
D631-7,Burkert-Flat,1.25,8.5625,512.254126572928,66.22821120021811
D631-7,Burkert-Flat,1.75,11.987499999999999,448.1860221842532,73.29822604220196
D631-7,Burkert-Flat,3.0,20.549999999999997,297.36325820757503,78.17170176071176
D631-7,Burkert-Flat,5.0,34.25,170.09662543113348,76.3269901215574
D631-7,Burkert-Flat,8.0,54.8,92.10016489644235,71.04286759643814
D631-7,Burkert-Flat,12.0,82.19999999999999,51.429121247100255,65.01902618858298
D631-7,NFW-Flat,0.03,11.184899999999999,496.7231649811987,74.5372318240905
D631-7,NFW-Flat,0.06,22.369799999999998,478.00080959303557,103.40591139018255
D631-7,NFW-Flat,0.1,37.283,454.82250354828534,130.21961219336634
D631-7,NFW-Flat,0.2,74.566,404.45651576005883,173.66261703131318
D631-7,NFW-Flat,0.4,149.132,327.84299033742855,221.1150850462297
D631-7,NFW-Flat,0.7,260.981,250.68849488614183,255.7829823969534
D631-7,NFW-Flat,1.0,372.83,199.60443041879805,272.797580255105
D631-7,NFW-Flat,1.5,559.245,145.27328319024568,285.0322038958562
D631-7,NFW-Flat,2.0,745.66,111.59658090987864,288.46682048592714
D631-7,NFW-Flat,0.045,16.77735,487.2104888694628,90.41073440379787
D631-7,NFW-Flat,0.08,29.8264,466.1692886130466,117.91586691318592
D631-7,NFW-Flat,0.15,55.924499999999995,428.3992496666556,154.78376477519495
D631-7,NFW-Flat,0.3,111.84899999999999,362.79234698528404,201.43972105311562
D631-7,NFW-Flat,0.55,205.0565,284.9751147169384,241.73539172192778
D631-7,NFW-Flat,0.85,316.90549999999996,222.74377803574,265.6853935584439
D631-7,NFW-Flat,1.25,466.03749999999997,168.90386214056582,280.56288716138835
D631-7,NFW-Flat,1.75,652.4525,126.62273215095354,287.4288053565961
D631-7,NFW-Flat,3.0,1118.49,73.06297782391606,285.8674694089411
D631-7,NFW-Flat,5.0,1864.1499999999999,39.61872027314042,271.76320096211464
D631-7,NFW-Flat,8.0,2982.64,21.126182046447287,251.02150429597765
D631-7,NFW-Flat,12.0,4473.96,11.783077199915185,229.60186425491528
D631-7,NFW-LCDM,0.03,0.40049999999999997,575.552346537645,15.18251345424488
D631-7,NFW-LCDM,0.06,0.8009999999999999,553.8587829270635,21.06278436305556
D631-7,NFW-LCDM,0.1,1.335,527.0021163302307,26.524475966564506
D631-7,NFW-LCDM,0.2,2.67,468.64312584848545,35.373396020391596
D631-7,NFW-LCDM,0.4,5.34,379.8711549757652,45.03900495759854
D631-7,NFW-LCDM,0.7,9.344999999999999,290.47236298546824,52.10052045900502
D631-7,NFW-LCDM,1.0,13.35,231.2813381900514,55.566229535907745
D631-7,NFW-LCDM,1.5,20.025,168.32792372898194,58.05830408023355
D631-7,NFW-LCDM,2.0,26.7,129.3067819993657,58.757902271805655
D631-7,NFW-LCDM,0.045,0.60075,564.5300237551562,18.415792455686237
D631-7,NFW-LCDM,0.08,1.068,540.1496182590541,24.018322012594258
D631-7,NFW-LCDM,0.15,2.0025,496.3855338011924,31.527956347294186
D631-7,NFW-LCDM,0.3,4.005,420.3669193104437,41.031323544803264
D631-7,NFW-LCDM,0.55,7.3425,330.20021521721594,49.239162058593244
D631-7,NFW-LCDM,0.85,11.3475,258.09286371812965,54.117545870461235
D631-7,NFW-LCDM,1.25,16.6875,195.70863822699542,57.14794747331689
D631-7,NFW-LCDM,1.75,23.3625,146.7175597040003,58.54646862608117
D631-7,NFW-LCDM,3.0,40.05,84.6579569792653,58.22843958942722
D631-7,NFW-LCDM,5.0,66.75,45.906148590609085,55.35553647489252
D631-7,NFW-LCDM,8.0,106.8,24.478873761956404,51.13065340651285
D631-7,NFW-LCDM,12.0,160.2,13.653032936569616,46.76767982740273
DDO064,Burkert-Flat,0.03,0.0555,56.24184996033157,1.766754842302237
DDO064,Burkert-Flat,0.06,0.111,109.89512864200421,3.4926149629271284
DDO064,Burkert-Flat,0.1,0.18500000000000003,177.41139921420736,5.7289710118509385
DDO064,Burkert-Flat,0.2,0.37000000000000005,326.2568105514788,10.987038723152256
DDO064,Burkert-Flat,0.4,0.7400000000000001,542.5657672503968,20.037431665892058
DDO064,Burkert-Flat,0.7,1.295,700.3609225965052,30.115899368314974
DDO064,Burkert-Flat,1.0,1.85,731.6403571849193,36.790415338673476
DDO064,Burkert-Flat,1.5,2.7750000000000004,668.4764375891989,43.069967660889034
DDO064,Burkert-Flat,2.0,3.7,572.6184494206572,46.0292109736462
DDO064,Burkert-Flat,0.045,0.08325,83.39196472624893,2.6348398553726606
DDO064,Burkert-Flat,0.08,0.14800000000000002,144.22707963757165,4.620130710960525
DDO064,Burkert-Flat,0.15,0.2775,255.37201465575546,8.418178785638386
DDO064,Burkert-Flat,0.3,0.555,447.3876390639179,15.757542310921282
DDO064,Burkert-Flat,0.55,1.0175,642.4530281123108,25.56747848545641
DDO064,Burkert-Flat,0.85,1.5725,726.9890785095885,33.811097674525854
DDO064,Burkert-Flat,1.25,2.3125,709.5232358723173,40.506449893254455
DDO064,Burkert-Flat,1.75,3.2375000000000003,620.7824988358412,44.83060717836683
DDO064,Burkert-Flat,3.0,5.550000000000001,411.87787515643686,47.811318818018655
DDO064,Burkert-Flat,5.0,9.25,235.6008508789971,46.68305764011954
DDO064,Burkert-Flat,8.0,14.8,127.56794651686326,43.45118650220701
DDO064,Burkert-Flat,12.0,22.200000000000003,71.23448037293133,39.76688904451888
DDO064,NFW-Flat,0.03,10.976099999999999,559.6678550306293,78.37710343972715
DDO064,NFW-Flat,0.06,21.952199999999998,538.5730053841245,108.73298638772586
DDO064,NFW-Flat,0.1,36.587,512.4575476365483,136.92802596758048
DDO064,NFW-Flat,0.2,73.174,455.7091889144369,182.6090473925786
DDO064,NFW-Flat,0.4,146.348,369.3872082569794,232.5060841225288
DDO064,NFW-Flat,0.7,256.109,282.45570592443465,268.9599382595873
DDO064,NFW-Flat,1.0,365.87,224.89827594677928,286.85106278458886
DDO064,NFW-Flat,1.5,548.8050000000001,163.68229333419436,299.71596719773294
DDO064,NFW-Flat,2.0,731.74,125.73808404717323,303.3275220297007
DDO064,NFW-Flat,0.045,16.46415,548.9497339314092,95.06834784462603
DDO064,NFW-Flat,0.08,29.2696,525.2421957190046,123.99043903389074
DDO064,NFW-Flat,0.15,54.8805,482.6859427156841,162.75762925039214
DDO064,NFW-Flat,0.3,109.761,408.76534249508376,211.8171210209479
DDO064,NFW-Flat,0.55,201.22850000000003,321.08712142863976,254.18866972074707
DDO064,NFW-Flat,0.85,310.9895,250.96983846001984,279.37248357302894
DDO064,NFW-Flat,1.25,457.3375,190.30733594672927,295.0164084479663
DDO064,NFW-Flat,1.75,640.2725,142.66834707361477,302.2360323516887
DDO064,NFW-Flat,3.0,1097.6100000000001,82.32150816322265,300.5942623787667
DDO064,NFW-Flat,5.0,1829.35,44.63919896944263,285.7633962472274
DDO064,NFW-Flat,8.0,2926.96,23.803288882992355,263.9531671129621
DDO064,NFW-Flat,12.0,4390.4400000000005,13.276227096005188,241.4300695675355
DDO064,NFW-LCDM,0.03,0.249,801.0906365344879,14.123440391671126
DDO064,NFW-LCDM,0.06,0.498,770.8961446067837,19.593526482340494
DDO064,NFW-LCDM,0.1,0.8300000000000001,733.5153150980915,24.674231731330885
DDO064,NFW-LCDM,0.2,1.6600000000000001,652.2875325796624,32.90588555383732
DDO064,NFW-LCDM,0.4,3.3200000000000003,528.72901513003,41.89725922100036
DDO064,NFW-LCDM,0.7,5.8100000000000005,404.2980478830968,48.46619087777368
DDO064,NFW-LCDM,1.0,8.3,321.9121866912552,51.690145574736185
DDO064,NFW-LCDM,1.5,12.450000000000001,234.28959047386843,54.00838269564885
DDO064,NFW-LCDM,2.0,16.6,179.97746499209669,54.6591796395519
DDO064,NFW-LCDM,0.045,0.3735,785.7490613901408,17.131178430838247
DDO064,NFW-LCDM,0.08,0.664,751.8148507569401,22.342897325606817
DDO064,NFW-LCDM,0.15,1.245,690.9011936645796,29.328688789518047
DDO064,NFW-LCDM,0.3,2.49,585.0936148453686,38.16913806945302
DDO064,NFW-LCDM,0.55,4.565,459.5938183267974,45.804429705671815
DDO064,NFW-LCDM,0.85,7.055000000000001,359.23018596787534,50.34251644488345
DDO064,NFW-LCDM,1.25,10.375,272.3998234317112,53.161529023383096
DDO064,NFW-LCDM,1.75,14.525000000000002,204.2109010607201,54.46249478225322
DDO064,NFW-LCDM,3.0,24.900000000000002,117.83236929222234,54.166650213727785
DDO064,NFW-LCDM,5.0,41.5,63.8951192129185,51.4941496418391
DDO064,NFW-LCDM,8.0,66.4,34.07126507533127,47.56397797705735
DDO064,NFW-LCDM,12.0,99.60000000000001,19.003166109179446,43.505348458255945
DDO154,Burkert-Flat,0.03,0.0795,37.681982453643286,1.7308141451538468
DDO154,Burkert-Flat,0.06,0.159,73.6296247749611,3.421565480773211
DDO154,Burkert-Flat,0.1,0.265,118.86545760819162,5.612427840620383
DDO154,Burkert-Flat,0.2,0.53,218.59173229994457,10.763531860823873
DDO154,Burkert-Flat,0.4,1.06,363.5185139873095,19.62981469159982
DDO154,Burkert-Flat,0.7,1.8549999999999998,469.2411080914477,29.503258388009204
DDO154,Burkert-Flat,1.0,2.65,490.1982975535981,36.04199617830614
DDO154,Burkert-Flat,1.5,3.9749999999999996,447.878535462059,42.19380497729121
DDO154,Burkert-Flat,2.0,5.3,383.6537805730176,45.09284906764035
DDO154,Burkert-Flat,0.045,0.11925,55.87253182115679,2.5812398996747565
DDO154,Burkert-Flat,0.08,0.212,96.63199713516585,4.526144429053845
DDO154,Burkert-Flat,0.15,0.39749999999999996,171.09899091507376,8.246929664350352
DDO154,Burkert-Flat,0.3,0.7949999999999999,299.7492645969867,15.436990165009641
DDO154,Burkert-Flat,0.55,1.4575,430.4428774959054,25.047365010121965
DDO154,Burkert-Flat,0.85,2.2525,487.08194555674095,33.12328610459051
DDO154,Burkert-Flat,1.25,3.3125,475.3798486971968,39.68243627613436
DDO154,Burkert-Flat,1.75,4.6375,415.9236448509435,43.91862820030073
DDO154,Burkert-Flat,3.0,7.949999999999999,275.957758779904,46.838703892189805
DDO154,Burkert-Flat,5.0,13.25,157.85233122928125,45.73339467815588
DDO154,Burkert-Flat,8.0,21.2,85.47039483385099,42.56726876929786
DDO154,Burkert-Flat,12.0,31.799999999999997,47.727029630078874,38.95792014772488
DDO154,NFW-Flat,0.03,0.4959,528.2948982923933,16.18584072772242
DDO154,NFW-Flat,0.06,0.9918,508.3825496586065,22.45470580416065
DDO154,NFW-Flat,0.1,1.6530000000000002,483.7310300642571,28.277330013567706
DDO154,NFW-Flat,0.2,3.3060000000000005,430.1637791852203,37.71102562893694
DDO154,NFW-Flat,0.4,6.612000000000001,348.6806967070714,48.01538052152827
DDO154,NFW-Flat,0.7,11.571,266.6222601355029,55.543552029267126
DDO154,NFW-Flat,1.0,16.53,212.291291610693,59.238290406836995
DDO154,NFW-Flat,1.5,24.795,154.50685568589867,61.89505219912055
DDO154,NFW-Flat,2.0,33.06,118.68966160214153,62.640882916564955
DDO154,NFW-Flat,0.045,0.74385,518.1775963156913,19.632789028037433
DDO154,NFW-Flat,0.08,1.3224,495.79901699206744,25.605558382318282
DDO154,NFW-Flat,0.15,2.4795000000000003,455.62831369008103,33.61146238702737
DDO154,NFW-Flat,0.3,4.9590000000000005,385.8514350928325,43.74285389209712
DDO154,NFW-Flat,0.55,9.091500000000002,303.0881381401783,52.4931024792918
DDO154,NFW-Flat,0.85,14.050500000000001,236.90137657886115,57.69387135234807
DDO154,NFW-Flat,1.25,20.6625,179.63939465984058,60.924535223167325
DDO154,NFW-Flat,1.75,28.927500000000002,134.67087528669003,62.41547680548252
DDO154,NFW-Flat,3.0,49.59,77.70686201012212,62.076431011149126
DDO154,NFW-Flat,5.0,82.65,42.136886847155054,59.01367382155906
