plateifu,y,baseline,color,color_and_spectrum
11942-3701,1.99567015608948,1.9472607464596423,1.9903163136690454,2.02529464550132
11943-12702,1.8888598984391416,1.7348746571213585,1.7618450822133918,1.7722780815316885
11944-6101,2.2919038398169196,2.1532875478024023,2.1894716516213886,2.222751494703111
11944-6103,1.7246280788695834,1.7752486606097821,1.749611190357267,1.7347748602867856
11944-9102,2.462928411672052,2.185780733516306,2.2033576158609525,2.233352172976999
11978-3702,1.7246616467025233,1.852263646071295,1.7809969552657126,1.7813877875787916
11984-6104,2.258338872109107,2.1155306106543486,2.1528303819464165,2.152205630184742
12066-1901,1.6680171690553296,1.8166061291013489,1.7750056613580663,1.7748796508375688
12066-3703,2.032151582666284,1.9392703360111487,1.9759125203022283,1.9935041205132622
7979-1901,2.4077201974888593,2.4491128403579507,2.5274705109614057,2.475060055116569
7990-12705,2.109465487394109,1.9979470031884718,2.060146663576418,1.9339446018104298
8082-12701,1.8245938643781088,1.9103412495700622,1.897235267603897,1.8546901959467723
8082-3702,1.6632388767492325,1.6258360700867902,1.6074436091432267,1.5868573093386813
8082-3703,1.940097377853944,2.0666620589442815,2.0394808276648426,2.054362312913751
8084-12703,1.9326883728531727,1.9276384783705327,1.8897150248861005,1.891345847051258
8084-6104,2.1037558433347274,1.9585740078526248,2.0117163112148515,2.076064964628872
8091-6103,1.7809638070521678,1.7637540513168297,1.6802924321381392,1.676105795711963
8097-3703,1.6909628631118472,1.6452533398041949,1.577739667311317,1.6035998498051383
8135-12702,1.7911587863218918,1.805559653205239,1.8049619784504076,1.8147433159600657
8135-6102,2.2980474663325614,2.275109907980378,2.2597827619658997,2.263760189354827
8140-3704,2.272654392856773,2.217613462128869,2.201385325369948,2.221623620882647
8148-9101,1.823858207841529,1.851159743109943,1.744767811965486,1.7506618395013978
8149-3702,2.195850411135135,2.027861345707183,2.0485687724168224,2.0823313952368308
8150-6101,1.9616609102797533,2.0121790447983865,2.0050402264906415,1.9517156290481197
8150-6102,2.192959200887528,2.1264047611525623,2.150706869317152,2.2057054879482614
8150-9101,2.161832897685653,2.0840258393243927,2.0699917792612785,2.1354208938462786
8154-1901,2.297643443660965,2.318162022671836,2.318091126302511,2.311061712939068
8158-6104,2.1786590194262283,2.152698152021733,2.08679643235387,2.0506428183794965
8239-3703,2.2851838352324494,2.085763394687886,2.120722582114991,2.170331118172885
8241-9101,2.1221332725233215,2.1729588821897874,2.161933287312412,2.1235538852164386
8243-9102,2.260756888802261,2.2372201541609527,2.2874580440021974,2.2248397273478373
8247-12704,1.7422055520667574,1.8445389330768684,1.8073110048821242,1.8122859844424126
8253-3704,2.209007773459247,2.069240848845407,2.0638175210787297,2.0412280341082143
8254-12704,1.7759234058426805,1.8470530659527633,1.8025210646600074,1.7952305393690955
8256-6103,2.440589065391809,2.3208606037009485,2.273233372894463,2.2834285336605107
8257-1902,2.178597708828488,2.109880960400725,2.145873879673082,2.1523105276395573
8260-3704,2.021880311299188,2.1050203800891447,2.0249039289114292,2.112922907119328
8262-1902,1.7300045315990555,2.109236177752077,2.0115004737102637,1.841928598818996
8262-3702,2.0006795731916225,2.165872879238009,2.0923924132181453,2.023063102549497
8309-3704,2.3693153254382993,2.3040807842956887,2.309236712003028,2.3341120505829642
8310-6104,2.2615442956013223,2.239297681923067,2.2331946569269547,2.2060657656982365
8314-3704,1.977112145563652,2.1456230102963763,2.1339827787878423,2.1079616332018127
8314-6102,1.6835503298742296,1.7841356944860385,1.7651723331197127,1.7214320584416383
8315-1902,2.2240184412817223,1.9695354639183293,2.0210020076351136,2.0857530419573163
8317-12702,2.29131822421775,2.261424302126746,2.3214114716673233,2.2529618564591525
8317-9101,1.9500049029831426,1.932364520211643,1.928780523768331,1.921128549577242
8318-6104,1.7284881895685784,1.6645775322918999,1.6797748175558047,1.686839100139855
8320-3702,1.935965300607934,1.9187763767292145,1.9068203203141643,1.8754204678592543
8322-3701,2.040826944379654,2.1026988835760805,2.076280580118817,2.049209612201424
8323-6103,1.992982960966765,1.9749272532141937,2.0111177570275793,1.9519027385080499
8324-6103,1.9012149502243954,1.7928954581080454,1.8833651331491246,1.9122274195784776
8324-6104,2.1414005401163196,2.0561934794109633,2.090269503624623,2.1134747914335583
8324-9101,1.8332797396068494,1.888356347408484,1.860523581576455,1.8280350312864853
8328-9101,2.0208586958472856,2.0172003609713123,2.064043485234101,2.010664176069781
8330-12703,1.8080333013625673,1.7969759702532384,1.7943263339408986,1.8269763241419508
8330-6102,1.787181246068547,1.8566087601902215,1.837174438320255,1.825994109880776
8331-6104,1.7020686459795307,1.8420581086503924,1.855438401621359,1.8007820663117908
8332-9102,2.0691732224578434,1.8625410242037264,1.9432899799976473,1.9305285501021003
8336-12702,2.0978026992530365,2.0410711878059846,2.0913772945575726,2.0598072130222835
8336-12704,1.8932598981224806,1.8215166088920007,1.8903190932927232,1.9146058325437594
8338-1901,1.7114901204906035,1.860538230125558,1.6774842897367783,1.7089642643767575
8338-3701,2.1312965126504717,2.121250364063612,2.143990535817061,2.158852295369502
8341-12702,2.333057342873407,2.126543608003013,2.1788776456972725,2.2088603675890113
8341-9101,1.9582643604298178,2.0033027119772315,1.9691826501220144,1.913540392298558
8439-6101,1.7826952326089596,1.8253866821543536,1.7560184762040312,1.754209501374751
8440-3704,1.7619844132379887,1.8200961852063589,1.8041144336499886,1.817974373622121
8441-12704,2.187726820799251,2.1633110932884807,2.2006230810548866,2.2125344998103524
8441-9101,1.7790737970489463,1.7774495666752506,1.7114205263759263,1.682826660609091
8442-1901,2.0793798903366785,1.9694117079248081,1.9258144265611639,1.9201114599418845
8443-3704,1.832234709703605,1.8374556345816517,1.8434490010176776,1.7925485859402823
8444-1901,1.6653179897077341,1.750287523569113,1.7138598515405064,1.7032255686576963
8444-3702,1.7827633464761556,1.656179379112205,1.6493425888436495,1.6250919465727915
8447-12702,1.8948059739937888,2.032662771276629,1.927515830086533,1.9182806342295253
8449-3703,1.8225854947116824,1.9975917130728897,1.8651019580372035,1.8711677549969075
8449-6101,1.8426627119465628,1.7857162368360304,1.6351775524866166,1.6674243896301661
8450-6102,1.688894527561912,1.921084498249834,1.8324565414375287,1.840641256802387
8454-6104,1.9045555353475863,2.069338366584172,2.0606018953150134,1.9938823657490772
8455-3701,1.940531176985904,1.9587118073728125,1.9260297995012297,1.9061017823950008
8461-3702,2.407678582382823,2.378112224933216,2.3777269705577466,2.3770893454796496
8464-3701,1.7870530526920874,1.9354323466171244,1.911414818785242,1.8659033060159822
8466-12702,1.7702962008486065,1.8511453941596598,1.8247008283650827,1.8007851589866846
8482-9101,2.1867453492575377,2.0667520512532493,2.0804668380916023,2.1112724371842724
8483-3702,2.1799875903102257,2.150178160425657,2.1528255880073046,2.162325058310027
8486-12705,2.182113509497849,2.0158516767329804,2.0407292621163817,1.9987293041190801
8488-12705,2.0764649430510835,2.0500677824733864,2.1312583760692143,2.097019018008353
8547-3703,2.0621109611934774,2.1852237054175014,2.1845339458081163,2.1443630353761085
8554-3701,1.80576869243079,1.901703199537096,1.8693918504341756,1.8438441661608425
8562-6104,1.8344046160477083,1.8591444521838265,1.859971363046699,1.8547995058610451
8563-3701,1.6207115043051916,1.7990040754051244,1.7119412223956825,1.706244061447187
8595-3703,2.1978749278500223,2.135146905157338,2.1470233682773134,2.1382754369980193
8595-3704,1.630697826670403,1.8252202429477111,1.7858270830558478,1.8206334559448925
8596-3703,2.3175464676358706,2.262941522912661,2.2426821578771765,2.2751007692818903
8597-3703,2.3178143794752253,2.275522784332689,2.294470343687011,2.3689137056647516
8602-9102,2.0716633328366183,2.0019906948242174,2.0394143448838853,2.149942733046965
8603-6102,2.049280448015241,2.0219423106472414,2.0406251831482725,2.077116486854189
8609-3702,2.341596143063178,2.223876449876026,2.2402503665683193,2.311115613100563
8609-6103,1.8929033073735526,1.9899683879478307,2.037296808920963,2.0643442982347957
8610-3703,1.9071868456032375,2.0752115964215374,1.9049416021337746,1.878477297174813
8611-9101,1.934330912560167,1.9517807309621702,1.9739538366691525,1.9528284822955333
8612-6104,1.9883771304636535,2.048555673825792,2.0580449059273405,1.9930622755638159
8614-3703,2.3395931353359245,2.0915827614471763,2.136101337845015,2.205051003035062
8616-3704,1.9125466726368925,1.876577657738366,1.8874195068720179,1.8979328706010372
8616-6104,1.9845176372449538,1.8765675272543707,1.8914597197590626,1.8831606915024166
8624-6104,2.2977279104409054,2.081005047936855,2.116995077089341,2.1280750286376096
8657-3701,1.7249129954935192,1.9530202446266167,1.845426638659835,1.8161542018237762
8718-6103,2.330424123234544,2.176741129253573,2.200445044678876,2.26530422205185
8719-6104,1.6859763733189563,1.753518256752891,1.6970752605717674,1.6742859612011536
8723-12704,1.9759116111135373,1.9708997338259981,1.990534178124983,1.9726221982481016
8727-3703,1.9817616787093422,2.1019484253807903,2.110038267677253,1.98632093218693
8931-1902,1.8429332172360966,1.888943528915783,1.8752405441036841,1.9066709808126612
8932-9102,1.9521020587208866,1.880445322898269,1.8907510204646425,1.8611911776066807
8934-3701,1.9400034954516763,1.9603126457127358,1.8508616458784612,1.8816846665804257
8937-3704,2.1001847238412528,2.0756938129377707,2.165781045734107,2.110088770138225
8941-6101,1.9041445839754572,1.841007754859024,1.8627368026768043,1.8368810705064111
8944-12702,2.0766826697481524,1.8967201234111593,1.9410723194793724,1.928747262247378
8944-6103,2.0105276470765716,1.9388736054423905,1.9332029931316803,1.905891543513599
8946-6102,1.938668050436764,1.9471653700618872,1.9810744868774055,1.9753773404020396
8948-1901,2.276561749338529,2.159854953524039,2.1892218688107574,2.2610935491903494
8948-9101,1.6869089134489748,1.7457889697551228,1.659026793674495,1.6834033223166838
8977-12704,1.9440332904065227,1.8153748459669876,1.6628351497768659,1.73873586188505
8982-12704,2.1873971831487293,1.9202955028791786,1.9875751847490182,1.9735758831202064
8982-3701,2.3085612123616137,2.3391573412840865,2.3877842371532285,2.352087985901139
8985-1901,1.7884524793687067,1.876551301052396,1.7189622327361742,1.753939421352214
8991-12705,1.811442552665862,1.9288200149058663,1.9034873284642952,1.8776094788125983
8993-3701,2.19784546275177,2.2058679852789593,2.215673963913945,2.2510958470335867
8994-9101,1.8128409904718907,1.817915257615856,1.8601011406791668,1.897084391908404
8999-1902,2.045141397913413,2.115956673842423,2.0590961799773435,2.089123932754118
9024-1902,1.9034460167793972,2.0377774165560485,1.8982997062192788,1.9230910330589852
9024-6102,1.875402889795013,1.9439349295379127,1.9351083045412076,1.903524917155493
9027-12702,1.778541216459671,1.8258477823549428,1.762049254395583,1.744913174509599
9028-3702,2.0904866059610376,1.9703219433012324,2.098213060087447,2.07836259334845
9029-3702,2.1590306104612655,1.9930474452441647,2.0576966628197453,2.1366534898353464
9030-6103,2.0798094327696446,2.040577664456473,2.0634248044610404,2.120405568275337
9036-12705,1.6181438402421857,1.723810215280496,1.6687354860664958,1.686122154046128
9036-3702,2.3190177333692197,2.31153722020048,2.281472018875895,2.2508705180199877
9037-6104,2.3133202131189834,2.2658166455717037,2.2880389426066685,2.28106436165022
9038-6101,2.385442890953452,2.252748666334665,2.24933496919185,2.3144878663530166
9039-6102,2.176750885478996,2.1263113168866803,2.1507159481979334,2.0756539595854395
9040-3702,1.994385261600037,2.072989866016354,2.051409848594404,1.9658720107755219
9043-3703,2.4407021134650853,2.2912051793804022,2.3049613222345653,2.3602687829466102
9043-6101,2.2340612374151974,2.3582317002839455,2.3254568498134955,2.3549211695924
9044-12704,2.290361656700602,2.2317103579770188,2.2549561879802047,2.2287736354765935
9045-12704,1.8159609403919705,1.9082172437354472,1.890721744772196,1.8805178881979183
9045-3704,2.3120260042633136,2.224729565265887,2.2570489231379267,2.261792243810154
9046-3702,2.2141455027572627,2.17781080961687,2.1970372038310977,2.236978001108379
9047-3703,2.315669592071778,2.478580066534025,2.5092917701872577,2.4014920842299063
9048-9101,1.9731715118611046,1.8850957920584754,1.8856785802545917,1.8920760712021285
9049-3704,1.7411531752354283,1.742783790463104,1.693670691933332,1.6855584328115363
9050-9102,2.0465369139088296,1.9458336043261506,2.01133854856029,2.005046388887595
9085-1902,2.223496979322138,2.392859748664839,2.3171588391190063,2.1432516827079255
9085-6101,2.2206587172502066,2.079356608204901,2.1137442356970286,2.126203585746738
9087-3704,2.1634148382999467,2.0026432289890286,2.065274016072694,2.1486344336123193
9092-3703,2.3564266771223723,2.207051916334434,2.219100759168254,2.260983232834208
9093-12701,2.0780400869932016,1.8951875772669202,1.9206064626612012,1.9361565198772854
9182-12703,2.054801054944762,2.0583981903377295,2.064585651598497,2.1080399849754947
9183-3704,2.176070701963683,2.0300983500541077,2.087319423716183,2.0706850057433006
9186-3701,1.821007867334791,1.8527382888343318,1.8967658246886803,1.9194596318478307
9190-9101,2.0602160728336085,2.1230180269628396,2.062523624821563,2.0549471295300368
9193-12701,2.167872699177792,2.010280965804177,2.109339742426666,2.148512257210319
9193-1901,1.9462284277734607,1.787038788944637,1.8291976495650992,1.8796635421734187
9193-6101,1.9965972092358977,2.110854400381726,2.1535380778404813,2.1354198227994616
9194-6104,1.7682395808947302,1.7577302296782145,1.7498454959574405,1.7126686065209684
9194-9101,2.2928707389709473,2.426827150547229,2.3681891997402023,2.3859904325704386
9196-6104,2.0451457035110865,2.062726952219708,2.0428644787695287,2.0215385245986415
9484-6104,2.331751731976151,2.220954694686818,2.29881418357662,2.267361860384048
9489-3703,1.7795630161073366,1.8980705779515037,1.7725707480320136,1.7734008194301198
9491-3703,2.324664301864861,2.207922526763055,2.2734597772097653,2.2607527006867483
9491-9102,1.700177400257274,1.6837343823558517,1.6101289673611265,1.6243761535567405
9493-3702,1.527509518892977,1.7706163855327834,1.6766480320606174,1.7135418228712207
9500-3704,2.2322228353545452,2.3504052189883993,2.369714089531716,2.337802700493834
9502-3703,1.9034962422677548,1.8697499895096708,1.9239519986237885,1.9911528716910794
9508-12704,2.0726586260187045,2.1446834262503645,2.144491892161428,2.0997697620243545
9510-1902,2.22037277002813,2.3267379324024784,2.2853953030539538,2.2475429816402395
9512-1901,2.2843449945228933,2.179034072341736,2.210975188596824,2.2207128610786526
9513-1901,2.033212991104309,1.9999741317685782,2.0297285568337142,2.0946581864336022
9862-9101,1.7862009671066479,1.8852595866419242,1.8032052945933394,1.7431676398681701
9865-12705,1.6266445749545602,1.700700655045466,1.6700527478893767,1.6903896002599608
9871-12705,1.8639371009652246,1.9238833377824518,1.919606019225703,1.8817346711318332
9871-6101,1.8756748063862736,1.9907184580907828,1.949063390766383,1.8983323387943432
9874-1902,2.1447074330787648,2.257551549334792,2.311027435794744,2.2918827643649977
9876-3702,1.8901867607965623,1.7767993283591277,1.7447610757299277,1.7157195805116006
9876-3703,1.6946529248359823,1.7703512182361514,1.6747911446583341,1.6361071912378256
9877-3701,1.7072716024765056,1.665751885583386,1.5963359248495572,1.4499569205098042
9878-1902,2.106510463931446,1.9701214167682097,2.0026670935202993,1.9949027964277435
9878-3701,2.3840733535797116,2.26988680988252,2.2588844745575876,2.300350017211122
9881-12705,1.9061751963337878,1.9289483323898409,1.942013626308279,1.9203474611758347
9881-6101,2.1839203707770927,2.201100154310975,2.187387257913764,2.2427301658803787
9884-3701,2.2623359745717506,1.9956025607007266,2.0570080750538784,2.179961558073057
9885-1901,1.8452306657046371,1.903318548726029,1.9009442035557527,1.9088618301315632
9886-3702,1.6003856025675682,1.5800247241920902,1.4944720228460904,1.5692491392997028
9890-9102,2.4072569409341025,2.266378079902412,2.2693799639360366,2.3276548520330986
9891-9102,2.1867826394176455,2.1028464793643287,2.1533808929126566,2.2148591143578993
9892-3701,2.308895290307724,2.3183646351408207,2.2964191270153833,2.307431159559567
9893-3704,2.007935021792976,1.9336780963222167,1.9846972405014818,2.0429463101470366
