galaxy,target,median_log10_gbar,spread_log10_gbar,quality,inclination_deg,hubble_type,gas_mass_fraction_proxy,log10_effective_stellar_surface_brightness,log10_disk_scale_length,ra_deg,dec_deg,log10_distance,ext_r,coordinate_row,coordinate_name,coordinate_survey,l_deg,b_deg,ecliptic_b_deg,octant,quadrupole_signed,quadrupole_axial,octopole_signed,octopole_axial,bisector_signed,bisector_axial,galactic_signed,galactic_absolute,ecliptic_axial,equatorial_signed
UGC02916,-0.03377165375876999,-9.815890558274107,1.967936976327577,2.0,50.0,2.0,0.3327230615549311,3.3848299265915687,0.7888751157754168,60.6411,71.7059,1.725817742700565,0.584,2582,UGC02916,SPARC,136.80595620266425,14.19468330870546,49.66621778851152,6.0,0.24488818113578478,-0.4100446681100106,0.13215762013364102,-0.4738015451609184,0.1889373048332468,-0.44645404226352314,0.24521742633552315,0.24521742633552315,0.3716218462848373,0.9494578058009999
UGC03205,0.016583654038325738,-9.925484825685775,2.1028690865792115,1.0,67.0,2.0,0.18467713596266744,2.768830420780154,0.5037906830571811,74.062,30.0524,1.5974812761227624,1.166,2589,UGC03205,SPARC,172.96075994248775,-8.2060763345936,7.377136980291499,2.0,0.08661414179887957,-0.4887469856606654,0.04569622804545977,-0.496867782113626,0.06630060484884295,-0.4934063446950164,-0.1427339006967287,0.1427339006967287,-0.47527020820363974,0.5007918165104059
UGC03580,-0.09475383529876522,-10.02404684317764,2.3148184128671936,2.0,63.0,1.0,0.4670191480984484,2.788832743515087,0.38560627359831223,103.8786,69.5631,1.2571095404077486,0.114,2601,UGC03580,SPARC,145.7168106354372,25.646033472101557,46.46005000892582,6.0,0.4685164863318028,-0.17073845305295243,0.3676058949373982,-0.29729885901091185,0.4189801575720908,-0.23668344134129898,0.4328101736723689,0.4328101736723689,0.28820747438749583,0.9370573054955947
UGC04483,-0.10542446145902432,-11.193293450672233,0.3203069947565442,2.0,58.0,10.0,0.8675091724419078,1.472902651803664,-0.744727494896694,129.2625,69.7753,0.5237464668115644,0.074,2624,UGC04483,SPARC,144.96762650995316,34.38046913945958,48.97683253730683,6.0,0.5826362318249557,0.009197467952775318,0.48365764540530964,-0.14911292306148766,0.5343188828672834,-0.07175499711718747,0.5646857077141121,0.5646857077141121,0.35377917153655725,0.9383440787727986
UGC04499,-0.044612255524404044,-11.01926875826407,0.3993333125802323,1.0,50.0,8.0,0.6534167038856633,1.5287881917748962,0.2380461031287954,129.4229,51.6524,0.9780800376112616,0.077,2625,UGC04499,SPARC,167.09103001620167,37.19552818521367,31.931368934783844,6.0,0.7187472722769607,0.27489646210835716,0.6520039099514237,0.1376636478879163,0.6868821588657711,0.20771065025215363,0.6045369455403213,0.6045369455403213,-0.0803923296459389,0.784261201776333
UGC05005,-0.08581328479707565,-11.279109399296322,0.5658827111823186,1.0,41.0,10.0,0.6674070240391714,1.408748606184244,0.505149978319906,141.1224,22.2748,1.7485105259936726,0.066,2632,UGC05005,SPARC,206.957143893173,43.067212942404105,6.703643531634371,4.0,0.8861163381420063,0.6778032470832975,0.8838510260256656,0.6717889543099327,0.8869290210970531,0.6799646326962652,0.6828558322311489,0.6828558322311489,-0.4795597969182912,0.37904919435271645
UGC05716,0.005258715004464248,-11.428307989784303,0.5287897972452811,2.0,54.0,9.0,0.83190586728568,1.4407517004791854,0.05690485133647256,157.9303,25.3076,1.3023482481588649,0.036,2646,UGC05716,SPARC,208.23951809494412,58.71114071911496,14.897407428323076,4.0,0.9761809980876835,0.9293940115411992,0.9635604980608162,0.8926732501348125,0.9720026827553101,0.91718382292528,0.8545598304340064,0.8545598304340064,-0.40085781865800857,0.42747778167795425
UGC05750,-0.08387928949171829,-11.431506177882635,0.6817417767577734,1.0,64.0,8.0,0.46703646071311034,0.8369567370595504,0.5390760987927766,158.938,20.9902,1.7919319346493414,0.044,2647,UGC05750,SPARC,216.7166824007112,58.52251934674006,11.25544847338244,4.0,0.9811064067396487,0.9438546720183774,0.9780097809209454,0.9347546973655534,0.9817113228832369,0.9456356822157326,0.8528454596274537,0.8528454596274537,-0.44285505061954833,0.3582082625916792
UGC05764,0.08828566122312079,-11.310711989505275,0.486422934897476,2.0,60.0,10.0,0.8360908635118979,0.9689496809813426,0.06818586174616162,159.1806,31.5467,0.7634729182546557,0.043,2648,UGC05764,SPARC,196.178511673176,60.42692369250056,21.071658240040907,4.0,0.9677550289782723,0.9048246941691049,0.9406730701080627,0.8272987372397922,0.9563115682377104,0.8717977233179035,0.869726940279608,0.869726940279608,-0.30610158220211603,0.5231933514434911
UGC05829,-0.056490708894352794,-11.347191161511333,0.7681543025544126,2.0,34.0,10.0,0.8283199094113565,1.024895960107485,0.29885307640970665,160.6746,34.4489,1.0863491511709364,0.051,2652,UGC05829,SPARC,190.06953616948624,61.530514656647625,24.232530910346913,4.0,0.9618986507352484,0.8878735214294371,0.9279213558462711,0.7915570639533733,0.9469870701684815,0.8451767665994268,0.8790711138136812,0.8790711138136812,-0.24730747092792138,0.5656710038976923
UGC05918,-0.023897792172266986,-11.552671603463244,0.19449262752769236,2.0,46.0,10.0,0.7722429669019178,0.7291647896927701,0.22010808804005508,162.4021,65.5306,0.3342325263295998,0.024,2656,UGC05918,SPARC,140.90457202773916,47.121486396843984,51.745011819289225,6.0,0.7132489355021527,0.2630860659924311,0.6187534957191846,0.07428383269706651,0.6674651953131269,0.16826468043158593,0.7327981232952031,0.7327981232952031,0.42495703819228436,0.9101826166227638
UGC06399,0.014450965506487359,-11.059304030853413,0.23191828605527043,1.0,75.0,9.0,0.43847154694240914,1.4888326343824005,0.31175386105575426,170.8468,50.8927,1.255272505103306,0.036,2666,UGC06399,SPARC,152.0790575244112,60.960545989685166,42.22331533985023,6.0,0.8702247363855733,0.6359366377260107,0.7991056513667958,0.45785476306952644,0.8364999246147203,0.5495981858206491,0.8742856587452998,0.8742856587452998,0.17742033035461857,0.7759660469716864
UGC06446,0.039185742133464214,-11.210024542228773,0.4805910481026707,1.0,51.0,7.0,0.7878070676569003,1.568788212315347,0.17318626841227402,171.6686,53.7467,0.9484374186083084,0.035,2667,UGC06446,SPARC,147.56049510124777,59.13990043654539,44.892852753925645,6.0,0.8445658912205444,0.5699373169197286,0.7679165480856536,0.3845437372356788,0.8080134698430255,0.4793286511716488,0.858422324671109,0.858422324671109,0.247194898197293,0.8064105459390315
UGC06614,-0.07691192027619763,-10.360858597480272,1.9952398192509317,1.0,36.0,1.0,0.31889914383404083,3.164831505697767,0.7075701760979364,174.812,17.1437,1.9180350573514195,0.062,2674,UGC06614,SPARC,240.10147660015454,70.56382582349619,13.655008633842545,4.0,0.9951950749931487,0.9856198559359284,0.9940033743167078,0.9820640622295018,0.9967855165757926,0.9903720490829047,0.9430127572221477,0.9430127572221477,-0.41640277354918154,0.29476923145916084
UGC06818,-0.08133165694978148,-11.091163692163558,0.47377667937525914,2.0,75.0,9.0,0.6437976375797978,1.7488080049586023,0.14301480025409505,177.6956,45.8072,1.255272505103306,0.046,2679,UGC06818,SPARC,151.75714761299363,67.7782472877221,40.292061818631005,6.0,0.9059055651654948,0.7309973394967217,0.8420405510705928,0.5635484344709014,0.8758941939772433,0.6507859585645672,0.9257270683944289,0.9257270683944289,0.12730050250997527,0.7169982103403716
UGC06917,0.006577975389036815,-10.876675384076533,0.4775425910518134,1.0,56.0,9.0,0.4406043307312264,1.7248490876293856,0.4409090820652177,179.1105,50.4287,1.255272505103306,0.059,2681,UGC06917,SPARC,143.48179865583091,64.44849083335733,44.69166498542282,6.0,0.8681018741432461,0.6304012958365246,0.7949629937613557,0.44794924217502596,0.8333602783716623,0.5417340303515417,0.9021978882270668,0.9021978882270668,0.24192796404155004,0.7708324378265873
UGC06923,-0.03595257763058759,-10.677632001155674,0.5193340310178964,2.0,65.0,10.0,0.4268079350408771,2.220840015834177,0.15836249209524964,179.206,53.1604,1.255272505103306,0.057,2682,UGC06923,SPARC,140.51552840819787,62.06364198244651,46.96792624693801,6.0,0.8441897377178862,0.5689844699022901,0.7660979155978899,0.38035902442514735,0.8069136645983577,0.4766644931733264,0.8834685193006421,0.8834685193006421,0.3014796792422796,0.8003171643414646
UGC06930,-0.041197942703832216,-10.952935491233418,0.6535068473184378,1.0,32.0,7.0,0.49083421785591735,1.8688207061975175,0.5954962218255742,179.3223,49.2831,1.255272505103306,0.065,2683,UGC06930,SPARC,144.5463761957448,65.51075483126836,43.814771617290404,6.0,0.8771647810555593,0.654127079686371,0.8060564575321072,0.47459051909381467,0.8434606172144672,0.5671387191877149,0.9100390957594255,0.9100390957594255,0.2189796446782153,0.7579419598560467
UGC06983,0.030589953733091514,-11.052276667834661,0.7921140890108003,1.0,49.0,6.0,0.5983387691789827,1.7288405683399715,0.5065050324048721,179.7887,52.7075,1.255272505103306,0.057,2685,UGC06983,SPARC,140.26952516561832,62.62527197145281,46.804029062925494,6.0,0.8474068462428287,0.5771475445888257,0.7699066317669294,0.3891343324580474,0.8104342989017835,0.48520562925463817,0.888018283278875,0.888018283278875,0.2971981616597126,0.7955527977356592
UGC07089,-0.09511838456127597,-11.05938916045363,0.3247393953684661,2.0,80.0,8.0,0.47389584164925214,1.57287160220048,0.35410843914740087,181.4906,43.1433,1.255272505103306,0.033,2687,UGC07089,SPARC,149.92098864478402,71.52236840949396,39.41609552045816,6.0,0.9171276186655161,0.7616846033786204,0.8568333899599054,0.6012451872252751,0.8889302326680851,0.685295437827004,0.9484474594316596,0.9484474594316596,0.10473761418408967,0.6838253822713842
UGC07559,-0.15636945091594653,-11.301113743336844,0.1358847961502736,2.0,61.0,10.0,0.8048483546388799,1.252853030979893,-0.23657200643706275,186.7715,37.1426,0.696356388733332,0.031,2693,UGC07559,SPARC,148.5959678659179,78.74349931934073,36.25384193399617,6.0,0.9340763883531756,0.8087480489183689,0.8831462009693756,0.669920818429961,0.9106085710349962,0.7438119544635964,0.9807631394779606,0.9807631394779606,0.02456657877341628,0.6038008327970699
UGC07577,-0.3506410303469306,-11.479133440419162,0.915688362673027,2.0,63.0,10.0,0.7222907923969389,1.0770043267933502,-0.045757490560675115,186.9204,43.4956,0.4132997640812518,0.044,2694,UGC07577,SPARC,137.75801598480803,72.94219995522958,41.779866649981386,6.0,0.9001665057018586,0.7154496069812415,0.8366384515854977,0.5499458480070687,0.8703113694572377,0.6361628197097988,0.9560093245130348,0.9560093245130348,0.16587451652994667,0.6882988689112914
UGC07690,-0.031118695846559113,-10.765066429382125,0.8782114506891308,2.0,41.0,10.0,0.5473251028806585,2.264841425329148,-0.24412514432750865,188.112,42.7041,0.8729658121774683,0.063,2697,UGC07690,SPARC,135.64192019364532,73.95231869413465,41.56701222349996,6.0,0.9008675488127696,0.7173435107558919,0.8382673364748433,0.5540381911009422,0.8714788942389536,0.6392131946559241,0.9610319788599642,0.9610319788599642,0.16033953997726647,0.6782122575172931
UGC09037,-0.0989809345304098,-10.548697304960584,1.04837020480546,2.0,65.0,6.0,0.42515793202296087,2.5248243628539666,0.631443769013172,212.1215,7.0579,1.884935198979399,0.056,2722,UGC09037,SPARC/Mathewson96,348.77969781002975,62.85161754795615,18.822357194456945,5.0,0.7398711270115875,0.32111392687809515,0.7348408868810541,0.3099866935482012,0.7389768361615727,0.3191301465750518,0.8898278100731691,0.8898278100731691,-0.34385992754514916,0.1228722941907691
UGC09992,-0.16004381758104658,-11.183364020330258,0.349459488753217,2.0,30.0,10.0,0.7157071783937456,1.3049211619008918,0.01703333929878037,235.4494,67.2543,0.7513560997253936,0.08,2739,UGC09992,SPARC,102.19129877004698,42.365587136898974,76.60618290849295,6.0,0.49086940922601835,-0.1385708346291496,0.3735939702554573,-0.29064131808314675,0.4331818057551049,-0.21853028474411984,0.6738587365888095,0.6738587365888095,0.9195123309677773,0.9222299914053299
UGC10310,-0.0020609142109264448,-11.088833309337897,0.17343568290228895,1.0,34.0,9.0,0.6463078685833624,1.4528593357958524,0.25527250510330607,244.0764,47.0464,0.9530634898943061,0.026,2747,UGC10310,SPARC,73.62492747223273,45.52834779861115,66.24618152836882,7.0,0.4504081219394063,-0.1956987855365253,0.34904677406478,-0.3172495242724556,0.40060611437187427,-0.2592721116918032,0.7135971454066251,0.7135971454066251,0.756618947546785,0.7319057663603467
UGC11557,-0.1912789473060158,-10.566633496597733,0.45190523891462675,2.0,30.0,8.0,0.3641193254967079,2.028815169846887,0.43933269383026263,306.0029,60.1947,1.27964413386531,0.514,2773,UGC11557,SPARC,94.98015202662512,12.814697217840134,72.95354804716897,6.0,-0.011597700546678002,-0.4997982400130444,-0.14232751027443546,-0.4696143197286207,-0.07713178181673803,-0.49107603235066266,0.2217986306105281,0.2217986306105281,0.8710973226466745,0.8677194783472301
UGC11820,-0.034880879553755725,-11.338601693158589,0.540375225720517,1.0,45.0,9.0,0.8442722698681292,1.3049211619008918,0.31806333496276157,327.3683,14.2311,1.0389696819642469,0.256,2780,UGC11820,SPARC,70.33852744283791,-29.51532247866529,25.687426908348897,3.0,-0.7379670883161392,0.3168931351567006,-0.813936346491759,0.4937385642105292,-0.7776573863092608,0.4071265157220264,-0.4926562997161511,0.4926562997161511,-0.21816689990293603,0.24583356212844296
UGC12632,-0.0037319986783216972,-11.365710428312171,0.1339563929536176,1.0,46.0,9.0,0.7809779058726877,1.1169396465507557,0.38381536598043126,352.4944,40.9902,0.696225294156122,0.309,2819,UGC12632,SPARC,106.77082816961239,-19.311189690466602,39.868190318137025,2.0,-0.4635226490607632,-0.17772013071153886,-0.5730476064587304,-0.007424661097879981,-0.5194244033186217,-0.09529743385564071,-0.3306987078476767,0.3306987078476767,0.11636691278975131,0.6559299321571853
UGC12732,0.012421154763892004,-11.346877263582432,0.3114571111816833,1.0,39.0,9.0,0.8538052724817148,1.4287825114969546,0.2966651902615311,355.1661,26.2364,0.9192245766511188,0.192,2824,UGC12732,SPARC,103.73797571297656,-33.98375196322341,25.82748479482907,2.0,-0.6718062469184082,0.1769854500978958,-0.7590915781495428,0.36433003602634506,-0.7170215863693155,0.2711799329793545,-0.558957781072839,0.558957781072839,-0.21529671407467943,0.4420757917618459
UGCA442,-0.02634596181410307,-11.360217417618406,0.6295246990679679,1.0,64.0,9.0,0.8332499583124896,0.8808135922807914,0.07188200730612536,355.9398,-31.9568,0.6384892569546373,0.036,2847,UGCA442,SPARC,10.701505688216413,-74.52891266140263,-27.497424504123217,3.0,-0.9799440815176991,0.9404356043523503,-0.9453824198484462,0.8406218796377556,-0.9647793421049331,0.8961987684286414,-0.9637651846454564,0.9637651846454564,-0.18023755793622942,-0.5292797004665962
