atlas_id,role,path,receipt,url,sha256,expected_sha256,bytes,identity_verified,scientific_validation,axes,shape,bunit,beam_major_deg,beam_minor_deg,pixel_scale1_deg,noise_covariance_status,mask_status
NAME:NGC6946,HI_SPECTRAL_CUBE,work/private/things-observable-12gal-003/NGC_6946_NA_CUBE_THINGS.FITS,work/gravity-first-principles/things-cube-acquisition-001/receipt.json,https://things.www3.mpia.de/Data_files/NGC_6946_NA_CUBE_THINGS.FITS,e8479696dcba7b55a7ef1bf3c9180948da01daeb95e0c993d00dc7e9b216e3de,e8479696dcba7b55a7ef1bf3c9180948da01daeb95e0c993d00dc7e9b216e3de,513633600,True,not_established_by_hash,RA---SIN;DEC--SIN;FREQ,1024x1024x115x1,JY/BEAM,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC7331,HI_SPECTRAL_CUBE,work/private/things-observable-12gal-003/NGC_7331_NA_CUBE_THINGS.FITS,work/gravity-first-principles/things-cube-acquisition-001/receipt.json,https://things.www3.mpia.de/Data_files/NGC_7331_NA_CUBE_THINGS.FITS,4adbedc2fd6fd50de2888a0f4699b5cb3953f17e45072944cd97728cc5530b80,4adbedc2fd6fd50de2888a0f4699b5cb3953f17e45072944cd97728cc5530b80,500348160,True,not_established_by_hash,RA---SIN;DEC--SIN;FELO-HEL,1024x1024x116x1,JY/BEAM,,,-0.0004166666768,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,STELLAR_IRAC1_FLUX,work/private/stellar-co-12gal-001/UGC04305__STELLAR_IRAC1_FLUX.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/hoii/IRAC/hoii_v7.phot.1.fits,e067f983c6158eb92917efeddced30932e890b80d24e1ee803113f13016db56c,e067f983c6158eb92917efeddced30932e890b80d24e1ee803113f13016db56c,10762560,True,not_established_by_hash,RA---TAN;DEC--TAN;,1529x1740,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,STELLAR_IRAC1_WEIGHT,work/private/stellar-co-12gal-001/UGC04305__STELLAR_IRAC1_WEIGHT.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/hoii/IRAC/hoii_v7.phot.1_wt.fits,97ee3875f61b59a2bd11e31210b6cffcfe6cfd52e15e01d68f51103d0081329e,97ee3875f61b59a2bd11e31210b6cffcfe6cfd52e15e01d68f51103d0081329e,10762560,True,not_established_by_hash,RA---TAN;DEC--TAN;,1529x1740,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,STELLAR_IRAC1_FLUX,work/private/stellar-co-12gal-001/NGC2841__STELLAR_IRAC1_FLUX.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc2841/IRAC/ngc2841_v7.phot.1.fits,86137c3d5c8e8bd2ee0ba4a398e887462a9339b166531b510717d2bcbcde5e21,86137c3d5c8e8bd2ee0ba4a398e887462a9339b166531b510717d2bcbcde5e21,7764480,True,not_established_by_hash,RA---TAN;DEC--TAN;,1204x1594,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,STELLAR_IRAC1_WEIGHT,work/private/stellar-co-12gal-001/NGC2841__STELLAR_IRAC1_WEIGHT.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc2841/IRAC/ngc2841_v7.phot.1_wt.fits,7aafc2372c4a48eeebc2a3f6fcac0a9b18d2769f2dfed064c406ac6312f5a88c,7aafc2372c4a48eeebc2a3f6fcac0a9b18d2769f2dfed064c406ac6312f5a88c,7764480,True,not_established_by_hash,RA---TAN;DEC--TAN;,1204x1594,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,CO21_MOM0,work/private/stellar-co-12gal-001/UGC04305__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/hoii_heracles_mom0.fits.gz,42ce156295ca5b14fe08c17ef41d3ad16c78791dc1baa9f29e8356c17b577b60,42ce156295ca5b14fe08c17ef41d3ad16c78791dc1baa9f29e8356c17b577b60,94899,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,187x186,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:UGC4305,CO21_EMOM0,work/private/stellar-co-12gal-001/UGC04305__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/hoii_heracles_emom0.fits.gz,c9585183b63dcc10125f708e467f95aaeaaa48245081b399ae7e98ef91a02829,c9585183b63dcc10125f708e467f95aaeaaa48245081b399ae7e98ef91a02829,67274,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,187x186,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,STELLAR_MASS_MAP,work/private/stellar-co-12gal-001/NGC2903__STELLAR_MASS_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2903/P5/NGC2903.stellar.fits,f2cf075245610e2acb9aca2f631a35510c7f71e32115066521fe40449d2dc417,f2cf075245610e2acb9aca2f631a35510c7f71e32115066521fe40449d2dc417,5811840,True,not_established_by_hash,RA---TAN;DEC--TAN;,1208x1152,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,STELLAR_ICA_MASK,work/private/stellar-co-12gal-001/NGC2903__STELLAR_ICA_MASK.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2903/P5/NGC2903.ICAmask.fits,dae6f0899f79f8084afdaedaa0ede22bf595e2552d3f421a1c2e473e9eaf030e,dae6f0899f79f8084afdaedaa0ede22bf595e2552d3f421a1c2e473e9eaf030e,5811840,True,not_established_by_hash,RA---TAN;DEC--TAN;,1208x1152,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,CO21_MOM0,work/private/stellar-co-12gal-001/NGC2841__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc2841_heracles_mom0.fits.gz,2bee49f249fef89d60ac9fd0d97ef7c21bacb19fe0f7c687520bd7cbe12f214c,2bee49f249fef89d60ac9fd0d97ef7c21bacb19fe0f7c687520bd7cbe12f214c,51732,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,158x221,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,STELLAR_COLOR_MAP,work/private/stellar-co-12gal-001/NGC2903__STELLAR_COLOR_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2903/P5/NGC2903.colormap.fits,01c23688546f477a7685a8405c34f0cbff9e1aafdf59c93c29e048c3da6a5205,01c23688546f477a7685a8405c34f0cbff9e1aafdf59c93c29e048c3da6a5205,5811840,True,not_established_by_hash,RA---TAN;DEC--TAN;,1208x1152,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2841,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC2841__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc2841_heracles_emom0.fits.gz,e6c009d26977b6811187fd2687d10e32065e28c99fa9fc069667b2cf6727ba9e,e6c009d26977b6811187fd2687d10e32065e28c99fa9fc069667b2cf6727ba9e,41387,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,158x221,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,STELLAR_MASS_MAP,work/private/stellar-co-12gal-001/NGC2976__STELLAR_MASS_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2976/P5/NGC2976.stellar.fits,1f2f36ff4e80a85c3e6122057ed036174700c1bc6d1a946755642d00219ac260,1f2f36ff4e80a85c3e6122057ed036174700c1bc6d1a946755642d00219ac260,2494080,True,not_established_by_hash,RA---TAN;DEC--TAN;,742x811,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,STELLAR_ICA_MASK,work/private/stellar-co-12gal-001/NGC2976__STELLAR_ICA_MASK.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2976/P5/NGC2976.ICAmask.fits,b014c66320b541a864ccd41654126ccd83da2102478ee1ddb4fb57dd2f96fdc0,b014c66320b541a864ccd41654126ccd83da2102478ee1ddb4fb57dd2f96fdc0,2494080,True,not_established_by_hash,RA---TAN;DEC--TAN;,742x811,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,STELLAR_COLOR_MAP,work/private/stellar-co-12gal-001/NGC2976__STELLAR_COLOR_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2976/P5/NGC2976.colormap.fits,7e2793699d16100ea7b7eeed1c2e280e7ec6f38c4b106d864be1529f353692af,7e2793699d16100ea7b7eeed1c2e280e7ec6f38c4b106d864be1529f353692af,2494080,True,not_established_by_hash,RA---TAN;DEC--TAN;,742x811,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,CO21_MOM0,work/private/stellar-co-12gal-001/NGC2903__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc2903_heracles_mom0.fits.gz,c863297e845a999acc0a5d258f94dc45b22d4fd9d35629b55fc95d61cb9ac82a,c863297e845a999acc0a5d258f94dc45b22d4fd9d35629b55fc95d61cb9ac82a,187506,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,277x389,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2903,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC2903__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc2903_heracles_emom0.fits.gz,e60999c5e11779f9ef148f3d39b605e2d94afbe8c1e72babe6ce448e5aa54419,e60999c5e11779f9ef148f3d39b605e2d94afbe8c1e72babe6ce448e5aa54419,146800,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,277x389,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3198,STELLAR_MASS_MAP,work/private/stellar-co-12gal-001/NGC3198__STELLAR_MASS_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3198/P5/NGC3198.stellar.fits,db2db49b15858e3bda491cb7657e5cadeeb7be2dbce29a1bbe48c66dbfc82478,db2db49b15858e3bda491cb7657e5cadeeb7be2dbce29a1bbe48c66dbfc82478,2580480,True,not_established_by_hash,RA---TAN;DEC--TAN;,701x891,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3198,STELLAR_ICA_MASK,work/private/stellar-co-12gal-001/NGC3198__STELLAR_ICA_MASK.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3198/P5/NGC3198.ICAmask.fits,5f2c6804ed76ea44709aeb7e6a4245334dfac2d81f6b526963b6a620b6d6fc38,5f2c6804ed76ea44709aeb7e6a4245334dfac2d81f6b526963b6a620b6d6fc38,2580480,True,not_established_by_hash,RA---TAN;DEC--TAN;,701x891,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,CO21_MOM0,work/private/stellar-co-12gal-001/NGC2976__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc2976_heracles_mom0.fits.gz,d6f3d6ece3d6f4842b2ac4164808bd75e80faf4df4f6229feac11c173120ae6b,d6f3d6ece3d6f4842b2ac4164808bd75e80faf4df4f6229feac11c173120ae6b,78615,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,189x240,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3198,STELLAR_COLOR_MAP,work/private/stellar-co-12gal-001/NGC3198__STELLAR_COLOR_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3198/P5/NGC3198.colormap.fits,e4ec3502b160113767b6023190259f9fe650c369adc204ac8a951ed2ccdf32cd,e4ec3502b160113767b6023190259f9fe650c369adc204ac8a951ed2ccdf32cd,2580480,True,not_established_by_hash,RA---TAN;DEC--TAN;,701x891,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC2976,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC2976__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc2976_heracles_emom0.fits.gz,1c2ff252145e05f3d869947e786d843f716a82593ed1cd2786b33fff1b01f01e,1c2ff252145e05f3d869947e786d843f716a82593ed1cd2786b33fff1b01f01e,58731,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,189x240,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:IC2574,STELLAR_IRAC1_FLUX,work/private/stellar-co-12gal-001/IC2574__STELLAR_IRAC1_FLUX.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ic2574/IRAC/ic2574_v7.phot.1.fits,2e7737755fcc26f39594b0fea8981ad619c3616c3ae9c5744a2d2c554ef845b8,2e7737755fcc26f39594b0fea8981ad619c3616c3ae9c5744a2d2c554ef845b8,20640960,True,not_established_by_hash,RA---TAN;DEC--TAN;,2228x2296,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3198,CO21_MOM0,work/private/stellar-co-12gal-001/NGC3198__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc3198_heracles_mom0.fits.gz,b8934284edf8e7a99581576928dd0db2e006005f96cf61051e278aa184ac3c5f,b8934284edf8e7a99581576928dd0db2e006005f96cf61051e278aa184ac3c5f,55833,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,185x222,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3198,CO21_EMOM0,work/private/stellar-co-12gal-001/NGC3198__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc3198_heracles_emom0.fits.gz,04a4a15570113038a0b84754a5afc756e8441245279e8230cfc2a143e7fb8197,04a4a15570113038a0b84754a5afc756e8441245279e8230cfc2a143e7fb8197,45020,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,185x222,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:IC2574,STELLAR_IRAC1_WEIGHT,work/private/stellar-co-12gal-001/IC2574__STELLAR_IRAC1_WEIGHT.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ic2574/IRAC/ic2574_v7.phot.1_wt.fits,75375a84bb992c09b49f155cdd9b69e7e35a24baea9fc10f8c20bac82c83591d,75375a84bb992c09b49f155cdd9b69e7e35a24baea9fc10f8c20bac82c83591d,20640960,True,not_established_by_hash,RA---TAN;DEC--TAN;,2228x2296,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3521,STELLAR_MASS_MAP,work/private/stellar-co-12gal-001/NGC3521__STELLAR_MASS_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3521/P5/NGC3521.stellar.fits,c3478c84d3721af5bf4507fc710c3eb1d76f846041b507e5882cfa80b022eb85,c3478c84d3721af5bf4507fc710c3eb1d76f846041b507e5882cfa80b022eb85,3245760,True,not_established_by_hash,RA---TAN;DEC--TAN;,817x956,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3521,STELLAR_ICA_MASK,work/private/stellar-co-12gal-001/NGC3521__STELLAR_ICA_MASK.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3521/P5/NGC3521.ICAmask.fits,221b951bb170970fd9d2ffa240d0bf508bca201bf33dcad3ff0f8912591765fa,221b951bb170970fd9d2ffa240d0bf508bca201bf33dcad3ff0f8912591765fa,3245760,True,not_established_by_hash,RA---TAN;DEC--TAN;,817x956,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3521,STELLAR_COLOR_MAP,work/private/stellar-co-12gal-001/NGC3521__STELLAR_COLOR_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3521/P5/NGC3521.colormap.fits,ee2ebb9b54ec2b261552f7e280ba09065678c0422f624c9af9098c22d28207d5,ee2ebb9b54ec2b261552f7e280ba09065678c0422f624c9af9098c22d28207d5,3245760,True,not_established_by_hash,RA---TAN;DEC--TAN;,817x956,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:IC2574,CO21_EMOM0,work/private/stellar-co-12gal-001/IC2574__CO21_EMOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ic2574_heracles_emom0.fits.gz,25d943c23760863ab3329d6581308258d5dc32f2fc54594371eb0c25f8ea0777,25d943c23760863ab3329d6581308258d5dc32f2fc54594371eb0c25f8ea0777,152065,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,432x387,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:IC2574,CO21_MOM0,work/private/stellar-co-12gal-001/IC2574__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ic2574_heracles_mom0.fits.gz,bbdcb1ad6b1e8037560a04cc6764174a3e9612ed5677f695eb55549c8b66e55c,bbdcb1ad6b1e8037560a04cc6764174a3e9612ed5677f695eb55549c8b66e55c,218024,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,432x387,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC4214,STELLAR_MASS_MAP,work/private/stellar-co-12gal-001/NGC4214__STELLAR_MASS_MAP.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4214/P5/NGC4214.stellar.fits,0889550c0fe78f738b75ff2ee1828316f71b4931a0f9177fcaaf1a5e87d6ebbe,0889550c0fe78f738b75ff2ee1828316f71b4931a0f9177fcaaf1a5e87d6ebbe,1512000,True,not_established_by_hash,RA---TAN;DEC--TAN;,636x574,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC4214,STELLAR_ICA_MASK,work/private/stellar-co-12gal-001/NGC4214__STELLAR_ICA_MASK.fits,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4214/P5/NGC4214.ICAmask.fits,305eebb1edd053a70851302cd464dd9c8a5bcf70e49e041e00f79c137c8e905a,305eebb1edd053a70851302cd464dd9c8a5bcf70e49e041e00f79c137c8e905a,1512000,True,not_established_by_hash,RA---TAN;DEC--TAN;,636x574,MJy/sr,,,,not_validated_by_inventory,requires_source_specific_validation
NAME:NGC3521,CO21_MOM0,work/private/stellar-co-12gal-001/NGC3521__CO21_MOM0.fits.gz,work/gravity-first-principles/stellar-co-acquisition-001/receipt.json,https://www.iram.fr/ILPA/LP001/ngc3521_heracles_mom0.fits.gz,1f85d84f38023a31fb2b9d1748a5e8b371590ce358eac44f1e5c70962a22f7ce,1f85d84f38023a31fb2b9d1748a5e8b371590ce358eac44f1e5c70962a22f7ce,98015,True,not_established_by_hash,RA---TAN;DEC--TAN;VELOCITY,191x275,K KM/S,0.00372132751244,0.00372132751244,-0.000555556,not_validated_by_inventory,requires_source_specific_validation
