axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	minimum_item36_role_separation_arcsec	mass_quartile	sample_cell	role	outer_fold	source_map_read	velocity_response_read
3.213350000000e-01	1.326575000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.516128158569e+01	1.202578000000e+00	0.000000000000e+00	3.008000000000e-01	4.359509000000e+01	4.807601000000e+00	7.228789000000e+00	5.834195000000e+00	8.352871560231e-01	1.106933018628e+00	-1.003699032752e+01	8.686919451302e+00	-3.423269120772e-01	7.016345139256e+00	1-232047	-3.090528991616e+00	10506-12704	1.391378479004e+02	1.728400000000e-02	9.338220000000e-01	4.466107000000e-02	1.065055000000e-01	1.279184000000e+01	1.575189283856e+03	4.863170000000e+08	6.843640000000e+00	1.242596324983e+00	1.447287958328e-12	3.622174542557e+05	5.558969373930e+00	7.831180398980e+00	9.672202339717e+03	1.993529156085e+04	1.148832305023e+04	0	mq0	exploration	0	False	False
8.297990000000e-01	1.458306000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.506012344360e+01	1.283999000000e+00	0.000000000000e+00	4.797000000000e-01	2.039683000000e+01	3.960711000000e+00	4.533003000000e+00	3.303479000000e+00	5.988659821168e-01	8.843106882151e-01	-1.067539850208e+01	9.531023946941e+00	-5.867562450735e-01	8.333291982707e+00	1-232171	-3.867213000295e+00	10506-6104	1.397520599365e+02	3.867520000000e-02	8.977650000000e-01	7.171755000000e-02	1.537517000000e-01	7.661445000000e+00	4.023045319368e+02	3.396439999999e+09	3.970690000000e+00	1.782859159756e+00	3.002629811582e-11	1.295201656801e+07	7.112337391288e+00	7.763759912020e+00	7.951936011935e+03	2.091766193241e+04	9.763677575028e+03	2	mq2	exploration	3	False	False
3.631150000000e-01	1.688518000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.752794647217e+01	1.505587000000e+00	0.000000000000e+00	7.517000000000e-01	1.287295000000e+01	2.856949000000e+00	3.005649000000e+00	7.869893000000e-01	7.184817590265e-01	1.058604033523e+00	-1.110207488546e+01	9.560444673193e+00	-4.419243768047e-01	8.123481155140e+00	1-280222	-3.702499698057e+00	10507-3702	1.759559631348e+02	2.503540000000e-02	1.163870000000e+00	2.873226000000e-02	5.325432000000e-02	1.144469000000e+01	1.406163212726e+03	3.634499999998e+09	5.229760000000e+00	1.737761634427e+00	1.852213155995e-11	6.066117060304e+06	6.782910786811e+00	7.569625883529e+00	6.307205203425e+03	1.067237535085e+04	8.634242713043e+03	2	mq2	exploration	4	False	False
7.783500000000e-01	1.329497000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.737926101685e+01	1.213932000000e+00	0.000000000000e+00	3.993000000000e-01	6.010717000000e+01	4.194100000000e+00	6.057153000000e+00	4.315367000000e+00	7.692273651888e-01	9.723779561629e-01	-1.009258792529e+01	9.428163962082e+00	-4.267301675033e-01	7.889709231704e+00	1-588259	-3.560240933258e+00	10509-6102	1.686052093506e+02	2.498730000000e-02	7.143330000000e-01	2.165589000000e-01	3.574767000000e-01	9.383783000000e+00	3.320484480043e+02	2.680180000002e+09	5.877969999999e+00	1.646248475791e+00	1.081232375015e-11	3.150599916881e+06	6.498393257213e+00	7.559647829841e+00	2.529026931470e+03	2.260548416149e+03	6.194263599726e+03	1	mq1	reserved_confirmation		False	False
6.507210000000e-01	1.547316000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.343776702881e+00	1.351351000000e+00	0.000000000000e+00	6.330000000000e-01	1.847145000000e+01	3.697909000000e+00	4.186707000000e+00	2.475540000000e+00	7.523435140756e-01	9.433193778103e-01	-1.070333078744e+01	1.030012354637e+01	-5.468656623991e-01	8.795436518216e+00	1-213726	-4.021546502070e+00	10511-12704	1.322502441406e+02	5.894940000000e-02	1.241380000000e+00	3.951780000000e-01	1.087290000000e+00	8.776460000000e+00	1.952578894004e+03	1.995830000013e+10	5.653840000000e+00	2.090670193491e+00	8.702546002491e-11	2.636358064302e+07	7.421004394841e+00	7.148993814367e+00	2.367573725268e+02	1.198105104108e+04	7.427998666626e+03	3	mq3	exploration	3	False	False
4.190140000000e-01	1.414511000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.082511186600e+00	1.266525000000e+00	0.000000000000e+00	3.805000000000e-01	4.099517000000e+01	4.236304000000e+00	6.474167000000e+00	5.106872000000e+00	8.167190925243e-01	9.268188799959e-01	-1.028314940751e+01	9.147648503775e+00	-5.736021254410e-01	7.514210318726e+00	1-54129	-3.348745613101e+00	10513-6103	1.410269927979e+02	2.425360000000e-02	7.389270000000e-01	7.319798000000e-02	1.353910000000e-01	8.449264000000e+00	2.971249403838e+02	1.404910000001e+09	6.557209999999e+00	1.482244882969e+00	4.554284198783e-12	1.189604550802e+06	6.075402616900e+00	7.628667967992e+00	1.514006261696e+03	4.098288143362e+03	8.022658088236e+02	0	mq0	exploration	3	False	False
4.257080000000e-01	1.528241000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.462914705276e+00	1.368985000000e+00	0.000000000000e+00	5.956000000000e-01	1.444287000000e+01	3.435619000000e+00	4.080523000000e+00	2.084549000000e+00	9.051625897561e-01	9.948423445082e-01	-1.094460878444e+01	9.619214415091e+00	-5.492429718629e-01	7.808889235579e+00	1-78077	-3.451863322912e+00	10514-9101	1.444896240234e+02	2.252140000000e-02	8.225930000000e-01	4.727218000000e-02	9.137023000000e-02	9.881943000000e+00	1.523963035863e+03	4.161159999995e+09	8.038270000000e+00	1.673806090011e+00	8.976334851314e-12	1.912661149818e+06	6.281638036520e+00	7.260219766486e+00	1.200302321495e+04	2.965627481065e+03	1.417837669976e+04	2	mq2	exploration	0	False	False
8.009100000000e-01	1.954648000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.495728254318e+00	1.795884000000e+00	0.000000000000e+00	7.932000000000e-01	1.612714000000e+00	2.293699000000e+00	-3.502064000000e-01	-3.897703000000e+00	7.076306324941e-01	1.042382931215e+00	-1.270115130303e+01	1.046094292289e+01	-3.874218993019e-01	9.045681657901e+00	1-60707	-4.169025512703e+00	10516-3704	1.513281860352e+02	2.201770000000e-02	1.889760000000e+00	5.751639000000e-03	2.215776000000e-02	1.102511000000e+01	9.916892605011e+02	2.890300000007e+10	5.100710000000e+00	2.193436322542e+00	1.548429609293e-10	5.199509979669e+07	7.715962416105e+00	7.135653448480e+00	4.556211539561e+03	7.257469518875e+03	8.093509505905e+02	3	mq3	exploration	1	False	False
4.380130000000e-01	1.562220000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.149035930634e+00	1.346071000000e+00	0.000000000000e+00	4.983000000000e-01	8.959307000000e+00	4.453918000000e+00	6.329483000000e+00	4.282474000000e+00	5.918567499853e-01	1.006135596034e+00	-1.110532062377e+01	9.320827324049e+00	-4.876681442589e-01	8.137113824078e+00	1-79009	-3.772628537046e+00	10518-3701	1.528707733154e+02	3.164080000000e-02	1.409090000000e+00	1.642505000000e-02	2.350802000000e-02	1.014228000000e+01	4.029927262671e+02	2.093280000000e+09	3.907120000000e+00	1.681265464376e+00	1.911276999740e-11	8.378542265371e+06	6.923168464791e+00	7.879372071663e+00	1.772980484825e+03	4.812950596222e+03	1.057202058427e+04	1	mq1	exploration	4	False	False
4.169830000000e-01	1.447917000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.306260108948e+00	1.283208000000e+00	0.000000000000e+00	6.197000000000e-01	3.402554000000e+01	4.021871000000e+00	5.276101000000e+00	3.593399000000e+00	6.258781060415e-01	9.971804607763e-01	-1.035543834073e+01	9.469676245233e+00	-4.625403221472e-01	8.217920033150e+00	1-79095	-3.796020963554e+00	10519-12702	1.544957733154e+02	4.268030000000e-02	2.349690000000e+00	1.300882000000e-01	3.075153000000e-01	9.935288000000e+00	1.254697582493e+03	2.949009999999e+09	4.225500000000e+00	1.738679246940e+00	2.302129990786e-11	9.331539909411e+06	6.969953317806e+00	7.753915576987e+00	1.095349616535e+03	3.404118412354e+03	1.456493479667e+04	1	mq1	reserved_confirmation		False	False
6.033600000000e-01	1.552946000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.934328079224e+00	1.356492000000e+00	0.000000000000e+00	6.623000000000e-01	2.063408000000e+01	3.831423000000e+00	4.916393000000e+00	2.564662000000e+00	5.887656809478e-01	1.110045996995e+00	-1.078379606572e+01	9.622451317164e+00	-2.886151273677e-01	8.444919955268e+00	1-79375	-3.928077137160e+00	10520-3701	1.563231811523e+02	2.848800000000e-02	1.458620000000e+00	6.896921000000e-02	1.451690000000e-01	1.288386000000e+01	1.171479092884e+03	4.192290000004e+09	3.879410000000e+00	1.833622995452e+00	3.882663604525e-11	1.714216476232e+07	7.234065665018e+00	7.733196678662e+00	3.175514583769e+03	2.161632779519e+03	9.648567787154e+03	2	mq2	exploration	3	False	False
8.417680000000e-01	1.945745000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.217264938354e+01	1.743982000000e+00	0.000000000000e+00	8.907400000000e-01	-1.037422000000e-01	2.344834000000e+00	-2.610550000000e-01	-4.355667000000e+00	3.882234407502e-01	9.163390163914e-01	-1.385611476976e+01	9.377246312836e+00	-6.300538801173e-01	8.600799431336e+00	1-152247	-4.106287995293e+00	11019-3704	1.946509857178e+02	3.470836000000e-02	2.468318000000e+00	3.319950000000e-05	5.237170000000e-04	8.247817000000e+00	1.243745456311e+03	2.383670999998e+09	2.444688000000e+00	1.811291613387e+00	5.559160857778e-11	3.894819908792e+07	7.590487381283e+00	8.156612541122e+00	1.757796097836e+03	4.246074580716e+03	6.611364390732e+03	1	mq1	exploration	1	False	False
3.543966000000e-01	1.614748000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.060593414307e+01	1.409016000000e+00	0.000000000000e+00	6.935400000000e-01	2.590999000000e+01	3.252285000000e+00	4.117173000000e+00	1.413305000000e+00	8.594707686938e-01	7.994629618826e-01	-1.063533500417e+01	1.000168136938e+01	-7.083086569000e-01	8.282739831996e+00	1-233546	-3.711634531651e+00	11019-6101	1.921730346680e+02	4.839807000000e-02	1.482338000000e+00	2.324590000000e-01	3.561298000000e-01	6.301776000000e+00	9.034502587054e+02	1.003878999992e+10	7.235537000000e+00	1.887885477687e+00	2.672696478635e-11	6.326746798558e+06	6.801180453996e+00	7.137524020935e+00	2.012003653995e+03	1.000593638272e+03	7.028350122058e+02	3	mq3	exploration	0	False	False
6.302804000000e-01	1.353167000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.482751464844e+01	1.235042000000e+00	0.000000000000e+00	3.303300000000e-01	4.914688000000e+01	4.323295000000e+00	6.728405000000e+00	4.789401000000e+00	8.122554034661e-01	1.033672197365e+00	-1.004792027271e+01	8.949868247915e+00	-4.079709945022e-01	7.325357440983e+00	1-196234	-3.256551018758e+00	11020-6101	2.032851867676e+02	1.768222000000e-02	9.322790000000e-01	7.978991000000e-02	1.445934000000e-01	1.080618000000e+01	1.278324947172e+03	8.909806000002e+08	6.490160000000e+00	1.385586599568e+00	2.948269980515e-12	7.780606079953e+05	5.891013428214e+00	7.734253629509e+00	2.781829007689e+03	1.226215862637e+04	5.222869001374e+03	0	mq0	reserved_confirmation		False	False
5.747435000000e-01	1.247111000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.545310020447e+01	1.160208000000e+00	0.000000000000e+00	2.174700000000e-01	4.393053000000e+01	4.797945000000e+00	7.000891000000e+00	5.641100000000e+00	5.300447850234e-01	1.410479112302e+00	-1.010539871505e+01	8.820790609525e+00	1.946342072668e-01	7.760701039479e+00	1-459081	-3.615328127228e+00	11744-1901	1.201189498901e+02	1.526594000000e-02	1.764597000000e+00	5.192684000000e-02	8.023760000000e-02	2.573233000000e+01	7.640256206868e+02	6.618972999996e+08	3.388791000000e+00	1.462153089595e+00	8.033611929654e-12	4.060389024259e+06	6.608567645152e+00	8.222108376368e+00	1.355665072365e+03	9.212521026402e+03	1.245914503270e+03	0	mq0	exploration	1	False	False
5.136315000000e-01	1.734837000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.502104949951e+01	1.455900000000e+00	0.000000000000e+00	7.622200000000e-01	1.366365000000e+01	3.591405000000e+00	3.161116000000e+00	8.147728000000e-01	5.454803047994e-01	7.119837781307e-01	-1.109174205522e+01	9.481854224833e+00	-7.230570619406e-01	8.390893615234e+00	1-123264	-3.922706655217e+00	11745-6103	1.291464843750e+02	3.734010000000e-02	2.073764000000e+00	2.455343000000e-02	4.632731000000e-02	5.152094000000e+00	6.265937881037e+02	3.032873000001e+09	3.511400000000e+00	1.784967137361e+00	3.428494244177e-11	1.672340475702e+07	7.223324701132e+00	7.868423289050e+00	2.968106357776e+03	1.780492919103e+04	4.798967898391e+03	1	mq1	exploration	3	False	False
6.235033000000e-01	1.511305000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.362579727173e+01	1.352496000000e+00	0.000000000000e+00	5.622400000000e-01	2.369445000000e+01	3.783849000000e+00	4.435359000000e+00	2.600510000000e+00	9.241445304648e-01	9.715610624107e-01	-1.071267071750e+01	9.924457413668e+00	-3.967381346676e-01	8.076168352738e+00	1-258538	-3.576011911137e+00	11755-12703	1.871760406494e+02	2.419201000000e-02	1.140151000000e+00	1.628496000000e-01	3.521728000000e-01	9.366149000000e+00	7.983041301890e+02	8.403445999999e+09	8.397394000000e+00	1.816936618946e+00	1.661032623160e-11	3.387936119355e+06	6.529935212971e+00	7.079125356134e+00	2.568796330247e+03	2.474941512462e+03	1.420307899631e+03	3	mq3	exploration	1	False	False
6.675575000000e-01	1.379621000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.079262161255e+01	1.212293000000e+00	0.000000000000e+00	4.184900000000e-01	5.486546000000e+01	4.284579000000e+00	6.200503000000e+00	4.362188000000e+00	7.570360681996e-01	8.790272589933e-01	-1.005500155007e+01	9.829287365841e+00	-5.377603238064e-01	8.315215229441e+00	1-233359	-3.779089580621e+00	11760-12703	1.909807434082e+02	4.886276000000e-02	1.447112000000e+00	5.946834000000e-01	9.890735000000e-01	7.568804000000e+00	1.800173023277e+03	6.749745000005e+09	5.715261000000e+00	1.852905826165e+00	2.880215869242e-11	8.631585006146e+06	6.936090551940e+00	7.377373073446e+00	3.479851490608e+03	3.388470894189e+03	3.498715840877e+03	2	mq2	exploration	4	False	False
7.934712000000e-01	1.493795000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.245662212372e+00	1.320557000000e+00	0.000000000000e+00	5.827800000000e-01	2.081554000000e+01	3.615576000000e+00	4.375849000000e+00	2.819792000000e+00	7.986084567621e-01	8.252653536160e-01	-1.068191106762e+01	1.028146971624e+01	-6.775935853421e-01	8.684252802719e+00	1-368926	-3.942822172978e+00	11824-12701	2.229674682617e+02	5.706307000000e-02	1.642459000000e+00	3.977028000000e-01	8.686298000000e-01	6.687524000000e+00	2.496946045828e+03	1.911919999988e+10	6.289389000000e+00	2.058210807083e+00	6.736938955873e-11	1.834660609384e+07	7.263555736651e+00	7.088923315403e+00	1.407246045533e+04	2.343878994699e+03	8.148719655942e+04	3	mq3	exploration	4	False	False
5.955160000000e-01	2.309024000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.229588699341e+01	2.029267000000e+00	0.000000000000e+00	8.734600000000e-01	7.812619000000e-01	2.192423000000e+00	-2.316048000000e+00	-5.617962000000e+00	9.527913778835e-01	1.041181013727e+00	-1.225522188323e+01	1.083005718285e+01	-2.924323785830e-01	8.924474427082e+00	1-152017	-3.985841524599e+00	11831-12701	1.941053466797e+02	3.751972000000e-02	2.342746000000e+00	3.756949000000e-02	9.002584000000e-02	1.099464000000e+01	6.251360384972e+01	6.761720000015e+10	8.969978000000e+00	2.255413079827e+00	1.171343404623e-10	2.236631514562e+07	7.349594439897e+00	6.583355200415e+00	9.861151767845e+02	4.155528986613e+03	5.718602301443e+03	3	mq3	exploration	3	False	False
4.970866000000e-01	1.522828000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.151585006714e+01	1.343421000000e+00	0.000000000000e+00	5.854100000000e-01	1.880291000000e+01	3.797086000000e+00	4.806726000000e+00	2.419524000000e+00	8.492305437047e-01	9.657434547207e-01	-1.081457832353e+01	9.637934703355e+00	-5.626211240207e-01	7.939473615945e+00	1-576580	-3.545121536120e+00	11831-9101	1.958143463135e+02	2.575393000000e-02	5.000000000000e-01	6.658193000000e-02	1.260951000000e-01	9.241521000000e+00	7.296842434624e+02	4.344449000004e+09	7.066926000000e+00	1.711132257169e+00	1.212504685174e-11	2.938694654186e+06	6.468154462938e+00	7.334757691431e+00	2.483038915827e+02	6.301805128298e+03	3.926603576775e+03	2	mq2	exploration	4	False	False
3.432142000000e-01	1.765090000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.974453735352e+01	1.503356000000e+00	0.000000000000e+00	9.483800000000e-01	1.136135000000e+01	3.080851000000e+00	3.229935000000e+00	1.164574000000e+00	6.745280845646e-01	7.090551356595e-01	-1.117221951123e+01	9.283708189047e+00	-9.506300008555e-01	7.934652019918e+00	1-95000	-3.630061967677e+00	11945-9101	2.526991424561e+02	3.430184000000e-02	1.457463000000e+00	1.292673000000e-02	3.494830000000e-02	5.117468000000e+00	5.074714250432e+02	1.921799999998e+09	4.726374000000e+00	1.621370229585e+00	1.199117743624e-11	4.345455692086e+06	6.638035326051e+00	7.773924637295e+00	5.280413014774e+02	6.703517508684e+03	1.136030614429e+03	1	mq1	reserved_confirmation		False	False
7.529778000000e-01	1.400715000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	6.368368530273e+01	1.262997000000e+00	0.000000000000e+00	4.268800000000e-01	3.803918000000e+01	4.091606000000e+00	5.672817000000e+00	4.207504000000e+00	6.286021418422e-01	7.734254064746e-01	-1.032821687156e+01	9.145814299726e+00	-6.153878428010e-01	7.888610016041e+00	1-23189	-3.630003937099e+00	11983-3702	2.570204162598e+02	2.752249000000e-02	6.586530000000e-01	6.570485000000e-02	1.121167000000e-01	5.935064000000e+00	2.643966828730e+03	1.398989000002e+09	4.252087000000e+00	1.575386256286e+00	1.078499195570e-11	4.344294564697e+06	6.637919264897e+00	7.911760496039e+00	1.886229038235e+03	3.051383103361e+03	1.329452672091e+03	0	mq0	exploration	0	False	False
