case,grid,component,r,theta,z,gx,gy,gz
f1-stars-h0p1,box32,atomic_helium,3.0,5.759586531581287,0.0,-92.30123987249047,50.43290116373789,0.0
f1-stars-h0p1,box32,atomic_helium,3.0,0.0,0.4,-89.93475605433636,-2.562959598244876,-25.43876760199169
f1-stars-h0p1,box32,atomic_helium,3.0,0.5235987755982988,0.4,-72.36913701354068,-46.35089312260179,-26.885509357301594
f1-stars-h0p1,box32,atomic_helium,3.0,1.0471975511965976,0.4,-38.37892150998536,-62.72827202876054,-31.641171330121903
f1-stars-h0p1,box32,atomic_helium,3.0,1.5707963267948966,0.4,0.5851009636939699,-74.08589413792787,-33.01778018415615
f1-stars-h0p1,box32,atomic_helium,3.0,2.0943951023931953,0.4,40.89612339017218,-61.19475248244046,-30.732642811190708
f1-stars-h0p1,box32,atomic_helium,3.0,2.6179938779914944,0.4,67.48857721217401,-49.65634744129282,-27.79446597121665
f1-stars-h0p1,box32,atomic_helium,3.0,3.141592653589793,0.4,98.6872000535361,-5.84883298650915,-36.34687480885145
f1-stars-h0p1,box32,atomic_helium,3.0,3.665191429188092,0.4,78.05569477852238,49.51330727740255,-45.52116439432535
f1-stars-h0p1,box32,atomic_helium,3.0,4.1887902047863905,0.4,36.96949569912554,60.317609841304204,-33.12178870573072
f1-stars-h0p1,box32,atomic_helium,3.0,4.71238898038469,0.4,-2.6839139781329764,68.97645131566016,-42.17721386007464
f1-stars-h0p1,box32,atomic_helium,3.0,5.235987755982989,0.4,-43.52828096654222,59.80374590810096,-39.99942665094913
f1-stars-h0p1,box32,atomic_helium,3.0,5.759586531581287,0.4,-73.63340908064356,40.49186791566144,-35.95667646787748
f1-stars-h0p1,box32,atomic_helium,6.0,0.0,0.0,-25.37686616731655,-2.809860795054353,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,0.5235987755982988,0.0,-20.233618033753682,-11.46928209396366,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,1.0471975511965976,0.0,-14.188078907189109,-23.009088716698777,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,1.5707963267948966,0.0,-0.4529375761253027,-23.990233080074308,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,2.0943951023931953,0.0,13.366095885952706,-19.641932562127135,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,2.6179938779914944,0.0,18.760293337432866,-11.221020367745695,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,3.141592653589793,0.0,22.771522008729875,-1.0267803306083956,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,3.665191429188092,0.0,22.303540876201797,11.883752047040879,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,4.1887902047863905,0.0,20.051215304559538,23.42181881025856,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,4.71238898038469,0.0,-1.3942756653779458,32.99782457026064,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,5.235987755982989,0.0,-16.23476674929077,23.82309031969435,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,5.759586531581287,0.0,-23.47509512931319,11.702581320528553,0.0
f1-stars-h0p1,box32,atomic_helium,6.0,0.0,0.4,-24.39230228857676,-2.3691423514726893,-3.173617742729862
f1-stars-h0p1,box32,atomic_helium,6.0,0.5235987755982988,0.4,-19.885159615137834,-11.322943036670116,-2.296435549440011
f1-stars-h0p1,box32,atomic_helium,6.0,1.0471975511965976,0.4,-13.059136587955562,-21.861019173995945,-3.651661604159846
f1-stars-h0p1,box32,atomic_helium,6.0,1.5707963267948966,0.4,-0.29391693439355104,-23.349165609511633,-2.777465874966495
f1-stars-h0p1,box32,atomic_helium,6.0,2.0943951023931953,0.4,12.89583800770846,-19.27236380382752,-2.6518690701515157
f1-stars-h0p1,box32,atomic_helium,6.0,2.6179938779914944,0.4,18.56053432949733,-11.104997194833684,-1.9096426222647414
f1-stars-h0p1,box32,atomic_helium,6.0,3.141592653589793,0.4,22.520911994982622,-1.012773655883984,-2.0375878425307827
f1-stars-h0p1,box32,atomic_helium,6.0,3.665191429188092,0.4,21.729741669748197,11.461617562242562,-2.7495358912397423
f1-stars-h0p1,box32,atomic_helium,6.0,4.1887902047863905,0.4,18.75376530127493,22.616434744503056,-4.592941962800656
f1-stars-h0p1,box32,atomic_helium,6.0,4.71238898038469,0.4,-1.4572898496607785,30.98943454738369,-5.712639112192122
f1-stars-h0p1,box32,atomic_helium,6.0,5.235987755982989,0.4,-15.414564117852688,22.98259596403941,-3.9840888979830935
f1-stars-h0p1,box32,atomic_helium,6.0,5.759586531581287,0.4,-22.906486325962828,11.509381844984766,-3.0691301928738715
f1-stars-h0p1,box32,co21,1.0,0.0,0.0,20.280963059496507,-161.41178562287953,0.0
f1-stars-h0p1,box32,co21,1.0,0.5235987755982988,0.0,58.356013743840585,-119.30813259073152,0.0
f1-stars-h0p1,box32,co21,1.0,1.0471975511965976,0.0,-23.277572560613457,-163.56382911577052,0.0
f1-stars-h0p1,box32,co21,1.0,1.5707963267948966,0.0,-48.18007423864307,-123.6271944830118,0.0
f1-stars-h0p1,box32,co21,1.0,2.0943951023931953,0.0,-139.2282040903438,-101.01492007121844,0.0
f1-stars-h0p1,box32,co21,1.0,2.6179938779914944,0.0,30.530624290058704,-115.8337097812921,0.0
f1-stars-h0p1,box32,co21,1.0,3.141592653589793,0.0,-191.54889871347532,286.6444118496728,0.0
f1-stars-h0p1,box32,co21,1.0,3.665191429188092,0.0,80.05411398468293,129.80700467516118,0.0
f1-stars-h0p1,box32,co21,1.0,4.1887902047863905,0.0,53.53822525753601,71.51497935080556,0.0
f1-stars-h0p1,box32,co21,1.0,4.71238898038469,0.0,33.589621555234544,117.46510949020866,0.0
f1-stars-h0p1,box32,co21,1.0,5.235987755982989,0.0,19.692606356568792,273.53216028191247,0.0
f1-stars-h0p1,box32,co21,1.0,5.759586531581287,0.0,20.438847760749567,71.9205514658916,0.0
f1-stars-h0p1,box32,co21,1.0,0.0,0.4,-7.977519207552454,-92.14146176892909,-173.44017795247967
f1-stars-h0p1,box32,co21,1.0,0.5235987755982988,0.4,-6.8966852559626775,-95.40617893765098,-115.58000829261647
f1-stars-h0p1,box32,co21,1.0,1.0471975511965976,0.4,-25.501100934232277,-108.66812935148575,-83.96531397866673
f1-stars-h0p1,box32,co21,1.0,1.5707963267948966,0.4,-36.25301797400807,-105.1780516928809,-75.58831180555771
f1-stars-h0p1,box32,co21,1.0,2.0943951023931953,0.4,-51.5333872009833,-114.08988466429706,-152.30364435983344
f1-stars-h0p1,box32,co21,1.0,2.6179938779914944,0.4,16.319458951329846,-89.89712578360263,-228.80334389112187
f1-stars-h0p1,box32,co21,1.0,3.141592653589793,0.4,-27.492261794778628,125.88857307231343,-252.54615254519163
f1-stars-h0p1,box32,co21,1.0,3.665191429188092,0.4,53.95068876591807,105.75585088363704,-104.18511480767897
f1-stars-h0p1,box32,co21,1.0,4.1887902047863905,0.4,44.95086093707205,80.05458383364171,-92.1723283382763
f1-stars-h0p1,box32,co21,1.0,4.71238898038469,0.4,27.77887246250383,107.51655059805071,-104.39692701274811
f1-stars-h0p1,box32,co21,1.0,5.235987755982989,0.4,7.376943149867918,161.7765780423063,-171.30717349098774
f1-stars-h0p1,box32,co21,1.0,5.759586531581287,0.4,-14.657266477208713,55.20073338553546,-234.74089997719545
f1-stars-h0p1,box32,co21,3.0,0.0,0.0,-62.59170548621693,-8.273148029563064,0.0
f1-stars-h0p1,box32,co21,3.0,0.5235987755982988,0.0,-27.384732587627127,-37.02487639961503,0.0
f1-stars-h0p1,box32,co21,3.0,1.0471975511965976,0.0,-19.793375620092565,-23.14165611525095,0.0
f1-stars-h0p1,box32,co21,3.0,1.5707963267948966,0.0,18.131500353010065,-31.98362217428322,0.0
f1-stars-h0p1,box32,co21,3.0,2.0943951023931953,0.0,22.885596195669155,-47.29972128069813,0.0
f1-stars-h0p1,box32,co21,3.0,2.6179938779914944,0.0,47.535731033384316,-39.060766613112804,0.0
f1-stars-h0p1,box32,co21,3.0,3.141592653589793,0.0,72.76768558028628,2.2387600810934707,0.0
f1-stars-h0p1,box32,co21,3.0,3.665191429188092,0.0,36.94767193207133,13.27204341767968,0.0
f1-stars-h0p1,box32,co21,3.0,4.1887902047863905,0.0,9.245382005610255,21.79457614206865,0.0
f1-stars-h0p1,box32,co21,3.0,4.71238898038469,0.0,-8.928436784602896,37.9832462763031,0.0
f1-stars-h0p1,box32,co21,3.0,5.235987755982989,0.0,-18.364684732529525,55.71899129750402,0.0
f1-stars-h0p1,box32,co21,3.0,5.759586531581287,0.0,-23.956685526111034,32.175372376495055,0.0
f1-stars-h0p1,box32,co21,3.0,0.0,0.4,-59.0068074257959,-6.88770918427912,-33.23916105849774
f1-stars-h0p1,box32,co21,3.0,0.5235987755982988,0.4,-32.127550919542244,-32.004970423388414,-20.69091732928623
f1-stars-h0p1,box32,co21,3.0,1.0471975511965976,0.4,-18.86645502963541,-25.130719318478295,-14.560775481227164
f1-stars-h0p1,box32,co21,3.0,1.5707963267948966,0.4,13.89915635834333,-32.7756527571826,-14.222737980936373
f1-stars-h0p1,box32,co21,3.0,2.0943951023931953,0.4,21.776958346559105,-44.29727660198446,-9.87328651762024
f1-stars-h0p1,box32,co21,3.0,2.6179938779914944,0.4,44.862936520368955,-36.094833910779734,-12.66501884279493
f1-stars-h0p1,box32,co21,3.0,3.141592653589793,0.4,57.440799796805955,-1.0846112484548136,-26.0157342761413
f1-stars-h0p1,box32,co21,3.0,3.665191429188092,0.4,34.883823884566475,21.01335778457804,-20.322908889341132
f1-stars-h0p1,box32,co21,3.0,4.1887902047863905,0.4,13.634392238129692,30.624393455026674,-26.029472607262505
f1-stars-h0p1,box32,co21,3.0,4.71238898038469,0.4,-3.258603232113491,41.25948419003371,-21.786914361668728
f1-stars-h0p1,box32,co21,3.0,5.235987755982989,0.4,-15.99005004272443,48.517777340564926,-15.306139293152308
f1-stars-h0p1,box32,co21,3.0,5.759586531581287,0.4,-30.392477635589344,29.07174051582878,-23.265948012321985
f1-stars-h0p1,box32,co21,6.0,0.0,0.0,-17.1722334934314,-2.7844622450000704,0.0
f1-stars-h0p1,box32,co21,6.0,0.5235987755982988,0.0,-12.828287698124567,-7.893073505312695,0.0
f1-stars-h0p1,box32,co21,6.0,1.0471975511965976,0.0,-8.475788065269773,-14.795101612939128,0.0
f1-stars-h0p1,box32,co21,6.0,1.5707963267948966,0.0,1.689668526812597,-15.274302178024515,0.0
f1-stars-h0p1,box32,co21,6.0,2.0943951023931953,0.0,6.810340662678633,-11.203768909801255,0.0
f1-stars-h0p1,box32,co21,6.0,2.6179938779914944,0.0,11.421670067046445,-7.4394182198331915,0.0
f1-stars-h0p1,box32,co21,6.0,3.141592653589793,0.0,15.28805311099786,-1.3278948517369222,0.0
f1-stars-h0p1,box32,co21,6.0,3.665191429188092,0.0,15.15229658114717,8.928529025008913,0.0
f1-stars-h0p1,box32,co21,6.0,4.1887902047863905,0.0,8.37085337393109,15.841691277716851,0.0
f1-stars-h0p1,box32,co21,6.0,4.71238898038469,0.0,-0.21385450194871236,13.821568415602862,0.0
f1-stars-h0p1,box32,co21,6.0,5.235987755982989,0.0,-5.769744602617561,13.758144881014458,0.0
f1-stars-h0p1,box32,co21,6.0,5.759586531581287,0.0,-19.98987979474374,15.75162457012675,0.0
f1-stars-h0p1,box32,co21,6.0,0.0,0.4,-16.913083878719128,-2.6720992443700773,-1.875359246450472
f1-stars-h0p1,box32,co21,6.0,0.5235987755982988,0.4,-12.687259154345448,-7.818403589976607,-1.3752781108963439
f1-stars-h0p1,box32,co21,6.0,1.0471975511965976,0.4,-8.236667861578642,-14.424045929561627,-1.9316165956910265
f1-stars-h0p1,box32,co21,6.0,1.5707963267948966,0.4,1.6161496158162014,-15.032726145976728,-1.5340719037970143
f1-stars-h0p1,box32,co21,6.0,2.0943951023931953,0.4,6.75352029140962,-11.116762674943129,-1.0550177866897374
f1-stars-h0p1,box32,co21,6.0,2.6179938779914944,0.4,11.32715313983908,-7.372315367347345,-1.109898281252527
f1-stars-h0p1,box32,co21,6.0,3.141592653589793,0.4,15.10138620376731,-1.2892446586407342,-1.432824246901987
f1-stars-h0p1,box32,co21,6.0,3.665191429188092,0.4,14.829706594767961,8.716227665461634,-1.979773448836379
f1-stars-h0p1,box32,co21,6.0,4.1887902047863905,0.4,7.964934019494387,15.284842412679684,-2.2920461152142133
f1-stars-h0p1,box32,co21,6.0,4.71238898038469,0.4,-0.2020713660899134,13.694884456938704,-1.1904114976886615
f1-stars-h0p1,box32,co21,6.0,5.235987755982989,0.4,-5.727820393793676,13.603669727098962,-1.3643746673873358
f1-stars-h0p1,box32,co21,6.0,5.759586531581287,0.4,-18.780577524522556,14.667133535339222,-4.2727793788036195
f1-stars-h0p1,box32,total,1.0,0.0,0.0,-2036.6805715205442,-1830.603352699017,0.0
f1-stars-h0p1,box32,total,1.0,0.5235987755982988,0.0,-1962.3357911762746,-1929.81237739776,0.0
f1-stars-h0p1,box32,total,1.0,1.0471975511965976,0.0,-1341.9210668026624,-3836.5738697411575,0.0
f1-stars-h0p1,box32,total,1.0,1.5707963267948966,0.0,-1241.5430848123756,-4270.607717346925,0.0
f1-stars-h0p1,box32,total,1.0,2.0943951023931953,0.0,590.7711489029434,-3618.8312262847303,0.0
f1-stars-h0p1,box32,total,1.0,2.6179938779914944,0.0,2344.8756270821204,-2628.548752488964,0.0
f1-stars-h0p1,box32,total,1.0,3.141592653589793,0.0,2978.489891340101,-354.71728176321983,0.0
f1-stars-h0p1,box32,total,1.0,3.665191429188092,0.0,2396.376290653679,3192.9932589726745,0.0
f1-stars-h0p1,box32,total,1.0,4.1887902047863905,0.0,760.2014719326517,3005.655594005386,0.0
f1-stars-h0p1,box32,total,1.0,4.71238898038469,0.0,-326.2534358407819,3705.8507185883427,0.0
f1-stars-h0p1,box32,total,1.0,5.235987755982989,0.0,-744.6210965330364,3796.829802308102,0.0
f1-stars-h0p1,box32,total,1.0,5.759586531581287,0.0,-982.0444415576219,2282.61759195406,0.0
f1-stars-h0p1,box32,total,1.0,0.0,0.4,-1877.0925054745128,-457.26842239866966,-4330.656095758675
f1-stars-h0p1,box32,total,1.0,0.5235987755982988,0.4,-1604.9647718124675,-1562.2086661877438,-3605.8901949975375
f1-stars-h0p1,box32,total,1.0,1.0471975511965976,0.4,-1070.1313089911314,-2281.414913451087,-3093.690956118599
f1-stars-h0p1,box32,total,1.0,1.5707963267948966,0.4,-357.2965888256807,-2394.289504045868,-3169.822401907152
