system,class,class_rank,source,probe,r_kpc,Mb_Msun,g_bar,g_obs,nu_obs,abs_Phi_b,S_shape,e_lg_gbar,e_lg_gobs,sys_lg_Mb,tier,phi_method,baryon_method,gobs_method,assumes
D512-2,field_galaxy,1,SPARC,rotation_curve,2.88,178649718.77804616,3.0028892105403492e-12,1.5571944485780176e-11,5.185654013182228,344184491.8992058,1.2897601541306818,0.11,0.09783300425670027,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D512-2,field_galaxy,1,SPARC,rotation_curve,3.83,237750247.14141077,2.2596718596845794e-12,1.0905349232451155e-11,4.826076487925729,267051299.99999997,1.0000000000000002,0.11,0.1446841783722254,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D564-8,field_galaxy,1,SPARC,rotation_curve,0.51,3825064.6005999893,2.0503139670475505e-12,4.634416055412561e-12,2.260344576438756,199883235.22124812,6.1949139557253705,0.11,0.1556137136562003,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D564-8,field_galaxy,1,SPARC,rotation_curve,1.02,15626339.122496225,2.0940104744668915e-12,7.244412605747154e-12,3.4595875684869672,167273710.22124812,2.5380380177015103,0.11,0.08110665158722981,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D564-8,field_galaxy,1,SPARC,rotation_curve,1.53,28988648.33141337,1.7265018667311038e-12,8.30402034401156e-12,4.809737251969552,137212093.55458146,1.6833846489904138,0.11,0.0789626330733185,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D564-8,field_galaxy,1,SPARC,rotation_curve,2.04,40468269.93620018,1.3557395059979322e-12,7.619167426521626e-12,5.6199346502876395,112959545.63791479,1.323628082423772,0.11,0.07218410566793776,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D564-8,field_galaxy,1,SPARC,rotation_curve,2.56,49436534.131782554,1.0516955429304885e-12,7.291753401249822e-12,6.933331086420481,93645267.90353979,1.1272111927982407,0.11,0.06840138089976215,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D564-8,field_galaxy,1,SPARC,rotation_curve,3.07,56249415.729818985,8.320764163354391e-13,6.597677706523545e-12,7.929172822347835,78822850.0,1.0,0.11,0.07122429503213328,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,0.45,12600363.080194188,8.675209672120727e-12,5.093648036927778e-12,0.5871498476050774,1506478960.9220607,12.506046286067958,0.11,0.16318318226091266,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,0.9,63379465.259547114,1.0909014020748938e-11,1.1408983445195033e-11,1.0458308535945735,1370510110.9220607,4.5238030525363335,0.11,0.10832963481182234,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,1.35,155139045.1643688,1.1867945008743392e-11,1.6227902219736228e-11,1.3673725491465247,1212374819.255394,2.452319596340688,0.11,0.07850707942097243,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,1.8,242164882.13016984,1.0420489048276934e-11,1.7190713740857636e-11,1.6497031627992722,1057631246.3387272,1.8273558217449908,0.11,0.06240347895308861,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,2.25,310884070.679868,8.561608835254895e-12,1.7343066376120295e-11,2.0256784337898286,925842820.0887272,1.5575744618200391,0.11,0.04555711568091748,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,2.69,375635809.9111582,7.237429989004344e-12,1.8136798414502323e-11,2.505972208651017,818591192.2886446,1.362636025429007,0.11,0.040519227435303395,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,3.14,423640822.5642287,5.990463889767301e-12,1.864222162916842e-11,3.111982973641224,726752907.2064815,1.2521205111534013,0.11,0.03208669819238143,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,3.59,465598981.8994493,5.0366882766692035e-12,1.8770882516153305e-11,3.726830306950546,650193875.6942306,1.1653404130746452,0.11,0.030286325711674136,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,4.04,500971537.83299,4.279295435564272e-12,1.9103270868946504e-11,4.464115917350195,585515100.990881,1.0975742753049833,0.11,0.032572086142743886,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,4.49,522881104.89273304,3.6160315774113514e-12,1.936701251805946e-11,5.355874832244672,530699625.4752962,1.059301727599772,0.11,0.03202712202452552,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,4.94,541587786.1374733,3.094118281920297e-12,1.9700789144479764e-11,6.367173892348064,484112567.74917513,1.0264361787822116,0.11,0.03471185822511392,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,5.39,551233728.1545627,2.6453320912270787e-12,1.9261652876609262e-11,7.28137421403089,444264857.7195433,1.009769968160167,0.11,0.04189483871363524,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,5.84,557340952.1724956,2.27833304451475e-12,1.8926151050355092e-11,8.30701687618549,410080960.6812524,0.9988240819635256,0.11,0.048635032733686065,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,6.29,559525050.34565,1.9716970752655836e-12,1.7632363948014276e-11,8.942734748257022,380573959.69339675,0.9944837383685898,0.11,0.05864831465018273,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,6.74,559218026.3679938,1.7162609356663562e-12,1.6008151454828236e-11,9.327341269707864,354969298.6428148,0.9944822435745704,0.11,0.061267887048396356,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
D631-7,field_galaxy,1,SPARC,rotation_curve,7.19,555950623.8942196,1.4993409040832548e-12,1.4798912702697897e-11,9.870278775423944,332644099.99999994,0.9999999999999998,0.11,0.059724965399609496,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,0.1,14967.385060371176,2.086737784473227e-13,1.282185158855058e-11,61.44447895635967,1189857260.8303595,1847.8913819387471,0.11,0.6379779034636005,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,0.3,969698.9656448715,1.5021606149444357e-12,2.087169888378486e-11,13.894452215122744,1184578177.497026,85.18743792924599,0.11,0.28869647574000334,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,0.49,5278676.744873738,3.0651720418858303e-12,1.6095429548554707e-11,5.2510688889919805,1171189527.3099513,25.271190376275925,0.11,0.2572359623580799,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,0.69,16533504.218538504,4.841597445327253e-12,1.590142371354035e-11,3.28433412589624,1146791785.961238,11.124903703715711,0.11,0.21809135939054605,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,0.89,24496542.655022502,4.311682061003601e-12,1.8434208036867528e-11,4.275409869292803,1118547716.5914283,9.446419647980091,0.11,0.1783502672349354,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,1.09,40373119.649672225,4.73763131961053e-12,2.0879240880846838e-11,4.407105465218697,1090624453.1649776,6.844424333278072,0.11,0.1514294721806055,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,1.29,70959224.50607274,5.944993554533057e-12,3.13046718200289e-11,5.265720060564084,1057661317.0793505,4.4694592000797435,0.11,0.11367934880413731,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,1.48,121675299.90791778,7.744634789223781e-12,3.591681236156162e-11,4.637637969906318,1017531626.7640352,2.876965894138963,0.11,0.09908348179718636,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,1.68,174628092.36065704,8.626159705960873e-12,3.76864050656553e-11,4.368850838642964,967016633.1990417,2.162502522948613,0.11,0.09609502337135296,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,1.88,227544195.07806566,8.975776092083998e-12,3.6953330611643565e-11,4.117006733739024,912702734.5161643,1.7528669275431943,0.11,0.08667129617248481,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,2.08,274689513.81558484,8.851917525465187e-12,3.3544558552894904e-11,3.789524524646095,857692219.9907959,1.5096637662814334,0.11,0.08648450458590619,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,2.27,307617476.54716474,8.323025763565968e-12,3.0604520506559424e-11,3.677090685040369,807345699.3939643,1.3848473197379048,0.11,0.08667129617248483,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,2.37,328952518.3579681,8.165042914574582e-12,2.94399501223719e-11,3.6056087433198494,781907267.4528502,1.3094770362632508,0.11,0.12598283893141743,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO064,field_galaxy,1,SPARC,rotation_curve,2.98,443050132.5798267,6.95572319553336e-12,2.39209749424655e-11,3.4390349170056727,639600950.0000001,1.0,0.11,0.16019817775962167,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,0.49,10223165.300481642,5.936290849604431e-12,1.2595387915954796e-11,2.1217605799746315,821723592.748535,9.155118287801772,0.11,0.10070596681814534,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,0.99,37165749.19792504,5.2868191057195954e-12,1.5272908942254174e-11,2.8888654286905773,735146345.7891452,4.551909429394869,0.11,0.03216996162246309,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,1.48,69495728.75053832,4.4234042487768284e-12,1.828872479957316e-11,4.134536156090732,661737930.4243486,3.2757981815305413,0.11,0.021038487012614272,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,1.97,111737295.13833636,4.014095030530957e-12,1.9354032620499495e-11,4.821518293237685,597951194.6178252,2.4505372959508125,0.11,0.012661646702718713,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,2.47,155002434.2449382,3.5421468342912323e-12,1.9146051701736015e-11,5.405211188984223,539660879.3113042,1.998972768777258,0.11,0.00909517239587962,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,2.96,209437089.17107418,3.3326685205945295e-12,1.9313292792499527e-11,5.795143643345046,487687893.4485184,1.6021663240671868,0.11,0.004136137922888113,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,3.46,277304115.1497767,3.2294314104035377e-12,1.8631296333500446e-11,5.769218777485151,437066581.8370514,1.2676369577839728,0.11,0.003895017774917057,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,3.95,322237054.817987,2.8794081953829544e-12,1.7587914316427822e-11,6.10816984706424,390884303.75682163,1.1137747145800547,0.11,0.0037520041633110316,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,4.44,342774660.78221446,2.424179183602526e-12,1.639921909088293e-11,6.764854348147799,350789660.0986223,1.056205806318189,0.11,0.005497398505104453,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,4.94,356386732.7377211,2.036055342130117e-12,1.5241109466414423e-11,7.485606678288619,316382545.8880048,1.0194019121542348,0.11,0.01081231075277805,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,5.43,361606537.1481604,1.7098521627259026e-12,1.3409306217959525e-11,7.842377551859202,288063822.00332236,1.005494690657489,0.11,0.012827263178577056,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO154,field_galaxy,1,SPARC,rotation_curve,5.92,363569644.51919353,1.4463258562851105e-12,1.1333147506709792e-11,7.835818918303095,264203400.00000003,1.0000000000000002,0.11,0.024816827537328674,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,0.6,17540564.231954508,6.7930217744490035e-12,1.3827324968295958e-11,2.0355190116283004,3157762356.9649754,25.108145749243743,0.11,0.19163244013980985,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,0.73,28344396.08147353,7.415551170106595e-12,1.2233275904099855e-11,1.649678577286927,3129264358.2149754,18.733779846185108,0.11,0.2527279936858682,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,0.85,40124163.849460036,7.742658274516285e-12,1.3190352976190267e-11,1.7035948776926129,3101200349.979681,15.271097904162108,0.11,0.11674582846861606,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,0.98,57758421.14575047,8.384653305932656e-12,1.3227670569160675e-11,1.577604951155379,3068853955.513895,12.103597986478725,0.11,0.3291952172826649,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,1.07,72017804.61124949,8.769892522142388e-12,1.387053535882188e-11,1.5816083633637805,3045033926.646834,10.516313925039492,0.11,0.16357072542711262,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,1.54,173052354.69920632,1.0173210234775976e-11,1.757617708010927e-11,1.727692308965275,2907671004.019695,6.014727829702909,0.11,0.0823506491636616,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,2.02,310694791.25485635,1.0615811092355809e-11,1.7365603518254825e-11,1.6358244666542134,2753715283.0990314,4.161634532472012,0.11,0.06996233295097978,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
DDO161,field_galaxy,1,SPARC,rotation_curve,2.49,461430118.0446653,1.037598157597054e-11,1.612632598712107e-11,1.5541976312359307,2601496608.6239033,3.2632036631517765,0.11,0.07106636976598664,0.11,1,resolved trapezoid + point-mass tail at Rmax,3.6um starlight at Upsilon*=0.5 disk / 0.7 bulge plus 21cm HI x1.33 for helium,"circular velocity, V_obs^2/r, inclination-corrected",none
