axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	mass_bin	surface_bin	sample_cell	role	outer_fold	response_read
7.509060000000e-01	1.692663000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.012902259827e+01	1.447546000000e+00	0.000000000000e+00	5.544000000000e-01	1.949461000000e+00	4.147986000000e+00	4.926485000000e+00	2.757825000000e+00	4.212023478783e-01	1.241029452171e+00	-1.186659403125e+01	9.677804894795e+00	-1.204978407928e-01	8.835400199039e+00	1-178035	-4.207098925580e+00	7961-1901	2.595327453613e+02	2.959870000000e-02	1.930140000000e+00	6.474569000000e-03	1.105418000000e-02	1.741925000000e+01	1.457942951955e+03	4.762169999999e+09	2.637560000000e+00	1.945081450802e+00	9.541353984916e-11	6.195969080610e+07	7.792109241858e+00	7.956864889451e+00	0	1	m0-s1	exploration	4	False
8.615090000000e-01	2.083748000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.970576858521e+01	1.888966000000e+00	0.000000000000e+00	7.882000000000e-01	1.206676000000e+00	2.189277000000e+00	-7.643017000000e-01	-4.959385000000e+00	3.826796918399e-01	1.210874478195e+00	-1.209710624041e+01	9.827996349794e+00	-1.600311818657e-01	9.062636966114e+00	1-177974	-4.339978637137e+00	7961-1902	2.596004028320e+02	2.860750000000e-02	6.000000000000e+00	5.381336000000e-03	8.404704000000e-03	1.625079000000e+01	9.295682645476e+02	6.729709999999e+09	2.413680000000e+00	2.039438506321e+00	1.610077479875e-10	1.142532769117e+08	8.057868664972e+00	7.939553146009e+00	0	1	m0-s1	exploration	2	False
8.053760000000e-01	1.532162000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.155753135681e+01	1.359692000000e+00	0.000000000000e+00	5.862000000000e-01	2.146911000000e+01	3.397669000000e+00	3.775789000000e+00	1.438304000000e+00	4.878182848266e-01	1.094309329926e+00	-1.084795576566e+01	9.903342889877e+00	-3.815083123425e-01	8.927706320224e+00	1-547620	-4.219944017699e+00	7961-3702	2.593967285156e+02	4.197590000000e-02	1.365180000000e+00	1.136023000000e-01	2.376532000000e-01	1.242537000000e+01	2.434993659603e+03	8.004660000003e+09	3.074810000000e+00	2.024542479869e+00	1.180092715878e-10	6.573541757834e+07	7.817799426095e+00	7.744171986487e+00	0	1	m0-s1	reserved_confirmation		False
7.852610000000e-01	1.464660000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.745870971680e+01	1.333161000000e+00	0.000000000000e+00	5.496000000000e-01	2.134998000000e+01	3.639053000000e+00	4.391862000000e+00	2.552517000000e+00	9.264870158657e-01	8.909572676505e-01	-1.069734605733e+01	9.821464397291e+00	-6.274311515962e-01	7.968490365559e+00	1-178414	-3.521001674847e+00	7962-12704	2.608830871582e+02	2.230860000000e-02	9.318120000000e-01	1.330817000000e-01	2.011050000000e-01	7.779600000000e+00	6.652933717870e+02	6.629250000004e+09	8.442810000001e+00	1.764268868057e+00	1.296284043122e-11	2.629751674932e+06	6.419914740391e+00	7.127108136222e+00	0	0	m0-s0	exploration	1	False
7.795590000000e-01	2.161890000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.754448318481e+01	1.963717000000e+00	0.000000000000e+00	7.359000000000e-01	5.209504000000e-01	2.147988000000e+00	-1.929775000000e+00	-5.545694000000e+00	3.327393318479e-01	1.375795253809e+00	-1.237090511894e+01	9.836183548682e+00	5.741123290018e-02	9.170704884987e+00	1-178405	-4.418982776569e+00	7962-1901	2.610147094727e+02	2.793550000000e-02	3.392920000000e+00	2.919298000000e-03	5.791988000000e-03	2.375720000000e+01	3.391862749978e+02	6.857779999995e+09	2.151490000000e+00	2.068502285761e+00	2.064974506900e-10	1.643905860948e+08	8.215876943836e+00	8.010370086553e+00	0	1	m0-s1	exploration	4	False
8.681130000000e-01	2.217298000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.607612228394e+01	1.981801000000e+00	0.000000000000e+00	7.487000000000e-01	1.511121000000e-01	1.927660000000e+00	-1.973571000000e+00	-5.111477000000e+00	1.491082148001e-01	1.376396632672e+00	-1.325907290071e+01	9.759861912074e+00	-1.155051789393e-01	9.461645482474e+00	1-178270	-4.656268633837e+00	7962-1902	2.594326477051e+02	4.058120000000e-02	3.571500000000e+00	3.168028000000e-04	1.872129000000e-03	2.379012000000e+01	3.005740909810e+03	5.752569999999e+09	1.409640000000e+00	2.122157025981e+00	4.035109196687e-10	4.902850586168e+08	8.690448658371e+00	8.323977580429e+00	0	1	m0-s1	exploration	3	False
5.700200000000e-01	2.114247000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.794106101990e+01	1.900075000000e+00	0.000000000000e+00	7.715000000000e-01	1.625796000000e-01	2.337094000000e+00	-1.221365000000e+00	-5.249947000000e+00	3.885824969924e-01	1.307582032542e+00	-1.309369272840e+01	1.015664605421e+01	-1.124355833001e-01	9.379481060227e+00	1-178473	-4.495449281617e+00	7962-3701	2.596738281250e+02	4.714460000000e-02	3.192310000000e+00	1.155988000000e-03	8.860005000000e-03	2.030402000000e+01	1.422423894397e+03	1.434319999993e+10	2.446710000000e+00	2.200811955953e+00	3.339572450250e-10	2.337813993824e+08	8.368809953930e+00	7.766374086072e+00	1	1	m1-s1	exploration	2	False
9.046670000000e-01	2.327035000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.125958681107e-01	2.027100000000e+00	0.000000000000e+00	7.881000000000e-01	1.069579000000e-01	2.095857000000e+00	-1.716820000000e+00	-6.246558000000e+00	8.858947125237e-01	7.601093920528e-01	-1.291740857957e+01	1.098761532617e+01	-4.668643479575e-01	9.215825901119e+00	1-179227	-4.164965594298e+00	7963-6101	3.146593933105e+02	4.789140000000e-02	4.690290000000e+00	1.175457000000e-02	1.588543000000e-02	5.755849000000e+00	8.580485402698e+02	9.718860000078e+10	7.689440000000e+00	2.367640484167e+00	2.291056030928e-10	5.103199884305e+07	7.707842579296e+00	6.604921126795e+00	1	1	m1-s1	exploration	0	False
6.298180000000e-01	1.523269000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.406014919281e-01	1.344369000000e+00	0.000000000000e+00	6.469000000000e-01	2.459128000000e+01	3.944008000000e+00	4.868568000000e+00	3.179605000000e+00	8.582393450829e-01	1.226644492204e+00	-1.076012048201e+01	1.012855111598e+01	-2.900481724194e-01	8.412072425817e+00	1-179208	-3.776916540367e+00	7963-9102	3.138302612305e+02	2.318150000000e-02	8.625940000000e-01	2.335773000000e-01	4.348876000000e-01	1.685173000000e+01	2.105831620085e+03	1.344469999991e+10	7.215050000001e+00	1.951936062793e+00	3.599832017087e-11	8.545637598914e+06	6.931744471429e+00	7.075936283051e+00	1	0	m1-s0	reserved_confirmation		False
6.244750000000e-01	2.177289000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.660633325577e-01	1.921856000000e+00	0.000000000000e+00	7.387000000000e-01	3.449965000000e-01	2.120705000000e+00	-1.698958000000e+00	-5.053013000000e+00	4.428605896282e-01	1.177897924903e+00	-1.256162496318e+01	1.031440448545e+01	-2.703447184226e-01	9.428683306189e+00	1-179530	-4.492911358280e+00	7964-3703	3.174465637207e+02	5.022530000000e-02	5.134220000000e+00	5.659519000000e-03	2.817234000000e+05	1.506253000000e+01	2.367025188423e+03	2.062550000022e+10	2.772430000000e+00	2.252552125255e+00	3.740185271360e-10	2.310649683357e+08	8.363734107263e+00	7.606077731498e+00	1	1	m1-s1	exploration	4	False
5.890450000000e-01	1.581819000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.578352332115e-01	1.394846000000e+00	0.000000000000e+00	5.930000000000e-01	1.441811000000e+01	3.468180000000e+00	4.074268000000e+00	2.074149000000e+00	1.020560150612e+00	7.491671096792e-01	-1.095616107304e+01	1.008828142009e+01	-6.957906913804e-01	8.047161118861e+00	1-180336	-3.513300484125e+00	7968-12702	3.229288024902e+02	2.986380000000e-02	1.494430000000e+00	1.355565000000e-01	2.511512000000e-01	5.612639000000e+00	5.510631354874e+02	1.225410000013e+10	1.048480000000e+01	1.850640812083e+00	1.553713460839e-11	2.538121213616e+06	6.404512358952e+00	6.852589922703e+00	1	0	m1-s0	exploration	1	False
8.565660000000e-01	1.970736000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-5.114443302155e-01	1.728411000000e+00	0.000000000000e+00	7.755000000000e-01	1.157773000000e+00	2.360887000000e+00	7.748331000000e-01	-2.596954000000e+00	8.719405292931e-01	7.339835811403e-01	-1.204752299264e+01	1.028215743888e+01	-5.861865966948e-01	8.538276380289e+00	1-180080	-3.833167925498e+00	7968-9102	3.237516174316e+02	3.015600000000e-02	4.929070000000e+00	1.716463000000e-02	2.548950000000e-02	5.419804000000e+00	6.285365176666e+02	1.914950000022e+10	7.446300000001e+00	2.021888632137e+00	4.813779462973e-11	1.107253958779e+07	7.044247241698e+00	6.978581345286e+00	1	0	m1-s0	exploration	3	False
2.892080000000e-01	1.576048000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.407943630219e+01	1.371980000000e+00	0.000000000000e+00	7.257000000000e-01	1.913379000000e+01	3.534930000000e+00	5.099971000000e+00	3.096161000000e+00	1.039568771863e+00	8.407107986175e-01	-1.092699310922e+01	9.806740801615e+00	-8.230210821999e-01	7.727603257889e+00	1-115398	-3.344017243013e+00	7979-12704	3.339692077637e+02	2.536000000000e-02	8.826160000000e-01	7.581370000000e-02	1.339584000000e-01	6.929642000000e+00	7.323148733360e+02	6.408269999993e+09	1.095389999999e+01	1.700366192220e+00	7.444114891498e-12	1.163980961049e+06	6.065945876724e+00	6.964847300064e+00	0	0	m0-s0	exploration	4	False
7.198980000000e-01	2.092996000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.411556625366e+01	1.877622000000e+00	0.000000000000e+00	9.428000000000e-01	-7.981062000000e-03	2.076176000000e+00	-1.018840000000e+00	-4.169638000000e+00	6.419785112944e-01	7.715194287325e-01	-1.324839270135e+01	9.591007810958e+00	-6.313176873080e-01	8.307050788369e+00	1-115399	-3.832536138537e+00	7979-3702	3.339596252441e+02	2.466610000000e-02	6.000000000000e+00	2.200975000000e-04	7.091648000000e-04	5.909074000000e+00	8.527355469748e+02	3.899490000004e+09	4.385090000000e+00	1.791294827176e+00	2.826575549107e-11	1.104037100323e+07	7.042983667772e+00	7.669099186245e+00	0	0	m0-s0	exploration	3	False
3.767400000000e-01	2.043232000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.354307270050e+01	1.801116000000e+00	0.000000000000e+00	8.479000000000e-01	1.596278000000e+00	2.628124000000e+00	7.371607000000e-01	-3.219898000000e+00	8.009170001302e-01	1.099822850992e+00	-1.207439430184e+01	9.989040248656e+00	-4.307355557536e-01	8.387206248395e+00	1-115435	-3.793144624133e+00	7979-6102	3.342415161133e+02	2.617020000000e-02	1.269170000000e+00	8.215726000000e-03	1.491497000000e-02	1.258412000000e+01	4.293409032881e+02	9.750800000006e+09	6.322910000000e+00	1.910841801607e+00	3.399507924329e-11	9.208749069148e+06	6.964200638963e+00	7.231675234142e+00	1	0	m1-s0	reserved_confirmation		False
9.420300000000e-01	1.777481000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.876468658447e+01	1.570046000000e+00	0.000000000000e+00	7.179000000000e-01	6.730902000000e+00	2.936309000000e+00	1.847443000000e+00	-1.122714000000e+00	7.533585771070e-01	9.318233074164e-01	-1.146605981315e+01	1.001641904651e+01	-5.637602049314e-01	8.509701892296e+00	1-25688	-3.878171657595e+00	7990-6103	2.612848510742e+02	2.923590000000e-02	2.282450000000e+00	3.551070000000e-02	7.962023000000e-02	8.547189000000e+00	2.050265545744e+02	1.038529999999e+10	5.667070000000e+00	1.948310412045e+00	4.507250564177e-11	1.362243379423e+07	7.134254705887e+00	7.289323469750e+00	1	0	m1-s0	exploration	3	False
6.442090000000e-01	1.939481000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	9.206383824348e-01	1.746058000000e+00	0.000000000000e+00	7.002000000000e-01	1.550917000000e-01	2.297021000000e+00	6.871958000000e-02	-3.073900000000e+00	5.387420908132e-01	1.001370206775e+00	-1.283322944609e+01	9.447139418323e+00	-4.461852769934e-01	8.369655236696e+00	1-37034	-3.915456572942e+00	8077-1901	4.137895584106e+01	2.446720000000e-02	2.315320000000e+00	4.110645000000e-04	1.035569000000e-03	1.003160000000e+01	3.697599629611e+02	2.799880000002e+09	3.457340000000e+00	1.770978841099e+00	3.264863631555e-11	1.617426433874e+07	7.208824536581e+00	7.895888013284e+00	0	0	m0-s0	exploration	1	False
8.802590000000e-01	2.155928000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-4.491810798645e-01	1.937098000000e+00	0.000000000000e+00	8.100000000000e-01	1.203913000000e+00	2.250286000000e+00	-1.460789000000e+00	-5.022393000000e+00	6.688665432434e-01	1.106395582990e+00	-1.211711719640e+01	1.021681751495e+01	-2.943624704045e-01	8.879084428462e+00	1-36977	-4.105108942609e+00	8077-3701	4.149319076538e+01	2.895560000000e-02	3.599930000000e+00	1.258057000000e-02	1.791323000000e-02	1.277602000000e+01	4.394064797106e+02	1.647470000006e+10	4.665160000000e+00	2.090755663197e+00	1.055101493856e-10	3.873729365987e+07	7.588129275917e+00	7.315862286326e+00	1	1	m1-s1	exploration	1	False
8.718190000000e-01	1.683025000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.091848984361e-01	1.510297000000e+00	0.000000000000e+00	7.441000000000e-01	7.392665000000e+00	3.214254000000e+00	2.957509000000e+00	3.590073000000e-01	6.130782297752e-01	1.075608999030e+00	-1.131287746320e+01	1.002485904966e+01	-1.368364897432e-01	8.798702590109e+00	1-37068	-4.092812180167e+00	8077-3704	4.219844436646e+01	2.467230000000e-02	6.000000000000e+00	5.152068000000e-02	6.359594000000e-02	1.190170000000e+01	1.826848710769e+03	1.058910000001e+10	4.102780000000e+00	2.022670587286e+00	8.768239413999e-11	3.660460721548e+07	7.563535751032e+00	7.495523989173e+00	1	1	m1-s1	reserved_confirmation		False
3.986360000000e-01	1.737743000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-8.435373902321e-01	1.504946000000e+00	0.000000000000e+00	8.273000000000e-01	1.001929000000e+01	3.243331000000e+00	2.656710000000e+00	-8.132494000000e-01	6.727045222586e-01	1.000286539810e+00	-1.122227739438e+01	9.956265943620e+00	-5.300577231854e-01	8.610856899103e+00	1-36945	-3.969076188422e+00	8077-9101	4.164311218262e+01	4.286900000000e-02	2.258290000000e+00	5.419866000000e-02	1.182719000000e-01	1.000660000000e+01	4.527024114860e+02	9.042030000003e+09	4.706569999999e+00	1.958560888025e+00	5.689403145913e-11	2.070445330357e+07	7.316063767542e+00	7.440381103468e+00	1	0	m1-s0	exploration	1	False
7.881900000000e-01	2.128813000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-3.256290033460e-02	1.929817000000e+00	0.000000000000e+00	6.252000000000e-01	1.504630000000e-01	2.087610000000e+00	-1.715809000000e+00	-5.150919000000e+00	9.623546438691e-02	1.435467378716e+00	-1.314771808119e+01	9.646791770903e+00	-1.786802114517e-01	9.454320842130e+00	1-37922	-4.679042688871e+00	8080-1901	4.798515701294e+01	3.763120000000e-02	5.939290000000e+00	3.155540000000e-04	1.972781000000e-03	2.725633000000e+01	1.885980766557e+02	4.433959999995e+09	1.248060000000e+00	2.092058330602e+00	3.967625306120e-10	5.444986012447e+08	8.735996768440e+00	8.459821776634e+00	0	1	m0-s1	exploration	0	False
5.205600000000e-01	1.433850000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	7.817285656929e-01	1.267758000000e+00	0.000000000000e+00	7.050000000000e-01	6.459776000000e+01	4.072272000000e+00	6.440571000000e+00	4.111415000000e+00	4.286287660457e-01	1.372734016179e+00	-1.031101026804e+01	9.545864783373e+00	-4.238639249289e-02	8.688607251281e+00	1-37931	-4.129989242618e+00	8081-1901	4.791489410400e+01	2.704470000000e-02	1.225810000000e+00	1.717333000000e-01	2.961838000000e-01	2.359033000000e+01	2.022589991832e+03	3.514510000001e+09	2.683050000000e+00	1.875398186008e+00	6.804826564296e-11	4.344000593671e+07	7.637889875933e+00	8.011695317911e+00	0	1	m0-s1	exploration	1	False
6.999970000000e-01	1.869275000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.035018563271e+00	1.681840000000e+00	0.000000000000e+00	5.626000000000e-01	7.977861000000e-02	2.737511000000e+00	1.242990000000e+00	-1.621739000000e+00	5.135851294088e-01	1.417473520060e+00	-1.338089967787e+01	9.780068043453e+00	3.983234757644e-02	8.752897784635e+00	1-604037	-4.119656327613e+00	8082-1902	5.016064453125e+01	2.100530000000e-02	3.163680000000e+00	2.507081000000e-04	5.825524000000e-04	2.615011000000e+01	1.223593430695e+02	6.026540000000e+09	3.262760000000e+00	1.950021634366e+00	7.890555776430e-11	4.142133060611e+07	7.617224045924e+00	7.767159142826e+00	0	1	m0-s1	exploration	4	False
5.451210000000e-01	1.819089000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-4.385356307030e-01	1.605867000000e+00	0.000000000000e+00	5.389000000000e-01	1.970356000000e-01	3.452525000000e+00	2.987334000000e+00	9.064612000000e-01	5.296664313988e-01	1.401765918229e+00	-1.279305297212e+01	9.761018475219e+00	4.281444647526e-02	8.701685612421e+00	1-38374	-4.086009590511e+00	8082-3704	5.088859939575e+01	2.382870000000e-02	2.508450000000e+00	9.288926000000e-04	2.957787000000e-03	2.522121000000e+01	9.610795988090e+02	5.767910000001e+09	3.385840000000e+00	1.932456199254e+00	7.012864083168e-11	3.547566716943e+07	7.549930571720e+00	7.752561973958e+00	0	1	m0-s1	exploration	1	False
4.211390000000e-01	1.466849000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.654778480530e-01	1.315082000000e+00	0.000000000000e+00	4.512000000000e-01	2.803638000000e+01	4.162324000000e+00	5.440925000000e+00	4.054244000000e+00	9.776696579922e-01	9.519023656653e-01	-1.044055446129e+01	9.960222878291e+00	-3.996879739569e-01	8.004883562307e+00	1-38168	-3.513606952157e+00	8083-12703	4.992934036255e+01	2.433980000000e-02	3.797140000000e+00	3.308784000000e-01	3.783600000000e-01	8.951635000000e+00	9.104446750671e+01	9.124789999996e+09	9.498820000000e+00	1.808056787493e+00	1.409591823086e-11	2.541705888099e+06	6.405125295012e+00	6.980954932532e+00	1	0	m1-s0	exploration	0	False
8.851340000000e-01	1.907060000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.856044083834e-01	1.691888000000e+00	0.000000000000e+00	6.876000000000e-01	1.186881000000e+00	2.372533000000e+00	-1.050230000000e-01	-2.691843000000e+00	3.222565183799e-01	9.981565955688e-01	-1.216594631863e+01	9.456209598204e+00	-6.300001510471e-01	8.811696561444e+00	1-38189	-4.244720021532e+00	8083-3701	5.019979095459e+01	3.755840000000e-02	1.956790000000e+00	1.951027000000e-03	4.310829000000e-03	9.957644000000e+00	1.480723728498e+03	2.858969999999e+09	2.100180000000e+00	1.883756717256e+00	9.034546778826e-11	7.368030819039e+07	7.867351433762e+00	8.216081281994e+00	0	1	m0-s1	exploration	1	False
5.544290000000e-01	2.081403000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-8.633520454168e-02	1.868284000000e+00	0.000000000000e+00	8.682000000000e-01	1.176399000000e+00	2.356493000000e+00	-9.541084000000e-01	-4.736854000000e+00	8.264473582720e-01	9.744799599876e-01	-1.208252631039e+01	1.061426534301e+01	-3.256203390361e-01	8.961370626464e+00	1-37995	-4.067461634096e+00	8083-6102	5.111500549316e+01	3.647710000000e-02	5.385530000000e+00	3.402037000000e-02	7.488822000000e-02	9.429311000000e+00	8.044556792200e+02	4.114010000023e+10	6.705750000000e+00	2.210689169713e+00	1.275206259761e-10	3.257126746798e+07	7.512834658892e+00	6.880767149753e+00	1	1	m1-s1	reserved_confirmation		False
3.362950000000e-01	1.678701000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-1.057858943939e+00	1.484578000000e+00	0.000000000000e+00	7.602000000000e-01	1.096760000000e+01	2.970406000000e+00	3.647038000000e+00	8.367355000000e-01	9.677341962067e-01	1.026250860885e+00	-1.124629268611e+01	1.006324326259e+01	-5.292412134090e-01	8.127774870179e+00	1-38381	-3.580020336986e+00	8084-12705	5.102711486816e+01	2.517660000000e-02	1.812250000000e+00	6.560706000000e-02	1.477881000000e-01	1.062309000000e+01	1.381564587453e+03	1.156759999993e+10	9.283980000001e+00	1.864534710536e+00	1.870616150548e-11	3.451056461351e+06	6.537952064667e+00	6.944347933061e+00	1	0	m1-s0	reserved_confirmation		False
8.713420000000e-01	1.386524000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	-5.540823936462e-01	1.222764000000e+00	0.000000000000e+00	4.045000000000e-01	2.797956000000e+01	4.119092000000e+00	5.819849000000e+00	4.283667000000e+00	5.675239307960e-01	9.346921740689e-01	-1.042211973917e+01	9.378817455653e+00	-7.113008351868e-01	8.243769594061e+00	1-38377	-3.838122831633e+00	8084-6102	5.097077560425e+01	4.084520000000e-02	8.672120000000e-01	9.051024000000e-02	2.179354000000e-01	8.603837000000e+00	7.741361600109e+02	2.392309999998e+09	3.694230000000e+00	1.722426939772e+00	2.443314675425e-11	1.132809947361e+07	7.054157053963e+00	7.886876234645e+00	0	0	m0-s0	reserved_confirmation		False
4.156580000000e-01	1.899154000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.413739755750e-02	1.643644000000e+00	0.000000000000e+00	7.851000000000e-01	4.583216000000e+00	3.000398000000e+00	1.879900000000e+00	-1.262693000000e+00	7.560911871047e-01	1.026673376451e+00	-1.149476881542e+01	1.011842677072e+01	-5.033895511660e-01	8.606244396509e+00	1-38007	-3.925076604702e+00	8084-6103	5.074167633057e+01	3.573700000000e-02	1.784560000000e+00	4.203954000000e-02	6.042888000000e-02	1.063343000000e+01	3.790056441446e+02	1.313490000005e+10	5.702840000000e+00	1.997947969152e+00	5.629297563413e-11	1.690692398760e+07	7.228064600103e+00	7.234220692649e+00	1	0	m1-s0	exploration	0	False
