fold,band,candidate,core,q,logpdf
0,DC,r1_a0.3,training_r04_c16,4.727991252701616,-3.521759979557637
0,DC,r1_a0.3,training_r05_c17,5.868442034936992,-4.091985370675324
0,DC,r1_a0.3,training_r06_c18,1.855450015263389,-2.0854893608385234
0,DC,r1_a0.3,training_r09_c18,3.691046384119115,-3.003287545266386
0,DC,r1_a0.3,training_r10_c19,2.190737469456284,-2.253133087934971
0,DC,r1_a0.3,training_r12_c18,1.944376654858768,-2.129952680636213
0,DC,r1_a0.3,training_r16_c16,2.3275347787375287,-2.3215317425755932
0,DC,r1_a0.3,training_r18_c12,2.170138601803102,-2.24283365410838
0,DC,r1_a0.6,training_r02_c14,1.1458514388633265,-1.8974494170005005
0,DC,r1_a0.6,training_r03_c15,1.3707414703329976,-2.0098944327353356
0,DC,r1_a0.6,training_r04_c16,2.640242111587616,-2.644644753362645
0,DC,r1_a0.6,training_r05_c17,3.2575830751440202,-2.953315235140847
0,DC,r1_a0.6,training_r06_c18,1.2152715295176195,-1.9321594623276468
0,DC,r1_a0.6,training_r09_c18,2.439246700700636,-2.5441470479191555
0,DC,r1_a0.6,training_r10_c19,1.2392588757925804,-1.9441531354651276
0,DC,r1_a0.6,training_r12_c18,1.1081261515430303,-1.8785867733403525
0,DC,r1_a0.6,training_r16_c16,1.429656148185997,-2.0393517716618357
0,DC,r1_a0.6,training_r18_c12,1.3184890228513,-1.9837682089944872
0,DC,r1_a1.0,training_r02_c14,1.0056756796900816,-1.8982325179627557
0,DC,r1_a1.0,training_r03_c15,1.3146135897614049,-2.052701472998417
0,DC,r1_a1.0,training_r04_c16,1.8456280767092368,-2.3182087164723333
0,DC,r1_a1.0,training_r05_c17,2.3179104959666756,-2.554349926101053
0,DC,r1_a1.0,training_r06_c18,1.1458639528056727,-1.9683266545205513
0,DC,r1_a1.0,training_r09_c18,2.3485470976422698,-2.5696682269388496
0,DC,r1_a1.0,training_r10_c19,1.0005485323174395,-1.8956689442764345
0,DC,r1_a1.0,training_r12_c18,0.8915126710204169,-1.8411510136279232
0,DC,r1_a1.0,training_r16_c16,1.3156680612561846,-2.053228708745807
0,DC,r1_a1.0,training_r18_c12,1.2360522301505719,-2.0134207931930006
0,DC,r2_a0.1,training_r02_c14,4.62461860906486,-3.1706743300106632
0,DC,r2_a0.1,training_r03_c15,5.184761882774798,-3.450745966865633
0,DC,r2_a0.1,training_r04_c16,12.796980936339697,-7.256855493648082
0,DC,r2_a0.1,training_r05_c17,16.343757368055623,-9.030243709506047
0,DC,r2_a0.1,training_r06_c18,4.5896690992046825,-3.153199575080575
0,DC,r2_a0.1,training_r09_c18,9.027118487672121,-5.371924269314294
0,DC,r2_a0.1,training_r10_c19,6.131233202510365,-3.9239816267334167
0,DC,r2_a0.1,training_r12_c18,5.395791526549199,-3.5562607887528332
0,DC,r2_a0.1,training_r16_c16,6.116164550574305,-3.9164473007653866
0,DC,r2_a0.1,training_r18_c12,5.7960498015834565,-3.756389926269962
0,DC,r2_a0.3,training_r02_c14,1.8191493582271439,-2.0673390323204006
0,DC,r2_a0.3,training_r03_c15,2.073337042631889,-2.1944328745227732
0,DC,r2_a0.3,training_r04_c16,4.727991252701616,-3.521759979557637
0,DC,r2_a0.3,training_r05_c17,5.868442034936992,-4.091985370675324
0,DC,r2_a0.3,training_r06_c18,1.855450015263389,-2.0854893608385234
0,DC,r2_a0.3,training_r09_c18,3.691046384119115,-3.003287545266386
0,DC,r2_a0.3,training_r10_c19,2.190737469456284,-2.253133087934971
0,DC,r2_a0.3,training_r12_c18,1.944376654858768,-2.129952680636213
0,DC,r2_a0.3,training_r16_c16,2.3275347787375287,-2.3215317425755932
0,DC,r2_a0.3,training_r18_c12,2.170138601803102,-2.24283365410838
0,DC,r2_a0.6,training_r02_c14,1.1458514388633265,-1.8974494170005005
0,DC,r2_a0.6,training_r03_c15,1.3707414703329976,-2.0098944327353356
0,DC,r2_a0.6,training_r04_c16,2.640242111587616,-2.644644753362645
0,DC,r2_a0.6,training_r05_c17,3.2575830751440202,-2.953315235140847
0,DC,r2_a0.6,training_r06_c18,1.2152715295176195,-1.9321594623276468
0,DC,r2_a0.6,training_r09_c18,2.439246700700636,-2.5441470479191555
0,DC,r2_a0.6,training_r10_c19,1.2392588757925804,-1.9441531354651276
0,DC,r2_a0.6,training_r12_c18,1.1081261515430303,-1.8785867733403525
0,DC,r2_a0.6,training_r16_c16,1.429656148185997,-2.0393517716618357
0,DC,r2_a0.6,training_r18_c12,1.3184890228513,-1.9837682089944872
0,DC,r2_a1.0,training_r02_c14,1.0056756796900816,-1.8982325179627557
0,DC,r2_a1.0,training_r03_c15,1.3146135897614049,-2.052701472998417
0,DC,r2_a1.0,training_r04_c16,1.8456280767092368,-2.3182087164723333
0,DC,r2_a1.0,training_r05_c17,2.3179104959666756,-2.554349926101053
0,DC,r2_a1.0,training_r06_c18,1.1458639528056727,-1.9683266545205513
0,DC,r2_a1.0,training_r09_c18,2.3485470976422698,-2.5696682269388496
0,DC,r2_a1.0,training_r10_c19,1.0005485323174395,-1.8956689442764345
0,DC,r2_a1.0,training_r12_c18,0.8915126710204169,-1.8411510136279232
0,DC,r2_a1.0,training_r16_c16,1.3156680612561846,-2.053228708745807
0,DC,r2_a1.0,training_r18_c12,1.2360522301505719,-2.0134207931930006
0,low,r0_a0.1,training_r02_c14,1.1771728483886152,-1.7489935706361346
0,low,r0_a0.1,training_r03_c15,1.0979629231070296,-1.7093886079953418
0,low,r0_a0.1,training_r04_c16,1.2562945385349582,-1.788554415709306
0,low,r0_a0.1,training_r05_c17,1.1088930140823425,-1.714853653482998
0,low,r0_a0.1,training_r06_c18,1.2066253521247112,-1.7637198225041824
0,low,r0_a0.1,training_r09_c18,1.0322211591137591,-1.6765177259987063
0,low,r0_a0.1,training_r10_c19,1.2615698991155402,-1.7911920959995968
0,low,r0_a0.1,training_r12_c18,1.2037034555123842,-1.7622588741980187
0,low,r0_a0.1,training_r16_c16,1.2969870785391606,-1.8089006857114072
0,low,r0_a0.1,training_r18_c12,1.0994753367793473,-1.7101448148315004
0,low,r0_a0.3,training_r02_c14,1.0637247238053182,-1.7246576339744455
0,low,r0_a0.3,training_r03_c15,0.9905304769850342,-1.6880605105643036
0,low,r0_a0.3,training_r04_c16,1.1452840557408623,-1.7654372999422177
0,low,r0_a0.3,training_r05_c17,1.0058337702283429,-1.6957121571859581
0,low,r0_a0.3,training_r06_c18,1.0758270367184606,-1.730708790431017
0,low,r0_a0.3,training_r09_c18,0.9413374797599853,-1.6634640119517792
0,low,r0_a0.3,training_r10_c19,1.145203799466384,-1.7653971718049781
0,low,r0_a0.3,training_r12_c18,1.094530941313447,-1.74006074272851
0,low,r0_a0.3,training_r16_c16,1.1758335062059324,-1.7807120251747526
0,low,r0_a0.3,training_r18_c12,0.9947597357243058,-1.6901751399339398
0,low,r0_a0.6,training_r02_c14,0.9767111102953188,-1.7126599196276326
0,low,r0_a0.6,training_r03_c15,0.9210046682767732,-1.68480669861836
0,low,r0_a0.6,training_r04_c16,1.0684297898251347,-1.7585192593925403
0,low,r0_a0.6,training_r05_c17,0.93188359256425,-1.690246160762098
0,low,r0_a0.6,training_r06_c18,0.9769072797958069,-1.7127580043778767
0,low,r0_a0.6,training_r09_c18,0.8757070972183284,-1.6621579130891373
0,low,r0_a0.6,training_r10_c19,1.0652642755582693,-1.7569365022591075
0,low,r0_a0.6,training_r12_c18,1.0186510501023964,-1.7336298895311715
0,low,r0_a0.6,training_r16_c16,1.0884786193131926,-1.7685436741365697
0,low,r0_a0.6,training_r18_c12,0.9279309975762845,-1.6882698632681152
0,low,r0_a1.0,training_r02_c14,0.9669477759466856,-1.7245872000990505
0,low,r0_a1.0,training_r03_c15,0.9570488183098947,-1.7196377212806548
0,low,r0_a1.0,training_r04_c16,1.0877230621620655,-1.78497484320674
0,low,r0_a1.0,training_r05_c17,0.9383288614361347,-1.710277742843775
0,low,r0_a1.0,training_r06_c18,0.9670464228556008,-1.7246365235535077
0,low,r0_a1.0,training_r09_c18,0.8978718201599569,-1.6900492222056858
0,low,r0_a1.0,training_r10_c19,1.104772045801992,-1.7934993350267034
0,low,r0_a1.0,training_r12_c18,1.0576135630730161,-1.769920093662216
0,low,r0_a1.0,training_r16_c16,1.1210573368659966,-1.8016419805587056
0,low,r0_a1.0,training_r18_c12,1.0008905526949294,-1.7415585884731724
0,low,r1_a0.1,training_r02_c14,1.1879735701265612,-1.755831730287358
0,low,r1_a0.1,training_r03_c15,1.0959331157808936,-1.709811503114524
0,low,r1_a0.1,training_r04_c16,1.2443767855504677,-1.7840333379993112
0,low,r1_a0.1,training_r05_c17,1.1118690579832102,-1.7177794742156824
0,low,r1_a0.1,training_r06_c18,1.2118982043987023,-1.7677940474234284
0,low,r1_a0.1,training_r09_c18,1.0349291596545274,-1.6793095250513412
0,low,r1_a0.1,training_r10_c19,1.2578999303370768,-1.7907949103926155
0,low,r1_a0.1,training_r12_c18,1.2042296267342492,-1.7639597585912017
0,low,r1_a0.1,training_r16_c16,1.290086319121083,-1.806888104784619
0,low,r1_a0.1,training_r18_c12,1.0906687330690417,-1.7071793117585978
0,low,r1_a0.3,training_r02_c14,1.0721187449837364,-1.7303547587597656
0,low,r1_a0.3,training_r03_c15,0.9883825808573296,-1.6884866766965625
0,low,r1_a0.3,training_r04_c16,1.1354200358735487,-1.7620054042046718
0,low,r1_a0.3,training_r05_c17,1.007852316071352,-1.6982215443035737
0,low,r1_a0.3,training_r06_c18,1.0791581968398603,-1.7338744846878276
0,low,r1_a0.3,training_r09_c18,0.9437817422812335,-1.6661862574085147
0,low,r1_a0.3,training_r10_c19,1.1413990305785597,-1.764994901557178
0,low,r1_a0.3,training_r12_c18,1.0957366938267685,-1.7421637331812816
0,low,r1_a0.3,training_r16_c16,1.1690447874537064,-1.7788177799947507
0,low,r1_a0.3,training_r18_c12,0.9871149402011858,-1.6878528563684907
0,low,r1_a0.6,training_r02_c14,0.9830395715829161,-1.7173411823019114
0,low,r1_a0.6,training_r03_c15,0.9189184167810174,-1.685280604900962
0,low,r1_a0.6,training_r04_c16,1.0605082745808636,-1.7560755338008849
0,low,r1_a0.6,training_r05_c17,0.9338327861056193,-1.692737789563263
0,low,r1_a0.6,training_r06_c18,0.9789214766768664,-1.7152821348488867
0,low,r1_a0.6,training_r09_c18,0.8775489731840944,-1.6645958831025003
0,low,r1_a0.6,training_r10_c19,1.0614164432757716,-1.7565296181483392
0,low,r1_a0.6,training_r12_c18,1.0203778571359652,-1.7360103250784358
0,low,r1_a0.6,training_r16_c16,1.0820069453618804,-1.7668248691913935
0,low,r1_a0.6,training_r18_c12,0.919600917558669,-1.685621855289788
0,low,r1_a1.0,training_r02_c14,0.9718378993875028,-1.7285206552821268
0,low,r1_a1.0,training_r03_c15,0.9565178643245638,-1.7208606377506572
0,low,r1_a1.0,training_r04_c16,1.0807429245039042,-1.7829731678403276
0,low,r1_a1.0,training_r05_c17,0.9420716187718907,-1.7136375149743204
0,low,r1_a1.0,training_r06_c18,0.9684144362019206,-1.7268089236893356
0,low,r1_a1.0,training_r09_c18,0.8989374673803534,-1.6920704392785517
0,low,r1_a1.0,training_r10_c19,1.099344341827277,-1.7922738765020136
0,low,r1_a1.0,training_r12_c18,1.0587176394983873,-1.7719605253375685
0,low,r1_a1.0,training_r16_c16,1.1146916271252634,-1.799947519151007
0,low,r1_a1.0,training_r18_c12,0.9832264850762295,-1.7342149481264901
0,low,r2_a0.1,training_r02_c14,1.1953509802227513,-1.7623127674537047
0,low,r2_a0.1,training_r03_c15,1.094948116690139,-1.7121113356873987
0,low,r2_a0.1,training_r04_c16,1.2371058090064126,-1.7831901818455356
0,low,r2_a0.1,training_r05_c17,1.1177103478317356,-1.7234924512581968
0,low,r2_a0.1,training_r06_c18,1.2207136375712668,-1.774994096127963
0,low,r2_a0.1,training_r09_c18,1.0422687269694635,-1.6857716408270609
0,low,r2_a0.1,training_r10_c19,1.2591422648488393,-1.7942084097667488
0,low,r2_a0.1,training_r12_c18,1.2065334271312376,-1.7679039909079481
0,low,r2_a0.1,training_r16_c16,1.289478330993769,-1.8093764428392138
0,low,r2_a0.1,training_r18_c12,1.0850734906777797,-1.7071740226812187
0,low,r2_a0.3,training_r02_c14,1.0771199814213248,-1.7358092684413615
0,low,r2_a0.3,training_r03_c15,0.9862031984125282,-1.6903508769369633
0,low,r2_a0.3,training_r04_c16,1.128967218530136,-1.7617328869957667
0,low,r2_a0.3,training_r05_c17,1.0120641939846677,-1.7032813747230329
0,low,r2_a0.3,training_r06_c18,1.085895900057277,-1.7401972277593374
0,low,r2_a0.3,training_r09_c18,0.9497262648872619,-1.6721124101743303
0,low,r2_a0.3,training_r10_c19,1.1417296124163177,-1.768114083938858
0,low,r2_a0.3,training_r12_c18,1.0972617468614227,-1.7458801511614102
0,low,r2_a0.3,training_r16_c16,1.1677321754548258,-1.781115365458112
0,low,r2_a0.3,training_r18_c12,0.9820052549309951,-1.6882519051961964
0,low,r2_a0.6,training_r02_c14,0.9862815728314216,-1.7220118846654318
0,low,r2_a0.6,training_r03_c15,0.9161922269816436,-1.6869672117405425
0,low,r2_a0.6,training_r04_c16,1.0551295723670944,-1.7564358844332684
0,low,r2_a0.6,training_r05_c17,0.9374000528822277,-1.697571124690835
0,low,r2_a0.6,training_r06_c18,0.9842536007273401,-1.7209978986133916
0,low,r2_a0.6,training_r09_c18,0.8822700684547262,-1.6700061324770843
0,low,r2_a0.6,training_r10_c19,1.06115447762158,-1.7594483370605112
0,low,r2_a0.6,training_r12_c18,1.0212061797421152,-1.7394741881207787
0,low,r2_a0.6,training_r16_c16,1.0802027153550813,-1.7689724559272615
0,low,r2_a0.6,training_r18_c12,0.9139900393754585,-1.6858661179374501
0,low,r2_a1.0,training_r02_c14,0.9738048828748369,-1.7325588985226605
0,low,r2_a1.0,training_r03_c15,0.954813214484681,-1.7230630643275826
0,low,r2_a1.0,training_r04_c16,1.076177679865687,-1.7837452970180858
0,low,r2_a1.0,training_r05_c17,0.9472255465618327,-1.7192692303661583
0,low,r2_a1.0,training_r06_c18,0.973642375113831,-1.7324776446421575
0,low,r2_a1.0,training_r09_c18,0.9026739508053813,-1.6969934324879328
0,low,r2_a1.0,training_r10_c19,1.0975442211325748,-1.7944285676515297
0,low,r2_a1.0,training_r12_c18,1.0582712948658808,-1.7747921045181827
0,low,r2_a1.0,training_r16_c16,1.1124221409838257,-1.8018675275771552
0,low,r2_a1.0,training_r18_c12,0.9716842218435884,-1.7314985680070367
0,middle,r0_a0.1,training_r02_c14,1.0483134930934102,-1.1899562653373534
0,middle,r0_a0.1,training_r03_c15,1.0240314666661863,-1.177815252123742
0,middle,r0_a0.1,training_r04_c16,0.9920890203820456,-1.1618440289816714
0,middle,r0_a0.1,training_r05_c17,1.0137464940557233,-1.17267276581851
0,middle,r0_a0.1,training_r06_c18,1.0264703570262816,-1.1790346973037895
0,middle,r0_a0.1,training_r09_c18,1.0179903785523148,-1.1747947080668062
0,middle,r0_a0.1,training_r10_c19,1.0833895754062444,-1.2074943064937704
0,middle,r0_a0.1,training_r12_c18,1.019034374635338,-1.1753167061083178
0,middle,r0_a0.1,training_r16_c16,1.0202634543128826,-1.17593124594709
0,middle,r0_a0.1,training_r18_c12,1.0114342436942925,-1.1715166406377946
0,middle,r0_a0.3,training_r02_c14,1.0145238603278233,-1.1898824955527323
0,middle,r0_a0.3,training_r03_c15,0.9897015289191137,-1.1774713298483772
0,middle,r0_a0.3,training_r04_c16,0.9528495653403006,-1.159045348058971
0,middle,r0_a0.3,training_r05_c17,0.9801156269522118,-1.1726783788649262
0,middle,r0_a0.3,training_r06_c18,0.9907640737444116,-1.1780026022610262
0,middle,r0_a0.3,training_r09_c18,0.9857439025916866,-1.1754925166846637
0,middle,r0_a0.3,training_r10_c19,1.0399335059654329,-1.2025873183715372
0,middle,r0_a0.3,training_r12_c18,0.9815556421517239,-1.1733983864646826
0,middle,r0_a0.3,training_r16_c16,0.9855023173942994,-1.1753717240859702
0,middle,r0_a0.3,training_r18_c12,0.9750757299393618,-1.1701584303585013
0,middle,r0_a0.6,training_r02_c14,0.9893914853324335,-1.1959755610473266
0,middle,r0_a0.6,training_r03_c15,0.9700887751620728,-1.186324205962146
0,middle,r0_a0.6,training_r04_c16,0.9198690222984731,-1.1612143295303459
0,middle,r0_a0.6,training_r05_c17,0.9567089786034205,-1.1796343076828204
0,middle,r0_a0.6,training_r06_c18,0.9652931112076337,-1.1839263739849268
0,middle,r0_a0.6,training_r09_c18,0.966263117753002,-1.1844113772576113
0,middle,r0_a0.6,training_r10_c19,1.0048649470138507,-1.2037122918880354
0,middle,r0_a0.6,training_r12_c18,0.9552695603047345,-1.1789145985334772
0,middle,r0_a0.6,training_r16_c16,0.9617656784469969,-1.182162657604608
0,middle,r0_a0.6,training_r18_c12,0.9463865568772496,-1.1744730968197348
0,middle,r0_a1.0,training_r02_c14,1.0243824504019776,-1.22493571206813
0,middle,r0_a1.0,training_r03_c15,1.0580971717865613,-1.2417930727604216
0,middle,r0_a1.0,training_r04_c16,0.942152671147582,-1.183820822440932
0,middle,r0_a1.0,training_r05_c17,1.0076081658800724,-1.2165485698071767
0,middle,r0_a1.0,training_r06_c18,1.0130225050831485,-1.219255739408715
0,middle,r0_a1.0,training_r09_c18,1.0363259607689579,-1.2309074672516194
0,middle,r0_a1.0,training_r10_c19,1.0369621237962756,-1.2312255487652783
0,middle,r0_a1.0,training_r12_c18,1.0154347667449468,-1.2204618702396144
0,middle,r0_a1.0,training_r16_c16,1.0146870060374849,-1.2200879898858834
0,middle,r0_a1.0,training_r18_c12,0.9761613516732607,-1.200825162703771
0,middle,r1_a0.1,training_r02_c14,1.0478272855839674,-1.1907141546472677
0,middle,r1_a0.1,training_r03_c15,1.0253350465583921,-1.17946803513448
0,middle,r1_a0.1,training_r04_c16,0.9910839019747836,-1.1623424628426755
0,middle,r1_a0.1,training_r05_c17,1.0126138433523129,-1.17310743353144
0,middle,r1_a0.1,training_r06_c18,1.026925747956162,-1.1802633858333647
0,middle,r1_a0.1,training_r09_c18,1.0171537136403057,-1.1753773686754367
0,middle,r1_a0.1,training_r10_c19,1.0848277225195848,-1.2092143731150762
0,middle,r1_a0.1,training_r12_c18,1.0179361138141487,-1.1757685687623582
0,middle,r1_a0.1,training_r16_c16,1.0179913251188257,-1.1757961744146972
0,middle,r1_a0.1,training_r18_c12,1.0152273178092561,-1.1744141707599116
0,middle,r1_a0.3,training_r02_c14,1.013856708719708,-1.1905840482262593
0,middle,r1_a0.3,training_r03_c15,0.9910053968877215,-1.1791583923102669
0,middle,r1_a0.3,training_r04_c16,0.9516603479715872,-1.1594858678521993
0,middle,r1_a0.3,training_r05_c17,0.9791050770030286,-1.1732082323679198
0,middle,r1_a0.3,training_r06_c18,0.9907665916159174,-1.1790389896743645
0,middle,r1_a0.3,training_r09_c18,0.9847732725900633,-1.1760423301614373
0,middle,r1_a0.3,training_r10_c19,1.0414414939965273,-1.2043764408646693
0,middle,r1_a0.3,training_r12_c18,0.9802423193424831,-1.1737768535376476
0,middle,r1_a0.3,training_r16_c16,0.9831382041900437,-1.1752247959614277
0,middle,r1_a0.3,training_r18_c12,0.9780959634990326,-1.172703675615922
0,middle,r1_a0.6,training_r02_c14,0.9885371575314649,-1.1966184023645643
0,middle,r1_a0.6,training_r03_c15,0.9718134379249522,-1.188256542561308
0,middle,r1_a0.6,training_r04_c16,0.9183601929561853,-1.1615299200769247
0,middle,r1_a0.6,training_r05_c17,0.9559060928456061,-1.180302870021635
0,middle,r1_a0.6,training_r06_c18,0.9645738606999721,-1.184636753948818
0,middle,r1_a0.6,training_r09_c18,0.9652440357613385,-1.184971841479501
0,middle,r1_a0.6,training_r10_c19,1.0065829130551325,-1.2056412801263978
0,middle,r1_a0.6,training_r12_c18,0.9538170463679482,-1.1792583467828062
0,middle,r1_a0.6,training_r16_c16,0.959224848650333,-1.1819622479239986
0,middle,r1_a0.6,training_r18_c12,0.9484043657374931,-1.1765520064675787
0,middle,r1_a1.0,training_r02_c14,1.0233936296088988,-1.2255289080491607
0,middle,r1_a1.0,training_r03_c15,1.0628157848172852,-1.2452399856533538
0,middle,r1_a1.0,training_r04_c16,0.9394865150380844,-1.1835753507637539
0,middle,r1_a1.0,training_r05_c17,1.0072821811008408,-1.2174731837951316
0,middle,r1_a1.0,training_r06_c18,1.010470554535043,-1.2190673705122332
0,middle,r1_a1.0,training_r09_c18,1.0360020723304422,-1.2318331294099325
0,middle,r1_a1.0,training_r10_c19,1.039837132952074,-1.2337506597207484
0,middle,r1_a1.0,training_r12_c18,1.014768446951757,-1.2212163167205896
0,middle,r1_a1.0,training_r16_c16,1.0115684914581002,-1.2196163389737615
0,middle,r1_a1.0,training_r18_c12,0.976077714179146,-1.2018709503342846
0,middle,r2_a0.1,training_r02_c14,1.0538342759610146,-1.1960459553378273
0,middle,r2_a0.1,training_r03_c15,1.0295254367633926,-1.1838915357390165
0,middle,r2_a0.1,training_r04_c16,0.9919662195196436,-1.1651119271171415
0,middle,r2_a0.1,training_r05_c17,1.0181447308510694,-1.1782011827828545
0,middle,r2_a0.1,training_r06_c18,1.0272079907418896,-1.1827328127282648
0,middle,r2_a0.1,training_r09_c18,1.0166311436915048,-1.1774443892030724
0,middle,r2_a0.1,training_r10_c19,1.0866143424695511,-1.2124359885920954
0,middle,r2_a0.1,training_r12_c18,1.0160876780870118,-1.1771726564008265
0,middle,r2_a0.1,training_r16_c16,1.0126769125002784,-1.1754672736074596
0,middle,r2_a0.1,training_r18_c12,1.0171437897605557,-1.177700712237598
0,middle,r2_a0.3,training_r02_c14,1.019864397567719,-1.1959026800260528
0,middle,r2_a0.3,training_r03_c15,0.9954118972725846,-1.1836764298784856
0,middle,r2_a0.3,training_r04_c16,0.9525632469665187,-1.1622521047254526
0,middle,r2_a0.3,training_r05_c17,0.9845541688168444,-1.1782475656506155
0,middle,r2_a0.3,training_r06_c18,0.9909708922778858,-1.1814559273811358
0,middle,r2_a0.3,training_r09_c18,0.9845168299712438,-1.178228896227815
0,middle,r2_a0.3,training_r10_c19,1.0434161198510337,-1.20767854116771
0,middle,r2_a0.3,training_r12_c18,0.9785850115732422,-1.1752629870288143
0,middle,r2_a0.3,training_r16_c16,0.9780588195339512,-1.174999891009169
0,middle,r2_a0.3,training_r18_c12,0.9793998401625446,-1.1756704013234656
0,middle,r2_a0.6,training_r02_c14,0.9946229252624932,-1.2019508258145735
0,middle,r2_a0.6,training_r03_c15,0.9769649371427214,-1.1931218317546877
0,middle,r2_a0.6,training_r04_c16,0.9193035250383887,-1.1642911257025215
0,middle,r2_a0.6,training_r05_c17,0.9614252497415391,-1.1853519880540966
0,middle,r2_a0.6,training_r06_c18,0.9646665521154857,-1.1869726392410702
0,middle,r2_a0.6,training_r09_c18,0.9656374931983666,-1.1874581097825103
0,middle,r2_a0.6,training_r10_c19,1.0088041134613395,-1.209041419913997
0,middle,r2_a0.6,training_r12_c18,0.9524297978728107,-1.180854262119732
0,middle,r2_a0.6,training_r16_c16,0.9542449493803046,-1.1817618378734789
0,middle,r2_a0.6,training_r18_c12,0.9488269948721593,-1.1790528606194068
0,middle,r2_a1.0,training_r02_c14,1.0293249268062918,-1.2307516606925835
0,middle,r2_a1.0,training_r03_c15,1.0715408623506963,-1.2518596284647852
0,middle,r2_a1.0,training_r04_c16,0.9404033644882498,-1.186290879533562
0,middle,r2_a1.0,training_r05_c17,1.013667268621111,-1.222922831599993
0,middle,r2_a1.0,training_r06_c18,1.0098984408151859,-1.2210384176970304
0,middle,r2_a1.0,training_r09_c18,1.0391233554043533,-1.235650874991614
