galaxy	point_index	outer_fold	source_family	radius_arcsec	radius_kpc	log10_gbar	log10_radius_over_r50	log10_surface_density	enclosed_mass_fraction	log10_total_mass	inclination_sine	log10_distance	newtonian_speed_km_s	rar_speed_km_s	surface_brightness_q10	surface_brightness_q100	surface_brightness_q1000	acceleration_q0p01	acceleration_q0p1	acceleration_q1	enclosed_mass_fraction_source	outer_inverse_radius_potential_source	outer_radius_lever_source	condition_surface_density	condition_compactness	condition_vacuum_fraction	condition_radial_span	condition_concentration
UGC3809	0	4	2008MNRAS.390..466E	1.620000000000e+01	2.581630301910e+00	3.635323739521e+00	-6.090573572312e-01	2.224902929962e+00	1.395542758641e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.055866217298e+02	1.299306483953e+02	9.437705920686e-01	6.266467901424e-01	1.437204312336e-01	9.914984116106e-01	9.210267023405e-01	5.383729308570e-01	1.395542758641e-01	1.939840498971e-01	8.167497616713e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	1	4	2008MNRAS.390..466E	1.740000000000e+01	2.772862176125e+00	3.597919727630e+00	-5.780231234912e-01	2.188943899058e+00	1.477092194431e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.048151368421e+02	1.305541353775e+02	9.392117529946e-01	6.070811583435e-01	1.338282807754e-01	9.907408285852e-01	9.145306630280e-01	5.169106038014e-01	1.477092194431e-01	1.995083549935e-01	8.054869399504e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	2	4	2008MNRAS.390..466E	2.870000000000e+01	4.573628991655e+00	3.346588996428e+00	-3.606904750398e-01	2.020865247355e+00	2.252901316767e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.007917450267e+02	1.372782369599e+02	9.129842188296e-01	5.120086920706e-01	9.495847932915e-02	9.836030652577e-01	8.571163391428e-01	3.749492481897e-01	2.252901316767e-01	2.385144807088e-01	7.099965398827e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	3	4	2008MNRAS.390..466E	2.870000000000e+01	4.573628991655e+00	3.346588996428e+00	-3.606904750398e-01	2.020865247355e+00	2.252901316767e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.007917450267e+02	1.372782369599e+02	9.129842188296e-01	5.120086920706e-01	9.495847932915e-02	9.836030652577e-01	8.571163391428e-01	3.749492481897e-01	2.252901316767e-01	2.385144807088e-01	7.099965398827e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	4	4	2008MNRAS.390..466E	3.030000000000e+01	4.828604823942e+00	3.321082584346e+00	-3.371297432715e-01	2.012571275015e+00	2.367866538352e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.005662194444e+02	1.383179665785e+02	9.114550159049e-01	5.072361023609e-01	9.332985487449e-02	9.826284511699e-01	8.497717829695e-01	3.612892390442e-01	2.367866538352e-01	2.419367511613e-01	6.977059367742e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	5	4	2008MNRAS.390..466E	3.100000000000e+01	4.940156750568e+00	3.310398107438e+00	-3.272106779395e-01	2.004063462776e+00	2.418303887779e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.004776382555e+02	1.387688276893e+02	9.098612168909e-01	5.023391001389e-01	9.168531825543e-02	9.822034773730e-01	8.466040105104e-01	3.556317091877e-01	2.418303887779e-01	2.428544917153e-01	6.923340088631e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	6	4	2008MNRAS.390..466E	3.520000000000e+01	5.609468310322e+00	3.252435656678e+00	-2.720297082957e-01	1.961557220310e+00	2.728414586041e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.001563935029e+02	1.415153226833e+02	9.015056675559e-01	4.778849952374e-01	8.385366849706e-02	9.797140445059e-01	8.284592561212e-01	3.256692883236e-01	2.728414586041e-01	2.488533863312e-01	6.613229905337e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	7	4	2008MNRAS.390..466E	3.860000000000e+01	6.151291953933e+00	3.211105300335e+00	-2.319850671020e-01	1.944668671035e+00	2.983110142109e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	1.000082482489e+02	1.436748098791e+02	8.979984194750e-01	4.681917411764e-01	8.091419703290e-02	9.777337491673e-01	8.145091615066e-01	3.051261735328e-01	2.983110142109e-01	2.518911639141e-01	6.371988046202e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	8	4	2008MNRAS.390..466E	4.280000000000e+01	6.820603513687e+00	3.165955353999e+00	-1.871286027606e-01	1.906232810774e+00	3.305462777562e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.997446280674e+01	1.463075224391e+02	8.896016078372e-01	4.462319748457e-01	7.457194523642e-02	9.753544282782e-01	7.982864047036e-01	2.835405503296e-01	3.305462777562e-01	2.533574985901e-01	6.083361215938e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	9	4	2008MNRAS.390..466E	4.850000000000e+01	7.728954916211e+00	3.111204744751e+00	-1.328306331715e-01	1.868400000000e+00	3.741774413384e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.992237762074e+01	1.496156445338e+02	8.807513871486e-01	4.248193371454e-01	6.877854341596e-02	9.721353381600e-01	7.772220674128e-01	2.586428309649e-01	3.741774413384e-01	2.524752399643e-01	5.706632731800e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	10	4	2008MNRAS.390..466E	4.890000000000e+01	7.792698874283e+00	3.107763633615e+00	-1.292635126502e-01	1.867354513474e+00	3.773729187166e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.993687477788e+01	1.498550892763e+02	8.804983182101e-01	4.242312199470e-01	6.862451910835e-02	9.719199011410e-01	7.758471253316e-01	2.571264430551e-01	3.773729187166e-01	2.528696204050e-01	5.682651708458e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	11	4	2008MNRAS.390..466E	5.220000000000e+01	8.318586528376e+00	3.078824639537e+00	-1.009018687715e-01	1.837877217518e+00	4.023046242006e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.987046891148e+01	1.516090775606e+02	8.731701030141e-01	4.077435037821e-01	6.441131675883e-02	9.700430121586e-01	7.640462847860e-01	2.446056909361e-01	4.023046242006e-01	2.507468323188e-01	5.471140875370e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	12	4	2008MNRAS.390..466E	5.420000000000e+01	8.637306318735e+00	3.062181748233e+00	-8.457308523541e-02	1.811170436384e+00	4.174165846115e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.983435929013e+01	1.526391350175e+02	8.662022337485e-01	3.929816414789e-01	6.080327946066e-02	9.689091149926e-01	7.570679123437e-01	2.375943309176e-01	4.174165846115e-01	2.499739088338e-01	5.348444185786e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	13	4	2008MNRAS.390..466E	5.550000000000e+01	8.844474182468e+00	3.051117561341e+00	-7.427938865112e-02	1.805108292435e+00	4.266707846831e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.974583951542e+01	1.532322199768e+02	8.645762033068e-01	3.896568783918e-01	6.001102598985e-02	9.681324264817e-01	7.523517920720e-01	2.330103752774e-01	4.266707846831e-01	2.491721602019e-01	5.268999459589e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	14	4	2008MNRAS.390..466E	5.870000000000e+01	9.354425847043e+00	3.025611512174e+00	-4.993427052618e-02	1.789169258003e+00	4.500669202482e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.961261114789e+01	1.547285326162e+02	8.602213174683e-01	3.809646657904e-01	5.797385932826e-02	9.662698173419e-01	7.412479566018e-01	2.226793425156e-01	4.500669202482e-01	2.454646908135e-01	5.070744334299e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	15	4	2008MNRAS.390..466E	5.980000000000e+01	9.529721731741e+00	3.017070609687e+00	-4.187118778538e-02	1.783631292076e+00	4.579967082536e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.955782829298e+01	1.552202374430e+02	8.586809984104e-01	3.779620378988e-01	5.728136817352e-02	9.656229381689e-01	7.374581411295e-01	2.192938369067e-01	4.579967082536e-01	2.446177481360e-01	5.005788545527e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	16	4	2008MNRAS.390..466E	6.240000000000e+01	9.944057459208e+00	2.997487979522e+00	-2.338778209137e-02	1.749387008250e+00	4.767015212455e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.943191467049e+01	1.563590830107e+02	8.488394252980e-01	3.596098885299e-01	5.316911414176e-02	9.640943056662e-01	7.286349964842e-01	2.116718952052e-01	4.767015212455e-01	2.416218251140e-01	4.850697123458e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	17	4	2008MNRAS.390..466E	6.440000000000e+01	1.026277724957e+01	2.982331651460e+00	-9.686504413984e-03	1.726617218552e+00	4.903348542922e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.926548689220e+01	1.571427815043e+02	8.419884247965e-01	3.476268415086e-01	5.059070127558e-02	9.628664727194e-01	7.216798178750e-01	2.059070439980e-01	4.903348542922e-01	2.402214487502e-01	4.738228730788e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	18	4	2008MNRAS.390..466E	6.770000000000e+01	1.078866490366e+01	2.957695214609e+00	1.201629691135e-02	1.691325212223e+00	5.119905332867e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.893078595849e+01	1.583322741119e+02	8.308741360995e-01	3.294331465421e-01	4.682706256061e-02	9.607840828719e-01	7.101436663533e-01	1.967861801466e-01	5.119905332867e-01	2.361879385940e-01	4.549223139423e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	19	4	2008MNRAS.390..466E	6.810000000000e+01	1.085240886173e+01	2.954793529351e+00	1.457474013899e-02	1.687754173573e+00	5.146087094743e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.889169900643e+01	1.584742550103e+02	8.297155288848e-01	3.276192667672e-01	4.646141630536e-02	9.605315652680e-01	7.087664455130e-01	1.957322515067e-01	5.146087094743e-01	2.364252419259e-01	4.530403775378e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	20	4	2008MNRAS.390..466E	7.150000000000e+01	1.139423250534e+01	2.929665367727e+00	3.573367002728e-02	1.644444462642e+00	5.353857778683e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.844081995644e+01	1.595335794185e+02	8.151591541066e-01	3.060403460816e-01	4.223788066221e-02	9.582786607573e-01	6.966806231551e-01	1.867839369399e-01	5.353857778683e-01	2.327236036266e-01	4.344651953347e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	21	4	2008MNRAS.390..466E	7.260000000000e+01	1.156952839004e+01	2.921870876831e+00	4.236424892630e-02	1.634666830289e+00	5.421675209269e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.830899728305e+01	1.598787509403e+02	8.117427929985e-01	3.012798556478e-01	4.133643804261e-02	9.575551773644e-01	6.928746881425e-01	1.840731037097e-01	5.421675209269e-01	2.307623784436e-01	4.281561222182e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	22	4	2008MNRAS.390..466E	7.520000000000e+01	1.198386411751e+01	2.903219443481e+00	5.764546881785e-02	1.619985191753e+00	5.572428485639e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.792828745601e+01	1.606047653977e+02	8.065222021969e-01	2.942115599065e-01	4.001737211723e-02	9.557749831913e-01	6.836607927384e-01	1.777102672269e-01	5.572428485639e-01	2.279801534353e-01	4.144840348418e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	23	4	2008MNRAS.390..466E	7.640000000000e+01	1.217509599172e+01	2.894962757738e+00	6.452098680189e-02	1.614216082401e+00	5.643374271349e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.777269267041e+01	1.609500745137e+02	8.044408887973e-01	2.914607108022e-01	3.951016605405e-02	9.549643740367e-01	6.795348699486e-01	1.749490987626e-01	5.643374271349e-01	2.270701405988e-01	4.085040631845e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	24	4	2008MNRAS.390..466E	7.920000000000e+01	1.262130369823e+01	2.876116159219e+00	8.015280981570e-02	1.607912494836e+00	5.807054491867e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.741149039840e+01	1.617348100416e+02	8.021474279269e-01	2.884723896133e-01	3.896301851249e-02	9.530607427729e-01	6.700119664337e-01	1.687733357602e-01	5.807054491867e-01	2.232341938854e-01	3.938137071133e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	25	4	2008MNRAS.390..466E	8.030000000000e+01	1.279659958292e+01	2.869179944949e+00	8.614317350489e-02	1.609001151292e+00	5.874899131954e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.730547182035e+01	1.620707021840e+02	8.025449611219e-01	2.889871826511e-01	3.905699110519e-02	9.523410624382e-01	6.664712550554e-01	1.665445880847e-01	5.874899131954e-01	2.217234324384e-01	3.881365722639e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	26	4	2008MNRAS.390..466E	8.210000000000e+01	1.308344739425e+01	2.857601396677e+00	9.577078534564e-02	1.598923243659e+00	5.979668246307e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.708715940653e+01	1.625655092090e+02	7.988418750750e-01	2.842425641039e-01	3.819531803085e-02	9.511163054698e-01	6.605188779287e-01	1.628767231920e-01	5.979668246307e-01	2.189052859958e-01	3.787468325314e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	27	4	2008MNRAS.390..466E	8.360000000000e+01	1.332248723702e+01	2.848090491665e+00	1.036339056652e-01	1.595938513830e+00	6.065860599539e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.690315167522e+01	1.629666394118e+02	7.977352250907e-01	2.828464192249e-01	3.794364316353e-02	9.500879825624e-01	6.555911088503e-01	1.599127506529e-01	6.065860599539e-01	2.165654595251e-01	3.710340324880e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	28	4	2008MNRAS.390..466E	8.520000000000e+01	1.357746306930e+01	2.838562458392e+00	1.118672229929e-01	1.597339865381e+00	6.163551468396e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.675881574581e+01	1.634382971205e+02	7.982553700620e-01	2.835014017022e-01	3.806160728490e-02	9.490372793091e-01	6.506206795848e-01	1.569873805649e-01	6.163551468396e-01	2.138787765661e-01	3.627911575638e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	29	4	2008MNRAS.390..466E	8.610000000000e+01	1.372088697496e+01	2.833296800198e+00	1.164307796799e-01	1.598738853848e+00	6.218597988858e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.668063485239e+01	1.637028557953e+02	7.987736402459e-01	2.841561931334e-01	3.817972378152e-02	9.484476625514e-01	6.478595809317e-01	1.553894443768e-01	6.218597988858e-01	2.124677084428e-01	3.582711655521e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	30	4	2008MNRAS.390..466E	8.810000000000e+01	1.403960676532e+01	2.821874333841e+00	1.264035366383e-01	1.583815529624e+00	6.341843632081e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.651940562820e+01	1.642939921107e+02	7.931937144115e-01	2.772186607261e-01	3.693770509589e-02	9.471464003890e-01	6.418362126134e-01	1.519687819722e-01	6.341843632081e-01	2.083614574240e-01	3.477006252888e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	31	4	2008MNRAS.390..466E	8.970000000000e+01	1.429458259761e+01	2.812470566096e+00	1.342200712703e-01	1.567365066647e+00	6.433463348817e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.634319005007e+01	1.647095257834e+02	7.869111859951e-01	2.696933880857e-01	3.561362114145e-02	9.460518960645e-01	6.368434341020e-01	1.491992497004e-01	6.433463348817e-01	2.057763460316e-01	3.398404478431e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	32	4	2008MNRAS.390..466E	9.000000000000e+01	1.434239056616e+01	2.810725786369e+00	1.356701376655e-01	1.564401657859e+00	6.450601068882e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.631050622920e+01	1.647868903971e+02	7.857647679739e-01	2.683515529933e-01	3.538000718505e-02	9.458464840619e-01	6.359137805901e-01	1.486899908608e-01	6.450601068882e-01	2.051991856448e-01	3.383152340014e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	33	4	2008MNRAS.390..466E	9.170000000000e+01	1.461330238797e+01	2.800871949701e+00	1.437969638962e-01	1.549600000000e+00	6.546361740673e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.611920285071e+01	1.652137172316e+02	7.799715806546e-01	2.617129668637e-01	3.423508602809e-02	9.446724918662e-01	6.306445624432e-01	1.458407838038e-01	6.546361740673e-01	2.017850484615e-01	3.296381487790e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	34	4	2008MNRAS.390..466E	9.330000000000e+01	1.486827822026e+01	2.791939716484e+00	1.513092719727e-01	1.544615685166e+00	6.638842765622e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.596220042261e+01	1.656309766400e+02	7.779956502498e-01	2.595014981152e-01	3.385764950344e-02	9.435876339433e-01	6.258410594781e-01	1.432973151002e-01	6.638842765622e-01	1.987368862849e-01	3.216941182852e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	35	4	2008MNRAS.390..466E	9.360000000000e+01	1.491608618881e+01	2.790170353199e+00	1.527034769643e-01	1.542372631742e+00	6.654438713700e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.592076167164e+01	1.656960280258e+02	7.771023097996e-01	2.585102570645e-01	3.368910758149e-02	9.433703767163e-01	6.248865615407e-01	1.427978908768e-01	6.654438713700e-01	1.984625330854e-01	3.204297426050e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	36	4	2008MNRAS.390..466E	9.450000000000e+01	1.505951009447e+01	2.785301007096e+00	1.568594367355e-01	1.540276962312e+00	6.707396857655e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.584201272354e+01	1.659364395407e+02	7.762653540549e-01	2.575863787685e-01	3.353237190151e-02	9.427684106977e-01	6.222547539980e-01	1.414309461356e-01	6.707396857655e-01	1.968144670907e-01	3.160675355380e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	37	4	2008MNRAS.390..466E	9.580000000000e+01	1.526667795821e+01	2.778202846542e+00	1.627931373047e-01	1.532815759948e+00	6.781460612398e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.571360974291e+01	1.662644985288e+02	7.732674108680e-01	2.543146465236e-01	3.298004148590e-02	9.418801368707e-01	6.184054013214e-01	1.394579155319e-01	6.781460612398e-01	1.941446637264e-01	3.096149609009e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	38	4	2008MNRAS.390..466E	9.720000000000e+01	1.548978181146e+01	2.770678091188e+00	1.690938931525e-01	1.538800000000e+00	6.861198752817e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.557882688300e+01	1.666160446907e+02	7.756741514311e-01	2.569365549578e-01	3.342233259087e-02	9.409243629417e-01	6.143084145063e-01	1.373915459138e-01	6.861198752817e-01	1.906712159199e-01	3.022961387864e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	39	4	2008MNRAS.390..466E	9.860000000000e+01	1.571288566471e+01	2.763072551106e+00	1.753045431674e-01	1.526938503234e+00	6.937703894557e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.542545749142e+01	1.669429003849e+02	7.708859887036e-01	2.517568312967e-01	3.255116302118e-02	9.399433738636e-01	6.101509217270e-01	1.353292103748e-01	6.937703894557e-01	1.882818905461e-01	2.958626709283e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	40	4	2008MNRAS.390..466E	9.900000000000e+01	1.577662962278e+01	2.761021806275e+00	1.770628228238e-01	1.528904284250e+00	6.961159333786e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.539333191050e+01	1.670474185511e+02	7.716844607370e-01	2.526104469557e-01	3.269400783415e-02	9.396762625537e-01	6.090271289393e-01	1.347776136983e-01	6.961159333786e-01	1.876348461390e-01	2.940677374434e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	41	4	2008MNRAS.390..466E	1.002000000000e+02	1.596786149700e+01	2.754808920702e+00	1.822953497574e-01	1.531067075973e+00	7.029650652313e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.528572414212e+01	1.673467795761e+02	7.725606895245e-01	2.535518231274e-01	3.285186830426e-02	9.388602283303e-01	6.056154921457e-01	1.331180878998e-01	7.029650652313e-01	1.847717670129e-01	2.880259021961e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	42	4	2008MNRAS.390..466E	1.020000000000e+02	1.625470930832e+01	2.745856588358e+00	1.900277999881e-01	1.531940382674e+00	7.135859834169e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.515199487620e+01	1.678176028494e+02	7.729138259422e-01	2.539325942569e-01	3.291581874772e-02	9.376662187185e-01	6.006814843375e-01	1.307572751419e-01	7.135859834169e-01	1.800234977258e-01	2.787181784178e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	43	4	2008MNRAS.390..466E	1.044000000000e+02	1.663717305675e+01	2.733779037603e+00	2.001281268924e-01	1.513846565830e+00	7.270585967206e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.493564073166e+01	1.683930039836e+02	7.655182763547e-01	2.461208037533e-01	3.161510104793e-02	9.360208761362e-01	5.939926894585e-01	1.276287692608e-01	7.270585967206e-01	1.744428816065e-01	2.670915177977e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	44	4	2008MNRAS.390..466E	1.051000000000e+02	1.674872498338e+01	2.730528361867e+00	2.030303442544e-01	1.509604041363e+00	7.313464756652e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.489756232448e+01	1.685843289208e+02	7.637602350501e-01	2.443127517087e-01	3.131738887886e-02	9.355711679348e-01	5.921863144750e-01	1.267977167648e-01	7.313464756652e-01	1.721919817630e-01	2.632500987614e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	45	4	2008MNRAS.390..466E	1.079000000000e+02	1.719493268988e+01	2.716644750630e+00	2.144490729091e-01	1.482155792218e+00	7.465811473844e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.462864368168e+01	1.692157721749e+02	7.521672792710e-01	2.328334818090e-01	2.945581898543e-02	9.336171546446e-01	5.844437831580e-01	1.233002213771e-01	7.465811473844e-01	1.660310860237e-01	2.503438257151e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	46	4	2008MNRAS.390..466E	1.079000000000e+02	1.719493268988e+01	2.716644750630e+00	2.144490729091e-01	1.482155792218e+00	7.465811473844e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.462864368168e+01	1.692157721749e+02	7.521672792710e-01	2.328334818090e-01	2.945581898543e-02	9.336171546446e-01	5.844437831580e-01	1.233002213771e-01	7.465811473844e-01	1.660310860237e-01	2.503438257151e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	47	4	2008MNRAS.390..466E	1.102000000000e+02	1.756146044879e+01	2.705339914074e+00	2.236092227420e-01	1.459724647161e+00	7.587391296733e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.439527847267e+01	1.697074138369e+02	7.424143299403e-01	2.237352895855e-01	2.801459766829e-02	9.319855696317e-01	5.781082436710e-01	1.205138906762e-01	7.587391296733e-01	1.601790272130e-01	2.393414129173e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
UGC3809	48	4	2008MNRAS.390..466E	1.121000000000e+02	1.786424424963e+01	2.695880970280e+00	2.310332408212e-01	1.431335220000e+00	7.682128624472e-01	1.068080833719e+01	8.850002295197e-01	1.516804168595e+00	9.417438855528e+01	1.700745903968e+02	7.297167669002e-01	2.125874229583e-01	2.628848308018e-02	9.305919099786e-01	5.727872739302e-01	1.182244330289e-01	7.682128624472e-01	1.559800582858e-01	2.309293014650e-01	-7.451250383583e-02	-3.983782007019e-01	3.824648693243e-01	-3.515902939674e-01	-1.065009645737e-01
