kind,branch,coarse_nr,fine_nr,aperture,profile_L1,centroid_km_s,passed
asymmetric,boxcar_independent,64,128,11,6.673866395550449e-05,1.2563033955359515e-06,True
asymmetric,boxcar_independent,64,128,12,0.0049553340092364515,0.0001531108724366348,True
asymmetric,boxcar_independent,64,128,13,0.0006260767259405903,0.003918278905803874,True
asymmetric,boxcar_independent,64,128,14,0.0006485838735493015,0.00071957539185874,True
asymmetric,boxcar_hanning_full,64,128,0,0.008489606644797889,0.017931343044464754,True
asymmetric,boxcar_hanning_full,64,128,1,0.011642630622657715,0.0727058055263674,False
asymmetric,boxcar_hanning_full,64,128,2,8.650660980694715e-05,0.0006696239858996478,True
asymmetric,boxcar_hanning_full,64,128,3,0.0009605388779354723,0.002669628028888482,True
asymmetric,boxcar_hanning_full,64,128,4,0.0025705697974715475,4.668249892292309e-05,True
asymmetric,boxcar_hanning_full,64,128,5,6.76764313785975e-05,3.277733284789974e-08,True
asymmetric,boxcar_hanning_full,64,128,6,6.76698596101043e-05,2.2407154176562472e-07,True
asymmetric,boxcar_hanning_full,64,128,7,6.763472415209289e-05,1.391444790499463e-07,True
asymmetric,boxcar_hanning_full,64,128,8,6.771552351911879e-05,1.66947906166115e-07,True
asymmetric,boxcar_hanning_full,64,128,9,6.498892324549126e-05,1.0269976847609996e-05,True
asymmetric,boxcar_hanning_full,64,128,10,6.772572783032618e-05,2.398952538840149e-07,True
asymmetric,boxcar_hanning_full,64,128,11,6.673866395540239e-05,1.2563033990886652e-06,True
asymmetric,boxcar_hanning_full,64,128,12,0.004954094539644719,0.0001531108724361907,True
asymmetric,boxcar_hanning_full,64,128,13,0.0005286235429117099,0.003918278905807426,True
asymmetric,boxcar_hanning_full,64,128,14,0.0006183786073841607,0.0007195753918445291,True
asymmetric,boxcar_hanning_decimated,64,128,0,0.00848960664795938,0.01793134304459265,True
asymmetric,boxcar_hanning_decimated,64,128,1,0.012262046221690063,0.07270580552623063,False
asymmetric,boxcar_hanning_decimated,64,128,2,0.00010348155508800591,0.0006696239859103059,True
asymmetric,boxcar_hanning_decimated,64,128,3,0.0009605461058611493,0.0026696280289399965,True
asymmetric,boxcar_hanning_decimated,64,128,4,0.002574997618246542,4.668249879946629e-05,True
asymmetric,boxcar_hanning_decimated,64,128,5,6.767643137884445e-05,3.2777329295186064e-08,True
asymmetric,boxcar_hanning_decimated,64,128,6,6.766985961019529e-05,2.2407154887105207e-07,True
asymmetric,boxcar_hanning_decimated,64,128,7,6.76347241519862e-05,1.391444790499463e-07,True
asymmetric,boxcar_hanning_decimated,64,128,8,6.771552351945677e-05,1.6694791327154235e-07,True
asymmetric,boxcar_hanning_decimated,64,128,9,6.498892324524354e-05,1.026997684583364e-05,True
asymmetric,boxcar_hanning_decimated,64,128,10,6.772572783044592e-05,2.3989525743672857e-07,True
asymmetric,boxcar_hanning_decimated,64,128,11,6.67386639554029e-05,1.2563034026413789e-06,True
asymmetric,boxcar_hanning_decimated,64,128,12,0.004955346409576318,0.00015311087231850706,True
asymmetric,boxcar_hanning_decimated,64,128,13,0.0006127152043759834,0.0039182789057683465,True
asymmetric,boxcar_hanning_decimated,64,128,14,0.000645377089739475,0.0007195753918516345,True
